Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Cable Diameter","Thread Size","Conduit Hub Size","Panel Hole Size","Material","Includes","Color","Ingress Protection"
//media.digikey.com/pdf/Data%20Sheets/Davies%20Molding%20PDFs/GC2000_Series.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/GC2000-A.jpg,1722-1461-ND,GC2000-A,"Davies Molding, LLC",BLACK PG-7 CBL GLAND 2.5-6.5MM C,442,0,"1.38000","0","1","GC2000","Active","Cable Gland","0.14"" ~ 0.26"" (3.5mm ~ 6.5mm)","PG7","-","0.492"" (12.5mm)","Polyamide (PA), Nylon","Locknut, O-Ring, Seal","Black","IP67 - Dust Tight, Waterproof"
http://www.altechcorp.com/PDFS/LTSR_Straight.pdf,-,1920-1994-ND,5308 958,Altech Corporation,M16 CORD GRIP 25-8MM CABLE DIA L,173,1000,"1.39000","0","1","-","Active","Cable Feedthrough","0.10"" ~ 0.31"" (2.5mm ~ 8.0mm)","M16x1.5","-","0.630"" (16.0mm)","Polyamide","-","Gray","IP68 - Dust Tight, Waterproof"
http://www.altechcorp.com/PDFS/LTSR_Straight.pdf,//media.digikey.com/Photos/Altech-Corporation/5309-616.jpg,1920-2006-ND,5309 616,Altech Corporation,M16 CORD GRIP 2-7MM CABLE DIA LT,148,0,"1.39000","0","1","-","Active","Cable Feedthrough","0.08"" ~ 0.28"" (2.0mm ~ 7.0mm)","M16x1.5","-","0.630"" (16.0mm)","Polyamide","-","Gray","IP68 - Dust Tight, Waterproof"
-,-,2080-98103.2-ND,98103.2,"Conta-Clip, Inc.",M16 STRAIGHT THROUGH PA LG,500,0,"1.41000","0","1","-","Active","Cable Gland","0.18"" ~ 0.39"" (4.5mm ~ 10.0mm)","M16x1.5","-","0.630"" (16.0mm)","Polyamide","-","Light Gray","IP68 - Dust Tight, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/Davies%20Molding%20PDFs/Cable_Glands.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/GC1000-C.JPG,1722-1318-ND,GC1000-C,"Davies Molding, LLC",CABLE GLAND 7-12MM M20 NYLON,899,0,"1.42000","0","1","GC1000","Active","Cable Gland","0.28"" ~ 0.47"" (7.0mm ~ 12.0mm)","M20x1.5","-","0.807"" (20.5mm)","Nylon","Locknut, O-Ring, Seal","Black","IP67 - Dust Tight, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/Davies%20Molding%20PDFs/GC1001_Series.pdf,-,1722-1474-ND,GC1001-C,"Davies Molding, LLC",LIGHT GREY M20X1.5 CBL GLAND 7-1,489,0,"1.42000","0","1","GC1001","Active","Cable Gland","0.31"" ~ 0.47"" (8.0mm ~ 12.0mm)","M20x1.5","-","0.807"" (20.5mm)","Polyamide (PA), Nylon","Locknut, O-Ring, Seal","Light Gray","IP67 - Dust Tight, Waterproof"
http://www.altechcorp.com/PDFS/Splits/ltsr4.pdf,-,1920-1086-ND,5308 952,Altech Corporation,CABLE FEEDTHROUGH 7-14MM M20,969,6200,"1.46000","0","1","-","Active","Cable Feedthrough","0.28"" ~ 0.55"" (7.0mm ~ 14.0mm)","M20x1.5","-","0.787"" (20.0mm)","Polyamide","-","Gray","IP68 - Dust Tight, Waterproof"
http://www.altechcorp.com/PDFS/Splits/ltsr4.pdf,//media.digikey.com/Photos/Altech-Corporation/5308-942.jpg,1920-1083-ND,5308 942,Altech Corporation,CABLE FEEDTHROUGH 7-14MM M20,299,1300,"1.46000","0","1","-","Active","Cable Feedthrough","0.28"" ~ 0.55"" (7.0mm ~ 14.0mm)","M20x1.5","-","0.787"" (20.0mm)","Polyamide","-","Black","IP68 - Dust Tight, Waterproof"
http://www.altechcorp.com/PDFS/Splits/ltsr4.pdf,-,1920-1092-ND,5309 213,Altech Corporation,CABLE FDTHRU 3-9MM PG13.5 POLY,244,500,"1.46000","0","1","-","Active","Cable Feedthrough","0.12"" ~ 0.35"" (3.0mm ~ 9.0mm)","PG13.5","-","0.803"" (20.4mm)","Polyamide","-","Black","IP68 - Dust Tight, Waterproof"
http://www.altechcorp.com/PDFS/LTSR_Straight.pdf,//media.digikey.com/Photos/Altech-Corporation/5309-113.jpg,1920-1997-ND,5309 113,Altech Corporation,PG135 CORD GRIP 3-9MM CABLE DIA,184,500,"1.46000","0","1","-","Active","Cable Feedthrough","0.12"" ~ 0.35"" (3.0mm ~ 9.0mm)","PG13.5","-","0.803"" (20.4mm)","Polyamide","-","Gray","IP68 - Dust Tight, Waterproof"
http://www.altechcorp.com/PDFS/Splits/ltsr4.pdf,-,1920-1093-ND,5309 620,Altech Corporation,CABLE FEEDTHROUGH 5-12MM M20,482,0,"1.51000","0","1","-","Active","Cable Feedthrough","0.20"" ~ 0.47"" (5.0mm ~ 12.0mm)","M20x1.5","-","0.787"" (20.0mm)","Polyamide","-","Gray","IP68 - Dust Tight, Waterproof"
http://www.altechcorp.com/PDFS/Splits/ltsr4.pdf,//media.digikey.com/Photos/Altech-Corporation/5308-949.jpg,1920-1085-ND,5308 949,Altech Corporation,CABLE FEEDTHROUGH 5-12MM M20,448,200,"1.51000","0","1","-","Active","Cable Feedthrough","0.20"" ~ 0.47"" (5.0mm ~ 12.0mm)","M20x1.5","-","0.787"" (20.0mm)","Polyamide","-","Black","IP68 - Dust Tight, Waterproof"
http://www.altechcorp.com/PDFS/Splits/ltsr4.pdf,-,1920-1079-ND,5308 924,Altech Corporation,CABLE FDTHRU 1.5-6MM 3/8NPT POLY,224,2650,"1.51000","0","1","-","Active","Cable Feedthrough","0.06"" ~ 0.24"" (1.5mm ~ 6.0mm)","3/8"" NPT","-","0.673"" (17.1mm)","Polyamide","-","Black","IP68 - Dust Tight, Waterproof"
-,-,2080-98125.1-ND,98125.1,"Conta-Clip, Inc.",M20 STRIAHGT THROUGH PA BK,498,0,"1.54000","0","1","-","Active","Cable Gland","0.24"" ~ 0.51"" (6.0mm ~ 13.0mm)","M20x1.5","-","0.790"" (20.1mm)","Polyamide","-","Black","IP68 - Dust Tight, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/Davies%20Molding%20PDFs/GC2000_Series.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/GC2000-B.jpg,1722-1462-ND,GC2000-B,"Davies Molding, LLC",BLACK PG-9 CBL GLAND 3.5-8MM CBL,489,0,"1.59000","0","1","GC2000","Active","Cable Gland","0.22"" ~ 0.31"" (5.5mm ~ 8.0mm)","PG9","-","0.618"" (15.7mm)","Polyamide (PA), Nylon","Locknut, O-Ring, Seal","Black","IP67 - Dust Tight, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/Davies%20Molding%20PDFs/GC1001_Series.pdf,-,1722-1475-ND,GC1001-D,"Davies Molding, LLC",LIGHT GREY M25X1.5 CBL GLAND 9-1,498,0,"1.64000","0","1","GC1001","Active","Cable Gland","0.39"" ~ 0.55"" (10.0mm ~ 14.0mm)","M25x1.5","-","1.004"" (25.5mm)","Polyamide (PA), Nylon","Locknut, O-Ring, Seal","Light Gray","IP67 - Dust Tight, Waterproof"
http://www.altechcorp.com/PDFS/Splits/ltsr4.pdf,//media.digikey.com/Photos/Altech-Corporation/5308-716.jpg,1920-1065-ND,5308 716,Altech Corporation,CABLE FDTHRU 7-14MM PG16 POLY,446,1550,"1.65000","0","1","-","Active","Cable Feedthrough","0.28"" ~ 0.55"" (7.0mm ~ 14.0mm)","PG16","-","0.886"" (22.5mm)","Polyamide","-","Gray","IP68 - Dust Tight, Waterproof"
http://www.altechcorp.com/PDFS/LTSR_Straight.pdf,//media.digikey.com/Photos/Altech-Corporation/5309-216.jpg,1920-2001-ND,5309 216,Altech Corporation,PG16 CORD GRIP 5-12MM CABLE DIA,333,4350,"1.73000","0","1","-","Active","Cable Feedthrough","0.20"" ~ 0.47"" (5.0mm ~ 12.0mm)","PG16","-","0.886"" (22.5mm)","Polyamide","-","Black","IP68 - Dust Tight, Waterproof"
http://www.altechcorp.com/PDFS/Splits/ltsr4.pdf,-,1920-1073-ND,5308 905,Altech Corporation,CABLE FDTHRU 3-9MM 1/2NPT POLY,617,10200,"1.86000","0","1","-","Active","Cable Feedthrough","0.12"" ~ 0.35"" (3.0mm ~ 9.0mm)","1/2"" NPT","-","0.835"" (21.2mm)","Polyamide","-","Gray","IP68 - Dust Tight, Waterproof"
-,"//media.digikey.com/Photos/Conta-Clip,%20Inc/98420.6.JPG",2080-98420.6-ND,98420.6,"Conta-Clip, Inc.",PG7 ECONOLITE CORD GRIP,500,0,"1.90000","0","1","-","Active","Cable Gland","0.20"" ~ 0.28"" (5.0mm ~ 7.0mm)","PG7","-","0.490"" (12.4mm)","Brass, Nickel Plated","-","Silver","IP54 - Dust Protected, Water Resistant"
//media.digikey.com/pdf/Data%20Sheets/Davies%20Molding%20PDFs/GC2000_Series.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/GC2000-C.jpg,1722-1463-ND,GC2000-C,"Davies Molding, LLC",BLACK PG-11 CBL GLAND 4-10MM CBL,476,0,"1.93000","0","1","GC2000","Active","Cable Gland","0.28"" ~ 0.39"" (7.0mm ~ 10.0mm)","PG11","-","0.740"" (18.8mm)","Polyamide (PA), Nylon","Locknut, O-Ring, Seal","Black","IP67 - Dust Tight, Waterproof"
http://www.alphawire.com/~/media/2D7C08696560488FB7C728536FD7CEA4.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_Standard-Cable.JPG,PNC3/8SL080-ND,PNC3/8 SL080,Alpha Wire,CABLE GLAND 5-10MM 3/8NPT POLY,187,48,"1.94000","0","1","FIT®","Active","Cable Gland","0.20"" ~ 0.39"" (5.0mm ~ 10.0mm)","3/8"" NPT","-","0.675"" (17.2mm)","Polyamide","Lock Nuts","Gray","IP66/68 - Dust Tight, Water Resistant, Waterproof"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300990144_CABLE_GRIPS.pdf,//media.digikey.com/Photos/Molex/1300990144.jpg,WM21985-ND,1300990144,Molex,LCKNUT 3/4 MAX-LOC USE30-0270,35,0,"1.94000","0","1","Woodhead, MAX-LOC, 130099","Active","-","-","3/4"" NPT","-","-","-","Lock Nut, Strain Relief","Silver","-"
http://www.alphawire.com/~/media/246540FAD98244388B64429C05E16112.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_Flex-Spiral-Gland.JPG,PPS7SL080-ND,PPS7 SL080,Alpha Wire,CABLE GLAND 3-6.5MM PG7 POLY,382,0,"1.97000","0","1","FIT®","Active","Cable Gland","0.12"" ~ 0.26"" (3.0mm ~ 6.5mm)","PG7","-","0.492"" (12.5mm)","Polyamide","Gasket, Locknut","Gray","IP66/68 - Dust Tight, Water Resistant, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/Davies%20Molding%20PDFs/GC1001_Series.pdf,-,1722-1479-ND,GCL1001-H,"Davies Molding, LLC",LIGHT GREY M20X1.5 LONG CBL GLAN,499,0,"2.03000","0","1","GC1001","Active","Cable Gland","0.31"" ~ 0.47"" (8.0mm ~ 12.0mm)","M20x1.5","-","0.807"" (20.5mm)","Polyamide (PA), Nylon","Locknut, O-Ring, Seal","Light Gray","IP67 - Dust Tight, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/Davies%20Molding%20PDFs/Cable_Glands.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/GCL1000-H.JPG,1722-1323-ND,GCL1000-H,"Davies Molding, LLC",CABLE GLAND 7-12MM M20 NYLON,233,0,"2.03000","0","1","GC1000","Active","Cable Gland","0.27"" ~ 0.47"" (7.0mm ~ 12.0mm)","M20x1.5","-","0.807"" (20.5mm)","Nylon","Locknut, O-Ring, Seal","Black","IP67 - Dust Tight, Waterproof"
http://www.alphawire.com/~/media/95C58383B28447C89EF967709742F8A8.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_Standard-Cable.JPG,PPC13SL080-ND,PPC13 SL080,Alpha Wire,CABLE GLAND 6-12MM PG13.5 POLY,278,0,"2.20000","0","1","FIT®","Active","Cable Gland","0.24"" ~ 0.47"" (6.0mm ~ 12.0mm)","PG13.5","-","0.803"" (20.4mm)","Polyamide","Lock Nuts","Gray","IP66/68 - Dust Tight, Water Resistant, Waterproof"
http://www.alphawire.com/~/media/246540FAD98244388B64429C05E16112.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_Flex-Spiral-Gland.JPG,PPS9SL080-ND,PPS9 SL080,Alpha Wire,CABLE GLAND 4-8MM PG9 POLY,213,0,"2.27000","0","1","FIT®","Active","Cable Gland","0.16"" ~ 0.31"" (4.0mm ~ 8.0mm)","PG9","-","0.598"" (15.2mm)","Polyamide","Gasket, Locknut","Gray","IP66/68 - Dust Tight, Water Resistant, Waterproof"
http://www.essentracomponents.com.sg/images-line/pdfs/CG-NPT.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_37284.jpg,RPC3633-ND,CG-NPT-3/8-1-BK,Essentra Components,CABLE GLAND 3-7MM 3/8NPT NYLON,263,0,"2.27000","0","1","CG-NPT","Active","Cable Gland","0.12"" ~ 0.28"" (3.0mm ~ 7.0mm)","3/8"" NPT","-","0.669"" (17.0mm)","Nylon","Sealing Gland, Sealing Nut","Black","IP68 - Dust Tight, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/Davies%20Molding%20PDFs/GC2000_Series.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/GC2000-D.jpg,1722-1464-ND,GC2000-D,"Davies Molding, LLC",BLACK PG-13.5 CBL GLAND 5-12MM C,498,0,"2.35000","0","1","GC2000","Active","Cable Gland","0.31"" ~ 0.47"" (8.0mm ~ 12.0mm)","PG13.5","-","0.807"" (20.5mm)","Polyamide (PA), Nylon","Locknut, O-Ring, Seal","Black","IP67 - Dust Tight, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/Davies%20Molding%20PDFs/Cable_Glands.pdf,-,1722-1320-ND,GC1000-E,"Davies Molding, LLC",CABLE GLAND 13-18MM M32 NYLON,427,0,"2.46000","0","1","GC1000","Active","Cable Gland","0.51"" ~ 0.71"" (13.0mm ~ 18.0mm)","M32x1.5","-","1.299"" (33.0mm)","Nylon","Locknut, O-Ring, Seal","Black","IP67 - Dust Tight, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/Davies%20Molding%20PDFs/GC2000_Series.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/GC2000-E.jpg,1722-1465-ND,GC2000-E,"Davies Molding, LLC",BLACK PG-16 CBL GLAND 9-14MM CBL,485,0,"2.48000","0","1","GC2000","Active","Cable Gland","0.39"" ~ 0.55"" (10.0mm ~ 14.0mm)","PG16","-","0.886"" (22.5mm)","Polyamide (PA), Nylon","Locknut, O-Ring, Seal","Black","IP67 - Dust Tight, Waterproof"
http://www.altechcorp.com/PDFS/Splits/ltsr4.pdf,-,1920-1087-ND,5308 953,Altech Corporation,CABLE FEEDTHROUGH 9-18MM M25,212,650,"2.48000","0","1","-","Active","Cable Feedthrough","0.35"" ~ 0.71"" (9.0mm ~ 18.0mm)","M25x1.5","-","0.984"" (25.0mm)","Polyamide","-","Gray","IP68 - Dust Tight, Waterproof"
http://www.alphawire.com/~/media/95C58383B28447C89EF967709742F8A8.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_Standard-Cable.JPG,PPC16SL080-ND,PPC16 SL080,Alpha Wire,CABLE GLAND 10-14MM PG16 POLY,456,0,"2.49000","0","1","FIT®","Active","Cable Gland","0.39"" ~ 0.55"" (10.0mm ~ 14.0mm)","PG16","-","0.886"" (22.5mm)","Polyamide","Lock Nuts","Gray","IP66/68 - Dust Tight, Water Resistant, Waterproof"
http://www.alphawire.com/~/media/ProductSpecs/Cable%20Glands/PPC.pdf,"//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_PPCxx,PMCxx,PNCxx.jpg",PPC16BK080-ND,PPC16 BK080,Alpha Wire,CABLE GLAND 10-14MM PG16 POLY,375,0,"2.49000","0","1","FIT®","Active","Cable Gland","0.39"" ~ 0.55"" (10.0mm ~ 14.0mm)","PG16","-","0.886"" (22.5mm)","Polyamide","Lock Nuts","Black","IP66/68 - Dust Tight, Water Resistant, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/Davies%20Molding%20PDFs/GC1001_Series.pdf,-,1722-1476-ND,GC1001-E,"Davies Molding, LLC",LIGHT GREY M32X1.5 CBL GLAND 13-,500,0,"2.53000","0","1","GC1001","Active","Cable Gland","0.55"" ~ 0.71"" (14.0mm ~ 18.0mm)","M32x1.5","-","1.299"" (33.0mm)","Polyamide (PA), Nylon","Locknut, O-Ring, Seal","Light Gray","IP67 - Dust Tight, Waterproof"
http://www.altechcorp.com/PDFS/Splits/ltsr4.pdf,//media.digikey.com/Photos/Altech-Corporation/5308-922.jpg,1920-1077-ND,5308 922,Altech Corporation,CABLE FDTHRU 9-18MM 3/4NPT POLY,336,3900,"2.53000","0","1","-","Active","Cable Feedthrough","0.35"" ~ 0.71"" (9.0mm ~ 18.0mm)","3/4"" NPT","-","1.051"" (26.7mm)","Polyamide","-","Black","IP68 - Dust Tight, Waterproof"
http://www.altechcorp.com/PDFS/Splits/ltsr4.pdf,//media.digikey.com/Photos/Altech-Corporation/5308-721.jpg,1920-1066-ND,5308 721,Altech Corporation,CABLE FDTHRU 9-18MM PG21 POLY,207,1225,"2.54000","0","1","-","Active","Cable Feedthrough","0.35"" ~ 0.71"" (9.0mm ~ 18.0mm)","PG21","-","1.114"" (28.3mm)","Polyamide","-","Gray","IP68 - Dust Tight, Waterproof"
http://www.altechcorp.com/PDFS/LTSR_Straight.pdf,//media.digikey.com/Photos/Altech-Corporation/5308-960.jpg,1920-1995-ND,5308 960,Altech Corporation,M25 CORD GRIP 7 - 14MM CABLE DIA,150,200,"2.59000","0","1","-","Active","Cable Feedthrough","0.28"" ~ 0.55"" (7.0mm ~ 14.0mm)","M25x1.5","-","0.984"" (25.0mm)","Polyamide","-","Gray","IP68 - Dust Tight, Waterproof"
http://www.altechcorp.com/PDFS/LTSR_Straight.pdf,//media.digikey.com/photos/Altech-Corporation/5309-725.jpg,1920-2011-ND,5309 725,Altech Corporation,M25 CORD GRIP 7-16MM CABLE DIA B,83,100,"2.59000","0","1","-","Active","Cable Feedthrough","0.28"" ~ 0.63"" (7.0mm ~ 16.0mm)","M25x1.5","-","0.984"" (25.0mm)","Polyamide","-","Black","IP68 - Dust Tight, Waterproof"
http://www.altechcorp.com/PDFS/LTSR_Straight.pdf,//media.digikey.com/Photos/Altech-Corporation/5309-616.jpg,1920-2007-ND,5309 624,Altech Corporation,M25 CORD GRIP 5-12MM CABLE DIA L,50,650,"2.59000","0","1","-","Active","Cable Feedthrough","0.20"" ~ 0.47"" (5.0mm ~ 12.0mm)","M25x1.5","-","0.984"" (25.0mm)","Polyamide","-","Gray","IP68 - Dust Tight, Waterproof"
http://www.alphawire.com/~/media/246540FAD98244388B64429C05E16112.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_Flex-Spiral-Gland.JPG,PPS11SL080-ND,PPS11 SL080,Alpha Wire,CABLE GLAND 5-10MM PG11 POLY,230,115,"2.62000","0","1","FIT®","Active","Cable Gland","0.20"" ~ 0.39"" (5.0mm ~ 10.0mm)","PG11","-","0.732"" (18.6mm)","Polyamide","Gasket, Locknut","Gray","IP66/68 - Dust Tight, Water Resistant, Waterproof"
http://www.alphawire.com/~/media/ProductSpecs/Cable%20Glands/PPS.pdf,"//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_PMSxx,PPSxx.jpg",PPS11BK080-ND,PPS11 BK080,Alpha Wire,CABLE GLAND 5-10MM PG11 POLY,127,0,"2.62000","0","1","FIT®","Active","Cable Gland","0.20"" ~ 0.39"" (5.0mm ~ 10.0mm)","PG11","-","0.732"" (18.6mm)","Polyamide","Gasket, Locknut","Black","IP66/68 - Dust Tight, Water Resistant, Waterproof"
http://www.altechcorp.com/PDFS/LTSR_Straight.pdf,//media.digikey.com/Photos/Altech-Corporation/5309-121.jpg,1920-1998-ND,5309 121,Altech Corporation,PG21 CORD GRIP 7-16MM CABLE DIA,100,125,"2.62000","0","1","-","Active","Cable Feedthrough","0.28"" ~ 0.63"" (7.0mm ~ 16.0mm)","PG21","-","1.114"" (28.3mm)","Polyamide","-","Gray","IP68 - Dust Tight, Waterproof"
http://www.altechcorp.com/PDFS/LTSR_Straight.pdf,//media.digikey.com/photos/Altech-Corporation/5309-221.jpg,1920-2002-ND,5309 221,Altech Corporation,PG21 CORD GRIP 7-16MM CABLE DIA,92,200,"2.62000","0","1","-","Active","Cable Feedthrough","0.28"" ~ 0.63"" (7.0mm ~ 16.0mm)","PG21","-","1.114"" (28.3mm)","Polyamide","-","Black","IP68 - Dust Tight, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/Davies%20Molding%20PDFs/GC1001_Series.pdf,-,1722-1480-ND,GCL1001-J,"Davies Molding, LLC",LIGHT GREY M25X1.5 LONG CBL GLAN,500,0,"2.66000","0","1","GC1001","Active","Cable Gland","0.39"" ~ 0.55"" (10.0mm ~ 14.0mm)","M25x1.5","-","1.004"" (25.5mm)","Polyamide (PA), Nylon","Locknut, O-Ring, Seal","Light Gray","IP67 - Dust Tight, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/Enclosure%20Cable%20Glands.pdf,//media.digikey.com/Photos/Weidmuller/1772300000.jpg,281-4749-ND,1772300000,Weidmüller,CABLE GLAND 6-12MM M20 PLASTIC,81,150,"2.67000","0","1","VG","Active","Cable Gland","0.24"" ~ 0.47"" (6.0mm ~ 12.0mm)","M20x1.5","-","-","Plastic","-","Gray","IP68 - Dust Tight, Waterproof"
http://www.altechcorp.com/PDFS/Tubes.pdf,//media.digikey.com/Photos/Altech-Corporation/3805005.jpg,1920-1644-ND,3805005,Altech Corporation,CABLE GLAND PG13.5 POLYAMIDE,100,150,"2.73000","0","1","-","Active","Cable Gland","-","PG13.5","-","1.220"" (31.0mm)","Polyamide (PA66), Nylon 6/6","-","Black","IP65 - Dust Tight, Water Resistant"
http://www.essentracomponents.com.sg/images-line/pdfs/CG-PG.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/CG-PG13.jpg,RPC3634-ND,CG-PG11-1-BK,Essentra Components,CABLE GLAND 3-7MM PG11 NYLON,274,0,"2.82000","0","1","CG-PG","Active","Cable Gland","0.12"" ~ 0.28"" (3.0mm ~ 7.0mm)","PG11","-","0.740"" (18.8mm)","Nylon","Sealing Gland, Sealing Nut","Black","IP68 - Dust Tight, Waterproof"
http://www.altechcorp.com/PDFS/Tubes.pdf,//media.digikey.com/Photos/Altech-Corporation/3805006.jpg,1920-1645-ND,3805006,Altech Corporation,CABLE GLAND PG16 POLYAMIDE,50,100,"2.93000","0","1","-","Active","Cable Gland","-","PG16","-","1.220"" (31.0mm)","Polyamide (PA66), Nylon 6/6","-","Black","IP65 - Dust Tight, Water Resistant"
http://www.altechcorp.com/PDFS/LTSR_Industrial.pdf,//media.digikey.com/Photos/Altech-Corporation/5313654.jpg,1920-2013-ND,5313654,Altech Corporation,M20 CORD GRIP 10-14MM CABLEPOLYA,39,2500,"3.08000","0","1","-","Active","Cable Gland","0.39"" ~ 0.55"" (10.0mm ~ 14.0mm)","M20x1.5","-","0.787"" (20.0mm)","Polyamide (PA66), Nylon 6/6","-","Black","IP68 - Dust Tight, Waterproof"
http://www.altechcorp.com/PDFS/Tubes.pdf,//media.digikey.com/Photos/Altech-Corporation/3805002.jpg,1920-1643-ND,3805002,Altech Corporation,CABLE GLAND M20 POLYAMIDE,49,250,"3.13000","0","1","-","Active","Cable Gland","-","M20x1.5","-","1.220"" (31.0mm)","Polyamide (PA66), Nylon 6/6","-","Black","IP65 - Dust Tight, Water Resistant"
http://www.altechcorp.com/PDFS/LTSR_Pull-Bend.pdf,//media.digikey.com/Photos/Altech-Corporation/5306007.jpg,1920-1976-ND,5306007,Altech Corporation,PG7 CABLEGLAND 25-65MM TRACTION/,39,150,"3.15000","0","1","-","Active","Cable Gland","0.10"" ~ 0.26"" (2.5mm ~ 6.5mm)","PG7","-","0.492"" (12.5mm)","Polyamide","Strain Relief","Gray","IP68 - Dust Tight, Waterproof"
http://www.alphawire.com/~/media/FEEA56568A364C30AC53DB8CA5EDCAAE.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_Standard-Cable.JPG,PMC25SL080-ND,PMC25 SL080,Alpha Wire,CABLE GLAND 11-17MM M25 POLY,91,0,"3.41000","0","1","FIT®","Active","Cable Gland","0.43"" ~ 0.67"" (11.0mm ~ 17.0mm)","M25x1.5","-","0.984"" (25.0mm)","Polyamide","Lock Nuts","Gray","IP66/68 - Dust Tight, Water Resistant, Waterproof"
http://www.alphawire.com/~/media/95C58383B28447C89EF967709742F8A8.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_Standard-Cable.JPG,PPC21SL080-ND,PPC21 SL080,Alpha Wire,CABLE GLAND 13-18MM PG21 POLY,56,0,"3.41000","0","1","FIT®","Active","Cable Gland","0.51"" ~ 0.71"" (13.0mm ~ 18.0mm)","PG21","-","1.114"" (28.3mm)","Polyamide","Lock Nuts","Gray","IP66/68 - Dust Tight, Water Resistant, Waterproof"
http://www.altechcorp.com/PDFS/LTSR_Pull-Bend.pdf,//media.digikey.com/Photos/Altech-Corporation/5306130.jpg,1920-1983-ND,5306130,Altech Corporation,M12 CABLEGLAND 25-65MM TRACTION,68,100,"3.65000","0","1","-","Active","Cable Gland","0.10"" ~ 0.26"" (2.5mm ~ 6.5mm)","M12x1.5","-","0.472"" (12.0mm)","Polyamide","Strain Relief","Black","IP68 - Dust Tight, Waterproof"
http://www.altechcorp.com/PDFS/LTSR_Pull-Bend.pdf,//media.digikey.com/Photos/Altech-Corporation/5306111.jpg,1920-1980-ND,5306111,Altech Corporation,PG11 CABLEGLAND4 - 10MM TRACTION,36,200,"3.73000","0","1","-","Active","Cable Gland","0.16"" ~ 0.39"" (4.0mm ~ 10.0mm)","PG11","-","0.732"" (18.6mm)","Polyamide","Strain Relief","Black","IP68 - Dust Tight, Waterproof"
http://www.alphawire.com/~/media/2D7C08696560488FB7C728536FD7CEA4.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_Standard-Cable.JPG,PNC3/4SL080-ND,PNC3/4 SL080,Alpha Wire,CABLE GLAND 13-18MM 3/4NPT,100,20,"3.93000","0","1","FIT®","Active","Cable Gland","0.51"" ~ 0.71"" (13.0mm ~ 18.0mm)","3/4"" NPT","-","1.050"" (26.7mm)","Polyamide","Lock Nuts","Gray","IP66/68 - Dust Tight, Water Resistant, Waterproof"
http://www.altechcorp.com/PDFS/LTSR_Pull-Bend.pdf,//media.digikey.com/Photos/Altech-Corporation/5306131.jpg,1920-1984-ND,5306131,Altech Corporation,M16 CABLEGLAND 3 - 8MM TRACTION/,33,150,"3.98000","0","1","-","Active","Cable Gland","0.16"" ~ 0.31"" (4.0mm ~ 8.0mm)","M16x1.5","-","0.630"" (16.0mm)","Polyamide","Strain Relief","Black","IP68 - Dust Tight, Waterproof"
http://www.altechcorp.com/PDFS/LTSR_Straight.pdf,//media.digikey.com/Photos/Altech-Corporation/5308-944.jpg,1920-1992-ND,5308 944,Altech Corporation,M32 CORD GRIP 14-25MM CABLE DIA,53,260,"4.03000","0","1","-","Active","Cable Feedthrough","0.55"" ~ 0.98"" (14.0mm ~ 24.9mm)","M32x1.5","-","1.260"" (32.0mm)","Polyamide","-","Black","IP68 - Dust Tight, Waterproof"
