Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Cable Diameter","Thread Size","Conduit Hub Size","Panel Hole Size","Material","Includes","Color","Ingress Protection"
https://www.bopla.de/fileadmin/product_data/Alle_Allg.-Zubehoer/10000100_BF-7.pdf,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/12002100.JPG,902-1149-ND,12002100,Bopla Enclosures,CABLE GLAND 3-6MM M12 POLY,10602,0,"1.31000","0","1","BoplaFlex BF/MBF","Active","Cable Gland","0.12"" ~ 0.24"" (3.0mm ~ 6.0mm)","M12x1.5","-","-","Polyamide","-","Gray","IP68 - Dust Tight, Waterproof"
http://www.amphenol-industrial.com/images/datasheets/IDS-22%20Cable%20Glands.pdf,//media.digikey.com/Photos/Amphenol%20Photos/AIO-CSM12.jpg,AIO-CSM12-ND,AIO-CSM12,Amphenol Industrial Operations,CABLE GLAND 3-6.5MM M12 NYLON,7712,0,"1.32000","0","1","-","Active","Cable Gland","0.12"" ~ 0.26"" (3.0mm ~ 6.5mm)","M12x1.5","-","-","Nylon","Panel Nut, Sealing Nut","Black","IP68 - Dust Tight, Waterproof"
http://www.amphenol-industrial.com/images/datasheets/IDS-22%20Cable%20Glands.pdf,//media.digikey.com/Photos/Amphenol%20Photos/AIO-CSM20.jpg,AIO-CSM20-ND,AIO-CSM20,Amphenol Industrial Operations,CABLE GLAND 6-12MM M20 NYLON,3413,0,"1.58000","0","1","-","Active","Cable Gland","0.24"" ~ 0.47"" (6.0mm ~ 12.0mm)","M20x1.5","-","-","Nylon","Panel Nut, Sealing Nut","Black","IP68 - Dust Tight, Waterproof"
http://www.budind.com/pdf/hb9511.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/NG-9511.JPG,377-1630-ND,NG-9511,Bud Industries,CABLE GLAND 3-4.3MM PG7 NYLON,7823,14331,"1.70000","0","1","-","Active","Cable Gland","0.12"" ~ 0.17"" (3.0mm ~ 4.3mm)","PG7","-","-","Nylon","Gasket, Nut, Seal","Black","-"
http://www.budind.com/pdf/hb9511.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/NG-9512.JPG,377-1631-ND,NG-9512,Bud Industries,CABLE GLAND 4-6.4MM PG9 NYLON,4971,9705,"1.70000","0","1","-","Active","Cable Gland","0.16"" ~ 0.25"" (4.0mm ~ 6.4mm)","PG9","-","-","Nylon","Gasket, Nut, Seal","Black","-"
http://www.amphenol-industrial.com/images/datasheets/IDS-22%20Cable%20Glands.pdf,//media.digikey.com/Photos/Amphenol%20Photos/AIO-CSM18.jpg,AIO-CSM18-ND,AIO-CSM18,Amphenol Industrial Operations,CABLE GLAND 5-10MM M18 NYLON,1970,0,"1.70000","0","1","-","Active","Cable Gland","0.20"" ~ 0.39"" (5.0mm ~ 10.0mm)","M18x1.5","-","-","Nylon","Panel Nut, Sealing Nut","Black","IP68 - Dust Tight, Waterproof"
http://www.budind.com/pdf/hb9511.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/NG-9513.JPG,377-1923-ND,NG-9513,Bud Industries,CABLE GLAND 5-7.5MM PG11 NYLON,8120,21785,"1.80000","0","1","-","Active","Cable Gland","0.20"" ~ 0.30"" (5.0mm ~ 7.5mm)","PG11","-","-","Nylon","Gasket, Nut, Seal","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/CG-M12-1.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_37284.jpg,RPC1889-ND,CG-M16-1-BK,Essentra Components,CABLE GLAND 3-10MM M16 NYLON,5394,0,"1.82000","0","1","CG-M","Active","Cable Gland","0.12"" ~ 0.39"" (3.0mm ~ 10.0mm)","M16","-","0.638"" (16.2mm)","Nylon","Inner and Outer Sealing Gland, Sealing Nut","Black","IP68 - Dust Tight, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/AE_Full_Line_Catalog_2014.pdf,//media.digikey.com/photos/American%20Elect%20Photos/1555.07.06.jpg,288-1184-ND,1555.07.06,American Electrical Inc.,CABLE GLAND 2.5-6.5MM PG7 NYLON,5889,0,"2.05000","0","1","Syntec®","Active","Cable Gland","0.10"" ~ 0.26"" (2.5mm ~ 6.5mm)","PG7","-","0.492"" (12.5mm)","Nylon","Sealing Ring","Light Gray","IP68 - Dust Tight, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/AE_Full_Line_Catalog_2014.pdf,//media.digikey.com/photos/American%20Elect%20Photos/1545.07.06.jpg,288-1164-ND,1545.07.06,American Electrical Inc.,CABLE GLAND 2.5-6.5MM PG7 NYLON,5790,0,"2.05000","0","1","Syntec®","Active","Cable Gland","0.10"" ~ 0.26"" (2.5mm ~ 6.5mm)","PG7","-","0.492"" (12.5mm)","Nylon","Sealing Ring","Black","IP68 - Dust Tight, Waterproof"
http://www.budind.com/pdf/hb9511.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/NG-9514.jpg,377-1924-ND,NG-9514,Bud Industries,CABLE GLAND 6-11MM PG13.5 NYLON,4723,10360,"2.30000","0","1","-","Active","Cable Gland","0.24"" ~ 0.43"" (6.0mm ~ 11.0mm)","PG13.5","-","-","Nylon","Gasket, Nut, Seal","Black","-"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/AE_Full_Line_Catalog_2014.pdf,//media.digikey.com/photos/American%20Elect%20Photos/1545.N0500.12.jpg,288-1179-ND,1545.N0500.12,American Electrical Inc.,CABLE GLAND 5.5-12MM 1/2NPT NYL,873,0,"2.93000","0","1","Syntec®","Active","Cable Gland","0.22"" ~ 0.47"" (5.5mm ~ 12.0mm)","1/2"" NPT","-","-","Nylon","Sealing Ring","Black","IP54/68 - Dust Protected, Dust Tight, Waterproof, Water Resistant"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/AE_Full_Line_Catalog_2014.pdf,//media.digikey.com/photos/American%20Elect%20Photos/1545.N0500.07.jpg,288-1180-ND,1545.N0500.07,American Electrical Inc.,CABLE GLAND 3-7MM 1/2NPT NYLON,958,0,"3.11000","0","1","Syntec®","Active","Cable Gland","0.12"" ~ 0.28"" (3.0mm ~ 7.0mm)","1/2"" NPT","-","-","Nylon","Sealing Ring","Black","IP54/68 - Dust Protected, Dust Tight, Waterproof, Water Resistant"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/AE_Full_Line_Catalog_2014.pdf,//media.digikey.com/photos/American%20Elect%20Photos/1545.N0750.18.jpg,288-1181-ND,1545.N0750.18,American Electrical Inc.,CABLE GLAND 11-18MM 3/4NPT NYLON,2889,0,"4.14000","0","1","Syntec®","Active","Cable Gland","0.43"" ~ 0.71"" (11.0mm ~ 18.0mm)","3/4"" NPT","-","-","Nylon","Sealing Ring","Black","IP54/68 - Dust Protected, Dust Tight, Waterproof, Water Resistant"
http://www.amphenol-industrial.com/images/datasheets/IDS-22%20Cable%20Glands.pdf,//media.digikey.com/Photos/Amphenol%20Photos/AIO-CSM32.jpg,AIO-CSM32-ND,AIO-CSM32,Amphenol Industrial Operations,CABLE GLAND 18-25MM M32 NYLON,1743,0,"5.98000","0","1","-","Active","Cable Gland","0.71"" ~ 0.98"" (18.0mm ~ 25.0mm)","M32x1.5","-","-","Nylon","Panel Nut, Sealing Nut","Black","IP68 - Dust Tight, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1826670000.pdf,//media.digikey.com/Photos/Weidmuller/1826670000.jpg,281-3078-ND,1826670000,Weidmüller,CABLE GLAND 35MM M32 PLASTIC,379,0,"23.89000","0","1","Cabtite KVT","Active","Cable Gland","1.38"" (35.0mm)","M32x1.5","-","-","Plastic","Seal, Strain Relief","Gray","IP54 - Dust Protected, Water Resistant"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1411124,//media.digikey.com/photos/Phoenix%20Photos/MFG_1411124.jpg,277-12997-ND,1411124,Phoenix Contact,CABLE GLAND 5-10MM M16 POLY,1175,0,"0.69000","0","1","-","Active","Cable Gland","0.20"" ~ 0.39"" (5.0mm ~ 10.0mm)","M16","-","-","Polyamide","Seal, Strain Relief","Gray","IP68 - Dust Tight, Waterproof"
https://www.bopla.de/fileadmin/product_data/Alle_Allg.-Zubehoer/10000100_BF-7.pdf,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/12002200.JPG,902-1151-ND,12002200,Bopla Enclosures,CABLE GLAND 5-10MM M16 POLY,3337,0,"1.43000","0","1","BoplaFlex BF/MBF","Active","Cable Gland","0.20"" ~ 0.39"" (5.0mm ~ 10.0mm)","M16x1.5","-","-","Polyamide","-","Gray","IP68 - Dust Tight, Waterproof"
http://www.essentracomponents.com.sg/images-line/pdfs/CG-PG.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/CG-PG9-1-BK.jpg,RPC1900-ND,CG-PG9-2-BK,Essentra Components,CABLE GLAND 4-8MM PG9 NYLON,1558,0,"1.46000","0","1","CG-PG","Active","Cable Gland","0.16"" ~ 0.31"" (4.0mm ~ 8.0mm)","PG9","-","0.606"" (15.4mm)","Nylon","Sealing Gland, Sealing Nut","Black","IP68 - Dust Tight, Waterproof"
http://www.essentracomponents.com.sg/images-line/pdfs/CG-PG.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/CG-PG9-1-BK.jpg,RPC1898-ND,CG-PG7-2-BK,Essentra Components,CABLE GLAND 3-6.5MM PG7 NYLON,2496,0,"1.49000","0","1","CG-PG","Active","Cable Gland","0.12"" ~ 0.26"" (3.0mm ~ 6.5mm)","PG7","-","0.500"" (12.7mm)","Nylon","Sealing Gland, Sealing Nut","Black","IP68 - Dust Tight, Waterproof"
http://www.alphawire.com/~/media/ProductSpecs/Cable%20Glands/PPC.pdf,"//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_PPCxx,PMCxx,PNCxx.jpg",PPC7BK080-ND,PPC7 BK080,Alpha Wire,CABLE GLAND 3-6.5MM PG7 POLY,3222,121,"1.54000","0","1","FIT®","Active","Cable Gland","0.12"" ~ 0.26"" (3.0mm ~ 6.5mm)","PG7","-","0.492"" (12.5mm)","Polyamide","Lock Nuts","Black","IP66/68 - Dust Tight, Water Resistant, Waterproof"
http://www.alphawire.com/~/media/95C58383B28447C89EF967709742F8A8.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_Standard-Cable.JPG,PPC7SL080-ND,PPC7 SL080,Alpha Wire,CABLE GLAND 3-6.5MM PG7 POLY,1606,0,"1.54000","0","1","FIT®","Active","Cable Gland","0.12"" ~ 0.26"" (3.0mm ~ 6.5mm)","PG7","-","0.492"" (12.5mm)","Polyamide","Lock Nuts","Gray","IP66/68 - Dust Tight, Water Resistant, Waterproof"
http://www.amphenol-industrial.com/images/datasheets/IDS-22%20Cable%20Glands.pdf,//media.digikey.com/Photos/Amphenol%20Photos/AIO-CSPG11.jpg,AIO-CSPG11-ND,AIO-CSPG11,Amphenol Industrial Operations,CABLE GLAND 5-10MM PG11 NYLON,1019,0,"1.56000","0","1","-","Active","Cable Gland","0.20"" ~ 0.39"" (5.0mm ~ 10.0mm)","PG11","-","-","Nylon","Panel Nut, Sealing Nut","Black, Gray","IP68 - Dust Tight, Waterproof"
http://www.essentracomponents.com.sg/images-line/pdfs/CG-M12-1.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/CG-NPT-1%5E2-1-BK.jpg,RPC1891-ND,CG-M25-1-BK,Essentra Components,CABLE GLAND 8-17MM M25 NYLON,1447,0,"1.57000","0","1","CG-M","Active","Cable Gland","0.31"" ~ 0.67"" (8.0mm ~ 17.0mm)","M25x1.5","-","0.992"" (25.2mm)","Nylon","Inner and Outer Sealing Gland, Sealing Nut","Black","IP68 - Dust Tight, Waterproof"
http://www.essentracomponents.com.sg/images-line/pdfs/CG-PG.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/CG-PG13.jpg,RPC1895-ND,CG-PG13.5-1-BK,Essentra Components,CABLE GLAND 6-12MM PG13.5 NYLON,1667,0,"1.63000","0","1","CG-PG","Active","Cable Gland","0.24"" ~ 0.47"" (6.0mm ~ 12.0mm)","PG13.5","-","0.815"" (20.7mm)","Nylon","Sealing Gland, Sealing Nut","Black","IP68 - Dust Tight, Waterproof"
http://www.altechcorp.com/PDFS/Splits/ltsr4.pdf,//media.digikey.com/Photos/Altech-Corporation/5308-921.jpg,1920-1076-ND,5308 921,Altech Corporation,CABLE FDTHRU 5-12MM 1/2NPT POLY,1313,16250,"1.65000","0","1","-","Active","Cable Feedthrough","0.20"" ~ 0.47"" (5.0mm ~ 12.0mm)","1/2"" NPT","-","0.835"" (21.2mm)","Polyamide","-","Black","IP68 - Dust Tight, Waterproof"
http://www.essentracomponents.com.sg/images-line/pdfs/CG-NPT.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/CG-NPT-1%5E2-1-BK.jpg,RPC1892-ND,CG-NPT-1/2-1-BK,Essentra Components,CABLE GLAND 5-9MM 1/2NPT NYLON,1182,0,"1.70000","0","1","CG-NPT","Active","Cable Gland","0.20"" ~ 0.35"" (5.0mm ~ 9.0mm)","1/2"" NPT","-","0.875"" (22.2mm), 7/8""","Nylon","Sealing Gland, Sealing Nut","Black","IP68 - Dust Tight, Waterproof"
http://www.alphawire.com/~/media/95C58383B28447C89EF967709742F8A8.pdf,"//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_PPCxx,PMCxx,PNCxx.jpg",PPC9BK080-ND,PPC9 BK080,Alpha Wire,CABLE GLAND 4-8MM PG9 POLY,3303,280,"1.77000","0","1","FIT®","Active","Cable Gland","0.16"" ~ 0.31"" (4.0mm ~ 8.0mm)","PG9","-","0.598"" (15.2mm)","Polyamide","Lock Nuts","Black","IP66/68 - Dust Tight, Water Resistant, Waterproof"
http://www.essentracomponents.com.sg/images-line/pdfs/CG-PG.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/CG-PG9-1-BK.jpg,RPC1899-ND,CG-PG9-1-BK,Essentra Components,CABLE GLAND 2-6MM PG9 NYLON,1099,0,"1.82000","0","1","CG-PG","Active","Cable Gland","0.08"" ~ 0.24"" (2.0mm ~ 6.0mm)","PG9","-","0.606"" (15.4mm)","Nylon","Sealing Gland, Sealing Nut","Black","IP68 - Dust Tight, Waterproof"
http://www.alphawire.com/~/media/ProductSpecs/Cable%20Glands/PPC.pdf,"//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_PPCxx,PMCxx,PNCxx.jpg",PPC11BK080-ND,PPC11 BK080,Alpha Wire,CABLE GLAND 5-10MM PG11 POLY,2014,71,"1.84000","0","1","FIT®","Active","Cable Gland","0.20"" ~ 0.39"" (5.0mm ~ 10.0mm)","PG11","-","0.732"" (18.6mm)","Polyamide","Lock Nuts","Black","IP66/68 - Dust Tight, Water Resistant, Waterproof"
http://www.alphawire.com/~/media/95C58383B28447C89EF967709742F8A8.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_Standard-Cable.JPG,PPC11SL080-ND,PPC11 SL080,Alpha Wire,CABLE GLAND 5-10MM PG11 POLY,1148,40,"1.84000","0","1","FIT®","Active","Cable Gland","0.20"" ~ 0.39"" (5.0mm ~ 10.0mm)","PG11","-","0.732"" (18.6mm)","Polyamide","Lock Nuts","Gray","IP66/68 - Dust Tight, Water Resistant, Waterproof"
http://www.altechcorp.com/PDFS/Splits/ltsr4.pdf,//media.digikey.com/Photos/Altech-Corporation/5308-925.jpg,1920-1080-ND,5308 925,Altech Corporation,CABLE FDTHRU 3-9MM 1/2NPT POLY,1285,9550,"1.86000","0","1","-","Active","Cable Feedthrough","0.12"" ~ 0.35"" (3.0mm ~ 9.0mm)","1/2"" NPT","-","0.835"" (21.2mm)","Polyamide","-","Black","IP68 - Dust Tight, Waterproof"
http://www.essentracomponents.com.sg/images-line/pdfs/CG-M12-1.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_37284.jpg,RPC1890-ND,CG-M20-1-BK,Essentra Components,CABLE GLAND 5-13MM M20 NYLON,2389,0,"1.87000","0","1","CG-M","Active","Cable Gland","0.20"" ~ 0.51"" (5.0mm ~ 13.0mm)","M20","-","0.795"" (20.2mm)","Nylon","Inner and Outer Sealing Gland, Sealing Nut","Black","IP68 - Dust Tight, Waterproof"
http://www.amphenol-industrial.com/images/datasheets/IDS-22%20Cable%20Glands.pdf,//media.digikey.com/Photos/Amphenol%20Photos/AIO-CSPG7.jpg,AIO-CSPG7-ND,AIO-CSPG7,Amphenol Industrial Operations,CABLE GLAND 3-6.5MM PG7 NYLON,1402,0,"1.98000","0","1","-","Active","Cable Gland","0.12"" ~ 0.26"" (3.0mm ~ 6.5mm)","PG7","-","-","Nylon","Panel Nut, Sealing Nut","Black, Gray","IP68 - Dust Tight, Waterproof"
http://www.alphawire.com/~/media/ProductSpecs/Cable%20Glands/PMC.pdf,"//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_PPCxx,PMCxx,PNCxx.jpg",PMC12BK080-ND,PMC12 BK080,Alpha Wire,CABLE GLAND 3-6.5MM M12 POLY,3803,325,"1.92000","0","1","FIT®","Active","Cable Gland","0.12"" ~ 0.26"" (3.0mm ~ 6.5mm)","M12x1.5","-","0.472"" (12.0mm)","Polyamide","Lock Nuts","Black","IP66/68 - Dust Tight, Water Resistant, Waterproof"
http://www.alphawire.com/~/media/ProductSpecs/Cable%20Glands/PNC.pdf,"//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_PPCxx,PMCxx,PNCxx.jpg",PNC3/8BK080-ND,PNC3/8 BK080,Alpha Wire,CABLE GLAND 5-10MM 3/8NPT POLY,1261,150,"1.94000","0","1","FIT®","Active","Cable Gland","0.20"" ~ 0.39"" (5.0mm ~ 10.0mm)","3/8"" NPT","-","0.675"" (17.2mm)","Polyamide","Lock Nuts","Black","IP66/68 - Dust Tight, Water Resistant, Waterproof"
http://www.alphawire.com/~/media/ProductSpecs/Cable%20Glands/PMC.pdf,"//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_PPCxx,PMCxx,PNCxx.jpg",PMC16BK080-ND,PMC16 BK080,Alpha Wire,CABLE GLAND 5-10MM M16 POLY,1223,0,"2.07000","0","1","FIT®","Active","Cable Gland","0.20"" ~ 0.39"" (5.0mm ~ 10.0mm)","M16x1.5","-","0.630"" (16.0mm)","Polyamide","Lock Nuts","Black","IP66/68 - Dust Tight, Water Resistant, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/AE_Full_Line_Catalog_2014.pdf,//media.digikey.com/photos/American%20Elect%20Photos/1545.09.08.jpg,288-1165-ND,1545.09.08,American Electrical Inc.,CABLE GLAND 3-8MM PG9 NYLON,2114,0,"2.39000","0","1","Syntec®","Active","Cable Gland","0.12"" ~ 0.31"" (3.0mm ~ 8.0mm)","PG9","-","0.598"" (15.2mm)","Nylon","Sealing Ring","Black","IP68 - Dust Tight, Waterproof"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1478769&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1478769-2.JPG,A122117-ND,1478769-2,TE Connectivity Raychem Cable Protection,CABLE GLAND 5-10MM NYLON,1878,0,"2.40000","0","1","-","Active","Cable Gland, Anti-Vibration","0.20"" ~ 0.39"" (5.0mm ~ 10.0mm)","-","-","0.630"" (16.0mm)","Nylon","Cap, Locknut, Seal","Black","IP68 - Dust Tight, Waterproof"
http://www.alphawire.com/~/media/ProductSpecs/Cable%20Glands/PNC.pdf,"//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_PPCxx,PMCxx,PNCxx.jpg",PNC1/2BK080-ND,PNC1/2 BK080,Alpha Wire,CABLE GLAND 6-12MM 1/2NPT POLY,3162,299,"2.47000","0","1","FIT®","Active","Cable Gland","0.24"" ~ 0.47"" (6.0mm ~ 12.0mm)","1/2"" NPT","-","0.840"" (21.3mm)","Polyamide","Lock Nuts","Black","IP66/68 - Dust Tight, Water Resistant, Waterproof"
http://www.alphawire.com/~/media/ProductSpecs/Cable%20Glands/PMC.pdf,"//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_PPCxx,PMCxx,PNCxx.jpg",PMC20BK080-ND,PMC20 BK080,Alpha Wire,CABLE GLAND 6-12MM M20 POLY,1960,203,"2.47000","0","1","FIT®","Active","Cable Gland","0.24"" ~ 0.47"" (6.0mm ~ 12.0mm)","M20x1.5","-","0.787"" (20.0mm)","Polyamide","Lock Nuts","Black","IP66/68 - Dust Tight, Water Resistant, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/AE_Full_Line_Catalog_2014.pdf,"//media.digikey.com/photos/American%20Elect%20Photos/1545.11.07,1545.11.10.jpg",288-1167-ND,1545.11.07,American Electrical Inc.,CABLE GLAND 2-7MM PG11 NYLON,280,0,"2.65000","0","1","Syntec®","Active","Cable Gland","0.08"" ~ 0.28"" (2.0mm ~ 7.0mm)","PG11","-","0.732"" (18.6mm)","Nylon","Sealing Ring","Black","IP68 - Dust Tight, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/AE_Full_Line_Catalog_2014.pdf,//media.digikey.com/photos/American%20Elect%20Photos/1555.11.07.jpg,288-1187-ND,1555.11.07,American Electrical Inc.,CABLE GLAND 2-7MM PG11 NYLON,130,0,"2.65000","0","1","Syntec®","Active","Cable Gland","0.08"" ~ 0.28"" (2.0mm ~ 7.0mm)","PG11","-","0.732"" (18.6mm)","Nylon","Sealing Ring","Light Gray","IP68 - Dust Tight, Waterproof"
https://www.bopla.de/fileadmin/products/Alle_Allg._Zubehoer/12002103_MBFK_12.pdf,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/12002103.jpg,902-1150-ND,12002103,Bopla Enclosures,CABLE GLAND 3-6.5MM M12 POLY,415,0,"2.70000","0","1","BoplaFlex BFK/MBFK","Active","Cable Gland","0.12"" ~ 0.26"" (3.0mm ~ 6.5mm)","M12x1.5","-","-","Polyamide","-","Gray","IP68 - Dust Tight, Waterproof"
http://www.alphawire.com/~/media/ProductSpecs/Cable%20Glands/PMS_NPT.pdf,"//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_PMSxx,PPSxx.jpg",PNS3/8BK080-ND,PNS3/8 BK080,Alpha Wire,CABLE GLAND 5-10MM 3/8NPT POLY,546,0,"2.71000","0","1","FIT®","Active","Cable Gland","0.20"" ~ 0.39"" (5.0mm ~ 10.0mm)","3/8"" NPT","-","0.673"" (17.1mm)","Polyamide","Gasket, Nut, Strain Relief","Black","IP66/68 - Dust Tight, Water Resistant, Waterproof"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1411160,//media.digikey.com/photos/Phoenix%20Photos/MFG_1411160.jpg,277-13002-ND,1411160,Phoenix Contact,CABLE GLAND 3-6.5MM M12 BRASS,275,0,"2.74000","0","1","-","Active","Cable Gland","0.12"" ~ 0.26"" (3.0mm ~ 6.5mm)","M12","-","-","Brass, Nickel Plated","Clamping Insert, O-Ring, Seal, Strain Relief","Silver","IP66/68/69K - Dust Tight, Water Resistant, Waterproof"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1411170,//media.digikey.com/photos/Phoenix%20Photos/MFG_1411175.jpg,277-13005-ND,1411170,Phoenix Contact,CABLE GLAND 3-6.5MM PG7 BRASS,111,0,"2.74000","0","1","-","Active","Cable Gland","0.12"" ~ 0.26"" (3.0mm ~ 6.5mm)","PG7","-","-","Brass, Nickel Plated","Clamping Insert, O-Ring, Seal, Strain Relief","Silver","IP68/69K - Dust Tight, Water Resistant, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/AE_Full_Line_Catalog_2014.pdf,//media.digikey.com/photos/American%20Elect%20Photos/1555.13.12.jpg,288-1188-ND,1555.13.12,American Electrical Inc.,CABLE GLAND 5.5-12MM PG13 NYLON,646,0,"2.76000","0","1","Syntec®","Active","Cable Gland","0.22"" ~ 0.47"" (5.5mm ~ 12.0mm)","PG13","-","-","Nylon","Sealing Ring","Light Gray","IP68 - Dust Tight, Waterproof"
http://www.alphawire.com/~/media/2D7C08696560488FB7C728536FD7CEA4.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_Standard-Cable.JPG,PNC1/2WSL080-ND,PNC1/2W SL080,Alpha Wire,CABLE GLAND 10-14MM 1/2NPT,201,56,"2.76000","0","1","FIT®","Active","Cable Gland","0.39"" ~ 0.55"" (10.0mm ~ 14.0mm)","1/2"" NPT","-","0.840"" (21.3mm)","Polyamide","Lock Nuts","Gray","IP66/68 - Dust Tight, Water Resistant, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/AE_Full_Line_Catalog_2014.pdf,"//media.digikey.com/photos/American%20Elect%20Photos/1545.13.07,1545.13.12.jpg",288-1168-ND,1545.13.12,American Electrical Inc.,CABLE GLAND 5.5-12MM PG13 NYLON,195,0,"2.76000","0","1","Syntec®","Active","Cable Gland","0.22"" ~ 0.47"" (5.5mm ~ 12.0mm)","PG13","-","-","Nylon","Sealing Ring","Black","IP68 - Dust Tight, Waterproof"
http://www.alphawire.com/~/media/ProductSpecs/Cable%20Glands/PNC.pdf,"//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_PPCxx,PMCxx,PNCxx.jpg",PNC1/2WBK080-ND,PNC1/2W BK080,Alpha Wire,CABLE GLAND 10-14MM 1/2NPT,191,0,"2.76000","0","1","FIT®","Active","Cable Gland","0.39"" ~ 0.55"" (10.0mm ~ 14.0mm)","1/2"" NPT","-","0.840"" (21.3mm)","Polyamide","Lock Nuts","Black","IP66/68 - Dust Tight, Water Resistant, Waterproof"
http://www.alphawire.com/~/media/ProductSpecs/Cable%20Glands/PMS_Metric.pdf,"//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_PMSxx,PPSxx.jpg",PMS16BK080-ND,PMS16 BK080,Alpha Wire,CABLE GLAND 5-10MM M16 POLY,266,0,"2.80000","0","1","FIT®","Active","Cable Gland","0.20"" ~ 0.39"" (5.0mm ~ 10.0mm)","M16x1.5","-","0.630"" (16.0mm)","Polyamide","Gasket, Nut, Strain Relief","Black","IP66/68 - Dust Tight, Water Resistant, Waterproof"
http://www.altechcorp.com/PDFS/Splits/ltsr4.pdf,//media.digikey.com/Photos/Altech-Corporation/5308-926.jpg,1920-1081-ND,5308 926,Altech Corporation,CABLE FDTHRU 7-16MM 3/4NPT POLY,161,1860,"2.83000","0","1","-","Active","Cable Feedthrough","0.28"" ~ 0.63"" (7.0mm ~ 16.0mm)","3/4"" NPT","-","1.051"" (26.7mm)","Polyamide","-","Black","IP68 - Dust Tight, Waterproof"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/AE_Full_Line_Catalog_2014.pdf,//media.digikey.com/photos/American%20Elect%20Photos/1555.N0500.12.jpg,288-1199-ND,1555.N0500.12,American Electrical Inc.,CABLE GLAND 5.5-12MM 1/2NPT NYL,877,0,"2.93000","0","1","Syntec®","Active","Cable Gland","0.22"" ~ 0.47"" (5.5mm ~ 12.0mm)","1/2"" NPT","-","-","Nylon","Sealing Ring","Light Gray","IP54/68 - Dust Protected, Dust Tight, Waterproof, Water Resistant"
