Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Diameter","Length","Color","Features"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=B-058-0X&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/695992-000.jpg,A104805-ND,B-058-01,"TE Connectivity Aerospace, Defense and Marine",B-058-01,338,0,"8.35000","0","1","SolderSleeve B-058","Active","Wire to Wire","0.175"" (4.45mm), 0.195"" (4.95mm)","0.650"" (16.51mm)","Transparent - Blue","Pre-Installed Lead Wire"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=B-003-0X&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/680888-000.jpg,A104802-ND,B-003-01,"TE Connectivity Aerospace, Defense and Marine",B-003-01,130,0,"8.35000","0","1","SolderSleeve B-003","Active","Wire to Wire","0.175"" (4.45mm), 0.195"" (4.95mm)","0.650"" (16.51mm)","Clear","Pre-Installed Lead Wire"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=B-151-XX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/163563-000.jpg,B-151-07-ND,B-151-07,"TE Connectivity Aerospace, Defense and Marine",SLDSLEEVE LO-FIRE 6.4-7.3MM DIA,375,0,"10.79000","0","1","SolderSleeve B-151","Active","Wire to Wire","0.250"" (6.35mm), 0.290"" (7.37mm)","1.279"" (32.50mm)","Clear","Pre-Installed Lead Wire"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=B-150-XX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/176819-000.jpg,B-150-11-ND,B-150-11,"TE Connectivity Aerospace, Defense and Marine",SOLDERSLEEVE LO-FIRE 11.5MM DIA,148,0,"11.27000","0","1","SolderSleeve B-150","Active","Wire to Wire","0.425"" (10.80mm), 0.453"" (11.51mm)","1.400"" (35.56mm)","Clear","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=B-151-XX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/200445-000.jpg,B-151-11-ND,B-151-11,"TE Connectivity Aerospace, Defense and Marine",SLDSLEEVE LO-FIRE 10-11.5MM DIA,160,0,"14.32000","0","1","SolderSleeve B-151","Active","Wire to Wire","0.394"" (10.00mm), 0.453"" (11.51mm)","1.400"" (35.56mm)","Clear","Pre-Installed Lead Wire"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=B-050-00/01/02&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/690886-000.jpg,A104803-ND,690886-000,"TE Connectivity Aerospace, Defense and Marine",B-050-00,106,0,"18.14000","0","1","SolderSleeve B-050","Active","Wire to Wire","0.669"" (17.00mm), 0.748"" (19.00mm)","2.165"" (55.00mm)","Clear","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CWT-XX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/CWT-5.JPG,A125997-ND,CWT-5,"TE Connectivity Aerospace, Defense and Marine",SOLDERSLEEVE SHIELD TERMINATOR,4722,0,"0.81000","0","1","SolderSleeve CWT, One-Step","Active","Wire to Wire","0.169"" (4.29mm), 0.189"" (4.80mm)","1.154"" (29.30mm)","Clear","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CWT-XX-S&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/155880-000.jpg,A132432-ND,CWT-5-S,"TE Connectivity Aerospace, Defense and Marine",SOLDERSLEEVE SHIELD TERMINATOR,5640,0,"0.83000","0","1","SolderSleeve CWT, One-Step","Active","Wire to Wire","0.169"" (4.29mm), 0.189"" (4.80mm)","0.728"" (18.50mm)","Clear","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-136-05&DocType=Customer+Drawing&DocLang=English,-,D-136-05-ND,D-136-05,TE Connectivity Raychem Cable Protection,SOLDERSLEEVE,5000,0,"0.84000","0","1","SolderSleeve D-136","Active","Wire to Connector","0.058"" (1.47mm), 0.070"" (1.78mm)","0.330"" (8.38mm)","Transparent - Blue","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-142-53/-54/-55&DocType=Customer+Drawing&DocLang=English,-,A144757-ND,3-1194907-9,TE Connectivity Raychem Cable Protection,SOLDERSLEEVE,1700,0,"1.89000","0","1","SolderSleeve D-142","Active","Wire to Wire","0.110"" (2.79mm), 0.125"" (3.18mm)","0.620"" (15.75mm)","Natural","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-110-0220&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/D-110-0220.JPG,D-110-0220-ND,D-110-0220,TE Connectivity Raychem Cable Protection,SOLDERSLEEVE,4000,0,"2.16000","0","1","SolderSleeve D-110","Active","Wire to Connector","0.070"" (1.78mm), 0.080"" (2.03mm)","0.580"" (14.73mm)","Transparent - Blue","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SO63-X-00&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/187788-000.JPG,A126013-ND,SO63-2-00,"TE Connectivity Aerospace, Defense and Marine",SOLDER SHIELD TERM W/O LEAD,2421,0,"2.24000","0","1","SolderSleeve SO63","Active","Wire to Wire","0.105"" (2.67mm), 0.145"" (3.68mm)","0.650"" (16.51mm)","Transparent - Blue","Immersion Resistant"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=S02-XX-R&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/704613-000.jpg,A126008-ND,S02-01-R,"TE Connectivity Aerospace, Defense and Marine",SHIELD TERMINATOR,1320,0,"2.58000","0","1","SolderSleeve S02","Active","Wire to Wire","0.075"" (1.91mm), 0.105"" (2.67mm)","0.650"" (16.51mm)","Transparent - Blue","Environment Resistant, Immersion Resistant, Pre-Installed Lead Wire"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SO63-A-55-GA-CL&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/SO63-2-55-20-90.jpg,A126012-ND,SO63-1-55-20-90,"TE Connectivity Aerospace, Defense and Marine",SOLDER SHIELD TERM 20 AWG LEAD,1039,0,"2.68000","0","1","SolderSleeve SO63","Active","Wire to Wire","0.075"" (1.91mm), 0.105"" (2.67mm)","0.650"" (16.51mm)","Transparent - Blue","Immersion Resistant, Pre-Installed Lead Wire"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=S02-XX-R&DocType=Customer+Drawing&DocLang=English,-,S02-11-R-ND,S02-11-R,TE Connectivity Raychem Cable Protection,SHIELD TERMINATOR,1200,0,"2.70000","0","1","SolderSleeve S02","Active","Wire to Wire","0.075"" (1.91mm), 0.105"" (2.67mm)","0.650"" (16.51mm)","Transparent - Blue","Environment Resistant, Immersion Resistant, Pre-Installed Lead Wire"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SO63-X-00&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/SO63-5-00.JPG,A126015-ND,SO63-5-00,"TE Connectivity Aerospace, Defense and Marine",SOLDER SHIELD TERM W/O LEAD,407,0,"2.78000","0","1","SolderSleeve SO63","Active","Wire to Wire","0.275"" (6.99mm), 0.300"" (7.62mm)","0.750"" (19.05mm)","Transparent - Blue","Immersion Resistant"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=S02-XX-R&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/S02-02-R.jpg,A132473-ND,S02-04-RCS453,"TE Connectivity Aerospace, Defense and Marine",SHIELD TERMINATOR,945,0,"3.08000","0","1","SolderSleeve S02","Active","Wire to Wire","0.235"" (5.97mm), 0.255"" (6.48mm)","0.750"" (19.05mm)","Transparent - Blue","Environment Resistant, Immersion Resistant, Pre-Installed Lead Wire"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=S02-XX-R&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/S02-02-R.jpg,A132477-ND,S02-09-RCS453,"TE Connectivity Aerospace, Defense and Marine",SHIELD TERMINATOR,975,0,"3.15000","0","1","SolderSleeve S02","Active","Wire to Wire","0.235"" (5.97mm), 0.255"" (6.48mm)","0.750"" (19.05mm)","Transparent - Blue","Environment Resistant, Immersion Resistant, Pre-Installed Lead Wire"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=S02-07/08/-10-R-XX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/S02-02-R.jpg,A132402-ND,7-1193456-4,"TE Connectivity Aerospace, Defense and Marine",SHIELD TERMINATOR,955,0,"3.15000","0","1","SolderSleeve S02","Active","Wire to Wire","0.105"" (2.67mm), 0.145"" (3.68mm)","0.650"" (16.51mm)","Transparent - Blue","Environment Resistant, Pre-Installed Lead Wire"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=S02-07/08/-10-R-XX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/S02-02-R.jpg,A132422-ND,9-1193506-4,"TE Connectivity Aerospace, Defense and Marine",SHIELD TERMINATOR,980,0,"3.20000","0","1","SolderSleeve S02","Active","Wire to Wire","0.170"" (4.32mm), 0.200"" (5.08mm)","0.650"" (16.51mm)","Transparent - Blue","Environment Resistant, Pre-Installed Lead Wire"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-101-31&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/620143-000.JPG,A132265-ND,620143-000,"TE Connectivity Aerospace, Defense and Marine",SOLDERSLEEVE SHIELD TERMINATOR,209,0,"3.20000","0","1","SolderSleeve D-101","Active","Wire to Wire","0.180"" (4.57mm), 0.200"" (5.08mm)","0.680"" (17.27mm)","Transparent - Blue","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SO96-X-00&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/SO96-1-00.JPG,A126019-ND,SO96-1-00,"TE Connectivity Aerospace, Defense and Marine",SOLDER SLEEVE .075"" DIA IMM RES,188,0,"3.21000","0","1","SolderSleeve SO96","Active","Wire to Wire","0.075"" (1.91mm), 0.105"" (2.67mm)","0.650"" (16.51mm)","Transparent - Blue","Immersion Resistant"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=B-150-XX-S&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/270225-000.jpg,A132427-ND,B-150-03-S,"TE Connectivity Aerospace, Defense and Marine",SOLDERSLEEVE,594,0,"3.25000","0","1","SolderSleeve B-150","Active","Wire to Wire","0.098"" (2.49mm), 0.118"" (3.00mm)","0.728"" (18.50mm)","Clear","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=ST18-X-55-GA-CL&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/SO63-3-55-22-90.jpg,ST18-3-55-22-90-ND,ST18-3-55-22-90,TE Connectivity Raychem Cable Protection,SOLDERSLEEVE,493,0,"3.40000","0","1","SolderSleeve ST18","Active","Wire to Wire","0.170"" (4.32mm), 0.200"" (5.08mm)","0.650"" (16.51mm)","Transparent - Blue","Environment Resistant, Pre-Installed Lead Wire"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=S02-XX-R&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/S02-05-R.JPG,A126009-ND,S02-05-R,"TE Connectivity Aerospace, Defense and Marine",SHIELD TERMINATOR,1521,0,"3.70000","0","1","SolderSleeve S02","Active","Wire to Wire","0.275"" (6.99mm), 0.300"" (7.62mm)","0.750"" (19.05mm)","Transparent - Blue","Environment Resistant, Immersion Resistant, Pre-Installed Lead Wire"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CWT-XX-W122-5&DocType=Customer+Drawing&DocLang=English,-,A132430-ND,CWT-11-W122-5,"TE Connectivity Aerospace, Defense and Marine",SHIELD TERMINATOR 22 AWG LEAD,735,0,"3.73000","0","1","SolderSleeve CWT, One-Step","Active","Wire to Wire","0.394"" (10.00mm), 0.453"" (11.51mm)","1.398"" (35.52mm)","Clear","Pre-Installed Lead Wire"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=S02-XX-R&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/S02-15-R.JPG,A132161-ND,S02-15-R,"TE Connectivity Aerospace, Defense and Marine",SHIELD TERMINATOR,1640,0,"3.78000","0","1","SolderSleeve S02","Active","Wire to Wire","0.275"" (6.99mm), 0.300"" (7.62mm)","0.750"" (19.05mm)","Transparent - Blue","Environment Resistant, Immersion Resistant, Pre-Installed Lead Wire"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SO175-X-55-22-90&DocType=Customer+Drawing&DocLang=English,-,A132495-ND,SO175-3-55-22-90,"TE Connectivity Aerospace, Defense and Marine",SOLDR SLV .170"" IMM RES W/LEAD,1105,0,"3.78000","0","1","SolderSleeve SO175","Active","Wire to Wire","0.170"" (4.32mm), 0.200"" (5.08mm)","0.650"" (16.51mm)","Transparent - Blue","Immersion Resistant, Pre-Installed Lead Wire"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CWT-XX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/796275-000.JPG,A132289-ND,CWT-13,"TE Connectivity Aerospace, Defense and Marine",SHIELD TERMINATOR SOLDER SLEEVE,816,0,"3.83000","0","1","SolderSleeve CWT, One-Step","Active","Wire to Wire","0.512"" (13.00mm), 0.594"" (15.09mm)","1.791"" (45.50mm)","Clear","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-141-0108&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/D-141-0108.jpg,A132144-ND,D-141-0108,"TE Connectivity Aerospace, Defense and Marine",D-141-0108,1000,0,"4.03000","0","1","SolderSleeve D-141","Active","Wire to Wire","0.073"" (1.85mm), 0.100"" (2.54mm)","0.500"" (12.70mm)","Transparent - Blue","2 Part, Immersion Resistant"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SLT-YX/1YX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/558882-000.JPG,A104756-ND,1-1194412-6,"TE Connectivity Aerospace, Defense and Marine",SLT-5X,596,0,"4.03000","0","1","SolderSleeve SLT","Active","Wire to Wire","0.173"" (4.39mm), 0.197"" (5.00mm)","0.681"" (17.30mm)","Clear","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SO63-A-55-GA-CL&DocType=Customer+Drawing&DocLang=English,-,A145076-ND,SO63-4-55-24-90,"TE Connectivity Aerospace, Defense and Marine",SOLDER SHIELD TERM 24 AWG LEAD,800,0,"4.23000","0","1","SolderSleeve SO63","Active","Wire to Wire","0.235"" (5.97mm), 0.255"" (6.48mm)","0.750"" (19.05mm)","Transparent - Blue","Immersion Resistant, Pre-Installed Lead Wire"
http://www.alphawire.com/~/media/Files/MasterCatalog2011/FITHeatShrink.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/FSLV16-CL078.jpg,FSLV16CL078-ND,FSLV16 CL078,Alpha Wire,SHRINKABLE SOLDRING SLEEVE,150,0,"4.49000","0","1","FIT®-SLV","Active","Wire to Wire","0.280"" (7.11mm), 0.300"" (7.62mm)","0.750"" (19.05mm)","Clear","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SO63-A-55-GA-CL&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/SO63-5-55-20-90.jpg,A126017-ND,SO63-5-55-20-90,"TE Connectivity Aerospace, Defense and Marine",SOLDER SHIELD TERM 20 AWG LEAD,429,0,"4.50000","0","1","SolderSleeve SO63","Active","Wire to Wire","0.275"" (6.99mm), 0.300"" (7.62mm)","0.750"" (19.05mm)","Transparent - Blue","Immersion Resistant, Pre-Installed Lead Wire"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SO63-A-55-GA-CL&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/764684-000.jpg,A126018-ND,SO63-5-55-24-90,"TE Connectivity Aerospace, Defense and Marine",SOLDER SHIELD TERM 24 AWG LEAD,310,0,"4.50000","0","1","SolderSleeve SO63","Active","Wire to Wire","0.275"" (6.99mm), 0.300"" (7.62mm)","0.750"" (19.05mm)","Transparent - Blue","Immersion Resistant, Pre-Installed Lead Wire"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=S03-0X-R-9035-100&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/S03-0x-R-xxxx-xxx.jpg,A132481-ND,S03-03-R-9035-100,"TE Connectivity Aerospace, Defense and Marine",SHIELD TERMINATOR,4929,0,"4.65000","0","1","SolderSleeve S03","Active","Wire to Wire","0.170"" (4.32mm), 0.195"" (4.95mm)","0.650"" (16.51mm)","Transparent - Blue","Environment Resistant, Pre-Installed Braid"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CWT-4XXX-W122-5/9&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/CWT-4059-W122-5-9.jpg,A125995-ND,CWT-4059-W122-5/9,"TE Connectivity Aerospace, Defense and Marine",COAX TERMINATION KIT RG59,2294,0,"4.65000","0","1","SolderSleeve CWT, One-Step","Active","Wire to Wire","0.275"" (6.99mm)","1.299"" (33.00mm)","Clear","Pre-Installed Lead Wire"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-107-31&DocType=Customer+Drawing&DocLang=English,-,1-1194899-5-ND,1-1194899-5,TE Connectivity Raychem Cable Protection,SOLDERSLEEVE,500,0,"4.65000","0","1","SolderSleeve D-107","Active","Wire to Wire","0.235"" (5.97mm), 0.255"" (6.48mm)","0.805"" (20.45mm)","Transparent - Blue","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-108-09/-10/-11/-12&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/620069-000.JPG,A104778-ND,620069-000,"TE Connectivity Aerospace, Defense and Marine",D-108-11,500,0,"4.68000","0","1","SolderSleeve D-108","Active","Wire to Wire","0.175"" (4.45mm), 0.195"" (4.95mm)","0.680"" (17.27mm)","Transparent - Blue","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SO96-X-55-22-90&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/236834-000.jpg,SO96-1-55-22-90-ND,SO96-1-55-22-90,TE Connectivity Raychem Cable Protection,SOLDR SLV .075"" IMM RES W/LEAD,700,0,"4.75000","0","1","SolderSleeve SO96","Active","Wire to Wire","0.075"" (1.91mm), 0.105"" (2.67mm)","0.650"" (16.51mm)","Transparent - Blue","Immersion Resistant, Pre-Installed Lead Wire"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=S03-0X-R-9035-100&DocType=Customer+Drawing&DocLang=English,-,A132480-ND,S03-02-R-9035-100,"TE Connectivity Aerospace, Defense and Marine",SHIELD TERMINATOR,4924,0,"4.78000","0","1","SolderSleeve S03","Active","Wire to Wire","0.105"" (2.67mm), 0.140"" (3.56mm)","0.650"" (16.51mm)","Transparent - Blue","Environment Resistant, Pre-Installed Braid"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=S03-0X-R-9035&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/S03-0x-R-xxxx-xxx.jpg,A132482-ND,S03-04-R-9035-100,"TE Connectivity Aerospace, Defense and Marine",SHIELD TERMINATOR,4916,0,"4.78000","0","1","SolderSleeve S03","Active","Wire to Wire","0.235"" (5.97mm), 0.255"" (6.48mm)","0.775"" (19.69mm)","Transparent - Blue","Environment Resistant, Pre-Installed Braid"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=CWT-XX-W122-5&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/796275-000.JPG,A125993-ND,CWT-13-W122-5,"TE Connectivity Aerospace, Defense and Marine",SHIELD TERMINATOR 22 AWG LEAD,1069,0,"4.78000","0","1","SolderSleeve CWT, One-Step","Active","Wire to Wire","0.512"" (13.00mm), 0.591"" (15.01mm)","1.791"" (45.50mm)","Clear","Pre-Installed Lead Wire"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-146-020X&DocType=Customer+Drawing&DocLang=English,-,D-146-0206-ND,D-146-0206,TE Connectivity Raychem Cable Protection,SOLDERSLEEVE,1000,0,"4.78000","0","1","SolderSleeve D-146","Active","Wire to Wire","0.106"" (2.69mm), 0.125"" (3.18mm)","0.591"" (15.01mm)","Transparent - Blue","Environment Resistant, Pre-Installed Lead Wire"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SO96-X-00&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/SO96-5-00.JPG,A126020-ND,SO96-5-00,"TE Connectivity Aerospace, Defense and Marine",SOLDER SLEEVE .275"" DIA IMM RES,703,0,"4.88000","0","1","SolderSleeve SO96","Active","Wire to Wire","0.275"" (6.99mm), 0.300"" (7.62mm)","0.750"" (19.05mm)","Transparent - Blue","Immersion Resistant"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=D-103-31&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/7-1194899-8.jpg,A132403-ND,7-1194899-8,"TE Connectivity Aerospace, Defense and Marine",SOLDERSLEEVE,500,0,"5.05000","0","1","SolderSleeve D-103","Active","Wire to Wire","0.280"" (7.11mm), 0.300"" (7.62mm)","0.810"" (20.57mm)","Transparent - Blue","Environment Resistant"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SO63-XX-01&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/SO63-3-01.JPG,A126014-ND,SO63-3-01,"TE Connectivity Aerospace, Defense and Marine",SOLDER SHIELD TERM NIK PLT BRAID,747,0,"5.35000","0","1","SolderSleeve SO63","Active","Wire to Wire","0.170"" (4.32mm), 0.200"" (5.08mm)","0.650"" (16.51mm)","Transparent - Blue","Immersion Resistant, Pre-Installed Braid"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SO96-X-55-22-90&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/501923-000.jpg,A132163-ND,SO96-4-55-22-90,"TE Connectivity Aerospace, Defense and Marine",SOLDR SLV .235"" IMM RES W/LEAD,450,0,"5.35000","0","1","SolderSleeve SO96","Active","Wire to Wire","0.235"" (5.97mm), 0.255"" (6.48mm)","0.750"" (19.05mm)","Transparent - Blue","Immersion Resistant, Pre-Installed Lead Wire"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SO63-XX-01&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/S063-3-9030.jpg,SO63-1-01-ND,SO63-1-01,TE Connectivity Raychem Cable Protection,SOLDER SHIELD TERM NIK PLT BRAID,700,0,"5.45000","0","1","SolderSleeve SO63","Active","Wire to Wire","0.075"" (1.91mm), 0.105"" (2.67mm)","0.650"" (16.51mm)","Transparent - Blue","Immersion Resistant, Pre-Installed Braid"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=S03-01/-05-R&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/423649-000.jpg,A132484-ND,S03-05-R,"TE Connectivity Aerospace, Defense and Marine",SHIELD TERMINATOR SOLDER SLEEVE,500,0,"5.75000","0","1","SolderSleeve S03","Active","Wire to Wire","0.275"" (6.99mm), 0.300"" (7.62mm)","0.750"" (19.05mm)","Transparent - Blue","Environment Resistant, Pre-Installed Braid"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=S03-01/-05-R&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/S03-02-R.JPG,A126011-ND,S03-02-R,"TE Connectivity Aerospace, Defense and Marine",SHIELD TERMINATOR,488,0,"5.75000","0","1","SolderSleeve S03","Active","Wire to Wire","0.105"" (2.67mm), 0.145"" (3.68mm)","0.650"" (16.51mm)","Transparent - Blue","Pre-Installed Braid"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=S03-01/-05-R&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/651105-000.jpg,A132483-ND,S03-04-R,"TE Connectivity Aerospace, Defense and Marine",SHIELD TERMINATOR SOLDER SLEEVE,300,0,"5.75000","0","1","SolderSleeve S03","Active","Wire to Wire","0.235"" (5.97mm), 0.255"" (6.48mm)","0.750"" (19.05mm)","Transparent - Blue","Environment Resistant, Pre-Installed Braid"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=B-150-XX-F&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/B-150-07-F.jpg,A132284-ND,B-150-07-F,"TE Connectivity Aerospace, Defense and Marine",SOLDERSLEEVE W/FLAG TERMINAL,550,0,"5.83000","0","1","SolderSleeve B-150","Active","Wire to Wire","0.267"" (6.78mm), 0.287"" (7.29mm)","1.220"" (31.00mm)","Clear","Flag Terminal"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SO63-X-9030&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/S063-2-9030.jpg,A101233-ND,SO63-2-9030,"TE Connectivity Aerospace, Defense and Marine",SOLDER SHIELD TERM TIN PLT BRAID,784,0,"5.95000","0","1","SolderSleeve SO63","Active","Wire to Wire","0.105"" (2.67mm), 0.145"" (3.68mm)","0.650"" (16.51mm)","Transparent - Blue","Immersion Resistant, Pre-Installed Braid"
