Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Shrinkage Ratio","Length","Inner Diameter - Supplied","Inner Diameter - Recovered","Recovered Wall Thickness","Material","Features","Color","Operating Temperature","Shrink Temperature"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Heat-Shrink-Tubing/Shrink-Tubing/FIT2211_4?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/F2211%5E8-RD.jpg,F2211/4RD103-ND,F2211/4 RD103,Alpha Wire,HEATSHRINK 1/4"" X 4' RED,473,52,"2.56000","0","1","FIT®-221","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.250"" (6.35mm)","0.125"" (3.18mm)","0.025"" (0.64mm)","Polyolefin (PO), Irradiated","Flame Resistant, Fluid Resistant","Red","-55°C ~ 135°C","90°C"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Heat-Shrink-Tubing/Shrink-Tubing/FIT2211_4?device=pdf,-,F2211/4GR103-ND,F2211/4 GR103,Alpha Wire,HEATSHRINK 1/4"" X 4' GREEN,453,90,"2.56000","0","1","FIT®-221","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.250"" (6.35mm)","0.125"" (3.18mm)","0.025"" (0.64mm)","Polyolefin (PO), Irradiated","Flame Resistant, Fluid Resistant","Green","-55°C ~ 135°C","90°C"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Heat-Shrink-Tubing/Shrink-Tubing/FIT2211_4?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/F2213%5E16-BLxxx.jpg,F2211/4BL103-ND,F2211/4 BL103,Alpha Wire,HEATSHRINK 1/4"" X 4' BLUE,213,0,"2.56000","0","1","FIT®-221","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.250"" (6.35mm)","0.125"" (3.18mm)","0.025"" (0.64mm)","Polyolefin (PO), Irradiated","Flame Resistant, Fluid Resistant","Blue","-55°C ~ 135°C","90°C"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Heat-Shrink-Tubing/Shrink-Tubing/FIT2211_4?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/F2213%5E32-CL005.jpg,F2211/4CL103-ND,F2211/4 CL103,Alpha Wire,HEATSHRINK 1/4"" X 4' CLEAR,153,141,"2.56000","0","1","FIT®-221","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.250"" (6.35mm)","0.125"" (3.18mm)","0.025"" (0.64mm)","Polyolefin (PO), Irradiated","Fluid Resistant","Clear","-55°C ~ 135°C","90°C"
http://www.qualtekusa.com/images/Heatshrink/PDFs/Q52X.pdf,//media.digikey.com/photos/Qualtek%20Photos/q5-2x-3%208-01-qb48in-25.JPG,Q52X038B-ND,Q5-2X-3/8-01-QB48IN-25,Qualtek,HEATSHRINK 3/8"" X 4' BLACK,3052,50,"2.58000","0","1","Q5-2X","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.375"" (9.53mm)","0.187"" (4.75mm)","0.030"" (0.76mm)","Polyolefin (PO)","Adhesive Lined, Self Extinguishing","Black","-45°C ~ 125°C","100°C"
http://multimedia.3m.com/mws/media/888004O/3m-heat-shrink-2013-electrical-products-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_FP-301-1-RED.jpg,3M161326-ND,FP301-1/4-48""-RED-200 PCS,3M,HEATSHRINK 1/4""X4' RED 1=1PC 48"",657,0,"2.58000","0","1","FP-301","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.250"" (6.35mm)","0.125"" (3.18mm)","0.025"" (0.64mm)","Polyolefin (PO)","Flame Retardant, Solvent Resistant, Split Resistant","Red","-55°C ~ 135°C","100°C"
http://www.qualtekusa.com/images/Heatshrink/PDFs/Q54X.pdf,//media.digikey.com/Photos/Qualtek%20Photos/Q5-4X-5%5E16-01-QB48IN-25.JPG,Q667-ND,Q5-4X-5/16-01-QB48IN-25,Qualtek,HEATSHRINK 5/16""-48"" BLACK,454,80,"2.58000","0","1","Q5-4X","Active","Tubing, Flexible","4 to 1","4.00' (1.22m)","0.315"" (8.00mm)","0.080"" (2.03mm)","0.039"" (0.99mm)","Polyolefin (PO)","Adhesive Lined, Fluid Resistant","Black","-55°C ~ 125°C","80°C"
http://multimedia.3m.com/mws/media/23031O/3mtm-heat-shrink-tubing-fp-301.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_FP-301-1%5E4-CLEAR.jpg,3M157633-ND,FP301-1/4-48""-CLEAR-200 PCS,3M,HEATSHRINK 1/4""X4' CLR 1=1PC 48"",236,0,"2.58000","0","1","FP-301","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.250"" (6.35mm)","0.125"" (3.18mm)","0.025"" (0.64mm)","Polyolefin (PO)","Solvent Resistant","Clear","-55°C ~ 135°C","100°C"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Heat-Shrink-Tubing/Shrink-Tubing/FIT221V1_4?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/F221B1%5E4-BK.jpg,F221V1/4BK103-ND,F221V1/4 BK103,Alpha Wire,HEATSHRINK 1/4"" X 4' BLACK,198,0,"2.66000","0","1","FIT®-221V","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.250"" (6.35mm)","0.125"" (3.18mm)","0.025"" (0.64mm)","Polyolefin (PO), Irradiated","Flame Retardant, Fluid Resistant, Heat Resistant, UV Resistant","Black","-55°C ~ 135°C","90°C"
http://www.qualtekusa.com/images/Heatshrink/PDFs/Q150K.pdf,//media.digikey.com/photos/Qualtek%20Photos/Q-150K-3^32-02-QB48IN-25.JPG,QKY332C-ND,Q-150K-3/32-02-QB48IN-25,Qualtek,HEATSHRINK PVDF 3/32"" X 4' CLR,4846,20,"2.68000","0","1","Q-150K","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.093"" (2.36mm)","0.049"" (1.24mm)","0.010"" (0.25mm)","Polyvinylidene Fluoride (PVDF)","Abrasion Resistant, Chemical Resistant, Cut-Through Resistant, Flame Retardant, Solvent Resistant","Clear","-55°C ~ 150°C","135°C"
http://www.qualtekusa.com/images/Heatshrink/PDFs/Q150K.pdf,//media.digikey.com/photos/Qualtek%20Photos/Q-150K-3%2032-01-QB48IN-25.JPG,QKY332B-ND,Q-150K-3/32-01-QB48IN-25,Qualtek,HEATSHRINK PVDF 3/32"" X 4' BLK,309,0,"2.68000","0","1","Q-150K","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.093"" (2.36mm)","0.049"" (1.24mm)","0.010"" (0.25mm)","Polyvinylidene Fluoride (PVDF)","Abrasion Resistant, Chemical Resistant, Cut-Through Resistant, Flame Retardant, Solvent Resistant","Black","-55°C ~ 150°C","135°C"
http://www.qualtekusa.com/images/Heatshrink/PDFs/Q2F3X.pdf,//media.digikey.com/photos/Qualtek%20Photos/Q2-F3X-3^4-01-QB48IN-5.JPG,Q2F3X034B-ND,Q2-F3X-3/4-01-QB48IN-5,Qualtek,HEATSHRINK POLY 3/4"" BLK 4',1286,0,"2.77000","0","1","Q2-F3X","Active","Tubing, Flexible","3 to 1","4.00' (1.22m)","0.750"" (19.05mm)","0.236"" (5.99mm)","0.035"" (0.89mm)","Polyolefin (PO)","Corrosion Resistant, Flame Retardant","Black","-55°C ~ 135°C","70°C"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Heat-Shrink-Tubing/Shrink-Tubing/FIT2213_8?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/F2213%5E32-CL005.jpg,F2213/8CL103-ND,F2213/8 CL103,Alpha Wire,HEATSHRINK 3/8"" X 4' CLEAR,557,115,"2.84000","0","1","FIT®-221","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.375"" (9.53mm)","0.187"" (4.75mm)","0.025"" (0.64mm)","Polyolefin (PO), Irradiated","Fluid Resistant","Clear","-55°C ~ 135°C","90°C"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Heat-Shrink-Tubing/Shrink-Tubing/FIT2213_8?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/F221L_med.JPG,AF2213/8BK103-ND,F2213/8 BK103,Alpha Wire,HEATSHRINK 3/8"" X 4' BLACK,321,158,"2.84000","0","1","FIT®-221","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.375"" (9.53mm)","0.187"" (4.75mm)","0.025"" (0.64mm)","Polyolefin (PO), Irradiated","Flame Resistant, Fluid Resistant, UV Resistant","Black","-55°C ~ 135°C","90°C"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Heat-Shrink-Tubing/Shrink-Tubing/FIT2213_8?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/F2213%5E8_RED.jpg,F2213/8RD103-ND,F2213/8 RD103,Alpha Wire,HEATSHRINK 3/8"" X 4' RED,196,7,"2.84000","0","1","FIT®-221","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.375"" (9.53mm)","0.187"" (4.75mm)","0.025"" (0.64mm)","Polyolefin (PO), Irradiated","Flame Resistant, Fluid Resistant","Red","-55°C ~ 135°C","90°C"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Heat-Shrink-Tubing/Shrink-Tubing/FIT2213_8?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/F2213%5E8-GR.jpg,F2213/8GR103-ND,F2213/8 GR103,Alpha Wire,HEATSHRINK 3/8"" X 4' GREEN,144,0,"2.84000","0","1","FIT®-221","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.375"" (9.53mm)","0.187"" (4.75mm)","0.025"" (0.64mm)","Polyolefin (PO), Irradiated","Flame Resistant, Fluid Resistant","Green","-55°C ~ 135°C","90°C"
http://multimedia.3m.com/mws/media/888004O/3m-heat-shrink-2013-electrical-products-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_FP-301-1-RED.jpg,3M161450-ND,FP301-3/8-48""-RED-125 PCS,3M,HEATSHRINK 3/8""X4' RED 1=1PC 48"",364,0,"2.86000","0","1","FP-301","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.375"" (9.53mm)","0.187"" (4.75mm)","0.025"" (0.64mm)","Polyolefin (PO)","Flame Retardant, Solvent Resistant, Split Resistant","Red","-55°C ~ 135°C","100°C"
http://multimedia.3m.com/mws/media/23031O/3mtm-heat-shrink-tubing-fp-301.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_FP301-3%5E8-CLEAR.jpg,3M161444-ND,FP301-3/8-48""-CLEAR-125 PCS,3M,HEATSHRINK 3/8""X4' CLR 1=1PC 48"",254,0,"2.86000","0","1","FP-301","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.375"" (9.53mm)","0.187"" (4.75mm)","0.025"" (0.64mm)","Polyolefin (PO)","Solvent Resistant","Clear","-55°C ~ 135°C","100°C"
http://multimedia.3m.com/mws/media/888004O/3m-heat-shrink-2013-electrical-products-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_FP301-Green.jpg,3M161448-ND,FP301-3/8-48""-GREEN-125 PCS,3M,HEATSHRINK 3/8""X4' GRN 1=1PC 48"",241,0,"2.86000","0","1","FP-301","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.375"" (9.53mm)","0.187"" (4.75mm)","0.025"" (0.64mm)","Polyolefin (PO)","Flame Retardant, Solvent Resistant, Split Resistant","Green","-55°C ~ 135°C","100°C"
http://multimedia.3m.com/mws/media/888004O/3m-heat-shrink-2013-electrical-products-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_FP301%20Blue.jpg,3M161446-ND,FP301-3/8-48""-BLUE-125 PCS,3M,HEATSHRINK 3/8""X4' BLU 1=1PC 48"",169,0,"2.86000","0","1","FP-301","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.375"" (9.53mm)","0.187"" (4.75mm)","0.025"" (0.64mm)","Polyolefin (PO)","Flame Retardant, Solvent Resistant, Split Resistant","Blue","-55°C ~ 135°C","100°C"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Heat-Shrink-Tubing/Shrink-Tubing/FIT221V3_8?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/A038B%20SERIES.jpg,F221V3/8BK103-ND,F221V3/8 BK103,Alpha Wire,HEATSHRINK 3/8"" X 4' BLACK,402,6,"2.96000","0","1","FIT®-221V","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.375"" (9.53mm)","0.187"" (4.75mm)","0.025"" (0.64mm)","Polyolefin (PO), Irradiated","Flame Retardant, Fluid Resistant, Heat Resistant, UV Resistant","Black","-55°C ~ 135°C","90°C"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electronics%20Raychem%20PDFs/RNF-100_Rev2014.pdf,//media.digikey.com/photos/Tyco%20Raychem%20Photos/RNF014K.jpg,RNF014K-ND,RNF-100-1/4-BK-STK,TE Connectivity Raychem Cable Protection,HEATSHRINK RNF-100 1/4""X4' BLK,1560,0,"3.08000","0","1","Thermofit RNF-100","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.250"" (6.35mm)","0.125"" (3.18mm)","0.025"" (0.64mm)","Polyolefin (PO), Irradiated","Abrasion and Cut Resistant, Flame Retardant, Fluid Resistant, Solvent Resistant, Strain Resistant","Black","-55°C ~ 135°C","95°C"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electronics%20Raychem%20PDFs/RNF-100_Rev2014.pdf,//media.digikey.com/Photos/TE%20Connectivity/RNF-100-3%5E8-BK-SP.JPG,RNF038K-ND,RNF-100-3/8-BK-STK,TE Connectivity Raychem Cable Protection,HEATSHRINK RNF-100 3/8""X4' BLK,314,0,"3.14000","0","1","Thermofit RNF-100","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.375"" (9.53mm)","0.187"" (4.75mm)","0.025"" (0.64mm)","Polyolefin (PO), Irradiated","Abrasion and Cut Resistant, Flame Retardant, Fluid Resistant, Solvent Resistant, Strain Resistant","Black","-55°C ~ 135°C","95°C"
http://www.qualtekusa.com/images/Heatshrink/PDFs/Q2F.pdf,//media.digikey.com/photos/Qualtek%20Photos/Q2-F-1-01-QB48IN-5.JPG,Q2F100B-ND,Q2-F-1-01-QB48IN-5,Qualtek,HEATSHRINK POLY 1"" BLK 4',184,0,"3.20000","0","1","Q2-F","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","1.000"" (25.40mm)","0.500"" (12.70mm)","0.034"" (0.87mm)","Polyolefin (PO)","Flame Retardant","Black","-55°C ~ 135°C","70°C"
http://www.qualtekusa.com/images/Heatshrink/PDFs/Q52X.pdf,//media.digikey.com/photos/Qualtek%20Photos/q5-2x-1%202-01-qb48in-5.JPG,Q52X012B-ND,Q5-2X-1/2-01-QB48IN-5,Qualtek,HEATSHRINK 1/2"" X 4' BLACK,623,0,"3.21000","0","1","Q5-2X","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.500"" (12.70mm)","0.250"" (6.35mm)","0.030"" (0.76mm)","Polyolefin (PO)","Adhesive Lined, Self Extinguishing","Black","-45°C ~ 125°C","100°C"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Heat-Shrink-Tubing/Shrink-Tubing/FIT2211_2?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/F2211%5E5_RED.jpg,F2211/2RD105-ND,F2211/2 RD105,Alpha Wire,HEATSHRINK 1/2"" X 4' RED,323,0,"3.21000","0","1","FIT®-221","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.500"" (12.70mm)","0.250"" (6.35mm)","0.025"" (0.64mm)","Polyolefin (PO), Irradiated","Flame Resistant, Fluid Resistant","Red","-55°C ~ 135°C","90°C"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Heat-Shrink-Tubing/Shrink-Tubing/FIT2211_2?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/F2211%5E2-CLxxx.jpg,F2211/2CL105-ND,F2211/2 CL105,Alpha Wire,HEATSHRINK 1/2"" X 4' CLEAR,246,60,"3.21000","0","1","FIT®-221","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.500"" (12.70mm)","0.250"" (6.35mm)","0.025"" (0.64mm)","Polyolefin (PO), Irradiated","Fluid Resistant","Clear","-55°C ~ 135°C","90°C"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Heat-Shrink-Tubing/Shrink-Tubing/FIT2211_2?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/F2213%5E16-BLxxx.jpg,F2211/2BL105-ND,F2211/2 BL105,Alpha Wire,HEATSHRINK 1/2"" X 4' BLUE,108,0,"3.21000","0","1","FIT®-221","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.500"" (12.70mm)","0.250"" (6.35mm)","0.025"" (0.64mm)","Polyolefin (PO), Irradiated","Flame Resistant, Fluid Resistant","Blue","-55°C ~ 135°C","90°C"
http://www.qualtekusa.com/images/Heatshrink/PDFs/Q150K.pdf,//media.digikey.com/photos/Qualtek%20Photos/q-150k-1%208-01-qb48in-25.JPG,QKY018B-ND,Q-150K-1/8-01-QB48IN-25,Qualtek,HEATSHRINK PVDF 1/8"" X 4' BLACK,2179,0,"3.22000","0","1","Q-150K","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.125"" (3.18mm)","0.062"" (1.57mm)","0.010"" (0.25mm)","Polyvinylidene Fluoride (PVDF)","Abrasion Resistant, Chemical Resistant, Cut-Through Resistant, Flame Retardant, Solvent Resistant","Black","-55°C ~ 150°C","135°C"
http://www.qualtekusa.com/images/Heatshrink/PDFs/Q150K.pdf,//media.digikey.com/photos/Qualtek%20Photos/Q-150K-1^8-02-QB48IN-25.JPG,QKY018C-ND,Q-150K-1/8-02-QB48IN-25,Qualtek,HEATSHRINK PVDF 1/8"" X 4' CLEAR,1191,0,"3.22000","0","1","Q-150K","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.125"" (3.18mm)","0.062"" (1.57mm)","0.010"" (0.25mm)","Polyvinylidene Fluoride (PVDF)","Abrasion Resistant, Chemical Resistant, Cut-Through Resistant, Flame Retardant, Solvent Resistant","Clear","-55°C ~ 150°C","135°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=NT-MIL&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Raychem%20Photos/NT012K.jpg,A132333-DS-ND,NT-MIL-1/2-0-SP,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK 1/2"" BLACK,253,0,"3.34000","0","1","Military, AMS-DTL-23053/1, NT-MIL","Active","Tubing, Flexible","1.75 to 1","Digi-Spool™, Continuous Spool","0.500"" (12.70mm)","0.286"" (7.26mm)","0.048"" (1.22mm)","Polyolefin (PO)","Flame Retardant","Black","-70°C ~ 121°C","135°C"
http://multimedia.3m.com/mws/media/23031O/3mtm-heat-shrink-tubing-fp-301.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_EPS300-BLACK.jpg,3M161299-ND,FP301-1/2-48""-BLACK-100 PCS,3M,HEATSHRINK 1/2""X4' BLK 1=1PC 48"",283,0,"3.46000","0","1","FP-301","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.500"" (12.70mm)","0.250"" (6.35mm)","0.025"" (0.64mm)","Polyolefin (PO)","Flame Retardant, Solvent Resistant","Black","-55°C ~ 135°C","100°C"
http://multimedia.3m.com/mws/media/888004O/3m-heat-shrink-2013-electrical-products-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_FP-301-1-RED.jpg,3M161307-ND,FP301-1/2-48""-RED-100 PCS,3M,HEATSHRINK 1/2""X4' RED 1=1PC 48"",184,0,"3.46000","0","1","FP-301","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.500"" (12.70mm)","0.250"" (6.35mm)","0.025"" (0.64mm)","Polyolefin (PO)","Flame Retardant, Solvent Resistant, Split Resistant","Red","-55°C ~ 135°C","100°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654025_Sec3_NTFR&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/NTFR-1%5E8-0-SP.jpg,A126007-DS-ND,NTFR-1/4-0-SP,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK TUBING 1/4"" FEET,458,0,"3.47000","0","1","NTFR","Active","Tubing, Flexible","1.75 to 1","Digi-Spool™, Continuous Spool","0.250"" (6.35mm)","0.143"" (3.63mm)","0.035"" (0.89mm)","Neoprene, Irradiated","Abrasion Resistant, Flame Retardant, Fluid Resistant","Black","-70°C ~ 121°C","135°C"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electronics%20Raychem%20PDFs/RNF-100_Rev2014.pdf,//media.digikey.com/Photos/TE%20Connectivity/RNF-100-3%5E8-BK-SP.JPG,RNF012K-ND,RNF-100-1/2-BK-STK,TE Connectivity Raychem Cable Protection,HEATSHRINK RNF-100 1/2""X4' BLK,479,0,"3.59000","0","1","Thermofit RNF-100","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.500"" (12.70mm)","0.250"" (6.35mm)","0.025"" (0.64mm)","Polyolefin (PO), Irradiated","Abrasion and Cut Resistant, Flame Retardant, Fluid Resistant, Solvent Resistant, Strain Resistant","Black","-55°C ~ 135°C","95°C"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Heat-Shrink-Tubing/Shrink-Tubing/FIT3211_8?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/F221B3%5E16-BK.jpg,F3211/8BK062-ND,F3211/8 BK062,Alpha Wire,HEATSHRINK 1/8"" X 0.5' BLACK,376,7,"3.62000","0","1","FIT®-321","Active","Tubing, Flexible","3 to 1","0.500' (152.40mm, 6.00"")","0.125"" (3.18mm)","0.024"" (0.61mm)","0.037"" (0.94mm)","Polyolefin (PO)","Abrasion Resistant, Adhesive Lined, Chemical Resistant, Fluid Resistant, Heat Resistant, UV Resistant, Water Resistant","Black","-55°C ~ 125°C","110°C"
http://www.panduit.com/heiler/PartDrawings/C-HSHSTT05-GB0239KH--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/HST-RED-SERIES.jpg,298-13469-ND,HSTT19-48-Q2,Panduit Corp,HEATSHRINK 3/16"" X 4' RED,161,0,"3.68000","0","1","HSTT","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.187"" (4.75mm)","0.093"" (2.36mm)","0.020"" (0.51mm)","Polyolefin (PO), Irradiated","Flame Retardant","Red","-55°C ~ 135°C","90°C"
http://www.panduit.com/heiler/PartDrawings/C-HSHSTT05-GB0239KH--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/HST-Orange-Series.jpg,298-13470-ND,HSTT19-48-Q3,Panduit Corp,HEATSHRINK 3/16"" X 4' ORANGE,125,0,"3.68000","0","1","HSTT","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.187"" (4.75mm)","0.093"" (2.36mm)","0.020"" (0.51mm)","Polyolefin (PO), Irradiated","Flame Retardant","Orange","-55°C ~ 135°C","90°C"
http://www.qualtekusa.com/images/Heatshrink/PDFs/Q54X.pdf,//media.digikey.com/Photos/Qualtek%20Photos/Q5-4X-1%5E2-01-QB48IN-5.JPG,Q661-ND,Q5-4X-1/2-01-QB48IN-5,Qualtek,HEATSHRINK 1/2""-48"" BLACK,813,0,"3.76000","0","1","Q5-4X","Active","Tubing, Flexible","4 to 1","4.00' (1.22m)","0.472"" (11.99mm)","0.118"" (2.99mm)","0.055"" (1.40mm)","Polyolefin (PO)","Adhesive Lined, Fluid Resistant","Black","-55°C ~ 125°C","80°C"
http://www.qualtekusa.com/images/Heatshrink/PDFs/Q2F3X.pdf,//media.digikey.com/photos/Qualtek%20Photos/Q2-F3X-1-01-QB48IN-5.JPG,Q2F3X100B-ND,Q2-F3X-1-01-QB48IN-5,Qualtek,HEATSHRINK POLY 1"" BLK 4',983,80,"3.90000","0","1","Q2-F3X","Active","Tubing, Flexible","3 to 1","4.00' (1.22m)","1.000"" (25.40mm)","0.315"" (8.00mm)","0.047"" (1.19mm)","Polyolefin (PO)","Corrosion Resistant, Flame Retardant","Black","-55°C ~ 135°C","70°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=NT-MIL&DocType=DS&DocLang=English,-,A132336-DS-ND,NT-MIL-5/8-0-SP,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK 0.625"" BLACK,511,0,"3.90000","0","1","Military, AMS-DTL-23053/1, NT-MIL","Active","Tubing, Flexible","1.75 to 1","Digi-Spool™, Continuous Spool","0.625"" (15.88mm)","0.358"" (9.09mm)","0.052"" (1.32mm)","Polyolefin (PO)","Flame Retardant","Black","-70°C ~ 121°C","135°C"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Heat-Shrink-Tubing/Large-Putup-Heat-Shrink-Tubing/FIT221B3_4?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/A034C%20SERIES.JPG,A034C-4-ND,F221B3/4 CL207,Alpha Wire,HEATSHRINK 3/4 IN X 4FT CLEAR,1018,0,"4.00000","0","1","FIT®-221B","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.750"" (19.05mm)","0.375"" (9.53mm)","0.030"" (0.76mm)","Polyolefin (PO), Irradiated","Fluid Resistant","Clear","-55°C ~ 135°C","90°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RW-175&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Raychem%20Photos/RW332C.jpg,RW-175-3/64-X-STK-ND,RW-175-3/64-X-STK,TE Connectivity Raychem Cable Protection,HEATSHRINK 0.046"" X 4' CLEAR,537,0,"4.09000","0","1","RW-175","Active","Tubing, Semi Rigid","2 to 1","4.00' (1.22m)","0.046"" (1.17mm)","0.023"" (0.58mm)","0.010"" (0.25mm)","Polyvinylidene Fluoride (PVDF)","Abrasion Resistant, Chemical Resistant, Cut-Through Resistant, Flame Retardant, Fluid Resistant","Clear","-55°C ~ 175°C","175°C"
http://www.qualtekusa.com/images/Heatshrink/PDFs/Q150K.pdf,//media.digikey.com/photos/Qualtek%20Photos/Q-150K-3^16-01-QB48IN-25.JPG,QKY316B-ND,Q-150K-3/16-01-QB48IN-25,Qualtek,HEATSHRINK PVDF 3/16"" X 4' BLK,491,70,"4.15000","0","1","Q-150K","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.187"" (4.75mm)","0.095"" (2.41mm)","0.010"" (0.25mm)","Polyvinylidene Fluoride (PVDF)","Abrasion Resistant, Chemical Resistant, Cut-Through Resistant, Flame Retardant, Solvent Resistant","Black","-55°C ~ 150°C","135°C"
http://www.qualtekusa.com/images/Heatshrink/PDFs/Q150K.pdf,//media.digikey.com/photos/Qualtek%20Photos/q-150k-3%2016-02-qb48in-25.JPG,QKY316C-ND,Q-150K-3/16-02-QB48IN-25,Qualtek,HEATSHRINK PVDF 3/16"" X 4' CLR,213,0,"4.15000","0","1","Q-150K","Active","Tubing, Flexible","2 to 1","4.00' (1.22m)","0.187"" (4.75mm)","0.095"" (2.41mm)","0.010"" (0.25mm)","Polyvinylidene Fluoride (PVDF)","Abrasion Resistant, Chemical Resistant, Cut-Through Resistant, Flame Retardant, Solvent Resistant","Clear","-55°C ~ 150°C","135°C"
