Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Mounting Type","Size / Dimension","For Use With/Related Products","Material","Color"
http://www.panduit.com/heiler/PartDrawings/PM2H25_R3.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PM2H25-M.JPG,298-10520-ND,PM2H25-M,Panduit Corp,CABLE TIE MOUNT PUSH MOUNT,31513,0,"0.28000","0","1","-","Active","Single Opening","Push In - Arrowhead","0.38"" L x 0.30"" W x 0.62"" H (9.7mm x 7.6mm x 15.8mm)","M, I, S Ties","Nylon","Natural"
http://www.panduit.com/heiler/CatalogCutSheets/TM1S4-C%20Product%20Page_7.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/TMxS6-C.JPG,298-10378-ND,TM1S6-C,Panduit Corp,CABLE TIE MOUNT #6 SCREW,27897,0,"0.35000","0","1","-","Active","Dual Opening","Screw, #6 (M3)","0.51"" L x 0.32"" W x 0.23"" H (13.0mm x 8.0mm x 5.8mm)","M Ties","Nylon","Natural"
http://www.panduit.com/heiler/CatalogCutSheets/TM1S4-C%20Product%20Page_7.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/tm1s4-c.JPG,298-10385-ND,TM1S4-C,Panduit Corp,CABLE TIE MOUNT #4 SCREW,10239,0,"0.35000","0","1","-","Active","Dual Opening","Screw, #4 (M2.5)","0.51"" L x 0.32"" W x 0.23"" H (13.0mm x 8.0mm x 5.8mm)","M Ties","Nylon","Natural"
http://www.panduit.com/heiler/PartDrawings/C-WATA1SGB0239EP-R2--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/TA1S8-C.JPG,298-10371-ND,TA1S8-C,Panduit Corp,TIE ANCHOR#8 HOLE,19965,0,"0.50000","0","1","-","Active","Quad Opening","Screw, #8 (M4)","0.75"" L x 0.37"" W x 0.20"" H (19.0mm x 9.5mm x 5.0mm)","M, I, S Ties","Nylon","Natural"
http://www.panduit.com/heiler/PartDrawings/C-WAPWMS-H25-GB0239EW-r7--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PWMS-H25-C.jpg,298-1143-ND,PWMS-H25-C,Panduit Corp,CABLE TIE HLDR SNGLE PUSH MNT,43394,0,"0.51000","0","1","-","Active","Single Opening","Push In - Arrowhead, Winged","0.71"" L x 0.37"" W x 0.31"" H (18.0mm x 9.3mm x 7.9mm)","M, I, S Ties","Nylon","Natural"
http://www.panduit.com/heiler/PartDrawings/C-WAABM1M-A-GB0239DC-R3--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/ABM1M-A-M.JPG,298-10465-ND,ABM1M-A-M,Panduit Corp,CABLE TIE HLDR ADH 4=4 HOLDERS,14346,0,"0.53500","0","4","-","Active","Quad Opening - Quad Strip","Adhesive","0.50"" L x 0.50"" W x 0.16"" H (12.7mm x 12.7mm x 4.0mm)","M Ties","Nylon","White"
http://www.panduit.com/heiler/PartDrawings/C-WAABM1M-AT-GB0239DD-R4--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/ABM1M-A-M.JPG,298-12085-ND,ABM1M-AT-M,Panduit Corp,CABLE TIE HLDR ADH 4=4 HOLDERS,41674,0,"0.55750","0","4","-","Active","Quad Opening - Quad Strip","Adhesive","0.50"" L x 0.50"" W x 0.16"" H (12.7mm x 12.7mm x 4.0mm)","M Ties","Nylon, Heat Stabilized for Temperatures up to 180°F","White"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/MT2001103CST.pdf,//media.digikey.com/photos/HellermannTyton%20Photos/MBxA10xxxx.JPG,1436-1432-ND,MB4A10H4,HellermannTyton,4WAY MNT W/RBBR ADH 1.12'' WH,0,0,"0.61332","0","500","-","Active","Quad Opening","Screw, #8, Adhesive","1.12"" L x 1.12"" W x 0.22"" H (28.4mm x 28.4mm x 5.6mm)","T18 - T50 Cable Ties","Nylon","White"
http://www.panduit.com/heiler/PartDrawings/ABMM_A_09.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/ABMM-A-D.jpg,298-10388-ND,ABMM-A-D,Panduit Corp,CABLE TIE HLDR ADH 2=2 HOLDERS,41468,0,"0.65500","0","2","-","Active","Quad Opening - Paired Strip","Adhesive","0.75"" L x 0.75"" W x 0.18"" H (19.1mm x 19.1mm x 4.6mm)","M, I Ties","ABS","White"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=608802&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/608802-1.JPG,A107339-ND,608802-1,TE Connectivity Raychem Cable Protection,CABLE TIE MOUNT 4-WAY WHITE,15140,0,"0.66000","0","1","AMP-TY","Active","Quad Opening","Screw, #4, Adhesive","0.75"" L x 0.75"" W x 0.15"" H (19.1mm x 19.1mm x 3.8mm)","-","Nylon","White"
http://www.panduit.com/heiler/PartDrawings/C-WAABM1M-A-GB0239DC-R3--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_ABM1M-A-C.jpg,298-10248-ND,ABM1M-A-C,Panduit Corp,CABLE TIE HLDR ADH 4=4 HOLDERS,38108,0,"0.70250","0","4","-","Active","Quad Opening - Quad Strip","Adhesive","0.50"" L x 0.50"" W x 0.16"" H (12.7mm x 12.7mm x 4.0mm)","M Ties","Nylon","White"
http://www.panduit.com/heiler/CatalogCutSheets/ABM1M-A-C%20Product%20Page.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_ABM1M-AT-C.jpg,298-10249-ND,ABM1M-AT-C,Panduit Corp,CABLE TIE HLDR ADH 4=4 HOLDERS,29542,0,"0.73000","0","4","-","Active","Quad Opening - Quad Strip","Adhesive","0.50"" L x 0.50"" W x 0.16"" H (12.7mm x 12.7mm x 4.0mm)","M Ties","Nylon, Heat Stabilized for Temperatures up to 180°F","White"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/MT2001102CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MB3A10M4.JPG,1436-1507-ND,MB3A10C2,HellermannTyton,4WAY MOUNT W/RBBR ADH .75'' WH,7700,0,"0.77740","0","100","-","Active","Quad Opening","Screw, #4, Adhesive","0.75"" L x 0.75"" W x 0.18"" H (19.1mm x 19.1mm x 4.6mm)","T18, T30 Cable Ties","Nylon","White"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/MT2001102CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MB3A0xx.JPG,1436-1360-ND,MB3A0C2,HellermannTyton,4WAY MNT W/RBBR ADH .75'X.75'' B,4500,0,"0.85510","0","100","-","Active","Quad Opening","Screw, #4, Adhesive","0.75"" L x 0.75"" W x 0.18"" H (19.1mm x 19.1mm x 4.6mm)","T18, T30 Cable Ties","Nylon","Black"
http://www.essentracomponents.com.sg/images-line/pdfs/FTH-6.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/FTH-6-01-M.jpg,RPC1199-ND,FTH-6-01-M,Essentra Components,TIE HOLD FLT WIT-60 3/8"" ADH,58144,0,"0.97000","0","1","FTH","Active","Single Opening","Push In - Arrowhead, Winged","0.62"" L x 0.28"" W x 0.69"" H (15.9mm x 7.1mm x 17.5mm)","WIT-18 through -60 and QTE-18 through -50 Ties","Nylon, Flame Retardant","Natural"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/MT2001102CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MB3A10M4.JPG,1436-1368-ND,MB3A10A2C2,HellermannTyton,4WAY SCRW MNT W/ACRY .75X.75'' W,9400,0,"0.97160","0","100","-","Active","Quad Opening","Screw, #4, Adhesive","0.75"" L x 0.75"" W x 0.18"" H (19.1mm x 19.1mm x 4.6mm)","T18, T30 Cable Ties","Nylon","White"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/16-0338-001-CSU.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_151-016xx.jpg,1436-1930-ND,151-01629,HellermannTyton,"HB ADH BASE .75"" X .75"", .14"" MA",3500,0,"0.98640","0","100","-","Active","Quad Opening","Adhesive","0.75"" L x 0.75"" W x 0.19"" H (19.1mm x 19.1mm x 4.8mm)","T18, T30 Cable Ties","Nylon, Impact Resistant, Heat Stabilized, UV Resistant","Black"
http://www.panduit.com/heiler/PartDrawings/ABMM_A_09.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_ABMM-A-C.jpg,298-1116-ND,ABMM-A-C,Panduit Corp,CABLE TIE HLDR ADH 2=2 HOLDERS,29838,0,"1.00000","0","2","-","Active","Quad Opening - Paired Strip","Adhesive","0.75"" L x 0.75"" W x 0.18"" H (19.1mm x 19.1mm x 4.6mm)","M, I Ties","ABS","White"
http://www.panduit.com/heiler/CatalogCutSheets/ABM1M-A-C%20Product%20Page.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/ABMM-AT-C.jpg,298-10380-ND,ABMM-AT-C,Panduit Corp,CABLE TIE HLDR ADH 2=2 HOLDERS,17731,0,"1.07500","0","2","-","Active","Quad Opening - Paired Strip","Adhesive","0.75"" L x 0.75"" W x 0.18"" H (19.1mm x 19.1mm x 4.6mm)","M, I Ties","ABS, Heat Stabilized for Temperatures up to 180°F","White"
http://www.panduit.com/heiler/CatalogCutSheets/ABM1M-A-C%20Product%20Page.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/ABMM-AT-C0.jpg,298-10250-ND,ABMM-AT-C0,Panduit Corp,CABLE TIE HLDR ADH 2=2 HOLDERS,22525,0,"1.14500","0","2","-","Active","Quad Opening - Paired Strip","Adhesive","0.75"" L x 0.75"" W x 0.18"" H (19.1mm x 19.1mm x 4.6mm)","M, I Ties","ABS, Heat Stabilized for Temperatures up to 180°F, Weather Resistant","Black"
http://www.essentracomponents.com.sg/images-line/pdfs/FTH-7.pdf,//media.digikey.com/photos/Richco%20Photos/FTH-7-01A-RT.jpg,RP302-ND,FTH-7A-RT-M,Essentra Components,HOLDER FLAT TIE W/TAPE NATURAL,17193,0,"1.15000","0","1","FTH","Active","Quad Opening","Screw, #8 (M4), Adhesive","1.00"" L x 1.00"" W x 0.28"" H (25.4mm x 25.4mm x 7.1mm)","WIT-50, 60 and QTE-50 Ties","Nylon, Flame Retardant","Natural"
http://www.panduit.com/heiler/PartDrawings/C-WAABM100-A-GB0033BA-R6B--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_ABM100-A-C.jpg,298-1118-ND,ABM100-A-C,Panduit Corp,CABLE TIE HLDR ADH 2=2 HOLDERS,10288,0,"1.25500","0","2","-","Active","Quad Opening - Paired Strip","Adhesive, Screw, #6 (M3)","1.00"" L x 1.00"" W x 0.20"" H (25.4mm x 25.4mm x 5.1mm)","M, I, S Ties","Nylon","White"
http://www.panduit.com/heiler/CatalogCutSheets/ABM1M-A-C%20Product%20Page.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/Panduit-ABM2S-A-C.jpg,298-10251-ND,ABM2S-A-C,Panduit Corp,CABLE TIE HLDR ADH 2=2 HOLDERS,3914,0,"1.25500","0","2","-","Active","Quad Opening - Paired Strip","Adhesive, Screw, #6 (M3)","1.00"" L x 1.00"" W x 0.17"" H (25.4mm x 25.4mm x 4.2mm)","M, I, S Ties","ABS","White"
http://www.panduit.com/heiler/PartDrawings/C-WAABM100AT--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/ABM100-AT-C0.JPG,298-10386-ND,ABM100-AT-C0,Panduit Corp,CABLE TIE HLDR ADH 2=2 HOLDERS,18918,0,"1.50000","0","2","-","Active","Quad Opening - Paired Strip","Adhesive, Screw, #6 (M3)","1.00"" L x 1.00"" W x 0.20"" H (25.4mm x 25.4mm x 5.1mm)","M, I, S Ties","Nylon, Heat Stabilized for Temperatures up to 180°F, Weather Resistant","Black"
http://www.essentracomponents.com.sg/images-line/pdfs/FTH-31.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/FTH-31-01.JPG,RPC1090-ND,FTH-31-01,Essentra Components,EDGE CLIP TIE HOLDR BLK 0.8-3MM,19114,0,"1.58000","0","1","FTH","Active","Quad Opening","Edge Mount","0.63"" L x 0.43"" W x 0.57"" H (16.0mm x 10.8mm x 14.5mm)","WIT-30 through -50,  WITE-30 through -50 and QTE-18 through -50 Ties","Nylon, Flame Retardant","Black"
"//media.digikey.com/pdf/Data%20Sheets/Panduit%20PDFs/SGABM25(A,AV,AT)_Dwg.pdf",//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_SGABM25-AV-C300.jpg,298-10682-ND,SGABM25-AV-C300,Panduit Corp,CABLE TIE HLDR ADH 2=2 HOLDERS,12908,0,"1.86500","0","2","Super-Grip®","Active","Quad Opening - Paired Strip","Adhesive, Screw, #6","1.00"" L x 1.00"" W x 0.33"" H (25.4mm x 25.4mm x 8.4mm)","Super-Grip® SGM, SGI, SGS Ties","Nylon, Heat Stabilized, Weather Resistant","Black"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3240706,//media.digikey.com/Photos/Phoenix%20Photos/MFG_3240706.jpg,277-12086-ND,3240706,Phoenix Contact,CABLE TIE BASE,25441,122300,"0.10000","0","1","WT-BASE","Active","Quad Opening","Adhesive, Screw","0.75"" L x 0.75"" W x 0.20"" H (19.1mm x 19.1mm x 5.0mm)","Cable Ties up to 0.157"" (4.0mm) Width","ABS, Halogen Free","Transparent"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3240707,//media.digikey.com/Photos/Phoenix%20Photos/MFG_3240707.jpg,277-16905-ND,3240707,Phoenix Contact,CABLE TIE BASE,12079,0,"0.10000","0","1","WT-BASE","Active","Quad Opening","Adhesive, Screw","0.75"" L x 0.75"" W x 0.20"" H (19.1mm x 19.1mm x 5.0mm)","Cable Ties up to 0.157"" (4.0mm) Width","ABS, Halogen Free","Black"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3240702.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_3240702.jpg,277-11178-ND,3240702,Phoenix Contact,CABLE TIE BASE,3148,0,"0.10000","0","1","WT-BASE","Active","Dual Opening","Screw","0.59"" L x 0.37"" W x 0.28"" H (15.0mm x 9.5mm x 7.0mm)","Cable Ties up to 0.197"" (5.0mm) Width","Nylon, Halogen Free","Transparent"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3240703,//media.digikey.com/Photos/Phoenix%20Photos/MFG_3240703.jpg,277-16294-ND,3240703,Phoenix Contact,CABLE TIE BASE,1111,0,"0.10000","0","1","WT-BASE","Active","Dual Opening","Screw","0.59"" L x 0.37"" W x 0.28"" H (15.0mm x 9.5mm x 7.0mm)","Cable Ties up to 0.197"" (5.0mm) Width","Nylon, Halogen Free","Black"
//media.digikey.com/pdf/Data%20Sheets/Belden%20PDFs/PPC_Diamond_Catalog.pdf,//media.digikey.com/Photos/Belden/DT-MP-1000-9-C.JPG,BEL8891-ND,DT-MP-750-9-C,Belden Inc.,TIE HOLDER 0.75"" NATURAL,2000,0,"0.11430","0","100","Diamond®","Active","Quad Opening - Paired Strip","Adhesive, Screw, #6","0.74"" L x 0.74"" W x 0.19"" H (18.8mm x 18.8mm x 4.8mm)","Cable Ties","Nylon","Natural"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1242890.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_TMS001A.jpg,RPC5518-ND,TMS001A,Essentra Components,CBL TIE HLDR SCREW MNT #6 NATURA,5900,0,"0.14610","0","100","TMA","Active","Dual Opening","Screw, #6 (M3)","0.75"" L x 0.37"" W x 0.20"" H (19.0mm x 9.5mm x 5.0mm)","Cable Ties up to 0.189"" (4.8mm) Width","Nylon 6.6","Natural"
http://www.panduit.com/heiler/PartDrawings/C-CTPUM-049-C0--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/PUM-049-C30.JPG,298-10237-ND,PUM-049-C30,Panduit Corp,CABLE TIE MOUNT THRO PANEL HOLE,8480,0,"0.15640","0","100","-","Active","Single Opening","Push In - Ribbed Shaft","0.67"" Dia x 0.54"" H (17.0mm x 13.8mm)","M, I, S Ties","Nylon, Heat Stabilized for Temperatures up to 239°F","Black"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/151-31106.pdf,//media.digikey.com/photos/HellermannTyton%20Photos/CTAM110xx.JPG,1436-1111-ND,CTAM110M4,HellermannTyton,ANCHOR .17"" DIA .2"" MAX WDTH WH,5000,0,"0.15682","0","1000","-","Active","Single Opening","Screw, #8","0.80"" L x 0.40"" W x 0.20"" H (20.3mm x 10.2mm x 5.1mm)","T18 - T50 Cable Ties","Nylon","White"
http://rd.phoenixcon.com/aspapps/splashproc/mediaDLs/77/PhoenixContact_Marking_Systems_2013-2014_Catalog.zip,//media.digikey.com/Photos/Phoenix%20Photos/MFG_3240707.jpg,277-17475-ND,3240709,Phoenix Contact,CABLE TIE BASE,3640,3300,"0.16000","0","1","WT-BASE","Active","Quad Opening","Adhesive, Screw","1.06"" L x 1.06"" W x 0.26"" H (27.0mm x 27.0mm x 6.5mm)","Cable Ties up to 0.236"" (6.0mm) Width","ABS, Halogen Free","Black"
http://rd.phoenixcon.com/aspapps/splashproc/mediaDLs/77/PhoenixContact_Marking_Systems_2013-2014_Catalog.zip,//media.digikey.com/Photos/Phoenix%20Photos/MFG_3240706.jpg,277-12539-ND,3240708,Phoenix Contact,CABLE TIE BASE,3021,0,"0.17000","0","1","WT-BASE","Active","Quad Opening","Adhesive, Screw","1.06"" L x 1.06"" W x 0.26"" H (27.0mm x 27.0mm x 6.5mm)","Cable Ties up to 0.236"" (6.0mm) Width","ABS, Halogen Free","Transparent"
http://www.panduit.com/heiler/PartDrawings/GB0239MJ%20A%20RV%2010B%20PUM-071-_30.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PUM-071.JPG,298-15591-ND,PUM-071-M30,Panduit Corp,PUSH MOUNT .25-.28 6.3MM -,5900,0,"0.19871","0","1000","-","Active","Single Opening","Push In - Ribbed Shaft","0.65"" Dia x 0.67"" H (16.5mm x 17.0mm)","M, I, S Ties","Nylon 6.6, Heat Stabilized","Black"
http://www.keyelco.com/product-pdf.cfm?p=2674,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_8860.jpg,36-8860-ND,8860,Keystone Electronics,TIE CABLE ROUTING CLIP .187 NYLN,6688,0,"0.20000","0","1","-","Active","Single Opening","Push In - Push Rivet","0.38"" L x 0.32"" W x 0.40"" H (9.7mm x 8.2mm x 10.2mm)","Cable Ties","Nylon","Natural"
http://www.panduit.com/heiler/PartDrawings/GB0239MJ%20A%20RV%2010B%20PUM-071-_30.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PUM-071.JPG,298-10238-ND,PUM-071-C30,Panduit Corp,CABLE TIE MOUNT THRO PANEL HOLE,3200,0,"0.20210","0","100","-","Active","Single Opening","Push In - Ribbed Shaft","0.67"" Dia x 0.66"" H (17.0mm x 16.9mm)","M, I, S Ties","Nylon, Heat Stabilized for Temperatures up to 239°F","Black"
http://www.panduit.com/heiler/PartDrawings/LPMM_04.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/LPMM-S5-M.jpg,298-10419-ND,LPMM-S5-M,Panduit Corp,CABLE TIE MOUNT #5 SCREW,11677,0,"0.25000","0","1","-","Active","Single Opening","Screw, #5 (M3)","0.40"" L x 0.32"" W x 0.10"" H (10.2mm x 8.1mm x 2.5mm)","M Ties","Nylon","Natural"
http://www.panduit.com/heiler/PartDrawings/C-WATM2S6-GB0239EM-r6--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_TMXXX-X.jpg,298-15899-ND,TM2S8-M,Panduit Corp,CABLE TIE MOUNT #8 SCREW,22106,0,"0.28000","0","1","-","Active","Dual Opening","Screw, #8 (M4)","0.63"" L x 0.42"" W x 0.27"" H (16.0mm x 10.8mm x 7.0mm)","M, I, S Ties","Nylon","Natural"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/MT2003100SER.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/CTM310M4.JPG,1436-1142-ND,CTM310M4,HellermannTyton,CABLE TIE MNT .2"" DIA WHITE,3000,0,"0.28027","0","1000","-","Active","Dual Opening","Screw, #10","0.86"" L x 0.61"" W x 0.37"" H (21.8mm x 15.5mm x 9.4mm)","T18 - T120 Cable Ties","Nylon","White"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/MT2003100SER.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/CTM010M4.JPG,1436-1315-ND,CTM010C2,HellermannTyton,MOUNT .15"" DIA 0.2""W WHITE,8305,0,"0.28200","0","100","-","Active","Dual Opening","Screw, #6","0.58"" L x 0.38"" W x 0.27"" H (14.7mm x 9.6mm x 6.8mm)","T18 - T50 Cable Ties","Nylon","White"
https://katalog.we-online.de/em/datasheet/530909100.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/530909100.jpg,732-12421-ND,530909100,Wurth Electronics Inc.,"TWO-WAY BASE, SELF-ADHESIVE 13,0",3840,0,"0.29000","0","1","WA-CTIB","Active","Quad Opening","Adhesive","0.51"" L x 0.51"" W x 0.13"" H (12.9mm x 12.9mm x 3.3mm)","Cable Ties","Nylon 6.6","Natural"
https://katalog.we-online.de/em/datasheet/530909200.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/530909100.jpg,732-12422-ND,530909200,Wurth Electronics Inc.,"TWO-WAY BASE, SELF-ADHESIVE 20,1",2170,0,"0.29000","0","1","WA-CTIB","Active","Quad Opening","Adhesive","0.79"" L x 0.79"" W x 0.19"" H (20.1mm x 20.1mm x 4.8mm)","Cable Ties","Nylon 6.6","Natural"
http://www.panduit.com/heiler/PartDrawings/MBMS-S10Y_00.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MBMS-S10-CY.jpg,298-10421-ND,MBMS-S10-MY,Panduit Corp,CABLE TIE MOUNT #10 SCREW,5372,0,"0.30000","0","1","-","Active","Single Opening","Screw, #10 (M5)","1.00"" L x 0.50"" W x 0.14"" H (25.4mm x 12.7mm x 3.6mm)","M, I, S Ties","Aluminum","Silver"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/FTH-34-01.jpg,RPC1197-ND,FTH-34-01,Essentra Components,CBL TIE HLDR SCREW MNT NATURAL,23963,0,"0.30119","0","1000","FTH","Active","Quad Opening","Screw, #8 (M4)","0.75"" L x 0.37"" W x 0.20"" H (19.0mm x 9.5mm x 5.0mm)","WIT-18 through -60 and QTE-18 through -50 Ties","Nylon, Flame Retardant","Natural"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/MT2003100SER.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/CTM30xx.jpg,1436-1150-ND,CTM30M4,HellermannTyton,CABLE TIE MNT .2"" DIA BLACK,3000,0,"0.30832","0","1000","-","Active","Dual Opening","Screw, #10","0.86"" L x 0.61"" W x 0.37"" H (21.8mm x 15.5mm x 9.4mm)","T18 - T120 Cable Ties","Nylon","Black"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/MT2003100SER.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/CTM10xx.JPG,1436-1318-ND,CTM10C2,HellermannTyton,MOUNT .19""DIA 0.2""W BLACK,10400,0,"0.30980","0","100","-","Active","Dual Opening","Screw, #8","0.58"" L x 0.37"" W x 0.27"" H (14.7mm x 9.4mm x 6.8mm)","T18 - T50 Cable Ties","Nylon","Black"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/MT2009001SER.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/CTAM210M4.JPG,1436-1320-ND,CTAM210C2,HellermannTyton,ANCHOR MOUNT .2"" DIA 0.2""W WHITE,5000,0,"0.31050","0","100","-","Active","Single Opening","Screw, #10","0.80"" L x 0.40"" W x 0.20"" H (20.3mm x 10.2mm x 5.1mm)","T18 - T50 Cable Ties","Nylon","White"
http://www.panduit.com/heiler/PartDrawings/C-WATA1SGB0239EP-R2--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_TA1S8-M0.jpg,298-15879-ND,TA1S8-M0,Panduit Corp,TIE ANCHOR,2604,0,"0.32000","0","1","-","Active","Quad Opening","Screw, #8 (M4)","0.75"" L x 0.37"" W x 0.20"" H (19.0mm x 9.5mm x 5.0mm)","M, I, S Ties","Nylon, Weather Resistant","Black"
http://www.panduit.com/heiler/PartDrawings/PM2H25_R3.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/pm2h25-m0.JPG,298-9968-ND,PM2H25-M0,Panduit Corp,PUSH MNT,16513,0,"0.34000","0","1","-","Active","Single Opening","Push In - Arrowhead","0.38"" L x 0.30"" W x 0.62"" H (9.7mm x 7.6mm x 15.8mm)","M, I, S Ties","Nylon, Weather Resistant","Black"
http://www.panduit.com/heiler/PartDrawings/C-WAPWMS-H25-GB0239EW-r7--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PWMS-H25-C.jpg,298-15737-ND,PWMS-H25-M,Panduit Corp,CABLE TIE HLDR SNGLE PUSH MNT,46697,0,"0.37000","0","1","-","Active","Single Opening","Push In - Arrowhead, Winged","0.71"" L x 0.37"" W x 0.31"" H (18.0mm x 9.3mm x 7.9mm)","M, I, S Ties","Nylon","Natural"
http://www.panduit.com/heiler/PartDrawings/LPMM_04.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_LPMM-S2-C.jpg,298-14920-ND,LPMM-S2-C,Panduit Corp,LOW PROFILE MNT,17307,0,"0.38000","0","1","-","Active","Single Opening","Screw, #2 (M2)","0.40"" L x 0.32"" W x 0.10"" H (10.2mm x 8.1mm x 2.5mm)","M Ties","Nylon","Natural"
http://www.panduit.com/heiler/PartDrawings/LPMM_04.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_LPMM-S5-C.jpg,298-14921-ND,LPMM-S5-C,Panduit Corp,LOW PROFILE MNT,2966,0,"0.38000","0","1","-","Active","Single Opening","Screw, #5 (M3)","0.40"" L x 0.32"" W x 0.10"" H (10.2mm x 8.1mm x 2.5mm)","M Ties","Nylon","Natural"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/MT2001102CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MB3A10M4.JPG,1436-1166-ND,MB3A10M4,HellermannTyton,4WAY MNT W/RBBR ADH .75'' WH,3079,0,"0.40771","0","1000","-","Active","Quad Opening","Screw, #4, Adhesive","0.75"" L x 0.75"" W x 0.18"" H (19.1mm x 19.1mm x 4.6mm)","T18, T30 Cable Ties","Nylon","White"
http://www.panduit.com/heiler/SelectionGuides/ABM%20Guide%20SA102N90-WA.PDF,//media.digikey.com/Photos/Panduit%20Corp%20Photos/TM1S4-C0.JPG,298-15885-ND,TM1S4-C0,Panduit Corp,CABLE TIE MOUNT #4 SCREW WR,1125,0,"0.43000","0","1","-","Active","Dual Opening","Screw, #4 (M2.5)","0.51"" L x 0.32"" W x 0.23"" H (13.0mm x 8.0mm x 5.8mm)","M Ties","Nylon, Weather Resistant","Black"
