Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Mounting Type","Size / Dimension","For Use With/Related Products","Material","Color"
http://www.essentracomponents.com.sg/images-line/pdfs/FTH-14X.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/FTH-13R-01-C.JPG,RPC1325-ND,FTH-14S-01-C,Essentra Components,CBL TIE HLDR SCREW MNT NATURAL,746,0,"1.43000","0","1","FTH","Active","Dual Opening","Screw, 1/4"" (M6)","0.88"" L x 0.62"" W x 0.39"" H (22.2mm x 15.7mm x 9.8mm)","WIT-18 through -120 and QTE-18 through -120 Ties","Nylon, Flame Retardant","Natural"
http://www.panduit.com/heiler/Brochures/SA-WACB06%20(ABM%20Brochure)2.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/FCM1.2-A-C14.jpg,298-1310-ND,FCM1.2-A-C14,Panduit Corp,CABLE MNT ADH FOAM GRY NYL 1.2"",462,0,"1.46000","0","1","-","Active","Single Opening","Screw, #6, Adhesive","1.37"" L x 1.00"" W x 0.39"" H (34.8mm x 25.4mm x 9.9mm)","-","Nylon","Gray"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/MT2024053CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/151-00644.jpg,1436-1811-ND,151-00644,HellermannTyton,SOC8FT6 TAPE CLIP,750,0,"1.57700","0","50","-","Active","Dual Opening, Swivel","-","0.93"" L x 0.80"" W x 0.71"" H (23.6mm x 20.3mm x 18.0mm)","T50 - T250 Cable Ties","Nylon 6.6, Heat Stabilized","Black"
-,//media.digikey.com/Photos/HellermannTyton%20Photos/MSMP5%20109C2.jpg,1436-1397-ND,MSMP6/109C2,HellermannTyton,MNTNG PLTS .618''X9.58'' NATURAL,100,0,"1.83730","0","100","-","Active","Multiple Opening","Screw, #10 (M5)","9.58"" L x 0.62"" W x 0.21"" H (243.3mm x 15.7mm x 5.3mm)","T18 - T120 Cable Ties","Nylon","Natural"
http://www.panduit.com/heiler/CatalogCutSheets/ABM1M-A-C%20Product%20Page.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_ABM3H-A-L.jpg,298-1119-ND,ABM3H-A-L,Panduit Corp,CABLE TIE HLDR ADH 2=2 HOLDERS,274,0,"1.85500","0","2","-","Active","Quad Opening - Paired Strip","Adhesive, Screw, #6 (M3)","1.50"" L x 1.50"" W x 0.25"" H (38.1mm x 38.1mm x 6.4mm)","M, I, S, LH, H Ties","Nylon","White"
http://www.panduit.com/heiler/PartDrawings/C-WAFCM325-GB0239JE--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/FCM3.25-S6-L14.jpg,298-1317-ND,FCM3.25-S6-L14,Panduit Corp,CABLE MNT #6 SCREW GRY NYL 3.25"",287,0,"1.93000","0","1","-","Active","Single Opening","Screw, #6","3.38"" L x 1.00"" W x 0.60"" H (85.9mm x 25.4mm x 15.2mm)","-","Nylon","Gray"
http://www.essentracomponents.com.sg/images-line/pdfs/FTH-RKW.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_FTH-RKW-1A.jpg,RPC2183-ND,FTH-RKW-1A,Essentra Components,"CBL TIE HOLDER, ADHESIVE MOUNT,",328,0,"3.95000","0","1","FTH","Active","Dual Opening","Adhesive","2.50"" L x 1.00"" W x 0.210"" H (63.5mm x 25.4mm x 5.3mm)","RKW Hook and Loop Ties up to 0.500"" (12.7mm) Width","Polyethylene","Black"
http://www.panduit.com/heiler/PartDrawings/C-CTPUM-049-C0--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_PUM-049.jpg,298-20257-ND,PUM-049-C0,Panduit Corp,PUSH MOUNT .18-.19 4.6MM -,800,0,"0.16450","0","100","-","Active","Single Opening","Push In - Ribbed Shaft","0.65"" Dia x 0.54"" H (16.5mm x 13.7mm)","M, I, S Ties","Nylon 6.6, Weather Resistant","Black"
http://www.panduit.com/heiler/PartDrawings/GB0239MJ A RV 10B PUM-071-_30.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PUM-071.JPG,298-20259-ND,PUM-071-C0,Panduit Corp,PUSH MOUNT .25-.28 6.3MM -,1000,0,"0.21250","0","100","-","Active","Single Opening","Push In - Ribbed Shaft","0.65"" Dia x 0.67"" H (16.5mm x 17.0mm)","M, I, S Ties","Nylon 6.6, Heat Stabilized","Black"
http://www.panduit.com/heiler/PartDrawings/C-WATA1SGB0239EP-R2--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/TA1S10-M0.jpg,298-15878-ND,TA1S10-M0,Panduit Corp,TIE ANCHOR,675,0,"0.31000","0","1","-","Active","Quad Opening","Screw, #10 (M5)","0.75"" L x 0.37"" W x 0.20"" H (19.0mm x 9.5mm x 5.0mm)","M, I, S Ties","Nylon, Weather Resistant","Black"
http://www.panduit.com/heiler/PartDrawings/GB3150FJ_SGTM1_00.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_SGTM-Series_WHT.jpg,298-20381-ND,SGTM1S6-C,Panduit Corp,TIE MNT .5113.0MMW #6 SCREW M3,1000,0,"0.33000","0","1","Super-Grip®","Active","Dual Opening","Screw, #6 (M3)","0.51"" L x 0.38"" W x 0.22"" H (13.0mm x 9.7mm x 5.6mm)","Super-Grip® SGM Ties","Nylon 6.6","Natural"
http://www.panduit.com/heiler/PartDrawings/GB0239MM A RV 06B PUM-100-_30.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_PUM-100.jpg,298-20261-ND,PUM-100-C0,Panduit Corp,PUSH MOUNT .35-.40 9.0MM -,800,0,"0.34880","0","100","-","Active","Single Opening","Push In - Ribbed Shaft","0.64"" Dia x 0.67"" H (16.2mm x 17.0mm)","M, I, S Ties","Nylon 6.6, Heat Stabilized","Black"
http://www.panduit.com/heiler/PartDrawings/C-WATM2S6-GB0239EM-r6--ENG.pdf,-,298-20431-ND,TM2S6-M30,Panduit Corp,CABLE TIE MOUNT #6 SCREW,910,0,"0.35000","0","1","-","Active","Dual Opening","Screw, #6 (M3)","0.63"" L x 0.42"" W x 0.27"" H (16.0mm x 10.8mm x 7.0mm)","M, I, S Ties","Nylon, Heat Stabilized for Temperatures up to 239°F","Black"
http://www.panduit.com/heiler/PartDrawings/TMSTLH_R7.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/TMSTLHS6-M0.JPG,298-9965-ND,TMSTLHS6-M0,Panduit Corp,TIE MNT THREADED STUD 1/4""  M6,1000,0,"0.38000","0","1","-","Active","Quad Opening","Stud, 1/4"" (M6)","1.25"" L x 0.48"" W x 0.95"" H (31.8mm x 12.2mm x 24.1mm)","M, I, S, LH, H Ties","Nylon, Impact Resistant, Weather Resistant","Black"
http://www.panduit.com/heiler/PartDrawings/GB0239CM%20A%20RV%2000B%20TM_A.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_TM1A.jpg,298-15884-ND,TM1A-C,Panduit Corp,TIE MNT USER SUPPLY ADHESIVE,605,0,"0.39000","0","1","-","Active","Dual Opening","Adhesive","0.51"" L x 0.32"" W x 0.23"" H (13.0mm x 8.0mm x 5.8mm)","M Ties","Nylon","Natural"
http://www.panduit.com/heiler/PartDrawings/GB3150FJ_SGTM1_00.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_SGTM-Series_BLK.jpg,298-20382-ND,SGTM1S6-C0,Panduit Corp,TIE MNT .5113.0MMW #6 SCREW M3,430,0,"0.39000","0","1","Super-Grip®","Active","Dual Opening","Screw, #6 (M3)","0.51"" L x 0.38"" W x 0.22"" H (13.0mm x 9.7mm x 5.6mm)","Super-Grip® SGM Ties","Nylon 6.6, Weather Resistant","Black"
http://www.essentracomponents.com.sg/images-line/pdfs/FTH-7.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_FTH-x-UVB-M.jpg,RPC4006-ND,FTH-7-UVB-M,Essentra Components,CBL TIE HLDR SCREW MNT BLK 1X1"",1000,0,"0.45287","0","1000","FTH","Active","Quad Opening","Screw, #8 (M4)","1.00"" L x 1.00"" W x 0.28"" H (25.4mm x 25.4mm x 7.1mm)","WIT-50, 60 and QTE-50 Ties","Nylon, Flame Retardant, UV Resistant","Black"
http://www.panduit.com/heiler/PartDrawings/TM1S_R8.pdf,-,298-20428-ND,TM1S6-M69,Panduit Corp,CABLE TIE MOUNT #6 SCREW FR,1000,0,"0.47000","0","1","-","Active","Dual Opening","Screw, #6 (M3)","0.51"" L x 0.32"" W x 0.23"" H (13.0mm x 8.0mm x 5.8mm)","M Ties","Nylon, Flame Retardant","Ivory"
http://www.panduit.com/heiler/PartDrawings/TM2R-TM3R_REV9.pdf,-,298-20435-ND,TM3R6-M,Panduit Corp,CABLE TIE MNT RIVET/SCREW 3/16"",1000,0,"0.47000","0","1","-","Active","Dual Opening","Rivet or Screw, 3/16"" (M3)","0.86"" L x 0.61"" W x 0.37"" H (21.8mm x 15.9mm x 9.5mm)","M, I, S, LH Ties","Nylon","Natural"
http://www.panduit.com/heiler/PartDrawings/TMSTLH_R7.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/TMSTLHS6-M0.JPG,298-15920-ND,TMSTLHS6-C0,Panduit Corp,TIE MNT THREADED STUD 1/4""  M6,600,0,"0.47000","0","1","-","Active","Quad Opening","Stud, 1/4"" (M6)","1.25"" L x 0.48"" W x 0.95"" H (31.8mm x 12.2mm x 24.1mm)","M, I, S, LH, H Ties","Nylon, Impact Resistant, Weather Resistant","Black"
http://www.panduit.com/heiler/PartDrawings/GB2987CE_STGA1_02.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_SGTA1S8-C0.jpg,298-20380-ND,SGTA1S8-C0,Panduit Corp,TIE ANCHOR MNT #8 SCREW M4 NYLON,500,0,"0.47000","0","1","Super-Grip®","Active","Single Opening","Screw, #8 (M4)","0.80"" L x 0.37"" W x 0.22"" H (20.4mm x 9.4mm x 5.6mm)","Super-Grip® SGM, SGI, SGS Ties","Nylon, Weather Resistant","Black"
http://www.panduit.com/heiler/CatalogCutSheets/SG100M-C%20Product%20Page.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_SGTM-Series_WHT.jpg,298-15867-ND,SGTM2S8-C,Panduit Corp,SUPER GRIP TIE MNT,740,0,"0.49000","0","1","Super-Grip®","Active","Dual Opening","Screw, #8","0.63"" L x 0.42"" W x 0.27"" H (16.0mm x 10.8mm x 7.0mm)","Super-Grip® SGM, SGI, SGS Ties","Nylon","White"
http://www.essentracomponents.com.sg/images-line/pdfs/MFTH-2.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_MFTH-2-01A-RT-C.jpg,RPC4337-ND,MFTH-2-01A1-M,Essentra Components,CBL TIE HLDR ADH MNT NAT .50"" SQ,1000,0,"0.50017","0","1000","MFTH","Active","Quad Opening","Adhesive","0.50"" L x 0.50"" W x 0.14"" H (12.7mm x 12.7mm x 3.5mm)","WIT-18 and QTE-18 Ties","Nylon, Flame Retardant","Natural"
http://www.panduit.com/heiler/CatalogCutSheets/PM2H25-C%20Product%20Page.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/pbms-h25-m0.JPG,298-20027-ND,PBMS-H25-M30,Panduit Corp,PUSH BUTTON MNT,1000,0,"0.52000","0","1","-","Active","Single Opening","Push In - Reverse Snap Lock","0.42"" Dia x 0.40"" H (10.7mm x 10.2mm)","M, I, S Ties","Nylon, Heat Stabilized for Temperatures up to 239°F","Black"
http://www.panduit.com/heiler/PartDrawings/GB0239ME_PBMSL-H25_01.pdf,-,298-20028-ND,PBMSL-H25-M30,Panduit Corp,CABLE TIE MOUNT PUSH MOUNT,1000,0,"0.53000","0","1","-","Active","Single Opening","Push In - Reverse Snap Lock","0.42"" Dia x 0.55"" H (10.7mm x 14.0mm)","M, I, S Ties","Nylon, Heat Stabilized for Temperatures up to 239°F","Black"
http://www.panduit.com/heiler/CatalogCutSheets/PM2H25-C%20Product%20Page.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/pbms-h25-m0.JPG,298-15212-ND,PBMS-H25-C14,Panduit Corp,PUSH BUTTON MNT,700,0,"0.53000","0","1","-","Active","Single Opening","Push In - Reverse Snap Lock","0.42"" Dia x 0.40"" H (10.7mm x 10.2mm)","M, I, S Ties","Nylon","Gray"
http://www.panduit.com/heiler/PartDrawings/GB0239CM%20A%20RV%2000B%20TM_A.pdf,"//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_TM(1.5,2)A.jpg",298-12042-ND,TM2A-C,Panduit Corp,TIE MNT USER SUPPLY ADHESIVE,515,0,"0.53000","0","1","-","Active","Dual Opening","Adhesive","0.63"" L x 0.42"" W x 0.27"" H (16.0mm x 10.8mm x 7.0mm)","M, I, S Ties","Nylon","Natural"
http://www.panduit.com/heiler/PartDrawings/C-WAKIMS-GB0239EE--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_KIMS-H366.jpg,298-19826-ND,KIMS-H366-C2,Panduit Corp,KNOCK-IN MNT,1000,0,"0.55000","0","1","-","Active","Single Opening","Push In - Push Rivet","0.49"" L x 0.53"" W x 0.73"" H (12.4mm x 13.5mm x 18.7mm)","M, I, S Ties","Nylon","Red"
http://www.panduit.com/heiler/PartDrawings/GB0239CM%20A%20RV%2000B%20TM_A.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_TM3A.jpg,298-20434-ND,TM3A-M,Panduit Corp,CABLE TIE MOUNT ADH,1000,0,"0.55000","0","1","-","Active","Dual Opening","Adhesive","0.87"" L x 0.62"" W x 0.37"" H (22.2mm x 15.8mm x 9.5mm)","M, I, S, LH Ties","Nylon","Natural"
http://www.panduit.com/heiler/PartDrawings/GB2987BE_SGTM2_02.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_SGTM-Series_BLK.jpg,298-15866-ND,SGTM2S8-C0,Panduit Corp,TIE MNT .63 16.0MMW #8 SCREW M4,514,0,"0.55000","0","1","Super-Grip®","Active","Dual Opening","Screw, #8 (M4)","0.66"" L x 0.48"" W x 0.34"" H (16.7mm x 12.2mm x 8.6mm)","SGM, SGI, SGS Ties","Nylon 6.6, Weather Resistant","Black"
http://www.panduit.com/heiler/PartDrawings/C-WAKIMS-GB0239EE--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_KIMS-H430-C6.jpg,298-14596-ND,KIMS-H430-C6,Panduit Corp,KNOCK-IN MNT,500,0,"0.56000","0","1","-","Active","Single Opening","Push In - Push Rivet","0.49"" L x 0.53"" W x 0.73"" H (12.4mm x 13.5mm x 18.7mm)","M, I, S Ties","Nylon","Blue"
http://www.panduit.com/heiler/PartDrawings/C-WAKIMS-GB0239EE--ENG.pdf,-,298-19828-ND,KIMS-H500-C4,Panduit Corp,KNOCK-IN MNT,1000,0,"0.57000","0","1","-","Active","Single Opening","Push In - Push Rivet","0.49"" L x 0.53"" W x 0.73"" H (12.4mm x 13.5mm x 18.7mm)","M, I, S Ties","Nylon","Yellow"
http://www.essentracomponents.com.sg/images-line/pdfs/FTH-17.pdf,//media.digikey.com/Renders/Essentra%20Components/MFG_FTH-17-8-01.jpg,RPC3991-ND,FTH-17-8-01,Essentra Components,TIE HOLD FLAT WIT 18-225 .53"",900,0,"0.67120","0","100","FTH","Active","Single Opening","Screw, 1/2"" (M12)","2.27"" L x 1.34"" W x 0.53"" H (57.6mm x 34.1mm x 13.5mm)","WIT-18 through -225 and QTE-18 through -120 Ties","Nylon, Flame Retardant","Natural"
http://www.panduit.com/heiler/PartDrawings/C-WATM3S10-GB0239EN--ENG.pdf,-,298-20437-ND,TM3S2510-C39,Panduit Corp,CABLE TIE MOUNT #10 SCREW,400,0,"0.68000","0","1","-","Active","Dual Opening","Screw, #10 (M5)","0.88"" L x 0.63"" W x 0.38"" H (22.3mm x 16.0mm x 9.6mm)","M, I, S, LH Ties","Nylon, Heat Stabilized for Temperatures up to 239°F","Natural"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=350087&DocType=Customer+Drawing&DocLang=English,-,A128747-ND,3-350087-0,TE Connectivity AMP Connectors,CABLE TIE MOUNT BASE BLACK,500,0,"0.69000","0","1","AMP-TY","Active","Single Opening","Screw, #8 (M4)","0.75"" L x 0.50"" W x 0.12"" H (19.1mm x 12.7mm x 3.2mm)","Cable Ties up to 0.230"" (5.8mm) Width","Nylon","Black"
http://www.panduit.com/heiler/PartDrawings/TM3S100_00.pdf,-,298-20439-ND,TM3S8-M100,Panduit Corp,CABLE TIE MOUNT PP WR #8 SCREW,1000,0,"0.70000","0","1","-","Active","Dual Opening","Screw, #8 (M4)","0.86"" L x 0.61"" W x 0.37"" H (21.8mm x 15.5mm x 9.4mm)","M, I, S, LH Ties","Polypropylene, Weather Resistant","Black"
http://www.essentracomponents.com.sg/images-line/pdfs/FTH-7.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_FTH-7-01-C.jpg,RPC3077-ND,FTH-7-01-C,Essentra Components,CBL TIE HLDR SCREW MNT NAT 1X1,673,0,"0.70980","0","100","FTH","Active","Quad Opening","Screw, #8 (M4)","1.00"" L x 1.00"" W x 0.28"" H (25.4mm x 25.4mm x 7.1mm)","WIT-50, 60 and QTE-50 Ties","Nylon, Flame Retardant","Natural"
http://www.panduit.com/heiler/PartDrawings/THMSP_R8.pdf,"//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_THMSPxx(F)-(C,M)30.jpg",298-20422-ND,THMSP25-C30,Panduit Corp,TIE HARNESS MT,500,0,"0.73000","0","1","-","Active","Dual Opening","Push In - Arrowhead","1.54"" L x 0.37"" W x 0.72"" H (39.1mm x 9.4mm x 18.3mm)","M, I, S Ties","Nylon, Heat Stabilized for Temperatures up to 221°F","Black"
http://www.panduit.com/heiler/CatalogCutSheets/MPMS19-C0%20Product%20Page.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_MPMS19-C0.jpg,298-14970-ND,MPMS19-C0,Panduit Corp,MASONRY PUSH MNT STD 0.19"" HOLE,475,0,"0.74000","0","1","PAN-TY®","Active","Single Opening","Push In - Ribbed Shaft","0.39"" L x 0.36"" W x 1.19"" H (9.9mm x 9.1mm x 30.2mm)","M, I, S Ties","Nylon, Weather Resistant","Black"
http://www.panduit.com/heiler/PartDrawings/TM2R-TM3R_REV9.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_TMXXX-X.jpg,298-15901-ND,TM3R6-C,Panduit Corp,CABLE TIE MNT RIVET/SCREW 3/16"",742,0,"0.76000","0","1","-","Active","Dual Opening","Rivet or Screw, 3/16"" (M3)","0.86"" L x 0.61"" W x 0.37"" H (21.8mm x 15.9mm x 9.5mm)","M, I, S, LH Ties","Nylon","Natural"
//media.digikey.com/pdf/Data%20Sheets/Panduit%20PDFs/ABM100-S6-D~.PDF,-,298-19588-ND,ABM100-S6-D,Panduit Corp,TIE HOLDER #6 SCREW 1X1""2=2 HLDS,500,0,"0.78000","0","1","-","Active","Quad Opening - Paired Strip","Screw, #6 (M3)","1.00"" L x 1.00"" W x 0.20"" H (25.4mm x 25.4mm x 5.1mm)","M, I, S Ties","Nylon","White"
http://www.essentracomponents.com.sg/images-line/pdfs/FTH-4.pdf,//media.digikey.com/Renders/Essentra%20Components/MFG_FTH-4A-RT-M.jpg,RPC4000-ND,FTH-4A-RT-M,Essentra Components,"TIE HOLD FLAT WIT-18,30 1"" ADH",1000,0,"0.82439","0","1000","FTH","Active","Single Opening, Swivel - Paired Strip","Screw, #8 (M4), Adhesive","1.00"" L x 1.00"" W x 0.31"" H (25.4mm x 25.4mm x 7.9mm)","WIT-18 through -40 and QTE-18 Ties","Nylon, Flame Retardant","Natural"
http://www.essentracomponents.com.sg/images-line/pdfs/FTH-5.pdf,//media.digikey.com/photos/Richco%20Photos/FTH-5-01A-RT.jpg,RPC4003-ND,FTH-5A1-RT-C,Essentra Components,CBL TIE HLDR ADH MNT NATURAL.75"",700,0,"0.85600","0","100","FTH","Active","Quad Opening","Screw, #6 (M3.5), Adhesive","0.75"" L x 0.75"" W x 0.24"" H (19.1mm x 19.1mm x 6.1mm)","WIT-18, 30 and QTE-18 Ties","Nylon, Flame Retardant","Natural"
http://www.panduit.com/heiler/PartDrawings/GB0239CM%20A%20RV%2000B%20TM_A.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_TM3A.jpg,298-15900-ND,TM3A-C,Panduit Corp,TIE MNT USER SUPPLY ADHESIVE,800,0,"0.87000","0","1","-","Active","Dual Opening","Adhesive","0.87"" L x 0.62"" W x 0.37"" H (22.2mm x 15.8mm x 9.5mm)","M, I, S, LH Ties","Nylon","Natural"
http://www.panduit.com/heiler/PartDrawings/C-WAABM1M-A-GB0239DC-R3--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/ABM1M-A-M.JPG,298-12084-ND,ABM1M-A-L,Panduit Corp,CABLE TIE HLDR ADH 4=4 HOLDERS,762,0,"0.92250","0","4","-","Active","Quad Opening - Quad Strip","Adhesive","0.50"" L x 0.50"" W x 0.16"" H (12.7mm x 12.7mm x 4.0mm)","M Ties","Nylon","White"
http://www.panduit.com/heiler/CatalogCutSheets/ABM1M-A-C%20Product%20Page.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/ABM2S-S6-D0.jpg,298-12093-ND,ABM2S-S6-D0,Panduit Corp,TIE HOLDER #6 SCREW 1X1"",575,0,"0.98000","0","1","-","Active","Quad Opening","Screw, #6 (M3)","1.00"" L x 1.00"" W x 0.17"" H (25.4mm x 25.4mm x 4.2mm)","M, I, S Ties","ABS, Weather Resistant","Black"
http://www.essentracomponents.com.sg/images-line/pdfs/MTH1.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_MTH1-3.jpg,RPC3119-ND,MTH1-3,Essentra Components,"SS TIE HLDR,1/4 SCREW MNT,STL ST",202,0,"0.98000","0","1","MTH","Active","Single Opening","Rivet or Screw, 1/4"" (M6)","0.95"" L x 0.40"" W x 0.17"" H (24.1mm x 10.2mm x 4.4mm)","Steel Cable Tie","Stainless Steel 304","Silver"
http://www.panduit.com/heiler/CatalogCutSheets/LC3-A-C8%20Product%20Page.pdf,-,298-19933-ND,LPFCM22-A-C14,Panduit Corp,LOW PROFILE FLAT CABLE MNT,595,0,"1.01000","0","1","-","Active","Single Opening","Screw, #6, Adhesive","3.31"" L x 0.50"" W x 0.13"" H (84.1mm x 12.7mm x 3.4mm)","-","Nylon","Gray"
https://www.panduit.com/content/dam/panduit/en/products/assets/s/sg/sga/sgab/sgabm25s6c/media/SGABM25-S6_R0.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_SGABM25-S6-C0.jpg,298-15859-ND,SGABM25-S6-C0,Panduit Corp,CABLE TIE HLDR SCREW 1=1 HLDRS,938,0,"1.01500","0","2","Super-Grip®","Active","Quad Opening - Paired Strip","Screw, #6 (M3)","1.00"" L x 1.00"" W x 0.33"" H (25.4mm x 25.4mm x 8.4mm)","Super-Grip® SGM, SGI, SGS Ties","Nylon, Weather Resistant","Black"
https://www.panduit.com/content/dam/panduit/en/products/assets/s/sg/sga/sgab/sgabm25s6c/media/SGABM25-S6_R0.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_SGABM25-S6-C.jpg,298-15860-ND,SGABM25-S6-C,Panduit Corp,CABLE TIE HLDR SCREW 2=2 HLDRS,590,0,"1.01500","0","2","Super-Grip®","Active","Quad Opening - Paired Strip","Screw, #6 (M3)","1.00"" L x 1.00"" W x 0.33"" H (25.4mm x 25.4mm x 8.4mm)","Super-Grip® SGM, SGI, SGS Ties","Nylon","White"
http://www.panduit.com/heiler/CatalogCutSheets/TM1A-C%20Product%20Page.pdf,"//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_AM2-(C,M).jpg",298-12126-ND,AM2-C,Panduit Corp,USER SUPPLIED ADHESIVE BACK MNT,490,0,"1.02000","0","1","-","Active","Dual Opening","Adhesive","1.23"" L x 1.23"" W x 0.12"" H (31.2mm x 31.2mm x 3.18mm)","M, I, S Ties","Nylon","Natural"
http://www.panduit.com/heiler/CatalogCutSheets/D-CTCC1--WW-ENG-PanTyMetalDetecNylonPoly.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_TM_Poly.jpg,298-20432-ND,TM2S8-C186,Panduit Corp,CBL TIE MNT PP METAL DETECT #8,300,0,"1.02000","0","1","PAN-TY®","Active","Dual Opening","Screw, #8 (M4)","0.63"" L x 0.42"" W x 0.27"" H (16.0mm x 10.8mm x 7.0mm)","M, I, S Ties","Polypropylene, Metal Detectable","Blue"
http://www.panduit.com/heiler/PartDrawings/MPMS19_MPMH38_R2.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_MPMH38-L0.jpg,298-19964-ND,MPMH38-L0,Panduit Corp,MASONRY PUSH MNT HVY 0.38"" HOLE,250,0,"1.03000","0","1","PAN-TY®","Active","Single Opening","Push In - Ribbed Shaft","0.55"" L x 0.53"" W x 1.49"" H (14.0mm x 13.5mm x 37.9mm)","M, I, S, HS, LH, H, HLM Ties","Nylon, Weather Resistant","Black"
http://www.panduit.com/heiler/CatalogCutSheets/LC3-A-C8%20Product%20Page.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_LPFCM14-A-C14.jpg,298-14919-ND,LPFCM14-A-C14,Panduit Corp,LOW PROFILE FLAT CABLE MNT,701,0,"1.05000","0","1","-","Active","Single Opening","Screw, #6, Adhesive","2.56"" L x 0.50"" W x 0.13"" H (65.0mm x 12.7mm x 3.4mm)","-","Nylon","Gray"
http://www.panduit.com/heiler/CatalogCutSheets/LC3-A-C8%20Product%20Page.pdf,-,298-19934-ND,LPFCM34-A-C14,Panduit Corp,LOW PROFILE FLAT CABLE MNT,95,0,"1.05000","0","1","-","Active","Single Opening","Screw, #6, Adhesive","4.45"" L x 0.50"" W x 0.13"" H (113.0mm x 12.7mm x 3.4mm)","-","Nylon","Gray"
http://www.panduit.com/heiler/CatalogCutSheets/ABM1M-A-C%20Product%20Page.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_ABM100-S6-C.jpg,298-12078-ND,ABM100-S6-C,Panduit Corp,CABLE TIE HLDR SCREW 2=2 HLDRS,500,0,"1.06000","0","2","-","Active","Quad Opening - Paired Strip","Screw, #6 (M3)","1.00"" L x 1.00"" W x 0.20"" H (25.4mm x 25.4mm x 5.1mm)","M, I, S Ties","Nylon","White"
http://www.panduit.com/heiler/PartDrawings/ABMM_A_09.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/ABMM-AT-C0.jpg,298-12099-ND,ABMM-A-C20,Panduit Corp,CABLE TIE HLDR ADH 2=2 HOLDERS,979,0,"1.09500","0","2","-","Active","Quad Opening - Paired Strip","Adhesive","0.75"" L x 0.75"" W x 0.18"" H (19.1mm x 19.1mm x 4.6mm)","M, I Ties","ABS","Black"
http://www.essentracomponents.com.sg/images-line/pdfs/FTH-10.pdf,//media.digikey.com/photos/Richco%20Photos/FTH-10-01A-RT.jpg,RPC3989-ND,FTH-10-01-C,Essentra Components,CBL TIE HLDR SCREW MNT NATURAL,500,0,"1.09980","0","100","FTH","Active","Quad Opening","Screw, #8 (M4)","2.00"" L x 2.00"" W x 0.30"" H (50.8mm x 50.8mm x 7.6mm)","WIT-18 through -120 and QTE-18 through -120 Ties","Nylon, Flame Retardant","Natural"
