Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Frequency","Interface","Standards","Package / Case","Supplier Device Package"
-,//media.digikey.com/photos/Feig%20Elect%20Photos/2633.000.00.00.JPG,629-1054-ND,2633.000.00,FEIG Electronic,RFID READER READ ONLY 13.56MHZ,0,0,"Obsolete","0","1","Bulk","OBID® i-scan® HF Mid Range MR 200","Obsolete","Read Only","13.56MHz","Ethernet","EPC, ISO 15693, ISO 18000-3","145mm x 85mm x 31mm, WLAN","-"
-,//media.digikey.com/photos/Texas%20Instr%20Photos/RI-STU-TRDC-30.jpg,481-1102-ND,RI-STU-TRDC-30,Texas Instruments,RFID READER R/W 13.56MHZ MODULE,0,0,"Obsolete","0","3","Bulk","6350","Obsolete","Read/Write","13.56MHz","RS 232","ISO 15693","Module","-"
//media.digikey.com/PDF/Data%20Sheets/FEIG%20Electronic%20PDFs/CPR.M02%20Series.pdf,//media.digikey.com/photos/Feig%20Elect%20Photos/2873.000.00.JPG,629-1057-ND,2873.000.00,FEIG Electronic,RFID READER R/W 13.56MHZ MOD,0,0,"Obsolete","0","1","Bulk","OBID® Classic-pro HF CPR.M02.VP/AB-BA/-CA","Obsolete","Read/Write","13.56MHz","RS 232, TTL","ISO 14443, ISO 15693","-","-"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/Mini-RFM%20RI-RFM-003C_Gde.pdf,//media.digikey.com/Photos/Texas%20Instr%20Photos/RI-RFM-003C-30.jpg,481-1124-ND,RI-RFM-003C-30,Texas Instruments,RFID READER R/W 134.2KHZ MODULE,0,0,"Obsolete","0","10","Bulk","2000","Obsolete","Read/Write","134.2kHz","-","-","Module","-"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/RI-RFM-007.pdf,//media.digikey.com/Photos/Texas%20Instr%20Photos/RI-RFM-007B-30.jpg,296-41176-ND,RI-RFM-007B-30,Texas Instruments,RFID READER READ ONLY 134.2KHZ,0,0,"Obsolete","0","1","Bulk","2000","Obsolete","Read Only","134.2kHz","-","ISO 11785","83mm x 93mm x 44mm","-"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/RI-RFM-007.pdf,//media.digikey.com/Photos/Texas%20Instr%20Photos/RI-RFM-008B-30.JPG,296-38843-ND,RI-RFM-008B-30,Texas Instruments,RFID READER READ ONLY 134.2KHZ,0,0,"Obsolete","0","1","Bulk","2000","Obsolete","Read Only","134.2kHz","-","ISO 11785","83mm x 93mm x 44mm","-"
-,-,RI-STU-MB6A-03-ND,RI-STU-MB6A-03,Texas Instruments,RFID READER RD ONLY 134.2KHZ MOD,0,0,"Obsolete","0","1","Bulk","2000","Obsolete","Read Only","134.2kHz","RS 232, RS 485","-","Module","Module"
-,-,RR-IDISC-HH101-A-ND,RR-IDISC-HH101-A,Texas Instruments,RFID READER R/W 13.56MHZ MODULE,0,0,"Obsolete","0","1","Bulk","-","Obsolete","Read/Write","13.56MHz","-","ISO 15693, ISO 18000-3","Module","Module"
-,-,RR-IDISC-HH101-B-ND,RR-IDISC-HH101-B,Texas Instruments,RFID READER R/W 13.56MHZ MODULE,0,0,"Obsolete","0","1","Bulk","-","Obsolete","Read/Write","13.56MHz","-","ISO 15693, ISO 18000-3","Module","Module"
-,-,RR-IDISC-LR2000HF-ND,RR-IDISC-LR2000HF,Texas Instruments,RFID READER RD ONLY 13.56MHZ MOD,0,0,"Obsolete","0","1","Bulk","-","Obsolete","Read Only","13.56MHz","-","ISO 15693, ISO 18000-3","Module","Module"
-,-,RR-IDISC-LRM2000HF-ND,RR-IDISC-LRM2000HF,Texas Instruments,RFID READER RD ONLY 13.56MHZ MOD,0,0,"Obsolete","0","1","Bulk","-","Obsolete","Read Only","13.56MHz","-","ISO 15693, ISO 18000-3","Module","Module"
-,-,RR-IDISC-MR101-A-ND,RR-IDISC-MR101-A,Texas Instruments,RFID READER READ ONLY 13.56MHZ,0,0,"Obsolete","0","1","-","-","Obsolete","Read Only","13.56MHz","RS 232, RS 485","ISO 15693","-","-"
-,-,RR-IDISC-MR101USB-ND,RR-IDISC-MR101USB,Texas Instruments,RFID READER READ ONLY 13.56MHZ,0,0,"Obsolete","0","1","-","-","Obsolete","Read Only","13.56MHz","USB","ISO 15693","-","-"
-,-,RR-IDISC-MR200-E-ND,RR-IDISC-MR200-E,Texas Instruments,RFID READER READ ONLY 13.56MHZ,0,0,"Obsolete","0","1","-","-","Obsolete","Read Only","13.56MHz","RS 232, RS 485","ISO 15693","-","-"
-,-,RR-IDISC-PR101USB-ND,RR-IDISC-PR101USB,Texas Instruments,RFID READER READ ONLY 13.56MHZ,0,0,"Obsolete","0","1","-","-","Obsolete","Read Only","13.56MHz","USB","ISO 15693","-","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/Mini%20RFID%20Tracking%20Pad.pdf,//media.digikey.com/Photos/3M%20Photos/75-4700-2841-8.jpg,3M9583-ND,75-4700-2841-8,3M,RFID READER R/W 13.56MHZ,0,0,"Obsolete","0","1","Bulk","M210","Obsolete","Read/Write","13.56MHz","USB","ISO 15693, ISO 18000-3","-","-"
//media.digikey.com/pdf/Data%20Sheets/DLP%20Design%20PDFs/DLP-RFID-UHF1B.pdf,//media.digikey.com/Photos/DLP%20Design%20Inc/DLP-RFID-UHF1B.jpg,813-1029-ND,DLP-RFID-UHF1B,DLP Design Inc.,RFID READR R/W 902.6-927.4MZ MOD,0,0,"Obsolete","0","1","Bulk","-","Obsolete","Read/Write","902.6MHz ~ 927.4MHz","USB","EPC, ISO 18000-6","Module","Module"
-,-,V750-BA50C04-US-A-ND,V750-BA50C04-US-A,Omron Automation and Safety,RFID READER R/W 902.75-927.75MHZ,0,0,"Obsolete","0","1","-","*","Obsolete","Read/Write","902.75MHz ~ 927.75MHz","Ethernet, RS 232","EPC","-","-"
http://ww1.microchip.com/downloads/en/DeviceDoc/rn-t7-tag_UG-1.0r.pdf,-,RN-T7-TAG-ND,RN-T7-TAG,Microchip Technology,RFID READER 802.11 RTLS,0,0,"Obsolete","0","20","-","-","Obsolete","-","-","-","-","-","-"
http://datasheets.bluetechnix.at/goto/NFC/NFC_Adapter-Programmable/NFC_Adapter-Programmable_HUM_V1.pdf,//media.digikey.com/Photos/Bluetechnix/MFG_909-2131-1.jpg,978-1024-ND,909-2131-1,Bluetechnix GmbH,RFID READER R/W 13.56MHZ,0,0,"Obsolete","0","1","Bulk","-","Obsolete","Read/Write","13.56MHz","UART, USB","ISO 14443, NFC","-","-"
http://datasheets.bluetechnix.at/goto/NFC/NFC_Adapter/NFC_Adapter_OV.pdf,//media.digikey.com/Photos/Bluetechnix/MFG_909-2145-1.jpg,978-1027-ND,909-2145-1,Bluetechnix GmbH,RFID READER R/W 13.56MHZ,0,0,"Obsolete","0","1","Bulk","-","Obsolete","Read/Write","13.56MHz","USB","ISO 14443, NFC","-","-"
-,-,20912111011-ND,20912111011,HARTING,RFID READER READ ONLY 868/915MHZ,0,0,"Obsolete","0","1","Bulk","-","Obsolete","Read Only","868MHz, 915MHz","-","-","-","-"
-,-,20912111311-ND,20912111311,HARTING,RFID READER READ ONLY 868/915MHZ,0,0,"Obsolete","0","1","Bulk","-","Obsolete","Read Only","868MHz, 915MHz","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/ThingMagic%20PDF's/UHF%20RFID%20Module%20Family.pdf,//media.digikey.com/Photos/ThingMagic/MFG_M5E.jpg,1523-1000-ND,M5E,"ThingMagic, a JADAK brand",RFID READER R/W 860-960MHZ MOD,0,0,"Obsolete","0","50","Bulk","Mercury®5e","Obsolete","Read/Write","860MHz ~ 960MHz","UART","EPC, ISO 18000-6","Module","-"
//media.digikey.com/pdf/Data%20Sheets/ThingMagic%20PDF's/UHF%20RFID%20Module%20Family.pdf,//media.digikey.com/Photos/ThingMagic/MFG_M5E-C.jpg,1523-1001-ND,M5E-C,"ThingMagic, a JADAK brand",RFID READER R/W 860-960MHZ MOD,0,0,"Obsolete","0","50","Bulk","Mercury®5e","Obsolete","Read/Write","860MHz ~ 960MHz","UART","EPC, ISO 18000-6","Module","-"
//media.digikey.com/pdf/Data%20Sheets/ThingMagic%20PDF's/USB-Plus_ds.pdf,//media.digikey.com/Photos/ThingMagic/MFG_USB-5EC.jpg,1523-1011-ND,USB-5EC,"ThingMagic, a JADAK brand",RFID READER R/W 860-960MHZ MOD,0,0,"Obsolete","0","10","Bulk","-","Obsolete","Read/Write","860MHz ~ 960MHz","USB","EPC, ISO 18000-6","Module","Module"
http://www.thingmagic.com/images/pdfs/M5e-modules-datasheet.pdf,-,M5E-EU-ND,M5E-EU,"ThingMagic, a JADAK brand",RFID READER R/W 860-960MHZ,0,0,"Obsolete","0","0","-","Mercury®5e","Obsolete","Read/Write","860MHz ~ 960MHz","UART","EPC, ISO 18000-6","-","-"
http://www.thingmagic.com/images/pdfs/M5e-modules-datasheet.pdf,-,M5E-PRC-ND,M5E-PRC,"ThingMagic, a JADAK brand",RFID READER R/W 860-960MHZ,0,0,"Obsolete","0","0","-","*","Obsolete","Read/Write","860MHz ~ 960MHz","UART","EPC, ISO 18000-6","-","-"
//media.digikey.com/pdf/Data%20Sheets/ThingMagic%20PDF's/VEGA_datasheet.pdf,-,VEGA-ND,VEGA,"ThingMagic, a JADAK brand",RFID READER READ ONLY 860-960MHZ,0,0,"Obsolete","0","0","-","Vega","Obsolete","Read Only","860MHz ~ 960MHz","RS 232","EPC, ISO 18000-6","-","-"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/HTRM440%20Family.pdf,-,568-2208-ND,"HTRM440/AIE,122",NXP USA Inc.,RFID READER R/W 125KHZ MODULE,0,0,"Obsolete","0","8","Bulk","HITAG® Proximity","Obsolete","Read/Write","125kHz","RS 232","-","Module","-"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/HTRM800%20Family.pdf,-,568-2209-ND,"HTRM800/AED,122",NXP USA Inc.,RFID READER R/W 125KHZ RS232,0,0,"Obsolete","0","1","Bulk","HITAG® Long Range","Obsolete","Read/Write","125kHz","RS 232","-","160mm x 100mm x 43mm, RS232","-"
-,//media.digikey.com/photos/Skyetec%20Photos/SM-MN-00-HF-RC.JPG,753-1009-ND,SM-MN-00,Skyetek Inc,RFID READER R/W 13.56MHZ MODULE,0,0,"Discontinued at Digi-Key","0","2","Bulk","SkyeModule™ M1-Mini","Discontinued at Digi-Key","Read/Write","13.56MHz","I²C, SPI, TTL, UART","ISO 14443, ISO 15693, ISO 18000-3","Module","Module"
-,//media.digikey.com/photos/Skyetec%20Photos/SM-MN-00-HF-RCI2C.JPG,753-1010-ND,SM-MN-00-I2C,Skyetek Inc,RFID READER R/W 13.56MHZ MODULE,0,0,"Discontinued at Digi-Key","0","2","Bulk","SkyeModule™ M1-Mini","Discontinued at Digi-Key","Read/Write","13.56MHz","I²C, SPI, TTL, UART","ISO 14443, ISO 15693, ISO 18000-3","Module","Module"
-,//media.digikey.com/photos/Skyetec%20Photos/SM-MN-00-HF-RCSPI.JPG,753-1011-ND,SM-MN-00-SPI,Skyetek Inc,RFID READER R/W 13.56MHZ MODULE,0,0,"Discontinued at Digi-Key","0","2","Bulk","SkyeModule™ M1-Mini","Discontinued at Digi-Key","Read/Write","13.56MHz","I²C, SPI, TTL","ISO 14443, ISO 15693, ISO 18000-3","Module","Module"
-,//media.digikey.com/photos/Skyetec%20Photos/MFG_SM-M2-CF-HF.jpg,753-1012-ND,SM-M2-CF,Skyetek Inc,RFID READER R/W 13.56MHZ MODULE,0,0,"Discontinued at Digi-Key","0","100","Bulk","SkyeModule™ M2","Discontinued at Digi-Key","Read/Write","13.56MHz","I²C, SPI, TTL, USB","ISO 14443, ISO 15693","Module","Module"
-,//media.digikey.com/photos/Skyetec%20Photos/MFG_SM-M2-MH-HF.jpg,753-1013-ND,SM-M2-MH,Skyetek Inc,RFID READER R/W 13.56MHZ MODULE,0,0,"Discontinued at Digi-Key","0","1","Bulk","SkyeModule™ M2","Discontinued at Digi-Key","Read/Write","13.56MHz","I²C, SPI, TTL, USB","ISO 14443, ISO 15693","Module","Module"
-,"//media.digikey.com/photos/Skyetec%20Photos/MFG_SM-M9-CF-UF-V30,%20SM-M9-MH-UF-V30.jpg",753-1014-ND,SM-M9-CF,Skyetek Inc,RFID READER R/W 862-955MHZ MOD,0,0,"Discontinued at Digi-Key","0","25","Bulk","SkyeModule™ M9","Discontinued at Digi-Key","Read/Write","862MHz ~ 955MHz","I²C, SPI, TTL, USB","EPC, ISO 18000-6","Module","Module"
-,//media.digikey.com/Photos/Skyetec%20Photos/SM-M9-MH-UF-V30.JPG,753-1015-ND,SM-M9-MH,Skyetek Inc,RFID READER R/W 862-955MHZ MOD,0,0,"Discontinued at Digi-Key","0","25","Bulk","SkyeModule™ M9","Discontinued at Digi-Key","Read/Write","862MHz ~ 955MHz","I²C, SPI, TTL, USB","EPC, ISO 18000-6","Module","Module"
-,//media.digikey.com/photos/Skyetec%20Photos/Skyetek%20Inc.-SM-M4-00-HF-PA.jpg,753-1017-ND,SM-M4-MH-2.4-067C-T0,Skyetek Inc,RFID READER R/W 13.56MHZ MODULE,0,0,"Discontinued at Digi-Key","0","1","Bulk","SkyeModule™ M4","Discontinued at Digi-Key","Read/Write","13.56MHz","TTL, UART","ISO 14443, ISO 15693","Module","Module"
-,//media.digikey.com/photos/Skyetec%20Photos/Skyetek%20Inc.-SM-M4-00-HF-AC.jpg,753-1018-ND,SM-M4-MH-2.4-0615-T0,Skyetek Inc,RFID READER R/W 13.56MHZ MODULE,0,0,"Discontinued at Digi-Key","0","1","Bulk","SkyeModule™ M4","Discontinued at Digi-Key","Read/Write","13.56MHz","TTL, UART","ISO 14443, ISO 15693","Module","Module"
-,//media.digikey.com/photos/Skyetec%20Photos/Skyetek%20Inc.-SM-M4-00-HF-CP.jpg,753-1019-ND,SM-M4-00-HF-CP,Skyetek Inc,RFID READER R/W 13.56MHZ MODULE,0,0,"Obsolete","0","1","Bulk","SkyeModule™ M4","Obsolete","Read/Write","13.56MHz","TTL, UART","ISO 14443, ISO 15693","Module","Module"
-,-,SM-M1-00-ND,SM-M1-00,Skyetek Inc,RFID READER R/W 13.56MHZ MODULE,0,0,"Discontinued at Digi-Key","0","2","Bulk","SkyeModule™ M1","Discontinued at Digi-Key","Read/Write","13.56MHz","-","ISO 14443, ISO 15693","Module","Module"
-,-,SM-M1-00-I2C-ND,SM-M1-00-I2C,Skyetek Inc,RFID READER R/W 13.56MHZ MODULE,0,0,"Discontinued at Digi-Key","0","2","Bulk","SkyeModule™ M1","Discontinued at Digi-Key","Read/Write","13.56MHz","-","ISO 14443, ISO 15693","Module","Module"
-,-,SM-M1-00-SPI-ND,SM-M1-00-SPI,Skyetek Inc,RFID READER R/W 13.56MHZ MODULE,0,0,"Discontinued at Digi-Key","0","2","Bulk","SkyeModule™ M1","Discontinued at Digi-Key","Read/Write","13.56MHz","-","ISO 14443, ISO 15693","Module","Module"
-,//media.digikey.com/photos/Skyetec%20Photos/SM-M7-00-UF.JPG,753-1021-ND,SM-M7-MH,Skyetek Inc,RFID READER R/W 862-955MHZ MOD,0,0,"Discontinued at Digi-Key","0","1","Bulk","SkyeModule™ M7","Discontinued at Digi-Key","Read/Write","862MHz ~ 955MHz","TTL, UART, USB","EPC, ISO 18000-6","Module","Module"
-,//media.digikey.com/photos/Skyetec%20Photos/SM-M10-MH-UF.jpg,753-1022-ND,SM-MA-MH,Skyetek Inc,RFID READER R/W 860-960MHZ MOD,0,0,"Obsolete","0","1","Bulk","SkyeModule™ M10","Obsolete","Read/Write","860MHz ~ 960MHz","TTL, UART, USB","EPC, ISO 18000-6","Module","Module"
//media.digikey.com/pdf/Data%20Sheets/Skyetek%20PDFs/SR-70-NA.pdf,//media.digikey.com/Photos/Skyetec%20Photos/SR70-00-UHF.jpg,EV-S7-00-ND,EV-S7-00,Skyetek Inc,RFID READER R/W 902-928MHZ UHF,0,0,"Discontinued at Digi-Key","0","1","Bulk","SkyeModule™ SR70","Discontinued at Digi-Key","Read/Write","902MHz ~ 928MHz","USB","EPC, ISO 18000-6","UHF Unit","-"
-,-,"CLRD852,599-ND","CLRD852,599",NXP USA Inc.,RFID READER MIFARE,0,0,"Obsolete","0","1","-","MIFARE®","Obsolete","-","-","-","-","-","-"
-,-,"MFEV852,599-ND","MFEV852,599",NXP USA Inc.,RFID READER READ ONLY 13.56MHZ,0,0,"Obsolete","0","1","Bulk","MIFARE®","Obsolete","Read Only","13.56MHz","-","ISO 14443","-","-"
-,//media.digikey.com/photos/Skyetec%20Photos/SM-GM-UB.jpg,753-1027-ND,SM-GM-UB,Skyetek Inc,RFID READER R/W 13.56MHZ MODULE,0,0,"Discontinued at Digi-Key","0","10","Bulk","SkyeModule™ Gemini","Discontinued at Digi-Key","Read/Write","13.56MHz","I²C, RS 232, SPI, TTL, USB","ISO 14443, NFC","Module","Module"
//media.digikey.com/pdf/Data%20Sheets/Skyetek%20PDFs/novadatasheet-prelim.pdf,//media.digikey.com/Photos/Skyetec%20Photos/MFG_SM-NV-00.jpg,753-1029-ND,SM-NV-00,Skyetek Inc,RFID READER R/W 860-960MHZ MOD,0,0,"Discontinued at Digi-Key","0","1","Bulk","SkyeModule™ Nova","Discontinued at Digi-Key","Read/Write","860MHz ~ 960MHz","I²C, RS 232, SPI, TTL, UART, USB","EPC, ISO 18000-6","Module","Module"
//media.digikey.com/pdf/Data%20Sheets/Skyetek%20PDFs/SuperNova_Br.pdf,//media.digikey.com/Photos/NXP%20Semi%20Photos/MFG_SR-NV-00.jpg,753-1030-ND,SR-SN-00,Skyetek Inc,RFID READER R/W 860-960MHZ MOD,0,0,"Discontinued at Digi-Key","0","1","Bulk","-","Discontinued at Digi-Key","Read/Write","860MHz ~ 960MHz","USB","EPC, ISO 18000-6","Module","-"
-,-,SM-GM-MH-ND,SM-GM-MH,Skyetek Inc,RFID READER R/W 13.56MHZ MOD,0,0,"Discontinued at Digi-Key","0","2","Bulk","-","Discontinued at Digi-Key","Read/Write","13.56MHz","I²C, RS 232, SPI, TTL, USB","ISO 14443, NFC","Module","-"
//media.digikey.com/pdf/Data%20Sheets/Skyetek%20PDFs/SP-IB-00_RG.pdf,-,SP-IB-00-ND,SP-IB-00,Skyetek Inc,RFID READER MODULE,0,0,"Discontinued at Digi-Key","0","1","Bulk","-","Discontinued at Digi-Key","-","-","-","-","Module","-"
//media.digikey.com/pdf/Data%20Sheets/Skyetek%20PDFs/SR-70-NA.pdf,-,SR-70-NA-ND,SR-70-NA,Skyetek Inc,RFID READER R/W 902-928MHZ MOD,0,0,"Discontinued at Digi-Key","0","1","Bulk","-","Discontinued at Digi-Key","Read/Write","902MHz ~ 928MHz","USB","EPC, ISO 18000-6","Module","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_113990043.jpg,113990043-ND,113990043,"Seeed Technology Co., Ltd",RFID READER R/W 125KHZ MODULE,0,0,"Obsolete","0","4","Bulk","-","Obsolete","Read/Write","125kHz","TTL","-","Module","Module"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_113990041.jpg,113990041-ND,113990041,"Seeed Technology Co., Ltd",RFID READER R/W 125KHZ MODULE,0,0,"Obsolete","0","4","Bulk","-","Obsolete","Read/Write","125kHz","TTL","-","Module","Module"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_113990022.jpg,113990022-ND,113990022,"Seeed Technology Co., Ltd",RFID READER R/W 13.56MHZ MODULE,0,0,"Obsolete","0","2","Bulk","-","Obsolete","Read/Write","13.56MHz","TTL","ISO 14443, ISO 15693","Module","Module"
https://www.olimex.com/Products/Modules/RFID/MOD-RFID125/resources/MOD-RFID125.pdf,//media.digikey.com/Photos/Olimex%20LTD/MFG_MOD-RFID125.jpg,1188-1202-ND,MOD-RFID125,Olimex LTD,RFID READER READ ONLY 125KHZ,0,0,"Active","0","0","Bulk","-","Active","Read Only","125kHz","TTL, UART, USB","-","Finished Unit","-"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/113990436_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_113990436.jpg,1597-1558-ND,113990436,"Seeed Technology Co., Ltd",RFID READER READ ONLY 13.56MHZ,0,0,"Obsolete","0","2","-","-","Obsolete","Read Only","13.56MHz","TTL","ISO 14443","-","-"
