Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Frequency","Features","Size / Dimension"
https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82450a_a.pdf,//media.digikey.com/Renders/Epcos%20Renders/B82450A%20Series.jpg,495-2719-6-ND,B82450A1004A000,EPCOS (TDK),TRANSPONDER COIL 1MH SMD,624,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q200, B82450A","Active","125kHz","-","-"
https://www.tdk-electronics.tdk.com/inf/30/ds/b82453c_a.pdf,//media.digikey.com/Photos/Epcos%20Photos/MFG_B82453Cxxxx.jpg,495-76080-2-ND,B82453C0203A000,EPCOS (TDK),"3D-TRANSPONDER XY4,75MH Z7,20MH",0,0,"3.63000","0","900","Tape & Reel (TR)","-","Active","125kHz","-","-"
https://www.tdk-electronics.tdk.com/inf/30/ds/b82453c_a.pdf,//media.digikey.com/Photos/Epcos%20Photos/MFG_B82453Cxxxx.jpg,495-76080-1-ND,B82453C0203A000,EPCOS (TDK),"3D-TRANSPONDER XY4,75MH Z7,20MH",50,0,"7.65000","0","1","Cut Tape (CT)","-","Active","125kHz","-","-"
https://www.tdk-electronics.tdk.com/inf/30/ds/b82453c_a.pdf,//media.digikey.com/Photos/Epcos%20Photos/MFG_B82453Cxxxx.jpg,495-76080-6-ND,B82453C0203A000,EPCOS (TDK),"3D-TRANSPONDER XY4,75MH Z7,20MH",50,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","125kHz","-","-"
-,"//media.digikey.com/photos/Texas%20Instr%20Photos/MFG_RR-IDISC-ANT8-6-A,-B.jpg",481-1058-ND,RR-IDISC-ANT8-6-B,Texas Instruments,RFID ANT TYPE-B 600X800 13.56MHZ,2,0,"933.45000","0","1","Bulk","ANT800/600","Obsolete","13.56MHz","LR Loop","-"
https://product.tdk.com/info/en/catalog/datasheets/transpondercoil_automotive_tplc55_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_TPLC553030.JPG,445-180090-2-ND,TPLC553030-592H,TDK Corporation,TRANSPONDER COIL FOR LF ANTENNA,0,0,"0.43090","0","2500","Tape & Reel (TR)","TPLC","Active","125kHz","-","5.50mm L x 3.00mm W x 3.00mm H"
https://product.tdk.com/info/en/catalog/datasheets/transpondercoil_automotive_tplc55_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_TPLC553030.JPG,445-180090-1-ND,TPLC553030-592H,TDK Corporation,TRANSPONDER COIL FOR LF ANTENNA,0,0,"1.12000","0","1","Cut Tape (CT)","TPLC","Active","125kHz","-","5.50mm L x 3.00mm W x 3.00mm H"
https://product.tdk.com/info/en/catalog/datasheets/transpondercoil_automotive_tplc55_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_TPLC553030.JPG,445-180090-6-ND,TPLC553030-592H,TDK Corporation,TRANSPONDER COIL FOR LF ANTENNA,0,0,"Digi-Reel","0","1","Digi-Reel®","TPLC","Active","125kHz","-","5.50mm L x 3.00mm W x 3.00mm H"
https://cdn.taoglas.com/datasheets/FXR.06.52.0075X.A.dg.pdf,//media.digikey.com/Photos/Taoglas/MFG_FXR.06.52.0075X.A.DG.jpg,931-1424-ND,FXR.06.52.0075X.A.DG,Taoglas Limited,ANTENNA,0,0,"11.30000","0","1","-","-","Active","13.56MHz","-","-"
https://cdn.taoglas.com/datasheets/FXR.07.A.dg.pdf,//media.digikey.com/Photos/Taoglas/MFG_FXR.07.A.DG.jpg,931-1419-ND,FXR.07.A.DG,Taoglas Limited,ANTENNA,9,0,"8.93000","0","1","-","-","Active","13.56MHz","-","-"
https://cdn.taoglas.com/datasheets/FXR.06.A.dg.pdf,//media.digikey.com/Photos/Taoglas/MFG_FXR.06.A.DG.jpg,931-1418-ND,FXR.06.A.DG,Taoglas Limited,ANTENNA,13,0,"9.12000","0","1","-","-","Active","13.56MHz","-","-"
