Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","RF Type","Frequency","Number of Mixers","Gain","Noise Figure","Secondary Attributes","Current - Supply","Voltage - Supply","Package / Case","Supplier Device Package"
https://datasheets.maximintegrated.com/en/ds/MAX2680-MAX2682.pdf,//media.digikey.com/renders/Maxim%20Renders/SOT-23-6%20PKG.jpg,MAX2682EUT+TTR-ND,MAX2682EUT+T,Maxim Integrated,IC MXR 400MHZ-2.5GHZ DWN SOT23-6,2500,0,"1.24200","0","2500","Tape & Reel (TR)","-","Active","Cellular, ISM, PCS, WLL","400MHz ~ 2.5GHz","1","14.7dB","13.4dB","Down Converter","15mA","2.7V ~ 5.5V","SOT-23-6","SOT-23-6"
https://datasheets.maximintegrated.com/en/ds/MAX2680-MAX2682.pdf,//media.digikey.com/renders/Maxim%20Renders/SOT-23-6%20PKG.jpg,MAX2682EUT+TCT-ND,MAX2682EUT+T,Maxim Integrated,IC MXR 400MHZ-2.5GHZ DWN SOT23-6,2819,0,"2.80000","0","1","Cut Tape (CT)","-","Active","Cellular, ISM, PCS, WLL","400MHz ~ 2.5GHz","1","14.7dB","13.4dB","Down Converter","15mA","2.7V ~ 5.5V","SOT-23-6","SOT-23-6"
https://datasheets.maximintegrated.com/en/ds/MAX2680-MAX2682.pdf,//media.digikey.com/renders/Maxim%20Renders/SOT-23-6%20PKG.jpg,MAX2682EUT+TDKR-ND,MAX2682EUT+T,Maxim Integrated,IC MXR 400MHZ-2.5GHZ DWN SOT23-6,2819,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Cellular, ISM, PCS, WLL","400MHz ~ 2.5GHz","1","14.7dB","13.4dB","Down Converter","15mA","2.7V ~ 5.5V","SOT-23-6","SOT-23-6"
http://www.linear.com/docs/14638,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1698;DD;8.jpg,LT5560EDD#TRPBFTR-ND,LT5560EDD#TRPBF,Linear Technology/Analog Devices,IC MIXER 10MHZ-4GHZ UP/DWN 8DFN,5000,0,"1.98900","0","2500","Tape & Reel (TR)","LT5560","Active","CATV, DBS, PHS, UHF, VHF","10kHz ~ 4GHz","1","2.4dB","9.3dB","Up/Down Converter","12mA","2.7V ~ 5.3V","8-WFDFN Exposed Pad","8-DFN (3x3)"
http://www.linear.com/docs/14638,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1698;DD;8.jpg,LT5560EDD#TRPBFCT-ND,LT5560EDD#TRPBF,Linear Technology/Analog Devices,IC MIXER 10MHZ-4GHZ UP/DWN 8DFN,6874,0,"4.02000","0","1","Cut Tape (CT)","LT5560","Active","CATV, DBS, PHS, UHF, VHF","10kHz ~ 4GHz","1","2.4dB","9.3dB","Up/Down Converter","12mA","2.7V ~ 5.3V","8-WFDFN Exposed Pad","8-DFN (3x3)"
http://www.linear.com/docs/14638,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1698;DD;8.jpg,LT5560EDD#TRPBFDKR-ND,LT5560EDD#TRPBF,Linear Technology/Analog Devices,IC MIXER 10MHZ-4GHZ UP/DWN 8DFN,6874,0,"Digi-Reel","0","1","Digi-Reel®","LT5560","Active","CATV, DBS, PHS, UHF, VHF","10kHz ~ 4GHz","1","2.4dB","9.3dB","Up/Down Converter","12mA","2.7V ~ 5.3V","8-WFDFN Exposed Pad","8-DFN (3x3)"
http://www.psemi.com/pdf/datasheets/pe4140ds.pdf,//media.digikey.com/Photos/Peregrine%20Semiconductor/4271-52.JPG,1046-1021-2-ND,PE4140B-Z,pSemi,IC MIXER 0-6GHZ QUAD MSFT 6DFN,3000,0,"2.32400","0","3000","Tape & Reel (TR)","UltraCMOS®","Active","Cellular, PCS","0Hz ~ 6GHz","1","-","-","Quad MOSFET Array","-","-","6-VDFN Exposed Pad","6-DFN (3x3)"
http://www.psemi.com/pdf/datasheets/pe4140ds.pdf,//media.digikey.com/Photos/Peregrine%20Semiconductor/4271-52.JPG,1046-1021-1-ND,PE4140B-Z,pSemi,IC MIXER 0-6GHZ QUAD MSFT 6DFN,5777,0,"2.69000","0","1","Cut Tape (CT)","UltraCMOS®","Active","Cellular, PCS","0Hz ~ 6GHz","1","-","-","Quad MOSFET Array","-","-","6-VDFN Exposed Pad","6-DFN (3x3)"
http://www.psemi.com/pdf/datasheets/pe4140ds.pdf,//media.digikey.com/Photos/Peregrine%20Semiconductor/4271-52.JPG,1046-1021-6-ND,PE4140B-Z,pSemi,IC MIXER 0-6GHZ QUAD MSFT 6DFN,5777,0,"Digi-Reel","0","1","Digi-Reel®","UltraCMOS®","Active","Cellular, PCS","0Hz ~ 6GHz","1","-","-","Quad MOSFET Array","-","-","6-VDFN Exposed Pad","6-DFN (3x3)"
http://www.linear.com/docs/14638,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1698;DD;8.jpg,LT5560EDD#PBF-ND,LT5560EDD#PBF,Linear Technology/Analog Devices,IC MIXER 10KHZ-4GHZ UP/DWN 8DFN,5880,0,"3.77000","0","1","Tube","LT5560","Active","CATV, DBS, PHS, UHF, VHF","10kHz ~ 4GHz","1","2.4dB","9.3dB","Up/Down Converter","12mA","2.7V ~ 5.3V","8-WFDFN Exposed Pad","8-DFN (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC412b.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-TSSOP_8-MSOP.jpg,1127-3582-2-ND,HMC412BMS8GETR,Analog Devices Inc.,IC MIXER 9-15GHZ 8MSOPG,500,2500,"11.04334","0","500","Tape & Reel (TR)","-","Active","VSAT","9GHz ~ 15GHz","1","-","9dB","-","-","-","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width) Exposed Pad","8-MSOP"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC412b.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-TSSOP_8-MSOP.jpg,1127-3582-1-ND,HMC412BMS8GETR,Analog Devices Inc.,IC MIXER 9-15GHZ 8MSOPG,941,2500,"17.06000","0","1","Cut Tape (CT)","-","Active","VSAT","9GHz ~ 15GHz","-","-","9dB","-","-","-","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width) Exposed Pad","8-MSOP"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC412b.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-TSSOP_8-MSOP.jpg,1127-3582-6-ND,HMC412BMS8GETR,Analog Devices Inc.,IC MIXER 9-15GHZ 8MSOPG,941,2500,"Digi-Reel","0","1","Digi-Reel®","-","Active","VSAT","9GHz ~ 15GHz","-","-","9dB","-","-","-","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width) Exposed Pad","8-MSOP"
http://www.linear.com/docs/52282,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1985-var-A;-UDB;-12.jpg,LTC5548IUDB#TRMPBFTR-ND,LTC5548IUDB#TRMPBF,Linear Technology/Analog Devices,2GHZ TO 14GHZ MICROWAVE MIXER WI,1000,0,"11.79100","0","500","Tape & Reel (TR)","-","Active","Radar","2GHz ~ 14GHz","2","-","9.6dB","-","136mA","3.3V","12-WFQFN Exposed Pad","12-QFN (2x3)"
http://www.linear.com/docs/52282,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1985-var-A;-UDB;-12.jpg,LTC5548IUDB#TRMPBFCT-ND,LTC5548IUDB#TRMPBF,Linear Technology/Analog Devices,2GHZ TO 14GHZ MICROWAVE MIXER WI,1048,0,"19.06000","0","1","Cut Tape (CT)","-","Active","Radar","2GHz ~ 14GHz","2","-","9.6dB","-","136mA","3.3V","12-WFQFN Exposed Pad","12-QFN (2x3)"
http://www.linear.com/docs/52282,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1985-var-A;-UDB;-12.jpg,LTC5548IUDB#TRMPBFDKR-ND,LTC5548IUDB#TRMPBF,Linear Technology/Analog Devices,2GHZ TO 14GHZ MICROWAVE MIXER WI,1048,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Radar","2GHz ~ 14GHz","2","-","9.6dB","-","136mA","3.3V","12-WFQFN Exposed Pad","12-QFN (2x3)"
http://www.linear.com/docs/43381,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1692;UF;16.jpg,LTC5510IUF#PBF-ND,LTC5510IUF#PBF,Linear Technology/Analog Devices,HIGH LINEARITY MIXER 16QFN,3079,0,"11.88000","0","1","Tube","-","Active","General Purpose","1MHz ~ 6GHz","1","1.5dB","11.6dB","Up/Down Converter","105mA","3.1V ~ 5.3V","16-WQFN Exposed Pad","16-QFN (5x5)"
http://www.linear.com/docs/3107,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1692;UF;16.jpg,LT5521EUF#PBF-ND,LT5521EUF#PBF,Linear Technology/Analog Devices,IC MIXER 10MHZ-3.7GHZ UP 16QFN,249,3185,"11.99000","0","1","Tube","LT5521","Active","Cellular, PHS, UMTS, WCDMA","10MHz ~ 3.7GHz","1","-0.5dB","12.5dB","Up Converter","98mA","3.15V ~ 5.25V","16-WQFN Exposed Pad","16-QFN (4x4)"
http://www.linear.com/docs/18939,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1692;UF;16.jpg,LT5557EUF#PBF-ND,LT5557EUF#PBF,Linear Technology/Analog Devices,IC MIXER 400MHZ-3.8GHZ DWN 16QFN,795,5187,"14.41000","0","1","Tube","LT5557","Active","Cellular, CDMA, TD-SCDMA, UMTS, WCDMA","400MHz ~ 3.8GHz","1","2.9dB","11.7dB","Down Converter","92mA","2.9V ~ 3.9V","16-WQFN Exposed Pad","16-QFN (4x4)"
http://www.linear.com/docs/44249,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1692;UF;16.jpg,LTC5577IUF#PBF-ND,LTC5577IUF#PBF,Linear Technology/Analog Devices,IC MIXER DOWN CONVERTER 16QFN,1265,1274,"16.35000","0","1","Tube","-","Active","CATV","300MHz ~ 6GHz","1","0dB","15dB","Down Converter","180mA","3V ~ 3.6V","16-WFQFN Exposed Pad","16-QFN (4x4)"
http://www.linear.com/docs/57999,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1985-var-A;-UDB;-12.jpg,LTC5553IUDB#TRMPBFTR-ND,LTC5553IUDB#TRMPBF,Linear Technology/Analog Devices,IC MIXR 3GHZ TO 20GHZ 12-QFN,500,6000,"27.23500","0","500","Tape & Reel (TR)","-","Active","-","3GHz ~ 20GHz","2","-","12.8dB","-","132mA","3.3V","12-WFQFN Exposed Pad","12-QFN (3x2)"
http://www.linear.com/docs/57999,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1985-var-A;-UDB;-12.jpg,LTC5553IUDB#TRMPBFCT-ND,LTC5553IUDB#TRMPBF,Linear Technology/Analog Devices,IC MIXR 3GHZ TO 20GHZ 12-QFN,500,6000,"44.02000","0","1","Cut Tape (CT)","-","Active","-","3GHz ~ 20GHz","2","-","12.8dB","-","132mA","3.3V","12-WFQFN Exposed Pad","12-QFN (3x2)"
http://www.linear.com/docs/57999,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1985-var-A;-UDB;-12.jpg,LTC5553IUDB#TRMPBFDKR-ND,LTC5553IUDB#TRMPBF,Linear Technology/Analog Devices,IC MIXR 3GHZ TO 20GHZ 12-QFN,500,6000,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","3GHz ~ 20GHz","2","-","12.8dB","-","132mA","3.3V","12-WFQFN Exposed Pad","12-QFN (3x2)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc520a.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-VFQFN%20Exposed%20Pad.jpg,1127-3633-ND,HMC520ALC4,Analog Devices Inc.,IC MMIC IQ MIXER 24LCC,260,74,"38.11000","0","1","Strip","-","Active","VSAT","6GHz ~ 10GHz","2","-","-","-","-","-","24-CLCC Exposed Pad","24-LCC (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc525a.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-VFQFN%20Exposed%20Pad.jpg,1127-3753-ND,HMC525ALC4,Analog Devices Inc.,IC MMIC IQ MIXER,149,0,"39.16000","0","1","Strip","-","Active","VSAT","4GHz ~ 8.5GHz","2","-","-","-","-","-","24-CLCC Exposed Pad","24-LCC (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc558A.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/12-VFQFN%20Exposed%20Pad.jpg,1127-3666-2-ND,HMC558ALC3BTR,Analog Devices Inc.,IC MMIC MIXER DBL-BAL 12SMD,200,0,"43.96530","0","100","Tape & Reel (TR)","-","Active","-","5.5GHz ~ 14GHz","1","-","8.5dB","-","-","-","12-CLCC Exposed Pad","12-CLCC (2.9x2.9)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc558A.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/12-VFQFN%20Exposed%20Pad.jpg,1127-3666-1-ND,HMC558ALC3BTR,Analog Devices Inc.,IC MMIC MIXER DBL-BAL 12SMD,222,0,"56.94000","0","1","Cut Tape (CT)","-","Active","-","5.5GHz ~ 14GHz","1","-","8.5dB","-","-","-","12-CLCC Exposed Pad","12-CLCC (2.9x2.9)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc558A.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/12-VFQFN%20Exposed%20Pad.jpg,1127-3666-6-ND,HMC558ALC3BTR,Analog Devices Inc.,IC MMIC MIXER DBL-BAL 12SMD,222,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","5.5GHz ~ 14GHz","1","-","8.5dB","-","-","-","12-CLCC Exposed Pad","12-CLCC (2.9x2.9)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc558A.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/12-VFQFN%20Exposed%20Pad.jpg,1127-3635-ND,HMC558ALC3B,Analog Devices Inc.,IC MMIC MIXER DBL-BAL 12SMD,945,0,"54.22000","0","1","Strip","-","Active","-","5.5GHz ~ 14GHz","1","-","8.5dB","-","-","-","12-CLCC Exposed Pad","12-CLCC (3x3)"
http://cdn.macom.com/datasheets/CSM4T17.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/CSM4T.jpg,1465-1693-ND,CSM4T17,M/A-Com Technology Solutions,MIXER COMMERCIAL,110,0,"54.45000","0","1","Bulk","-","Active","-","1MHz ~ 3.5GHz","1","-","1dB","-","-","-","3-SMD, No Lead","3-SMD"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc787a.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/12-VFQFN%20Exposed%20Pad.jpg,1127-3401-ND,HMC787ALC3B,Analog Devices Inc.,"DOUBLE-BALANCED - MIXER, 3-11GHZ",506,108,"59.14000","0","1","Strip","-","Active","-","3GHz ~ 10GHz","1","-","9dB","-","-","-","12-CLCC Exposed Pad","12-CSMT (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC773ALC3B.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/12-VFQFN%20Exposed%20Pad.jpg,1127-3674-2-ND,HMC773ALC3BTR,Analog Devices Inc.,IC MIXER 6-26GHZ DUAL 12QFN,300,0,"74.38200","0","100","Tape & Reel (TR)","-","Active","VSAT","6GHz ~ 26GHz","1","-","-","-","-","-","12-CLCC Exposed Pad","12-CLCC (2.9x2.9)"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC773ALC3B.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/12-VFQFN%20Exposed%20Pad.jpg,1127-3674-1-ND,HMC773ALC3BTR,Analog Devices Inc.,IC MIXER 6-26GHZ DUAL 12QFN,337,0,"94.26000","0","1","Cut Tape (CT)","-","Active","VSAT","6GHz ~ 26GHz","1","-","-","-","-","-","12-CLCC Exposed Pad","12-CLCC (2.9x2.9)"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC773ALC3B.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/12-VFQFN%20Exposed%20Pad.jpg,1127-3674-6-ND,HMC773ALC3BTR,Analog Devices Inc.,IC MIXER 6-26GHZ DUAL 12QFN,337,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","VSAT","6GHz ~ 26GHz","1","-","-","-","-","-","12-CLCC Exposed Pad","12-CLCC (2.9x2.9)"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC773ALC3B.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/12-VFQFN%20Exposed%20Pad.jpg,1127-3154-ND,HMC773ALC3B,Analog Devices Inc.,IC MIXER 6-26GHZ DUAL 12-QFN,505,50,"89.77000","0","1","Strip","-","Active","VSAT","6GHz ~ 26GHz","1","-","-","-","-","-","12-CLCC Exposed Pad","12-CLCC (2.9x2.9)"
https://datasheets.maximintegrated.com/en/ds/MAX2660-MAX2673.pdf,//media.digikey.com/renders/Maxim%20Renders/SOT-23-6%20PKG.jpg,MAX2671EUT+TTR-ND,MAX2671EUT+T,Maxim Integrated,IC MIXR 400MHZ-2.5GHZ UP SOT23-6,2500,0,"0.90450","0","2500","Tape & Reel (TR)","-","Active","Cellular, ISM, PCS, WLAN","400MHz ~ 2.5GHz","1","8.9dB","11.3dB","Up Converter","11.8mA","2.7V ~ 5.5V","SOT-23-6","SOT-23-6"
https://datasheets.maximintegrated.com/en/ds/MAX2660-MAX2673.pdf,//media.digikey.com/renders/Maxim%20Renders/SOT-23-6%20PKG.jpg,MAX2671EUT+TCT-ND,MAX2671EUT+T,Maxim Integrated,IC MIXR 400MHZ-2.5GHZ UP SOT23-6,2670,0,"2.04000","0","1","Cut Tape (CT)","-","Active","Cellular, ISM, PCS, WLAN","400MHz ~ 2.5GHz","1","8.9dB","11.3dB","Up Converter","11.8mA","2.7V ~ 5.5V","SOT-23-6","SOT-23-6"
https://datasheets.maximintegrated.com/en/ds/MAX2660-MAX2673.pdf,//media.digikey.com/renders/Maxim%20Renders/SOT-23-6%20PKG.jpg,MAX2671EUT+TDKR-ND,MAX2671EUT+T,Maxim Integrated,IC MIXR 400MHZ-2.5GHZ UP SOT23-6,2670,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Cellular, ISM, PCS, WLAN","400MHz ~ 2.5GHz","1","8.9dB","11.3dB","Up Converter","11.8mA","2.7V ~ 5.5V","SOT-23-6","SOT-23-6"
https://www.nxp.com/docs/en/data-sheet/SA602A.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT96-1;%20D,S,T,TN2;8.jpg",568-1200-2-ND,"SA602AD/01,118",NXP USA Inc.,IC MIXER 500MHZ UP CONVRT 8SO,2500,0,"1.31990","0","2500","Tape & Reel (TR)","SA602","Active","Cellular, HF, UHF, VHF","500MHz","1","17dB","5dB","Up Converter","2.4mA","4.5V ~ 8V","8-SOIC (0.154"", 3.90mm Width)","8-SO"
https://www.nxp.com/docs/en/data-sheet/SA602A.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT96-1;%20D,S,T,TN2;8.jpg",568-1200-1-ND,"SA602AD/01,118",NXP USA Inc.,IC MIXER 500MHZ UP CONVRT 8SO,4438,0,"2.67000","0","1","Cut Tape (CT)","SA602","Active","Cellular, HF, UHF, VHF","500MHz","1","17dB","5dB","Up Converter","2.4mA","4.5V ~ 8V","8-SOIC (0.154"", 3.90mm Width)","8-SO"
https://www.nxp.com/docs/en/data-sheet/SA602A.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT96-1;%20D,S,T,TN2;8.jpg",568-1200-6-ND,"SA602AD/01,118",NXP USA Inc.,IC MIXER 500MHZ UP CONVRT 8SO,4438,0,"Digi-Reel","0","1","Digi-Reel®","SA602","Active","Cellular, HF, UHF, VHF","500MHz","1","17dB","5dB","Up Converter","2.4mA","4.5V ~ 8V","8-SOIC (0.154"", 3.90mm Width)","8-SO"
https://www.nxp.com/docs/en/data-sheet/SA602A.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT96-1;%20D,S,T,TN2;8.jpg",568-5043-5-ND,"SA602AD/01,112",NXP USA Inc.,IC MIXER 500MHZ UP CONVRT 8SO,0,0,"Obsolete","0","2000","Tube","SA602","Obsolete","Cellular, HF, UHF, VHF","500MHz","1","17dB","5dB","Up Converter","2.4mA","4.5V ~ 8V","8-SOIC (0.154"", 3.90mm Width)","8-SO"
https://datasheets.maximintegrated.com/en/ds/MAX2680-MAX2682.pdf,//media.digikey.com/renders/Maxim%20Renders/SOT-23-6%20PKG.jpg,MAX2681EUT+TTR-ND,MAX2681EUT+T,Maxim Integrated,IC MXR 400MHZ-2.5GHZ DWN SOT23-6,2500,0,"2.31420","0","2500","Tape & Reel (TR)","-","Active","Cellular, ISM, PCS, WLL","400MHz ~ 2.5GHz","1","14.2dB","12.7dB","Down Converter","8.7mA","2.7V ~ 5.5V","SOT-23-6","SOT-23-6"
https://datasheets.maximintegrated.com/en/ds/MAX2680-MAX2682.pdf,//media.digikey.com/renders/Maxim%20Renders/SOT-23-6%20PKG.jpg,MAX2681EUT+TCT-ND,MAX2681EUT+T,Maxim Integrated,IC MXR 400MHZ-2.5GHZ DWN SOT23-6,3948,0,"4.75000","0","1","Cut Tape (CT)","-","Active","Cellular, ISM, PCS, WLL","400MHz ~ 2.5GHz","1","14.2dB","12.7dB","Down Converter","8.7mA","2.7V ~ 5.5V","SOT-23-6","SOT-23-6"
https://datasheets.maximintegrated.com/en/ds/MAX2680-MAX2682.pdf,//media.digikey.com/renders/Maxim%20Renders/SOT-23-6%20PKG.jpg,MAX2681EUT+TDKR-ND,MAX2681EUT+T,Maxim Integrated,IC MXR 400MHZ-2.5GHZ DWN SOT23-6,3948,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Cellular, ISM, PCS, WLL","400MHz ~ 2.5GHz","1","14.2dB","12.7dB","Down Converter","8.7mA","2.7V ~ 5.5V","SOT-23-6","SOT-23-6"
https://www.nxp.com/docs/en/data-sheet/SA615.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/20-SSOP_SOT266-1.jpg,568-8720-2-ND,"SA615DK/01,118",NXP USA Inc.,IC MIXER 500MHZ UP CONVRT 20SSOP,2500,0,"2.73368","0","2500","Tape & Reel (TR)","SA615","Active","Cellular, ASK, FSK, UHF, VHF","500MHz","3","13dB","5dB","Up Converter","7.4mA","4.5V ~ 8V","20-LSSOP (0.173"", 4.40mm Width)","20-SSOP"
https://www.nxp.com/docs/en/data-sheet/SA615.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/20-SSOP_SOT266-1.jpg,568-8720-1-ND,"SA615DK/01,118",NXP USA Inc.,IC MIXER 500MHZ UP CONVRT 20SSOP,4888,0,"5.61000","0","1","Cut Tape (CT)","SA615","Active","Cellular, ASK, FSK, UHF, VHF","500MHz","3","13dB","5dB","Up Converter","7.4mA","4.5V ~ 8V","20-LSSOP (0.173"", 4.40mm Width)","20-SSOP"
https://www.nxp.com/docs/en/data-sheet/SA615.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/20-SSOP_SOT266-1.jpg,568-8720-6-ND,"SA615DK/01,118",NXP USA Inc.,IC MIXER 500MHZ UP CONVRT 20SSOP,4888,0,"Digi-Reel","0","1","Digi-Reel®","SA615","Active","Cellular, ASK, FSK, UHF, VHF","500MHz","3","13dB","5dB","Up Converter","7.4mA","4.5V ~ 8V","20-LSSOP (0.173"", 4.40mm Width)","20-SSOP"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/SA615.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/20-SSOP_SOT266-1.jpg,568-3576-5-ND,"SA615DK/01,112",NXP USA Inc.,IC MIXER 500MHZ UP CONVRT 20SSOP,0,0,"Obsolete","0","1350","Tube","SA615","Obsolete","Cellular, ASK, FSK, UHF, VHF","500MHz","3","13dB","5dB","Up Converter","7.4mA","4.5V ~ 8V","20-LSSOP (0.173"", 4.40mm Width)","20-SSOP"
//media.digikey.com/pdf/Data%20Sheets/Analog%20Devices%20PDFs/AD8343.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/14-TSSOP.jpg,AD8343ARUZ-REEL7TR-ND,AD8343ARUZ-REEL7,Analog Devices Inc.,IC MXR 0HZ-2.5GHZ UP/DWN 14TSSOP,1000,0,"5.23584","0","1000","Tape & Reel (TR)","AD8343","Active","Cellular, WLAN","0Hz ~ 2.5GHz","1","7dB","14dB","Up/Down Converter","60mA","4.5V ~ 5.5V","14-TSSOP (0.173"", 4.40mm Width)","14-TSSOP"
//media.digikey.com/pdf/Data%20Sheets/Analog%20Devices%20PDFs/AD8343.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/14-TSSOP.jpg,AD8343ARUZ-REEL7CT-ND,AD8343ARUZ-REEL7,Analog Devices Inc.,IC MXR 0HZ-2.5GHZ UP/DWN 14TSSOP,1050,0,"9.59000","0","1","Cut Tape (CT)","-","Active","Cellular, WLAN","0Hz ~ 2.5GHz","1","7dB","14dB","Up/Down Converter","60mA","4.5V ~ 5.5V","14-TSSOP (0.173"", 4.40mm Width)","14-TSSOP"
//media.digikey.com/pdf/Data%20Sheets/Analog%20Devices%20PDFs/AD8343.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/14-TSSOP.jpg,AD8343ARUZ-REEL7DKR-ND,AD8343ARUZ-REEL7,Analog Devices Inc.,IC MXR 0HZ-2.5GHZ UP/DWN 14TSSOP,1050,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Cellular, WLAN","0Hz ~ 2.5GHz","1","7dB","14dB","Up/Down Converter","60mA","4.5V ~ 5.5V","14-TSSOP (0.173"", 4.40mm Width)","14-TSSOP"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc218b.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-TSSOP_8-MSOP.jpg,1127-2873-ND,HMC218BMS8GE,Analog Devices Inc.,IC MMIC MIXER DBL-BAL 8MSOP,234,0,"6.88000","0","1","Bulk","-","Active","WiMax","3.5GHz ~ 8GHz","1","-","-","Down Converter","-","-","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width) Exposed Pad","8-MSOP-EP"
http://www.linear.com/docs/5184,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1692;UF;16.jpg,LT5526EUF#PBF-ND,LT5526EUF#PBF,Linear Technology/Analog Devices,IC MIXR 1KHZ-2GHZ DWN CONV 16QFN,428,0,"8.24000","0","1","Tube","LT5526","Active","General Purpose","1kHz ~ 2GHz","1","0.6dB","11dB","Down Converter","28mA","3.6V ~ 5.3V","16-WQFN Exposed Pad","16-QFN (4x4)"
http://www.linear.com/docs/2539,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1692;UF;16.jpg,LT5512EUF#PBF-ND,LT5512EUF#PBF,Linear Technology/Analog Devices,IC MIXER 1KHZ-3GHZ DWN 16QFN,766,1911,"8.98000","0","1","Tube","LT5512","Active","Cellular, HF, ISM, PCS, UHF, VHF, WMTS","1kHz ~ 3GHz","1","1.1dB","14dB","Down Converter","74mA","4.5V ~ 5.25V","16-WQFN Exposed Pad","16-QFN (4x4)"
