Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","RF Type","Frequency","Number of Mixers","Gain","Noise Figure","Secondary Attributes","Current - Supply","Voltage - Supply","Package / Case","Supplier Device Package"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADL5812.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-40-6;CP;40.jpg,ADL5812ACPZ-R7CT-ND,ADL5812ACPZ-R7,Analog Devices Inc.,IC MXR 700MHZ-2.8GHZ AMP 40LFCSP,1315,3000,"22.71000","0","1","Cut Tape (CT)","-","Active","General Purpose","700MHz ~ 2.8GHz","2","6.7dB","11.6dB","With Amplifier","412mA","3.6V ~ 5.5V","40-VFQFN Exposed Pad, CSP","40-LFCSP-VQ (6x6)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADL5812.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-40-6;CP;40.jpg,ADL5812ACPZ-R7DKR-ND,ADL5812ACPZ-R7,Analog Devices Inc.,IC MXR 700MHZ-2.8GHZ AMP 40LFCSP,1315,3000,"Digi-Reel","0","1","Digi-Reel®","-","Active","General Purpose","700MHz ~ 2.8GHz","2","6.7dB","11.6dB","With Amplifier","412mA","3.6V ~ 5.5V","40-VFQFN Exposed Pad, CSP","40-LFCSP-VQ (6x6)"
http://www.analog.com/media/en/technical-documentation/data-sheets/ltc5556.pdf,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1693;UH;32.jpg,LTC5556IUH#PBF-ND,LTC5556IUH#PBF,Linear Technology/Analog Devices,1.5GHZ TO 7GHZ DUAL PROGRAMMABLE,116,1971,"21.07000","0","1","-","-","Active","General Purpose","1.5GHz ~ 7GHz","2","9.7dB","13.9dB","Down Converter","380mA","3V ~ 3.6V","32-WFQFN Exposed Pad","32-QFN (5x5)"
https://cdn.macom.com/datasheets/MAMX-011037-DIE.pdf,//media.digikey.com/Renders/MACom%20Technology%20Solutions/MAMX-011037-DIE.jpg,1465-1849-ND,MAMX-011037-DIE,M/A-Com Technology Solutions,MIXER 18-46 GHZ DIE,380,0,"71.30000","0","10","-","-","Active","Radar","18GHz ~ 46GHz","1","-","-","-","-","-","Die","Chip"
https://cdn.macom.com/datasheets/MAMX-011036-DIE.pdf,-,1465-1848-ND,MAMX-011036-DIE,M/A-Com Technology Solutions,MIXER 8-43 GHZ DIE,290,0,"75.00000","0","10","Tray","-","Active","Radar","8GHz ~ 43GHz","1","-","-","-","-","-","Die","Die"
https://nardamiteq.com/docs/MITEQ-IRM0208.PDF,-,1949-1041-ND,IRM0208LC2Q,L3 Narda-MITEQ,I&Q MIXER IMAGE REJECTION MIXER,45,0,"1715.20000","0","1","-","-","Active","General Purpose","2GHz ~ 8GHz","1","-","9.5dB","Up/Down Converter","-","-","Module, SMA Connectors","Module"
https://datasheets.maximintegrated.com/en/ds/MAX2680-MAX2682.pdf,//media.digikey.com/renders/Maxim%20Renders/SOT-23-6%20PKG.jpg,MAX2680AUT+T-ND,MAX2680AUT+T,Maxim Integrated,IC MXR 400MHZ-2.5GHZ DWN SOT23-6,3461,0,"0.72000","0","1","Strip","MAX2680","Obsolete","Cellular, ISM, PCS, WLL","400MHz ~ 2.5GHz","1","11.6dB","11.7dB","Down Converter","5mA","2.7V ~ 5.5V","SOT-23-6","SOT-23-6"
https://www.nxp.com/docs/en/data-sheet/TFF1015HN_N1.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/16-DHVQFN_SOT763-1%20Pkg.jpg,568-8499-2-ND,"TFF1015HN/N1,115",NXP USA Inc.,IC MIXER 10.7-12.75GHZ 16DHVQFN,0,0,"Obsolete","0","3000","Tape & Reel (TR)","-","Obsolete","Ku-Band","10.7GHz ~ 12.75GHz","1","39dB","7dB","Down Converter","52mA","4.5V ~ 5.5V","16-VFQFN Exposed Pad","16-DHVQFN (2.5x3.5)"
https://www.nxp.com/docs/en/data-sheet/TFF1015HN_N1.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/16-DHVQFN_SOT763-1%20Pkg.jpg,568-8499-1-ND,"TFF1015HN/N1,115",NXP USA Inc.,IC MIXER 10.7-12.75GHZ 16DHVQFN,1910,0,"0.77000","0","1","Cut Tape (CT)","-","Obsolete","Ku-Band","10.7GHz ~ 12.75GHz","1","39dB","7dB","Down Converter","52mA","4.5V ~ 5.5V","16-VFQFN Exposed Pad","16-DHVQFN (2.5x3.5)"
https://www.nxp.com/docs/en/data-sheet/TFF1015HN_N1.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/16-DHVQFN_SOT763-1%20Pkg.jpg,568-8499-6-ND,"TFF1015HN/N1,115",NXP USA Inc.,IC MIXER 10.7-12.75GHZ 16DHVQFN,1910,0,"Digi-Reel","0","1","Digi-Reel®","-","Obsolete","Ku-Band","10.7GHz ~ 12.75GHz","1","39dB","7dB","Down Converter","52mA","4.5V ~ 5.5V","16-VFQFN Exposed Pad","16-DHVQFN (2.5x3.5)"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/TFF1018HN.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/16-DHVQFN_SOT763-1%20Pkg.jpg,"TFF1018HN/N1,135-ND","TFF1018HN/N1,135",NXP USA Inc.,IC MIXER 10.7-12.75GHZ 16DHVQFN,0,0,"Obsolete","0","6000","Tape & Reel (TR)","-","Obsolete","Ku-Band","10.7GHz ~ 12.75GHz","1","45dB","7dB","Down Converter","52mA","4.5V ~ 5.5V","16-VFQFN Exposed Pad","16-DHVQFN (2.5x3.5)"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/TFF1018HN.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/16-DHVQFN_SOT763-1%20Pkg.jpg,568-8501-2-ND,"TFF1018HN/N1,115",NXP USA Inc.,IC MIXER 10.7-12.75GHZ 16DHVQFN,0,0,"Obsolete","0","3000","Tape & Reel (TR)","-","Obsolete","Ku-Band","10.7GHz ~ 12.75GHz","1","45dB","7dB","Down Converter","52mA","4.5V ~ 5.5V","16-VFQFN Exposed Pad","16-DHVQFN (2.5x3.5)"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/TFF1018HN.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/16-DHVQFN_SOT763-1%20Pkg.jpg,568-8501-1-ND,"TFF1018HN/N1,115",NXP USA Inc.,IC MIXER 10.7-12.75GHZ 16DHVQFN,1795,0,"0.77000","0","1","Cut Tape (CT)","-","Obsolete","Ku-Band","10.7GHz ~ 12.75GHz","1","45dB","7dB","Down Converter","52mA","4.5V ~ 5.5V","16-VFQFN Exposed Pad","16-DHVQFN (2.5x3.5)"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/TFF1018HN.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/16-DHVQFN_SOT763-1%20Pkg.jpg,568-8501-6-ND,"TFF1018HN/N1,115",NXP USA Inc.,IC MIXER 10.7-12.75GHZ 16DHVQFN,1795,0,"Digi-Reel","0","1","Digi-Reel®","-","Obsolete","Ku-Band","10.7GHz ~ 12.75GHz","1","45dB","7dB","Down Converter","52mA","4.5V ~ 5.5V","16-VFQFN Exposed Pad","16-DHVQFN (2.5x3.5)"
https://datasheets.maximintegrated.com/en/ds/MAX2680-MAX2682.pdf,//media.digikey.com/renders/Maxim%20Renders/SOT-23-6%20PKG.jpg,MAX2680EUT+TR-ND,MAX2680EUT+T,Maxim Integrated,IC MXR 400MHZ-2.5GHZ DWN SOT23-6,0,0,"0.97200","0","2500","Tape & Reel (TR)","MAX2680","Active","Cellular, ISM, PCS, WLL","400MHz ~ 2.5GHz","1","11.6dB","11.7dB","Down Converter","5mA","2.7V ~ 5.5V","SOT-23-6","SOT-23-6"
https://datasheets.maximintegrated.com/en/ds/MAX2680-MAX2682.pdf,//media.digikey.com/renders/Maxim%20Renders/SOT-23-6%20PKG.jpg,MAX2680EUT+CT-ND,MAX2680EUT+T,Maxim Integrated,IC MXR 400MHZ-2.5GHZ DWN SOT23-6,2244,0,"2.19000","0","1","Cut Tape (CT)","MAX2680","Active","Cellular, ISM, PCS, WLL","400MHz ~ 2.5GHz","1","11.6dB","11.7dB","Down Converter","5mA","2.7V ~ 5.5V","SOT-23-6","SOT-23-6"
https://datasheets.maximintegrated.com/en/ds/MAX2680-MAX2682.pdf,//media.digikey.com/renders/Maxim%20Renders/SOT-23-6%20PKG.jpg,MAX2680EUT+DKR-ND,MAX2680EUT+T,Maxim Integrated,IC MXR 400MHZ-2.5GHZ DWN SOT23-6,2244,0,"Digi-Reel","0","1","Digi-Reel®","MAX2680","Active","Cellular, ISM, PCS, WLL","400MHz ~ 2.5GHz","1","11.6dB","11.7dB","Down Converter","5mA","2.7V ~ 5.5V","SOT-23-6","SOT-23-6"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc272a.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-TSSOP_8-MSOP.jpg,1127-1313-2-ND,HMC272AMS8ETR,Analog Devices Inc.,IC MIXER SGL-BAL 1.7-3GHZ 8-MSOP,0,0,"Obsolete","0","500","Tape & Reel (TR)","-","Obsolete","General Purpose","1.7GHz ~ 3GHz","1","-","9dB","Up/Down Converter","-","-","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)","8-MSOP"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc272a.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-TSSOP_8-MSOP.jpg,1127-1313-1-ND,HMC272AMS8ETR,Analog Devices Inc.,IC MIXER SGL-BAL 1.7-3GHZ 8-MSOP,156,0,"2.49000","0","1","Cut Tape (CT)","-","Obsolete","General Purpose","1.7GHz ~ 3GHz","1","-","9dB","Up/Down Converter","-","-","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)","8-MSOP"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc272a.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-TSSOP_8-MSOP.jpg,1127-1313-6-ND,HMC272AMS8ETR,Analog Devices Inc.,IC MIXER SGL-BAL 1.7-3GHZ 8-MSOP,156,0,"Digi-Reel","0","1","Digi-Reel®","-","Obsolete","General Purpose","1.7GHz ~ 3GHz","1","-","9dB","Up/Down Converter","-","-","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)","8-MSOP"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/SA606.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SOIC%200.295.jpg,568-11566-2-ND,"SA606D/01,118",NXP USA Inc.,IC MIXER 150MHZ UP CONVRT 20SO,0,0,"Obsolete","0","2000","Tape & Reel (TR)","SA606","Obsolete","Cellular, ASK, FSK, VHF","150MHz","2","17dB","6.2dB","Up Converter","4.2mA","2.7V ~ 7V","20-SOIC (0.295"", 7.50mm Width)","20-SO"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/SA606.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SOIC%200.295.jpg,568-11566-1-ND,"SA606D/01,118",NXP USA Inc.,IC MIXER 150MHZ UP CONV 20SOIC,880,0,"3.95000","0","1","Cut Tape (CT)","SA606","Obsolete","Cellular, ASK, FSK, VHF","150MHz","2","17dB","6.2dB","Up Converter","4.2mA","2.7V ~ 7V","20-SOIC (0.295"", 7.50mm Width)","20-SO"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/SA606.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SOIC%200.295.jpg,568-11566-6-ND,"SA606D/01,118",NXP USA Inc.,IC MIXER 150MHZ UP CONV 20SOIC,880,0,"Digi-Reel","0","1","Digi-Reel®","SA606","Obsolete","Cellular, ASK, FSK, VHF","150MHz","2","17dB","6.2dB","Up Converter","4.2mA","2.7V ~ 7V","20-SOIC (0.295"", 7.50mm Width)","20-SO"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/TFF1044HN_Rev.1_June2015_DS.pdf,-,568-15247-2-ND,TFF1044HN/N1Y,NXP USA Inc.,IC MIXER OSC PLL LNB 36HVLGA,0,0,"2.07813","0","6000","Tape & Reel (TR)","-","Active","Ku-Band","10.7GHz ~ 12.75GHz","4","36dB","8dB","Down Converter","145mA","4.3V ~ 5.6V","36-VFQFN Exposed Pad","36-QFN (5x5)"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/TFF1044HN_Rev.1_June2015_DS.pdf,-,568-15247-1-ND,TFF1044HN/N1Y,NXP USA Inc.,IC MIXER OSC PLL LNB 36HVLGA,5965,0,"4.26000","0","1","Cut Tape (CT)","-","Active","Ku-Band","10.7GHz ~ 12.75GHz","4","36dB","8dB","Down Converter","145mA","4.3V ~ 5.6V","36-VFQFN Exposed Pad","36-QFN (5x5)"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/TFF1044HN_Rev.1_June2015_DS.pdf,-,568-15247-6-ND,TFF1044HN/N1Y,NXP USA Inc.,IC MIXER OSC PLL LNB 36HVLGA,5965,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Ku-Band","10.7GHz ~ 12.75GHz","4","36dB","8dB","Down Converter","145mA","4.3V ~ 5.6V","36-VFQFN Exposed Pad","36-QFN (5x5)"
http://www.skyworksinc.com/uploads/documents/SKY73420_11_202967A.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;36QFN-.9-6x6;;36.jpg,863-1805-2-ND,SKY73420-11,Skyworks Solutions Inc.,698-915MHZ DUAL CHANNEL MIXER,3000,0,"4.55000","0","3000","Tape & Reel (TR)","-","Active","CDMA, GSM, WCDMA","650MHz ~ 950MHz","2","8.1dB","9.3dB","-","310mA","5V","36-VFQFN Exposed Pad","36-QFN (6x6)"
http://www.skyworksinc.com/uploads/documents/SKY73420_11_202967A.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;36QFN-.9-6x6;;36.jpg,863-1805-1-ND,SKY73420-11,Skyworks Solutions Inc.,698-915MHZ DUAL CHANNEL MIXER,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","-","Discontinued at Digi-Key","CDMA, GSM, WCDMA","650MHz ~ 950MHz","2","8.1dB","9.3dB","-","310mA","5V","36-VFQFN Exposed Pad","36-QFN (6x6)"
http://www.skyworksinc.com/uploads/documents/SKY73420_11_202967A.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;36QFN-.9-6x6;;36.jpg,863-1805-6-ND,SKY73420-11,Skyworks Solutions Inc.,698-915MHZ DUAL CHANNEL MIXER,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Discontinued at Digi-Key","CDMA, GSM, WCDMA","650MHz ~ 950MHz","2","8.1dB","9.3dB","-","310mA","5V","36-VFQFN Exposed Pad","36-QFN (6x6)"
https://www.nxp.com/docs/en/data-sheet/SA616.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/20-HVQFN_SOT917-1%20pkg.jpg,568-11567-2-ND,"SA616BS,115",NXP USA Inc.,IC MIXER FM IF SYSTEM LV 20HVQFN,0,0,"2.46386","0","1500","Tape & Reel (TR)","-","Active","General Purpose","150MHz","2","17dB","6.8dB","With Amplifier","3.5mA","2.7V ~ 7V","20-VFQFN Exposed Pad","20-HVQFN (4x4)"
https://www.nxp.com/docs/en/data-sheet/SA616.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/20-HVQFN_SOT917-1%20pkg.jpg,568-11567-1-ND,"SA616BS,115",NXP USA Inc.,IC MIXER FM IF SYSTEM LV 20HVQFN,101,0,"4.80000","0","1","Cut Tape (CT)","-","Active","General Purpose","150MHz","2","17dB","6.8dB","With Amplifier","3.5mA","2.7V ~ 7V","20-VFQFN Exposed Pad","20-HVQFN (4x4)"
https://www.nxp.com/docs/en/data-sheet/SA616.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/20-HVQFN_SOT917-1%20pkg.jpg,568-11567-6-ND,"SA616BS,115",NXP USA Inc.,IC MIXER FM IF SYSTEM LV 20HVQFN,101,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","General Purpose","150MHz","2","17dB","6.8dB","With Amplifier","3.5mA","2.7V ~ 7V","20-VFQFN Exposed Pad","20-HVQFN (4x4)"
https://www.nxp.com/docs/en/data-sheet/SA636.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/20-HVQFN_SOT917-1%20pkg.jpg,568-10184-2-ND,"SA636BS,115",NXP USA Inc.,IC MIXER 500MHZ UP CONV 20HVQFN,0,0,"2.72202","0","1500","Tape & Reel (TR)","SA636","Active","Cellular, ASK, DECT, FSK, UHF, VHF","500MHz","1","11dB","12dB","Up Converter","6.5mA","2.7V ~ 5.5V","20-VFQFN Exposed Pad","20-HVQFN (4x4)"
https://www.nxp.com/docs/en/data-sheet/SA636.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/20-HVQFN_SOT917-1%20pkg.jpg,568-10184-1-ND,"SA636BS,115",NXP USA Inc.,IC MIXER 500MHZ UP CONV 20HVQFN,713,0,"5.31000","0","1","Cut Tape (CT)","SA636","Active","Cellular, ASK, DECT, FSK, UHF, VHF","500MHz","1","11dB","12dB","Up Converter","6.5mA","2.7V ~ 5.5V","20-VFQFN Exposed Pad","20-HVQFN (4x4)"
https://www.nxp.com/docs/en/data-sheet/SA636.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/20-HVQFN_SOT917-1%20pkg.jpg,568-10184-6-ND,"SA636BS,115",NXP USA Inc.,IC MIXER 500MHZ UP CONV 20HVQFN,713,0,"Digi-Reel","0","1","Digi-Reel®","SA636","Active","Cellular, ASK, DECT, FSK, UHF, VHF","500MHz","1","11dB","12dB","Up Converter","6.5mA","2.7V ~ 5.5V","20-VFQFN Exposed Pad","20-HVQFN (4x4)"
https://www.nxp.com/docs/en/data-sheet/SA616.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/20-SSOP_SOT266-1.jpg,568-2036-2-ND,"SA616DK/01,118",NXP USA Inc.,IC MIXR 150MHZ RSSI EQUIP 20SSOP,0,0,"2.60068","0","2500","Tape & Reel (TR)","SA616","Active","Cellular, ASK, FSK","150MHz","2","17dB","6.8dB","RSSI Equipped","3.5mA","2.7V ~ 7V","20-LSSOP (0.173"", 4.40mm Width)","20-SSOP"
https://www.nxp.com/docs/en/data-sheet/SA616.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/20-SSOP_SOT266-1.jpg,568-2036-1-ND,"SA616DK/01,118",NXP USA Inc.,IC MIXR 150MHZ RSSI EQUIP 20SSOP,2343,0,"5.34000","0","1","Cut Tape (CT)","SA616","Active","Cellular, ASK, FSK","150MHz","2","17dB","6.8dB","RSSI Equipped","3.5mA","2.7V ~ 7V","20-LSSOP (0.173"", 4.40mm Width)","20-SSOP"
https://www.nxp.com/docs/en/data-sheet/SA616.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/20-SSOP_SOT266-1.jpg,568-2036-6-ND,"SA616DK/01,118",NXP USA Inc.,IC MIXR 150MHZ RSSI EQUIP 20SSOP,2343,0,"Digi-Reel","0","1","Digi-Reel®","SA616","Active","Cellular, ASK, FSK","150MHz","2","17dB","6.8dB","RSSI Equipped","3.5mA","2.7V ~ 7V","20-LSSOP (0.173"", 4.40mm Width)","20-SSOP"
https://www.nxp.com/docs/en/data-sheet/SA615.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SOIC%200.295.jpg,568-11565-2-ND,"SA615D/01,118",NXP USA Inc.,IC MIXER 500MHZ UP CONVRT 20SO,0,0,"2.73368","0","2000","Tape & Reel (TR)","SA615","Active","Cellular, ASK, FSK, UHF, VHF","500MHz","3","13dB","5dB","With Amplifier","7.4mA","4.5V ~ 8V","20-SOIC (0.295"", 7.50mm Width)","20-SO"
https://www.nxp.com/docs/en/data-sheet/SA615.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SOIC%200.295.jpg,568-11565-1-ND,"SA615D/01,118",NXP USA Inc.,IC MIXER 500MHZ UP CONV 20SOIC,334,0,"5.61000","0","1","Cut Tape (CT)","SA615","Active","Cellular, ASK, FSK, UHF, VHF","500MHz","3","13dB","5dB","With Amplifier","7.4mA","4.5V ~ 8V","20-SOIC (0.295"", 7.50mm Width)","20-SO"
https://www.nxp.com/docs/en/data-sheet/SA615.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SOIC%200.295.jpg,568-11565-6-ND,"SA615D/01,118",NXP USA Inc.,IC MIXER 500MHZ UP CONV 20SOIC,334,0,"Digi-Reel","0","1","Digi-Reel®","SA615","Active","Cellular, ASK, FSK, UHF, VHF","500MHz","3","13dB","5dB","With Amplifier","7.4mA","4.5V ~ 8V","20-SOIC (0.295"", 7.50mm Width)","20-SO"
https://www.nxp.com/docs/en/data-sheet/SA606.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/20-SSOP_SOT266-1.jpg,568-2088-2-ND,"SA606DK/01,118",NXP USA Inc.,IC MIXER 150MHZ UP CONVRT 20SSOP,0,0,"3.08826","0","2500","Tape & Reel (TR)","SA606","Active","Cellular, ASK, FSK, VHF","150MHz","2","17dB","6.2dB","Up Converter","3.5mA","2.7V ~ 7V","20-LSSOP (0.173"", 4.40mm Width)","20-SSOP"
https://www.nxp.com/docs/en/data-sheet/SA606.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/20-SSOP_SOT266-1.jpg,568-2088-1-ND,"SA606DK/01,118",NXP USA Inc.,IC MIXER 150MHZ UP CONVRT 20SSOP,3124,0,"6.34000","0","1","Cut Tape (CT)","SA606","Active","Cellular, ASK, FSK, VHF","150MHz","2","17dB","6.2dB","Up Converter","3.5mA","2.7V ~ 7V","20-LSSOP (0.173"", 4.40mm Width)","20-SSOP"
https://www.nxp.com/docs/en/data-sheet/SA606.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/20-SSOP_SOT266-1.jpg,568-2088-6-ND,"SA606DK/01,118",NXP USA Inc.,IC MIXER 150MHZ UP CONVRT 20SSOP,3124,0,"Digi-Reel","0","1","Digi-Reel®","SA606","Active","Cellular, ASK, FSK, VHF","150MHz","2","17dB","6.2dB","Up Converter","3.5mA","2.7V ~ 7V","20-LSSOP (0.173"", 4.40mm Width)","20-SSOP"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/ADL5350.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-8-1;CP;8.jpg,ADL5350ACPZ-R7TR-ND,ADL5350ACPZ-R7,Analog Devices Inc.,IC MIXER 750MHZ-4GHZ 8LFCSP,0,12000,"3.21049","0","3000","Tape & Reel (TR)","ADL5350","Active","Cellular, CDMA, GSM","750MHz ~ 4GHz","1","-","6.5dB","-","16.5mA","2.7V ~ 3.5V","8-VFDFN Exposed Pad, CSP","8-LFCSP-VD (3x2)"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/ADL5350.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-8-1;CP;8.jpg,ADL5350ACPZ-R7CT-ND,ADL5350ACPZ-R7,Analog Devices Inc.,IC MIXER 750MHZ-4GHZ 8LFCSP,891,12000,"6.96000","0","1","Cut Tape (CT)","ADL5350","Active","Cellular, CDMA, GSM","750MHz ~ 4GHz","1","-","6.5dB","-","16.5mA","2.7V ~ 3.5V","8-VFDFN Exposed Pad, CSP","8-LFCSP-VD (3x2)"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/ADL5350.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-8-1;CP;8.jpg,ADL5350ACPZ-R7DKR-ND,ADL5350ACPZ-R7,Analog Devices Inc.,IC MIXER 750MHZ-4GHZ 8LFCSP,891,12000,"Digi-Reel","0","1","Digi-Reel®","ADL5350","Active","Cellular, CDMA, GSM","750MHz ~ 4GHz","1","-","6.5dB","-","16.5mA","2.7V ~ 3.5V","8-VFDFN Exposed Pad, CSP","8-LFCSP-VD (3x2)"
https://www.analog.com/media/en/technical-documentation/data-sheets/AD608.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/16-SOIC.jpg,AD608ARZ-RLTR-ND,AD608ARZ-RL,Analog Devices Inc.,IC MIXER 500MHZ DOWN CONV 16SOIC,0,0,"3.25079","0","2500","Tape & Reel (TR)","AD608","Active","FM, GSM, PM, PHS, FM","500MHz","1","24dB","16dB","With Amplifier","7.3mA","2.7V ~ 5.5V","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
https://www.analog.com/media/en/technical-documentation/data-sheets/AD608.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/16-SOIC.jpg,AD608ARZ-RLCT-ND,AD608ARZ-RL,Analog Devices Inc.,IC MIXER 500MHZ DOWN CONV 16SOIC,2425,0,"7.05000","0","1","Cut Tape (CT)","AD608","Active","FM, GSM, PM, PHS, FM","500MHz","1","24dB","16dB","With Amplifier","7.3mA","2.7V ~ 5.5V","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
https://www.analog.com/media/en/technical-documentation/data-sheets/AD608.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/16-SOIC.jpg,AD608ARZ-RLDKR-ND,AD608ARZ-RL,Analog Devices Inc.,IC MIXER 500MHZ DOWN CONV 16SOIC,2425,0,"Digi-Reel","0","1","Digi-Reel®","AD608","Active","FM, GSM, PM, PHS, FM","500MHz","1","24dB","16dB","With Amplifier","7.3mA","2.7V ~ 5.5V","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc218b.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-TSSOP_8-MSOP.jpg,1127-3480-2-ND,HMC218BMS8GETR,Analog Devices Inc.,IC MMIC MIXER DBL-BAL 8MSOP,0,0,"4.30260","0","500","Tape & Reel (TR)","-","Active","WiMax","3.5GHz ~ 8GHz","1","-","-","Down Converter","-","-","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width) Exposed Pad","8-MSOP-EP"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc218b.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-TSSOP_8-MSOP.jpg,1127-3480-1-ND,HMC218BMS8GETR,Analog Devices Inc.,IC MMIC MIXER DBL-BAL 8MSOP,124,0,"7.23000","0","1","Cut Tape (CT)","-","Active","WiMax","3.5GHz ~ 8GHz","1","-","-","Down Converter","-","-","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width) Exposed Pad","8-MSOP-EP"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc218b.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-TSSOP_8-MSOP.jpg,1127-3480-6-ND,HMC218BMS8GETR,Analog Devices Inc.,IC MMIC MIXER DBL-BAL 8MSOP,124,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","WiMax","3.5GHz ~ 8GHz","1","-","-","Down Converter","-","-","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width) Exposed Pad","8-MSOP-EP"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc400.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-TSSOP_8-MSOP.jpg,1127-1367-2-ND,HMC400MS8ETR,Analog Devices Inc.,IC MMIC MIXER HI IP3 8-MSOP,0,0,"Obsolete","0","500","Tape & Reel (TR)","-","Obsolete","General Purpose","1.7GHz ~ 2.2GHz","1","-","9dB","Up/Down Converter","-","-","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)","8-MSOP"
