Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","RF Family/Standard","Frequency Group","Frequency (Center/Band)","Frequency Range","Antenna Type","Number of Bands","VSWR","Return Loss","Gain","Power - Max","Features","Termination","Ingress Protection","Mounting Type","Height (Max)","Applications"
https://www.johansontechnology.com/datasheets/0433AT62A0020/0433AT62A0020.pdf,//media.digikey.com/Photos/Johanson%20Tech%20Photos/0433AT62A0020E.JPG,712-1568-2-ND,0433AT62A0020E,Johanson Technology Inc.,RF ANT 433MHZ CHIP SOLDER SMD,6000,0,"1.05000","0","500","Tape & Reel (TR)","-","Active","-","UHF (300MHz ~ 1GHz)","433MHz","423MHz ~ 443MHz","Chip","1","-","-8.5dB","-4dBi","2W","-","Solder","-","Surface Mount","0.047"" (1.20mm)","-"
https://www.johansontechnology.com/datasheets/0433AT62A0020/0433AT62A0020.pdf,//media.digikey.com/Photos/Johanson%20Tech%20Photos/0433AT62A0020E.JPG,712-1568-1-ND,0433AT62A0020E,Johanson Technology Inc.,RF ANT 433MHZ CHIP SOLDER SMD,6781,0,"1.92000","0","1","Cut Tape (CT)","-","Active","-","UHF (300MHz ~ 1GHz)","433MHz","423MHz ~ 443MHz","Chip","1","-","-8.5dB","-4dBi","2W","-","Solder","-","Surface Mount","0.047"" (1.20mm)","-"
https://www.johansontechnology.com/datasheets/0433AT62A0020/0433AT62A0020.pdf,//media.digikey.com/Photos/Johanson%20Tech%20Photos/0433AT62A0020E.JPG,712-1568-6-ND,0433AT62A0020E,Johanson Technology Inc.,RF ANT 433MHZ CHIP SOLDER SMD,6781,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","UHF (300MHz ~ 1GHz)","433MHz","423MHz ~ 443MHz","Chip","1","-","-8.5dB","-4dBi","2W","-","Solder","-","Surface Mount","0.047"" (1.20mm)","-"
https://linxtechnologies.com/wp/wp-content/uploads/ant-916-heth.pdf,//media.digikey.com/photos/Linx%20Tech%20Photos/ANT-916-HETH.jpg,ANT-916-HETH-ND,ANT-916-HETH,Linx Technologies Inc.,RF ANT 916MHZ HELICAL SLD TH,18487,0,"1.07000","0","1","Bulk","HE","Active","General ISM","UHF (300MHz ~ 1GHz)","916MHz","865MHz ~ 965MHz","Helical","1","2","-","2.4dBi","-","-","Solder","-","Through Hole","0.350"" (8.90mm)","ISM, LoRa, Sensor Networks, SigFox"
http://www.antenova-m2m.com/wp-content/uploads/2015/11/Mutica-SR24W001-PS-1.1.pdf,//media.digikey.com/Photos/Antenova%20Photos/SR42W001.jpg,627-1062-2-ND,SR42W001,Antenova,RF ANT 2.4GHZ/5.4GHZ CHIP SLD,2000,0,"1.07154","0","1000","Tape & Reel (TR)","-","Active","WiFi","UHF (2GHz ~ 3GHz), SHF (f > 4GHz)","2.4GHz, 5.4GHz","2.4GHz ~ 2.5GHz, 4.9GHz ~ 5.9GHz","Chip","2","1.5","-12dB","2dBi","-","-","Solder","-","Surface Mount","0.031"" (0.80mm)","WLAN"
http://www.antenova-m2m.com/wp-content/uploads/2015/11/Mutica-SR24W001-PS-1.1.pdf,//media.digikey.com/Photos/Antenova%20Photos/SR42W001.jpg,627-1062-1-ND,SR42W001,Antenova,RF ANT 2.4GHZ/5.4GHZ CHIP SLD,2850,0,"2.36000","0","1","Cut Tape (CT)","-","Active","WiFi","UHF (2GHz ~ 3GHz), SHF (f > 4GHz)","2.4GHz, 5.4GHz","2.4GHz ~ 2.5GHz, 4.9GHz ~ 5.9GHz","Chip","2","1.5","-12dB","2dBi","-","-","Solder","-","Surface Mount","0.031"" (0.80mm)","WLAN"
http://www.antenova-m2m.com/wp-content/uploads/2015/11/Mutica-SR24W001-PS-1.1.pdf,//media.digikey.com/Photos/Antenova%20Photos/SR42W001.jpg,627-1062-6-ND,SR42W001,Antenova,RF ANT 2.4GHZ/5.4GHZ CHIP SLD,2850,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","WiFi","UHF (2GHz ~ 3GHz), SHF (f > 4GHz)","2.4GHz, 5.4GHz","2.4GHz ~ 2.5GHz, 4.9GHz ~ 5.9GHz","Chip","2","1.5","-12dB","2dBi","-","-","Solder","-","Surface Mount","0.031"" (0.80mm)","WLAN"
http://www.proant.se/files/user/Datasheet%20-%20OnBoard%20SMD%20868-915%20MHz%20rev%202.0.pdf,//media.digikey.com/Photos/Proant%20AB/MFG_471.jpg,1532-1004-2-ND,PRO-OB-471,Proant AB,RF ANT 868MHZ/915MHZ STAMPED MET,2750,0,"1.07324","0","250","Tape & Reel (TR)","OnBoard™","Active","General ISM","UHF (300MHz ~ 1GHz)","868MHz, 915MHz","860MHz ~ 870MHz, 902MHz ~ 928MHz","Stamped Metal","2","-","-10dB, -6dB","-","-","-","Solder","-","Surface Mount","0.197"" (5.00mm)","ISM"
http://www.proant.se/files/user/Datasheet%20-%20OnBoard%20SMD%20868-915%20MHz%20rev%202.0.pdf,//media.digikey.com/Photos/Proant%20AB/MFG_471.jpg,1532-1004-1-ND,PRO-OB-471,Proant AB,RF ANT 868MHZ/915MHZ STAMPED MET,2903,0,"1.71000","0","1","Cut Tape (CT)","OnBoard™","Active","General ISM","UHF (300MHz ~ 1GHz)","868MHz, 915MHz","860MHz ~ 870MHz, 902MHz ~ 928MHz","Stamped Metal","2","-","-10dB, -6dB","-","-","-","Solder","-","Surface Mount","0.197"" (5.00mm)","ISM"
http://www.proant.se/files/user/Datasheet%20-%20OnBoard%20SMD%20868-915%20MHz%20rev%202.0.pdf,//media.digikey.com/Photos/Proant%20AB/MFG_471.jpg,1532-1004-6-ND,PRO-OB-471,Proant AB,RF ANT 868MHZ/915MHZ STAMPED MET,2903,0,"Digi-Reel","0","1","Digi-Reel®","OnBoard™","Active","General ISM","UHF (300MHz ~ 1GHz)","868MHz, 915MHz","860MHz ~ 870MHz, 902MHz ~ 928MHz","Stamped Metal","2","-","-10dB, -6dB","-","-","-","Solder","-","Surface Mount","0.197"" (5.00mm)","ISM"
https://linxtechnologies.com/wp/wp-content/uploads/ant-433-heth.pdf,//media.digikey.com/photos/Linx%20Tech%20Photos/ANT-433-HETH.JPG,ANT-433-HETH-ND,ANT-433-HETH,Linx Technologies Inc.,RF ANT 433MHZ HELICAL SLD TH,5727,0,"1.13000","0","1","Bulk","HE","Active","General ISM","UHF (300MHz ~ 1GHz)","433MHz","418MHz ~ 458MHz","Helical","1","2","-","1.9dBi","-","-","Solder","-","Through Hole","0.350"" (8.89mm)","Alarms, ISM, Remote Control, Security Systems"
http://datasheets.avx.com/ethertronics/AVX-E_M830320.pdf,//media.digikey.com/Photos/Ethertronics%20Photos/M830320-1K.jpg,939-1068-2-ND,M830320-1K,Ethertronics/AVX,RF ANT 2.4GHZ CHIP SOLDER SMD,18000,0,"1.16150","0","1000","Tape & Reel (TR)","Savvi™","Active","802.15.4, Bluetooth, WiFi","UHF (2GHz ~ 3GHz)","2.4GHz","2.4GHz ~ 2.5GHz","Chip","1","2","-","1.39dBi","500mW","-","Solder","-","Surface Mount","0.051"" (1.30mm)","Bluetooth, Wi-Fi, WLAN, Zigbee™"
http://datasheets.avx.com/ethertronics/AVX-E_M830320.pdf,//media.digikey.com/Photos/Ethertronics%20Photos/M830320-1K.jpg,939-1068-1-ND,M830320-1K,Ethertronics/AVX,RF ANT 2.4GHZ CHIP SOLDER SMD,18422,0,"4.34000","0","1","Cut Tape (CT)","Savvi™","Active","802.15.4, Bluetooth, WiFi","UHF (2GHz ~ 3GHz)","2.4GHz","2.4GHz ~ 2.5GHz","Chip","1","2","-","1.39dBi","500mW","-","Solder","-","Surface Mount","0.051"" (1.30mm)","Bluetooth, Wi-Fi, WLAN, Zigbee™"
http://datasheets.avx.com/ethertronics/AVX-E_M830320.pdf,//media.digikey.com/Photos/Ethertronics%20Photos/M830320-1K.jpg,939-1068-6-ND,M830320-1K,Ethertronics/AVX,RF ANT 2.4GHZ CHIP SOLDER SMD,18422,0,"Digi-Reel","0","1","Digi-Reel®","Savvi™","Active","802.15.4, Bluetooth, WiFi","UHF (2GHz ~ 3GHz)","2.4GHz","2.4GHz ~ 2.5GHz","Chip","1","2","-","1.39dBi","500mW","-","Solder","-","Surface Mount","0.051"" (1.30mm)","Bluetooth, Wi-Fi, WLAN, Zigbee™"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1513504&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/1513504-1.JPG,A99515TR-ND,1513504-1,TE Connectivity AMP Connectors,RF ANT 2.4GHZ PUCK SOLDER SMD,8100,0,"1.26353","0","450","Tape & Reel (TR)","-","Active","802.15.4, Bluetooth, WiFi","UHF (2GHz ~ 3GHz)","2.4GHz","2.4GHz ~ 2.483.5GHz","Puck","1","2.5","-","2dBi","10W","-","Solder","-","Surface Mount","0.238"" (6.05mm)","Bluetooth, WLAN, Zigbee™"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1513504&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/1513504-1.JPG,A99515CT-ND,1513504-1,TE Connectivity AMP Connectors,RF ANT 2.4GHZ PUCK SOLDER SMD,8612,0,"2.02000","0","1","Cut Tape (CT)","-","Active","802.15.4, Bluetooth, WiFi","UHF (2GHz ~ 3GHz)","2.4GHz","2.4GHz ~ 2.483.5GHz","Puck","1","2.5","-","2dBi","10W","-","Solder","-","Surface Mount","0.238"" (6.05mm)","Bluetooth, WLAN, Zigbee™"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1513504&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/1513504-1.JPG,A99515DKR-ND,1513504-1,TE Connectivity AMP Connectors,RF ANT 2.4GHZ PUCK SOLDER SMD,8612,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","802.15.4, Bluetooth, WiFi","UHF (2GHz ~ 3GHz)","2.4GHz","2.4GHz ~ 2.483.5GHz","Puck","1","2.5","-","2dBi","10W","-","Solder","-","Surface Mount","0.238"" (6.05mm)","Bluetooth, WLAN, Zigbee™"
https://linxtechnologies.com/wp/wp-content/uploads/ant-fff-chp-x.pdf,//media.digikey.com/photos/Linx%20Tech%20Photos/ANT-2.45-CHP.JPG,ANT-2.45-CHPTR-ND,ANT-2.45-CHP-T,Linx Technologies Inc.,RF ANT 2.4GHZ CHIP SOLDER SMD,1500,0,"1.36800","0","1500","Tape & Reel (TR)","CHP","Active","802.15.4, Bluetooth, WiFi","UHF (2GHz ~ 3GHz)","2.4GHz","2.36GHz ~ 2.54GHz","Chip","1","2","-","0.5dBi","3W","-","Solder","-","Surface Mount","0.039"" (1.00mm)","Bluetooth, Thread, Wi-Fi, Zigbee™"
https://linxtechnologies.com/wp/wp-content/uploads/ant-fff-chp-x.pdf,//media.digikey.com/photos/Linx%20Tech%20Photos/ANT-2.45-CHP.JPG,ANT-2.45-CHPCT-ND,ANT-2.45-CHP-T,Linx Technologies Inc.,RF ANT 2.4GHZ CHIP SOLDER SMD,1904,0,"1.41000","0","1","Cut Tape (CT)","CHP","Active","802.15.4, Bluetooth, WiFi","UHF (2GHz ~ 3GHz)","2.4GHz","2.36GHz ~ 2.54GHz","Chip","1","2","-","0.5dBi","3W","-","Solder","-","Surface Mount","0.039"" (1.00mm)","Bluetooth, Thread, Wi-Fi, Zigbee™"
https://linxtechnologies.com/wp/wp-content/uploads/ant-fff-chp-x.pdf,//media.digikey.com/photos/Linx%20Tech%20Photos/ANT-2.45-CHP.JPG,ANT-2.45-CHPDKR-ND,ANT-2.45-CHP-T,Linx Technologies Inc.,RF ANT 2.4GHZ CHIP SOLDER SMD,1904,0,"Digi-Reel","0","1","Digi-Reel®","CHP","Active","802.15.4, Bluetooth, WiFi","UHF (2GHz ~ 3GHz)","2.4GHz","2.36GHz ~ 2.54GHz","Chip","1","2","-","0.5dBi","3W","-","Solder","-","Surface Mount","0.039"" (1.00mm)","Bluetooth, Thread, Wi-Fi, Zigbee™"
http://www.antenova-m2m.com/wp-content/uploads/2015/11/Sinica-GNSS-SR4G008-PS-1.1.pdf,//media.digikey.com/Photos/Antenova%20Photos/SR4G008.jpg,627-1063-2-ND,SR4G008,Antenova,RF ANT 1.561GHZ/1.575GHZ CHIP,4000,0,"1.39766","0","1000","Tape & Reel (TR)","Sinica","Active","Navigation","UHF (1GHz ~ 2GHz)","1.561GHz, 1.575GHz, 1.602GHz","1.559GHz ~ 1.609GHz","Chip","1","1.4","-12dB","3dBi","-","-","Solder","-","Surface Mount","0.016"" (0.40mm)","Beidou, Galileo, GLONASS, GPS"
http://www.antenova-m2m.com/wp-content/uploads/2015/11/Sinica-GNSS-SR4G008-PS-1.1.pdf,//media.digikey.com/Photos/Antenova%20Photos/SR4G008.jpg,627-1063-1-ND,SR4G008,Antenova,RF ANT 1.561GHZ/1.575GHZ CHIP,4802,0,"3.08000","0","1","Cut Tape (CT)","Sinica","Active","Navigation","UHF (1GHz ~ 2GHz)","1.561GHz, 1.575GHz, 1.602GHz","1.559GHz ~ 1.609GHz","Chip","1","1.4","-12dB","3dBi","-","-","Solder","-","Surface Mount","0.016"" (0.40mm)","Beidou, Galileo, GLONASS, GPS"
http://www.antenova-m2m.com/wp-content/uploads/2015/11/Sinica-GNSS-SR4G008-PS-1.1.pdf,//media.digikey.com/Photos/Antenova%20Photos/SR4G008.jpg,627-1063-6-ND,SR4G008,Antenova,RF ANT 1.561GHZ/1.575GHZ CHIP,4802,0,"Digi-Reel","0","1","Digi-Reel®","Sinica","Active","Navigation","UHF (1GHz ~ 2GHz)","1.561GHz, 1.575GHz, 1.602GHz","1.559GHz ~ 1.609GHz","Chip","1","1.4","-12dB","3dBi","-","-","Solder","-","Surface Mount","0.016"" (0.40mm)","Beidou, Galileo, GLONASS, GPS"
https://linxtechnologies.com/wp/wp-content/uploads/ant-2.4-usp.pdf,//media.digikey.com/Photos/Linx%20Tech%20Photos/ANT-2.4-USP.JPG,ANT-2.4-USP-ND,ANT-2.4-USP,Linx Technologies Inc.,RF ANT 2.4GHZ CHIP SOLDER SMD,5237,0,"1.42000","0","1","Tube","µSplatch™","Active","802.15.4, Bluetooth, WiFi","UHF (2GHz ~ 3GHz)","2.4GHz","2.37GHz ~ 2.54GHz","Chip","1","1.9","-","3.8dBi","-","-","Solder","-","Surface Mount","0.062"" (1.57mm)","Bluetooth, Thread, Wi-Fi, Zigbee™"
https://www.inventeksys.com/wp-content/uploads/W24P-U_2.4Ghz_-Antenna_Specification.pdf,//media.digikey.com/Photos/Inventek/W24P-U.jpg,1475-1019-ND,W24P-U,Inventek Systems,RF ANT 2.4GHZ PCB TRACE CONN MT,10162,0,"1.44000","0","1","Bulk","eS-WiFi™","Active","WiFi","UHF (2GHz ~ 3GHz)","2.4GHz","2.4GHz ~ 2.5GHz","PCB Trace","1","2","-","3.2dBi","-","Cable - 90mm","U.FL (UMCC), IPEX MHF1","-","Connector Mount","0.020"" (0.50mm)","WLAN"
http://www.inventeksys.com/wp-content/uploads/2.4_5GHz_WiFi_-Antenna_Specification.pdf,//media.digikey.com/Photos/Inventek/W2.4-5P-U.jpg,1475-1029-ND,W2.4-5P-U,Inventek Systems,RF ANT 2.4GHZ/5GHZ PCB TRACE SMD,4427,0,"1.61000","0","1","Bulk","-","Active","WiFi","UHF (2GHz ~ 3GHz), SHF (f > 4GHz)","2.4GHz, 5GHz","2.4GHz ~ 2.5GHz, 4.9GHz ~ 5.9GHz","PCB Trace","2","2","-","2.6dBi, 3.3dBi","-","Cable - 90mm","U.FL (UMCC), IPEX MHF1","-","Surface Mount","0.039"" (1.00mm)","Wi-Fi"
http://productfinder.pulseeng.com/products/datasheets/L143.pdf,//media.digikey.com/Photos/Pulse%20Photos/W3544A.JPG,553-2572-2-ND,W3544A,PulseLarsen Antennas,RF ANT 850MHZ/900MHZ CHIP SLD,3500,0,"1.68750","0","140","Tape & Reel (TR)","-","Active","Cellular","Wide Band","850MHz, 900MHz, 1.8GHz, 1.9GHz, 2.1GHz","824MHz ~ 960MHz, 1.71GHz ~ 2.17GHz","Chip","5","-","-4.1dB, -4.6dB, -16.3dB, -12.3dB","-1.9dBi, -1.3dBi, -1.3dBi, -1.66dBi","-","-","Solder","-","Surface Mount","0.118"" (3.00mm)","GSM"
http://productfinder.pulseeng.com/products/datasheets/L143.pdf,//media.digikey.com/Photos/Pulse%20Photos/W3544A.JPG,553-2572-1-ND,W3544A,PulseLarsen Antennas,RF ANT 850MHZ/900MHZ CHIP SLD,3528,0,"2.39000","0","1","Cut Tape (CT)","-","Active","Cellular","Wide Band","850MHz, 900MHz, 1.8GHz, 1.9GHz, 2.1GHz","824MHz ~ 960MHz, 1.71GHz ~ 2.17GHz","Chip","5","-","-4.1dB, -4.6dB, -16.3dB, -12.3dB","-1.9dBi, -1.3dBi, -1.3dBi, -1.66dBi","-","-","Solder","-","Surface Mount","0.118"" (3.00mm)","GSM"
http://productfinder.pulseeng.com/products/datasheets/L143.pdf,//media.digikey.com/Photos/Pulse%20Photos/W3544A.JPG,553-2572-6-ND,W3544A,PulseLarsen Antennas,RF ANT 850MHZ/900MHZ CHIP SLD,3528,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Cellular","Wide Band","850MHz, 900MHz, 1.8GHz, 1.9GHz, 2.1GHz","824MHz ~ 960MHz, 1.71GHz ~ 2.17GHz","Chip","5","-","-4.1dB, -4.6dB, -16.3dB, -12.3dB","-1.9dBi, -1.3dBi, -1.3dBi, -1.66dBi","-","-","Solder","-","Surface Mount","0.118"" (3.00mm)","GSM"
http://www.yageo.com/documents/recent/An_Ceramic_915_1204_CHE_0.pdf,//media.digikey.com/Photos/Yageo%20Photos/ANT1204LL08R0870A.JPG,311-1525-2-ND,ANT1204LL05R0915A,Yageo,RF ANT 915MHZ CHIP SOLDER SMD,16000,0,"1.70542","0","1000","Tape & Reel (TR)","-","Active","802.15.4","UHF (300MHz ~ 1GHz)","915MHz","905MHz ~ 925MHz","Chip","1","2","-13.35dB","3.32dBi","1W","-","Solder","-","Surface Mount","0.063"" (1.60mm)","ZigBee™"
http://www.yageo.com/documents/recent/An_Ceramic_915_1204_CHE_0.pdf,//media.digikey.com/Photos/Yageo%20Photos/ANT1204LL08R0870A.JPG,311-1525-1-ND,ANT1204LL05R0915A,Yageo,RF ANT 915MHZ CHIP SOLDER SMD,17341,0,"3.51000","0","1","Cut Tape (CT)","-","Active","802.15.4","UHF (300MHz ~ 1GHz)","915MHz","905MHz ~ 925MHz","Chip","1","2","-13.35dB","3.32dBi","1W","-","Solder","-","Surface Mount","0.063"" (1.60mm)","ZigBee™"
http://www.yageo.com/documents/recent/An_Ceramic_915_1204_CHE_0.pdf,//media.digikey.com/Photos/Yageo%20Photos/ANT1204LL08R0870A.JPG,311-1525-6-ND,ANT1204LL05R0915A,Yageo,RF ANT 915MHZ CHIP SOLDER SMD,17341,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","802.15.4","UHF (300MHz ~ 1GHz)","915MHz","905MHz ~ 925MHz","Chip","1","2","-13.35dB","3.32dBi","1W","-","Solder","-","Surface Mount","0.063"" (1.60mm)","ZigBee™"
http://www.yageo.com/documents/recent/An_SMD_870_1204_CHE_01.pdf,//media.digikey.com/Photos/Yageo%20Photos/ANT1204LL08R0870A.JPG,311-1526-2-ND,ANT1204LL08R0870A,Yageo,RF ANT 870MHZ CHIP SOLDER SMD,3000,0,"1.70542","0","1000","Tape & Reel (TR)","-","Active","-","UHF (300MHz ~ 1GHz)","870MHz","853MHz ~ 887MHz","Chip","1","1.92","-10dB","1.51dBi","1W","-","Solder","-","Surface Mount","0.063"" (1.60mm)","-"
http://www.yageo.com/documents/recent/An_SMD_870_1204_CHE_01.pdf,//media.digikey.com/Photos/Yageo%20Photos/ANT1204LL08R0870A.JPG,311-1526-1-ND,ANT1204LL08R0870A,Yageo,RF ANT 870MHZ CHIP SOLDER SMD,3835,0,"3.51000","0","1","Cut Tape (CT)","-","Active","-","UHF (300MHz ~ 1GHz)","870MHz","853MHz ~ 887MHz","Chip","1","1.92","-10dB","1.51dBi","1W","-","Solder","-","Surface Mount","0.063"" (1.60mm)","-"
http://www.yageo.com/documents/recent/An_SMD_870_1204_CHE_01.pdf,//media.digikey.com/Photos/Yageo%20Photos/ANT1204LL08R0870A.JPG,311-1526-6-ND,ANT1204LL08R0870A,Yageo,RF ANT 870MHZ CHIP SOLDER SMD,3835,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","UHF (300MHz ~ 1GHz)","870MHz","853MHz ~ 887MHz","Chip","1","1.92","-10dB","1.51dBi","1W","-","Solder","-","Surface Mount","0.063"" (1.60mm)","-"
https://www.johansontechnology.com/datasheets/1575AT54A0010/1575AT54A0010.pdf,//media.digikey.com/Photos/Johanson%20Tech%20Photos/1575AT54A0010E.JPG,712-1571-2-ND,1575AT54A0010E,Johanson Technology Inc.,RF ANT 1.575GHZ/1.602GHZ CHIP,10000,0,"1.74300","0","500","Tape & Reel (TR)","-","Active","Navigation","UHF (1GHz ~ 2GHz)","1.575GHz, 1.602GHz","1.575GHz ~ 1.605GHz","Chip","2","-","-9.5dB","1.3dBi","2W","-","Solder","-","Surface Mount","0.126"" (3.20mm)","GLONASS, GPS"
https://www.johansontechnology.com/datasheets/1575AT54A0010/1575AT54A0010.pdf,//media.digikey.com/Photos/Johanson%20Tech%20Photos/1575AT54A0010E.JPG,712-1571-1-ND,1575AT54A0010E,Johanson Technology Inc.,RF ANT 1.575GHZ/1.602GHZ CHIP,11153,0,"3.03000","0","1","Cut Tape (CT)","-","Active","Navigation","UHF (1GHz ~ 2GHz)","1.575GHz, 1.602GHz","1.575GHz ~ 1.605GHz","Chip","2","-","-9.5dB","1.3dBi","2W","-","Solder","-","Surface Mount","0.126"" (3.20mm)","GLONASS, GPS"
https://www.johansontechnology.com/datasheets/1575AT54A0010/1575AT54A0010.pdf,//media.digikey.com/Photos/Johanson%20Tech%20Photos/1575AT54A0010E.JPG,712-1571-6-ND,1575AT54A0010E,Johanson Technology Inc.,RF ANT 1.575GHZ/1.602GHZ CHIP,11153,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Navigation","UHF (1GHz ~ 2GHz)","1.575GHz, 1.602GHz","1.575GHz ~ 1.605GHz","Chip","2","-","-9.5dB","1.3dBi","2W","-","Solder","-","Surface Mount","0.126"" (3.20mm)","GLONASS, GPS"
//media.digikey.com/PDF/Data%20Sheets/Antenova/A10204.pdf,//media.digikey.com/photos/Antenova%20Photos/A10204.JPG,627-1024-2-ND,A10204,Antenova,RF ANT 1.575GHZ CHIP SOLDER SMD,2000,0,"1.89449","0","2000","Tape & Reel (TR)","Brevis","Not For New Designs","Navigation","UHF (1GHz ~ 2GHz)","1.575GHz","-","Chip","1","1.4","-17dB","0dBi","-","-","Solder","-","Surface Mount","0.126"" (3.20mm)","GPS"
//media.digikey.com/PDF/Data%20Sheets/Antenova/A10204.pdf,//media.digikey.com/photos/Antenova%20Photos/A10204.JPG,627-1024-1-ND,A10204,Antenova,RF ANT 1.575GHZ CHIP SOLDER SMD,2404,0,"4.11000","0","1","Cut Tape (CT)","Brevis","Not For New Designs","Navigation","UHF (1GHz ~ 2GHz)","1.575GHz","-","Chip","1","1.4","-17dB","0dBi","-","-","Solder","-","Surface Mount","0.126"" (3.20mm)","GPS"
//media.digikey.com/PDF/Data%20Sheets/Antenova/A10204.pdf,//media.digikey.com/photos/Antenova%20Photos/A10204.JPG,627-1024-6-ND,A10204,Antenova,RF ANT 1.575GHZ CHIP SOLDER SMD,2404,0,"Digi-Reel","0","1","Digi-Reel®","Brevis","Not For New Designs","Navigation","UHF (1GHz ~ 2GHz)","1.575GHz","-","Chip","1","1.4","-17dB","0dBi","-","-","Solder","-","Surface Mount","0.126"" (3.20mm)","GPS"
//media.digikey.com/pdf/Data Sheets/Antenova/Mica 2.4 3030A5645.pdf,//media.digikey.com/photos/Antenova%20Photos/3030A5645-01.jpg,627-1009-2-ND,A5645,Antenova,RF ANT 2.4GHZ PCB TRACE SLDR SMD,2000,0,"1.92298","0","2000","Tape & Reel (TR)","Mica","Not For New Designs","802.15.4, Bluetooth, WiFi","UHF (2GHz ~ 3GHz)","2.4GHz","2.4GHz ~ 2.5GHz","PCB Trace","1","1.5","-","1.2dBi","-","-","Solder","-","Surface Mount","0.130"" (3.30mm)","Bluetooth, WiMedia™, WLAN, Zigbee™"
//media.digikey.com/pdf/Data Sheets/Antenova/Mica 2.4 3030A5645.pdf,//media.digikey.com/photos/Antenova%20Photos/3030A5645-01.jpg,627-1009-1-ND,A5645,Antenova,RF ANT 2.4GHZ PCB TRACE SLDR SMD,3991,0,"4.17000","0","1","Cut Tape (CT)","Mica","Active","802.15.4, Bluetooth, WiFi","UHF (2GHz ~ 3GHz)","2.4GHz","2.4GHz ~ 2.5GHz","PCB Trace","1","1.5","-","1.2dBi","-","-","Solder","-","Surface Mount","0.130"" (3.30mm)","Bluetooth, WiMedia™, WLAN, Zigbee™"
//media.digikey.com/pdf/Data Sheets/Antenova/Mica 2.4 3030A5645.pdf,//media.digikey.com/photos/Antenova%20Photos/3030A5645-01.jpg,627-1009-6-ND,A5645,Antenova,RF ANT 2.4GHZ PCB TRACE SLDR SMD,3991,0,"Digi-Reel","0","1","Digi-Reel®","Mica","Not For New Designs","802.15.4, Bluetooth, WiFi","UHF (2GHz ~ 3GHz)","2.4GHz","2.4GHz ~ 2.5GHz","PCB Trace","1","1.5","-","1.2dBi","-","-","Solder","-","Surface Mount","0.130"" (3.30mm)","Bluetooth, WiMedia™, WLAN, Zigbee™"
https://abracon.com/patchantenna/APAE1575R2520ABDD7-T.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/MFG_GPS.JPG,535-11938-ND,APAE1575R2520ABDD7-T,Abracon LLC,RF ANT 1.575GHZ CER PATCH PIN,3543,0,"2.02000","0","1","Tray","-","Active","Navigation","UHF (1GHz ~ 2GHz)","1.575GHz","-","Ceramic Patch","1","1.5","-","-","-","-","Pin","-","Adhesive","0.102"" (2.60mm)","GPS"
https://linxtechnologies.com/wp/wp-content/uploads/ant-916-usp.pdf,//media.digikey.com/Photos/Linx%20Tech%20Photos/ANT-916-USP.JPG,ANT-916-USP-ND,ANT-916-USP,Linx Technologies Inc.,RF ANT 916MHZ CHIP SOLDER SMD,6536,0,"2.08000","0","1","Tube","µSplatch™","Active","General ISM","UHF (300MHz ~ 1GHz)","916MHz","904MHz ~ 928MHz","Chip","1","1.9","-","0.3dBi","-","-","Solder","-","Surface Mount","0.100"" (2.54mm)","ISM, LoRa, Sensor Networks, SigFox"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/W3796/doc_part/W3796.pdf,//media.digikey.com/Photos/Pulse%20Photos/MFG_W3796.JPG,553-3657-2-ND,W3796,PulseLarsen Antennas,RF ANT 829MHZ/1.575GHZ FLAT BAR,4000,0,"2.08600","0","1000","Tape & Reel (TR)","Domino","Active","Cellular, Navigation","Wide Band","829MHz, 1.575GHz, 1.9GHz, 2.5GHz","698MHz ~ 960MHz, 1.43GHz ~ 1.66GHz, 1.69GHz ~ 2.2GHz, 2.3GHz ~ 2.7GHz","Flat Bar","4","3","-6dB","1.5dBi, 2dBi, 5.5dBi, 5dBi","5W","-","Solder","-","Surface Mount","0.118"" (3.00mm)","GPS, LTE"
