Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","RF Family/Standard","Frequency Group","Frequency (Center/Band)","Frequency Range","Antenna Type","Number of Bands","VSWR","Return Loss","Gain","Power - Max","Features","Termination","Ingress Protection","Mounting Type","Height (Max)","Applications"
https://www.molex.com/pdm_docs/sd/1052630002_sd.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/RF%20Antenna.jpg,WM9670-ND,1052630002,Molex,RF ANT 850MHZ/900MHZ FLAT 150MM,657,0,"6.35000","0","1","Tray","105263","Active","Cellular","Wide Band","850MHz, 900MHz, 1.8GHz, 1.9GHz, 2GHz, 2.6GHz","824MHz ~ 960MHz, 1.71GHz ~ 2.17GHz, 2.5GHz ~ 2.69GHz","Flat Patch","6","-","-6.8dB, -7.5dB, -7.7dB, -8.5dB, -10.5dB, -11dB","1.5dBi, 1.7dBi, 1.8dBi, 2.1dBi, 2.2dBi, 3dBi","2W","Cable - 150mm","U.FL (UMCC), IPEX MHF1","-","Adhesive","0.004"" (0.10mm)","GSM, LTE, UMTS"
https://www.molex.com/pdm_docs/sd/2066400001_sd.pdf,-,WM21807-ND,2066400001,Molex,RF ANT 1.561/1.575GHZ CER PATCH,8044,0,"6.47000","0","1","-","206640","Active","Navigation","Wide Band","1.561GHz, 1.575GHz, 1.602GHz","-","Ceramic Patch","3","-","-8dB","4.5dBi","-","LNA","U.FL (UMCC), IPEX MHF1","-","Adhesive","0.256"" (6.50mm)","Beidou, Galileo, GLONASS, GPS"
https://www.siretta.co.uk/download.php?id=656&cmd=view,//media.digikey.com/Photos/Siretta%20Ltd/MFG_ECHO1A%5E0.1M%5EIPEX%5ES%5ES%5E11.jpg,ECHO1A/0.1M/IPEX/S/S/11-ND,ECHO1A/0.1M/IPEX/S/S/11,Siretta Ltd,RF ANT 850/868MHZ PCB TRACE IPEX,1011,0,"6.59000","0","1","Bulk","ECHO 1A","Active","Cellular","UHF (300MHz ~ 1GHz), UHF (1GHz ~ 2GHz)","850MHz, 868MHz, 900MHz, 915MHz, 1.8GHz, 1.9GHz, 2.1GHz","-","PCB Trace","1","2","-","3.6dBi","-","-","U.FL (UMCC), IPEX MHF1","-","Surface Mount","0.024"" (0.60mm)","GPRS, GSM, UMTS"
http://www.antenova-m2m.com/wp-content/uploads/2015/11/Montana-SRF21019-PS-01.pdf,//media.digikey.com/photos/Antenova%20Photos/SRF2I019-100.JPG,627-1070-ND,SRF2I019-100,Antenova,RF ANT 868MHZ/915MHZ FLAT PATCH,1809,0,"6.60000","0","1","Bulk","Montana","Active","General ISM","UHF (300MHz ~ 1GHz)","868MHz, 915MHz","863MHz ~ 870MHz, 902MHz ~ 928MHz","Flat Patch","2","1.7","-11dB","1.9dBi","-","Cable - 100mm","U.FL (UMCC), IPEX MHF1","-","Adhesive","0.006"" (0.15mm)","ISM"
https://linxtechnologies.com/wp/wp-content/uploads/ant-916-pw-qw.pdf,//media.digikey.com/photos/Linx%20Tech%20Photos/ANT-916-PW-QW.JPG,ANT-916-PW-QW-ND,ANT-916-PW-QW,Linx Technologies Inc.,RF ANT 916MHZ WHIP STR CAB PAN,1274,0,"6.70000","0","1","Bulk","PW","Active","General ISM","UHF (300MHz ~ 1GHz)","916MHz","865MHz ~ 965MHz","Whip, Straight","1","1.9","-","1.8dBi","-","Cable - 216mm","Solder","-","Panel Mount","3.150"" (80.00mm)","ISM, LoRa, Sensor Networks, SigFox"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/W1038X/doc_part/W1038x.pdf,//media.digikey.com/photos/Pulse%20Photos/W1038.jpg,553-1476-ND,W1038,PulseLarsen Antennas,RF ANT 2.4GHZ WHIP TILT 6.6"",4012,0,"6.86000","0","1","Bulk","-","Active","802.15.4, Bluetooth, WiFi","UHF (2GHz ~ 3GHz)","2.45GHz","2.4GHz ~ 2.5GHz","Whip, Tilt","1","2","-10dB","3.8dB","-","-","RP-SMA Male","-","Connector Mount","7.760"" (197.10mm)","Bluetooth, WLAN, Zigbee™"
https://cdn.taoglas.com/datasheets/CGIP.25.4.A.02.pdf,//media.digikey.com/Photos/Taoglas/MFG_CGGP-xx-x-A-02.jpg,931-1154-ND,CGIP.25.4.A.02,Taoglas Limited,RF ANT 1.575/1.621GHZ CER PATCH,186,0,"6.88000","0","1","Tray","-","Active","Navigation","UHF (1GHz ~ 2GHz)","1.575GHz, 1.621GHz","1.575GHz ~ 1.626GHz","Ceramic Patch","2","2","-","5dBi","-","-","Pin","-","Surface Mount","0.157"" (4.00mm)","GPS, Iridium™"
http://datasheets.avx.com/ethertronics/AVX-E_1002289.pdf,//media.digikey.com/Photos/Ethertronics%20Photos/1002289.jpg,939-1055-ND,1002289,Ethertronics/AVX,RF ANT 700MHZ/750MHZ FLAT PATCH,3233,0,"6.92000","0","1","Bulk","Prestta™","Active","Cellular","Wide Band","700MHz, 750MHz, 850MHz, 900MHz, 1.8GHz, 1.9GHz, 2.1GHz, 2.7GHz","700MHz ~ 960MHz, 1.71GHz ~ 2.7GHz","Flat Patch","8","2.5","-","-","2W","Cable - 25mm","U.FL (UMCC), IPEX MHF1","-","Adhesive","0.049"" (1.25mm)","CDMA, DCS, EDGE, GPRS, GSM, HSDPA, LTE, PCS, UMTS, WCDMA"
https://linxtechnologies.com/wp/wp-content/uploads/ant-2.4-cw-rcl.pdf,//media.digikey.com/photos/Linx%20Tech%20Photos/ANT-2.4-CW-RCL.jpg,ANT-2.4-CW-RCL-ND,ANT-2.4-CW-RCL,Linx Technologies Inc.,RF ANT 2.4GHZ WHIP RA RP-SMA MAL,1114,0,"7.06000","0","1","Bulk","RCL","Active","802.15.4, Bluetooth, WiFi","UHF (2GHz ~ 3GHz)","2.4GHz","2.4GHz ~ 2.5GHz","Whip, Right Angle","1","1.7","-","1.1dBi","-","-","RP-SMA Male","-","Connector Mount","3.465"" (88.00mm)","Bluetooth, Thread, Wi-Fi, Zigbee™"
-,//media.digikey.com/photos/Inventek/ACTPAT18x-01-IP.jpg,1475-1006-ND,ACTPAT182-01-IP,Inventek Systems,RF ANT 1.575GHZ CER PATCH CAB,402,0,"7.23000","0","1","Tray","-","Active","Navigation","UHF (1GHz ~ 2GHz)","1.575GHz","1.573GHz ~ 1.583GHz","Ceramic Patch","1","1.5","-10dB","1dBic","-","Cable - 63mm, LNA","U.FL (UMCC), IPEX MHF1","-","Surface Mount","0.193"" (4.90mm)","GPS"
"//media.digikey.com/pdf/Data%20Sheets/Ethertronics/1000615,17A,1000668,72.pdf",//media.digikey.com/Photos/Ethertronics%20Photos/1000615-A.jpg,939-1030-ND,1000615-A,Ethertronics/AVX,RF ANT 2.4GHZ/4.9GHZ PCB TRACE,14195,0,"7.27000","0","1","Bulk","Prestta™","Active","802.15.4, Bluetooth, WiFi","UHF (2GHz ~ 3GHz), SHF (f > 4GHz)","2.4GHz, 4.9GHz, 5.2GHz, 5.8GHz","2.39GHz ~ 2.49GHz, 4.9GHz ~ 5.35GHz, 5.7GHz ~ 5.9GHz","PCB Trace","4","2, 2.5, 2, 2.5","-","2.5dBi, 5dBi, 5dBi, 5dBi","-","Cable - 100mm","-","-","Adhesive","0.033"" (0.85mm)","Bluetooth, Wi-Fi, WLAN, Zigbee™"
https://linxtechnologies.com/wp/wp-content/uploads/ant-916-cw-rcs.pdf,//media.digikey.com/photos/Linx%20Tech%20Photos/ANT-916-CW-RCS.jpg,ANT-916-CW-RCS-ND,ANT-916-CW-RCS,Linx Technologies Inc.,RF ANT 916MHZ WHIP RA RP-SMA MAL,1494,0,"7.30000","0","1","Bulk","RCS","Active","General ISM","UHF (300MHz ~ 1GHz)","916MHz","886MHz ~ 946MHz","Whip, Right Angle","1","1.9","-","3.3dBi","-","-","RP-SMA Male","-","Connector Mount","2.106"" (53.50mm)","ISM, LoRa, Sensor Networks, SigFox"
https://linxtechnologies.com/wp/wp-content/uploads/ant-868-cw-rh.pdf,//media.digikey.com/photos/Linx%20Tech%20Photos/ANT-868-CW-RH-SMA.JPG,ANT-868-CW-RH-SMA-ND,ANT-868-CW-RH-SMA,Linx Technologies Inc.,RF ANT 868MHZ WHIP STR SMA MALE,1704,0,"7.31000","0","1","Bulk","RH","Active","General ISM","UHF (300MHz ~ 1GHz)","868MHz","855MHz ~ 880MHz","Whip, Straight","1","1.9","-","-1.5dBi","-","-","SMA Male","-","Connector Mount","2.008"" (51.00mm)","ISM, LoRa, Sensor Networks, SigFox"
https://linxtechnologies.com/wp/wp-content/uploads/ant-433-cw-rh.pdf,//media.digikey.com/photos/Linx%20Tech%20Photos/ANT-433-CW-RH-SMA.JPG,ANT-433-CW-RH-SMA-ND,ANT-433-CW-RH-SMA,Linx Technologies Inc.,RF ANT 433MHZ WHIP STR SMA MALE,1032,0,"7.31000","0","1","Bulk","RH","Active","General ISM","UHF (300MHz ~ 1GHz)","433MHz","425MHz ~ 440MHz","Whip, Straight","1","1.9","-","-5.6dBi","-","-","SMA Male","-","Connector Mount","2.008"" (51.00mm)","Alarms, ISM, Remote Control, Security Systems"
https://linxtechnologies.com/wp/wp-content/uploads/ant-916-cw-rh.pdf,//media.digikey.com/photos/Linx%20Tech%20Photos/ANT-916-CW-RH.jpg,ANT-916-CW-RH-ND,ANT-916-CW-RH,Linx Technologies Inc.,RF ANT 916MHZ WHIP STR RP-SMA ML,746,0,"7.31000","0","1","Bulk","RH","Active","General ISM","UHF (300MHz ~ 1GHz)","916MHz","900MHz ~ 935MHz","Whip, Straight","1","1.9","-","-1.3dBi","-","-","RP-SMA Male","-","Connector Mount","2.008"" (51.00mm)","ISM, LoRa, Sensor Networks, SigFox"
https://linxtechnologies.com/wp/wp-content/uploads/ant-916-cw-rh.pdf,//media.digikey.com/photos/Linx%20Tech%20Photos/ant-916-cw-rh-sma.JPG,ANT-916-CW-RH-SMA-ND,ANT-916-CW-RH-SMA,Linx Technologies Inc.,RF ANT 916MHZ WHIP STR SMA MALE,476,0,"7.31000","0","1","Bulk","RH","Active","General ISM","UHF (300MHz ~ 1GHz)","916MHz","900MHz ~ 935MHz","Whip, Straight","1","1.9","-","-1.3dBi","-","-","SMA Male","-","Connector Mount","2.008"" (51.00mm)","ISM, LoRa, Sensor Networks, SigFox"
https://cdn.taoglas.com/datasheets/CGGP.35.3.A.02.pdf,//media.digikey.com/Photos/Taoglas/MFG_CGGP.35.3.A.02%20(2).jpg,931-1153-ND,CGGP.35.3.A.02,Taoglas Limited,RF ANT 1.575/1.6GHZ CER PATCH,1134,0,"7.33000","0","1","Tray","-","Active","Navigation","UHF (1GHz ~ 2GHz)","1.575GHz, 1.6GHz","1.564GHz ~ 1.586GHz, 1.591GHz ~ 1.613GHz","Ceramic Patch","2","1.5","-","2dBi","-","-","Pin","-","Adhesive","0.138"" (3.50mm)","GLONASS, GPS"
https://linxtechnologies.com/wp/wp-content/uploads/ant-916-cw-qw.pdf,//media.digikey.com/photos/Linx%20Tech%20Photos/ANT-916-CW-QW.jpg,ANT-916-CW-QW-ND,ANT-916-CW-QW,Linx Technologies Inc.,RF ANT 916MHZ WHIP STR RP-SMA ML,941,0,"7.34000","0","1","Bulk","CW","Active","General ISM","UHF (300MHz ~ 1GHz)","916MHz","865MHz ~ 965MHz","Whip, Straight","1","1.9","-","1.8dBi","-","-","RP-SMA Male","-","Connector Mount","3.150"" (80.00mm)","ISM, LoRa, Sensor Networks, SigFox"
https://linxtechnologies.com/wp/wp-content/uploads/ant-2.4-pw-qw.pdf,//media.digikey.com/Photos/Linx%20Tech%20Photos/ANT-2.4-PW-QW-UFL.jpg,ANT-2.4-PW-QW-UFL-ND,ANT-2.4-PW-QW-UFL,Linx Technologies Inc.,RF ANT 2.4GHZ WHIP STR CAB PAN,297,0,"7.41000","0","1","Tray","PW","Active","802.15.4, Bluetooth, WiFi","UHF (2GHz ~ 3GHz)","2.4GHz","2.35GHz ~ 2.6GHz","Whip, Straight","1","1.9","-","1.6dBi","-","Cable - 216mm","U.FL (UMCC), IPEX MHF1","-","Panel Mount","4.134"" (105.00mm)","Bluetooth, Thread, Wi-Fi, Zigbee™"
https://cdn.taoglas.com/datasheets/FXP74.07.0100A.pdf,//media.digikey.com/Photos/Taoglas/MFG_FXP74.07.0100A.jpg,931-1224-ND,FXP74.07.0100A,Taoglas Limited,RF ANT 2.4GHZ FLAT PATCH CAB ADH,830,0,"7.42000","0","1","Bulk","Black Diamond","Active","802.15.4, Bluetooth, WiFi","UHF (2GHz ~ 3GHz)","2.4GHz","2.4GHz ~ 2.483.5GHz","Flat Patch","1","2","-10dB","4dBi","5W","Cable - 100mm","U.FL (UMCC), IPEX MHF1","-","Adhesive","0.004"" (0.10mm)","Bluetooth, Wi-Fi, Zigbee™"
https://linxtechnologies.com/wp/wp-content/uploads/ant-2.4-cw-rcs.pdf,//media.digikey.com/photos/Linx%20Tech%20Photos/ANT-2.4-CW-RCS.jpg,ANT-2.4-CW-RCS-ND,ANT-2.4-CW-RCS,Linx Technologies Inc.,RF ANT 2.4GHZ WHIP RA RP-SMA MAL,736,0,"7.48000","0","1","Bulk","RCS","Active","802.15.4, Bluetooth, WiFi","UHF (2GHz ~ 3GHz)","2.4GHz","2.35GHz ~ 2.5GHz","Whip, Right Angle","1","1.9","-","-0.2dBi","-","-","RP-SMA Male","-","Connector Mount","2.106"" (53.50mm)","Bluetooth, Thread, Wi-Fi, Zigbee™"
https://cdn.taoglas.com/datasheets/FXUB66.01.0150C.pdf,//media.digikey.com/Photos/Taoglas/MFG_FXUB66.0x.0150C.jpg,931-1221-ND,FXUB66.01.0150C,Taoglas Limited,RF ANT 3.4GHZ FLAT PATCH SMA MAL,672,0,"7.48000","0","1","Bulk","-","Active","Cellular, Navigation, WiFi","Wide Band","3.4GHz","700MHz ~ 6GHz","Flat Patch","1","2.2","-7dB","6.4dBi","5W","-","SMA Male","-","Adhesive","0.008"" (0.20mm)","CDMA, GPS, GSM, LTE, UMTS, WLAN"
https://linxtechnologies.com/wp/wp-content/uploads/ant-2.4-cw-ct-fff.pdf,//media.digikey.com/photos/Linx%20Tech%20Photos/ANT-2.4-CW-CT-SMA.JPG,ANT-2.4-CW-CT-SMA-ND,ANT-2.4-CW-CT-SMA,Linx Technologies Inc.,RF ANT 2.4GHZ WHIP STR SMA MALE,1958,0,"7.52000","0","1","Bulk","CT","Active","802.15.4, Bluetooth, WiFi","UHF (2GHz ~ 3GHz)","2.4GHz","2.375GHz ~ 2.525GHz","Whip, Straight","1","1.9","-","2.8dBi","-","-","SMA Male","-","Connector Mount","4.449"" (113.00mm)","Bluetooth, Thread, Wi-Fi, Zigbee™"
http://datasheets.avx.com/ethertronics/AVX-E_P822601-P822602.pdf,//media.digikey.com/Photos/Ethertronics%20Photos/P822601.jpg,939-1057-2-ND,P822601,Ethertronics/AVX,RF ANT 700MHZ/750MHZ FLAT BAR,7500,0,"7.57501","0","1500","Tape & Reel (TR)","Prestta™","Active","Cellular","Wide Band","700MHz, 750MHz, 850MHz, 900MHz, 1.8GHz, 1.9GHz, 2.1GHz, 2.7GHz","700MHz ~ 787MHz, 824MHz ~ 960MHz, 1.71GHz ~ 2.17GHz, 2.5GHz ~ 2.7GHz","Flat Bar","8","2.5","-","1.1dBi, 1.7dBi, 1.8dBi, 2.2dBi, 3.9dBi, 3.8dBi, 3.4dBi, 3.6dBi","2W","-","Solder","-","Surface Mount","0.126"" (3.20mm)","CDMA, DCS, EDGE, GPRS, GSM, HSDPA, LTE, PCS, UMTS, WCDMA"
http://datasheets.avx.com/ethertronics/AVX-E_P822601-P822602.pdf,//media.digikey.com/Photos/Ethertronics%20Photos/P822601.jpg,939-1057-1-ND,P822601,Ethertronics/AVX,RF ANT 700MHZ/750MHZ FLAT BAR,8677,0,"12.12000","0","1","Cut Tape (CT)","Prestta™","Active","Cellular","Wide Band","700MHz, 750MHz, 850MHz, 900MHz, 1.8GHz, 1.9GHz, 2.1GHz, 2.7GHz","700MHz ~ 787MHz, 824MHz ~ 960MHz, 1.71GHz ~ 2.17GHz, 2.5GHz ~ 2.7GHz","Flat Bar","8","2.5","-","1.1dBi, 1.7dBi, 1.8dBi, 2.2dBi, 3.9dBi, 3.8dBi, 3.4dBi, 3.6dBi","2W","-","Solder","-","Surface Mount","0.126"" (3.20mm)","CDMA, DCS, EDGE, GPRS, GSM, HSDPA, LTE, PCS, UMTS, WCDMA"
https://linxtechnologies.com/wp/wp-content/uploads/ant-433-pw-qw.pdf,//media.digikey.com/photos/Linx%20Tech%20Photos/ANT-433-PW-QW.jpg,ANT-433-PW-QW-ND,ANT-433-PW-QW,Linx Technologies Inc.,RF ANT 433MHZ WHIP STR CAB PAN,677,0,"7.58000","0","1","Bulk","PW","Active","General ISM","UHF (300MHz ~ 1GHz)","433MHz","400MHz ~ 470MHz","Whip, Straight","1","1.9","-","3.3dBi","-","Cable - 216mm","Solder","-","Panel Mount","6.811"" (173.00mm)","Alarms, ISM, Remote Control, Security Systems"
https://linxtechnologies.com/wp/wp-content/uploads/ant-868-cw-qw.pdf,//media.digikey.com/photos/Linx%20Tech%20Photos/ANT-868-CW-QW.jpg,ANT-868-CW-QW-ND,ANT-868-CW-QW,Linx Technologies Inc.,RF ANT 868MHZ WHIP STR RP-SMA ML,1035,0,"7.62000","0","1","Bulk","CW","Active","General ISM","UHF (300MHz ~ 1GHz)","868MHz","750MHz ~ 950MHz","Whip, Straight","1","1.9","-","1.6dBi","-","-","RP-SMA Male","-","Connector Mount","3.307"" (84.00mm)","ISM, LoRa, Sensor Networks, SigFox"
https://linxtechnologies.com/wp/wp-content/uploads/ant-868-cw-qw.pdf,//media.digikey.com/Photos/Linx%20Tech%20Photos/ANT-868-CW-QW-SMA.JPG,ANT-868-CW-QW-SMA-ND,ANT-868-CW-QW-SMA,Linx Technologies Inc.,RF ANT 868MHZ WHIP STR SMA MALE,871,0,"7.62000","0","1","Tray","CW","Active","General ISM","UHF (300MHz ~ 1GHz)","868MHz","750MHz ~ 950MHz","Whip, Straight","1","1.9","-","1.6dBi","-","-","SMA Male","-","Connector Mount","3.307"" (84.00mm)","ISM, LoRa, Sensor Networks, SigFox"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/W1063/W1063M/doc_part/W1063-W1063M.pdf,//media.digikey.com/photos/Pulse%20Photos/W1063.JPG,553-1474-ND,W1063,PulseLarsen Antennas,RF ANT 898MHZ WHIP TILT 6.6"",4189,0,"7.63000","0","1","Bulk","-","Active","WiFi","UHF (300MHz ~ 1GHz)","898MHz","868MHz ~ 928MHz","Whip, Tilt","1","2.5","-","3dBi","-","-","RP-SMA Male","-","Connector Mount","7.673"" (194.90mm)","WLAN"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/W1063/W1063M/doc_part/W1063-W1063M.pdf,//media.digikey.com/Photos/Pulse%20Photos/W1063M.jpg,553-2628-ND,W1063M,PulseLarsen Antennas,RF ANT 898MHZ WHIP TILT SMA MALE,676,0,"7.63000","0","1","Bulk","-","Active","WiFi","UHF (300MHz ~ 1GHz)","898MHz","868MHz ~ 928MHz","Whip, Tilt","1","2.5","-","3dBi","-","-","SMA Male","-","Connector Mount","7.673"" (194.90mm)","WLAN"
https://linxtechnologies.com/wp/wp-content/uploads/ant-868-cw-rcs.pdf,//media.digikey.com/photos/Linx%20Tech%20Photos/ANT-2.4-CW-RCS-SMA.JPG,ANT-868-CW-RCS-SMA-ND,ANT-868-CW-RCS-SMA,Linx Technologies Inc.,RF ANT 868MHZ WHIP RA SMA MALE,874,0,"7.67000","0","1","Bulk","RCS","Active","General ISM","UHF (300MHz ~ 1GHz)","868MHz","850MHz ~ 880MHz","Whip, Right Angle","1","2","-","3.6dBi","-","-","SMA Male","-","Connector Mount","2.106"" (53.50mm)","ISM, LoRa, Sensor Networks, SigFox"
https://linxtechnologies.com/wp/wp-content/uploads/ant-916-cw-qw.pdf,//media.digikey.com/Photos/Linx%20Tech%20Photos/ANT-916-CW-QW-SMA.JPG,ANT-916-CW-QW-SMA-ND,ANT-916-CW-QW-SMA,Linx Technologies Inc.,RF ANT 916MHZ WHIP STR SMA MALE,396,0,"7.75000","0","1","Bulk","CW","Active","General ISM","UHF (300MHz ~ 1GHz)","916MHz","865MHz ~ 965MHz","Whip, Straight","1","1.9","-","1.8dBi","-","-","SMA Male","-","Connector Mount","3.150"" (80.00mm)","ISM, LoRa, Sensor Networks, SigFox"
//media.digikey.com/pdf/Data%20Sheets/Laird%20Technologies/WTS2450_080114.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MAF94051.jpg,994-1031-ND,MAF94051,Laird Technologies IAS,RF ANT 2.4GHZ/5.5GHZ WHIP TILT,2874,0,"7.78000","0","1","Bulk","WTS","Active","WiFi","UHF (2GHz ~ 3GHz), SHF (f > 4GHz)","2.4GHz, 5.5GHz","2.4GHz ~ 2.5GHz, 4.9GHz ~ 6GHz","Whip, Tilt","2","2","-","2.1dBi, 3.4dBi","-","-","RP-SMA Male","-","Connector Mount","3.776"" (95.90mm)","Wi-Fi, WLAN"
https://cdn.taoglas.com/datasheets/CGGBP.35.6.A.02.pdf,//media.digikey.com/Photos/Taoglas/CGGBP.35.6.A.02.JPG,931-1315-ND,CGGBP.35.6.A.02,Taoglas Limited,RF ANT 1.56/1.575GHZ CER PATCH,373,0,"7.89000","0","1","Tray","-","Active","Navigation","UHF (1GHz ~ 2GHz)","1.56GHz, 1.575GHz, 1.602GHz","1.533GHz ~ 1.589GHz, 1.547GHz ~ 1.603GHz, 1.574GHz ~ 1.63GHz","Ceramic Patch","3","2.5","-10dB","4.5dBi, 3dBi, 4.5dBi","-","-","Pin","-","Adhesive","0.256"" (6.50mm)","Beidou, Galileo, GLONASS, GPS"
http://www.taoglas.com/wp-content/uploads/2017/01/FXP830.24.0100B.pdf,//media.digikey.com/Photos/Taoglas/FXP830.24.0100B.jpg,931-1318-ND,FXP830.24.0100B,Taoglas Limited,RF ANT 2.4GHZ/5.4GHZ FLAT PATCH,3179,0,"7.90000","0","1","Bulk","Freedom","Active","Bluetooth, WiFi","UHF (2GHz ~ 3GHz), SHF (f > 4GHz)","2.4GHz, 5.4GHz","2.4GHz ~ 2.5GHz, 4.9GHz ~ 5.8GHz","Flat Patch","2","-","-","2.6dBi, 5dBi","2W","Cable - 100mm","IPEX MHF4L","-","Adhesive","0.004"" (0.10mm)","Bluetooth, Wi-Fi"
https://abracon.com/patchantenna/active-internal/APAM1866YA18.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/APAM1866YA18.jpg,535-12616-ND,APAM1866YA18,Abracon LLC,RF ANT 1.575GHZ CER PATCH CAB,2794,0,"7.98000","0","1","Tray","-","Active","Navigation","UHF (1GHz ~ 2GHz)","1.575GHz","1.573GHz ~ 1.578GHz","Ceramic Patch","1","1.5","-","2dBic","-","Cable - 205mm, LNA","U.FL (UMCC), IPEX MHF1","-","Surface Mount","0.276"" (7.00mm)","GPS"
https://linxtechnologies.com/wp/wp-content/uploads/ant-lte-mon.pdf,//media.digikey.com/Photos/Linx%20Tech%20Photos/MFG_ANT-LTE-MON-SMA.jpg,ANT-LTE-MON-SMA-ND,ANT-LTE-MON-SMA,Linx Technologies Inc.,RF ANT 700MHZ/850MHZ WHIP TILT,980,0,"8.10000","0","1","-","MON","Active","Cellular","Wide Band","700MHz, 850MHz, 900MHz, 1.94GHz, 2.35GHz, 2.6GHz, 3.5GHz, 3.7GHz","698MHz ~ 960MHz, 1.71GHz ~ 2.17GHz, 2.3GHz ~ 2.4GHz, 2.5GHz ~ 2.7GHz, 3.4GHz ~ 3.6GHz, 3.6GHz ~ 3.8GHz","Whip, Tilt/Swivel","6","2.5, 3.5, 4.5, 3.5, 2.5, 2.75","-","4.75dBi, 2.75dBi, 1.75dBi, 1dBi, 4.85dBi, 5.5dBi","15W","-","SMA Male","-","Connector Mount","-","CAT-M1, Cellular, LTE, NB-IOT, 2G, 3G, 4G"
https://linxtechnologies.com/wp/wp-content/uploads/ant-868-pw-qw.pdf,//media.digikey.com/Photos/Linx%20Tech%20Photos/ANT-868-PW-QW-UFL.jpg,ANT-868-PW-QW-UFL-ND,ANT-868-PW-QW-UFL,Linx Technologies Inc.,RF ANT 868MHZ WHIP STR CAB PAN,1508,0,"8.11000","0","1","Tray","PW","Active","General ISM","UHF (300MHz ~ 1GHz)","868MHz","750MHz ~ 950MHz","Whip, Straight","1","1.9","-","1.6dBi","-","Cable - 216mm","U.FL (UMCC), IPEX MHF1","-","Panel Mount","3.307"" (84.00mm)","ISM, LoRa, Sensor Networks, SigFox"
https://linxtechnologies.com/wp/wp-content/uploads/ant-433-cw-qw.pdf,//media.digikey.com/Photos/Linx%20Tech%20Photos/ANT-433-CW-QW-SMA.JPG,ANT-433-CW-QW-SMA-ND,ANT-433-CW-QW-SMA,Linx Technologies Inc.,RF ANT 433MHZ WHIP STR SMA MALE,231,0,"8.14000","0","1","Bag","CW","Active","General ISM","UHF (300MHz ~ 1GHz)","433MHz","400MHz ~ 470MHz","Whip, Straight","1","1.9","-","3.3dBi","-","-","SMA Male","-","Connector Mount","7.008"" (178.00mm)","Alarms, ISM, Remote Control, Security Systems"
//media.digikey.com/pdf/Data%20Sheets/Ethertronics/1000423.pdf,//media.digikey.com/photos/Ethertronics%20Photos/1000423.jpg,939-1016-ND,1000423,Ethertronics/AVX,RF ANT 2.4GHZ/4.9GHZ STAMPED MET,26528,0,"8.23000","0","1","Tray","Prestta™","Active","802.15.4, Bluetooth, WiFi","UHF (2GHz ~ 3GHz), SHF (f > 4GHz)","2.4GHz, 4.9GHz, 5.2GHz, 5.8GHz","2.39GHz ~ 2.49GHz, 4.9GHz ~ 5.35GHz, 5.7GHz ~ 5.9GHz","Stamped Metal","4","3, 2.5, 2.5, 3","-","-0.6dBi, 2.5dBi, 4.5dBi, 3.5dBi","-","-","Solder","-","Surface Mount","0.280"" (7.10mm)","Bluetooth, Wi-Fi, WLAN, Zigbee™"
http://datasheets.avx.com/ethertronics/AVX-E_1000418.pdf,//media.digikey.com/Photos/Ethertronics%20Photos/1000418.jpg,939-1015-ND,1000418,Ethertronics/AVX,RF ANT 2.4GHZ/4.9GHZ STAMPED MET,7330,0,"8.23000","0","1","Tray","Prestta™","Active","802.15.4, Bluetooth, WiFi","UHF (2GHz ~ 3GHz), SHF (f > 4GHz)","2.4GHz, 4.9GHz, 5.2GHz, 5.8GHz","2.39GHz ~ 2.49GHz, 4.9GHz ~ 5.35GHz, 5.7GHz ~ 5.9GHz","Stamped Metal","4","2, 1.5, 2, 2","-","2.5dBi, 3.5dBi, 3.5dBi, 3.5dBi","-","-","Solder","-","Surface Mount","0.169"" (4.30mm)","Bluetooth, Wi-Fi, WLAN, Zigbee™"
https://cdn.taoglas.com/datasheets/PCS.06.A.pdf,//media.digikey.com/Photos/Taoglas/PCS.06.A.JPG,931-1296-2-ND,PCS.06.A,Taoglas Limited,RF ANT 700MHZ/850MHZ CHIP SLD,4000,0,"8.31210","0","1000","Tape & Reel (TR)","Havok","Active","Cellular","Wide Band","700MHz, 850MHz, 900MHz, 1.8GHz, 1.9GHz, 2.1GHz, 2.6GHz","698MHz ~ 960MHz, 1.71GHz ~ 2.69GHz","Chip","7","-","-7dB, -6dB","-0.21dBi, 0.77dBi, 0.61dBi, 3.05dBi, 2.92dBi, 3.17dBi, 3.72dBi","5W","-","Solder","-","Surface Mount","0.118"" (3.00mm)","CDMA, DCS, EDGE, GPRS, GSM, HSDPA, PCS, UMTS, WCDMA"
