Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Frequency","RF Type","Input Range","Accuracy","Voltage - Supply","Current - Supply","Package / Case","Supplier Device Package"
https://datasheets.maximintegrated.com/en/ds/MAX2016.pdf,//media.digikey.com/Renders/Maxim%20Renders/175;21-0140;TI;28.jpg,MAX2016ETI+-ND,MAX2016ETI+,Maxim Integrated,IC RF DETECT 30KHZ-2.5GHZ 28QFN,151,0,"20.07000","0","1","Tube","-","Active","30kHz ~ 2.5GHz","Cellular, GSM, EDGE, CDMA","-70dBm ~ 10dBm","±1dB","2.7V ~ 5.25V","16mA","28-WFQFN Exposed Pad","28-TQFN (5x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc984.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-1631-ND,HMC984LP4E,Analog Devices Inc.,IC RF DETECT 0HZ-350MHZ 24QFN,353,608,"20.11000","0","1","Strip","-","Active","0Hz ~ 350MHz","General Purpose","-","-","4.5V ~ 5.5V","97mA","24-VFQFN Exposed Pad","24-QFN (4x4)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fiwr1642,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;-4223365;-ABL;-161.jpg,296-49117-ND,IWR1642AQAGABL,Texas Instruments,IC RF DETECT 76-81GHZ 161FC/CSP,238,0,"38.66000","0","1","Tray","mmWave","Active","76GHz ~ 81GHz","General Purpose","-","-","1.71V ~ 1.89V, 3.15V ~ 3.45V","-","161-TFBGA, FCCSP","161-FCBGA (10.4x10.4)"
https://datasheets.maximintegrated.com/en/ds/MAX2204.pdf,//media.digikey.com/photos/Maxim%20Photos/175-SC-70-5.jpg,MAX2204EXK+TTR-ND,MAX2204EXK+T,Maxim Integrated,IC RF DETECT 450MHZ-2.5GHZ SC70,2500,10000,"0.60200","0","2500","Tape & Reel (TR)","-","Active","450MHz ~ 2.5GHz","Cellular, W-CDMA","-16dBm ~ 5dBm","±0.5dB","2.7V ~ 3.3V","1.2mA","5-TSSOP, SC-70-5, SOT-353","SC-70-5"
https://datasheets.maximintegrated.com/en/ds/MAX2204.pdf,//media.digikey.com/photos/Maxim%20Photos/175-SC-70-5.jpg,MAX2204EXK+TCT-ND,MAX2204EXK+T,Maxim Integrated,IC RF DETECT 450MHZ-2.5GHZ SC70,2500,10000,"1.46000","0","1","Cut Tape (CT)","-","Active","450MHz ~ 2.5GHz","Cellular, W-CDMA","-16dBm ~ 5dBm","±0.5dB","2.7V ~ 3.3V","1.2mA","5-TSSOP, SC-70-5, SOT-353","SC-70-5"
https://datasheets.maximintegrated.com/en/ds/MAX2204.pdf,//media.digikey.com/photos/Maxim%20Photos/175-SC-70-5.jpg,MAX2204EXK+TDKR-ND,MAX2204EXK+T,Maxim Integrated,IC RF DETECT 450MHZ-2.5GHZ SC70,2500,10000,"Digi-Reel","0","1","Digi-Reel®","-","Active","450MHz ~ 2.5GHz","Cellular, W-CDMA","-16dBm ~ 5dBm","±0.5dB","2.7V ~ 3.3V","1.2mA","5-TSSOP, SC-70-5, SOT-353","SC-70-5"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmv225,//media.digikey.com/Renders/National%20Semi%20Renders/Pkg%20SDB06A.jpg,LMV225SDX/NOPBTR-ND,LMV225SDX/NOPB,Texas Instruments,IC RF DETECT 450MHZ-2GHZ 6WSON,4500,9000,"0.63420","0","4500","Tape & Reel (TR)","-","Not For New Designs","450MHz ~ 2GHz","Cellular, CDMA, CDMA2000, EDGE, GSM, GPRS, TDMA, W-CDMA","-30dBm ~ 0dBm","±1dB","2.7V ~ 5V","8mA","6-WDFN Exposed Pad","6-WSON (2.5x2.2)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmv225,//media.digikey.com/Renders/National%20Semi%20Renders/Pkg%20SDB06A.jpg,LMV225SDX/NOPBCT-ND,LMV225SDX/NOPB,Texas Instruments,IC RF DETECT 450MHZ-2GHZ 6WSON,8960,10001,"1.63000","0","1","Cut Tape (CT)","-","Not For New Designs","450MHz ~ 2GHz","Cellular, CDMA, CDMA2000, EDGE, GSM, GPRS, TDMA, W-CDMA","-30dBm ~ 0dBm","±1dB","2.7V ~ 5V","8mA","6-WDFN Exposed Pad","6-WSON (2.5x2.2)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmv225,//media.digikey.com/Renders/National%20Semi%20Renders/Pkg%20SDB06A.jpg,LMV225SDX/NOPBDKR-ND,LMV225SDX/NOPB,Texas Instruments,IC RF DETECT 450MHZ-2GHZ 6WSON,8960,10001,"Digi-Reel","0","1","Digi-Reel®","-","Not For New Designs","450MHz ~ 2GHz","Cellular, CDMA, CDMA2000, EDGE, GSM, GPRS, TDMA, W-CDMA","-30dBm ~ 0dBm","±1dB","2.7V ~ 5V","8mA","6-WDFN Exposed Pad","6-WSON (2.5x2.2)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmv225,//media.digikey.com/Renders/Texas%20Instr%20Renders/4-DSBGA-YFP.jpg,LMV225TL/NOPBTR-ND,LMV225TL/NOPB,Texas Instruments,IC RF DETECT 450MHZ-2GHZ 4DSBGA,1500,10000,"0.93740","0","250","Tape & Reel (TR)","-","Not For New Designs","450MHz ~ 2GHz","Cellular, CDMA, CDMA2000, EDGE, GSM, GPRS, TDMA, W-CDMA","-30dBm ~ 0dBm","±1dB","2.7V ~ 5V","8mA","4-WFBGA","4-DSBGA (1x1)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmv225,//media.digikey.com/Renders/Texas%20Instr%20Renders/4-DSBGA-YFP.jpg,LMV225TL/NOPBCT-ND,LMV225TL/NOPB,Texas Instruments,IC RF DETECT 450MHZ-2GHZ 4DSBGA,1693,10001,"1.57000","0","1","Cut Tape (CT)","-","Not For New Designs","450MHz ~ 2GHz","Cellular, CDMA, CDMA2000, EDGE, GSM, GPRS, TDMA, W-CDMA","-30dBm ~ 0dBm","±1dB","2.7V ~ 5V","8mA","4-WFBGA","4-DSBGA (1x1)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmv225,//media.digikey.com/Renders/Texas%20Instr%20Renders/4-DSBGA-YFP.jpg,LMV225TL/NOPBDKR-ND,LMV225TL/NOPB,Texas Instruments,IC RF DETECT 450MHZ-2GHZ 4DSBGA,1693,10001,"Digi-Reel","0","1","Digi-Reel®","-","Not For New Designs","450MHz ~ 2GHz","Cellular, CDMA, CDMA2000, EDGE, GSM, GPRS, TDMA, W-CDMA","-30dBm ~ 0dBm","±1dB","2.7V ~ 5V","8mA","4-WFBGA","4-DSBGA (1x1)"
http://www.linear.com/docs/1482,"//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1636;-S,-S6;-6.jpg",LTC5531ES6#TRMPBFTR-ND,LTC5531ES6#TRMPBF,Linear Technology/Analog Devices,IC RF DETECT 300MHZ-7GHZ TSOT23,500,0,"1.63800","0","500","Tape & Reel (TR)","-","Active","300MHz ~ 7GHz","802.11a/b/g/WiFi, 802.16/WiMax, WLAN","-32dBm ~ 10dBm","-","2.7V ~ 6V","500µA","SOT-23-6 Thin, TSOT-23-6","TSOT-23-6"
http://www.linear.com/docs/1482,"//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1636;-S,-S6;-6.jpg",LTC5531ES6#TRMPBFCT-ND,LTC5531ES6#TRMPBF,Linear Technology/Analog Devices,IC RF DETECT 300MHZ-7GHZ TSOT23,1001,2500,"3.31000","0","1","Cut Tape (CT)","-","Active","300MHz ~ 7GHz","802.11a/b/g/WiFi, 802.16/WiMax, WLAN","-32dBm ~ 10dBm","-","2.7V ~ 6V","500µA","SOT-23-6 Thin, TSOT-23-6","TSOT-23-6"
http://www.linear.com/docs/1482,"//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1636;-S,-S6;-6.jpg",LTC5531ES6#TRMPBFDKR-ND,LTC5531ES6#TRMPBF,Linear Technology/Analog Devices,IC RF DETECT 300MHZ-7GHZ TSOT23,1001,2500,"Digi-Reel","0","1","Digi-Reel®","-","Active","300MHz ~ 7GHz","802.11a/b/g/WiFi, 802.16/WiMax, WLAN","-32dBm ~ 10dBm","-","2.7V ~ 6V","500µA","SOT-23-6 Thin, TSOT-23-6","TSOT-23-6"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc713ms8.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/MFG_HMC713MS8E.jpg,1127-1179-2-ND,HMC713MS8ETR,Analog Devices Inc.,IC RF DETECT 45MHZ-2.7GHZ 8MSOP,500,21000,"3.65498","0","500","Tape & Reel (TR)","-","Active","45MHz ~ 2.7GHz","General Purpose","-","±1dB","2.7V ~ 5.5V","17mA","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)","8-MSOP"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc713ms8.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/MFG_HMC713MS8E.jpg,1127-1179-1-ND,HMC713MS8ETR,Analog Devices Inc.,IC RF DETECT 45MHZ-2.7GHZ 8MSOP,533,21000,"6.35000","0","1","Cut Tape (CT)","-","Active","45MHz ~ 2.7GHz","General Purpose","-","±1dB","2.7V ~ 5.5V","17mA","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)","8-MSOP"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc713ms8.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/MFG_HMC713MS8E.jpg,1127-1179-6-ND,HMC713MS8ETR,Analog Devices Inc.,IC RF DETECT 45MHZ-2.7GHZ 8MSOP,533,21000,"Digi-Reel","0","1","Digi-Reel®","-","Active","45MHz ~ 2.7GHz","General Purpose","-","±1dB","2.7V ~ 5.5V","17mA","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)","8-MSOP"
https://datasheets.maximintegrated.com/en/ds/MAX4000-MAX4002.pdf,//media.digikey.com/Renders/Maxim%20Renders/MSOP-8.jpg,MAX4000EUA+-ND,MAX4000EUA+,Maxim Integrated,IC RF DETECT 100MHZ-2.5GHZ 8UMAX,625,0,"4.05000","0","1","Tube","-","Active","100MHz ~ 2.5GHz","Cellular, CDMA, GSM","-45dBm ~ 0dBm","-","2.7V ~ 5.5V","5.9mA","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)","8-uMAX"
https://datasheets.maximintegrated.com/en/ds/MAX4000-MAX4002.pdf,//media.digikey.com/Renders/Maxim%20Renders/MSOP-8.jpg,MAX4002EUA+-ND,MAX4002EUA+,Maxim Integrated,IC RF DETECT 100MHZ-2.5GHZ 8UMAX,131,0,"4.05000","0","1","Tube","-","Active","100MHz ~ 2.5GHz","Cellular, CDMA, GSM","-30dBm ~ 15dBm","-","2.7V ~ 5.5V","5.9mA","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)","8-uMAX"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc1010.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-1180-2-ND,HMC1010LP4ETR,Analog Devices Inc.,IC RF DETECT 0HZ-3.9GHZ 24QFN,500,21000,"6.37816","0","500","Tape & Reel (TR)","-","Active","0Hz ~ 3.9GHz","General Purpose","-50dBm ~ 10dBm","±1dB","4.5V ~ 5.5V","50mA","24-VFQFN Exposed Pad","24-QFN (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc1010.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-1180-1-ND,HMC1010LP4ETR,Analog Devices Inc.,IC RF DETECT 0HZ-3.9GHZ 24QFN,902,21000,"10.51000","0","1","Cut Tape (CT)","-","Active","0Hz ~ 3.9GHz","General Purpose","-50dBm ~ 10dBm","±1dB","4.5V ~ 5.5V","50mA","24-VFQFN Exposed Pad","24-QFN (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc1010.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-1180-6-ND,HMC1010LP4ETR,Analog Devices Inc.,IC RF DETECT 0HZ-3.9GHZ 24QFN,902,21000,"Digi-Reel","0","1","Digi-Reel®","-","Active","0Hz ~ 3.9GHz","General Purpose","-50dBm ~ 10dBm","±1dB","4.5V ~ 5.5V","50mA","24-VFQFN Exposed Pad","24-QFN (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc1020.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-1000-2-ND,HMC1020LP4ETR,Analog Devices Inc.,IC RF DETECT 0HZ-3.9GHZ 24QFN,500,500,"7.59318","0","500","Tape & Reel (TR)","-","Active","0Hz ~ 3.9GHz","General Purpose","-65dBm ~ 7dBm","±1dB","4.5V ~ 5.5V","58mA","24-VFQFN Exposed Pad","24-QFN (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc1020.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-1000-1-ND,HMC1020LP4ETR,Analog Devices Inc.,IC RF DETECT 0HZ-3.9GHZ 24QFN,588,500,"11.73000","0","1","Cut Tape (CT)","-","Active","0Hz ~ 3.9GHz","General Purpose","-65dBm ~ 7dBm","±1dB","4.5V ~ 5.5V","58mA","24-VFQFN Exposed Pad","24-QFN (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc1020.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-1000-6-ND,HMC1020LP4ETR,Analog Devices Inc.,IC RF DETECT 0HZ-3.9GHZ 24QFN,588,500,"Digi-Reel","0","1","Digi-Reel®","-","Active","0Hz ~ 3.9GHz","General Purpose","-65dBm ~ 7dBm","±1dB","4.5V ~ 5.5V","58mA","24-VFQFN Exposed Pad","24-QFN (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc1021.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-1290-ND,HMC1021LP4E,Analog Devices Inc.,IC RF DETECT 0HZ-3.9GHZ 24-SMT,119,0,"10.62000","0","1","Strip","-","Active","0Hz ~ 3.9GHz","General Purpose","-62dBm ~ 8dBm","±1dB","4.5V ~ 5.5V","78mA","24-VFQFN Exposed Pad","24-SMT (4x4)"
https://datasheets.maximintegrated.com/en/ds/MAX2015.pdf,//media.digikey.com/Renders/Maxim%20Renders/MSOP-8.jpg,MAX2015EUA+-ND,MAX2015EUA+,Maxim Integrated,IC RF DETECT 100MHZ-2.5GHZ 8UMAX,249,400,"13.27000","0","1","Tube","-","Active","100MHz ~ 2.5GHz","Cellular, GSM, EDGE, CDMA","-55dBm ~ 5dBm","-","2.7V ~ 5.25V","20.5mA","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)","8-uMAX"
http://www.linear.com/docs/25669,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1699;DD;10.jpg,LT5570IDD#PBF-ND,LT5570IDD#PBF,Linear Technology/Analog Devices,IC RF DETECT 40MHZ-2.7GHZ 10DFN,116,0,"13.92000","0","1","Tube","-","Active","40MHz ~ 2.7GHz","Cellular, W-CDMA, TD-SCDMA, WiMax and CDMA2000","-52dBm ~ 13dBm","±0.3dB","4.75V ~ 5.25V","32.5mA","10-WFDFN Exposed Pad","10-DFN (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc440.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/MIC3223%2016-TSSOP%20EPad.jpg,1127-3496-ND,HMC440QS16G,Analog Devices Inc.,IC RF DETECT 10MHZ-2.8GHZ 16QSOP,120,198,"145.09000","0","1","Strip","-","Active","10MHz ~ 2.8GHz","General Purpose","-10dBm ~ 10dBm","-","4.8V ~ 5.2V","250mA","16-SSOP (0.154"", 3.90mm Width) Exposed Pad","16-QSOPG"
https://datasheets.maximintegrated.com/en/ds/MAX4000-MAX4002.pdf,//media.digikey.com/Renders/Maxim%20Renders/MSOP-8.jpg,MAX4001EUA+-ND,MAX4001EUA+,Maxim Integrated,IC RF DETECT 100MHZ-2.5GHZ 8UMAX,186,1900,"4.05000","0","1","Tube","-","Active","100MHz ~ 2.5GHz","Cellular, CDMA, GSM","-35dBm ~ 10dBm","-","2.7V ~ 5.5V","5.9mA","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)","8-uMAX"
https://datasheets.maximintegrated.com/en/ds/MAX2205-MAX2208.pdf,//media.digikey.com/Renders/Maxim%20Renders/4-UCSP.jpg,MAX2205EBS+TTR-ND,MAX2205EBS+T,Maxim Integrated,IC RF DETECT 800MHZ-2GHZ 4UCSP,0,0,"Obsolete","0","2500","Tape & Reel (TR)","-","Obsolete","800MHz ~ 2GHz","Cellular, CDMA","6dBm ~ 31dBm","±0.3dB","2.7V ~ 5V","2mA","4-WFBGA, CSPBGA","4-UCSP (2x2)"
https://datasheets.maximintegrated.com/en/ds/MAX2205-MAX2208.pdf,//media.digikey.com/Renders/Maxim%20Renders/4-UCSP.jpg,MAX2205EBS+TCT-ND,MAX2205EBS+T,Maxim Integrated,IC RF DETECT 800MHZ-2GHZ 4UCSP,2427,0,"0.99000","0","1","Cut Tape (CT)","-","Obsolete","800MHz ~ 2GHz","Cellular, CDMA","6dBm ~ 31dBm","±0.3dB","2.7V ~ 5V","2mA","4-WFBGA, CSPBGA","4-UCSP (2x2)"
https://datasheets.maximintegrated.com/en/ds/MAX2205-MAX2208.pdf,//media.digikey.com/Renders/Maxim%20Renders/4-UCSP.jpg,MAX2205EBS+TDKR-ND,MAX2205EBS+T,Maxim Integrated,IC RF DETECT 800MHZ-2GHZ 4UCSP,2427,0,"Digi-Reel","0","1","Digi-Reel®","-","Obsolete","800MHz ~ 2GHz","Cellular, CDMA","6dBm ~ 31dBm","±0.3dB","2.7V ~ 5V","2mA","4-WFBGA, CSPBGA","4-UCSP (2x2)"
http://www.linear.com/docs/2887,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1638;SC;6.jpg,LTC5509ESC6#TRMPBFTR-ND,LTC5509ESC6#TRMPBF,Linear Technology/Analog Devices,IC RF DETECT 300MHZ-3GHZ SC70-6,0,0,"1.76800","0","500","Tape & Reel (TR)","-","Active","300MHz ~ 3GHz","General Purpose","-30dBm ~ 6dBm","-","2.7V ~ 6V","600µA","6-VSSOP, SC-88, SOT-363","SC-70-6"
http://www.linear.com/docs/2887,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1638;SC;6.jpg,LTC5509ESC6#TRMPBFCT-ND,LTC5509ESC6#TRMPBF,Linear Technology/Analog Devices,IC RF DETECT 300MHZ-3GHZ SC70-6,453,4000,"3.57000","0","1","Cut Tape (CT)","-","Active","300MHz ~ 3GHz","General Purpose","-30dBm ~ 6dBm","-","2.7V ~ 6V","600µA","6-VSSOP, SC-88, SOT-363","SC-70-6"
http://www.linear.com/docs/2887,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1638;SC;6.jpg,LTC5509ESC6#TRMPBFDKR-ND,LTC5509ESC6#TRMPBF,Linear Technology/Analog Devices,IC RF DETECT 300MHZ-3GHZ SC70-6,453,4000,"Digi-Reel","0","1","Digi-Reel®","-","Active","300MHz ~ 3GHz","General Purpose","-30dBm ~ 6dBm","-","2.7V ~ 6V","600µA","6-VSSOP, SC-88, SOT-363","SC-70-6"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADL5506.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CB-6-14;CB;6.jpg,ADL5506ACBZ-R7TR-ND,ADL5506ACBZ-R7,Analog Devices Inc.,IC RF DETECT 30MHZ-4.5GHZ 6WLCSP,0,636000,"1.70599","0","3000","Tape & Reel (TR)","-","Active","30MHz ~ 4.5GHz","General Purpose","-45dBm ~ 5dBm","±1dB","2.5V ~ 5.5V","3.8mA","6-UFBGA, WLCSP","6-WLCSP"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADL5506.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CB-6-14;CB;6.jpg,ADL5506ACBZ-R7CT-ND,ADL5506ACBZ-R7,Analog Devices Inc.,IC RF DETECT 30MHZ-4.5GHZ 6WLCSP,2565,636000,"3.70000","0","1","Cut Tape (CT)","-","Active","30MHz ~ 4.5GHz","General Purpose","-45dBm ~ 5dBm","±1dB","2.5V ~ 5.5V","3.8mA","6-UFBGA, WLCSP","6-WLCSP"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADL5506.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CB-6-14;CB;6.jpg,ADL5506ACBZ-R7DKR-ND,ADL5506ACBZ-R7,Analog Devices Inc.,IC RF DETECT 30MHZ-4.5GHZ 6WLCSP,2565,636000,"Digi-Reel","0","1","Digi-Reel®","-","Active","30MHz ~ 4.5GHz","General Purpose","-45dBm ~ 5dBm","±1dB","2.5V ~ 5.5V","3.8mA","6-UFBGA, WLCSP","6-WLCSP"
http://www.linear.com/docs/2368,"//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1636;-S,-S6;-6.jpg",LTC5507ES6#TRPBFTR-ND,LTC5507ES6#TRPBF,Linear Technology/Analog Devices,IC RF DETECT 100KHZ-1GHZ TSOT23,0,0,"1.85900","0","2500","Tape & Reel (TR)","-","Active","100kHz ~ 1GHz","General Purpose","-34dBm ~ 14dBm","-","2.7V ~ 6V","550µA","SOT-23-6 Thin, TSOT-23-6","TSOT-23-6"
http://www.linear.com/docs/2368,"//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1636;-S,-S6;-6.jpg",LTC5507ES6#TRPBFCT-ND,LTC5507ES6#TRPBF,Linear Technology/Analog Devices,IC RF DETECT 100KHZ-1GHZ TSOT23,1943,0,"3.76000","0","1","Cut Tape (CT)","*","Active","-","-","-","-","-","-","SOT-23-6 Thin, TSOT-23-6","TSOT-23-6"
http://www.linear.com/docs/2368,"//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1636;-S,-S6;-6.jpg",LTC5507ES6#TRPBFDKR-ND,LTC5507ES6#TRPBF,Linear Technology/Analog Devices,IC RF DETECT 100KHZ-1GHZ TSOT23,1943,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","-","-","-","-","-","-","SOT-23-6 Thin, TSOT-23-6","TSOT-23-6"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADL5910.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-16-22;;CP;16.jpg,ADL5910ACPZN-R7TR-ND,ADL5910ACPZN-R7,Analog Devices Inc.,IC RF DETECT 0HZ-6GHZ 16LFCSP,0,7500,"2.75730","0","1500","Tape & Reel (TR)","-","Active","0Hz ~ 6GHz","-","-30dBm ~ 15dBm","±1dB","3.3V","4mA","16-WFQFN Exposed Pad, CSP","16-LFCSP (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADL5910.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-16-22;;CP;16.jpg,ADL5910ACPZN-R7CT-ND,ADL5910ACPZN-R7,Analog Devices Inc.,IC RF DETECT 0HZ-6GHZ 16LFCSP,1164,7500,"5.68000","0","1","Cut Tape (CT)","-","Active","0Hz ~ 6GHz","-","-30dBm ~ 15dBm","±1dB","3.3V","4mA","16-WFQFN Exposed Pad, CSP","16-LFCSP (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADL5910.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-16-22;;CP;16.jpg,ADL5910ACPZN-R7DKR-ND,ADL5910ACPZN-R7,Analog Devices Inc.,IC RF DETECT 0HZ-6GHZ 16LFCSP,1164,7500,"Digi-Reel","0","1","Digi-Reel®","-","Active","0Hz ~ 6GHz","-","-30dBm ~ 15dBm","±1dB","3.3V","4mA","16-WFQFN Exposed Pad, CSP","16-LFCSP (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADL5903.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;-CP-8-10;-CP;-8.jpg,ADL5903ACPZN-R7TR-ND,ADL5903ACPZN-R7,Analog Devices Inc.,IC RF DETECT 868MHZ 8LFCSP,0,0,"3.15676","0","3000","Tape & Reel (TR)","-","Active","868MHz","-","-","±1dB","3V ~ 5V","3.6mA","8-UFDFN Exposed Pad, CSP","8-LFCSP-UD (2x2)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADL5903.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;-CP-8-10;-CP;-8.jpg,ADL5903ACPZN-R7CT-ND,ADL5903ACPZN-R7,Analog Devices Inc.,IC RF DETECT 868MHZ 8LFCSP,2938,0,"6.85000","0","1","Cut Tape (CT)","-","Active","868MHz","-","-","±1dB","3V ~ 5V","3.6mA","8-UFDFN Exposed Pad, CSP","8-LFCSP-UD (2x2)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADL5903.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;-CP-8-10;-CP;-8.jpg,ADL5903ACPZN-R7DKR-ND,ADL5903ACPZN-R7,Analog Devices Inc.,IC RF DETECT 868MHZ 8LFCSP,2938,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","868MHz","-","-","±1dB","3V ~ 5V","3.6mA","8-UFDFN Exposed Pad, CSP","8-LFCSP-UD (2x2)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADL5500.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CB-4;CB;4.jpg,ADL5500ACBZ-P7TR-ND,ADL5500ACBZ-P7,Analog Devices Inc.,IC RF DETECT 100MHZ-6GHZ 4WLCSP,0,1737000,"3.65014","0","3000","Tape & Reel (TR)","-","Active","100MHz ~ 6GHz","Cellular, CDMA2000, W-CDMA","-18.5dBm ~ 6dBm","±0.1dB","2.7V ~ 5.5V","1mA","4-WFBGA, WLCSP","4-WLCSP (0.96x0.96)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADL5500.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CB-4;CB;4.jpg,ADL5500ACBZ-P7CT-ND,ADL5500ACBZ-P7,Analog Devices Inc.,IC RF DETECT 100MHZ-6GHZ 4WLCSP,2338,1737000,"6.94000","0","1","Cut Tape (CT)","-","Active","100MHz ~ 6GHz","Cellular, CDMA2000, W-CDMA","-18.5dBm ~ 6dBm","±0.1dB","2.7V ~ 5.5V","1mA","4-WFBGA, WLCSP","4-WLCSP (0.96x0.96)"
