Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Frequency","RF Type","Input Range","Accuracy","Voltage - Supply","Current - Supply","Package / Case","Supplier Device Package"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmv225,//media.digikey.com/Renders/National%20Semi%20Renders/Pkg%20SDB06A.jpg,LMV225SD/NOPBTR-ND,LMV225SD/NOPB,Texas Instruments,IC RF DETECT 450MHZ-2GHZ 6WSON,11000,10000,"0.67950","0","1000","Tape & Reel (TR)","-","Active","450MHz ~ 2GHz","Cellular, CDMA, CDMA2000, EDGE, GSM, GPRS, TDMA, W-CDMA","-30dBm ~ 0dBm","±1dB","2.7V ~ 5V","8mA","6-WDFN Exposed Pad","6-WSON (2.5x2.2)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmv225,//media.digikey.com/Renders/National%20Semi%20Renders/Pkg%20SDB06A.jpg,LMV225SD/NOPBCT-ND,LMV225SD/NOPB,Texas Instruments,IC RF DETECT 450MHZ-2GHZ 6WSON,11551,10001,"1.63000","0","1","Cut Tape (CT)","-","Active","450MHz ~ 2GHz","Cellular, CDMA, CDMA2000, EDGE, GSM, GPRS, TDMA, W-CDMA","-30dBm ~ 0dBm","±1dB","2.7V ~ 5V","8mA","6-WDFN Exposed Pad","6-WSON (2.5x2.2)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmv225,//media.digikey.com/Renders/National%20Semi%20Renders/Pkg%20SDB06A.jpg,LMV225SD/NOPBDKR-ND,LMV225SD/NOPB,Texas Instruments,IC RF DETECT 450MHZ-2GHZ 6WSON,11551,10001,"Digi-Reel","0","1","Digi-Reel®","-","Active","450MHz ~ 2GHz","Cellular, CDMA, CDMA2000, EDGE, GSM, GPRS, TDMA, W-CDMA","-30dBm ~ 0dBm","±1dB","2.7V ~ 5V","8mA","6-WDFN Exposed Pad","6-WSON (2.5x2.2)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmh2110,//media.digikey.com/Renders/National%20Semi%20Renders/TMD06AAA.jpg,296-41439-2-ND,LMH2110TMX/NOPB,Texas Instruments,IC RF DETECT 50MHZ-8GHZ 6DSBGA,18000,9000,"0.95040","0","3000","Tape & Reel (TR)","-","Active","50MHz ~ 8GHz","GSM, EDGE, CDMA","-40dBm ~ 5dBm","±0.5dB","2.7V ~ 5V","-","6-WFBGA, DSBGA","6-DSBGA"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmh2110,//media.digikey.com/Renders/National%20Semi%20Renders/TMD06AAA.jpg,296-41439-1-ND,LMH2110TMX/NOPB,Texas Instruments,IC RF DETECT 50MHZ-8GHZ 6DSBGA,19901,10001,"2.25000","0","1","Cut Tape (CT)","-","Active","50MHz ~ 8GHz","GSM, EDGE, CDMA","-40dBm ~ 5dBm","±0.5dB","2.7V ~ 5V","-","6-WFBGA, DSBGA","6-DSBGA"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmh2110,//media.digikey.com/Renders/National%20Semi%20Renders/TMD06AAA.jpg,296-41439-6-ND,LMH2110TMX/NOPB,Texas Instruments,IC RF DETECT 50MHZ-8GHZ 6DSBGA,19901,10001,"Digi-Reel","0","1","Digi-Reel®","-","Active","50MHz ~ 8GHz","GSM, EDGE, CDMA","-40dBm ~ 5dBm","±0.5dB","2.7V ~ 5V","-","6-WFBGA, DSBGA","6-DSBGA"
https://datasheets.maximintegrated.com/en/ds/MAX4003.pdf,//media.digikey.com/Renders/Maxim%20Renders/MSOP-8.jpg,MAX4003EUA+TTR-ND,MAX4003EUA+T,Maxim Integrated,IC RF DETECT 100MHZ-2.5GHZ 8UMAX,35000,127500,"1.36990","0","2500","Tape & Reel (TR)","-","Active","100MHz ~ 2.5GHz","Cellular, TDMA, CDMA, GPRS, GSM","-45dBm ~ 0dBm","-","2.7V ~ 5V","5.9mA","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)","8-uMAX"
https://datasheets.maximintegrated.com/en/ds/MAX4003.pdf,//media.digikey.com/Renders/Maxim%20Renders/MSOP-8.jpg,MAX4003EUA+TCT-ND,MAX4003EUA+T,Maxim Integrated,IC RF DETECT 100MHZ-2.5GHZ 8UMAX,38245,127500,"2.81000","0","1","Cut Tape (CT)","-","Active","100MHz ~ 2.5GHz","Cellular, TDMA, CDMA, GPRS, GSM","-45dBm ~ 0dBm","-","2.7V ~ 5V","5.9mA","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)","8-uMAX"
https://datasheets.maximintegrated.com/en/ds/MAX4003.pdf,//media.digikey.com/Renders/Maxim%20Renders/MSOP-8.jpg,MAX4003EUA+TDKR-ND,MAX4003EUA+T,Maxim Integrated,IC RF DETECT 100MHZ-2.5GHZ 8UMAX,38245,127500,"Digi-Reel","0","1","Digi-Reel®","-","Active","100MHz ~ 2.5GHz","Cellular, TDMA, CDMA, GPRS, GSM","-45dBm ~ 0dBm","-","2.7V ~ 5V","5.9mA","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)","8-uMAX"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmv221,//media.digikey.com/Renders/National%20Semi%20Renders/Pkg%20SDB06A.jpg,LMV221SD/NOPBTR-ND,LMV221SD/NOPB,Texas Instruments,IC RF DETECT 50MHZ-3.5GHZ 6WSON,26000,0,"1.44200","0","1000","Tape & Reel (TR)","-","Not For New Designs","50MHz ~ 3.5GHz","Cellular, CDMA, CDMA2000, EDGE, GSM, GPRS, TDMA, W-CDMA","-45dBm ~ 5dBm","±0.5dB","2.7V ~ 3.3V","10mA","6-WDFN Exposed Pad","6-WSON (2.5x2.2)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmv221,//media.digikey.com/Renders/National%20Semi%20Renders/Pkg%20SDB06A.jpg,LMV221SD/NOPBCT-ND,LMV221SD/NOPB,Texas Instruments,IC RF DETECT 50MHZ-3.5GHZ 6WSON,26570,0,"2.97000","0","1","Cut Tape (CT)","-","Not For New Designs","50MHz ~ 3.5GHz","Cellular, CDMA, CDMA2000, EDGE, GSM, GPRS, TDMA, W-CDMA","-45dBm ~ 5dBm","±0.5dB","2.7V ~ 3.3V","10mA","6-WDFN Exposed Pad","6-WSON (2.5x2.2)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmv221,//media.digikey.com/Renders/National%20Semi%20Renders/Pkg%20SDB06A.jpg,LMV221SD/NOPBDKR-ND,LMV221SD/NOPB,Texas Instruments,IC RF DETECT 50MHZ-3.5GHZ 6WSON,26570,0,"Digi-Reel","0","1","Digi-Reel®","-","Not For New Designs","50MHz ~ 3.5GHz","Cellular, CDMA, CDMA2000, EDGE, GSM, GPRS, TDMA, W-CDMA","-45dBm ~ 5dBm","±0.5dB","2.7V ~ 3.3V","10mA","6-WDFN Exposed Pad","6-WSON (2.5x2.2)"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/AD8314.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-8-1;CP;8.jpg,AD8314ACPZ-RL7TR-ND,AD8314ACPZ-RL7,Analog Devices Inc.,IC RF DETECT 100MHZ-2.7GHZ 8CSP,9000,3000,"1.47763","0","3000","Tape & Reel (TR)","-","Active","100MHz ~ 2.7GHz","Cellular, GSM, TDMA, CDMA","-45dBm ~ 0dBm","-","2.7V ~ 5.5V","5.7mA","8-VFDFN Exposed Pad, CSP","8-LFCSP-VD (3x2)"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/AD8314.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-8-1;CP;8.jpg,AD8314ACPZ-RL7CT-ND,AD8314ACPZ-RL7,Analog Devices Inc.,IC RF DETECT 100MHZ-2.7GHZ 8CSP,11861,3000,"3.20000","0","1","Cut Tape (CT)","-","Active","100MHz ~ 2.7GHz","Cellular, GSM, TDMA, CDMA","-45dBm ~ 0dBm","-","2.7V ~ 5.5V","5.7mA","8-VFDFN Exposed Pad, CSP","8-LFCSP-VD (3x2)"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/AD8314.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-8-1;CP;8.jpg,AD8314ACPZ-RL7DKR-ND,AD8314ACPZ-RL7,Analog Devices Inc.,IC RF DETECT 100MHZ-2.7GHZ 8CSP,11861,3000,"Digi-Reel","0","1","Digi-Reel®","-","Active","100MHz ~ 2.7GHz","Cellular, GSM, TDMA, CDMA","-45dBm ~ 0dBm","-","2.7V ~ 5.5V","5.7mA","8-VFDFN Exposed Pad, CSP","8-LFCSP-VD (3x2)"
http://www.linear.com/docs/1045,//media.digikey.com/renders/Linear%20Tech%20Renders/TSOT-23-5_05-08-1635.jpg,LTC5505-2ES5#TRMPBFTR-ND,LTC5505-2ES5#TRMPBF,Linear Technology/Analog Devices,IC RF DETECT 300MZ-3.5GHZ TSOT23,3500,0,"1.49500","0","500","Tape & Reel (TR)","-","Active","300MHz ~ 3.5GHz","Cellular, PCS, Wireless Modem","-32dBm ~ 12dBm","-","2.7V ~ 6V","500µA","SOT-23-5 Thin, TSOT-23-5","TSOT-23-5"
http://www.linear.com/docs/1045,//media.digikey.com/renders/Linear%20Tech%20Renders/TSOT-23-5_05-08-1635.jpg,LTC5505-2ES5#TRMPBFCT-ND,LTC5505-2ES5#TRMPBF,Linear Technology/Analog Devices,IC RF DETECT 300MZ-3.5GHZ TSOT23,4104,0,"3.02000","0","1","Cut Tape (CT)","-","Active","300MHz ~ 3.5GHz","Cellular, PCS, Wireless Modem","-32dBm ~ 12dBm","-","2.7V ~ 6V","500µA","SOT-23-5 Thin, TSOT-23-5","TSOT-23-5"
http://www.linear.com/docs/1045,//media.digikey.com/renders/Linear%20Tech%20Renders/TSOT-23-5_05-08-1635.jpg,LTC5505-2ES5#TRMPBFDKR-ND,LTC5505-2ES5#TRMPBF,Linear Technology/Analog Devices,IC RF DETECT 300MZ-3.5GHZ TSOT23,4104,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","300MHz ~ 3.5GHz","Cellular, PCS, Wireless Modem","-32dBm ~ 12dBm","-","2.7V ~ 6V","500µA","SOT-23-5 Thin, TSOT-23-5","TSOT-23-5"
https://www.analog.com/media/en/technical-documentation/data-sheets/AD8312.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CB-6-2;CB;6.jpg,AD8312ACBZ-P7TR-ND,AD8312ACBZ-P7,Analog Devices Inc.,IC RF DETECT 50MHZ-3.5GHZ 6CSP,9000,0,"1.70599","0","3000","Tape & Reel (TR)","-","Active","50MHz ~ 3.5GHz","Cellular, GSM, CDMA, W-CDMA","-45dBm ~ 0dBm","±1dB","2.7V ~ 5.5V","5.7mA","6-UFBGA, CSPBGA","6-WLCSP (1.45x0.95)"
https://www.analog.com/media/en/technical-documentation/data-sheets/AD8312.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CB-6-2;CB;6.jpg,AD8312ACBZ-P7CT-ND,AD8312ACBZ-P7,Analog Devices Inc.,IC RF DETECT 50MHZ-3.5GHZ 6CSP,11618,0,"3.70000","0","1","Cut Tape (CT)","-","Active","50MHz ~ 3.5GHz","Cellular, GSM, CDMA, W-CDMA","-45dBm ~ 0dBm","±1dB","2.7V ~ 5.5V","5.7mA","6-UFBGA, CSPBGA","6-WLCSP (1.45x0.95)"
https://www.analog.com/media/en/technical-documentation/data-sheets/AD8312.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CB-6-2;CB;6.jpg,AD8312ACBZ-P7DKR-ND,AD8312ACBZ-P7,Analog Devices Inc.,IC RF DETECT 50MHZ-3.5GHZ 6CSP,11618,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","50MHz ~ 3.5GHz","Cellular, GSM, CDMA, W-CDMA","-45dBm ~ 0dBm","±1dB","2.7V ~ 5.5V","5.7mA","6-UFBGA, CSPBGA","6-WLCSP (1.45x0.95)"
http://www.linear.com/docs/2368,"//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1636;-S,-S6;-6.jpg",LTC5507ES6#TRMPBFTR-ND,LTC5507ES6#TRMPBF,Linear Technology/Analog Devices,IC RF DETECT 100KHZ-1GHZ TSOT23,500,0,"1.88500","0","500","Tape & Reel (TR)","-","Active","100kHz ~ 1GHz","General Purpose","-34dBm ~ 14dBm","-","2.7V ~ 6V","550µA","SOT-23-6 Thin, TSOT-23-6","TSOT-23-6"
http://www.linear.com/docs/2368,"//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1636;-S,-S6;-6.jpg",LTC5507ES6#TRMPBFCT-ND,LTC5507ES6#TRMPBF,Linear Technology/Analog Devices,IC RF DETECT 100KHZ-1GHZ TSOT23,521,0,"3.81000","0","1","Cut Tape (CT)","-","Active","100kHz ~ 1GHz","General Purpose","-34dBm ~ 14dBm","-","2.7V ~ 6V","550µA","SOT-23-6 Thin, TSOT-23-6","TSOT-23-6"
http://www.linear.com/docs/2368,"//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1636;-S,-S6;-6.jpg",LTC5507ES6#TRMPBFDKR-ND,LTC5507ES6#TRMPBF,Linear Technology/Analog Devices,IC RF DETECT 100KHZ-1GHZ TSOT23,521,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","100kHz ~ 1GHz","General Purpose","-34dBm ~ 14dBm","-","2.7V ~ 6V","550µA","SOT-23-6 Thin, TSOT-23-6","TSOT-23-6"
http://www.linear.com/docs/2112,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1638;SC;6.jpg,LTC5508ESC6#TRMPBFTR-ND,LTC5508ESC6#TRMPBF,Linear Technology/Analog Devices,IC RF DETECT 300MHZ-7GHZ SC70-6,0,500,"1.88500","0","500","Tape & Reel (TR)","-","Active","300MHz ~ 7GHz","General Purpose","-32dBm ~ 12dBm","-","2.7V ~ 6V","550µA","6-VSSOP, SC-88, SOT-363","SC-70-6"
http://www.linear.com/docs/2112,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1638;SC;6.jpg,LTC5508ESC6#TRMPBFCT-ND,LTC5508ESC6#TRMPBF,Linear Technology/Analog Devices,IC RF DETECT 300MHZ-7GHZ SC70-6,495,2643,"3.81000","0","1","Cut Tape (CT)","-","Active","300MHz ~ 7GHz","General Purpose","-32dBm ~ 12dBm","-","2.7V ~ 6V","550µA","6-VSSOP, SC-88, SOT-363","SC-70-6"
http://www.linear.com/docs/2112,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1638;SC;6.jpg,LTC5508ESC6#TRMPBFDKR-ND,LTC5508ESC6#TRMPBF,Linear Technology/Analog Devices,IC RF DETECT 300MHZ-7GHZ SC70-6,495,2643,"Digi-Reel","0","1","Digi-Reel®","-","Active","300MHz ~ 7GHz","General Purpose","-32dBm ~ 12dBm","-","2.7V ~ 6V","550µA","6-VSSOP, SC-88, SOT-363","SC-70-6"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmh2120,//media.digikey.com/Renders/Texas%20Instr%20Renders/YFD-6-BGA%20Pkg.jpg,LMH2120UM/NOPBTR-ND,LMH2120UM/NOPB,Texas Instruments,IC RF DETECT 50MHZ-6GHZ 6DSBGA,7750,10000,"1.88884","0","250","Tape & Reel (TR)","-","Not For New Designs","50MHz ~ 6GHz","CDMA, GSM, EDGE, W-CDMA","-35dBm ~ 5dBm","±0.5dB","2.7V ~ 5V","2.9mA","6-XFBGA, DSBGA","6-DSBGA (1.22x0.82)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmh2120,//media.digikey.com/Renders/Texas%20Instr%20Renders/YFD-6-BGA%20Pkg.jpg,LMH2120UM/NOPBCT-ND,LMH2120UM/NOPB,Texas Instruments,IC RF DETECT 50MHZ-6GHZ 6DSBGA,7875,10001,"2.94000","0","1","Cut Tape (CT)","-","Not For New Designs","50MHz ~ 6GHz","CDMA, GSM, EDGE, W-CDMA","-35dBm ~ 5dBm","±0.5dB","2.7V ~ 5V","2.9mA","6-XFBGA, DSBGA","6-DSBGA (1.22x0.82)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmh2120,//media.digikey.com/Renders/Texas%20Instr%20Renders/YFD-6-BGA%20Pkg.jpg,LMH2120UM/NOPBDKR-ND,LMH2120UM/NOPB,Texas Instruments,IC RF DETECT 50MHZ-6GHZ 6DSBGA,7875,10001,"Digi-Reel","0","1","Digi-Reel®","-","Not For New Designs","50MHz ~ 6GHz","CDMA, GSM, EDGE, W-CDMA","-35dBm ~ 5dBm","±0.5dB","2.7V ~ 5V","2.9mA","6-XFBGA, DSBGA","6-DSBGA (1.22x0.82)"
http://www.linear.com/docs/2277,"//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1636;-S,-S6;-6.jpg",LTC5532ES6#TRMPBFTR-ND,LTC5532ES6#TRMPBF,Linear Technology/Analog Devices,IC RF DETECT 300MHZ-7GHZ TSOT23,5500,500,"1.95000","0","500","Tape & Reel (TR)","-","Active","300MHz ~ 7GHz","802.11a/b/g/WiFi, Wireless Modem, WLAN","-32dBm ~ 10dBm","-","2.7V ~ 6V","500µA","SOT-23-6 Thin, TSOT-23-6","TSOT-23-6"
http://www.linear.com/docs/2277,"//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1636;-S,-S6;-6.jpg",LTC5532ES6#TRMPBFCT-ND,LTC5532ES6#TRMPBF,Linear Technology/Analog Devices,IC RF DETECT 300MHZ-7GHZ TSOT23,5580,2800,"3.94000","0","1","Cut Tape (CT)","-","Active","300MHz ~ 7GHz","802.11a/b/g/WiFi, Wireless Modem, WLAN","-32dBm ~ 10dBm","-","2.7V ~ 6V","500µA","SOT-23-6 Thin, TSOT-23-6","TSOT-23-6"
http://www.linear.com/docs/2277,"//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1636;-S,-S6;-6.jpg",LTC5532ES6#TRMPBFDKR-ND,LTC5532ES6#TRMPBF,Linear Technology/Analog Devices,IC RF DETECT 300MHZ-7GHZ TSOT23,5580,2800,"Digi-Reel","0","1","Digi-Reel®","-","Active","300MHz ~ 7GHz","802.11a/b/g/WiFi, Wireless Modem, WLAN","-32dBm ~ 10dBm","-","2.7V ~ 6V","500µA","SOT-23-6 Thin, TSOT-23-6","TSOT-23-6"
http://www.linear.com/docs/2277,//media.digikey.com/Renders/Linear%20Tech%20Renders/Linear%20Tech%206-DFN_161;%2005-08-1703;%20DC;%206.jpg,LTC5532EDC#TRMPBFTR-ND,LTC5532EDC#TRMPBF,Linear Technology/Analog Devices,IC RF DETECT 300MHZ-7GHZ 6DFN,500,2000,"2.19700","0","500","Tape & Reel (TR)","-","Active","300MHz ~ 7GHz","802.11a/b/g/WiFi, Wireless Modem, WLAN","-32dBm ~ 10dBm","-","2.7V ~ 6V","500µA","6-WFDFN Exposed Pad","6-DFN (2x2)"
http://www.linear.com/docs/2277,//media.digikey.com/Renders/Linear%20Tech%20Renders/Linear%20Tech%206-DFN_161;%2005-08-1703;%20DC;%206.jpg,LTC5532EDC#TRMPBFCT-ND,LTC5532EDC#TRMPBF,Linear Technology/Analog Devices,IC RF DETECT 300MHZ-7GHZ 6DFN,866,2000,"4.44000","0","1","Cut Tape (CT)","-","Active","300MHz ~ 7GHz","802.11a/b/g/WiFi, Wireless Modem, WLAN","-32dBm ~ 10dBm","-","2.7V ~ 6V","500µA","6-WFDFN Exposed Pad","6-DFN (2x2)"
http://www.linear.com/docs/2277,//media.digikey.com/Renders/Linear%20Tech%20Renders/Linear%20Tech%206-DFN_161;%2005-08-1703;%20DC;%206.jpg,LTC5532EDC#TRMPBFDKR-ND,LTC5532EDC#TRMPBF,Linear Technology/Analog Devices,IC RF DETECT 300MHZ-7GHZ 6DFN,866,2000,"Digi-Reel","0","1","Digi-Reel®","-","Active","300MHz ~ 7GHz","802.11a/b/g/WiFi, Wireless Modem, WLAN","-32dBm ~ 10dBm","-","2.7V ~ 6V","500µA","6-WFDFN Exposed Pad","6-DFN (2x2)"
https://www.analog.com/media/en/technical-documentation/data-sheets/AD8319.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-8-1;CP;8.jpg,AD8319ACPZ-R7TR-ND,AD8319ACPZ-R7,Analog Devices Inc.,IC RF DETECT 1MHZ-10GHZ 8LFCSP,9000,24000,"2.37764","0","3000","Tape & Reel (TR)","-","Active","1MHz ~ 10GHz","RADAR, 802.11/WiFi, 8.2.16/WiMax, Wireless LAN","-60dBm ~ -2dBm","±1dB","3V ~ 5.5V","22mA","8-VFDFN Exposed Pad, CSP","8-LFCSP-VD (3x2)"
https://www.analog.com/media/en/technical-documentation/data-sheets/AD8319.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-8-1;CP;8.jpg,AD8319ACPZ-R7CT-ND,AD8319ACPZ-R7,Analog Devices Inc.,IC RF DETECT 1MHZ-10GHZ 8LFCSP,12649,24000,"5.16000","0","1","Cut Tape (CT)","-","Active","1MHz ~ 10GHz","RADAR, 802.11/WiFi, 8.2.16/WiMax, Wireless LAN","-60dBm ~ -2dBm","±1dB","3V ~ 5.5V","22mA","8-VFDFN Exposed Pad, CSP","8-LFCSP-VD (3x2)"
https://www.analog.com/media/en/technical-documentation/data-sheets/AD8319.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-8-1;CP;8.jpg,AD8319ACPZ-R7DKR-ND,AD8319ACPZ-R7,Analog Devices Inc.,IC RF DETECT 1MHZ-10GHZ 8LFCSP,12649,24000,"Digi-Reel","0","1","Digi-Reel®","-","Active","1MHz ~ 10GHz","RADAR, 802.11/WiFi, 8.2.16/WiMax, Wireless LAN","-60dBm ~ -2dBm","±1dB","3V ~ 5.5V","22mA","8-VFDFN Exposed Pad, CSP","8-LFCSP-VD (3x2)"
http://www.linear.com/docs/5660,"//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1636;-S,-S6;-6.jpg",LTC5536ES6#TRMPBFTR-ND,LTC5536ES6#TRMPBF,Linear Technology/Analog Devices,IC RF DETECT 600MHZ-7GHZ TSOT23,1000,0,"2.87300","0","500","Tape & Reel (TR)","-","Active","600MHz ~ 7GHz","802.11a/b/g/WiFi, Wireless Modem, WLAN","-16dBm ~ 12dBm","-","2.7V ~ 5.5V","2.1mA","SOT-23-6 Thin, TSOT-23-6","TSOT-23-6"
http://www.linear.com/docs/5660,"//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1636;-S,-S6;-6.jpg",LTC5536ES6#TRMPBFCT-ND,LTC5536ES6#TRMPBF,Linear Technology/Analog Devices,IC RF DETECT 600MHZ-7GHZ TSOT23,1047,500,"5.80000","0","1","Cut Tape (CT)","-","Active","600MHz ~ 7GHz","802.11a/b/g/WiFi, Wireless Modem, WLAN","-16dBm ~ 12dBm","-","2.7V ~ 5.5V","2.1mA","SOT-23-6 Thin, TSOT-23-6","TSOT-23-6"
http://www.linear.com/docs/5660,"//media.digikey.com/Renders/Linear%20Tech%20Renders/161;-05-08-1636;-S,-S6;-6.jpg",LTC5536ES6#TRMPBFDKR-ND,LTC5536ES6#TRMPBF,Linear Technology/Analog Devices,IC RF DETECT 600MHZ-7GHZ TSOT23,1047,500,"Digi-Reel","0","1","Digi-Reel®","-","Active","600MHz ~ 7GHz","802.11a/b/g/WiFi, Wireless Modem, WLAN","-16dBm ~ 12dBm","-","2.7V ~ 5.5V","2.1mA","SOT-23-6 Thin, TSOT-23-6","TSOT-23-6"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/ADL5501.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;KS-6;KS;6.jpg,ADL5501AKSZ-R7TR-ND,ADL5501AKSZ-R7,Analog Devices Inc.,IC RF DETECT 50MHZ-6GHZ SC70-6,12000,3000,"3.25079","0","3000","Tape & Reel (TR)","-","Active","50MHz ~ 6GHz","General Purpose","-18dBm ~ 6dBm","±1dB","2.7V ~ 5.5V","1.1mA","6-TSSOP, SC-88, SOT-363","SC-70-6"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/ADL5501.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;KS-6;KS;6.jpg,ADL5501AKSZ-R7CT-ND,ADL5501AKSZ-R7,Analog Devices Inc.,IC RF DETECT 50MHZ-6GHZ SC70-6,13392,3000,"7.05000","0","1","Cut Tape (CT)","-","Active","50MHz ~ 6GHz","General Purpose","-18dBm ~ 6dBm","±1dB","2.7V ~ 5.5V","1.1mA","6-TSSOP, SC-88, SOT-363","SC-70-6"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/ADL5501.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;KS-6;KS;6.jpg,ADL5501AKSZ-R7DKR-ND,ADL5501AKSZ-R7,Analog Devices Inc.,IC RF DETECT 50MHZ-6GHZ SC70-6,13392,3000,"Digi-Reel","0","1","Digi-Reel®","-","Active","50MHz ~ 6GHz","General Purpose","-18dBm ~ 6dBm","±1dB","2.7V ~ 5.5V","1.1mA","6-TSSOP, SC-88, SOT-363","SC-70-6"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADL5904.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-16-22;;CP;16.jpg,ADL5904ACPZN-R7TR-ND,ADL5904ACPZN-R7,Analog Devices Inc.,IC RF DETECT 0HZ-6GHZ 16LFCSP,3000,1500,"3.25220","0","1500","Tape & Reel (TR)","-","Active","0Hz ~ 6GHz","-","-30dBm ~ 15dBm","±1dB","3.3V","3.5mA","16-WFQFN Exposed Pad, CSP","16-LFCSP-WQ (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADL5904.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-16-22;;CP;16.jpg,ADL5904ACPZN-R7CT-ND,ADL5904ACPZN-R7,Analog Devices Inc.,IC RF DETECT 0HZ-6GHZ 16LFCSP,4240,1500,"6.70000","0","1","Cut Tape (CT)","-","Active","0Hz ~ 6GHz","-","-30dBm ~ 15dBm","±1dB","3.3V","3.5mA","16-WFQFN Exposed Pad, CSP","16-LFCSP-WQ (3x3)"
