Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Function","LO Frequency","RF Frequency","P1dB","Gain","Noise Figure","Current - Supply","Voltage - Supply","Package / Case","Supplier Device Package"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf3710,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-VQFN-Exposed-Pad-RGZ.jpg,296-22071-6-ND,TRF3710IRGZT,Texas Instruments,RF DEMOD IC 1.7GHZ-2GHZ 48VQFN,788,3000,"Digi-Reel","0","1","Digi-Reel®","-","Active","Demodulator","1.7GHz ~ 2GHz","1.7GHz ~ 2GHz","-","45dB","14.5dB","360mA","4.5V ~ 5.5V","48-VFQFN Exposed Pad","48-VQFN (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf371135,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-VQFN-Exposed-Pad-RGZ.jpg,296-27207-2-ND,TRF371135IRGZT,Texas Instruments,RF DEMOD IC 1.7GHZ-6GHZ 48VQFN,0,4000,"16.77940","0","250","Tape & Reel (TR)","-","Active","Demodulator","1.7GHz ~ 6GHz","1.7GHz ~ 6GHz","3dBV","45dB","17.5dB","370mA","4.5V ~ 5.5V","48-VFQFN Exposed Pad","48-VQFN (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf371135,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-VQFN-Exposed-Pad-RGZ.jpg,296-27207-1-ND,TRF371135IRGZT,Texas Instruments,RF DEMOD IC 1.7GHZ-6GHZ 48VQFN,564,4000,"23.24000","0","1","Cut Tape (CT)","-","Active","Demodulator","1.7GHz ~ 6GHz","1.7GHz ~ 6GHz","3dBV","45dB","17.5dB","370mA","4.5V ~ 5.5V","48-VFQFN Exposed Pad","48-VQFN (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf371135,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-VQFN-Exposed-Pad-RGZ.jpg,296-27207-6-ND,TRF371135IRGZT,Texas Instruments,RF DEMOD IC 1.7GHZ-6GHZ 48VQFN,564,4000,"Digi-Reel","0","1","Digi-Reel®","-","Active","Demodulator","1.7GHz ~ 6GHz","1.7GHz ~ 6GHz","3dBV","45dB","17.5dB","370mA","4.5V ~ 5.5V","48-VFQFN Exposed Pad","48-VQFN (7x7)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADRF6820.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-40-7;;40.jpg,ADRF6820ACPZ-R7TR-ND,ADRF6820ACPZ-R7,Analog Devices Inc.,RF DEMOD IC 695MZ-2.7GHZ 40LFCSP,0,750,"17.37048","0","750","Tape & Reel (TR)","-","Active","Demodulator","356MHz ~ 2.85GHz","695MHz ~ 2.7GHz","-","3.5dB","19dB","-","3.1V ~ 3.5V","40-WFQFN Exposed Pad, CSP","40-LFCSP-WQ (6x6)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADRF6820.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-40-7;;40.jpg,ADRF6820ACPZ-R7CT-ND,ADRF6820ACPZ-R7,Analog Devices Inc.,RF DEMOD IC 695MZ-2.7GHZ 40LFCSP,723,750,"26.33000","0","1","Cut Tape (CT)","-","Active","Demodulator","356MHz ~ 2.85GHz","695MHz ~ 2.7GHz","-","3.5dB","19dB","-","3.1V ~ 3.5V","40-WFQFN Exposed Pad, CSP","40-LFCSP-WQ (6x6)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADRF6820.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-40-7;;40.jpg,ADRF6820ACPZ-R7DKR-ND,ADRF6820ACPZ-R7,Analog Devices Inc.,RF DEMOD IC 695MZ-2.7GHZ 40LFCSP,723,750,"Digi-Reel","0","1","Digi-Reel®","-","Active","Demodulator","356MHz ~ 2.85GHz","695MHz ~ 2.7GHz","-","3.5dB","19dB","-","3.1V ~ 3.5V","40-WFQFN Exposed Pad, CSP","40-LFCSP-WQ (6x6)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf371125,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-VQFN-Exposed-Pad-RGZ.jpg,296-25654-2-ND,TRF371125IRGZT,Texas Instruments,RF DEMOD IC 700MHZ-4GHZ 48VQFN,0,5250,"19.16464","0","250","Tape & Reel (TR)","-","Active","Demodulator, Amplifier","700MHz ~ 4GHz","700MHz ~ 4GHz","3dBm","40dB","13.5dB","360mA","4.5V ~ 5.5V","48-VFQFN Exposed Pad","48-VQFN (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf371125,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-VQFN-Exposed-Pad-RGZ.jpg,296-25654-1-ND,TRF371125IRGZT,Texas Instruments,RF DEMOD IC 700MHZ-4GHZ 48VQFN,1280,5250,"26.55000","0","1","Cut Tape (CT)","-","Active","Demodulator, Amplifier","700MHz ~ 4GHz","700MHz ~ 4GHz","3dBm","40dB","13.5dB","360mA","4.5V ~ 5.5V","48-VFQFN Exposed Pad","48-VQFN (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf371125,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-VQFN-Exposed-Pad-RGZ.jpg,296-25654-6-ND,TRF371125IRGZT,Texas Instruments,RF DEMOD IC 700MHZ-4GHZ 48VQFN,1280,5250,"Digi-Reel","0","1","Digi-Reel®","-","Active","Demodulator, Amplifier","700MHz ~ 4GHz","700MHz ~ 4GHz","3dBm","40dB","13.5dB","360mA","4.5V ~ 5.5V","48-VFQFN Exposed Pad","48-VQFN (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf371109,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-VQFN-Exposed-Pad-RGZ.jpg,296-28088-2-ND,TRF371109IRGZT,Texas Instruments,RF DEMOD IC 300MHZ-1.7GHZ 48VQFN,0,5500,"19.48800","0","250","Tape & Reel (TR)","-","Active","Downconverter","300MHz ~ 1.7GHz","300MHz ~ 1.7GHz","3dBV","24dB","17.5dB","360mA","4.5V ~ 5.5V","48-VFQFN Exposed Pad","48-VQFN (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf371109,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-VQFN-Exposed-Pad-RGZ.jpg,296-28088-1-ND,TRF371109IRGZT,Texas Instruments,RF DEMOD IC 300MHZ-1.7GHZ 48VQFN,1091,5505,"26.99000","0","1","Cut Tape (CT)","-","Active","Downconverter","300MHz ~ 1.7GHz","300MHz ~ 1.7GHz","3dBV","24dB","17.5dB","360mA","4.5V ~ 5.5V","48-VFQFN Exposed Pad","48-VQFN (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftrf371109,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-VQFN-Exposed-Pad-RGZ.jpg,296-28088-6-ND,TRF371109IRGZT,Texas Instruments,RF DEMOD IC 300MHZ-1.7GHZ 48VQFN,1091,5505,"Digi-Reel","0","1","Digi-Reel®","-","Active","Downconverter","300MHz ~ 1.7GHz","300MHz ~ 1.7GHz","3dBV","24dB","17.5dB","360mA","4.5V ~ 5.5V","48-VFQFN Exposed Pad","48-VQFN (7x7)"
http://www.linear.com/docs/59317,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1693;UH;32.jpg,LTC5594IUH#PBF-ND,LTC5594IUH#PBF,Linear Technology/Analog Devices,RF DEMOD IC 300MHZ-9GHZ 32QFN,86,1168,"30.44000","0","1","Tube","-","Active","Demodulator, Amplifier","300MHz ~ 9GHz","300MHz ~ 9GHz","13.2dBm","12.3dB","28.6dB","470mA","4.75V ~ 5.25V","32-WFQFN Exposed Pad","32-QFN (5x5)"
https://datasheets.maximintegrated.com/en/ds/MAX2306-MAX2309.pdf,//media.digikey.com/Renders/Maxim%20Renders/175;21-0140;TI;28.jpg,MAX2306ETI+-ND,MAX2306ETI+,Maxim Integrated,RF DEMOD IC 40MHZ-300MHZ 28TQFN,95,3360,"10.31000","0","1","Tube","-","Active","Demodulator","40MHz ~ 300MHz","40MHz ~ 300MHz","-9dBm","-","6.36dB","41.5mA","2.7V","28-WFQFN Exposed Pad","28-TQFN (5x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/AD8348.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/Pkg%20MTC28.jpg,AD8348ARUZ-ND,AD8348ARUZ,Analog Devices Inc.,RF DEMOD IC 50MHZ-1GHZ 28TSSOP,68,0,"10.63000","0","1","Tube","-","Active","Demodulator","100MHz ~ 2GHz","50MHz ~ 1GHz","-22dBm","25.5dB","10.75dB","58mA","2.7V ~ 5.5V","28-TSSOP (0.173"", 4.40mm Width)","28-TSSOP"
https://www.analog.com/media/en/technical-documentation/data-sheets/AD8347.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/Pkg%20MTC28.jpg,AD8347ARUZ-ND,AD8347ARUZ,Analog Devices Inc.,RF DEMOD IC 800MZ-2.7GHZ 28TSSOP,92,0,"12.41000","0","1","Tube","-","Active","Demodulator","800MHz ~ 2.7GHz","800MHz ~ 2.7GHz","-30dBm","39.5dB","11dB","80mA","2.7V ~ 5.5V","28-TSSOP (0.173"", 4.40mm Width)","28-TSSOP"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADL5387.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-2;CP;24.jpg,ADL5387ACPZ-WP-ND,ADL5387ACPZ-WP,Analog Devices Inc.,RF DEMOD IC 30MHZ-2GHZ 24LFCSP,55,4224,"11.20000","0","1","Tray","-","Active","Demodulator","100MHz ~ 4GHz","30MHz ~ 2GHz","12.8dBm","3.8dB","16.5dB","180mA","4.75V ~ 5.25V","24-VFQFN Exposed Pad, CSP","24-LFCSP-VQ (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADRF6850.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-56-5;CP;56.jpg,ADRF6850BCPZ-ND,ADRF6850BCPZ,Analog Devices Inc.,RF DEMOD IC 100MHZ-1GHZ 56LFCSP,33,10640,"21.17000","0","1","Tray","-","Active","Demodulator","-","100MHz ~ 1GHz","12dBm","60dB","11dB","350mA","3.3V","56-VFQFN Exposed Pad, CSP","56-LFCSP-VQ (8x8)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADRF6821.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-56-1;CP;56.jpg,ADRF6821ACPZ-ND,ADRF6821ACPZ,Analog Devices Inc.,RF DEMOD IC 450MZ-2.8GHZ 56LFCSP,20,1206,"30.68000","0","1","Tray","-","Active","Demodulator, Receiver","450MHz ~ 2.8GHz","450MHz ~ 2.8GHz","12dBm","12dB","14dB","-","3.3V","56-WFQFN Exposed Pad, CSP","56-LFCSP-WQ (8x8)"
http://www.onsemi.com/pub/Collateral/LC72725KM-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/16-SSOP.jpg,LC72725KV-TLM-EOSTR-ND,LC72725KV-TLM-E,ON Semiconductor,RF DEMODULATOR IC 16SSOP,0,6000,"0.68194","0","2000","Tape & Reel (TR)","-","Active","Demodulator","-","-","-","31dB","-","-","2.7V ~ 6.5V","16-LSSOP (0.173"", 4.40mm Width)","16-SSOP"
http://www.onsemi.com/pub/Collateral/LC72725KM-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/16-SSOP.jpg,LC72725KV-TLM-EOSCT-ND,LC72725KV-TLM-E,ON Semiconductor,RF DEMODULATOR IC 16SSOP,900,6000,"1.48000","0","1","Cut Tape (CT)","*","Active","-","-","-","-","-","-","-","-","16-LSSOP (0.173"", 4.40mm Width)","16-SSOP"
http://www.onsemi.com/pub/Collateral/LC72725KM-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/16-SSOP.jpg,LC72725KV-TLM-EOSDKR-ND,LC72725KV-TLM-E,ON Semiconductor,RF DEMODULATOR IC 16SSOP,900,6000,"Digi-Reel","0","1","Digi-Reel®","*","Active","-","-","-","-","-","-","-","-","16-LSSOP (0.173"", 4.40mm Width)","16-SSOP"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADL5382.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-2;CP;24.jpg,ADL5382ACPZ-R7TR-ND,ADL5382ACPZ-R7,Analog Devices Inc.,RF DEMOD IC 700MZ-2.7GHZ 24LFCSP,0,3000,"7.09263","0","1500","Tape & Reel (TR)","-","Active","Demodulator","700MHz ~ 2.7GHz","700MHz ~ 2.7GHz","14.5dBm","3.3dB","17.6dB","220mA","4.75V ~ 5.25V","24-VFQFN Exposed Pad, CSP","24-LFCSP-VQ (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADL5382.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-2;CP;24.jpg,ADL5382ACPZ-R7CT-ND,ADL5382ACPZ-R7,Analog Devices Inc.,RF DEMOD IC 700MZ-2.7GHZ 24LFCSP,66,3000,"11.53000","0","1","Cut Tape (CT)","-","Active","Demodulator","700MHz ~ 2.7GHz","700MHz ~ 2.7GHz","14.5dBm","3.3dB","17.6dB","220mA","4.75V ~ 5.25V","24-VFQFN Exposed Pad, CSP","24-LFCSP-VQ (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADL5382.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-2;CP;24.jpg,ADL5382ACPZ-R7DKR-ND,ADL5382ACPZ-R7,Analog Devices Inc.,RF DEMOD IC 700MZ-2.7GHZ 24LFCSP,66,3000,"Digi-Reel","0","1","Digi-Reel®","-","Active","Demodulator","700MHz ~ 2.7GHz","700MHz ~ 2.7GHz","14.5dBm","3.3dB","17.6dB","220mA","4.75V ~ 5.25V","24-VFQFN Exposed Pad, CSP","24-LFCSP-VQ (4x4)"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/ADRF6806.pdf,//media.digikey.com/photos/Analog%20Devices%20Photos/505-40-LFCSP.jpg,ADRF6806ACPZ-R7TR-ND,ADRF6806ACPZ-R7,Analog Devices Inc.,RF DEMOD IC 50MHZ-525MHZ 40LFCSP,0,0,"13.60773","0","750","Tape & Reel (TR)","-","Active","Demodulator, Fractional-N PLL","50MHz ~ 525MHz","50MHz ~ 525MHz","12.2dBm","4.2dB","12.2dB","86mA","4.75V ~ 5.25V","40-VFQFN Exposed Pad, CSP","40-LFCSP-VQ (6x6)"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/ADRF6806.pdf,//media.digikey.com/photos/Analog%20Devices%20Photos/505-40-LFCSP.jpg,ADRF6806ACPZ-R7CT-ND,ADRF6806ACPZ-R7,Analog Devices Inc.,RF DEMOD IC 50MHZ-525MHZ 40LFCSP,90,0,"20.25000","0","1","Cut Tape (CT)","-","Active","Demodulator, Fractional-N PLL","50MHz ~ 525MHz","50MHz ~ 525MHz","12.2dBm","4.2dB","12.2dB","86mA","4.75V ~ 5.25V","40-VFQFN Exposed Pad, CSP","40-LFCSP-VQ (6x6)"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/ADRF6806.pdf,//media.digikey.com/photos/Analog%20Devices%20Photos/505-40-LFCSP.jpg,ADRF6806ACPZ-R7DKR-ND,ADRF6806ACPZ-R7,Analog Devices Inc.,RF DEMOD IC 50MHZ-525MHZ 40LFCSP,90,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Demodulator, Fractional-N PLL","50MHz ~ 525MHz","50MHz ~ 525MHz","12.2dBm","4.2dB","12.2dB","86mA","4.75V ~ 5.25V","40-VFQFN Exposed Pad, CSP","40-LFCSP-VQ (6x6)"
http://www.linear.com/docs/1372,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1692;UF;16.jpg,LT5546EUF#TRPBFTR-ND,LT5546EUF#TRPBF,Linear Technology/Analog Devices,RF DEMOD IC 40MHZ-500MHZ 16QFN,0,0,"4.26400","0","2500","Tape & Reel (TR)","-","Active","Demodulator","80MHz ~ 1GHz","40MHz ~ 500MHz","-10dBm","-","7.8dB","24mA","1.8V ~ 5.25V","16-WQFN Exposed Pad","16-QFN (4x4)"
http://www.linear.com/docs/1372,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1692;UF;16.jpg,LT5546EUF#TRPBFCT-ND,LT5546EUF#TRPBF,Linear Technology/Analog Devices,RF DEMOD IC 40MHZ-500MHZ 16QFN,0,0,"8.61000","0","1","Cut Tape (CT)","-","Active","Demodulator","80MHz ~ 1GHz","40MHz ~ 500MHz","-10dBm","-","7.8dB","24mA","1.8V ~ 5.25V","16-WQFN Exposed Pad","16-QFN (4x4)"
http://www.linear.com/docs/1372,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1692;UF;16.jpg,LT5546EUF#TRPBFDKR-ND,LT5546EUF#TRPBF,Linear Technology/Analog Devices,RF DEMOD IC 40MHZ-500MHZ 16QFN,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Demodulator","80MHz ~ 1GHz","40MHz ~ 500MHz","-10dBm","-","7.8dB","24mA","1.8V ~ 5.25V","16-WQFN Exposed Pad","16-QFN (4x4)"
-,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-VQFN-Exposed-Pad-RGZ.jpg,296-53223-2-ND,LMX8410RGZT,Texas Instruments,PWR MGMT SWITCHING REGULATOR,0,0,"66.12760","0","250","Tape & Reel (TR)","-","Active","Demodulator, Amplifier","4GHz ~ 10GHz","4GHz ~ 10GHz","12dBm","11dB","19dB","650mA","3.15V ~ 3.45V, 4.75V ~ 5.25V","48-VFQFN Exposed Pad","48-VQFN (7x7)"
-,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-VQFN-Exposed-Pad-RGZ.jpg,296-53223-1-ND,LMX8410RGZT,Texas Instruments,PWR MGMT SWITCHING REGULATOR,0,0,"79.38000","0","1","Cut Tape (CT)","-","Active","Demodulator, Amplifier","4GHz ~ 10GHz","4GHz ~ 10GHz","12dBm","11dB","19dB","650mA","3.15V ~ 3.45V, 4.75V ~ 5.25V","48-VFQFN Exposed Pad","48-VQFN (7x7)"
-,//media.digikey.com/Renders/Texas%20Instr%20Renders/48-VQFN-Exposed-Pad-RGZ.jpg,296-53223-6-ND,LMX8410RGZT,Texas Instruments,PWR MGMT SWITCHING REGULATOR,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Demodulator, Amplifier","4GHz ~ 10GHz","4GHz ~ 10GHz","12dBm","11dB","19dB","650mA","3.15V ~ 3.45V, 4.75V ~ 5.25V","48-VFQFN Exposed Pad","48-VQFN (7x7)"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/TDA7478.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/RU-16.jpg,E-TDA7478ADTR-ND,E-TDA7478ADTR,STMicroelectronics,RF DEMODULATOR IC 16TSSOP,0,0,"0.68850","0","2500","Tape & Reel (TR)","-","Active","Demodulator, Filter","-","-","-","20dB","-","7.5mA","4.5V ~ 5.5V","16-TSSOP (0.173"", 4.40mm Width)","16-TSSOP"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/TDA7478.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/RU-16.jpg,E-TDA7478AD-ND,E-TDA7478AD,STMicroelectronics,RF DEMODULATOR IC 16TSSOP,0,0,"0.73950","0","1920","Tube","-","Active","Demodulator, Filter","-","-","-","20dB","-","7.5mA","4.5V ~ 5.5V","16-TSSOP (0.173"", 4.40mm Width)","16-TSSOP"
http://www.st.com/content/ccc/resource/technical/document/datasheet/61/8c/12/89/94/38/44/fe/CD00001243.pdf/files/CD00001243.pdf/jcr:content/translations/en.CD00001243.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/RU-16.jpg,TDA7479ADTR-ND,TDA7479ADTR,STMicroelectronics,RF DEMODULATOR IC 16TSSOP,0,0,"1.03950","0","2500","Tape & Reel (TR)","-","Active","Demodulator, Filter","-","-","-","-","-","11mA","4.5V ~ 5.5V","16-TSSOP (0.173"", 4.40mm Width)","16-TSSOP"
http://www.njr.com/semicon/PDF/NJM2590_NJM2597_E.pdf,-,NJM2590V-TE1TR-ND,NJM2590V-TE1,NJR Corporation/NJRC,RF DEMODULATOR IC 455KHZ 14SSOP,0,0,"1.16640","0","2000","Tape & Reel (TR)","-","Active","Demodulator","-","455kHz","-","-","-","-","1.6V ~ 5.5V","14-LSSOP (0.173"", 4.40mm Width)","14-SSOP"
http://www.njr.com/semicon/PDF/NJM2592_E.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SSOP_SOT266-1.jpg,NJM2592V-TE1TR-ND,NJM2592V-TE1,NJR Corporation/NJRC,RF DEMODULATOR IC 455KHZ 20SSOP,0,0,"1.25388","0","2000","Tape & Reel (TR)","-","Active","Demodulator","-","455kHz","-","24dB","-","2.2mA","1.8V ~ 9V","20-LSSOP (0.173"", 4.40mm Width)","20-SSOP"
http://www.njr.com/semicon/PDF/NJM2211_E.pdf,//media.digikey.com/photos/NJR%20Photos/190-14-DMP.jpg,NJM2211M-ND,NJM2211M,NJR Corporation/NJRC,RF DEMODULATOR IC 14DMP,0,0,"1.43640","0","2000","Tube","-","Last Time Buy","Demodulator","-","-","-","-","-","11mA","4.5V ~ 20V","14-SOIC (0.209"", 5.30mm Width)","14-DMP"
http://www.linear.com/docs/3339,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1692;UF;16.jpg,LT5506EUF#TRPBF-ND,LT5506EUF#TRPBF,Linear Technology/Analog Devices,IC DEMOD QUADRATURE VGA 16QFN,0,0,"4.26400","0","2500","Tape & Reel (TR)","-","Active","Demodulator","80MHz ~ 1GHz","40MHz ~ 500MHz","-","59dB","6.8dB","36mA","1.8V ~ 5.25V","16-WQFN Exposed Pad","16-QFN (4x4)"
http://www.linear.com/docs/1292,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1692;UF;16.jpg,LT5516EUF#TRPBF-ND,LT5516EUF#TRPBF,Linear Technology/Analog Devices,RF DEMOD IC 800MHZ-1.5GHZ 16QFN,0,0,"4.95300","0","2500","Tape & Reel (TR)","-","Active","Demodulator","800MHz ~ 1.5GHz","800MHz ~ 1.5GHz","6.6dBm","4.3dB","12.8dB","150mA","4V ~ 5.25V","16-WQFN Exposed Pad","16-QFN (4x4)"
http://www.linear.com/docs/5145,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1692;UF;16.jpg,LT5515EUF#TRPBF-ND,LT5515EUF#TRPBF,Linear Technology/Analog Devices,RF DEMOD IC 1.5GHZ-2.5GHZ 16QFN,0,0,"4.95300","0","2500","Tape & Reel (TR)","-","Active","Demodulator","1.5GHz ~ 2.5GHz","1.5GHz ~ 2.5GHz","9dBm","-0.7dB","16.8dB","160mA","4V ~ 5.25V","16-WQFN Exposed Pad","16-QFN (4x4)"
https://datasheets.maximintegrated.com/en/ds/MAX2306-MAX2309.pdf,//media.digikey.com/Renders/Maxim%20Renders/175;21-0140;TI;28.jpg,MAX2306ETI+T-ND,MAX2306ETI+T,Maxim Integrated,RF DEMOD IC 40MHZ-300MHZ 28TQFN,0,2500,"5.12200","0","2500","Tape & Reel (TR)","-","Active","Demodulator","40MHz ~ 300MHz","40MHz ~ 300MHz","-9dBm","-","6.36dB","41.5mA","2.7V","28-WFQFN Exposed Pad","28-TQFN (5x5)"
https://www.silabs.com/documents/public/data-shorts/Si2181-B60-short.pdf,//media.digikey.com/photos/Silicon%20Labs%20Photos/MFG_48QFN.jpg,SI2181-B60-GMR-ND,SI2181-B60-GMR,Silicon Labs,RF DEMODULATOR IC 48QFN,0,0,"5.44320","0","2500","-","-","Active","Demodulator","16MHz ~ 30MHz","-","-","-","-","-","1.14V ~ 1.3V","48-QFN","48-QFN (7x7)"
https://www.silabs.com/documents/public/data-shorts/Si2181-B60-short.pdf,//media.digikey.com/photos/Silicon%20Labs%20Photos/MFG_48QFN.jpg,SI2181-B60-GM-ND,SI2181-B60-GM,Silicon Labs,RF DEMODULATOR IC 48QFN,0,0,"6.04804","0","260","-","-","Active","Demodulator","16MHz ~ 30MHz","-","-","-","-","-","1.14V ~ 1.3V","48-QFN","48-QFN (7x7)"
http://www.skyworksinc.com/uploads/documents/SKY73009_11_103034H.pdf,//media.digikey.com/photos/Skyworks%20Solutions%20Photos/SKY73012-11.JPG,863-1081-2-ND,SKY73009-11,Skyworks Solutions Inc.,RF DEMOD IC 400MHZ-3GHZ 32RFLGA,0,0,"6.46784","0","4000","Tape & Reel (TR)","-","Active","Demodulator","-","400MHz ~ 3GHz","13dBm","1.3dB","17dB","75mA","2.7V ~ 3.3V","32-TFLGA Exposed Pad","32-RFLGA™ (5x5)"
http://www.linear.com/docs/2402,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1641;GN;24.jpg,LT5502EGN#TRPBF-ND,LT5502EGN#TRPBF,Linear Technology/Analog Devices,RF DEMOD IC 70MHZ-400MHZ 24SSOP,0,0,"6.60400","0","2500","Tape & Reel (TR)","-","Active","Demodulator","140MHz ~ 800MHz","70MHz ~ 400MHz","-","-","4dB","32mA","1.8V ~ 5.25V","24-SSOP (0.154"", 3.90mm Width)","24-SSOP"
http://www.linear.com/docs/41437,//media.digikey.com/Renders/Linear%20Tech%20Renders/24-QFN_05-08-1697.jpg,LTC5584IUF#TRPBF-ND,LTC5584IUF#TRPBF,Linear Technology/Analog Devices,RF DEMOD IC 30MHZ-1.4GHZ 24QFN,0,0,"7.04600","0","2500","Tape & Reel (TR)","-","Active","Demodulator","30MHz ~ 1.4GHz","30MHz ~ 1.4GHz","12.6dB","5.4dB","9.9dB","-","5.5V","24-WFQFN Exposed Pad","24-QFN (4x4)"
https://www.silabs.com/documents/public/data-shorts/Si21802-B60-short.pdf,-,SI21802-B60-GMR-ND,SI21802-B60-GMR,Silicon Labs,RF DEMODULATOR IC 68QFN,0,0,"7.44193","0","2500","-","-","Active","Demodulator","16MHz ~ 30MHz","-","-","-","-","-","1.14V ~ 1.3V","68-QFN","68-QFN (8x8)"
http://www.linear.com/docs/40950,//media.digikey.com/Renders/Linear%20Tech%20Renders/24-QFN_05-08-1697.jpg,LTC5585IUF#TRPBF-ND,LTC5585IUF#TRPBF,Linear Technology/Analog Devices,RF DEMOD IC 400MHZ-4GHZ 24QFN,0,2500,"7.46200","0","2500","Tape & Reel (TR)","-","Active","Demodulator","400MHz ~ 4GHz","400MHz ~ 4GHz","16dBm","2.4dB","13.5dB","200mA","4.75V ~ 5.25V","24-WFQFN Exposed Pad","24-QFN (4x4)"
