Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Function","Modulation or Protocol","Frequency","Applications","Interface","Sensitivity","Power - Output","Data Rate (Max)","Features"
https://www.siretta.co.uk/download.php?id=963&cmd=view,//media.digikey.com/Photos/Siretta%20Ltd/ZOOM-G-GPRS.JPG,ZOOM-G-GPRS-ND,ZOOM-G-GPRS,Siretta Ltd,GPRS SOCKET MODEM WITH GPS,4,0,"131.13000","0","1","Zoom™","Active","Modem","GPRS","800MHz, 850MHz, 900MHz, 1.7GHz, 1.9GHz, 2.1GHz","General Purpose","RS-232, USB","-108dBm","-","14.4Mbps","-"
//media.digikey.com/pdf/Data%20Sheets/Maestro%20Wireless%20PDFs/M100EVO_DS.pdf,//media.digikey.com/Photos/Maestro%20Wireless/M100EVO-11B.jpg,1530-1000-ND,M100EVO-11B,Maestro Wireless Solutions,MODEM M2M GPRS RS-232,2,0,"152.25000","0","1","M100","Active","Modem","GSM, GPRS","850MHz, 900MHz, 1.8GHz, 1.9GHz","-","RS-232","-","-","-","-"
http://update.maestro-wireless.com/M100/M100%20485%20Series%20-%20Product%20Brief%20-%20V2.pdf,//media.digikey.com/Photos/Maestro%20Wireless/M1003GXT48500.JPG,1530-1022-ND,M1003GXT48500,Maestro Wireless Solutions,M100 SERIES DUAL BAND 3G MODEM,10,0,"157.47000","0","1","M100","Active","Transceiver","GPRS, GPS, GSM","850MHz, 1.9GHz","-","USB","-155dBm","-","3.6Mbps","-"
http://www.siretta.co.uk/download.php?id=567&cmd=view,//media.digikey.com/Photos/Siretta%20Ltd/ZOOM-N-UMTS.JPG,ZOOM-N-UMTS-ND,ZOOM-N-UMTS,Siretta Ltd,3G/UMTS SOCKET MODEM,9,0,"191.10000","0","1","Zoom™","Active","Modem","GPRS","800MHz, 850MHz, 900MHz, 1.7GHz, 1.9GHz, 2.1GHz","General Purpose","RS-232, USB","-108dBm","-","14.4Mbps","-"
http://update.maestro-wireless.com/M100/M100%20Series%20-%20Product%20Brief%20-%20V2.pdf,//media.digikey.com/Photos/Mechatronics%20Fan%20Group/M100CDMAPLUS-VB.JPG,1530-1014-ND,M100CDMAPLUS-VB,Maestro Wireless Solutions,M100CDMAPLUS VERIZON BUNDLE,5,0,"297.25000","0","1","M100","Active","Transceiver","CDMA2000","800MHz, 1.9GHz","General Purpose","RS-232","-160dBm","-","-","-"
https://www.siretta.co.uk/download.php?id=569&cmd=view,//media.digikey.com/Photos/Siretta%20Ltd/ZOOM-G-UMTS.JPG,ZOOM-G-UMTS-ND,ZOOM-G-UMTS,Siretta Ltd,3G/UMTS SOCKET MODEM WITH GPS,4,0,"298.60000","0","1","Zoom™","Active","Modem","-","800MHz, 850MHz, 900MHz, 1.7GHz, 1.9GHz, 2.1GHz","General Purpose","RS-232, USB","-108dBm","-","14.4Mbps","0.093"" Dia, 2.66"" Total Length, 2.00"" Exposed Length"
http://www.multitech.com/documents/publications/data-sheets/86002159.pdf,//media.digikey.com/Photos/Multi-Tech%20Photos/MTCDP-1.0.JPG,881-1167-ND,MTCDP-1.0,Multi-Tech Systems Inc.,OPEN COMMUNICATION GATEWAY,4,0,"326.02000","0","1","MultiConnect® OCG-D","Not For New Designs","Transceiver, Gateway","-","-","General Purpose","-","-161dB","-","-","-"
http://www.taoglas.com/wp-content/uploads/2015/04/CSB.01.A.001.pdf,//media.digikey.com/Photos/Taoglas/MFG_CSB.01.A.001.jpg,931-1398-ND,CSB.01.A.001,Taoglas Limited,"CELL BOOSTER 850/1900MHZ SMA,F",13,0,"359.47000","0","1","-","Active","-","-","824MHz ~ 894MHz, 1.85GHz ~ 1.99GHz","General Purpose","-","-","27dBm","-","-"
http://advdownload.advantech.com/productfile/PIS/BB-WSD2CTJ/Product%20-%20Datasheet/Wzzard_Industrial_R3_0316ds20160416004341.pdf,//media.digikey.com/photos/B&B%20Electronics/WSD1CA3.jpg,1165-1274-ND,WSD1CA3,"B&B SmartWorx, Inc.",WIRELESS MESH 802.15.4E ANALOG S,5,0,"449.00000","0","1","-","Active","Transceiver","802.15.4","2.4GHz ~ 2.48GHz","-","M-12","-95dBm","8dBm","250kbps","-"
http://advdownload.advantech.com/productfile/PIS/BB-WSD2CTJ/Product%20-%20Datasheet/Wzzard_Industrial_R3_0316ds20160416004341.pdf,//media.digikey.com/photos/B&B%20Electronics/WSDxxx2.jpg,1165-1272-ND,WSD1MA3,"B&B SmartWorx, Inc.",WIRELESS MESH 802.15.4E ANALOG S,3,0,"449.00000","0","1","-","Active","Transceiver","802.15.4","2.4GHz ~ 2.48GHz","-","M-12","-95dBm","8dBm","250kbps","-"
http://advdownload.advantech.com/productfile/PIS/BB-WSD2CTJ/Product%20-%20Datasheet/Wzzard_Industrial_R3_0316ds20160416004341.pdf,//media.digikey.com/photos/B&B%20Electronics/WSD1CTJ.jpg,1165-1266-ND,WSD1CTJ,"B&B SmartWorx, Inc.",WIRELESS MESH 802.15.4E TEMPERAT,2,0,"449.00000","0","1","-","Active","Transceiver","802.15.4","2.4GHz ~ 2.48GHz","-","M-12","-95dBm","8dBm","250kbps","-"
http://advdownload.advantech.com/productfile/PIS/BB-WSD2CTJ/Product%20-%20Datasheet/Wzzard_Industrial_R3_0316ds20160416004341.pdf,//media.digikey.com/photos/B&B%20Electronics/WSD1CA2.jpg,1165-1270-ND,WSD1CA2,"B&B SmartWorx, Inc.",WIRELESS MESH 802.15.4E ANALOG S,2,0,"449.00000","0","1","-","Active","Transceiver","802.15.4","2.4GHz ~ 2.48GHz","-","M-12","-95dBm","8dBm","250kbps","-"
http://advdownload.advantech.com/productfile/PIS/BB-WSD2CTJ/Product%20-%20Datasheet/Wzzard_Industrial_R3_0316ds20160416004341.pdf,//media.digikey.com/photos/B&B%20Electronics/WSD1CA2.jpg,1165-1278-ND,WSD1CD2,"B&B SmartWorx, Inc.",WIRELESS MESH 802.15.4E DIGITAL,2,0,"449.00000","0","1","-","Active","Transceiver","802.15.4","2.4GHz ~ 2.48GHz","-","M-12","-95dBm","8dBm","250kbps","-"
http://advdownload.advantech.com/productfile/PIS/BB-WSD2CTJ/Product%20-%20Datasheet/Wzzard_Industrial_R3_0316ds20160416004341.pdf,//media.digikey.com/photos/B&B%20Electronics/WSD2CA3.jpg,1165-1273-ND,BB-WSD2CA3,"B&B SmartWorx, Inc.",WIRELESS MESH 802.15.4E ANALOG S,4,0,"499.00000","0","1","Wzzard™","Active","Transceiver","802.15.4","2.4GHz ~ 2.48GHz","-","M-12","-95dBm","8dBm","250kbps","-"
http://advdownload.advantech.com/productfile/PIS/BB-WSD2CTJ/Product%20-%20Datasheet/Wzzard_Industrial_R3_0316ds20160416004341.pdf,//media.digikey.com/photos/B&B%20Electronics/WSD2MD2.jpg,1165-1271-ND,BB-WSD2MA3,"B&B SmartWorx, Inc.",WIRELESS MESH 802.15.4E ANALOG S,3,9,"499.00000","0","1","-","Active","Transceiver","802.15.4","2.4GHz ~ 2.48GHz","-","M-12","-95dBm","8dBm","250kbps","-"
http://advdownload.advantech.com/productfile/PIS/BB-WSD2CTJ/Product%20-%20Datasheet/Wzzard_Industrial_R3_0316ds20160416004341.pdf,//media.digikey.com/photos/B&B%20Electronics/WSD2MA2.jpg,1165-1267-ND,BB-WSD2MA2,"B&B SmartWorx, Inc.",WIRELESS MESH 802.15.4E ANALOG S,2,12,"499.00000","0","1","-","Active","Transceiver","802.15.4","2.4GHz ~ 2.48GHz","-","M-12","-95dBm","8dBm","250kbps","-"
//media.digikey.com/pdf/Data%20Sheets/RF%20Solutions%20PDFs/FOBBER_FM_Key_Fob_9-9-18.pdf,//media.digikey.com/Photos/RF%20Solutions%20Photos/MFG_FOBBER-8TL2.jpg,FOBBER-8TL2-ND,FOBBER-8TL2,RF Solutions,2 X ON-OFF LATCHING KEYFOB 868MH,6,0,"22.76000","0","1","-","Active","Transmitter","FM","868MHz","General Purpose","-","-","13dBm","-","-"
https://www.rfsolutions.co.uk/downloads/1531314130DS-FOBLOQFS.pdf,//media.digikey.com/Photos/RF%20Solutions%20Photos/MFG_FOBLOQF-4S3.jpg,FOBLOQF-4S3-ND,FOBLOQF-4S3,RF Solutions,REMOTE CONTROL SYSTEM 3-CH,11,0,"47.29000","0","1","KEELOQ®","Active","Transmitter, KeeLoq","KEELOQ","433.92MHz","General Purpose","-","-","-","-","-"
https://www.rfsolutions.co.uk/downloads/1531314130DS-FOBLOQFS.pdf,//media.digikey.com/Photos/RF%20Solutions%20Photos/MFG_FOBLOQF-4S4.jpg,FOBLOQF-4S4-ND,FOBLOQF-4S4,RF Solutions,REMOTE CONTROL SYSTEM FM 4CH,13,0,"49.54000","0","1","KEELOQ®","Active","Transmitter, KeeLoq","KEELOQ","433.92MHz","General Purpose","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Datawave%20PDFs/WB-USB-24LP-A_Web.pdf,//media.digikey.com/Photos/Datawave%20LLC/MFG_WB-USB-24LP-A.jpg,1857-1008-ND,WB-USB-24LP-A,Datawave LLC,2.4 GHZ 6.3MW WIRELESS BRIDGE WI,10,0,"85.68000","0","1","-","Active","Transceiver","802.15.4","2.4GHz","General Purpose","USB","-101dBm","-","115.2kbps","-"
http://download.makeblock.com/mbot/mBot_V1.1_Blue_STD_Instruction_EN_D1.2.1_7.40.4100_Print.pdf,-,1890-1144-ND,P1050011,"Makeblock Co., LTD.",MBOT V1.1-BLUE (BLUETOOTH DONGLE,16,0,"89.99000","0","1","-","Active","Transceiver, Bluetooth","Bluetooth v4.0","2.4GHz ~ 2.48GHz","Bluetooth, Wireless","USB","-90dBm","4dBm","-","USB Interface"
//media.digikey.com/pdf/Data%20Sheets/Datawave%20PDFs/WB-RS485-24LP-A_Web.pdf,//media.digikey.com/Photos/Datawave%20LLC/MFG_WB-RS485-24LP-A.jpg,1857-1014-ND,WB-RS485-24LP-A,Datawave LLC,2.4 GHZ 6.3MW WIRELESS BRIDGE RS,10,0,"90.78000","0","1","-","Active","Transceiver","802.15.4","2.4GHz","General Purpose","RS-485","-101dBm","-","115.2kbps","-"
//media.digikey.com/pdf/Data%20Sheets/Datawave%20PDFs/WB-RS232-24LP-A_Web.pdf,//media.digikey.com/Photos/Datawave%20LLC/MFG_WB-RS232-24LP-A.jpg,1857-1011-ND,WB-RS232-24LP-A,Datawave LLC,2.4 GHZ 6.3MW WIRELESS BRIDGE DB,9,0,"90.78000","0","1","-","Active","Transceiver","802.15.4","2.4GHz","General Purpose","RS-232","-101dBm","-","115.2kbps","-"
//media.digikey.com/pdf/Data%20Sheets/Datawave%20PDFs/WB-USB-24HP-A_Web.pdf,//media.digikey.com/Photos/Datawave%20LLC/MFG_WB-USB-24HP-A.jpg,1857-1009-ND,WB-USB-24HP-A,Datawave LLC,2.4 GHZ 63MW WIRELESS BRIDGE WIT,5,0,"90.78000","0","1","-","Active","Transceiver","802.15.4","2.4GHz","General Purpose","USB","-101dBm","63mW","115.2kbps","-"
//media.digikey.com/pdf/Data%20Sheets/RF%20Solutions%20PDFs/QUANTAFOB_9-10-18.pdf,//media.digikey.com/Photos/RF%20Solutions%20Photos/MFG_QUANTAFOB-4S1.jpg,QUANTAFOB-4S1-ND,QUANTAFOB-4S1,RF Solutions,1 CH REMOTE CONTROL SYS 12-30VDC,5,0,"99.84000","0","1","-","Active","Receiver","FM","433MHz","General Purpose","Handheld, 1 Channel","-","10mW","-","100m Range, IP68"
//media.digikey.com/pdf/Data%20Sheets/Datawave%20PDFs/WB-ADIO-24LP-A_Web.pdf,//media.digikey.com/Photos/Datawave%20LLC/MFG_WB-ADIO-24LP-A.jpg,1857-1017-ND,WB-ADIO-24LP-A,Datawave LLC,2.4 GHZ 6.3MW WIRELESS BRIDGE 0-,10,0,"100.98000","0","1","-","Active","Transceiver","802.15.4","2.4GHz","General Purpose","-","-101dBm","-","115.2kbps","-"
//media.digikey.com/pdf/Data%20Sheets/Datawave%20PDFs/WB-RS232-24HP-A_Web.pdf,//media.digikey.com/Photos/Datawave%20LLC/MFG_WB-RS232-24HP-A.jpg,1857-1012-ND,WB-RS232-24HP-A,Datawave LLC,2.4 GHZ 63MW WIRELESS BRIDGE DB9,6,0,"100.98000","0","1","-","Active","Transceiver","802.15.4","2.4GHz","General Purpose","RS-232","-101dBm","63mW","115.2kbps","-"
//media.digikey.com/pdf/Data%20Sheets/Datawave%20PDFs/WB-RS485-24HP-A_Web.pdf,//media.digikey.com/Photos/Datawave%20LLC/MFG_WB-RS485-24HP-A.jpg,1857-1015-ND,WB-RS485-24HP-A,Datawave LLC,2.4 GHZ 63MW WIRELESS BRIDGE RS4,6,0,"100.98000","0","1","-","Active","Transceiver","ISM","2.4GHz","General Purpose","RS-485","-101dBm","63mW","115.2kbps","-"
//media.digikey.com/pdf/Data%20Sheets/Laird%20Technologies/Sentrius_RS1xx_External_Series_v1_0_12-14-18.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_SentriusSeriesSensor_wProbe.jpg,455-0010-ND,455-0010,Laird - Wireless & Thermal Systems,TEMP PROBE 868 MHZ LORA BLE,14,0,"102.30000","0","1","Sentrius™","Active","Sensor","Bluetooth v4.2, LoRaWAN","868MHz","LTE","-","-","-","-","IP65"
//media.digikey.com/pdf/Data%20Sheets/RF%20Solutions%20PDFs/QUANTAFOB_9-10-18.pdf,//media.digikey.com/Photos/RF%20Solutions%20Photos/MFG_QUANTAFOB-4S3.jpg,QUANTAFOB-4S3-ND,QUANTAFOB-4S3,RF Solutions,3 CH REMOTE CONTROL SYS 12-30VDC,3,0,"103.54000","0","1","-","Active","Receiver","FM","433MHz","General Purpose","Handheld, 3 Channel","-","10mW","-","100m Range, IP68"
//media.digikey.com/pdf/Data%20Sheets/RF%20Solutions%20PDFs/QUANTAFOB_9-10-18.pdf,//media.digikey.com/Photos/RF%20Solutions%20Photos/MFG_QUANTAFOB-4S4.jpg,QUANTAFOB-4S4-ND,QUANTAFOB-4S4,RF Solutions,4 CH REMOTE CONTROL SYS 12-30VDC,2,0,"105.50000","0","1","-","Active","Receiver","FM","433MHz","General Purpose","Handheld, 4 Channel","-","10mW","-","100m Range, IP68"
https://www.rfsolutions.co.uk/downloads/1519381288DS-HORNETPRO-1.pdf,//media.digikey.com/Photos/RF%20Solutions%20Photos/MFG_HORNETPRO-8S3.jpg,HORNETPRO-8S3-ND,HORNETPRO-8S3,RF Solutions,3 CH REMOTE CONTROL SYS 12-30VDC,6,0,"106.55000","0","1","HORNETPRO","Active","Remote Control System","-","868MHz","General Purpose","Handheld, 3 Channel","-","-","-","IP68"
https://www.amber-wireless.de/fileadmin/user_upload/DOWNLOADS/AMB8465-M_DS.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_AMB8465-M.jpg,1917-1022-ND,AMB8465-M,Wurth Electronics Inc.,WIRELESS M-BUS USB 868MHZ,19,0,"108.09000","0","1","-","Active","Adapter","-","-","Meter Reading","USB","-","-","-","-"
https://www.amber-wireless.de/fileadmin/user_upload/DOWNLOADS/amb8465_ds.pdf,//media.digikey.com/Photos/Amber-Wireless/AMB8465.JPG,1917-1020-ND,AMB8465,Wurth Electronics Inc.,PROPRIETARY RADIO USB 868MHZ,13,0,"108.09000","0","1","-","Active","Transceiver","-","868MHz ~ 868.6MHz","Meter Reading","USB","-","-","100kbps","-"
//media.digikey.com/pdf/Data%20Sheets/Datawave%20PDFs/WB-ADIO-24HP-A_Web.pdf,//media.digikey.com/Photos/Datawave%20LLC/MFG_WB-ADIO-24HP-A.jpg,1857-1018-ND,WB-ADIO-24HP-A,Datawave LLC,2.4 GHZ 63MW WIRELESS BRIDGE 0-1,8,0,"111.18000","0","1","*","Active","Transceiver, Bridge","802.15.4","2.4GHz","General Purpose","-","-101dBm","63mW","115.2kbps","-"
https://www.multitech.com/documents/publications/data-sheets/86002162.pdf,-,881-1333-ND,MTD-MNA1,Multi-Tech Systems Inc.,RF MODEM CELL LTE CAT M1 USB,20,0,"112.14000","0","1","QuickCarrier® USB-D","Active","Modem","LTE","700MHz, 1.7GHz, 1.9GHz","General Purpose","USB","-","-","300kbps","-"
https://www.amber-wireless.de/fileadmin/user_upload/DOWNLOADS/AMB8665_DS.pdf,//media.digikey.com/Photos/Amber-Wireless/AMBx665-x.JPG,1917-1021-ND,AMB8665,Wurth Electronics Inc.,PROPRIETARY RADIO USB 868MHZ,20,0,"118.00000","0","1","-","Active","Transceiver","-","-","-","USB","-","-","100kbps","-"
https://www.amber-wireless.de/fileadmin/user_upload/DOWNLOADS/AMB8665-M_DS.pdf,//media.digikey.com/Photos/Amber-Wireless/AMBx665-x.JPG,1917-1023-ND,AMB8665-M,Wurth Electronics Inc.,WIRELESS M-BUS USB 868MHZ,17,0,"118.00000","0","1","-","Active","Adapter","-","-","Meter Reading","USB","-","-","-","-"
https://www.amber-wireless.de/fileadmin/user_upload/DOWNLOADS/amb3665-m_ds.pdf,//media.digikey.com/Photos/Amber-Wireless/AMBx665-x.JPG,1917-1024-ND,AMB3665-M,Wurth Electronics Inc.,WIRELESS M-BUS USB 169MHZ,13,0,"118.00000","0","1","-","Active","Adapter","-","-","Meter Reading","USB","-","-","38.4kbps","-"
http://advdownload.advantech.com/productfile/PIS/BB-WCD1H2102H/Product%20-%20Datasheet/BB-WCD1H2102H_WzzardMeshWirelessSensor-CommApps_0318ds20180317053448.pdf,-,1165-1415-ND,BB-WCD1H2102H,"B&B SmartWorx, Inc.",WZZARD MESH COMMERCIAL COOLERHVA,10,74,"174.00000","0","1","Wzzard™","Active","Sensor","802.15.4","2.4GHz","Wireless Mesh Networks","Analog, Digital","-95dBm","8dBm","250kbps","-"
//media.digikey.com/pdf/Data%20Sheets/Datawave%20PDFs/WB-USB-09SX-A_Web.pdf,//media.digikey.com/Photos/Datawave%20LLC/MFG_WB-USB-09SX-A.jpg,1857-1010-ND,WB-USB-09SX-A,Datawave LLC,900 MHZ 1W POWER WIRELESS BRIDGE,5,0,"182.58000","0","1","-","Active","Transceiver, Bridge","ISM","900MHz","General Purpose","USB","-113dBm","1W","115.2kbps","-"
https://www.rfsolutions.co.uk/downloads/1524581407DS-EZTEXTDIN-1.pdf,//media.digikey.com/Photos/RF%20Solutions%20Photos/EZTEXT-DIN.jpg,EZTEXT-DIN-ND,EZTEXT-DIN,RF Solutions,GSM REMOTE CONTROL SYSTEM 2 I/P,2,0,"190.21000","0","1","-","Active","Controller","GPRS, GSM","-","General Remote Control","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Datawave%20PDFs/WB-RS232-09SX-A_Web.pdf,//media.digikey.com/Photos/Datawave%20LLC/MFG_WB-RS232-09SX-A.jpg,1857-1013-ND,WB-RS232-09SX-A,Datawave LLC,900 MHZ 1W POWER WIRELESS BRIDGE,5,0,"202.98000","0","1","-","Active","Transceiver","ISM","900MHz","General Purpose","RS-232","-113dBm","1W","115.2kbps","-"
//media.digikey.com/pdf/Data%20Sheets/Datawave%20PDFs/WB-RS485-09SX-A_Web.pdf,//media.digikey.com/Photos/Datawave%20LLC/MFG_WB-RS485-09SX-A.jpg,1857-1016-ND,WB-RS485-09SX-A,Datawave LLC,900 MHZ 1W POWER WIRELESS BRIDGE,2,0,"202.98000","0","1","-","Active","Transceiver","ISM","900MHz","General Purpose","RS-485","-113dBm","1W","115.2kbps","-"
//media.digikey.com/pdf/Data%20Sheets/Datawave%20PDFs/WB-ADIO-09SX-A_Web.pdf,//media.digikey.com/Photos/Datawave%20LLC/MFG_WB-ADIO-09SX-A.jpg,1857-1019-ND,WB-ADIO-09SX-A,Datawave LLC,900 MHZ 1W POWER WIRELESS BRIDGE,3,0,"213.18000","0","1","-","Active","Transceiver, Bridge","802.15.4","900MHz","General Purpose","-","-113dBm","1W","115.2kbps","-"
-,-,1964-1016-ND,TX91501B-1W-ID,Powercast Corporation,POWERCASTER TRANSMITTER - 915 MH,9,0,"216.00000","0","1","Powercaster™","Active","Transmitter","ASK, DSSS","915MHz","General Purpose","-","-","1W","-","LED Indicator, Wall Mount"
http://www.multitech.com/documents/publications/data-sheets/86002164.pdf,//media.digikey.com/Photos/Multi-Tech%20Photos/MFG_MTC-LAT1-B03.jpg,881-1316-ND,MTC-LAT1-B03,Multi-Tech Systems Inc.,INTERFACE MODEM CELLULAR,4,0,"227.52000","0","1","MultiConnect® Cell","Active","Modem","LTE","700MHz, 850MHz, 1.7GHz, 1.9GHz","General Purpose","USB","-","-","100Mbps","-"
//media.digikey.com/pdf/Data%20Sheets/VersaSense%20PDFs/Pxx.pdf,//media.digikey.com/Photos/VersaSense/P06.jpg,1737-1010-ND,P06,VersaSense,IOT SMARTMESH DEVICE-NO BATTERY,20,0,"241.25000","0","1","-","Active","Transceiver","802.15.4","2.4GHz","General Purpose","I²C, SPI, UART","-","-","-","-"
-,-,1964-1017-ND,TX91501B-3W-ID,Powercast Corporation,POWERCASTER TRANSMITTER - 915 MH,5,0,"280.00000","0","1","Powercaster™","Active","Transmitter","ASK, DSSS","915MHz","General Purpose","-","-","3W","-","LED Indicator, Wall Mount"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/FL_EPA_2_UM.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1005955.jpg,277-17491-ND,1005955,Phoenix Contact,BLTOOTH/WLAN ETHERNET PORT ADAPT,4,18,"525.00000","0","1","-","Active","Ethernet","802.11 a/b/g, Bluetooth v2.1+EDR","2.4GHz, 5GHz","General Purpose","Ethernet","-","16dBm","100Mbps","Built-In Antenna"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/FL_EPA_2_UM.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1005955.jpg,277-17492-ND,1005957,Phoenix Contact,BLTOOTH/WLAN ETHERNET PORT ADAPT,3,10,"535.00000","0","1","-","Active","Ethernet","802.11 a/b/g, Bluetooth v2.1+EDR","2.4GHz, 5GHz","General Purpose","Ethernet","-","16dBm","100Mbps","Antenna Included"
-,//media.digikey.com/Photos/Digi%20Int'l%20Photos/X4-Z1J-U901-CW.jpg,602-2104-ND,X4-Z1J-U901-CW,Digi International,CONNECTPORT X4 - XBEE (ZIGBEE S2,6,0,"690.00000","0","1","ConnectPort®","Active","Transceiver, ZigBee™","ZigBee™","850MHz, 900MHz, 1.9GHz, 2.1GHz, 2.4GHz","WLAN","Ethernet, RS-232, USB","-","-","100Mbps","1 ConnexNet Ethernet Transceiver"
https://industrial.omron.us/en/media/A2W_Datasheet_A268-E1-01_tcm849-116840.pdf,//media.digikey.com/Photos/Omron%20Auto/MFG_A2W-RCx-WC1-JP.jpg,Z10688-ND,A2W-RCP-WC1 US,Omron Automation and Safety,RECEIVER UNIT 8OUT PNP 24VDC,3,7,"841.51000","0","1","-","Active","Switch","-","922.5MHz","General Purpose","-","-","-","100kbps","IP65"
https://www.digi.com/pdf/ds_connectportx4.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_X4H-Z1U-L301-US.jpg,602-2102-ND,X4H-Z1U-L301-US,Digi International,CONNECTPORT X4 H - XBEE (ZIGBEE),7,0,"859.01000","0","1","-","Active","Transceiver, Modem","EV-DO, HSPA+","-","General Purpose","RS-232, RS-422/485","-","-","21Mbps","-"
//media.digikey.com/pdf/Data%20Sheets/Advantech%20PDFs/BB-WSK-REF-2_3-13-18.pdf,"//media.digikey.com/Photos/B&B%20SmartWorx,%20Inc/MFG_BB-WSK-REF-2.jpg",1165-1418-ND,BB-WSK-REF-2,"B&B SmartWorx, Inc.",WZZARD MESH REFRIGERATION MONITO,5,0,"895.01000","0","1","Wzzard™","Active","Sensor","MQTT","2.4GHz","Wireless Mesh Networks","Analog, Digital","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Advantech%20PDFs/BB-WSK-HAC-2_3-13-18.pdf,"//media.digikey.com/Photos/B&B%20SmartWorx,%20Inc/MFG_BB-WSK-HAC-2.jpg",1165-1416-ND,BB-WSK-HAC-2,"B&B SmartWorx, Inc.",WZZARD MESH HVAC MONITORING STAR,5,6,"995.01000","0","1","Wzzard™","Active","Sensor","MQTT","2.4GHz","Wireless Mesh Networks","-","-","-","-","IP67"
//media.digikey.com/pdf/Data%20Sheets/Advantech%20PDFs/BB-WSK-NRG-2_3-13-18.pdf,"//media.digikey.com/Photos/B&B%20SmartWorx,%20Inc/MFG_BB-WSK-NRG-2.jpg",1165-1417-ND,BB-WSK-NRG-2,"B&B SmartWorx, Inc.",WZZARD MESH ENERGY MONITORING ST,3,7,"995.01000","0","1","Wzzard™","Active","Sensor","MQTT","2.4GHz","Wireless Mesh Networks","-","-","-","-","IP67"
https://synapsewireless.com/wp-content/uploads/2018/08/SS450-Cut-Sheet-0818.pdf,//media.digikey.com/Photos/Synapse%20Photos/MFG_SS450-002.jpg,746-1102-ND,SS450-002,Synapse Wireless,WIFI CONTROLLER 4G LTE,2,0,"1015.87000","0","1","simplySNAP","Active","Wireless Lighting Controller","802.15.4","2.4GHz","General Purpose","-","-105dBm","20dBm","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2702877_UM.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2702877.jpg,277-17749-ND,2702877,Phoenix Contact,RADIOLINE 900 MHZ TRANSMISSION S,10,38,"1023.83000","0","1","-","Active","Transceiver","-","900MHz","Wireless","-","-95dBm","1W","500kbps","Nema 4"
-,//media.digikey.com/Photos/LM%20Technologies/MFG_054-0515.jpg,1115-1013-ND,054-0515,LM Technologies,ADAPTER BT2.0 CLASS 2 USB CSR,85,0,"12.90000","0","1","-","Obsolete","Transceiver, Bluetooth","Bluetooth v2.0+EDR, Class 2","2.4GHz","General Purpose","USB","-86dBm","4dBm","3Mbps","-"
http://www.artaflexmodules.com/sites/default/files2/DataSheet%20AWAC24U.pdf,//media.digikey.com/photos/Artaflex/AWAC24U.JPG,748-1009-ND,AWAC24U,Artaflex Inc.,2.4GHZ WIRELESS USB DONGLE,12,0,"38.42000","0","1","WirelessUSB™","Obsolete","Transceiver","DSSS, GFSK","2.4GHz","General Purpose","USB 2.0","-93dBm","21dBm","1Mbps","-"
https://help.synapsewireless.com/Lighting/Assets/Cut_Sheets/DIM10-087_CutSheet.pdf,//media.digikey.com/Photos/Synapse%20Photos/DIM10-087-00.JPG,746-1061-ND,DIM10-087-00,Synapse Wireless,SNAP DIM-10 007,28,0,"52.73000","0","1","simplySNAP","Active","Wireless Lighting Controller","802.15.4","2.4GHz","General Purpose","-","-103dBm","20dBm","-","-"
https://hubbellcdn.com/specsheet/TCM-ZigBee-WM.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/MFG_TCM-ZB-D.JPG,1121-1419-ND,TCM-ZB-D,Thomas Research Products,ZIGBEE WIRELESS DIMMING CONTROL,32,0,"54.79000","0","1","-","Obsolete","Wireless Lighting Controller","ZigBee™","2.4GHz","General Purpose","-","-","-","-","-"
http://www.digi.com/resources/documentation/digidocs/PDFs/90000982.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/XA-A14-CS3P.JPG,602-1204-ND,XA-A14-CS3P,Digi International,XBEE-PRO 802.15.4 TERM BLK RS485,4,0,"79.00000","0","1","XBee-Pro®","Obsolete","Transceiver","802.15.4 Zigbee™","2.4GHz ~ 2.4835GHz","Sensor Interface - Ready To Go Module","RS-485","-100dBm","18dBm","250kbps","100m Range"
