Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Frequency","Applications","Modulation or Protocol","Data Rate (Max)","Power - Output","Current - Transmitting","Data Interface","Antenna Connector","Memory Size","Features","Voltage - Supply","Operating Temperature","Package / Case"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en557537,//media.digikey.com/Renders/Microchip%20Tech%20Renders/14-TSSOP.jpg,PIC12LF1840T39AT-I/STCT-ND,PIC12LF1840T39AT-I/ST,Microchip Technology,RF TX IC FSK 310/433MHZ 14TSSOP,2285,0,"1.77000","0","1","Cut Tape (CT)","PIC®","Active","310MHz, 433MHz, 868MHz, 915MHz","General Purpose","FSK, OOK","100kbps","10dBm","16.5mA","PCB, Surface Mount","PCB, Surface Mount","-","-","1.8V ~ 3.6V","-40°C ~ 85°C","14-TSSOP (0.173"", 4.40mm Width)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en557537,//media.digikey.com/Renders/Microchip%20Tech%20Renders/14-TSSOP.jpg,PIC12LF1840T39AT-I/STDKR-ND,PIC12LF1840T39AT-I/ST,Microchip Technology,RF TX IC FSK 310/433MHZ 14TSSOP,2285,0,"Digi-Reel","0","1","Digi-Reel®","PIC®","Active","310MHz, 433MHz, 868MHz, 915MHz","General Purpose","FSK, OOK","100kbps","10dBm","16.5mA","PCB, Surface Mount","PCB, Surface Mount","-","-","1.8V ~ 3.6V","-40°C ~ 85°C","14-TSSOP (0.173"", 4.40mm Width)"
http://www.onsemi.com/pub/Collateral/AX5031-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/20-TQFN_485E.jpg,AX5031-1-TW30OSTR-ND,AX5031-1-TW30,ON Semiconductor,RF TX IC ISM 400-470MHZ 20VFQFN,0,36000,"0.76370","0","3000","Tape & Reel (TR)","-","Active","400MHz ~ 470MHz, 800MHz ~ 940MHz","General Purpose","ISM","2Mbps","15dBm","45mA","SPI","-","-","-","2.2V ~ 3.6V","-40°C ~ 85°C","20-VFQFN Exposed Pad"
http://www.onsemi.com/pub/Collateral/AX5031-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/20-TQFN_485E.jpg,AX5031-1-TW30OSCT-ND,AX5031-1-TW30,ON Semiconductor,RF TX IC ISM 400-470MHZ 20VFQFN,2970,36000,"1.84000","0","1","Cut Tape (CT)","-","Active","400MHz ~ 470MHz, 800MHz ~ 940MHz","General Purpose","ISM","2Mbps","15dBm","45mA","SPI","-","-","-","2.2V ~ 3.6V","-40°C ~ 85°C","20-VFQFN Exposed Pad"
http://www.onsemi.com/pub/Collateral/AX5031-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/20-TQFN_485E.jpg,AX5031-1-TW30OSDKR-ND,AX5031-1-TW30,ON Semiconductor,RF TX IC ISM 400-470MHZ 20VFQFN,2970,36000,"Digi-Reel","0","1","Digi-Reel®","-","Active","400MHz ~ 470MHz, 800MHz ~ 940MHz","General Purpose","ISM","2Mbps","15dBm","45mA","SPI","-","-","-","2.2V ~ 3.6V","-40°C ~ 85°C","20-VFQFN Exposed Pad"
https://www.silabs.com/documents/public/data-sheets/Si4063-60.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/336;20QFN-.90-4x4;M;20.jpg,336-4318-2-ND,SI4060-B1B-FMR,Silicon Labs,RF TX IC 142MHZ-1.05GHZ 20VFQFN,0,0,"1.55941","0","2500","Tape & Reel (TR)","EZRadio®","Active","142MHz ~ 1.05GHz","General Purpose","-","1Mbps","13dBm","18mA","PCB, Surface Mount","PCB, Surface Mount","-","-","1.8V ~ 3.6V","-40°C ~ 85°C","20-VFQFN Exposed Pad"
https://www.silabs.com/documents/public/data-sheets/Si4063-60.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/336;20QFN-.90-4x4;M;20.jpg,336-4318-1-ND,SI4060-B1B-FMR,Silicon Labs,RF TX IC 142MHZ-1.05GHZ 20VFQFN,2338,0,"1.84000","0","1","Cut Tape (CT)","EZRadio®","Active","142MHz ~ 1.05GHz","General Purpose","-","1Mbps","13dBm","18mA","PCB, Surface Mount","PCB, Surface Mount","-","-","1.8V ~ 3.6V","-40°C ~ 85°C","20-VFQFN Exposed Pad"
https://www.silabs.com/documents/public/data-sheets/Si4063-60.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/336;20QFN-.90-4x4;M;20.jpg,336-4318-6-ND,SI4060-B1B-FMR,Silicon Labs,RF TX IC 142MHZ-1.05GHZ 20VFQFN,2338,0,"Digi-Reel","0","1","Digi-Reel®","EZRadio®","Active","142MHz ~ 1.05GHz","General Purpose","-","1Mbps","13dBm","18mA","PCB, Surface Mount","PCB, Surface Mount","-","-","1.8V ~ 3.6V","-40°C ~ 85°C","20-VFQFN Exposed Pad"
https://www.silabs.com/Support%20Documents/TechnicalDocs/Si4063-60-C.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/336;20QFN-.90-4x4;M;20.jpg,SI4060-C2A-GM-ND,SI4060-C2A-GM,Silicon Labs,RF TX IC 142MHZ-1.05GHZ 20VFQFN,134,0,"1.84000","0","1","Tray","-","Active","142MHz ~ 1.05GHz","General Purpose","802.15.4","1Mbps","12.5dBm","18mA","SPI","-","-","-","3.3V","-40°C ~ 85°C","20-VFQFN Exposed Pad"
https://www.nxp.com/docs/en/user-guide/UM10473.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/20-SSOP_SOT339-1.jpg,568-14234-2-ND,"PCF7941ATSM2AB120,",NXP USA Inc.,IC REMOTE KEYLESS ENTRY 20SSOP,1000,0,"1.99122","0","1000","Tape & Reel (TR)","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","20-SSOP (0.209"", 5.30mm Width)"
https://www.nxp.com/docs/en/user-guide/UM10473.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/20-SSOP_SOT339-1.jpg,568-14234-1-ND,"PCF7941ATSM2AB120,",NXP USA Inc.,IC REMOTE KEYLESS ENTRY 20SSOP,1000,0,"3.88000","0","1","Cut Tape (CT)","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","20-SSOP (0.209"", 5.30mm Width)"
https://www.nxp.com/docs/en/user-guide/UM10473.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/20-SSOP_SOT339-1.jpg,568-14234-6-ND,"PCF7941ATSM2AB120,",NXP USA Inc.,IC REMOTE KEYLESS ENTRY 20SSOP,1000,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","20-SSOP (0.209"", 5.30mm Width)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590393,//media.digikey.com/Renders/Atmel%20Renders/24-QFN-6_543-5122_01-4.jpg,ATA8742C-PXQW-1TR-ND,ATA8742C-PXQW-1,Microchip Technology,RF XMITTER UHF 429-439MHZ 24VQFN,0,0,"1.60938","0","6000","Tape & Reel (TR)","-","Active","429MHz ~ 439MHz","General Purpose","UHF","32kbps","7.5dBm","9.8mA","SPI","PCB, Surface Mount","4kB Flash, 256B EEPROM, 256B SRAM","-","2V ~ 4V","-40°C ~ 85°C","24-VQFN Exposed Pad"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590393,//media.digikey.com/Renders/Atmel%20Renders/24-QFN-6_543-5122_01-4.jpg,ATA8742C-PXQW-1CT-ND,ATA8742C-PXQW-1,Microchip Technology,RF XMITTER UHF 429-439MHZ 24VQFN,400,0,"2.01000","0","1","Cut Tape (CT)","-","Discontinued at Digi-Key","429MHz ~ 439MHz","General Purpose","UHF","32kbps","7.5dBm","9.8mA","SPI","PCB, Surface Mount","4kB Flash, 256B EEPROM, 256B SRAM","-","2V ~ 4V","-40°C ~ 85°C","24-VQFN Exposed Pad"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en590393,//media.digikey.com/Renders/Atmel%20Renders/24-QFN-6_543-5122_01-4.jpg,ATA8742C-PXQW-1DKR-ND,ATA8742C-PXQW-1,Microchip Technology,RF XMITTER UHF 429-439MHZ 24VQFN,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Discontinued at Digi-Key","429MHz ~ 439MHz","General Purpose","UHF","32kbps","7.5dBm","9.8mA","SPI","PCB, Surface Mount","4kB Flash, 256B EEPROM, 256B SRAM","-","2V ~ 4V","-40°C ~ 85°C","24-VQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc115l,//media.digikey.com/Renders/Texas%20Instr%20Renders/RGP-20-PQFP%20Pkg.jpg,296-35721-2-ND,CC115LRGPR,Texas Instruments,RF TX IC FSK 315/433MHZ 20VFQFN,0,0,"0.89100","0","3000","Tape & Reel (TR)","-","Active","315MHz, 433MHz, 868MHz, 915MHz","ISM, SRD","FSK, GFSK, OOK","600kbps","12dBm","34.2mA","PCB, Surface Mount","PCB, Surface Mount","-","-","1.8V ~ 3.6V","-40°C ~ 85°C","20-VFQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc115l,//media.digikey.com/Renders/Texas%20Instr%20Renders/RGP-20-PQFP%20Pkg.jpg,296-35721-1-ND,CC115LRGPR,Texas Instruments,RF TX IC FSK 315/433MHZ 20VFQFN,2970,0,"2.15000","0","1","Cut Tape (CT)","-","Active","315MHz, 433MHz, 868MHz, 915MHz","ISM, SRD","FSK, GFSK, OOK","600kbps","12dBm","34.2mA","PCB, Surface Mount","PCB, Surface Mount","-","-","1.8V ~ 3.6V","-40°C ~ 85°C","20-VFQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc115l,//media.digikey.com/Renders/Texas%20Instr%20Renders/RGP-20-PQFP%20Pkg.jpg,296-35721-6-ND,CC115LRGPR,Texas Instruments,RF TX IC FSK 315/433MHZ 20VFQFN,2970,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","315MHz, 433MHz, 868MHz, 915MHz","ISM, SRD","FSK, GFSK, OOK","600kbps","12dBm","34.2mA","PCB, Surface Mount","PCB, Surface Mount","-","-","1.8V ~ 3.6V","-40°C ~ 85°C","20-VFQFN Exposed Pad"
https://www.silabs.com/documents/public/data-sheets/Si4063-60.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/336;20QFN-.90-4x4;M;20.jpg,336-4477-2-ND,SI4063-B1B-FMR,Silicon Labs,RF TX IC 142MHZ-1.05GHZ 20VFQFN,0,0,"1.87582","0","2500","Tape & Reel (TR)","EZRadioPRO®","Active","142MHz ~ 1.05GHz","General Purpose","-","1Mbps","20dBm","85mA","PCB, Surface Mount","PCB, Surface Mount","-","-","1.8V ~ 3.6V","-40°C ~ 85°C","20-VFQFN Exposed Pad"
https://www.silabs.com/documents/public/data-sheets/Si4063-60.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/336;20QFN-.90-4x4;M;20.jpg,336-4477-1-ND,SI4063-B1B-FMR,Silicon Labs,RF TX IC 142MHZ-1.05GHZ 20VFQFN,2476,0,"2.21000","0","1","Cut Tape (CT)","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","20-VFQFN Exposed Pad"
https://www.silabs.com/documents/public/data-sheets/Si4063-60.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/336;20QFN-.90-4x4;M;20.jpg,336-4477-6-ND,SI4063-B1B-FMR,Silicon Labs,RF TX IC 142MHZ-1.05GHZ 20VFQFN,2476,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","20-VFQFN Exposed Pad"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si4063-60-C.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/336;20QFN-.90-4x4;M;20.jpg,336-4478-2-ND,SI4063-C2A-GMR,Silicon Labs,RF TX IC 142MHZ-1.05GHZ 20VFQFN,0,0,"1.87582","0","2500","Tape & Reel (TR)","-","Active","142MHz ~ 1.05GHz","General Purpose","802.15.4","1Mbps","20dBm","89mA","SPI","-","-","-","1.8V ~ 3.8V","-40°C ~ 85°C","20-VFQFN Exposed Pad"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si4063-60-C.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/336;20QFN-.90-4x4;M;20.jpg,336-4478-1-ND,SI4063-C2A-GMR,Silicon Labs,RF TX IC 142MHZ-1.05GHZ 20VFQFN,2471,0,"2.21000","0","1","Cut Tape (CT)","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","20-VFQFN Exposed Pad"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si4063-60-C.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/336;20QFN-.90-4x4;M;20.jpg,336-4478-6-ND,SI4063-C2A-GMR,Silicon Labs,RF TX IC 142MHZ-1.05GHZ 20VFQFN,2471,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","20-VFQFN Exposed Pad"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si4063-60-C.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/336;20QFN-.90-4x4;M;20.jpg,336-5768-ND,SI4063-C2A-GM,Silicon Labs,RF TX IC 142MHZ-1.05GHZ 20VFQFN,490,0,"2.21000","0","1","Tray","-","Active","142MHz ~ 1.05GHz","General Purpose","802.15.4","1Mbps","20dBm","89mA","SPI","-","-","-","1.8V ~ 3.8V","-40°C ~ 85°C","20-VFQFN Exposed Pad"
-,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-TSSOP.jpg,568-15076-2-ND,PCF7961MTT/D1AC13J,NXP USA Inc.,IC REMOTE KEYLESS ENTRY 20TSSOP,2500,0,"2.44414","0","2500","Tape & Reel (TR)","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","20-TSSOP (0.173"", 4.40mm Width)"
-,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-TSSOP.jpg,568-15076-1-ND,PCF7961MTT/D1AC13J,NXP USA Inc.,IC REMOTE KEYLESS ENTRY 20TSSOP,2500,0,"5.02000","0","1","Cut Tape (CT)","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","20-TSSOP (0.173"", 4.40mm Width)"
-,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-TSSOP.jpg,568-15076-6-ND,PCF7961MTT/D1AC13J,NXP USA Inc.,IC REMOTE KEYLESS ENTRY 20TSSOP,2500,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","20-TSSOP (0.173"", 4.40mm Width)"
-,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-TSSOP.jpg,568-15078-2-ND,PCF7961XTT/D1AC09J,NXP USA Inc.,IC REMOTE KEYLESS ENTRY 20TSSOP,2500,0,"2.44414","0","2500","Tape & Reel (TR)","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","20-TSSOP (0.173"", 4.40mm Width)"
-,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-TSSOP.jpg,568-15078-1-ND,PCF7961XTT/D1AC09J,NXP USA Inc.,IC REMOTE KEYLESS ENTRY 20TSSOP,2500,0,"5.02000","0","1","Cut Tape (CT)","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","20-TSSOP (0.173"", 4.40mm Width)"
-,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-TSSOP.jpg,568-15078-6-ND,PCF7961XTT/D1AC09J,NXP USA Inc.,IC REMOTE KEYLESS ENTRY 20TSSOP,2500,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","20-TSSOP (0.173"", 4.40mm Width)"
-,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-TSSOP.jpg,568-15071-2-ND,PCF7961XTT/D1AE09J,NXP USA Inc.,IC REMOTE KEYLESS ENTRY 20TSSOP,2500,0,"2.50359","0","2500","Tape & Reel (TR)","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","20-TSSOP (0.173"", 4.40mm Width)"
-,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-TSSOP.jpg,568-15071-1-ND,PCF7961XTT/D1AE09J,NXP USA Inc.,IC REMOTE KEYLESS ENTRY 20TSSOP,2500,0,"5.14000","0","1","Cut Tape (CT)","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","20-TSSOP (0.173"", 4.40mm Width)"
-,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-TSSOP.jpg,568-15071-6-ND,PCF7961XTT/D1AE09J,NXP USA Inc.,IC REMOTE KEYLESS ENTRY 20TSSOP,2500,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","20-TSSOP (0.173"", 4.40mm Width)"
-,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-TSSOP.jpg,568-15046-2-ND,PCF7952XTT/C1CC170,NXP USA Inc.,RF TRANSMITTER UHF 24TSSOP,2500,0,"2.98040","0","2500","Tape & Reel (TR)","-","Active","-","Remote Keyless Entry","UHF","-","-","-","-","-","-","-","-","-","24-TSSOP (0.173"", 4.40mm Width)"
-,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-TSSOP.jpg,568-15046-1-ND,PCF7952XTT/C1CC170,NXP USA Inc.,RF TRANSMITTER UHF 24TSSOP,2500,0,"6.01000","0","1","Cut Tape (CT)","-","Active","-","Remote Keyless Entry","UHF","-","-","-","-","-","-","-","-","-","24-TSSOP (0.173"", 4.40mm Width)"
-,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-TSSOP.jpg,568-15046-6-ND,PCF7952XTT/C1CC170,NXP USA Inc.,RF TRANSMITTER UHF 24TSSOP,2500,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","Remote Keyless Entry","UHF","-","-","-","-","-","-","-","-","-","24-TSSOP (0.173"", 4.40mm Width)"
-,//media.digikey.com/Renders/NXP%20Semi%20Renders/14-SOIC-SOT108-1.jpg,568-14129-2-ND,PCF7946AT/1081/CM',NXP USA Inc.,IC MCU TRANSPONDER 14SOIC,0,0,"1.47976","0","2500","Tape & Reel (TR)","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","14-SOIC (0.154"", 3.90mm Width)"
-,//media.digikey.com/Renders/NXP%20Semi%20Renders/14-SOIC-SOT108-1.jpg,568-14129-1-ND,PCF7946AT/1081/CM',NXP USA Inc.,IC MCU TRANSPONDER 14SOIC,435,0,"3.04000","0","1","Cut Tape (CT)","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","14-SOIC (0.154"", 3.90mm Width)"
-,//media.digikey.com/Renders/NXP%20Semi%20Renders/14-SOIC-SOT108-1.jpg,568-14129-6-ND,PCF7946AT/1081/CM',NXP USA Inc.,IC MCU TRANSPONDER 14SOIC,435,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","14-SOIC (0.154"", 3.90mm Width)"
https://www.semtech.com/uploads/documents/sx1230.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-VFQFN%20Exposed%20Pad.jpg,SX1230I066TR-ND,SX1230I066TRT,Semtech Corporation,RF TX IC ISM 315/434MHZ 24VFQFN,0,0,"1.46300","0","3000","Tape & Reel (TR)","-","Active","315MHz, 434MHz, 868MHz, 915MHz","RKE","ISM","600kbps","17dBm","95mA","PCB, Surface Mount","PCB, Surface Mount","-","-","1.8V ~ 3.7V","-40°C ~ 85°C","24-VFQFN Exposed Pad"
https://www.semtech.com/uploads/documents/sx1230.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-VFQFN%20Exposed%20Pad.jpg,SX1230I066CT-ND,SX1230I066TRT,Semtech Corporation,RF TX IC ISM 315/434MHZ 24VFQFN,1304,0,"3.23000","0","1","Cut Tape (CT)","-","Active","315MHz, 434MHz, 868MHz, 915MHz","RKE","ISM","600kbps","17dBm","95mA","PCB, Surface Mount","PCB, Surface Mount","-","-","1.8V ~ 3.7V","-40°C ~ 85°C","24-VFQFN Exposed Pad"
https://www.semtech.com/uploads/documents/sx1230.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-VFQFN%20Exposed%20Pad.jpg,SX1230I066DKR-ND,SX1230I066TRT,Semtech Corporation,RF TX IC ISM 315/434MHZ 24VFQFN,1304,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","315MHz, 434MHz, 868MHz, 915MHz","RKE","ISM","600kbps","17dBm","95mA","PCB, Surface Mount","PCB, Surface Mount","-","-","1.8V ~ 3.7V","-40°C ~ 85°C","24-VFQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc1150,//media.digikey.com/Renders/Texas%20Instr%20Renders/16-VQFN(exposed-pad).jpg,296-50996-2-ND,CC1150RGVT,Texas Instruments,RF XMITTER UHF 300-348MHZ 16VQFN,0,0,"2.17192","0","250","Tape & Reel (TR)","-","Active","300MHz ~ 348MHz, 400MHz ~ 464MHz, 800MHz ~ 928MHz","General Purpose","UHF","500kBaud","10dBm","29mA","SPI","-","-","-","1.8V ~ 3.6V","-40°C ~ 85°C","16-VQFN Exposed Pad"
http://www.ti.com/lit/er/swrz018d/swrz018d.pdf,//media.digikey.com/Renders/Texas%20Instr%20Renders/16-VQFN(exposed-pad).jpg,296-50996-1-ND,CC1150RGVT,Texas Instruments,IC RF TX SNGL-CHIP LP 16VQFN,802,0,"3.45000","0","1","Cut Tape (CT)","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://www.ti.com/lit/er/swrz018d/swrz018d.pdf,//media.digikey.com/Renders/Texas%20Instr%20Renders/16-VQFN(exposed-pad).jpg,296-50996-6-ND,CC1150RGVT,Texas Instruments,IC RF TX SNGL-CHIP LP 16VQFN,802,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT361-1;DH,DP,PW,TT;28.jpg",568-15030-2-ND,PCF7953ATTM1AC1500,NXP USA Inc.,IC KEYLESS ENTRY/GO 28TSSOP,2500,0,"3.47449","0","2500","Tape & Reel (TR)","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","28-TSSOP (0.173"", 4.40mm Width)"
-,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT361-1;DH,DP,PW,TT;28.jpg",568-15030-1-ND,PCF7953ATTM1AC1500,NXP USA Inc.,IC KEYLESS ENTRY/GO 28TSSOP,2500,0,"6.40000","0","1","Cut Tape (CT)","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","28-TSSOP (0.173"", 4.40mm Width)"
-,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT361-1;DH,DP,PW,TT;28.jpg",568-15030-6-ND,PCF7953ATTM1AC1500,NXP USA Inc.,IC KEYLESS ENTRY/GO 28TSSOP,2500,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","28-TSSOP (0.173"", 4.40mm Width)"
-,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT361-1;DH,DP,PW,TT;28.jpg",568-15031-2-ND,PCF7953XTTC1AC2000,NXP USA Inc.,IC KEYLESS ENTRY/GO 28TSSOP,2500,0,"3.47449","0","2500","Tape & Reel (TR)","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","28-TSSOP (0.173"", 4.40mm Width)"
-,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT361-1;DH,DP,PW,TT;28.jpg",568-15031-1-ND,PCF7953XTTC1AC2000,NXP USA Inc.,IC KEYLESS ENTRY/GO 28TSSOP,2500,0,"6.40000","0","1","Cut Tape (CT)","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","28-TSSOP (0.173"", 4.40mm Width)"
-,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT361-1;DH,DP,PW,TT;28.jpg",568-15031-6-ND,PCF7953XTTC1AC2000,NXP USA Inc.,IC KEYLESS ENTRY/GO 28TSSOP,2500,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","28-TSSOP (0.173"", 4.40mm Width)"
-,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT361-1;DH,DP,PW,TT;28.jpg",568-15032-2-ND,PCF7953PTTM1AC1800,NXP USA Inc.,IC KEYLESS ENTRY/GO 28TSSOP,2500,0,"3.47449","0","2500","Tape & Reel (TR)","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","28-TSSOP (0.173"", 4.40mm Width)"
-,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT361-1;DH,DP,PW,TT;28.jpg",568-15032-1-ND,PCF7953PTTM1AC1800,NXP USA Inc.,IC KEYLESS ENTRY/GO 28TSSOP,2500,0,"6.40000","0","1","Cut Tape (CT)","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","28-TSSOP (0.173"", 4.40mm Width)"
-,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT361-1;DH,DP,PW,TT;28.jpg",568-15032-6-ND,PCF7953PTTM1AC1800,NXP USA Inc.,IC KEYLESS ENTRY/GO 28TSSOP,2500,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","28-TSSOP (0.173"", 4.40mm Width)"
-,//media.digikey.com/Renders/NXP%20Semi%20Renders/14-SOIC-SOT108-1.jpg,568-14113-2-ND,PCF7947AT/1081/CM:,NXP USA Inc.,IC MCU TRANSPONDER 14SOIC,0,0,"1.72860","0","2500","Tape & Reel (TR)","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","14-SOIC (0.154"", 3.90mm Width)"
-,//media.digikey.com/Renders/NXP%20Semi%20Renders/14-SOIC-SOT108-1.jpg,568-14113-1-ND,PCF7947AT/1081/CM:,NXP USA Inc.,IC MCU TRANSPONDER 14SOIC,2300,0,"3.55000","0","1","Cut Tape (CT)","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","14-SOIC (0.154"", 3.90mm Width)"
-,//media.digikey.com/Renders/NXP%20Semi%20Renders/14-SOIC-SOT108-1.jpg,568-14113-6-ND,PCF7947AT/1081/CM:,NXP USA Inc.,IC MCU TRANSPONDER 14SOIC,2300,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","14-SOIC (0.154"", 3.90mm Width)"
https://datasheets.maximintegrated.com/en/ds/MAX7044.pdf,//media.digikey.com/renders/Maxim%20Renders/SOT-23-8%20PKG.jpg,MAX7044AKA+TTR-ND,MAX7044AKA+T,Maxim Integrated,RF TX IC ASK 300-450MHZ SOT23-8,0,0,"1.72900","0","2500","Tape & Reel (TR)","-","Active","300MHz ~ 450MHz","RKE, TPM, Security Systems","ASK, OOK","100kbps","12.5dBm","14mA","PCB, Surface Mount","PCB, Surface Mount","-","-","2.1V ~ 3.6V","-40°C ~ 125°C","SOT-23-8"
