Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Frequency","Applications","Modulation or Protocol","Data Rate (Max)","Power - Output","Current - Transmitting","Data Interface","Antenna Connector","Memory Size","Features","Voltage - Supply","Operating Temperature","Package / Case"
https://www.melexis.com/-/media/files/documents/datasheets/th72015-datasheet-melexis.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/10-DFN%20PKG.jpg,TH72015KLD-BAA-000-TU-ND,TH72015KLD-BAA-000-TU,Melexis Technologies NV,RF TX IC ASK 380-450MHZ 10VFDFN,5419,0,"2.30000","0","1","Tube","-","Active","380MHz ~ 450MHz","Alarm and Security Systems, RKE, TPMS","ASK, FSK","40kbps","-12dBm ~ 10dBm","3.4mA ~ 10.6mA","PCB, Surface Mount","PCB, Surface Mount","-","-","1.95V ~ 5.5V","-40°C ~ 125°C","10-VFDFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc1070,"//media.digikey.com/Renders/Texas%20Instr%20Renders/CC1070,20-QFN.jpg",296-19582-2-ND,CC1070RSQR,Texas Instruments,RF TX IC ASK 402-470MHZ 20QFN,10000,10000,"3.24250","0","5000","Tape & Reel (TR)","-","Not For New Designs","402MHz ~ 470MHz, 804MHz ~ 940MHz","ISM","ASK, FSK, GFSK, OOK","153.6kBaud","-20dBm ~ 10dBm","33.1mA","PCB, Surface Mount","PCB, Surface Mount","-","-","2.3V ~ 3.6V","-40°C ~ 105°C","20-QFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc1070,"//media.digikey.com/Renders/Texas%20Instr%20Renders/CC1070,20-QFN.jpg",296-19582-1-ND,CC1070RSQR,Texas Instruments,RF TX IC ASK 402-470MHZ 20QFN,13985,10001,"6.54000","0","1","Cut Tape (CT)","-","Not For New Designs","402MHz ~ 470MHz, 804MHz ~ 940MHz","ISM","ASK, FSK, GFSK, OOK","153.6kBaud","-20dBm ~ 10dBm","33.1mA","PCB, Surface Mount","PCB, Surface Mount","-","-","2.3V ~ 3.6V","-40°C ~ 105°C","20-QFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc1070,"//media.digikey.com/Renders/Texas%20Instr%20Renders/CC1070,20-QFN.jpg",296-19582-6-ND,CC1070RSQR,Texas Instruments,RF TX IC ASK 402-470MHZ 20QFN,13985,10001,"Digi-Reel","0","1","Digi-Reel®","-","Not For New Designs","402MHz ~ 470MHz, 804MHz ~ 940MHz","ISM","ASK, FSK, GFSK, OOK","153.6kBaud","-20dBm ~ 10dBm","33.1mA","PCB, Surface Mount","PCB, Surface Mount","-","-","2.3V ~ 3.6V","-40°C ~ 105°C","20-QFN Exposed Pad"
https://linxtechnologies.com/wp/wp-content/uploads/txm-fff-lr.pdf,//media.digikey.com/photos/Linx%20Tech%20Photos/TXM-433-LR.jpg,TXM-433-LR_-ND,TXM-433-LR,Linx Technologies Inc.,RF TX IC ASK/OOK 433MHZ 8SMD MOD,3634,0,"7.71000","0","1","Tube","LR","Active","433MHz","Home/Industrial Automation, Lighting, Remote Control, RKE, Security","ASK, OOK","10kbps","-4dBm ~ 4dBm","8.5mA","Serial","Castellation","-","-","2.1V ~ 3.6V","-40°C ~ 85°C","8-SMD Module"
https://linxtechnologies.com/wp/wp-content/uploads/txm-fff-lr.pdf,//media.digikey.com/photos/Linx%20Tech%20Photos/TXM-418-LR.jpg,TXM-418-LR-ND,TXM-418-LR,Linx Technologies Inc.,RF TX IC ASK/OOK 418MHZ 8SMD MOD,798,0,"7.71000","0","1","Tube","LR","Active","418MHz","Home/Industrial Automation, Lighting, Remote Control, RKE, Security","ASK, OOK","10kbps","-4dBm ~ 4dBm","8.5mA","Serial","Castellation","-","-","2.1V ~ 3.6V","-40°C ~ 85°C","8-SMD Module"
https:/linxtechnologies.com/wp/wp-content/uploads/txm-fff-lc.pdf,//media.digikey.com/photos/Linx%20Tech%20Photos/TXM-418-LC.JPG,TXM-418-LC-ND,TXM-418-LC,Linx Technologies Inc.,RF TX IC ASK/OOK 418MHZ 8SMD MOD,706,0,"9.50000","0","1","Tube","LC","Active","418MHz","Home/Industrial Automation, Lighting, Remote Control, RKE, Security","ASK, OOK","5kbps","-4dBm ~ 4dBm","5.2mA","Serial","Castellation","-","-","2.7V ~ 5.2V","-30°C ~ 70°C","8-SMD Module"
https://www.semtech.com/uploads/documents/sx1243.pdf,//media.digikey.com/Renders/Semtech%20Renders/8-DFN(2x3).jpg,SX1243IULTRTTR-ND,SX1243IULTRT,Semtech Corporation,RF TX IC FHSS 310-450MHZ 8UFDFN,12000,0,"0.56000","0","3000","Tape & Reel (TR)","-","Active","310MHz ~ 450MHz, 860MHz ~ 870MHz, 902MHz ~ 928MHz","RKE, Security Systems","FHSS, FSK, OOK","100kbps","10dBm","17.5mA","PCB, Surface Mount","PCB, Surface Mount","-","-","1.8V ~ 3.7V","-40°C ~ 85°C","8-UFDFN Exposed Pad"
https://www.semtech.com/uploads/documents/sx1243.pdf,//media.digikey.com/Renders/Semtech%20Renders/8-DFN(2x3).jpg,SX1243IULTRTCT-ND,SX1243IULTRT,Semtech Corporation,RF TX IC FHSS 310-450MHZ 8UFDFN,14246,0,"1.47000","0","1","Cut Tape (CT)","-","Active","310MHz ~ 450MHz, 860MHz ~ 870MHz, 902MHz ~ 928MHz","RKE, Security Systems","FHSS, FSK, OOK","100kbps","10dBm","17.5mA","PCB, Surface Mount","PCB, Surface Mount","-","-","1.8V ~ 3.7V","-40°C ~ 85°C","8-UFDFN Exposed Pad"
https://www.semtech.com/uploads/documents/sx1243.pdf,//media.digikey.com/Renders/Semtech%20Renders/8-DFN(2x3).jpg,SX1243IULTRTDKR-ND,SX1243IULTRT,Semtech Corporation,RF TX IC FHSS 310-450MHZ 8UFDFN,14246,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","310MHz ~ 450MHz, 860MHz ~ 870MHz, 902MHz ~ 928MHz","RKE, Security Systems","FHSS, FSK, OOK","100kbps","10dBm","17.5mA","PCB, Surface Mount","PCB, Surface Mount","-","-","1.8V ~ 3.7V","-40°C ~ 85°C","8-UFDFN Exposed Pad"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en580103,//media.digikey.com/Renders/Micrel%20Renders/8-SOIC.jpg,MICRF112YMM-TR-ND,MICRF112YMM-TR,Microchip Technology,RF TX IC ASK 300-450MHZ 10TFSOP,5000,0,"0.57680","0","2500","Tape & Reel (TR)","QwikRadio®","Active","300MHz ~ 450MHz","RKE, TPM","ASK, FSK","50kbps","10dBm","11mA","PCB, Surface Mount","PCB, Surface Mount","-","-","1.8V ~ 3.6V","-40°C ~ 125°C","10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en580103,//media.digikey.com/Renders/Micrel%20Renders/8-SOIC.jpg,MICRF112YMM-CT-ND,MICRF112YMM-TR,Microchip Technology,RF TX IC ASK 300-450MHZ 10TFSOP,5583,0,"0.70000","0","1","Cut Tape (CT)","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en580103,//media.digikey.com/Renders/Micrel%20Renders/8-SOIC.jpg,MICRF112YMM-DKR-ND,MICRF112YMM-TR,Microchip Technology,RF TX IC ASK 300-450MHZ 10TFSOP,5583,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en580109,"//media.digikey.com/Renders/Microchip%20Tech%20Renders/150;C04-028;CH,OT;6.jpg",576-3229-2-ND,MICRF113YM6-TR,Microchip Technology,RF TX IC ASK 300-450MHZ SOT23-6,6000,0,"0.66950","0","3000","Tape & Reel (TR)","-","Active","300MHz ~ 450MHz","ISM","ASK","10kbps","10dBm","12.5mA","PCB, Surface Mount","PCB, Surface Mount","-","-","1.8V ~ 3.6V","-40°C ~ 85°C","SOT-23-6"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en580109,"//media.digikey.com/Renders/Microchip%20Tech%20Renders/150;C04-028;CH,OT;6.jpg",576-3229-1-ND,MICRF113YM6-TR,Microchip Technology,RF TX IC ASK 300-450MHZ SOT23-6,6509,0,"0.80000","0","1","Cut Tape (CT)","-","Active","300MHz ~ 450MHz","ISM","ASK","10kbps","10dBm","12.5mA","PCB, Surface Mount","PCB, Surface Mount","-","-","1.8V ~ 3.6V","-40°C ~ 85°C","SOT-23-6"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en580109,"//media.digikey.com/Renders/Microchip%20Tech%20Renders/150;C04-028;CH,OT;6.jpg",576-3229-6-ND,MICRF113YM6-TR,Microchip Technology,RF TX IC ASK 300-450MHZ SOT23-6,6509,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","300MHz ~ 450MHz","ISM","ASK","10kbps","10dBm","12.5mA","PCB, Surface Mount","PCB, Surface Mount","-","-","1.8V ~ 3.6V","-40°C ~ 85°C","SOT-23-6"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en580103,//media.digikey.com/Renders/Micrel%20Renders/8-SOIC.jpg,576-1963-5-ND,MICRF112YMM,Microchip Technology,RF TX IC ASK 300-450MHZ 10TFSOP,1193,0,"0.70000","0","1","Tube","QwikRadio®","Active","300MHz ~ 450MHz","RKE, TPM","ASK, FSK","50kbps","10dBm","11mA","PCB, Surface Mount","PCB, Surface Mount","-","-","1.8V ~ 3.6V","-40°C ~ 125°C","10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)"
https://datasheets.maximintegrated.com/en/ds/MAX1472.pdf,//media.digikey.com/renders/Maxim%20Renders/SOT-23-8%20PKG.jpg,MAX1472AKA+TTR-ND,MAX1472AKA+T,Maxim Integrated,RF TX IC ASK 300-450MHZ SOT23-8,2500,0,"0.98550","0","2500","Tape & Reel (TR)","-","Active","300MHz ~ 450MHz","ISM, Garage Door Openers, RKE","ASK","100kbps","7.3dBm ~ 16.2dBm","9.6mA","PCB, Surface Mount","PCB, Surface Mount","-","-","2.1V ~ 3.6V","-40°C ~ 125°C","SOT-23-8"
https://datasheets.maximintegrated.com/en/ds/MAX1472.pdf,//media.digikey.com/renders/Maxim%20Renders/SOT-23-8%20PKG.jpg,MAX1472AKA+TCT-ND,MAX1472AKA+T,Maxim Integrated,RF TX IC ASK 300-450MHZ SOT23-8,4782,0,"2.38000","0","1","Cut Tape (CT)","-","Active","300MHz ~ 450MHz","ISM, Garage Door Openers, RKE","ASK","100kbps","7.3dBm ~ 16.2dBm","9.6mA","PCB, Surface Mount","PCB, Surface Mount","-","-","2.1V ~ 3.6V","-40°C ~ 125°C","SOT-23-8"
https://datasheets.maximintegrated.com/en/ds/MAX1472.pdf,//media.digikey.com/renders/Maxim%20Renders/SOT-23-8%20PKG.jpg,MAX1472AKA+TDKR-ND,MAX1472AKA+T,Maxim Integrated,RF TX IC ASK 300-450MHZ SOT23-8,4782,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","300MHz ~ 450MHz","ISM, Garage Door Openers, RKE","ASK","100kbps","7.3dBm ~ 16.2dBm","9.6mA","PCB, Surface Mount","PCB, Surface Mount","-","-","2.1V ~ 3.6V","-40°C ~ 125°C","SOT-23-8"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc1150,//media.digikey.com/Renders/Texas%20Instr%20Renders/16-VQFN(exposed-pad).jpg,296-44347-2-ND,CC1150RGVR,Texas Instruments,RF XMITTER UHF 300-348MHZ 16VQFN,55000,0,"1.35793","0","2500","Tape & Reel (TR)","-","Active","300MHz ~ 348MHz, 400MHz ~ 464MHz, 800MHz ~ 928MHz","General Purpose","UHF","500kBaud","10dBm","29mA","SPI","-","-","-","1.8V ~ 3.6V","-40°C ~ 85°C","16-VQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc1150,//media.digikey.com/Renders/Texas%20Instr%20Renders/16-VQFN(exposed-pad).jpg,296-44347-1-ND,CC1150RGVR,Texas Instruments,RF XMITTER UHF 300-348MHZ 16VQFN,55456,0,"3.00000","0","1","Cut Tape (CT)","-","Active","300MHz ~ 348MHz, 400MHz ~ 464MHz, 800MHz ~ 928MHz","General Purpose","UHF","500kBaud","10dBm","29mA","SPI","-","-","-","1.8V ~ 3.6V","-40°C ~ 85°C","16-VQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc1150,//media.digikey.com/Renders/Texas%20Instr%20Renders/16-VQFN(exposed-pad).jpg,296-44347-6-ND,CC1150RGVR,Texas Instruments,RF XMITTER UHF 300-348MHZ 16VQFN,55456,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","300MHz ~ 348MHz, 400MHz ~ 464MHz, 800MHz ~ 928MHz","General Purpose","UHF","500kBaud","10dBm","29mA","SPI","-","-","-","1.8V ~ 3.6V","-40°C ~ 85°C","16-VQFN Exposed Pad"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en557537,//media.digikey.com/Renders/Microchip%20Tech%20Renders/14-TSSOP.jpg,PIC12LF1840T39A-I/ST-ND,PIC12LF1840T39A-I/ST,Microchip Technology,RF TX IC FSK 310/433MHZ 14TSSOP,2654,0,"1.73000","0","1","Tube","PIC®","Active","310MHz, 433MHz, 868MHz, 915MHz","General Purpose","FSK, OOK","100kbps","10dBm","16.5mA","PCB, Surface Mount","PCB, Surface Mount","-","-","1.8V ~ 3.6V","-40°C ~ 85°C","14-TSSOP (0.173"", 4.40mm Width)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2550,//media.digikey.com/Photos/Texas%20Instr%20Photos/CC2550RST.JPG,296-19587-2-ND,CC2550RSTR,Texas Instruments,RF TX IC 2-FSK/ASK 2.4GHZ 16VQFN,7500,0,"1.77023","0","2500","Tape & Reel (TR)","-","Not For New Designs","2.4GHz","ISM, SRD","2-FSK, ASK, GFSK, MSK, OOK","500kBaud","-30dBm ~ 1dBm","21.3mA @ 1 dBm","PCB, Surface Mount","PCB, Surface Mount","-","-","1.8V ~ 3.6V","-40°C ~ 85°C","16-VQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2550,//media.digikey.com/Photos/Texas%20Instr%20Photos/CC2550RST.JPG,296-19587-1-ND,CC2550RSTR,Texas Instruments,RF TX IC 2-FSK/ASK 2.4GHZ 16VQFN,10219,0,"3.91000","0","1","Cut Tape (CT)","-","Not For New Designs","2.4GHz","ISM, SRD","2-FSK, ASK, GFSK, MSK, OOK","500kBaud","-30dBm ~ 1dBm","21.3mA @ 1 dBm","PCB, Surface Mount","PCB, Surface Mount","-","-","1.8V ~ 3.6V","-40°C ~ 85°C","16-VQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2550,//media.digikey.com/Photos/Texas%20Instr%20Photos/CC2550RST.JPG,296-19587-6-ND,CC2550RSTR,Texas Instruments,RF TX IC 2-FSK/ASK 2.4GHZ 16VQFN,10219,0,"Digi-Reel","0","1","Digi-Reel®","-","Not For New Designs","2.4GHz","ISM, SRD","2-FSK, ASK, GFSK, MSK, OOK","500kBaud","-30dBm ~ 1dBm","21.3mA @ 1 dBm","PCB, Surface Mount","PCB, Surface Mount","-","-","1.8V ~ 3.6V","-40°C ~ 85°C","16-VQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADF7012.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-TSSOP_SOT355-1.jpg,ADF7012BRUZ-RL7TR-ND,ADF7012BRUZ-RL7,Analog Devices Inc.,RF TX IC ASK 75MHZ-1GHZ 24TSSOP,1000,0,"1.83820","0","1000","Tape & Reel (TR)","-","Active","75MHz ~ 1GHz","Data Transfer, RKE, Remote Control/Security Systems","ASK, FSK, GFSK, OOK","179.2kbps","-16dBm ~ 14dBm","35mA","PCB, Surface Mount","PCB, Surface Mount","-","-","2.3V ~ 3.6V","-40°C ~ 85°C","24-TSSOP (0.173"", 4.40mm Width)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADF7012.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-TSSOP_SOT355-1.jpg,ADF7012BRUZ-RL7CT-ND,ADF7012BRUZ-RL7,Analog Devices Inc.,RF TX IC ISM 75MHZ-1GHZ 24TSSOP,1820,0,"3.86000","0","1","Cut Tape (CT)","-","Active","75MHz ~ 1GHz","Data Transfer, RKE, Remote Control/Security Systems","ASK, FSK, GFSK, OOK","179.2kbps","-16dBm ~ 14dBm","35mA","PCB, Surface Mount","PCB, Surface Mount","-","-","2.3V ~ 3.6V","-40°C ~ 85°C","24-TSSOP (0.173"", 4.40mm Width)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADF7012.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-TSSOP_SOT355-1.jpg,ADF7012BRUZ-RL7DKR-ND,ADF7012BRUZ-RL7,Analog Devices Inc.,RF TX IC ISM 75MHZ-1GHZ 24TSSOP,1820,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","75MHz ~ 1GHz","Data Transfer, RKE, Remote Control/Security Systems","ASK, FSK, GFSK, OOK","179.2kbps","-16dBm ~ 14dBm","35mA","PCB, Surface Mount","PCB, Surface Mount","-","-","2.3V ~ 3.6V","-40°C ~ 85°C","24-TSSOP (0.173"", 4.40mm Width)"
https://www.silabs.com/Support%20Documents/TechnicalDocs/Si4010.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/14-SOIC.jpg,336-1996-5-ND,SI4010-C2-GS,Silicon Labs,RF TX IC FSK 27-960MHZ 14SOIC,750,0,"3.98000","0","1","Tube","EZRadio®","Active","27MHz ~ 960MHz","Garage Openers, RKE, Security Alarms","FSK, OOK","100kBaud","10dBm","19.8mA","PCB, Surface Mount","PCB, Surface Mount","4kB RAM","8051 MCU Core, Crystal-less Operation","1.8V ~ 3.6V","-40°C ~ 85°C","14-SOIC (0.154"", 3.90mm Width)"
https://linxtechnologies.com/wp/wp-content/uploads/txm-fff-lr.pdf,//media.digikey.com/photos/Linx%20Tech%20Photos/TXM-315-LR.jpg,TXM-315-LR-ND,TXM-315-LR,Linx Technologies Inc.,RF TX IC ASK/OOK 315MHZ 8SMD MOD,347,0,"7.91000","0","1","Tube","LR","Active","315MHz","Home/Industrial Automation, Lighting, Remote Control, RKE, Security","ASK, OOK","10kbps","-4dBm ~ 4dBm","8.5mA","Serial","Castellation","-","-","2.1V ~ 3.6V","-40°C ~ 85°C","8-SMD Module"
https://linxtechnologies.com/wp/wp-content/uploads/txm-fff-kh3.pdf,//media.digikey.com/Photos/Linx%20Tech%20Photos/MFG_TXM-xxx-KH3.jpg,TXM-418-KH3-ND,TXM-418-KH3,Linx Technologies Inc.,RF TX IC ASK 418MHZ 27SMD MOD,192,0,"14.35000","0","1","Tube","KH3","Active","418MHz","Home/Industrial Automation, Lighting, Remote Control, RKE","ASK, OOK","-","4dBm","2.7mA","Parallel","Castellation","-","Built-in Remote Control Encoder","2.7V ~ 5.2V","-30°C ~ 70°C","27-SMD Module"
https://linxtechnologies.com/wp/wp-content/uploads/txm-fff-kh3.pdf,//media.digikey.com/Photos/Linx%20Tech%20Photos/MFG_TXM-xxx-KH3.jpg,TXM-433-KH3-ND,TXM-433-KH3,Linx Technologies Inc.,RF TX IC ASK 433MHZ 27SMD MOD,149,0,"14.35000","0","1","Tube","KH3","Active","433MHz","Home/Industrial Automation, Lighting, Remote Control, RKE","ASK, OOK","-","4dBm","2.7mA","Parallel","Castellation","-","Built-in Remote Control Encoder","2.7V ~ 5.2V","-30°C ~ 70°C","27-SMD Module"
https://www.melexis.com/-/media/files/documents/datasheets/th72032-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/8-SOIC.jpg,TH72032KDC-BAA-000-RETR-ND,TH72032KDC-BAA-000-RE,Melexis Technologies NV,RF XMITTER ASK 868/915MHZ 8SOIC,3000,0,"1.07069","0","3000","Tape & Reel (TR)","-","Active","868MHz, 915MHz","Alarm and Security Systems, RKE, TPMS","ASK","40kbps","-12dBm ~ 9.5dBm","5.1mA ~ 13.4mA","PCB, Surface Mount","PCB, Surface Mount","-","-","1.95V ~ 5.5V","-40°C ~ 125°C","8-SOIC (0.154"", 3.90mm Width)"
https://www.melexis.com/-/media/files/documents/datasheets/th72032-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/8-SOIC.jpg,TH72032KDC-BAA-000-RECT-ND,TH72032KDC-BAA-000-RE,Melexis Technologies NV,RF XMITTER ASK 868/915MHZ 8SOIC,3013,0,"2.51000","0","1","Cut Tape (CT)","-","Active","868MHz, 915MHz","Alarm and Security Systems, RKE, TPMS","ASK","40kbps","-12dBm ~ 9.5dBm","5.1mA ~ 13.4mA","PCB, Surface Mount","PCB, Surface Mount","-","-","1.95V ~ 5.5V","-40°C ~ 125°C","8-SOIC (0.154"", 3.90mm Width)"
https://www.melexis.com/-/media/files/documents/datasheets/th72032-datasheet-melexis.pdf,//media.digikey.com/Renders/Melexis%20Renders/8-SOIC.jpg,TH72032KDC-BAA-000-REDKR-ND,TH72032KDC-BAA-000-RE,Melexis Technologies NV,RF XMITTER ASK 868/915MHZ 8SOIC,3013,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","868MHz, 915MHz","Alarm and Security Systems, RKE, TPMS","ASK","40kbps","-12dBm ~ 9.5dBm","5.1mA ~ 13.4mA","PCB, Surface Mount","PCB, Surface Mount","-","-","1.95V ~ 5.5V","-40°C ~ 125°C","8-SOIC (0.154"", 3.90mm Width)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc1175,//media.digikey.com/renders/Texas%20Instr%20Renders/32-QFN-Pkg.jpg,296-46413-2-ND,CC1175RHBT,Texas Instruments,RF TX IC ISM 164-192MHZ 32VFQFN,3500,0,"2.80832","0","250","Tape & Reel (TR)","-","Active","164MHz ~ 192MHz, 274MHz ~ 320MHz, 410MHz ~ 480MHz, 820MHz ~ 960MHz","Home/Building Automation, Industrial Control and Monitoring","ISM, SRD","200kbps","16dBm","54mA","PCB, Surface Mount","PCB, Surface Mount","-","-","2V ~ 3.6V","-40°C ~ 85°C","32-VFQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc1175,//media.digikey.com/renders/Texas%20Instr%20Renders/32-QFN-Pkg.jpg,296-46413-1-ND,CC1175RHBT,Texas Instruments,RF TX IC ISM 164-192MHZ 32VFQFN,3740,0,"4.46000","0","1","Cut Tape (CT)","-","Active","164MHz ~ 192MHz, 274MHz ~ 320MHz, 410MHz ~ 480MHz, 820MHz ~ 960MHz","Home/Building Automation, Industrial Control and Monitoring","ISM, SRD","200kbps","16dBm","54mA","PCB, Surface Mount","PCB, Surface Mount","-","-","2V ~ 3.6V","-40°C ~ 85°C","32-VFQFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc1175,//media.digikey.com/renders/Texas%20Instr%20Renders/32-QFN-Pkg.jpg,296-46413-6-ND,CC1175RHBT,Texas Instruments,RF TX IC ISM 164-192MHZ 32VFQFN,3740,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","164MHz ~ 192MHz, 274MHz ~ 320MHz, 410MHz ~ 480MHz, 820MHz ~ 960MHz","Home/Building Automation, Industrial Control and Monitoring","ISM, SRD","200kbps","16dBm","54mA","PCB, Surface Mount","PCB, Surface Mount","-","-","2V ~ 3.6V","-40°C ~ 85°C","32-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADF7012.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-TSSOP_SOT355-1.jpg,ADF7012BRUZ-ND,ADF7012BRUZ,Analog Devices Inc.,RF TX IC ASK 75MHZ-1GHZ 24TSSOP,287,0,"3.68000","0","1","Tube","-","Active","75MHz ~ 1GHz","Data Transfer, RKE, Remote Control/Security Systems","ASK, FSK, GFSK, OOK","179.2kbps","-16dBm ~ 14dBm","35mA","PCB, Surface Mount","PCB, Surface Mount","-","-","2.3V ~ 3.6V","-40°C ~ 85°C","24-TSSOP (0.173"", 4.40mm Width)"
https://www.silabs.com/Support%20Documents/TechnicalDocs/Si4010.pdf,//media.digikey.com/photos/Silicon%20Labs%20Photos/MFG_MSOP10.jpg,336-1997-5-ND,SI4010-C2-GT,Silicon Labs,RF TX IC FSK 27-960MHZ 10TFSOP,194,0,"3.75000","0","1","Tube","EZRadio®","Active","27MHz ~ 960MHz","Garage Openers, RKE, Security Alarms","FSK, OOK","100kBaud","10dBm","19.8mA","PCB, Surface Mount","PCB, Surface Mount","4kB RAM","8051 MCU Core, Crystal-less Operation","1.8V ~ 3.6V","-40°C ~ 85°C","10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)"
https://www.silabs.com/documents/public/data-sheets/Si4021.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/RU-16.jpg,336-1622-5-ND,SI4021-A1-FT,Silicon Labs,RF TX IC FSK 433/868MHZ 16TSSOP,460,0,"3.98000","0","1","Tube","EZRadio®","Not For New Designs","433MHz, 868MHz, 915MHz","General Purpose","FSK, OOK","512kbps","8dBm","24mA","PCB, Surface Mount","PCB, Surface Mount","-","-","2.2V ~ 5.4V","-40°C ~ 85°C","16-TSSOP (0.173"", 4.40mm Width)"
https://datasheets.maximintegrated.com/en/ds/MAX7060.pdf,//media.digikey.com/Renders/Maxim%20Renders/175;21-0139;TG;24.jpg,MAX7060ATG+-ND,MAX7060ATG+,Maxim Integrated,RF TX IC ASK 280-450MHZ 24WFQFN,225,300,"4.12000","0","1","Tube","-","Active","280MHz ~ 450MHz","Home/Building Automation, Industrial Control","ASK, FSK","140kbps","14dBm","34mA","PCB, Surface Mount","PCB, Surface Mount","-","-","2.1V ~ 3.6V, 4.5V ~ 5.5V","-40°C ~ 125°C","24-WFQFN Exposed Pad"
https://www.silabs.com/documents/public/data-sheets/Si4712-13-B30.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/336;20QFN-.60-3x3;M;20.jpg,336-1742-ND,SI4713-B30-GM,Silicon Labs,RF XMITTER FM 76-108MHZ 20UFQFN,886,0,"13.42000","0","1","Tray","-","Not For New Designs","76MHz ~ 108MHz","General Purpose","FM","-","-","18.8mA","PCB, Surface Mount","PCB, Surface Mount","-","-","2.7V ~ 5.5V","-20°C ~ 85°C","20-UFQFN Exposed Pad"
