Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","For Use With/Related Products"
https://b2b.harting.com/files/download/PRD/PDF_TS/09478411XXX_100601686DRW000B.pdf,//media.digikey.com/Photos/Harting/MFG_09478411002.jpg,1195-5688-ND,09478411002,HARTING,M12 XCODED TO RJ45 CABLE ASSEMBL,73,0,"44.18000","0","1","-","Active","Adapter Cable","MICA"
//media.digikey.com/pdf/Data%20Sheets/FEIG%20Electronic%20PDFs/ID%20NET.24V-B_Web.pdf,//media.digikey.com/photos/Feig%20Elect%20Photos/2557.000.00.00.jpg,629-1050-ND,2557.000.00,FEIG Electronic,ID NET.24V-B POWER SUPPLY UNIT,10,0,"125.32000","0","1","-","Active","Power Supply","629-1002-ND, 629-1045-ND, 629-1046-ND, LRU2000 Readers"
https://www.feig-electronics.com/fileadmin/user_upload/Downloads/Datenblaetter/Data_sheet_Identification_Accessories_ID_ISC_DAT.pdf,//media.digikey.com/photos/Feig%20Elect%20Photos/1269.005.00.00.jpg,629-1006-ND,1269.005.01,FEIG Electronic,ID ISC.DAT-A DYNMIC ANT TUN BORD,10,0,"805.20000","0","1","-","Active","Antenna Tuning Board","HF Antennas"
http://www.feig.de/fileadmin/user_upload/Downloads/Datenblaetter/Data_sheet_Identification_Accessories_HF_MUX.pdf,//media.digikey.com/photos/Feig%20Elect%20Photos/1977.000.00.00.JPG,629-1040-ND,1977.000.01,FEIG Electronic,ID ISC.ANT.MUX 8X ANT MULTIPLEXR,9,0,"824.37000","0","1","-","Active","Antenna Multiplexer","HF Antennas"
https://b2b.harting.com/files/2095000000X00_MICA_GB.PDF,//media.digikey.com/Photos/Harting/20953000007.jpg,1195-5687-ND,20953000007,HARTING,WALL MOUNTING KIT,2,0,"33.42000","0","1","-","Active","Mounting Kit","MICA"
https://b2b.harting.com/files/2095000000X00_MICA_GB.PDF,//media.digikey.com/Photos/Harting/20952000004.jpg,1195-5686-ND,20952000004,HARTING,DIN RAIL MOUNTING ADAPTER,3,0,"43.42000","0","1","-","Active","Mounting Kit","MICA"
-,//media.digikey.com/Photos/Omron%20Auto/WF-SM-30.JPG,Z10124-ND,WF-SM-30,Omron Automation and Safety,SMARTMARK IMPACT RESISTANT RUB,3,97,"37.59000","0","1","-","Active","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2909681,-,277-17376-ND,2909681,Phoenix Contact,TWN4 MIFARE NFC USB ADAPTER,1,48,"148.32000","0","1","-","Active","Adapter - USB","TWN4 MIFARE"
https://cdn.sparkfun.com/datasheets/Sensors/ID/17242000125-1M.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_CAB-14132.jpg,CAB-14132-ND,CAB-14132,SparkFun Electronics,UHF RFID CABLE (TNC TO SMA),0,0,"5.00000","0","1","-","Active","Adapter Cable","-"
-,-,V700-A80.-ND,V700-A80.,Omron Automation and Safety,V700-D13P31 MOUNTING BRACKET,0,0,"6.28000","0","1","V680","Active","Holder","-"
-,//media.digikey.com/photos/Feig%20Elect%20Photos/2560.000.00.00.jpg,629-1051-ND,2560.000.00,FEIG Electronic,ID CAB.NET.24V-B-US CAB U.S.PLUG,0,0,"11.75000","0","1","-","Active","Power Cord","629-1050-ND"
-,-,20933100501-ND,20933100501,HARTING,CONNECTION CABLE,0,0,"12.36000","0","1","*","Active","-","-"
-,//media.digikey.com/photos/Feig%20Elect%20Photos/2259.000.00.jpg,629-1047-ND,2259.000.00,FEIG Electronic,ID CAB.A-A ADAPTER CABLE,0,0,"21.87000","0","1","-","Active","Adapter Cable","629-1032-ND, 629-1034-ND, 629-1035-ND"
-,//media.digikey.com/photos/Feig%20Elect%20Photos/1690.000.00.00.JPG,629-1028-ND,1690.000.00,FEIG Electronic,ID CAB.RS-A CABLE 232/485 PWRSUP,0,0,"26.56000","0","1","-","Active","RS232/RS485 Cable","629-1015-ND, 629-1017-ND, 629-1019-ND, 629-1020-ND"
-,-,WF-SM-25S-ND,WF-SM-25S,Omron Automation and Safety,HI-TEMP METAL MOUNT RFID STICK,0,0,"31.66000","0","1","-","Active","-","-"
