Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Height - Overall","Length - Overall","Width - Overall","Ventilation","Mounting Type"
https://leadertechinc.com/wp-content/uploads/2016/04/SMS-205-REV-D.pdf,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-205F.jpg,1798-1187-6-ND,SMS-205F,Leader Tech Inc.,RF SHIELD 1"" X 1.5"" SMD,5695,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Frame","0.236"" (6.00mm)","1.500"" (38.10mm)","1.000"" (25.40mm)","-","Surface Mount"
https://leadertechinc.com/wp-content/uploads/2016/03/SMS-210-REV-H.pdf,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-210F.jpg,1798-1193-2-ND,SMS-210F,Leader Tech Inc.,RF SHIELD 1.201"" X 1.732"" SMD,1480,0,"1.05351","0","370","Tape & Reel (TR)","-","Active","Frame","0.118"" (3.00mm)","1.732"" (43.99mm)","1.201"" (30.51mm)","-","Surface Mount"
https://leadertechinc.com/wp-content/uploads/2016/03/SMS-210-REV-H.pdf,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-210F.jpg,1798-1193-1-ND,SMS-210F,Leader Tech Inc.,RF SHIELD 1.201"" X 1.732"" SMD,1877,0,"1.56000","0","1","Cut Tape (CT)","-","Active","Frame","0.118"" (3.00mm)","1.732"" (43.99mm)","1.201"" (30.51mm)","-","Surface Mount"
https://www.leadertechinc.com/assets/files/EngineeringDrawings/SMS-204.PDF,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-204F.jpg,1798-1185-2-ND,SMS-204F,Leader Tech Inc.,RF SHIELD 1.034"" X 1.034"" SMD,4725,0,"1.14751","0","225","Tape & Reel (TR)","-","Active","Frame","0.200"" (5.08mm)","1.034"" (26.26mm)","1.034"" (26.26mm)","-","Surface Mount"
https://www.leadertechinc.com/assets/files/EngineeringDrawings/SMS-204.PDF,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-204F.jpg,1798-1185-1-ND,SMS-204F,Leader Tech Inc.,RF SHIELD 1.034"" X 1.034"" SMD,4911,0,"1.63000","0","1","Cut Tape (CT)","-","Active","Frame","0.200"" (5.08mm)","1.034"" (26.26mm)","1.034"" (26.26mm)","-","Surface Mount"
https://www.leadertechinc.com/assets/files/EngineeringDrawings/SMS-204.PDF,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-204F.jpg,1798-1185-6-ND,SMS-204F,Leader Tech Inc.,RF SHIELD 1.034"" X 1.034"" SMD,4911,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Frame","0.200"" (5.08mm)","1.034"" (26.26mm)","1.034"" (26.26mm)","-","Surface Mount"
https://www.leadertechinc.com/assets/files/EngineeringDrawings/SMS-206.PDF,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-206F.jpg,1798-1189-2-ND,SMS-206F,Leader Tech Inc.,RF SHIELD 1.326"" X 1.45"" SMD,1200,0,"1.86000","0","300","Tape & Reel (TR)","-","Active","Frame","0.200"" (5.08mm)","1.450"" (36.83mm)","1.326"" (33.68mm)","-","Surface Mount"
https://www.leadertechinc.com/assets/files/EngineeringDrawings/SMS-206.PDF,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-206F.jpg,1798-1189-1-ND,SMS-206F,Leader Tech Inc.,RF SHIELD 1.326"" X 1.45"" SMD,1420,0,"2.97000","0","1","Cut Tape (CT)","-","Active","Frame","0.200"" (5.08mm)","1.450"" (36.83mm)","1.326"" (33.68mm)","-","Surface Mount"
https://www.leadertechinc.com/assets/files/EngineeringDrawings/SMS-206.PDF,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-206F.jpg,1798-1189-6-ND,SMS-206F,Leader Tech Inc.,RF SHIELD 1.326"" X 1.45"" SMD,1420,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Frame","0.200"" (5.08mm)","1.450"" (36.83mm)","1.326"" (33.68mm)","-","Surface Mount"
https://www.leadertechinc.com/assets/files/EngineeringDrawings/SMS-207.pdf,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-207F.jpg,1798-1191-2-ND,SMS-207F,Leader Tech Inc.,RF SHIELD 1.747"" X 1.747"" SMD,240,0,"2.15250","0","120","Tape & Reel (TR)","-","Active","Frame","0.384"" (9.75mm)","1.747"" (44.37mm)","1.747"" (44.37mm)","-","Surface Mount"
https://www.leadertechinc.com/assets/files/EngineeringDrawings/SMS-207.pdf,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-207F.jpg,1798-1191-1-ND,SMS-207F,Leader Tech Inc.,RF SHIELD 1.747"" X 1.747"" SMD,256,0,"3.03000","0","1","Cut Tape (CT)","-","Active","Frame","0.384"" (9.75mm)","1.747"" (44.37mm)","1.747"" (44.37mm)","-","Surface Mount"
https://www.leadertechinc.com/assets/files/EngineeringDrawings/SMS-207.pdf,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-207F.jpg,1798-1191-6-ND,SMS-207F,Leader Tech Inc.,RF SHIELD 1.747"" X 1.747"" SMD,256,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Frame","0.384"" (9.75mm)","1.747"" (44.37mm)","1.747"" (44.37mm)","-","Surface Mount"
https://leadertechinc.com/wp-content/uploads/2016/03/SMS-459-REV-A.pdf,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-459F.jpg,1798-1231-2-ND,SMS-459F,Leader Tech Inc.,RF SHIELD 1.07"" X 1.623"" SMD,230,0,"2.23452","0","230","Tape & Reel (TR)","-","Active","Frame","0.236"" (6.00mm)","1.623"" (41.22mm)","1.070"" (27.18mm)","-","Surface Mount"
https://leadertechinc.com/wp-content/uploads/2016/03/SMS-459-REV-A.pdf,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-459F.jpg,1798-1231-1-ND,SMS-459F,Leader Tech Inc.,RF SHIELD 1.07"" X 1.623"" SMD,345,0,"3.14000","0","1","Cut Tape (CT)","-","Active","Frame","0.236"" (6.00mm)","1.623"" (41.22mm)","1.070"" (27.18mm)","-","Surface Mount"
https://leadertechinc.com/wp-content/uploads/2016/03/SMS-459-REV-A.pdf,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-459F.jpg,1798-1231-6-ND,SMS-459F,Leader Tech Inc.,RF SHIELD 1.07"" X 1.623"" SMD,345,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Frame","0.236"" (6.00mm)","1.623"" (41.22mm)","1.070"" (27.18mm)","-","Surface Mount"
https://www.leadertechinc.com/assets/files/EngineeringDrawings/SMS-407.PDF,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-407F.jpg,1798-1219-2-ND,SMS-407F,Leader Tech Inc.,RF SHIELD 1.747"" X 1.747"" SMD,240,0,"2.56250","0","120","Tape & Reel (TR)","-","Active","Frame","0.384"" (9.75mm)","1.747"" (44.37mm)","1.747"" (44.37mm)","-","Surface Mount"
https://www.leadertechinc.com/assets/files/EngineeringDrawings/SMS-407.PDF,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-407F.jpg,1798-1219-1-ND,SMS-407F,Leader Tech Inc.,RF SHIELD 1.747"" X 1.747"" SMD,388,0,"3.56000","0","1","Cut Tape (CT)","-","Active","Frame","0.384"" (9.75mm)","1.747"" (44.37mm)","1.747"" (44.37mm)","-","Surface Mount"
https://www.leadertechinc.com/assets/files/EngineeringDrawings/SMS-407.PDF,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-407F.jpg,1798-1219-6-ND,SMS-407F,Leader Tech Inc.,RF SHIELD 1.747"" X 1.747"" SMD,388,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Frame","0.384"" (9.75mm)","1.747"" (44.37mm)","1.747"" (44.37mm)","-","Surface Mount"
https://katalog.we-online.de/pbs/datasheet/36503505.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/36503505.jpg,732-2496-ND,36503505,Wurth Electronics Inc.,RF SHIELD 2.008"" X 2.008"" T/H,246,0,"6.60000","0","1","Tray","WE-SHC","Active","Frame","0.118"" (3.00mm)","2.008"" (51.00mm)","2.008"" (51.00mm)","-","Through Hole"
https://katalog.we-online.de/pbs/datasheet/36003600.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/36003600.jpg,732-2500-ND,36003600,Wurth Electronics Inc.,RF SHIELD 2.433X2.433"" SLDR/SNAP,142,0,"7.48000","0","1","Tray","WE-SHC","Active","Cover","0.118"" (3.00mm)","2.433"" (61.80mm)","2.433"" (61.80mm)","Non-Vented","Solder and Snap On"
https://katalog.we-online.de/pbs/datasheet/36103605.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/36103605.jpg,732-2498-ND,36103605,Wurth Electronics Inc.,RF SHIELD 2.402"" X 2.402"" SMD,131,0,"7.48000","0","1","Bulk","WE-SHC","Active","Frame","0.118"" (3.00mm)","2.402"" (61.00mm)","2.402"" (61.00mm)","-","Surface Mount"
https://www.leadertechinc.com/assets/files/catalogs/cbs.pdf,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_54-CBSA.jpg,1798-1030-ND,54-CBSA-1.0X1.5X0.5,Leader Tech Inc.,RF SHIELD 1"" X 1.5"" THROUGH HOLE,117,0,"10.59000","0","1","Bulk","-","Active","Shield, 2-Piece","0.500"" (12.70mm)","1.500"" (38.10mm)","1.000"" (25.40mm)","Non-Vented","Through Hole"
http://www.analog.com/media/en/technical-documentation/user-guides/Eterna_Integration_Guide.pdf,//media.digikey.com/Photos/Linear%20Tech%20Photos/DUST-SHLD01.jpg,DUST-SHLD01-ND,DUST-SHLD01,Linear Technology/Analog Devices,RF SHIELD 0.55"" X 0.59"",1212,0,"10.84000","0","1","-","-","Active","Cover","-","0.590"" (14.99mm)","0.550"" (13.97mm)","-","-"
https://www.leadertechinc.com/assets/files/catalogs/cbs.pdf,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_24-CBSA.jpg,1798-1024-ND,24-CBSA-1.0X1.5X0.2,Leader Tech Inc.,RF SHIELD 1"" X 1.5"" THROUGH HOLE,187,0,"11.08000","0","1","Bulk","-","Active","Shield, 2-Piece","0.200"" (5.08mm)","1.500"" (38.10mm)","1.000"" (25.40mm)","Non-Vented","Through Hole"
https://www.leadertechinc.com/assets/files/EngineeringDrawings/SMS-204.PDF,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-204C.jpg,1798-1184-ND,SMS-204C,Leader Tech Inc.,RF SHIELD 1.058"" X 1.058"" SMD,4146,0,"0.62000","0","1","Bulk","-","Active","Cover","0.079"" (2.01mm)","1.058"" (26.87mm)","1.058"" (26.87mm)","Vented","Surface Mount"
https://www.leadertechinc.com/assets/files/EngineeringDrawings/SMS-103.pdf,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-103.jpg,1798-1173-2-ND,SMS-103,Leader Tech Inc.,RF SHIELD 1.032""X1.032"" SMD 1PC,1800,0,"1.01050","0","300","Tape & Reel (TR)","-","Active","Cover","0.200"" (5.08mm)","1.032"" (26.21mm)","1.032"" (26.21mm)","Vented","Surface Mount"
https://www.leadertechinc.com/assets/files/EngineeringDrawings/SMS-103.pdf,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-103.jpg,1798-1173-1-ND,SMS-103,Leader Tech Inc.,RF SHIELD 1.032""X1.032"" SMD 1PC,2056,0,"1.69000","0","1","Cut Tape (CT)","-","Active","Cover","0.200"" (5.08mm)","1.032"" (26.21mm)","1.032"" (26.21mm)","Vented","Surface Mount"
https://www.leadertechinc.com/assets/files/EngineeringDrawings/SMS-103.pdf,//media.digikey.com/Photos/Leader-Tech-Inc/MFG_SMS-103.jpg,1798-1173-6-ND,SMS-103,Leader Tech Inc.,RF SHIELD 1.032""X1.032"" SMD 1PC,2056,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Cover","0.200"" (5.08mm)","1.032"" (26.21mm)","1.032"" (26.21mm)","Vented","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118716&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118716-2.jpg,A126152TR-ND,2118716-2,TE Connectivity AMP Connectors,RF SHIELD 0.65"" X 0.65"" SMD,6050,0,"0.35491","0","550","Tape & Reel (TR)","-","Active","Frame","0.142"" (3.60mm)","0.650"" (16.50mm)","0.650"" (16.50mm)","-","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118716&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118716-2.jpg,A126152CT-ND,2118716-2,TE Connectivity AMP Connectors,RF SHIELD 0.65"" X 0.65"" SMD,6584,0,"0.73000","0","1","Cut Tape (CT)","-","Active","Frame","0.142"" (3.60mm)","0.650"" (16.50mm)","0.650"" (16.50mm)","-","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118706&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118706-4.jpg,A126139TR-ND,2118706-4,TE Connectivity AMP Connectors,RF SHIELD 0.5"" X 0.538"" SMD 1PC,17100,0,"0.39642","0","900","Tape & Reel (TR)","-","Active","Cover","0.100"" (2.54mm)","0.538"" (13.66mm)","0.500"" (12.70mm)","Vented","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118706&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118706-4.jpg,A126139CT-ND,2118706-4,TE Connectivity AMP Connectors,RF SHIELD 0.5"" X 0.538"" SMD 1PC,17873,0,"0.93000","0","1","Cut Tape (CT)","-","Active","Cover","0.100"" (2.54mm)","0.538"" (13.66mm)","0.500"" (12.70mm)","Vented","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118715&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118715-2.jpg,A126120-ND,2118715-2,TE Connectivity AMP Connectors,RF SHIELD 0.665"" X 0.665"" SMD,5444,0,"0.50000","0","1","Bulk","-","Active","Cover","0.079"" (2.00mm)","0.665"" (16.90mm)","0.665"" (16.90mm)","Vented","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118707&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118707-4.jpg,A126141TR-ND,2118707-4,TE Connectivity AMP Connectors,RF SHIELD 0.65"" X 0.65"" SMD 1PC,2750,0,"0.57938","0","550","Tape & Reel (TR)","-","Active","Cover","0.142"" (3.60mm)","0.650"" (16.50mm)","0.650"" (16.50mm)","Vented","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118707&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118707-4.jpg,A126141CT-ND,2118707-4,TE Connectivity AMP Connectors,RF SHIELD 0.65"" X 0.65"" SMD 1PC,3906,0,"1.10000","0","1","Cut Tape (CT)","-","Active","Cover","0.142"" (3.60mm)","0.650"" (16.50mm)","0.650"" (16.50mm)","Vented","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118718&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118718-2.jpg,A126153TR-ND,2118718-2,TE Connectivity AMP Connectors,RF SHIELD 1.032"" X 1.032"" SMD,8400,0,"0.59329","0","280","Tape & Reel (TR)","-","Active","Frame","0.200"" (5.08mm)","1.032"" (26.21mm)","1.032"" (26.21mm)","-","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118718&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118718-2.jpg,A126153CT-ND,2118718-2,TE Connectivity AMP Connectors,RF SHIELD 1.032"" X 1.032"" SMD,8405,0,"0.99000","0","1","Cut Tape (CT)","-","Active","Frame","0.200"" (5.08mm)","1.032"" (26.21mm)","1.032"" (26.21mm)","-","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118719&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118719-2.jpg,A126124-ND,2118719-2,TE Connectivity AMP Connectors,RF SHIELD 1.28"" X 1.28"" SMD,3009,0,"0.62000","0","1","Bulk","-","Active","Cover","0.079"" (2.00mm)","1.280"" (32.50mm)","1.280"" (32.50mm)","Vented","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118723&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118723-2.jpg,A126128-ND,2118723-2,TE Connectivity AMP Connectors,RF SHIELD 1.346"" X 1.47"" SMD,7845,0,"0.66000","0","1","Bulk","-","Active","Cover","0.079"" (2.00mm)","1.470"" (37.33mm)","1.346"" (34.18mm)","Vented","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118713&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118713-4.jpg,A126119-ND,2118713-4,TE Connectivity AMP Connectors,RF SHIELD 0.516"" X 0.554"" SMD,6390,0,"0.71000","0","1","Bulk","-","Active","Cover","0.079"" (2.00mm)","0.554"" (14.06mm)","0.516"" (13.10mm)","Vented","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118709&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118709-2.jpg,A126144TR-ND,2118709-2,TE Connectivity AMP Connectors,RF SHIELD 1.26"" X 1.26"" SMD 1PC,9628,0,"0.74711","0","166","Tape & Reel (TR)","-","Active","Cover","0.236"" (6.00mm)","1.260"" (32.00mm)","1.260"" (32.00mm)","Vented","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118709&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118709-2.jpg,A126144CT-ND,2118709-2,TE Connectivity AMP Connectors,RF SHIELD 1.26"" X 1.26"" SMD 1PC,9670,0,"1.10000","0","1","Cut Tape (CT)","-","Active","Cover","0.236"" (6.00mm)","1.260"" (32.00mm)","1.260"" (32.00mm)","Vented","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118720&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118720-2.jpg,A126154TR-ND,2118720-2,TE Connectivity AMP Connectors,RF SHIELD 1.26"" X 1.26"" SMD,6806,0,"0.74711","0","166","Tape & Reel (TR)","-","Active","Frame","0.236"" (6.00mm)","1.260"" (32.00mm)","1.260"" (32.00mm)","-","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118720&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118720-2.jpg,A126154CT-ND,2118720-2,TE Connectivity AMP Connectors,RF SHIELD 1.26"" X 1.26"" SMD,6895,0,"1.10000","0","1","Cut Tape (CT)","-","Active","Frame","0.236"" (6.00mm)","1.260"" (32.00mm)","1.260"" (32.00mm)","-","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118711&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118711-2.jpg,A126147TR-ND,2118711-2,TE Connectivity AMP Connectors,RF SHIELD 1.326"" X 1.45"" SMD 1PC,9300,0,"0.83247","0","186","Tape & Reel (TR)","-","Active","Cover","0.200"" (5.08mm)","1.450"" (36.83mm)","1.326"" (33.68mm)","Vented","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118711&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118711-2.jpg,A126147CT-ND,2118711-2,TE Connectivity AMP Connectors,RF SHIELD 1.326"" X 1.45"" SMD 1PC,9447,0,"1.22000","0","1","Cut Tape (CT)","-","Active","Cover","0.200"" (5.08mm)","1.450"" (36.83mm)","1.326"" (33.68mm)","Vented","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118724&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118724-2.jpg,A126156TR-ND,2118724-2,TE Connectivity AMP Connectors,RF SHIELD 1.326"" X 1.45"" SMD,7998,0,"0.83247","0","186","Tape & Reel (TR)","-","Active","Frame","0.200"" (5.08mm)","1.450"" (36.83mm)","1.326"" (33.68mm)","-","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118724&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118724-2.jpg,A126156CT-ND,2118724-2,TE Connectivity AMP Connectors,RF SHIELD 1.326"" X 1.45"" SMD,8162,0,"1.22000","0","1","Cut Tape (CT)","-","Active","Frame","0.200"" (5.08mm)","1.450"" (36.83mm)","1.326"" (33.68mm)","-","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118715&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118715-4.jpg,A126121-ND,2118715-4,TE Connectivity AMP Connectors,RF SHIELD 0.665"" X 0.665"" SMD,8975,0,"0.86000","0","1","Bulk","-","Active","Cover","0.079"" (2.00mm)","0.665"" (16.90mm)","0.665"" (16.90mm)","Vented","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118717&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118717-4.jpg,A126123-ND,2118717-4,TE Connectivity AMP Connectors,RF SHIELD 1.052"" X 1.052"" SMD,8999,0,"0.95000","0","1","-","-","Active","Cover","0.079"" (2.00mm)","1.052"" (26.71mm)","1.052"" (26.71mm)","Vent Holes in Pattern","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118727&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118727-4.jpg,A126133-ND,2118727-4,TE Connectivity AMP Connectors,RF SHIELD 0.752"" X 1.18"" SMD,4305,0,"0.95000","0","1","Bulk","-","Active","Cover","0.079"" (2.00mm)","1.180"" (29.96mm)","0.752"" (19.10mm)","Vented","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118710&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118710-2.jpg,A126117-ND,2118710-2,TE Connectivity AMP Connectors,RF SHIELD 1"" X 1.5"" SMD 1PC,9198,0,"1.01000","0","1","Bulk","-","Active","Cover","0.236"" (6.00mm)","1.500"" (38.10mm)","1.000"" (25.40mm)","Vented","Surface Mount"
https://katalog.we-online.de/pbs/datasheet/36103305S.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_36103205S.jpg,732-11654-2-ND,36103305S,Wurth Electronics Inc.,WE-SHC SHIELDING CABINET FRAME,1200,0,"1.02000","0","300","Tape & Reel (TR)","WE-SHC","Active","Frame","-","1.181"" (30.00mm)","-","-","Surface Mount"
https://katalog.we-online.de/pbs/datasheet/36103305S.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_36103205S.jpg,732-11654-1-ND,36103305S,Wurth Electronics Inc.,WE-SHC SHIELDING CABINET FRAME,1334,0,"1.28000","0","1","Cut Tape (CT)","*","Active","-","-","-","-","-","-"
https://katalog.we-online.de/pbs/datasheet/36103305S.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_36103205S.jpg,732-11654-6-ND,36103305S,Wurth Electronics Inc.,WE-SHC SHIELDING CABINET FRAME,1334,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118708&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118708-4.jpg,A126143TR-ND,2118708-4,TE Connectivity AMP Connectors,RF SHIELD 1.032""X1.032"" SMD 1PC,8960,0,"1.04550","0","280","Tape & Reel (TR)","-","Active","Cover","0.200"" (5.08mm)","1.032"" (26.21mm)","1.032"" (26.21mm)","Vented","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118708&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118708-4.jpg,A126143CT-ND,2118708-4,TE Connectivity AMP Connectors,RF SHIELD 1.032""X1.032"" SMD 1PC,9101,0,"1.67000","0","1","Cut Tape (CT)","-","Active","Cover","0.200"" (5.08mm)","1.032"" (26.21mm)","1.032"" (26.21mm)","Vented","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118721&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118721-4.jpg,A126127-ND,2118721-4,TE Connectivity AMP Connectors,RF SHIELD 1.02"" X 1.52"" SMD,8993,0,"1.19000","0","1","Bulk","-","Active","Cover","0.079"" (2.00mm)","1.520"" (38.60mm)","1.020"" (25.90mm)","Vented","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118719&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118719-4.jpg,A126125-ND,2118719-4,TE Connectivity AMP Connectors,RF SHIELD 1.28"" X 1.28"" SMD,8975,0,"1.25000","0","1","Bulk","-","Active","Cover","0.079"" (2.00mm)","1.280"" (32.50mm)","1.280"" (32.50mm)","Vented","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118723&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118723-4.jpg,A126129-ND,2118723-4,TE Connectivity AMP Connectors,RF SHIELD 1.346"" X 1.47"" SMD,8995,0,"1.40000","0","1","Bulk","-","Active","Cover","0.079"" (2.00mm)","1.470"" (37.33mm)","1.346"" (34.18mm)","Vented","Surface Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2118712&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2118712-2.jpg,A126149TR-ND,2118712-2,TE Connectivity AMP Connectors,RF SHIELD 1.747""X1.747"" SMD 1PC,8370,0,"1.45933","0","90","Tape & Reel (TR)","-","Active","Cover","0.384"" (9.75mm)","1.747"" (44.37mm)","1.747"" (44.37mm)","Vented","Surface Mount"
