Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Frequency","For Use With/Related Products","Supplied Contents"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/MFEV800.pdf,//media.digikey.com/photos/NXP%20Semi%20Photos/MFEV800HABM.JPG,568-3161-ND,"MFEV800/HAB,122",NXP USA Inc.,KIT EVAL MIFARE RFID,0,0,"Obsolete","0","1","MIFARE®","Obsolete","RFID Reader","13.56MHz","MFRD700","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Skyetek%20PDFs/M1-mini_Dev_Kit_Web.pdf,//media.digikey.com/photos/Skyetec%20Photos/DK-MN-00-HF-RC.JPG,753-1000-ND,DK-MN-00,Skyetek Inc,KIT DEV M1-MINI W/M1 AND M3 MOD,0,0,"Discontinued at Digi-Key","0","1","SkyeModule™ M1-Mini","Discontinued at Digi-Key","Read/Write","13.56MHz","SkyeModule™ M1 Mini Modules","Board(s), Cable(s), Power Supply, Accessories"
//media.digikey.com/pdf/Data%20Sheets/Skyetek%20PDFs/M2_Dev_Kit_(DKM2)_Web.pdf,//media.digikey.com/photos/Skyetec%20Photos/DK-M2-00-HF.JPG,753-1001-ND,DK-M2-00,Skyetek Inc,KIT DEV M2 W/M2 CF AND M2 MH MOD,0,0,"Discontinued at Digi-Key","0","1","SkyeModule™ M2","Discontinued at Digi-Key","Read/Write","13.56MHz","SkyeModule™ M2 Modules","Board(s), Cable(s), Power Supply, Accessories"
//media.digikey.com/pdf/Data Sheets/Skyetek PDFs/SkyeModule Item-Level Dev Kit.pdf,//media.digikey.com/photos/Skyetec%20Photos/DK-IL-00-00.JPG,753-1004-ND,DK-IL-00,Skyetek Inc,KIT DEV W/M2 CF AND M9 CF MOD,0,0,"Obsolete","0","1","SkyeModule™ M2, SkyeModule™ M9 CompactFlash","Obsolete","Read/Write","13.56MHz, 862MHz ~ 955MHz","SkyeModule™ M2 and M9 Modules","Board(s), Cable(s), Power Supply, Accessories"
-,//media.digikey.com/photos/Skyetec%20Photos/Skyetek%20Inc.-DK-M4-00-HF.jpg,753-1016-ND,DK-M4-MH-1.0,Skyetek Inc,KIT DEV M4 W/M4 MH MOD,0,0,"Discontinued at Digi-Key","0","1","SkyeModule™ M4","Discontinued at Digi-Key","Read/Write","13.56MHz","SkyeModule™ M4 Modules","Board(s), Cable(s), Power Supply, Accessories"
//media.digikey.com/pdf/Data%20Sheets/Skyetek%20PDFs/M1_DevKit_(DKM1)_Web.pdf,-,DK-M1-00-ND,DK-M1-00,Skyetek Inc,KIT DEV W/4 M1 MODULES (ALL TTL),0,0,"Discontinued at Digi-Key","0","1","SkyeModule™ M1","Discontinued at Digi-Key","RFID Reader","13.56MHz","SkyeModule™ M1 Modules","Board(s)"
-,//media.digikey.com/photos/Skyetec%20Photos/DK-M10-MH-UF.JPG,753-1023-ND,DK-MA-00,Skyetek Inc,KIT DEV M10 W/1 M10 MOD,0,0,"Obsolete","0","1","SkyeModule™ M10","Obsolete","Read/Write","860MHz ~ 960MHz","M10","Board(s), Cable(s), Power Supply, Accessories"
-,-,568-8605-ND,"OM5571/N5122S01,69",NXP USA Inc.,KIT DEMO PN512C1 2 BOARDS,0,0,"Obsolete","0","1","-","Obsolete","Near Field Communication (NFC)","13.56MHz","PN512","Board(s)"
-,//media.digikey.com/photos/NXP%20Semi%20Photos/OM5588^N5331U01.JPG,"OM5588/N5331U01,69-ND","OM5588/N5331U01,69",NXP USA Inc.,KIT DEMO PN533/C207,0,0,"Active","0","0","-","Active","Near Field Communication (NFC)","13.56MHz","PN533","Board(s), Cable(s)"
-,-,EVBMPXY8300A3-ND,EVBMPXY8300A3,NXP USA Inc.,BOARD EVAL 125KHZ TRANSMIT,0,0,"Obsolete","0","1","-","Obsolete","RFID Reader","125kHz","-","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/NFC_Forum_Type_Tags.pdf,-,568-8608-ND,"OM5593/MF1S70,699",NXP USA Inc.,DEMO MIFARE 4K 5 TAGS MF1S70,0,0,"Obsolete","0","4","-","Obsolete","Mifare 4K","-","-","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/NFC_Forum_Type_Tags.pdf,-,"OM5594/MF3D40,699-ND","OM5594/MF3D40,699",NXP USA Inc.,MIFARE DESFIRE 5 TAGS MF3D40,0,0,"Obsolete","0","4","-","Obsolete","Mifare 4K","-","-","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/NFC_Forum_Type_Tags.pdf,"//media.digikey.com/Photos/NXP%20Semi%20Photos/OM5595,699.JPG",568-8609-ND,"OM5595,699",NXP USA Inc.,DEMO MIFARE 4 TAG SETS,0,0,"Obsolete","0","2","-","Obsolete","Near Field Communication (NFC)","-","-","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Skyetek%20PDFs/SR70_Dev_Kit_web.pdf,//media.digikey.com/Photos/Skyetec%20Photos/DK-SR70-00-UHF-00-00.jpg,DK-SR70-00-UHF-00-00-ND,DK-S7-00-1.0,Skyetek Inc,SKYEREADER DEVELOPMENT KIT,0,0,"Discontinued at Digi-Key","0","1","SkyeModule™ SR70","Discontinued at Digi-Key","RFID Reader","902MHz ~ 928MHz","SkyReader SR70","Board(s)"
-,"//media.digikey.com/photos/NXP%20Semi%20Photos/OM5597%5ERD2612,699.jpg",568-9602-ND,"OM5597/RD2612,699",NXP USA Inc.,KIT REF DESIGN POS NFC CTLR,0,0,"Obsolete","0","1","-","Obsolete","Near Field Communication (NFC)","13.56MHz","PN512","Board(s)"
-,//media.digikey.com/Photos/NXP%20Semi%20Photos/MFG_CLEV663B.jpg,568-9829-ND,"CLEV663B,699",NXP USA Inc.,EVAL READER BLUEBOARD CLRC663,0,0,"Obsolete","0","1","-","Obsolete","RFID Reader","13.56MHz","CLRC663","Board(s)"
https://www.nxp.com/docs/en/data-sheet/MFRC630.pdf,"//media.digikey.com/Photos/NXP%20Semi%20Photos/MFEV630B,699.jpg",568-9827-ND,"MFEV630B,699",NXP USA Inc.,EVAL READER BLUEBOARD MFRC630,0,0,"Obsolete","0","1","-","Obsolete","RFID Reader","13.56MHz","MFRC630","Board(s)"
https://www.nxp.com/docs/en/data-sheet/SLRC610.pdf,"//media.digikey.com/Photos/NXP%20Semi%20Photos/SLEV610B,699.jpg",568-9824-ND,"SLEV610B,699",NXP USA Inc.,EVAL READER BLUEBOARD SLRC610,0,0,"Obsolete","0","1","-","Obsolete","RFID Reader","13.56MHz","SLRC610","Board(s)"
-,"//media.digikey.com/Photos/NXP%20Semi%20Photos/PNEV512,699.JPG",568-9828-ND,"PNEV512,699",NXP USA Inc.,BOARD EVAL NFC PN512,0,0,"Obsolete","0","1","-","Obsolete","Near Field Communication (NFC)","13.56MHz","PN512","Board(s)"
-,//media.digikey.com/Photos/NXP%20Semi%20Photos/MFG_PREV533D.JPG,568-9825-ND,"PREV533D,699",NXP USA Inc.,BOARD EVAL NFC PR533,0,0,"Active","0","1","-","Active","Near Field Communication (NFC)","13.56MHz","PR533","Board(s)"
-,//media.digikey.com/Photos/Skyetec%20Photos/EV-GM-00.jpg,753-1024-ND,EV-GM-00,Skyetek Inc,GEMINI RFID/NFC MODULE EVAL KIT,0,0,"Discontinued at Digi-Key","0","1","SkyeModule™ Gemini","Discontinued at Digi-Key","Read/Write","13.56MHz","SM-GM-UB SkyeModule™ Gemini Modules","Board(s), Cable(s), Accessories"
-,//media.digikey.com/Photos/Skyetec%20Photos/DK-GM-00.jpg,753-1025-ND,DK-GM-00,Skyetek Inc,GEMINI RFID/NFC MODULE DEV KIT,0,0,"Discontinued at Digi-Key","0","1","SkyeModule™ Gemini","Discontinued at Digi-Key","Read/Write","13.56MHz","SM-GM-UB SkyeModule™ Gemini Modules","Board(s), Cable(s), Power Supply, Accessories"
-,-,568-11535-ND,"PTEV501B,699",NXP USA Inc.,BOARD NFC P-P UNIV CARD EMU,0,0,"Obsolete","0","1","-","Obsolete","Near Field Communication (NFC)","13.56MHz","PT501","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Skyetek%20PDFs/SkyeModule%20Nova%20Brochure.pdf,//media.digikey.com/Photos/Skyetec%20Photos/EV-NV-00.jpg,753-1028-ND,EV-NV-00,Skyetek Inc,EVAL KIT FOR NOVA UHF RFID,0,0,"Discontinued at Digi-Key","0","1","SkyeModule™ Nova","Discontinued at Digi-Key","Read/Write","860MHz ~ 960MHz","SkyeModule™ Nova Modules","Board(s), Cable(s), Accessories"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/PREV601_QSG.pdf,"//media.digikey.com/Photos/NXP%20Semi%20Photos/PREV601M01,699.jpg",568-11622-ND,"PREV601M/01,699",NXP USA Inc.,EVAL BOARD FOR PR601,0,0,"Obsolete","0","1","-","Obsolete","Near Field Communication (NFC)","13.56MHz","PR601","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/NT3H1101_NT3H1201_DS.pdf,"//media.digikey.com/Photos/NXP%20Semi%20Photos/MFG_OM5569%5ENT312D,699.jpg",568-11717-ND,"OM5569/NT312D,699",NXP USA Inc.,DEMO BOARD NTAG I2C,0,0,"Obsolete","0","1","-","Obsolete","Near Field Communication (NFC)","13.56MHz","NT3H1101","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Skyetek%20PDFs/SuperNova_Br.pdf,//media.digikey.com/Photos/Skyetec%20Photos/EV-SN-00.jpg,753-1031-ND,EV-SN-00,Skyetek Inc,EVAL KIT SUPERNOVA UHF RFID,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Read/Write","865MHz ~ 928MHz","SuperNova","Board(s), Cable(s), Accessories"
//media.digikey.com/pdf/Data%20Sheets/Skyetek%20PDFs/novadatasheet-prelim.pdf,-,DK-NV-00-ND,DK-NV-00,Skyetek Inc,NOVA DEVELOPER KIT,0,0,"Discontinued at Digi-Key","0","1","SkyeModule™ Nova","Discontinued at Digi-Key","Read/Write","-","SkyeModule™ Nova Modules","Board(s)"
-,-,DK-S7-00-ND,DK-S7-00,Skyetek Inc,SR70 DEVELOPER KIT,0,0,"Discontinued at Digi-Key","0","1","SkyeModule™ SR70","Discontinued at Digi-Key","Read/Write","-","SkyeModule™ SR70 Modules","Board(s)"
-,-,EK-S7-00-ND,EK-S7-00,Skyetek Inc,SR70 EVALUATION KIT,0,0,"Discontinued at Digi-Key","0","1","SkyeModule™ SR70","Discontinued at Digi-Key","Read/Write","-","SkyeModule™ SR70 Modules","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/114990147_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_114990147.jpg,114990147-ND,114990147,"Seeed Technology Co., Ltd",MICRONFCBOARD,0,0,"Obsolete","0","1","-","Obsolete","Near Field Communication (NFC)","-","LPC11U34","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/PN7462_QSG.pdf,//media.digikey.com/Photos/NXP%20Semi%20Photos/MFG_PNEV7462B.jpg,568-12951-ND,PNEV7462BM,NXP USA Inc.,EVAL BOARD FOR PN7462,0,0,"Obsolete","0","1","-","Obsolete","Near Field Communication (NFC)","-","PN7462","Board(s)"
https://www.nxp.com/docs/en/application-note/AN11281.pdf,-,PREV601M-ND,PREV601M,NXP USA Inc.,EVAL BOARD FOR PRH601,0,0,"Obsolete","0","1","-","Obsolete","Near Field Communication (NFC)","13.56MHz","PRH601","Board(s)"
-,-,PREV601M/01M-ND,PREV601M/01M,NXP USA Inc.,BOARD EV B READER FOR PRH601,0,0,"Obsolete","0","1","-","Obsolete","Near Field Communication (NFC)","13.56MHz","PRH601","Board(s)"
-,-,NTAGFCL6M-ND,NTAGFCL6M,NXP USA Inc.,NFC DEV TOOL,0,0,"Obsolete","0","1","-","Obsolete","RFID Reader","-","-","Board(s)"
