Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Frequency","P1dB","Gain","Noise Figure","RF Type","Voltage - Supply","Current - Supply","Test Frequency","Package / Case","Supplier Device Package"
https://www.infineon.com/dgdl/BGA725L6_V2+0.pdf?folderId=db3a30431f848401011fcbf2ab4c04c4&fileId=db3a30433784a0400137ef9a4d341f23,//media.digikey.com/Renders/Fairchild%20Semi%20Renders/6-MicroPak.jpg,BGA725L6E6327FTSA1TR-ND,BGA725L6E6327FTSA1,Infineon Technologies,IC AMP GPS 1.55-1.615GHZ TSLP6-2,60000,0,"0.13770","0","15000","Tape & Reel (TR)","-","Active","1.55GHz ~ 1.615GHz","-16dBm","20dB","0.65dB","GPS/GNSS","1.5V ~ 3.6V","3.6mA","-","6-XFDFN","TSLP-6-2"
https://www.infineon.com/dgdl/BGA725L6_V2+0.pdf?folderId=db3a30431f848401011fcbf2ab4c04c4&fileId=db3a30433784a0400137ef9a4d341f23,//media.digikey.com/Renders/Fairchild%20Semi%20Renders/6-MicroPak.jpg,BGA725L6E6327FTSA1CT-ND,BGA725L6E6327FTSA1,Infineon Technologies,IC AMP GPS 1.55-1.615GHZ TSLP6-2,84387,0,"0.40000","0","1","Cut Tape (CT)","-","Active","1.55GHz ~ 1.615GHz","-16dBm","20dB","0.65dB","GPS/GNSS","1.5V ~ 3.6V","3.6mA","-","6-XFDFN","TSLP-6-2"
https://www.infineon.com/dgdl/BGA725L6_V2+0.pdf?folderId=db3a30431f848401011fcbf2ab4c04c4&fileId=db3a30433784a0400137ef9a4d341f23,//media.digikey.com/Renders/Fairchild%20Semi%20Renders/6-MicroPak.jpg,BGA725L6E6327FTSA1DKR-ND,BGA725L6E6327FTSA1,Infineon Technologies,IC AMP GPS 1.55-1.615GHZ TSLP6-2,84387,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","1.55GHz ~ 1.615GHz","-16dBm","20dB","0.65dB","GPS/GNSS","1.5V ~ 3.6V","3.6mA","-","6-XFDFN","TSLP-6-2"
https://www.infineon.com/dgdl/bga420.pdf?folderId=db3a30431441fb5d0114b654e6581730&fileId=db3a304314dca3890115418cec781637,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-343%20PKG.jpg,BGA420H6327XTSA1TR-ND,BGA420H6327XTSA1,Infineon Technologies,IC RF AMP GP 0HZ-3GHZ SOT343-4,9000,0,"0.32102","0","3000","Tape & Reel (TR)","-","Active","0Hz ~ 3GHz","-2.5dBm","13dB","2.3dB","General Purpose","3V ~ 6V","6.7mA","1GHz","SC-82A, SOT-343","PG-SOT343-4"
https://www.infineon.com/dgdl/bga420.pdf?folderId=db3a30431441fb5d0114b654e6581730&fileId=db3a304314dca3890115418cec781637,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-343%20PKG.jpg,BGA420H6327XTSA1CT-ND,BGA420H6327XTSA1,Infineon Technologies,IC RF AMP GP 0HZ-3GHZ SOT343-4,10873,0,"0.84000","0","1","Cut Tape (CT)","-","Active","0Hz ~ 3GHz","-2.5dBm","13dB","2.3dB","General Purpose","3V ~ 6V","6.7mA","1GHz","SC-82A, SOT-343","PG-SOT343-4"
https://www.infineon.com/dgdl/bga420.pdf?folderId=db3a30431441fb5d0114b654e6581730&fileId=db3a304314dca3890115418cec781637,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-343%20PKG.jpg,BGA420H6327XTSA1DKR-ND,BGA420H6327XTSA1,Infineon Technologies,IC RF AMP GP 0HZ-3GHZ SOT343-4,10873,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","0Hz ~ 3GHz","-2.5dBm","13dB","2.3dB","General Purpose","3V ~ 6V","6.7mA","1GHz","SC-82A, SOT-343","PG-SOT343-4"
https://www.infineon.com/dgdl/Infineon-BGB741L7ESD-DS-v03_00-EN.pdf?fileId=5546d46265f064ff016638972c994ed7,//media.digikey.com/Renders/Infineon%20Renders/TSLP-7.jpg,BGB741L7ESDE6327XTSA1TR-ND,BGB741L7ESDE6327XTSA1,Infineon Technologies,IC AMP CELL 50MHZ-5.5GHZ TSLP7-1,30000,0,"0.40991","0","7500","Tape & Reel (TR)","-","Active","50MHz ~ 5.5GHz","-6.5dBm","19.5dB","1dB","Cellular, RKE, WiFi","1.8V ~ 4V","30mA","1.5GHz","6-XFDFN Exposed Pad","TSLP-7-1"
https://www.infineon.com/dgdl/Infineon-BGB741L7ESD-DS-v03_00-EN.pdf?fileId=5546d46265f064ff016638972c994ed7,//media.digikey.com/Renders/Infineon%20Renders/TSLP-7.jpg,BGB741L7ESDE6327XTSA1CT-ND,BGB741L7ESDE6327XTSA1,Infineon Technologies,IC AMP CELL 50MHZ-5.5GHZ TSLP7-1,35357,0,"1.13000","0","1","Cut Tape (CT)","-","Active","50MHz ~ 5.5GHz","-6.5dBm","19.5dB","1dB","Cellular, RKE, WiFi","1.8V ~ 4V","30mA","1.5GHz","6-XFDFN Exposed Pad","TSLP-7-1"
https://www.infineon.com/dgdl/Infineon-BGB741L7ESD-DS-v03_00-EN.pdf?fileId=5546d46265f064ff016638972c994ed7,//media.digikey.com/Renders/Infineon%20Renders/TSLP-7.jpg,BGB741L7ESDE6327XTSA1DKR-ND,BGB741L7ESDE6327XTSA1,Infineon Technologies,IC AMP CELL 50MHZ-5.5GHZ TSLP7-1,35357,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","50MHz ~ 5.5GHz","-6.5dBm","19.5dB","1dB","Cellular, RKE, WiFi","1.8V ~ 4V","30mA","1.5GHz","6-XFDFN Exposed Pad","TSLP-7-1"
https://www.infineon.com/dgdl/BGA715N7.pdf?folderId=db3a30431f848401011fcbf2ab4c04c4&fileId=db3a30433db6f09f013dcae19fc754fb,//media.digikey.com/Renders/Infineon%20Renders/BGA715N7E6327XTSA2.jpg,BGA715N7E6327XTSA2TR-ND,BGA715N7E6327XTSA2,Infineon Technologies,IC AMP GPS 1.55-1.615GHZ TSNP7-1,15000,0,"0.51537","0","7500","Tape & Reel (TR)","-","Active","1.55GHz ~ 1.615GHz","-","20dB","0.7dB","GPS/GNSS","1.5V ~ 3.3V","3.3mA","1.575GHz","6-XFDFN Exposed Pad","TSNP-7-1"
https://www.infineon.com/dgdl/BGA715N7.pdf?folderId=db3a30431f848401011fcbf2ab4c04c4&fileId=db3a30433db6f09f013dcae19fc754fb,//media.digikey.com/Renders/Infineon%20Renders/BGA715N7E6327XTSA2.jpg,BGA715N7E6327XTSA2CT-ND,BGA715N7E6327XTSA2,Infineon Technologies,IC AMP GPS 1.55-1.615GHZ TSNP7-1,22395,0,"1.42000","0","1","Cut Tape (CT)","-","Active","1.55GHz ~ 1.615GHz","-","20dB","0.7dB","GPS/GNSS","1.5V ~ 3.3V","3.3mA","1.575GHz","6-XFDFN Exposed Pad","TSNP-7-1"
https://www.infineon.com/dgdl/BGA715N7.pdf?folderId=db3a30431f848401011fcbf2ab4c04c4&fileId=db3a30433db6f09f013dcae19fc754fb,//media.digikey.com/Renders/Infineon%20Renders/BGA715N7E6327XTSA2.jpg,BGA715N7E6327XTSA2DKR-ND,BGA715N7E6327XTSA2,Infineon Technologies,IC AMP GPS 1.55-1.615GHZ TSNP7-1,22395,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","1.55GHz ~ 1.615GHz","-","20dB","0.7dB","GPS/GNSS","1.5V ~ 3.3V","3.3mA","1.575GHz","6-XFDFN Exposed Pad","TSNP-7-1"
http://www.njr.com/semicon/PDF/NJG1159PHH_E.pdf,//media.digikey.com/Renders/NJR%20Renders/NJG1159PHH-TE1.jpg,NJG1159PHH-TE1TR-ND,NJG1159PHH-TE1,NJR Corporation/NJRC,IC AMP GALIL 1.575/1.602GHZ MOD,9000,0,"0.59290","0","3000","Tape & Reel (TR)","-","Active","1.575GHz, 1.602GHz","-","16dB","1.7dB","Galileo, GLONASS, GPS","1.5V ~ 3.3V","3.7mA","-","Module","Module"
http://www.njr.com/semicon/PDF/NJG1159PHH_E.pdf,//media.digikey.com/Renders/NJR%20Renders/NJG1159PHH-TE1.jpg,NJG1159PHH-TE1CT-ND,NJG1159PHH-TE1,NJR Corporation/NJRC,IC AMP GALIL 1.575/1.602GHZ MOD,12287,0,"1.56000","0","1","Cut Tape (CT)","-","Active","1.575GHz, 1.602GHz","-","16dB","1.7dB","Galileo, GLONASS, GPS","1.5V ~ 3.3V","3.7mA","-","Module","Module"
http://www.njr.com/semicon/PDF/NJG1159PHH_E.pdf,//media.digikey.com/Renders/NJR%20Renders/NJG1159PHH-TE1.jpg,NJG1159PHH-TE1DKR-ND,NJG1159PHH-TE1,NJR Corporation/NJRC,IC AMP GALIL 1.575/1.602GHZ MOD,12287,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","1.575GHz, 1.602GHz","-","16dB","1.7dB","Galileo, GLONASS, GPS","1.5V ~ 3.3V","3.7mA","-","Module","Module"
http://www.skyworksinc.com/uploads/documents/SKY65715_81_PS_203449B.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-6MCM-.8-1.7x2.3;-;-6.jpg,863-1669-2-ND,SKY65715-81,Skyworks Solutions Inc.,IC RF AMP GPS 1.575GHZ 6MCM,10000,0,"0.63625","0","10000","Tape & Reel (TR)","-","Active","1.575GHz","-","16.5dB","1.9dB","GPS","1.8V ~ 3.6V","-","1.575GHz","6-SMD Module","6-MCM (1.7x2.3)"
http://www.skyworksinc.com/uploads/documents/SKY65715_81_PS_203449B.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-6MCM-.8-1.7x2.3;-;-6.jpg,863-1669-1-ND,SKY65715-81,Skyworks Solutions Inc.,IC RF AMP GPS 1.575GHZ 6MCM,22371,0,"1.66000","0","1","Cut Tape (CT)","-","Active","1.575GHz","-","16.5dB","1.9dB","GPS","1.8V ~ 3.6V","-","1.575GHz","6-SMD Module","6-MCM (1.7x2.3)"
http://www.skyworksinc.com/uploads/documents/SKY65715_81_PS_203449B.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-6MCM-.8-1.7x2.3;-;-6.jpg,863-1669-6-ND,SKY65715-81,Skyworks Solutions Inc.,IC RF AMP GPS 1.575GHZ 6MCM,22371,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","1.575GHz","-","16.5dB","1.9dB","GPS","1.8V ~ 3.6V","-","1.575GHz","6-SMD Module","6-MCM (1.7x2.3)"
http://www.njr.com/semicon/PDF/NJG1157PCD_E.pdf,//media.digikey.com/Photos/NJR%20Photos/MFG_HFFP10-CD-Pkg.jpg,NJG1157PCD-TE1TR-ND,NJG1157PCD-TE1,NJR Corporation/NJRC,IC AMP GPS 1.575GHZ 1.602GHZ MOD,6000,0,"0.64288","0","3000","Tape & Reel (TR)","-","Active","1.575GHz, 1.602GHz","-","18.5dB","1.7dB","GPS","1.5V ~ 3.3V","3.3mA","-","Module","Module"
http://www.njr.com/semicon/PDF/NJG1157PCD_E.pdf,//media.digikey.com/Photos/NJR%20Photos/MFG_HFFP10-CD-Pkg.jpg,NJG1157PCD-TE1CT-ND,NJG1157PCD-TE1,NJR Corporation/NJRC,IC AMP GPS 1.575GHZ 1.602GHZ MOD,8125,0,"1.69000","0","1","Cut Tape (CT)","-","Active","1.575GHz, 1.602GHz","-","18.5dB","1.7dB","GPS","1.5V ~ 3.3V","3.3mA","-","Module","Module"
http://www.njr.com/semicon/PDF/NJG1157PCD_E.pdf,//media.digikey.com/Photos/NJR%20Photos/MFG_HFFP10-CD-Pkg.jpg,NJG1157PCD-TE1DKR-ND,NJG1157PCD-TE1,NJR Corporation/NJRC,IC AMP GPS 1.575GHZ 1.602GHZ MOD,8125,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","1.575GHz, 1.602GHz","-","18.5dB","1.7dB","GPS","1.5V ~ 3.3V","3.3mA","-","Module","Module"
http://cdn.macom.com/datasheets/MAAL-007304.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-6%20PKG.jpg,1465-1254-2-ND,MAAL-007304-TR3000,M/A-Com Technology Solutions,IC RF AMP GP 500MHZ-3GHZ SOT26,15000,0,"0.81000","0","3000","Tape & Reel (TR)","-","Active","500MHz ~ 3GHz","-","25.5dB","0.7dB","General Purpose","3V ~ 5V","11.5mA","-","SOT-23-6","SOT-26"
http://cdn.macom.com/datasheets/MAAL-007304.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-6%20PKG.jpg,1465-1254-1-ND,MAAL-007304-TR3000,M/A-Com Technology Solutions,IC RF AMP GP 500MHZ-3GHZ SOT26,15762,0,"1.95000","0","1","Cut Tape (CT)","-","Active","500MHz ~ 3GHz","-","25.5dB","0.7dB","General Purpose","3V ~ 5V","11.5mA","-","SOT-23-6","SOT-26"
http://cdn.macom.com/datasheets/MAAL-007304.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-6%20PKG.jpg,1465-1254-6-ND,MAAL-007304-TR3000,M/A-Com Technology Solutions,IC RF AMP GP 500MHZ-3GHZ SOT26,15762,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","500MHz ~ 3GHz","-","25.5dB","0.7dB","General Purpose","3V ~ 5V","11.5mA","-","SOT-23-6","SOT-26"
https://datasheets.maximintegrated.com/en/ds/MAX2634.pdf,//media.digikey.com/renders/Maxim%20Renders/SC70-6_21-0077G.jpg,MAX2634AXT+TTR-ND,MAX2634AXT+T,Maxim Integrated,IC AMP RKE 315MHZ 433MHZ SC70-6,7500,0,"0.82350","0","2500","Tape & Reel (TR)","-","Active","315MHz, 433MHz","-29dbm","15.5dB","1.25dB","RKE, Access Control","2.2V ~ 5.5V","2.5mA","315MHz","6-TSSOP, SC-88, SOT-363","SC-70-6"
https://datasheets.maximintegrated.com/en/ds/MAX2634.pdf,//media.digikey.com/renders/Maxim%20Renders/SC70-6_21-0077G.jpg,MAX2634AXT+TCT-ND,MAX2634AXT+T,Maxim Integrated,IC AMP RKE 315MHZ 433MHZ SC70-6,9535,0,"1.99000","0","1","Cut Tape (CT)","-","Active","315MHz, 433MHz","-29dbm","15.5dB","1.25dB","RKE, Access Control","2.2V ~ 5.5V","2.5mA","315MHz","6-TSSOP, SC-88, SOT-363","SC-70-6"
https://datasheets.maximintegrated.com/en/ds/MAX2634.pdf,//media.digikey.com/renders/Maxim%20Renders/SC70-6_21-0077G.jpg,MAX2634AXT+TDKR-ND,MAX2634AXT+T,Maxim Integrated,IC AMP RKE 315MHZ 433MHZ SC70-6,9535,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","315MHz, 433MHz","-29dbm","15.5dB","1.25dB","RKE, Access Control","2.2V ~ 5.5V","2.5mA","315MHz","6-TSSOP, SC-88, SOT-363","SC-70-6"
http://cdn.macom.com/datasheets/MAALSS0042.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,1465-1264-2-ND,MAALSS0042TR-3000,M/A-Com Technology Solutions,IC RF AMP GP 1.575GHZ 8SOIC,3000,93000,"1.03950","0","3000","Tape & Reel (TR)","-","Active","1.575GHz","1dBm","27dB","1.15dB","General Purpose","5V","20mA","-","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://cdn.macom.com/datasheets/MAALSS0042.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,1465-1264-1-ND,MAALSS0042TR-3000,M/A-Com Technology Solutions,IC RF AMP GP 1.575GHZ 8SOIC,3100,95596,"2.51000","0","1","Cut Tape (CT)","-","Active","1.575GHz","1dBm","27dB","1.15dB","General Purpose","5V","20mA","-","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://cdn.macom.com/datasheets/MAALSS0042.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,1465-1264-6-ND,MAALSS0042TR-3000,M/A-Com Technology Solutions,IC RF AMP GP 1.575GHZ 8SOIC,3100,95596,"Digi-Reel","0","1","Digi-Reel®","-","Active","1.575GHz","1dBm","27dB","1.15dB","General Purpose","5V","20mA","-","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.skyworksinc.com/uploads/documents/SE2433T_202411F.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-12QFN-.60-2.5x2;-;-12.jpg,863-1770-2-ND,SE2433T-R,Skyworks Solutions Inc.,IC RF AMP ISM 2.4GHZ 12QFN,54000,0,"1.07460","0","3000","Tape & Reel (TR)","-","Active","2.4GHz ~ 2.48GHz","-","22dB","-","ISM","2V ~ 3.6V","50mA ~ 100mA","2.4GHz","12-UFQFN Exposed Pad","12-QFN (2.5x2)"
http://www.skyworksinc.com/uploads/documents/SE2433T_202411F.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-12QFN-.60-2.5x2;-;-12.jpg,863-1770-1-ND,SE2433T-R,Skyworks Solutions Inc.,IC RF AMP ISM 2.4GHZ 12QFN,55308,0,"2.59000","0","1","Cut Tape (CT)","-","Active","2.4GHz ~ 2.48GHz","-","22dB","-","ISM","2V ~ 3.6V","50mA ~ 100mA","2.4GHz","12-UFQFN Exposed Pad","12-QFN (2.5x2)"
http://www.skyworksinc.com/uploads/documents/SE2433T_202411F.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-12QFN-.60-2.5x2;-;-12.jpg,863-1770-6-ND,SE2433T-R,Skyworks Solutions Inc.,IC RF AMP ISM 2.4GHZ 12QFN,55308,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","2.4GHz ~ 2.48GHz","-","22dB","-","ISM","2V ~ 3.6V","50mA ~ 100mA","2.4GHz","12-UFQFN Exposed Pad","12-QFN (2.5x2)"
http://www.skyworksinc.com/uploads/documents/SKY65013_70LF_200360G.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SKY65015-70LF.jpg,863-1773-2-ND,SKY65013-70LF,Skyworks Solutions Inc.,IC AMP WIMAX 100MHZ-7GHZ SOT89,3000,0,"1.11274","0","3000","Tape & Reel (TR)","-","Active","100MHz ~ 7GHz","12.5dBm","12.5dB","5.5dB","WiMax, WLAN","3.5V","120mA","7GHz","TO-243AA","SOT-89"
http://www.skyworksinc.com/uploads/documents/SKY65013_70LF_200360G.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SKY65015-70LF.jpg,863-1773-1-ND,SKY65013-70LF,Skyworks Solutions Inc.,IC AMP WIMAX 100MHZ-7GHZ SOT89,4198,0,"2.68000","0","1","Cut Tape (CT)","-","Active","100MHz ~ 7GHz","12.5dBm","12.5dB","5.5dB","WiMax, WLAN","3.5V","120mA","7GHz","TO-243AA","SOT-89"
http://www.skyworksinc.com/uploads/documents/SKY65013_70LF_200360G.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SKY65015-70LF.jpg,863-1773-6-ND,SKY65013-70LF,Skyworks Solutions Inc.,IC AMP WIMAX 100MHZ-7GHZ SOT89,4198,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","100MHz ~ 7GHz","12.5dBm","12.5dB","5.5dB","WiMax, WLAN","3.5V","120mA","7GHz","TO-243AA","SOT-89"
http://cdn.macom.com/datasheets/MAAL-010704.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-363%20PKG.jpg,1465-1261-2-ND,MAAL-010704-TR3000,M/A-Com Technology Solutions,IC AMP GP 100MHZ-3.5GHZ SC70-6,15000,366000,"1.33000","0","3000","Tape & Reel (TR)","-","Active","100MHz ~ 3.5GHz","22.2dBm","16dB","0.8dB","General Purpose","3V ~ 5V","60mA","-","6-TSSOP, SC-88, SOT-363","SC-70-6 (SOT-363)"
http://cdn.macom.com/datasheets/MAAL-010704.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-363%20PKG.jpg,1465-1261-1-ND,MAAL-010704-TR3000,M/A-Com Technology Solutions,IC AMP GP 100MHZ-3.5GHZ SC70-6,18330,368096,"2.94000","0","1","Cut Tape (CT)","-","Active","100MHz ~ 3.5GHz","22.2dBm","16dB","0.8dB","General Purpose","3V ~ 5V","60mA","-","6-TSSOP, SC-88, SOT-363","SC-70-6 (SOT-363)"
http://cdn.macom.com/datasheets/MAAL-010704.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-363%20PKG.jpg,1465-1261-6-ND,MAAL-010704-TR3000,M/A-Com Technology Solutions,IC AMP GP 100MHZ-3.5GHZ SC70-6,18330,368096,"Digi-Reel","0","1","Digi-Reel®","-","Active","100MHz ~ 3.5GHz","22.2dBm","16dB","0.8dB","General Purpose","3V ~ 5V","60mA","-","6-TSSOP, SC-88, SOT-363","SC-70-6 (SOT-363)"
http://www.skyworksinc.com/uploads/documents/SKY65014_70LF_200358G.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SKY65015-70LF.jpg,863-1774-2-ND,SKY65014-70LF,Skyworks Solutions Inc.,IC RF AMP DBS 100MHZ-6GHZ SOT89,3000,0,"1.35959","0","1000","Tape & Reel (TR)","-","Active","100MHz ~ 6GHz","18dBm","16dB","4.8dB","DBS, HLAN, WLAN","4.2V ~ 5V","120mA","7GHz","TO-243AA","SOT-89"
http://www.skyworksinc.com/uploads/documents/SKY65014_70LF_200358G.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SKY65015-70LF.jpg,863-1774-1-ND,SKY65014-70LF,Skyworks Solutions Inc.,IC RF AMP DBS 100MHZ-6GHZ SOT89,3868,0,"3.05000","0","1","Cut Tape (CT)","-","Active","100MHz ~ 6GHz","18dBm","16dB","4.8dB","DBS, HLAN, WLAN","4.2V ~ 5V","120mA","7GHz","TO-243AA","SOT-89"
http://www.skyworksinc.com/uploads/documents/SKY65014_70LF_200358G.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SKY65015-70LF.jpg,863-1774-6-ND,SKY65014-70LF,Skyworks Solutions Inc.,IC RF AMP DBS 100MHZ-6GHZ SOT89,3868,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","100MHz ~ 6GHz","18dBm","16dB","4.8dB","DBS, HLAN, WLAN","4.2V ~ 5V","120mA","7GHz","TO-243AA","SOT-89"
http://www.skyworksinc.com/uploads/documents/SKY65017_70LF_200528I.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SKY65015-70LF.jpg,863-1063-2-ND,SKY65017-70LF,Skyworks Solutions Inc.,IC AMP DBS 100MHZ-6GHZ SOT89-3,9000,0,"1.42722","0","3000","Tape & Reel (TR)","-","Active","100MHz ~ 6GHz","20dBm","20dB","5dB","DBS, HLAN, WLAN","4.5V ~ 5.5V","120mA","2GHz","TO-243AA","SOT-89-3"
http://www.skyworksinc.com/uploads/documents/SKY65017_70LF_200528I.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SKY65015-70LF.jpg,863-1063-1-ND,SKY65017-70LF,Skyworks Solutions Inc.,IC AMP DBS 100MHZ-6GHZ SOT89-3,10702,0,"3.15000","0","1","Cut Tape (CT)","-","Active","100MHz ~ 6GHz","20dBm","20dB","5dB","DBS, HLAN, WLAN","4.5V ~ 5.5V","120mA","2GHz","TO-243AA","SOT-89-3"
http://www.skyworksinc.com/uploads/documents/SKY65017_70LF_200528I.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SKY65015-70LF.jpg,863-1063-6-ND,SKY65017-70LF,Skyworks Solutions Inc.,IC AMP DBS 100MHZ-6GHZ SOT89-3,10702,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","100MHz ~ 6GHz","20dBm","20dB","5dB","DBS, HLAN, WLAN","4.5V ~ 5.5V","120mA","2GHz","TO-243AA","SOT-89-3"
http://www.skyworksinc.com/uploads/documents/SKY65015_70LF_200356I.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SKY65015-70LF.jpg,863-1062-2-ND,SKY65015-70LF,Skyworks Solutions Inc.,IC AMP DBS 100MHZ-6GHZ SOT89-3,9000,0,"1.43405","0","1000","Tape & Reel (TR)","-","Active","100MHz ~ 6GHz","17dBm","18dB","4.2dB","DBS, HLAN, WLAN","5V","120mA","2GHz","TO-243AA","SOT-89-3"
http://www.skyworksinc.com/uploads/documents/SKY65015_70LF_200356I.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SKY65015-70LF.jpg,863-1062-1-ND,SKY65015-70LF,Skyworks Solutions Inc.,IC AMP DBS 100MHZ-6GHZ SOT89-3,9118,0,"2.91000","0","1","Cut Tape (CT)","-","Active","100MHz ~ 6GHz","17dBm","18dB","4.2dB","DBS, HLAN, WLAN","5V","120mA","2GHz","TO-243AA","SOT-89-3"
http://www.skyworksinc.com/uploads/documents/SKY65015_70LF_200356I.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SKY65015-70LF.jpg,863-1062-6-ND,SKY65015-70LF,Skyworks Solutions Inc.,IC AMP DBS 100MHZ-6GHZ SOT89-3,9118,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","100MHz ~ 6GHz","17dBm","18dB","4.2dB","DBS, HLAN, WLAN","5V","120mA","2GHz","TO-243AA","SOT-89-3"
http://www.skyworksinc.com/uploads/documents/SE5003L_202392B.pdf,//media.digikey.com/Renders/Allegro%20Microsystems%20Renders/20-VFQFN.jpg,863-1375-2-ND,SE5003L-R,Skyworks Solutions Inc.,IC AMP 802.11AN 5.15-5.85GHZ QFN,3000,0,"1.62659","0","3000","Tape & Reel (TR)","SiGe","Active","5.15GHz ~ 5.85GHz","29dBm","32dB","-","802.11a/n","3V ~ 5.5V","285mA","5.15GHz ~ 5.85GHz","20-VFQFN Exposed Pad","20-QFN (4x4)"
http://www.skyworksinc.com/uploads/documents/SE5003L_202392B.pdf,//media.digikey.com/Renders/Allegro%20Microsystems%20Renders/20-VFQFN.jpg,863-1375-1-ND,SE5003L-R,Skyworks Solutions Inc.,IC AMP 802.11AN 5.15-5.85GHZ QFN,8945,0,"3.60000","0","1","Cut Tape (CT)","SiGe","Active","5.15GHz ~ 5.85GHz","29dBm","32dB","-","802.11a/n","3V ~ 5.5V","285mA","5.15GHz ~ 5.85GHz","20-VFQFN Exposed Pad","20-QFN (4x4)"
http://www.skyworksinc.com/uploads/documents/SE5003L_202392B.pdf,//media.digikey.com/Renders/Allegro%20Microsystems%20Renders/20-VFQFN.jpg,863-1375-6-ND,SE5003L-R,Skyworks Solutions Inc.,IC AMP 802.11AN 5.15-5.85GHZ QFN,8945,0,"Digi-Reel","0","1","Digi-Reel®","SiGe","Active","5.15GHz ~ 5.85GHz","29dBm","32dB","-","802.11a/n","3V ~ 5.5V","285mA","5.15GHz ~ 5.85GHz","20-VFQFN Exposed Pad","20-QFN (4x4)"
http://www.skyworksinc.com/uploads/documents/SKY65162_70LF_201212J.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SKY65015-70LF.jpg,863-1599-2-ND,SKY65162-70LF,Skyworks Solutions Inc.,IC AMP LTE 400MHZ-2.7GHZ SOT89-4,12000,0,"1.64521","0","3000","Tape & Reel (TR)","-","Active","400MHz ~ 2.7GHz","29dBm","23.5dB","10dB","LTE, WiMax","4.75V ~ 5.5V","188mA","400MHz","TO-243AA","SOT-89-4"
