Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Frequency","P1dB","Gain","Noise Figure","RF Type","Voltage - Supply","Current - Supply","Test Frequency","Package / Case","Supplier Device Package"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc531.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;32QFN-1-5x5;;32.jpg,1127-2860-2-ND,HMC531LP5ETR,Analog Devices Inc.,IC AMP VSAT 13.6-14.9GHZ 32QFN,1000,0,"26.75188","0","500","Tape & Reel (TR)","-","Active","13.6GHz ~ 14.9GHz","-","-","-","VSAT","5V","300mA","-","32-VFQFN Exposed Pad","32-QFN (5x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc531.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;32QFN-1-5x5;;32.jpg,1127-2860-1-ND,HMC531LP5ETR,Analog Devices Inc.,IC AMP VSAT 13.6-14.9GHZ 32QFN,1363,0,"38.49000","0","1","Cut Tape (CT)","-","Active","13.6GHz ~ 14.9GHz","-","-","-","VSAT","5V","300mA","-","32-VFQFN Exposed Pad","32-QFN (5x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc531.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;32QFN-1-5x5;;32.jpg,1127-2860-6-ND,HMC531LP5ETR,Analog Devices Inc.,IC AMP VSAT 13.6-14.9GHZ 32QFN,1363,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","13.6GHz ~ 14.9GHz","-","-","-","VSAT","5V","300mA","-","32-VFQFN Exposed Pad","32-QFN (5x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc507.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;32QFN-1-5x5;;32.jpg,1127-1436-2-ND,HMC507LP5ETR,Analog Devices Inc.,IC AMP VSAT 6.65-7.65GHZ 32QFN,500,0,"26.75188","0","500","Tape & Reel (TR)","-","Active","6.65GHz ~ 7.65GHz","-","-","-","VSAT","5V","270mA","-","32-VFQFN Exposed Pad","32-QFN (5x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc507.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;32QFN-1-5x5;;32.jpg,1127-1436-1-ND,HMC507LP5ETR,Analog Devices Inc.,IC AMP VSAT 6.65-7.65GHZ 32QFN,538,0,"38.49000","0","1","Cut Tape (CT)","-","Active","6.65GHz ~ 7.65GHz","-","-","-","VSAT","5V","270mA","-","32-VFQFN Exposed Pad","32-QFN (5x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc507.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;32QFN-1-5x5;;32.jpg,1127-1436-6-ND,HMC507LP5ETR,Analog Devices Inc.,IC AMP VSAT 6.65-7.65GHZ 32QFN,538,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","6.65GHz ~ 7.65GHz","-","-","-","VSAT","5V","270mA","-","32-VFQFN Exposed Pad","32-QFN (5x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc451lp3.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;16QFN-1-3x3;;16.jpg,1127-2968-ND,HMC451LP3E,Analog Devices Inc.,IC RF AMP GP 5GHZ-18GHZ 16SMT,2608,0,"29.50000","0","1","Strip","-","Active","5GHz ~ 18GHz","19dBm","16dB","7dB","General Purpose","5V","150mA","-","16-VFQFN Exposed Pad","16-SMT (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc799.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;16QFN-1-3x3;;16.jpg,1127-1573-ND,HMC799LP3E,Analog Devices Inc.,IC RF AMP GP 0HZ-700MHZ 16SMT,112,0,"32.04000","0","1","Strip","-","Active","0Hz ~ 700MHz","4dBm","42dB","-","General Purpose","4.5V ~ 5.5V","70mA","-","16-VFQFN Exposed Pad","16-SMT (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC8410.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/6-VDFN%20Exposed%20Pad.jpg,1127-3377-2-ND,HMC8410LP2FETR,Analog Devices Inc.,IC AMP RADAR 10MHZ-10GHZ 6LFCSP,2500,0,"34.89894","0","500","Tape & Reel (TR)","-","Active","10MHz ~ 10GHz","21dBm","19.5dB","1.1dB","Radar","5V","65mA","-","6-VDFN Exposed Pad, CSP","6-LFCSP (2x2)"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC8410.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/6-VDFN%20Exposed%20Pad.jpg,1127-3377-1-ND,HMC8410LP2FETR,Analog Devices Inc.,IC AMP RADAR 10MHZ-10GHZ 6LFCSP,2735,0,"48.38000","0","1","Cut Tape (CT)","-","Active","10MHz ~ 10GHz","21dBm","19.5dB","1.1dB","Radar","5V","65mA","-","6-VDFN Exposed Pad, CSP","6-LFCSP (2x2)"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC8410.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/6-VDFN%20Exposed%20Pad.jpg,1127-3377-6-ND,HMC8410LP2FETR,Analog Devices Inc.,IC AMP RADAR 10MHZ-10GHZ 6LFCSP,2735,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","10MHz ~ 10GHz","21dBm","19.5dB","1.1dB","Radar","5V","65mA","-","6-VDFN Exposed Pad, CSP","6-LFCSP (2x2)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc1082.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-1672-ND,HMC1082LP4E,Analog Devices Inc.,IC RF AMP GP 5.5GHZ-18GHZ 24SMT,352,42,"36.34000","0","1","Strip","-","Active","5.5GHz ~ 18GHz","24dBm","22dB","-","General Purpose","4V ~ 5V","220mA","-","24-VFQFN Exposed Pad","24-SMT (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc451lp3.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;16QFN-1-3x3;;16.jpg,1127-3498-ND,HMC451LP3,Analog Devices Inc.,IC RF AMP GP 5GHZ-18GHZ 16SMT,117,0,"37.54000","0","1","Strip","-","Active","5GHz ~ 18GHz","19dBm","16dB","7dB","General Purpose","5V","150mA","-","16-VFQFN Exposed Pad","16-SMT (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc531.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;32QFN-1-5x5;;32.jpg,1127-1448-ND,HMC531LP5E,Analog Devices Inc.,IC AMP VSAT 13.6-14.9GHZ 32QFN,177,0,"38.64000","0","1","Strip","-","Active","13.6GHz ~ 14.9GHz","-","-","-","VSAT","5V","300mA","-","32-VFQFN Exposed Pad","32-QFN (5x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc451.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/MFG_HMC451.jpg,1127-3221-ND,HMC451,Analog Devices Inc.,IC RF AMP VSAT 5GHZ-20GHZ DIE,300,4650,"40.14140","0","50","Tray","-","Active","5GHz ~ 20GHz","20dBm","22dB","7dB","VSAT","5V","127mA","5GHz ~ 20GHz","Die","Die"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC564LC4.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/24-TFQFN%20Exposed%20Pad.jpg,1127-2993-ND,HMC564LC4,Analog Devices Inc.,IC RF AMP GP 7GHZ-14GHZ 24QFN,430,0,"42.56000","0","1","Strip","-","Active","7GHz ~ 14GHz","13dBm","17dB","1.8dB","General Purpose","2.5V ~ 3.5V","75mA","-","24-TFQFN Exposed Pad","24-QFN (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc962.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-VFQFN%20Exposed%20Pad.jpg,1127-1796-2-ND,HMC962LC4TR,Analog Devices Inc.,IC AMP GP 7.5GHZ-26.5GHZ 24CSMT,400,0,"43.78350","0","100","Tape & Reel (TR)","-","Active","7.5GHz ~ 26.5GHz","13dBm","13dB","2.5dB","General Purpose","3.5V","70mA","-","24-TFCQFN Exposed Pad","24-CSMT (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc962.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-VFQFN%20Exposed%20Pad.jpg,1127-1796-1-ND,HMC962LC4TR,Analog Devices Inc.,IC AMP GP 7.5GHZ-26.5GHZ 24CSMT,495,0,"56.70000","0","1","Cut Tape (CT)","-","Active","7.5GHz ~ 26.5GHz","13dBm","13dB","2.5dB","General Purpose","3.5V","70mA","-","24-TFCQFN Exposed Pad","24-CSMT (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc962.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-VFQFN%20Exposed%20Pad.jpg,1127-1796-6-ND,HMC962LC4TR,Analog Devices Inc.,IC AMP GP 7.5GHZ-26.5GHZ 24CSMT,495,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","7.5GHz ~ 26.5GHz","13dBm","13dB","2.5dB","General Purpose","3.5V","70mA","-","24-TFCQFN Exposed Pad","24-CSMT (4x4)"
//media.digikey.com/pdf/Data%20Sheets/MA-Com%20Technology%20PDFs/NPA1003.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/NPA1003.jpg,1465-1412-ND,NPA1003QA,M/A-Com Technology Solutions,IC RF AMP GP 20MHZ-1.5GHZ 16QFN,446,0,"44.40000","0","1","Tube","-","Active","20MHz ~ 1.5GHz","38.5dBm","18dB","2dB","General Purpose","28V","100mA","1GHz","16-VQFN Exposed Pad","16-QFN (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc963.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-VFQFN%20Exposed%20Pad.jpg,1127-1797-2-ND,HMC963LC4TR,Analog Devices Inc.,IC RF AMP GP 6GHZ-26.5GHZ 24CSMT,300,100,"45.85910","0","100","Tape & Reel (TR)","-","Active","6GHz ~ 26.5GHz","10dBm","22dB","2.5dB","General Purpose","3.5V","45mA","-","24-TFCQFN Exposed Pad","24-CSMT (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc963.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-VFQFN%20Exposed%20Pad.jpg,1127-1797-1-ND,HMC963LC4TR,Analog Devices Inc.,IC RF AMP GP 6GHZ-26.5GHZ 24CSMT,389,100,"59.39000","0","1","Cut Tape (CT)","-","Active","6GHz ~ 26.5GHz","10dBm","22dB","2.5dB","General Purpose","3.5V","45mA","-","24-TFCQFN Exposed Pad","24-CSMT (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc963.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-VFQFN%20Exposed%20Pad.jpg,1127-1797-6-ND,HMC963LC4TR,Analog Devices Inc.,IC RF AMP GP 6GHZ-26.5GHZ 24CSMT,389,100,"Digi-Reel","0","1","Digi-Reel®","-","Active","6GHz ~ 26.5GHz","10dBm","22dB","2.5dB","General Purpose","3.5V","45mA","-","24-TFCQFN Exposed Pad","24-CSMT (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC8410.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/6-VDFN%20Exposed%20Pad.jpg,1127-3353-ND,HMC8410LP2FE,Analog Devices Inc.,IC AMP RADAR 10MHZ-10GHZ 6LFCSP,835,290,"46.97000","0","1","Strip","-","Active","10MHz ~ 10GHz","21dBm","19.5dB","1.1dB","Radar","5V","65mA","-","6-VDFN Exposed Pad, CSP","6-LFCSP (2x2)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc516.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/32-TFQFN%20Exposed%20Pad.jpg,1127-1050-2-ND,HMC516LC5TR,Analog Devices Inc.,IC RF AMP GP 9GHZ-18GHZ 32SMT,800,0,"47.11650","0","100","Tape & Reel (TR)","-","Active","9GHz ~ 18GHz","14dBm","20.5dB","2dB","General Purpose","2.5V ~ 3.5V","88mA","-","32-TFQFN Exposed Pad","32-SMT (5x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc516.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/32-TFQFN%20Exposed%20Pad.jpg,1127-1050-1-ND,HMC516LC5TR,Analog Devices Inc.,IC RF AMP GP 9GHZ-18GHZ 32SMT,800,0,"61.02000","0","1","Cut Tape (CT)","-","Active","9GHz ~ 18GHz","14dBm","20.5dB","2dB","General Purpose","2.5V ~ 3.5V","88mA","-","32-TFQFN Exposed Pad","32-SMT (5x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc516.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/32-TFQFN%20Exposed%20Pad.jpg,1127-1050-6-ND,HMC516LC5TR,Analog Devices Inc.,IC RF AMP GP 9GHZ-18GHZ 32SMT,800,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","9GHz ~ 18GHz","14dBm","20.5dB","2dB","General Purpose","2.5V ~ 3.5V","88mA","-","32-TFQFN Exposed Pad","32-SMT (5x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc441lc3b.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/12-VFQFN%20Exposed%20Pad.jpg,1127-1042-2-ND,HMC441LC3BTR,Analog Devices Inc.,IC RF AMP GP 6GHZ-18GHZ 12CSMT,1300,300,"51.07070","0","100","Tape & Reel (TR)","-","Active","6GHz ~ 18GHz","20dBm","14dB","4.5dB","General Purpose","5V","115mA","-","12-VFCQFN Exposed Pad","12-CSMT (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc441lc3b.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/12-VFQFN%20Exposed%20Pad.jpg,1127-1042-1-ND,HMC441LC3BTR,Analog Devices Inc.,IC RF AMP GP 6GHZ-18GHZ 12CSMT,1428,300,"66.14000","0","1","Cut Tape (CT)","-","Active","6GHz ~ 18GHz","20dBm","14dB","4.5dB","General Purpose","5V","115mA","-","12-VFCQFN Exposed Pad","12-CSMT (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc441lc3b.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/12-VFQFN%20Exposed%20Pad.jpg,1127-1042-6-ND,HMC441LC3BTR,Analog Devices Inc.,IC RF AMP GP 6GHZ-18GHZ 12CSMT,1428,300,"Digi-Reel","0","1","Digi-Reel®","-","Active","6GHz ~ 18GHz","20dBm","14dB","4.5dB","General Purpose","5V","115mA","-","12-VFCQFN Exposed Pad","12-CSMT (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc7357.pdf,//media.digikey.com/Photos/Hittite%20Microwave%20Photos/HMC7357LP5GE.jpg,1127-2804-2-ND,HMC7357LP5GETR,Analog Devices Inc.,IC AMP VSAT DBS 5.5-8.5GHZ 24SMT,500,0,"51.60958","0","500","Tape & Reel (TR)","-","Active","5.5GHz ~ 8.5GHz","34.5dBm","29.5dB","-","VSAT, DBS","8V","1.2A","5.5GHz ~ 7GHz","24-VQFN Exposed Pad","24-SMT (5x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc7357.pdf,//media.digikey.com/Photos/Hittite%20Microwave%20Photos/HMC7357LP5GE.jpg,1127-2804-1-ND,HMC7357LP5GETR,Analog Devices Inc.,IC AMP VSAT DBS 5.5-8.5GHZ 24SMT,664,0,"75.38000","0","1","Cut Tape (CT)","-","Active","5.5GHz ~ 8.5GHz","34.5dBm","29.5dB","-","VSAT, DBS","8V","1.2A","5.5GHz ~ 7GHz","24-VQFN Exposed Pad","24-SMT (5x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc7357.pdf,//media.digikey.com/Photos/Hittite%20Microwave%20Photos/HMC7357LP5GE.jpg,1127-2804-6-ND,HMC7357LP5GETR,Analog Devices Inc.,IC AMP VSAT DBS 5.5-8.5GHZ 24SMT,664,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","5.5GHz ~ 8.5GHz","34.5dBm","29.5dB","-","VSAT, DBS","8V","1.2A","5.5GHz ~ 7GHz","24-VQFN Exposed Pad","24-SMT (5x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc962.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-VFQFN%20Exposed%20Pad.jpg,1127-3231-ND,HMC962LC4,Analog Devices Inc.,IC AMP GP 7.5GHZ-26.5GHZ 24CSMT,617,50,"54.00000","0","1","Strip","-","Active","7.5GHz ~ 26.5GHz","13dBm","13dB","2.5dB","General Purpose","3.5V","70mA","-","24-TFCQFN Exposed Pad","24-CSMT (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc342.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-VFQFN%20Exposed%20Pad.jpg,1127-3468-ND,HMC342LC4,Analog Devices Inc.,IC RF AMP GP 13GHZ-25GHZ 24SMT,337,0,"54.47000","0","1","Strip","-","Active","13GHz ~ 25GHz","8dBm","22dB","3.5dB","General Purpose","2.7V ~ 3.3V","43mA","-","24-TFQFN Exposed Pad","24-SMT (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc1040.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;16QFN-1-3x3;;16.jpg,1127-1663-ND,HMC1040LP3CE,Analog Devices Inc.,IC AMP VSAT 24GHZ-43.5GHZ 16SMT,278,0,"56.17000","0","1","Strip","-","Active","24GHz ~ 43.5GHz","12dBm","25dB","2.7dB","VSAT","2.5V","70mA","24GHz ~ 27GHz","16-UFQFN Exposed Pad","16-SMT (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc751.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/24-TFQFN%20Exposed%20Pad.jpg,1127-1720-ND,HMC751LC4,Analog Devices Inc.,IC RF AMP GP 17GHZ-27GHZ 24SMT,111,50,"56.84000","0","1","Strip","-","Active","17GHz ~ 27GHz","13dBm","25dB","2.2dB","General Purpose","3.5V ~ 4.5V","73mA","-","24-TFQFN Exposed Pad","24-SMT (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc516.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/32-TFQFN%20Exposed%20Pad.jpg,1127-2987-ND,HMC516LC5,Analog Devices Inc.,IC RF AMP GP 9GHZ-18GHZ 32SMT,431,50,"58.11000","0","1","Strip","-","Active","9GHz ~ 18GHz","14dBm","20.5dB","2dB","General Purpose","2.5V ~ 3.5V","88mA","-","32-TFQFN Exposed Pad","32-SMT (5x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc441lc3b.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/12-VFQFN%20Exposed%20Pad.jpg,1127-2965-ND,HMC441LC3B,Analog Devices Inc.,IC RF AMP GP 6GHZ-18GHZ 12CSMT,6682,0,"62.99000","0","1","Strip","-","Active","6GHz ~ 18GHz","20dBm","14dB","4.5dB","General Purpose","5V","115mA","-","12-VFCQFN Exposed Pad","12-CSMT (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc633.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/24-TFQFN%20Exposed%20Pad.jpg,1127-3424-ND,HMC633LC4,Analog Devices Inc.,IC RF AMP GP 5.5GHZ-17GHZ 24CSMT,161,50,"71.10000","0","1","Bulk","-","Active","5.5GHz ~ 17GHz","23dBm","30dB","10dB","General Purpose","5V","180mA","-","24-TFCQFN Exposed Pad","24-CSMT (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc7357.pdf,//media.digikey.com/Photos/Hittite%20Microwave%20Photos/HMC7357LP5GE.jpg,1127-3025-ND,HMC7357LP5GE,Analog Devices Inc.,IC AMP VSAT DBS 5.5-8.5GHZ 24SMT,227,0,"71.79000","0","1","Strip","-","Active","5.5GHz ~ 8.5GHz","34.5dBm","29.5dB","-","VSAT, DBS","8V","1.2A","5.5GHz ~ 7GHz","24-VQFN Exposed Pad","24-SMT (5x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc6981.pdf,//media.digikey.com/photos/Analog%20Devices%20Photos/505;EP-16-2;;16.jpg,1127-3452-ND,HMC6981LS6,Analog Devices Inc.,IC RF AMP GP 15GHZ-20GHZ 16CSMT,121,106,"72.16000","0","1","Strip","-","Active","15GHz ~ 20GHz","33.5dBm","26dB","-","General Purpose","6V","1.1A","17GHz ~ 20GHz","16-LCQFN Exposed Pad","16-CSMT (6x6)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc519.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/24-TFQFN%20Exposed%20Pad.jpg,1127-1682-ND,HMC519LC4,Analog Devices Inc.,IC RF AMP GP 18GHZ-31GHZ 24CSMT,212,0,"76.87000","0","1","Strip","-","Active","18GHz ~ 31GHz","11dBm","14dB","3.5dB","General Purpose","2.5V ~ 3.5V","75mA","-","24-TFCQFN Exposed Pad","24-CSMT (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc591.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;32QFN-1-5x5;;32.jpg,1127-1810-ND,HMC591LP5E,Analog Devices Inc.,IC RF AMP GP 6GHZ-9.5GHZ 32QFN,259,42,"80.16000","0","1","Strip","-","Active","6GHz ~ 9.5GHz","33dBm","19dB","-","General Purpose","6.5V ~ 7.5V","1.34A","-","32-VFQFN Exposed Pad","32-QFN (5x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc-alh244.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/MFG_HMC-ALH244.jpg,1127-3308-ND,HMC-ALH244,Analog Devices Inc.,IC RF AMP VSAT 24GHZ-40GHZ DIE,125,0,"80.78000","0","25","Bulk","-","Active","24GHz ~ 40GHz","13dBm","12dB","3.5dB","VSAT","4V","45mA","24GHz ~ 40GHz","Die","Die"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc392Alc4.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-VFQFN%20Exposed%20Pad.jpg,HMC392ALC4-ND,HMC392ALC4,Analog Devices Inc.,IC AMP VSAT 3.5GHZ-8GHZ 24LCC,111,758,"83.80000","0","1","Strip","-","Active","3.5GHz ~ 8GHz","19dBm","17dB","1.8dB","CDMA, GSM, EDGE, W-CDMA","2V ~ 5V","61mA","-","24-TFCQFN Exposed Pad","24-LCC (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc-alh445.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/MFG_HMC-ALH445.jpg,1127-3314-ND,HMC-ALH445,Analog Devices Inc.,IC RF AMP GP 18GHZ-40GHZ DIE,300,0,"85.89900","0","50","Tray","-","Active","18GHz ~ 40GHz","12dBm","9dB","4dB","General Purpose","5V","45mA","18GHz ~ 28GHz","Die","Die"
https://datasheets.maximintegrated.com/en/ds/SC2200.pdf,//media.digikey.com/Renders/Maxim%20Renders/175;21-0766;;80.jpg,SC2200A-00A00-ND,SC2200A-00A00,Maxim Integrated,IC AMP CDMA 698MHZ-2.7GHZ 80QFN,203,1408,"89.19000","0","1","Tube","-","Active","698MHz ~ 2.7GHz","-","10dB","-","CDMA, LTE, W-CDMA, WiMAX","1.8V","1.3A","-","80-VFQFN Exposed Pad","80-QFN (11x11)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc462chips.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/MFG_HMC462.jpg,1127-3382-ND,HMC462,Analog Devices Inc.,IC RF AMP VSAT 2GHZ-20GHZ DIE,150,0,"98.75160","0","25","Bulk","-","Active","2GHz ~ 20GHz","15.5dBm","15.5dB","3dB","VSAT","5V","63mA","2GHz ~ 20GHz","Die","Die"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc753.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-3028-ND,HMC753LP4E,Analog Devices Inc.,IC RF AMP GP 1GHZ-11GHZ 24SMT,116,0,"100.61000","0","1","Strip","-","Active","1GHz ~ 11GHz","15dBm","14dB","2dB","General Purpose","5V","55mA","-","24-TFQFN Exposed Pad","24-SMT (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc463.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/MFG_HMC463.jpg,1127-3416-ND,HMC463,Analog Devices Inc.,IC RF AMP VSAT 2GHZ-20GHZ DIE,525,0,"101.92960","0","25","Bulk","-","Active","2GHz ~ 20GHz","19dBm","15dB","3.5dB","VSAT","5V","60mA","2GHz ~ 20GHz","Die","Die"
http://www.mwtinc.com/wp-content/uploads/2017/01/MMA-005022-M4.pdf,//media.digikey.com/Photos/Microwave%20Technologies/MMA-174321-R4.jpg,1203-1038-2-ND,MMA-005022-M4,Microwave Technology Inc.,IC RF AMP 30KHZ-50GHZ 20QFN,1000,0,"115.92000","0","500","Tape & Reel (TR)","-","Active","30kHz ~ 50GHz","22dBm","13.5dB","-","-","7V","200mA","-","20-TFQFN","20-QFN (4x4)"
http://www.mwtinc.com/wp-content/uploads/2017/01/MMA-005022-M4.pdf,//media.digikey.com/Photos/Microwave%20Technologies/MMA-174321-R4.jpg,1203-1038-1-ND,MMA-005022-M4,Microwave Technology Inc.,IC RF AMP 30KHZ-50GHZ 20QFN,1365,0,"152.96000","0","1","Cut Tape (CT)","-","Active","30kHz ~ 50GHz","22dBm","13.5dB","-","-","7V","200mA","-","20-TFQFN","20-QFN (4x4)"
http://www.mwtinc.com/wp-content/uploads/2017/01/MMA-005022-M4.pdf,//media.digikey.com/Photos/Microwave%20Technologies/MMA-174321-R4.jpg,1203-1038-6-ND,MMA-005022-M4,Microwave Technology Inc.,IC RF AMP 30KHZ-50GHZ 20QFN,1365,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","30kHz ~ 50GHz","22dBm","13.5dB","-","-","7V","200mA","-","20-TFQFN","20-QFN (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc772.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/24-TFQFN%20Exposed%20Pad.jpg,1127-1649-ND,HMC772LC4,Analog Devices Inc.,IC RF AMP GP 2GHZ-12GHZ 24CSMT,49,9,"116.81000","0","1","Strip","-","Active","2GHz ~ 12GHz","13dBm","15dB","1.8dB","General Purpose","4V","45mA","12GHz","24-TFCQFN Exposed Pad","24-CSMT (4x4)"
//media.digikey.com/pdf/Data%20Sheets/Analog%20Devices%20PDFs/HMC6380LC4B_v02_10-20-15.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/24-TFQFN%20Exposed%20Pad.jpg,HMC6380LC4B-ND,HMC6380LC4B,Analog Devices Inc.,IC OSC VCO WIDEBAND 24SMD,33,119,"123.74000","0","1","Strip","-","Active","8GHz ~ 16GHz","-","-","-","Radar","5V","75mA","-","24-TFQFN Exposed Pad","24-QFN (4x4)"
