Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Function","LO Frequency","RF Frequency","P1dB","Noise Floor","Output Power","Current - Supply","Voltage - Supply","Test Frequency","Package / Case"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc495.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;16QFN-1-3x3;;16.jpg,1127-1429-2-ND,HMC495LP3ETR,Analog Devices Inc.,RF MODULATOR 250MHZ-3.8GHZ 16QFN,0,0,"Obsolete","0","500","Tape & Reel (TR)","-","Obsolete","Modulator","250MHz ~ 3.8GHz","250MHz ~ 3.8GHz","2dBm","-158dBm/Hz","-6dBm","108mA","3V ~ 3.6V","-","16-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc495.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;16QFN-1-3x3;;16.jpg,1127-1429-1-ND,HMC495LP3ETR,Analog Devices Inc.,RF MODULATOR 250MHZ-3.8GHZ 16QFN,0,0,"Obsolete","0","1","Cut Tape (CT)","-","Obsolete","Modulator","250MHz ~ 3.8GHz","250MHz ~ 3.8GHz","2dBm","-158dBm/Hz","-6dBm","108mA","3V ~ 3.6V","-","16-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc495.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;16QFN-1-3x3;;16.jpg,1127-1429-6-ND,HMC495LP3ETR,Analog Devices Inc.,RF MODULATOR 250MHZ-3.8GHZ 16QFN,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Obsolete","Modulator","250MHz ~ 3.8GHz","250MHz ~ 3.8GHz","2dBm","-158dBm/Hz","-6dBm","108mA","3V ~ 3.6V","-","16-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc496.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;16QFN-1-3x3;;16.jpg,1127-1430-ND,HMC496LP3E,Analog Devices Inc.,RF MODULATOR 4GHZ-7GHZ 16VFQFN,0,0,"Obsolete","0","1","Strip","-","Obsolete","Modulator","4GHz ~ 7GHz","4GHz ~ 7GHz","3dBm","-157dBM/Hz","2dBm","93mA","2.7V ~ 3.3V","-","16-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc497.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-1431-ND,HMC497LP4E,Analog Devices Inc.,RF MODULATOR 100MHZ-4GHZ 24VFQFN,0,0,"Obsolete","0","1","Strip","-","Obsolete","Modulator","100MHz ~ 4GHz","100MHz ~ 4GHz","8dBm","-159dBm/Hz","5dBm","168mA","4.5V ~ 5.5V","1.7GHz ~ 2.2GHz","24-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/AD8349.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;-RE-16-2;-RE;-16.jpg,AD8349ARE-REEL7CT-ND,AD8349ARE-REEL7,Analog Devices Inc.,RF MODULTR 700MHZ-2.7GHZ 16TSSOP,0,0,"Obsolete","0","1","Cut Tape (CT)","-","Obsolete","Modulator","700MHz ~ 2.7GHz","700MHz ~ 2.7GHz","5.6dBm","-156dBm/Hz","5.1dBm","150mA","4.75V ~ 5.5V","2.14GHz","16-TSSOP (0.173"", 4.40mm Width) Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/AD8349.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;-RE-16-2;-RE;-16.jpg,AD8349ARE-REEL7DKR-ND,AD8349ARE-REEL7,Analog Devices Inc.,RF MODULTR 700MHZ-2.7GHZ 16TSSOP,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Obsolete","Modulator","700MHz ~ 2.7GHz","700MHz ~ 2.7GHz","5.6dBm","-156dBm/Hz","5.1dBm","150mA","4.75V ~ 5.5V","2.14GHz","16-TSSOP (0.173"", 4.40mm Width) Exposed Pad"
//media.digikey.com/pdf/Data%20Sheets/RFMD%20PDFs/RFMD2081.pdf,-,RFMD2081TR13-ND,RFMD2081TR13,RFMD,RF MODULATOR 45MHZ-2.7GHZ 32QFN,0,0,"Discontinued at Digi-Key","0","2500","Tape & Reel (TR)","-","Discontinued at Digi-Key","Modulator","90MHz ~ 5.4GHz","45MHz ~ 2.7GHz","4dBm","-162dBm/Hz","4dBm","135mA","2.7V ~ 3.3V","45MHz ~ 2.7GHz","32-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/AD8345.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;-RE-16-2;-RE;-16.jpg,AD8345ARE-REEL7TR-ND,AD8345ARE-REEL7,Analog Devices Inc.,RF MODULATOR 140MHZ-1GHZ 16TSSOP,0,0,"Obsolete","0","1000","Tape & Reel (TR)","-","Obsolete","Modulator","140MHz ~ 1GHz","140MHz ~ 1GHz","2.5dBm","-155dBm/Hz","2dBm","78mA","2.7V ~ 5.5V","800MHz","16-TSSOP (0.173"", 4.40mm Width) Exposed Pad"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/AD8346.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;RU-16;RU;16.jpg,AD8346ARU-REEL7TR-ND,AD8346ARU-REEL7,Analog Devices Inc.,RF MODULTR 800MHZ-2.5GHZ 16TSSOP,0,0,"Obsolete","0","1000","Tape & Reel (TR)","-","Obsolete","Modulator","800MHz ~ 2.5GHz","800MHz ~ 2.5GHz","-3dBm","-147dBm/Hz","-6dBm","55mA","2.7V ~ 5.5V","1.9GHz","16-TSSOP (0.173"", 4.40mm Width)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc135.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/MFG_HMC135.jpg,HMC135-ND,HMC135,Analog Devices Inc.,RF MODULATOR 1.8GHZ-5.2GHZ DIE,0,0,"Obsolete","0","50","Bulk","-","Obsolete","Modulator","-","1.8GHz ~ 5.2GHz","8dBm","-","-","5mA","-","1.8GHz ~ 5.2GHz","Die"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc136.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/MFG_HMC136.jpg,HMC136-ND,HMC136,Analog Devices Inc.,RF MODULATOR 4GHZ-8GHZ DIE,0,0,"Obsolete","0","50","Bulk","-","Obsolete","Modulator","-","4GHz ~ 8GHz","8dBm","-","-","5mA","-","4GHz ~ 8GHz","Die"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc137.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/MFG_HMC137.jpg,HMC137-ND,HMC137,Analog Devices Inc.,RF MODULATOR 6GHZ-11GHZ DIE,0,0,"Obsolete","0","50","Bulk","-","Obsolete","Modulator","-","6GHz ~ 11GHz","8dBm","-","-","5mA","-","6GHz ~ 11GHz","Die"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc496.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;16QFN-1-3x3;;16.jpg,HMC496LP3-ND,HMC496LP3,Analog Devices Inc.,RF MODULATOR 4GHZ-7GHZ 16VFQFN,0,0,"Obsolete","0","248","Strip","-","Obsolete","Modulator","4GHz ~ 7GHz","4GHz ~ 7GHz","3dBm","-157dBM/Hz","2dBm","93mA","2.7V ~ 3.3V","-","16-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc697.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,HMC697LP4-ND,HMC697LP4,Analog Devices Inc.,RF MODULATOR 200MHZ-4GHZ 24VFQFN,0,0,"Obsolete","0","1","Strip","-","Obsolete","Modulator","200MHz ~ 4GHz","200MHz ~ 4GHz","8dBm","-165dBm/Hz","3dBm","168mA","4.5V ~ 5.5V","-","24-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc497.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,HMC497LP4-ND,HMC497LP4,Analog Devices Inc.,RF MODULATOR 100MHZ-4GHZ 24VFQFN,0,0,"Obsolete","0","400","Strip","-","Obsolete","Modulator","100MHz ~ 4GHz","100MHz ~ 4GHz","8dBm","-159dBm/Hz","5dBm","168mA","4.5V ~ 5.5V","1.7GHz ~ 2.2GHz","24-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc495.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;16QFN-1-3x3;;16.jpg,HMC495LP3-ND,HMC495LP3,Analog Devices Inc.,RF MODULATOR 250MHZ-3.8GHZ 16QFN,0,0,"Obsolete","0","1","Strip","-","Obsolete","Modulator","250MHz ~ 3.8GHz","250MHz ~ 3.8GHz","2dBm","-158dBm/Hz","-6dBm","108mA","3V ~ 3.6V","-","16-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc496.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;16QFN-1-3x3;;16.jpg,HMC496LP3ETR-ND,HMC496LP3ETR,Analog Devices Inc.,RF MODULATOR 4GHZ-7GHZ 16VFQFN,0,0,"Obsolete","0","500","Tape & Reel (TR)","-","Obsolete","Modulator","4GHz ~ 7GHz","4GHz ~ 7GHz","3dBm","-157dBM/Hz","2dBm","93mA","2.7V ~ 3.3V","-","16-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc497.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,HMC497LP4ETR-ND,HMC497LP4ETR,Analog Devices Inc.,RF MODULATOR 100MHZ-4GHZ 24VFQFN,0,0,"Obsolete","0","500","Tape & Reel (TR)","-","Obsolete","Modulator","100MHz ~ 4GHz","100MHz ~ 4GHz","8dBm","-159dBm/Hz","5dBm","168mA","4.5V ~ 5.5V","1.7GHz ~ 2.2GHz","24-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc495.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;16QFN-1-3x3;;16.jpg,HMC495LP3TR-ND,HMC495LP3TR,Analog Devices Inc.,RF MODULATOR 250MHZ-3.8GHZ 16QFN,0,0,"Obsolete","0","500","Tape & Reel (TR)","-","Obsolete","Modulator","250MHz ~ 3.8GHz","250MHz ~ 3.8GHz","2dBm","-158dBm/Hz","-6dBm","108mA","3V ~ 3.6V","-","16-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc697.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,HMC697LP4ETR-ND,HMC697LP4ETR,Analog Devices Inc.,RF MODULATOR 200MHZ-4GHZ 24VFQFN,0,0,"Obsolete","0","500","Tape & Reel (TR)","-","Obsolete","Modulator","200MHz ~ 4GHz","200MHz ~ 4GHz","8dBm","-165dBm/Hz","3dBm","168mA","4.5V ~ 5.5V","-","24-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc697.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,HMC697LP4TR-ND,HMC697LP4TR,Analog Devices Inc.,RF MODULATOR 200MHZ-4GHZ 24VFQFN,0,0,"Obsolete","0","500","Tape & Reel (TR)","-","Obsolete","Modulator","200MHz ~ 4GHz","200MHz ~ 4GHz","8dBm","-165dBm/Hz","3dBm","168mA","4.5V ~ 5.5V","-","24-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc496.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;16QFN-1-3x3;;16.jpg,HMC496LP3TR-ND,HMC496LP3TR,Analog Devices Inc.,RF MODULATOR 4GHZ-7GHZ 16VFQFN,0,0,"Obsolete","0","500","Tape & Reel (TR)","-","Obsolete","Modulator","4GHz ~ 7GHz","4GHz ~ 7GHz","3dBm","-157dBM/Hz","2dBm","93mA","2.7V ~ 3.3V","-","16-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc497.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,HMC497LP4TR-ND,HMC497LP4TR,Analog Devices Inc.,RF MODULATOR 100MHZ-4GHZ 24VFQFN,0,0,"Obsolete","0","500","Tape & Reel (TR)","-","Obsolete","Modulator","100MHz ~ 4GHz","100MHz ~ 4GHz","8dBm","-159dBm/Hz","5dBm","168mA","4.5V ~ 5.5V","1.7GHz ~ 2.2GHz","24-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc495.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;16QFN-1-3x3;;16.jpg,1127-2980-ND,HMC495LP3E,Analog Devices Inc.,RF MODULATOR 250MHZ-3.8GHZ 16QFN,0,0,"Obsolete","0","1","Strip","-","Obsolete","Modulator","250MHz ~ 3.8GHz","250MHz ~ 3.8GHz","2dBm","-158dBm/Hz","-6dBm","108mA","3V ~ 3.6V","-","16-VFQFN Exposed Pad"
-,-,LA77000V-A-TLM-E-ND,LA77000V-A-TLM-E,ON Semiconductor,IC MODULATOR RF VHF 16SSOP,0,0,"Obsolete","0","2000","Tape & Reel (TR)","-","Obsolete","-","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,HMC696LP4-ND,HMC696LP4,Analog Devices Inc.,RF MODULATOR 20MHZ-2.7GHZ 24QFN,0,0,"Obsolete","0","0","Strip","-","Obsolete","Modulator","20MHz ~ 2.7GHz","20MHz ~ 2.7GHz","7dBm","-162dBm/Hz","-1dBm","160mA","4.5V ~ 5.5V","-","24-VFQFN Exposed Pad"
-,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,HMC696LP4TR-ND,HMC696LP4TR,Analog Devices Inc.,RF MODULATOR 20MHZ-2.7GHZ 24QFN,0,0,"Obsolete","0","0","Tape & Reel (TR)","-","Obsolete","Modulator","20MHz ~ 2.7GHz","20MHz ~ 2.7GHz","7dBm","-162dBm/Hz","-1dBm","160mA","4.5V ~ 5.5V","-","24-VFQFN Exposed Pad"
-,-,LA77000V-TLM-E-ND,LA77000V-TLM-E,ON Semiconductor,IC RF MODULATOR VHF 16SSOP,0,0,"Obsolete","0","0","-","-","Obsolete","-","-","-","-","-","-","-","-","-","-"
-,-,LTC5588IPF-1-ND,LTC5588IPF-1,Linear Technology/Analog Devices,RF MODULATOR 200MHZ-6GHZ 24UFQFN,0,0,"Obsolete","0","0","Tube","-","Obsolete","Modulator/Mixer","200MHz ~ 6GHz","200MHz ~ 6GHz","12dBm","-160dBm/Hz","4.2dBm","303mA","3.15V ~ 3.45V","2.14GHz","24-UFQFN Exposed Pad"
-,//media.digikey.com/Renders/Linear%20Tech%20Renders/24-QFN_05-08-1697.jpg,LTC5589IUF-ND,LTC5589IUF,Linear Technology/Analog Devices,RF MODULATOR 700MHZ-6GHZ 24WFQFN,0,0,"Obsolete","0","0","-","-","Obsolete","Modulator","-","700MHz ~ 6GHz","4.6dBm","-160dBm/Hz","-6dBm","29.35mA","2.7V ~ 3.6V","6GHz","24-WFQFN Exposed Pad"
-,//media.digikey.com/Renders/Linear%20Tech%20Renders/24-QFN_05-08-1697.jpg,LTC5598IUF-ND,LTC5598IUF,Linear Technology/Analog Devices,RF MODULATOR 5MHZ-1.6GHZ 24WFQFN,0,0,"Last Time Buy","0","0","-","-","Last Time Buy","Modulator","5MHz ~ 1.6GHz","5MHz ~ 1.6GHz","8dBm","-160.3dBm/Hz","2dBm","165mA","4.5V ~ 5.25V","899.9MHz","24-WFQFN Exposed Pad"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/BGX7100.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-VFQFN%20Exposed%20Pad.jpg,"BGX7100HN/1,118-ND","BGX7100HN/1,118",NXP USA Inc.,RF MODULATOR 400MHZ-4GHZ 24VFQFN,0,0,"Obsolete","0","6000","Tape & Reel (TR)","-","Obsolete","Modulator","400MHz ~ 4GHz","400MHz ~ 4GHz","12dBm","-158dBm/Hz","-0.2dBm","184mA","4.75V ~ 5.25V","3.5GHz","24-VFQFN Exposed Pad"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/BGX7100.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-VFQFN%20Exposed%20Pad.jpg,"BGX7100HN/1,115-ND","BGX7100HN/1,115",NXP USA Inc.,RF MODULATOR 400MHZ-4GHZ 24VFQFN,0,0,"Obsolete","0","1500","Tape & Reel (TR)","-","Obsolete","Modulator","400MHz ~ 4GHz","400MHz ~ 4GHz","12dBm","-158dBm/Hz","-0.2dBm","184mA","4.75V ~ 5.25V","3.5GHz","24-VFQFN Exposed Pad"
