Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Function","LO Frequency","RF Frequency","P1dB","Noise Floor","Output Power","Current - Supply","Voltage - Supply","Test Frequency","Package / Case"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc871.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/32-TFQFN%20Exposed%20Pad.jpg,HMC871LC5TR-R5-ND,HMC871LC5TR-R5,Analog Devices Inc.,RF MODULATOR 0HZ-20GHZ 32TFQFN,0,0,"108.64186","0","500","Tape & Reel (TR)","-","Active","Modulator Driver","-","0Hz ~ 20GHz","16.5dBm","-","-","75mA","8V","-","32-TFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc871.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/32-TFQFN%20Exposed%20Pad.jpg,HMC871LC5TR-ND,HMC871LC5TR,Analog Devices Inc.,RF MODULATOR 0HZ-20GHZ 32TFQFN,0,3200,"120.71320","0","100","Tape & Reel (TR)","-","Active","Modulator Driver","-","0Hz ~ 20GHz","16.5dBm","-","-","75mA","8V","-","32-TFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc870.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/32-TFQFN%20Exposed%20Pad.jpg,HMC870LC5TR-R5-ND,HMC870LC5TR-R5,Analog Devices Inc.,RF MODULATOR 0HZ-20GHZ 32TFQFN,0,0,"288.58478","0","500","Tape & Reel (TR)","-","Active","Modulator Driver","-","0Hz ~ 20GHz","-","-","-","-","7V","-","32-TFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc870.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/32-TFQFN%20Exposed%20Pad.jpg,HMC870LC5TR-ND,HMC870LC5TR,Analog Devices Inc.,RF MODULATOR 0HZ-20GHZ 32TFQFN,0,2500,"305.56040","0","100","Tape & Reel (TR)","-","Active","Modulator Driver","-","0Hz ~ 20GHz","-","-","-","-","7V","-","32-TFQFN Exposed Pad"
https://www.nxp.com/docs/en/data-sheet/BGX7101.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-VFQFN%20Exposed%20Pad.jpg,"BGX7101HN/1,118-ND","BGX7101HN/1,118",NXP USA Inc.,RF MODULATOR 400MHZ-4GHZ 24VFQFN,0,0,"2.99250","0","6000","Tape & Reel (TR)","-","Active","Modulator","400MHz ~ 4GHz","400MHz ~ 4GHz","12dBm","-158dBm/Hz","4dBm","180mA","4.75V ~ 5.25V","2GHz","24-VFQFN Exposed Pad"
https://www.nxp.com/docs/en/data-sheet/BGX7101.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-VFQFN%20Exposed%20Pad.jpg,"BGX7101HN/1,115-ND","BGX7101HN/1,115",NXP USA Inc.,RF MODULATOR 400MHZ-4GHZ 24VFQFN,0,0,"3.15000","0","1500","Tape & Reel (TR)","-","Active","Upconverter","400MHz ~ 4GHz","400MHz ~ 4GHz","12dBm","-159dBm/Hz","4dBm","188mA","5V","400MHz ~ 4GHz","24-VFQFN Exposed Pad"
//media.digikey.com/pdf/Data%20Sheets/Atmel%20PDFs/T0790.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-TSSOP.jpg,T0790-6CPTR-ND,T0790-6CP,Microchip Technology,RF MODULTR 700MHZ-2.7GHZ 16TSSOP,0,0,"Obsolete","0","1000","Tape & Reel (TR)","-","Obsolete","Modulator","700MHz ~ 2.7GHz","700MHz ~ 2.7GHz","4dBm","-154dBm/Hz","-9dBm","82mA","4.75V ~ 5.25V","900MHz","16-TSSOP (0.173"", 4.40mm Width) Exposed Pad"
//media.digikey.com/pdf/Data%20Sheets/Atmel%20PDFs/T0790.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-TSSOP.jpg,T0790-6CPCT-ND,T0790-6CP,Microchip Technology,RF MODULTR 700MHZ-2.7GHZ 16TSSOP,0,0,"Obsolete","0","1","Cut Tape (CT)","-","Obsolete","Modulator","700MHz ~ 2.7GHz","700MHz ~ 2.7GHz","4dBm","-154dBm/Hz","-9dBm","82mA","4.75V ~ 5.25V","900MHz","16-TSSOP (0.173"", 4.40mm Width) Exposed Pad"
//media.digikey.com/pdf/Data%20Sheets/Atmel%20PDFs/U2790B-MFP.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16%20SOIC.jpg,U2790B-MFP-ND,U2790B-MFP,Microchip Technology,RF MODULATOR 100MHZ-1GHZ 16SOIC,0,0,"Obsolete","0","560","Tube","-","Obsolete","Modulator","100MHz ~ 1GHz","100MHz ~ 1GHz","-","-132dBm/Hz","-1dBm","37mA","4.5V ~ 5.5V","900MHz","16-SOIC (0.154"", 3.90mm Width)"
//media.digikey.com/pdf/Data%20Sheets/Atmel%20PDFs/U2793B.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SOIC_SOT163-1.jpg,U2793B-MFS-ND,U2793B-MFS,Microchip Technology,RF MODULATOR 30-300MHZ 20LSSOP,0,0,"Obsolete","0","830","Tube","-","Obsolete","Modulator","30MHz ~ 300MHz","30MHz ~ 300MHz","-","-137dBm/Hz","-1dBm","15mA","4.5V ~ 5.5V","150MHz","20-LSSOP (0.173"", 4.40mm Width)"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/AD8346.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;RU-16;RU;16.jpg,AD8346ARU-ND,AD8346ARU,Analog Devices Inc.,RF MODULTR 800MHZ-2.5GHZ 16TSSOP,0,0,"Obsolete","0","96","Tube","-","Obsolete","Modulator","800MHz ~ 2.5GHz","800MHz ~ 2.5GHz","-3dBm","-147dBm/Hz","-6dBm","55mA","2.7V ~ 5.5V","1.9GHz","16-TSSOP (0.173"", 4.40mm Width)"
https://www.analog.com/media/en/technical-documentation/data-sheets/AD8345.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;-RE-16-2;-RE;-16.jpg,AD8345ARE-ND,AD8345ARE,Analog Devices Inc.,RF MODULATOR 140MHZ-1GHZ 16TSSOP,0,0,"Obsolete","0","43","Tube","-","Obsolete","Modulator","140MHz ~ 1GHz","140MHz ~ 1GHz","2.5dBm","-155dBm/Hz","2dBm","78mA","2.7V ~ 5.5V","800MHz","16-TSSOP (0.173"", 4.40mm Width) Exposed Pad"
//media.digikey.com/pdf/Data%20Sheets/Atmel%20PDFs/U2793B.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SOIC_SOT163-1.jpg,U2793B-MFSG3-ND,U2793B-MFSG3,Microchip Technology,RF MODULATOR 30-300MHZ 20LSSOP,0,0,"Obsolete","0","4000","Tape & Reel (TR)","-","Obsolete","Modulator","30MHz ~ 300MHz","30MHz ~ 300MHz","-","-137dBm/Hz","-1dBm","15mA","4.5V ~ 5.5V","150MHz","20-LSSOP (0.173"", 4.40mm Width)"
-,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16%20SOIC.jpg,U2790B-MFPG3-ND,U2790B-MFPG3,Microchip Technology,RF MODULATOR 100MHZ-1GHZ 16SOIC,0,0,"Obsolete","0","4000","Tape & Reel (TR)","-","Obsolete","Modulator","100MHz ~ 1GHz","100MHz ~ 1GHz","-","-132dBm/Hz","-1dBm","37mA","4.5V ~ 5.5V","900MHz","16-SOIC (0.154"", 3.90mm Width)"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/TRF3702.pdf,//media.digikey.com/Renders/Texas%20Instr%20Renders/16-VQFN-RHC(exposed-pad).jpg,296-17350-ND,TRF3702IRHC,Texas Instruments,RF MODULATOR 1.5GHZ-2.5GHZ 16QFN,0,0,"Obsolete","0","90","Tube","-","Obsolete","Modulator","1.5GHz ~ 2.5GHz","1.5GHz ~ 2.5GHz","7dBm","-155dBm/Hz","-2.5dBm","170mA","4.5V ~ 5.5V","1.842GHz","16-VQFN Exposed Pad"
//media.digikey.com/pdf/Data%20Sheets/RFMD%20PDFs/STQ-1016(Z).pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-TSSOP.jpg,STQ-1016-ND,STQ-1016,RFMD,RF MODULATOR 250MHZ-1GHZ 16TSSOP,0,0,"Obsolete","0","1000","Tape & Reel (TR)","-","Obsolete","Modulator","250MHz ~ 1GHz","250MHz ~ 1GHz","6dBm","-154dBm/Hz","-9dBm","86mA","4.75V ~ 5.25V","-","16-TSSOP (0.173"", 4.40mm Width) Exposed Pad"
//media.digikey.com/pdf/Data%20Sheets/RFMD%20PDFs/STQ-2016(Z).pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-TSSOP.jpg,STQ-2016-ND,STQ-2016,RFMD,RF MODULTR 700MHZ-2.5GHZ 16TSSOP,0,0,"Obsolete","0","1000","Tape & Reel (TR)","-","Obsolete","Modulator","700MHz ~ 2.5GHz","700MHz ~ 2.5GHz","3dBm","-156dBm/Hz","-11.5dBm","86mA","4.75V ~ 5.25V","1.7GHz","16-TSSOP (0.173"", 4.40mm Width) Exposed Pad"
"//media.digikey.com/pdf/Data%20Sheets/RFMD%20PDFs/STQ-2016-(3,3Z).pdf",//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-TSSOP.jpg,STQ-2016-3-ND,STQ-2016-3,RFMD,RF MODULTR 700MHZ-2.5GHZ 16TSSOP,0,0,"Obsolete","0","1000","Tape & Reel (TR)","-","Obsolete","Modulator","700MHz ~ 2.5GHz","700MHz ~ 2.5GHz","3dBm","-156dBm/Hz","-11.5dBm","86mA","4.75V ~ 5.25V","1.7GHz","16-TSSOP (0.173"", 4.40mm Width) Exposed Pad"
//media.digikey.com/pdf/Data%20Sheets/RFMD%20PDFs/STQ-3016(Z).pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-TSSOP.jpg,STQ-3016-ND,STQ-3016,RFMD,RF MODULATOR 2.5GHZ-4GHZ 16TSSOP,0,0,"Obsolete","0","1000","Tape & Reel (TR)","-","Obsolete","Modulator","2.5GHz ~ 4GHz","2.5GHz ~ 4GHz","2dBm","-153dBm/Hz","-12dBm","88mA","4.75V ~ 5.25V","3GHz","16-TSSOP (0.173"", 4.40mm Width) Exposed Pad"
http://www.linear.com/docs/3794,//media.digikey.com/Renders/Linear%20Tech%20Renders/161;05-08-1663varCB;FE;20.jpg,LT5503EFE#TRPBF-ND,LT5503EFE#TRPBF,Linear Technology/Analog Devices,RF MODULATOR 1.7-2.7GHZ 20TSSOP,0,0,"Obsolete","0","2500","Tape & Reel (TR)","-","Obsolete","Modulator/Mixer","1.4GHz ~ 2.4GHz","1.7GHz ~ 2.7GHz","-15dBm","-152dBm/Hz","12.7dBm","38mA","1.8V ~ 5.25V","2.4GHz","20-TSSOP (0.173"", 4.40mm Width) Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/AD8341.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/505;CP-24-1;CP;24.jpg,AD8341ACPZ-WP-ND,AD8341ACPZ-WP,Analog Devices Inc.,RF MODULATOR 1.5GHZ-2.4GHZ 24QFN,0,7104,"Discontinued at Digi-Key","0","64","Tray","-","Discontinued at Digi-Key","Vector, Modulator","1.5GHz ~ 2.4GHz","1.5GHz ~ 2.4GHz","8.5dBm","-150.5dBm/Hz","-","145mA","4.75V ~ 5.25V","1.9GHz","24-VFQFN Exposed Pad, CSP"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/AD8340.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-10;CP;24.jpg,AD8340ACPZ-WP-ND,AD8340ACPZ-WP,Analog Devices Inc.,RF MODULATOR 700MHZ-1GHZ 24WFQFN,0,2752,"Discontinued at Digi-Key","0","64","Tray","-","Discontinued at Digi-Key","Vector, Modulator","700MHz ~ 1GHz","700MHz ~ 1GHz","11dBm","-149dBm/Hz","-","150mA","4.75V ~ 5.25V","880MHz","24-WFQFN Exposed Pad, CSP"
//media.digikey.com/pdf/Data%20Sheets/Atmel%20PDFs/U2790B-NFP.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16%20SOIC.jpg,U2790B-NFPG3H-ND,U2790B-NFPG3H,Microchip Technology,RF MODULATOR 100MHZ-1GHZ 16SOIC,0,0,"Obsolete","0","4000","Tape & Reel (TR)","-","Obsolete","Modulator","100MHz ~ 1GHz","100MHz ~ 1GHz","-","-132dBm/Hz","-1dBm","37mA","4.5V ~ 5.5V","900MHz","16-SOIC (0.154"", 3.90mm Width)"
//media.digikey.com/pdf/Data%20Sheets/Atmel%20PDFs/U2790B-NFP.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16%20SOIC.jpg,U2790B-NFPH-ND,U2790B-NFPH,Microchip Technology,RF MODULATOR 100MHZ-1GHZ 16SOIC,0,0,"Obsolete","0","560","Tube","-","Obsolete","Modulator","100MHz ~ 1GHz","100MHz ~ 1GHz","-","-132dBm/Hz","-1dBm","37mA","4.5V ~ 5.5V","900MHz","16-SOIC (0.154"", 3.90mm Width)"
http://www.intersil.com/content/dam/Intersil/documents/hsp5/hsp50415.pdf,-,HSP50415VI-ND,HSP50415VI,Renesas Electronics America Inc.,IC MODULATOR PROGRAMABLE 100MQFP,0,0,"Obsolete","0","66","-","-","Obsolete","-","-","-","-","-","-","-","-","-","-"
http://www.cel.com/pdf/datasheets/upc8191k.pdf,-,UPC8191K-A-ND,UPC8191K-A,CEL,RF MODULATOR 20VFQFN,0,0,"Obsolete","0","20","Bulk","-","Obsolete","Modulator","760MHz","-","-","-148dBm/Hz","-13dBm","38mA","2.7V ~ 3.3V","570MHz","20-VFQFN"
http://www.cel.com/pdf/datasheets/upc8191k.pdf,-,UPC8191K-E1-A-ND,UPC8191K-E1-A,CEL,RF MODULATOR 20VFQFN,0,0,"Obsolete","0","2500","Tape & Reel (TR)","-","Obsolete","Modulator","760MHz","-","-","-148dBm/Hz","-13dBm","38mA","2.7V ~ 3.3V","570MHz","20-VFQFN"
http://www.cel.com/pdf/datasheets/upc8195k.pdf,-,UPC8195K-A-ND,UPC8195K-A,CEL,RF MODULATOR 380MHZ 20VFQFN,0,0,"Obsolete","0","20","Bulk","-","Obsolete","Modulator","760MHz","380MHz","-","-147dBm/Hz","-13dBm","30mA","2.7V ~ 3.3V","760MHz","20-VFQFN"
http://www.cel.com/pdf/datasheets/upc8195k.pdf,-,UPC8195K-E1-A-ND,UPC8195K-E1-A,CEL,RF MODULATOR 380MHZ 20VFQFN,0,0,"Obsolete","0","2500","Tape & Reel (TR)","-","Obsolete","Modulator","760MHz","380MHz","-","-147dBm/Hz","-13dBm","30mA","2.7V ~ 3.3V","760MHz","20-VFQFN"
-,//media.digikey.com/Renders/Allegro%20Microsystems%20Renders/20-VFQFN.jpg,689-1015-2-ND,RF2483TR7,RFMD,RF MODULATOR 700MHZ-2.2GHZ 20QFN,0,0,"Discontinued at Digi-Key","0","3000","Tape & Reel (TR)","-","Discontinued at Digi-Key","Modulator","700MHz ~ 2.2GHz","700MHz ~ 2.2GHz","6dBm","-156.7dBm/Hz","3dBm","110mA","2.7V ~ 3.3V","1.9GHz","20-VFQFN Exposed Pad"
//media.digikey.com/pdf/Data%20Sheets/RFMD%20PDFs/RF3854.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,689-1029-2-ND,RF3854TR7,RFMD,RF MODULATOR 800MHZ-2GHZ 24VFQFN,0,0,"Discontinued at Digi-Key","0","750","Tape & Reel (TR)","-","Discontinued at Digi-Key","Modulator","800MHz ~ 2GHz","800MHz ~ 2GHz","7dBm","-150dBm/Hz","-","110mA","2.7V ~ 3.3V","2.11GHz","24-VFQFN Exposed Pad"
//media.digikey.com/pdf/Data%20Sheets/RFMD%20PDFs/RF2422.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16%20SOIC.jpg,RF2422TR7-ND,RF2422TR7,RFMD,RF MODULATR 800MHZ-2.5GHZ 16SOIC,0,0,"Discontinued at Digi-Key","0","750","Tape & Reel (TR)","-","Discontinued at Digi-Key","Modulator","0Hz ~ 250MHz","800MHz ~ 2.5GHz","-","-152dBm/Hz","3dBm","50mA","4.5V ~ 6V","2GHz","16-SOIC (0.154"", 3.90mm Width)"
//media.digikey.com/pdf/Data%20Sheets/RFMD%20PDFs/RF2480.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16%20SOIC.jpg,RF2480TR7-ND,RF2480TR7,RFMD,RF MODULATR 800MHZ-2.5GHZ 16SOIC,0,0,"Discontinued at Digi-Key","0","750","Tape & Reel (TR)","-","Discontinued at Digi-Key","Modulator","0Hz ~ 250MHz","800MHz ~ 2.5GHz","3dBm","-145dBm/Hz","2dBm","50mA","4.5V ~ 6V","800MHz","16-SOIC (0.154"", 3.90mm Width)"
//media.digikey.com/pdf/Data%20Sheets/RFMD%20PDFs/RF2850.pdf,-,RF2850TR7-ND,RF2850TR7,RFMD,RF MODULATOR 1.5GHZ-2.5GHZ 16QFN,0,0,"Discontinued at Digi-Key","0","750","Tape & Reel (TR)","-","Discontinued at Digi-Key","Modulator","1.5GHz ~ 2.5GHz","1.5GHz ~ 2.5GHz","5dBm","-156dBm/Hz","-6dBm","60mA","4.75V ~ 5.25V","1.9GHz","16-VQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADL5374.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-2;CP;24.jpg,ADL5374ACPZ-R7CT-ND,ADL5374ACPZ-R7,Analog Devices Inc.,RF MODULATOR 2.8GHZ-4GHZ 24VFQFN,0,0,"Obsolete","0","1","Cut Tape (CT)","-","Obsolete","Modulator","2.8GHz ~ 4GHz","2.8GHz ~ 4GHz","12dBm","-159.7dBm/Hz","5dBm","175mA","4.75V ~ 5.25V","3.8GHz","24-VFQFN Exposed Pad, CSP"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADL5374.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-2;CP;24.jpg,ADL5374ACPZ-R7DKR-ND,ADL5374ACPZ-R7,Analog Devices Inc.,RF MODULATOR 2.8GHZ-4GHZ 24VFQFN,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Obsolete","Modulator","2.8GHz ~ 4GHz","2.8GHz ~ 4GHz","12dBm","-159.7dBm/Hz","5dBm","175mA","4.75V ~ 5.25V","3.8GHz","24-VFQFN Exposed Pad, CSP"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/TRF3701.pdf,//media.digikey.com/Renders/Texas%20Instr%20Renders/16-VQFN-RHC(exposed-pad).jpg,TRF3701IRHCR-ND,TRF3701IRHCR,Texas Instruments,RF MODULATOR 140MHZ-1.5GHZ 16QFN,0,0,"Obsolete","0","3000","Tape & Reel (TR)","-","Obsolete","Modulator","140MHz ~ 1.5GHz","140MHz ~ 1.5GHz","6.5dBm","-156dBm/Hz","-1dBm","145mA","4.5V ~ 5.5V","942.5MHz","16-VQFN Exposed Pad"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/TRF3702.pdf,//media.digikey.com/Renders/Texas%20Instr%20Renders/16-VQFN-RHC(exposed-pad).jpg,TRF3702IRHCG4-ND,TRF3702IRHCG4,Texas Instruments,RF MODULATOR 1.5GHZ-2.5GHZ 16QFN,0,0,"Obsolete","0","90","Tube","-","Obsolete","Modulator","1.5GHz ~ 2.5GHz","1.5GHz ~ 2.5GHz","7dBm","-155dBm/Hz","-2.5dBm","170mA","4.5V ~ 5.5V","1.842GHz","16-VQFN Exposed Pad"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/TRF3702.pdf,//media.digikey.com/Renders/Texas%20Instr%20Renders/16-VQFN-RHC(exposed-pad).jpg,TRF3702IRHCR-ND,TRF3702IRHCR,Texas Instruments,RF MODULATOR 1.5GHZ-2.5GHZ 16QFN,0,0,"Obsolete","0","3000","Tape & Reel (TR)","-","Obsolete","Modulator","1.5GHz ~ 2.5GHz","1.5GHz ~ 2.5GHz","7dBm","-155dBm/Hz","-2.5dBm","170mA","4.5V ~ 5.5V","1.842GHz","16-VQFN Exposed Pad"
//media.digikey.com/pdf/Data%20Sheets/Atmel%20PDFs/U2793B.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SOIC_SOT163-1.jpg,U2793B-NFSH19-ND,U2793B-NFSH 19,Microchip Technology,RF MODULATOR 30-300MHZ 20LSSOP,0,0,"Obsolete","0","830","Tube","-","Obsolete","Modulator","30MHz ~ 300MHz","30MHz ~ 300MHz","-","-137dBm/Hz","-1dBm","15mA","4.5V ~ 5.5V","150MHz","20-LSSOP (0.173"", 4.40mm Width)"
//media.digikey.com/pdf/Data%20Sheets/RFMD%20PDFs/RF2480.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16%20SOIC.jpg,RF2480SR-ND,RF2480SR,RFMD,RF MODULATR 800MHZ-2.5GHZ 16SOIC,0,0,"Discontinued at Digi-Key","0","100","Tube","-","Discontinued at Digi-Key","Modulator","800MHz ~ 2.5GHz","800MHz ~ 2.5GHz","3dBm","-158dBm/Hz","-3dBm","50mA","4.5V ~ 6V","2GHz","16-SOIC (0.154"", 3.90mm Width)"
//media.digikey.com/pdf/Data%20Sheets/RFMD%20PDFs/RF2480.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16%20SOIC.jpg,RF2480-ND,RF2480,RFMD,RF MODULATR 800MHZ-2.5GHZ 16SOIC,0,0,"Obsolete","0","25","Strip","-","Obsolete","Modulator","800MHz ~ 2.5GHz","800MHz ~ 2.5GHz","3dBm","-158dBm/Hz","-3dBm","50mA","4.5V ~ 6V","2GHz","16-SOIC (0.154"", 3.90mm Width)"
//media.digikey.com/pdf/Data%20Sheets/Atmel%20PDFs/U2793B.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SOIC_SOT163-1.jpg,U2793B-NFSG3H19TR-ND,U2793B-NFSG3H 19,Microchip Technology,RF MODULATOR 20LSSOP,0,0,"Obsolete","0","4000","Tape & Reel (TR)","U2793","Obsolete","Modulator","30MHz ~ 300MHz","-","-","-137dBm/Hz","2dBm","15mA","4.5V ~ 5.5V","150MHz","20-LSSOP (0.173"", 4.40mm Width)"
//media.digikey.com/pdf/Data%20Sheets/Atmel%20PDFs/U2793B.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SOIC_SOT163-1.jpg,U2793B-NFSG3H19CT-ND,U2793B-NFSG3H 19,Microchip Technology,RF MODULATOR 20LSSOP,0,0,"Obsolete","0","1","Cut Tape (CT)","U2793","Obsolete","Modulator","30MHz ~ 300MHz","-","-","-137dBm/Hz","2dBm","15mA","4.5V ~ 5.5V","150MHz","20-LSSOP (0.173"", 4.40mm Width)"
//media.digikey.com/pdf/Data%20Sheets/Atmel%20PDFs/U2793B.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SOIC_SOT163-1.jpg,U2793B-NFSG3H19DKR-ND,U2793B-NFSG3H 19,Microchip Technology,RF MODULATOR 20LSSOP,0,0,"Digi-Reel","0","1","Digi-Reel®","U2793","Obsolete","Modulator","30MHz ~ 300MHz","-","-","-137dBm/Hz","2dBm","15mA","4.5V ~ 5.5V","150MHz","20-LSSOP (0.173"", 4.40mm Width)"
//media.digikey.com/pdf/Data%20Sheets/Anaren%20PDFs/70666.pdf,-,70666-ND,70666,Anaren,RF MODULATOR 2GHZ-4GHZ MODULE,0,0,"Obsolete","0","1","Tray","-","Obsolete","Modulator","-","2GHz ~ 4GHz","-","-","-","-","-","2GHz ~ 4GHz","Module"
//media.digikey.com/pdf/Data%20Sheets/Anaren%20PDFs/70668.pdf,-,70668-ND,70668,Anaren,RF MODULATOR 8GHZ-12.4GHZ MODULE,0,0,"Obsolete","0","1","Tray","-","Obsolete","Modulator","-","8GHz ~ 12.4GHz","-","-","-","-","-","8GHz ~ 12.4GHz","Module"
//media.digikey.com/pdf/Data%20Sheets/Anaren%20PDFs/Aluminum_Cased_Conn_Comp.pdf,-,90336-DC-ND,90336-DC,Anaren,RF MODULATOR 2GHZ-4GHZ MODULE,0,0,"Obsolete","0","1","Tray","-","Obsolete","Modulator","-","2GHz ~ 4GHz","-","-","-","-","-","2GHz ~ 4GHz","Module"
https://cdn.anaren.com/product-documents/MilitaryComponents/ModulatorsSingleSideband/90337-DC/90337-DC_DataSheet.pdf,-,90337-DC-ND,90337-DC,Anaren,RF MODULATOR 4GHZ-8GHZ MODULE,0,0,"Obsolete","0","1","Tray","-","Obsolete","Modulator","-","4GHz ~ 8GHz","-","-","-","-","-","4GHz ~ 8GHz","Module"
//media.digikey.com/pdf/Data%20Sheets/Anaren%20PDFs/Aluminum_Cased_Conn_Comp.pdf,-,90338-DC-ND,90338-DC,Anaren,RF MODULATOR 8GHZ-12.4GHZ MODULE,0,0,"Obsolete","0","1","Tray","-","Obsolete","Modulator","-","8GHz ~ 12.4GHz","-","-","-","-","-","8GHz ~ 12.4GHz","Module"
//media.digikey.com/pdf/Data%20Sheets/Anaren%20PDFs/Aluminum_Cased_Conn_Comp.pdf,-,9B0420-DC-ND,9B0420-DC,Anaren,RF MODULATOR 7GHZ-16GHZ MODULE,0,0,"Obsolete","0","1","Tray","-","Obsolete","Modulator","-","7GHz ~ 16GHz","-","-","-","-","-","7GHz ~ 16GHz","Module"
//media.digikey.com/pdf/Data%20Sheets/Anaren%20PDFs/Aluminum_Cased_Conn_Comp.pdf,-,260015-ND,260015,Anaren,RF MODULATOR 1GHZ-2GHZ MODULE,0,0,"Obsolete","0","1","Tray","-","Obsolete","Modulator","-","1GHz ~ 2GHz","-","-","-","-","-","1GHz ~ 2GHz","Module"
//media.digikey.com/pdf/Data%20Sheets/Anaren%20PDFs/Aluminum_Cased_Conn_Comp.pdf,-,260016-ND,260016,Anaren,RF MODULATOR 2GHZ-4GHZ MODULE,0,0,"Obsolete","0","1","Tray","-","Obsolete","Modulator","-","2GHz ~ 4GHz","-","-","-","-","-","2GHz ~ 4GHz","Module"
//media.digikey.com/pdf/Data%20Sheets/Anaren%20PDFs/Aluminum_Cased_Conn_Comp.pdf,-,260017-ND,260017,Anaren,RF MODULATOR 4GHZ-8GHZ MODULE,0,0,"Obsolete","0","1","Tray","-","Obsolete","Modulator","-","4GHz ~ 8GHz","-","-","-","-","-","4GHz ~ 8GHz","Module"
//media.digikey.com/pdf/Data%20Sheets/Anaren%20PDFs/Aluminum_Cased_Conn_Comp.pdf,-,260018-ND,260018,Anaren,RF MODULATOR 8GHZ-12.4GHZ MODULE,0,0,"Obsolete","0","1","Tray","-","Obsolete","Modulator","-","8GHz ~ 12.4GHz","-","-","-","-","-","8GHz ~ 12.4GHz","Module"
//media.digikey.com/pdf/Data%20Sheets/Anaren%20PDFs/Aluminum_Cased_Conn_Comp.pdf,-,260019-ND,260019,Anaren,RF MODULATOR 12.4-18GHZ MODULE,0,0,"Obsolete","0","1","Tray","-","Obsolete","Modulator","-","12.4GHz ~ 18GHz","-","-","-","-","-","12.4GHz ~ 18GHz","Module"
//media.digikey.com/pdf/Data%20Sheets/Anaren%20PDFs/Aluminum_Cased_Conn_Comp.pdf,-,260270-ND,260270,Anaren,RF MODULATOR 7.5GHZ-18GHZ MODULE,0,0,"Obsolete","0","1","Tray","-","Obsolete","Modulator","-","7.5GHz ~ 18GHz","-","-","-","-","-","7.5GHz ~ 18GHz","Module"
