Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Frequency Bands (Low / High)","Low Band Attenuation (min / max dB)","High Band Attenuation (min / max dB)","Return Loss (Low Band / High Band)","Mounting Type","Package / Case"
https://product.tdk.com/info/en/documents/data_sheet/rf_dpx_dpx162500dt-8028a1_en.pdf,//media.digikey.com/photos/TDK%20Photos/MFG_DPX162500DT-8028A1.jpg,445-180970-1-ND,DPX162500DT-8028A1,TDK Corporation,RF DIPLEXER 1.575/2.45GHZ 0603,7985,0,"0.37000","0","1","Cut Tape (CT)","DPX","Active","Diplexer","1.572GHz ~ 1.578GHz / 2.4GHz ~ 2.5GHz","13.00dB / 22.40dB","22.00dB / 36.60dB","14.0dB / 14.0dB","Surface Mount","0603 (1608 Metric)"
https://product.tdk.com/info/en/documents/data_sheet/rf_dpx_dpx162500dt-8028a1_en.pdf,//media.digikey.com/photos/TDK%20Photos/MFG_DPX162500DT-8028A1.jpg,445-180970-6-ND,DPX162500DT-8028A1,TDK Corporation,RF DIPLEXER 1.575/2.45GHZ 0603,7985,0,"Digi-Reel","0","1","Digi-Reel®","DPX","Active","Diplexer","1.572GHz ~ 1.578GHz / 2.4GHz ~ 2.5GHz","13.00dB / 22.40dB","22.00dB / 36.60dB","14.0dB / 14.0dB","Surface Mount","0603 (1608 Metric)"
https://product.tdk.com/info/en/documents/data_sheet/rf_tpx_tpx205950mt-7004a1_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_TPX20-Series.jpg,445-175634-2-ND,TPX205950MT-7004A1,TDK Corporation,RF TRIPLEXER 2.45/5.425GHZ 0805,2000,0,"0.17500","0","2000","Tape & Reel (TR)","TPX","Active","Triplexer","2.4GHz ~ 2.5GHz / 4.9GHz ~ 5.95GHz","20.00dB / 29.00dB","-","9.5dB / 9.5dB","Surface Mount","0805 (2012 Metric), 8 PC Pad"
https://product.tdk.com/info/en/documents/data_sheet/rf_tpx_tpx205950mt-7004a1_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_TPX20-Series.jpg,445-175634-1-ND,TPX205950MT-7004A1,TDK Corporation,RF TRIPLEXER 2.45/5.425GHZ 0805,2000,0,"0.46000","0","1","Cut Tape (CT)","*","Active","Triplexer","-","-","-","-","Surface Mount","0805 (2012 Metric), 8 PC Pad"
https://product.tdk.com/info/en/documents/data_sheet/rf_tpx_tpx205950mt-7004a1_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_TPX20-Series.jpg,445-175634-6-ND,TPX205950MT-7004A1,TDK Corporation,RF TRIPLEXER 2.45/5.425GHZ 0805,2000,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","Triplexer","-","-","-","-","Surface Mount","0805 (2012 Metric), 8 PC Pad"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/TPX255850MT-7013A3_Rev3_0_a.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_TPX255850MT-7013A3.jpg,445-175386-2-ND,TPX255850MT-7013A3,TDK Corporation,RF TRIPLEXER 1008 9 PC PAD,4000,0,"0.21000","0","2000","Tape & Reel (TR)","TPX","Active","Triplexer","-","13.00dB / 17.00dB","-","-","Surface Mount","1008 (2520 Metric), 9 PC Pad"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/TPX255850MT-7013A3_Rev3_0_a.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_TPX255850MT-7013A3.jpg,445-175386-1-ND,TPX255850MT-7013A3,TDK Corporation,RF TRIPLEXER 1008 9 PC PAD,4000,0,"0.55000","0","1","Cut Tape (CT)","*","Active","Triplexer","-","-","-","-","Surface Mount","1008 (2520 Metric), 9 PC Pad"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/TPX255850MT-7013A3_Rev3_0_a.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_TPX255850MT-7013A3.jpg,445-175386-6-ND,TPX255850MT-7013A3,TDK Corporation,RF TRIPLEXER 1008 9 PC PAD,4000,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","Triplexer","-","-","-","-","Surface Mount","1008 (2520 Metric), 9 PC Pad"
https://product.tdk.com/info/en/documents/data_sheet/rf_tpx_tpx205950mt-7036a1_en.pdf,-,445-181415-2-ND,TPX205950MT-7036A1,TDK Corporation,MULTILAYER HIGH PASS FILTER FOR,8000,0,"0.22313","0","2000","Tape & Reel (TR)","TPX","Active","Triplexer","1.559GHz ~ 1.606GHz / 4.9GHz ~ 5.95GHz","28.00dB / 32.00dB","30.00dB / 44.00dB","10.0dB / 10.0dB","Surface Mount","0805 (2012 Metric), 8 PC Pad"
https://product.tdk.com/info/en/documents/data_sheet/rf_tpx_tpx205950mt-7036a1_en.pdf,-,445-181415-1-ND,TPX205950MT-7036A1,TDK Corporation,MULTILAYER HIGH PASS FILTER FOR,8000,0,"0.48000","0","1","Cut Tape (CT)","TPX","Active","Triplexer","1.559GHz ~ 1.606GHz / 4.9GHz ~ 5.95GHz","28.00dB / 32.00dB","30.00dB / 44.00dB","10.0dB / 10.0dB","Surface Mount","0805 (2012 Metric), 8 PC Pad"
https://product.tdk.com/info/en/documents/data_sheet/rf_tpx_tpx205950mt-7036a1_en.pdf,-,445-181415-6-ND,TPX205950MT-7036A1,TDK Corporation,MULTILAYER HIGH PASS FILTER FOR,8000,0,"Digi-Reel","0","1","Digi-Reel®","TPX","Active","Triplexer","1.559GHz ~ 1.606GHz / 4.9GHz ~ 5.95GHz","28.00dB / 32.00dB","30.00dB / 44.00dB","10.0dB / 10.0dB","Surface Mount","0805 (2012 Metric), 8 PC Pad"
https://product.tdk.com/info/en/documents/data_sheet/rf_dpx_dpx205850dt-9036a1-h_en.pdf,-,445-181495-2-ND,DPX205850DT-9036A1-H,TDK Corporation,RF DIPLEXER 2.45GHZ/5.5GHZ 0805,2000,0,"0.24500","0","2000","Tape & Reel (TR)","DPX","Active","Diplexer","2.4GHz ~ 2.5GHz / 5.15GHz ~ 5.85GHz","30.00dB / 36.00dB","23.00dB/ 38.00dB","9.54dB / 9.54dB","Surface Mount","0805 (2012 Metric)"
https://product.tdk.com/info/en/documents/data_sheet/rf_dpx_dpx205850dt-9036a1-h_en.pdf,-,445-181495-1-ND,DPX205850DT-9036A1-H,TDK Corporation,RF DIPLEXER 2.45GHZ/5.5GHZ 0805,3300,0,"0.63000","0","1","Cut Tape (CT)","DPX","Active","Diplexer","2.4GHz ~ 2.5GHz / 5.15GHz ~ 5.85GHz","30.00dB / 36.00dB","23.00dB/ 38.00dB","9.54dB / 9.54dB","Surface Mount","0805 (2012 Metric)"
https://product.tdk.com/info/en/documents/data_sheet/rf_dpx_dpx205850dt-9036a1-h_en.pdf,-,445-181495-6-ND,DPX205850DT-9036A1-H,TDK Corporation,RF DIPLEXER 2.45GHZ/5.5GHZ 0805,3300,0,"Digi-Reel","0","1","Digi-Reel®","DPX","Active","Diplexer","2.4GHz ~ 2.5GHz / 5.15GHz ~ 5.85GHz","30.00dB / 36.00dB","23.00dB/ 38.00dB","9.54dB / 9.54dB","Surface Mount","0805 (2012 Metric)"
https://product.tdk.com/info/en/documents/data_sheet/rf_dpx_dpx202700dt-4162a1_en.pdf,-,445-181493-2-ND,DPX202700DT-4162A1,TDK Corporation,MULTILAYER DIPLEXER FOR 698 - 96,2000,0,"0.27914","0","2000","Tape & Reel (TR)","DPX","Active","Diplexer","698MHz ~ 960MHz / 1.71GHz ~ 2.7GHz","30.00dB / 39.10dB","25.00dB / 29.70dB","10.03dB / 10.03dB","Surface Mount","0805 (2012 Metric), 6 PC Pad"
https://product.tdk.com/info/en/documents/data_sheet/rf_dpx_dpx202700dt-4162a1_en.pdf,-,445-181493-1-ND,DPX202700DT-4162A1,TDK Corporation,MULTILAYER DIPLEXER FOR 698 - 96,3976,0,"0.59000","0","1","Cut Tape (CT)","DPX","Active","Diplexer","698MHz ~ 960MHz / 1.71GHz ~ 2.7GHz","30.00dB / 39.10dB","25.00dB / 29.70dB","10.03dB / 10.03dB","Surface Mount","0805 (2012 Metric), 6 PC Pad"
https://product.tdk.com/info/en/documents/data_sheet/rf_dpx_dpx202700dt-4162a1_en.pdf,-,445-181493-6-ND,DPX202700DT-4162A1,TDK Corporation,MULTILAYER DIPLEXER FOR 698 - 96,3976,0,"Digi-Reel","0","1","Digi-Reel®","DPX","Active","Diplexer","698MHz ~ 960MHz / 1.71GHz ~ 2.7GHz","30.00dB / 39.10dB","25.00dB / 29.70dB","10.03dB / 10.03dB","Surface Mount","0805 (2012 Metric), 6 PC Pad"
https://product.tdk.com/info/en/documents/data_sheet/rf_dpx_dpx202750dt-4058a1_en.pdf,//media.digikey.com/photos/TDK%20Photos/MFG_DPX202750DT-4058A1.jpg,445-175626-2-ND,DPX202750DT-4058A1,TDK Corporation,RF DIPLEXER 0805 6 PC PAD,2000,0,"0.35000","0","2000","Tape & Reel (TR)","DPX","Active","Diplexer","-","-","-","-","Surface Mount","0805 (2012 Metric), 6 PC Pad"
https://product.tdk.com/info/en/documents/data_sheet/rf_dpx_dpx202750dt-4058a1_en.pdf,//media.digikey.com/photos/TDK%20Photos/MFG_DPX202750DT-4058A1.jpg,445-175626-1-ND,DPX202750DT-4058A1,TDK Corporation,RF DIPLEXER 0805 6 PC PAD,2000,0,"0.92000","0","1","Cut Tape (CT)","DPX","Active","Diplexer","-","-","-","-","Surface Mount","0805 (2012 Metric), 6 PC Pad"
https://product.tdk.com/info/en/documents/data_sheet/rf_dpx_dpx202750dt-4058a1_en.pdf,//media.digikey.com/photos/TDK%20Photos/MFG_DPX202750DT-4058A1.jpg,445-175626-6-ND,DPX202750DT-4058A1,TDK Corporation,RF DIPLEXER 0805 6 PC PAD,2000,0,"Digi-Reel","0","1","Digi-Reel®","DPX","Active","Diplexer","-","-","-","-","Surface Mount","0805 (2012 Metric), 6 PC Pad"
https://product.tdk.com/info/en/documents/data_sheet/rf_dpx_dpx205850dt-4155a1_en.pdf,//media.digikey.com/photos/TDK%20Photos/MFG_DPX205850DT-4155A1.jpg,445-175632-2-ND,DPX205850DT-4155A1,TDK Corporation,RF DIPLEXER 1345MZ/4.125GHZ 0805,2000,0,"0.35000","0","2000","Tape & Reel (TR)","DPX","Active","Diplexer","700MHz ~ 1.99GHz / 2.4GHz ~ 5.85GHz","-","15.00dB / 21.00dB","9.54dB / 9.54dB","Surface Mount","0805 (2012 Metric), 6 PC Pad"
https://product.tdk.com/info/en/documents/data_sheet/rf_dpx_dpx205850dt-4155a1_en.pdf,//media.digikey.com/photos/TDK%20Photos/MFG_DPX205850DT-4155A1.jpg,445-175632-1-ND,DPX205850DT-4155A1,TDK Corporation,RF DIPLEXER 1345MZ/4.125GHZ 0805,2000,0,"0.92000","0","1","Cut Tape (CT)","*","Active","Diplexer","-","-","-","-","Surface Mount","0805 (2012 Metric), 6 PC Pad"
https://product.tdk.com/info/en/documents/data_sheet/rf_dpx_dpx205850dt-4155a1_en.pdf,//media.digikey.com/photos/TDK%20Photos/MFG_DPX205850DT-4155A1.jpg,445-175632-6-ND,DPX205850DT-4155A1,TDK Corporation,RF DIPLEXER 1345MZ/4.125GHZ 0805,2000,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","Diplexer","-","-","-","-","Surface Mount","0805 (2012 Metric), 6 PC Pad"
https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=FI212P082935-T &u=M,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/FI212P.jpg,587-6073-2-ND,FI212P082935-T,Taiyo Yuden,RF DIPLEXER 829MHZ/2.2GHZ 0603,6000,0,"0.45600","0","3000","Tape & Reel (TR)","FI","Active","Diplexer","960MHz ~ 698MHz / 1.71GHz ~ 2.69GHz","25.00dB / -","17.00dB / -","-","Surface Mount","0603 (1608 Metric), 6 PC Pad"
https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=FI212P082935-T &u=M,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/FI212P.jpg,587-6073-1-ND,FI212P082935-T,Taiyo Yuden,RF DIPLEXER 829MHZ/2.2GHZ 0603,6000,0,"0.97000","0","1","Cut Tape (CT)","*","Active","Diplexer","-","-","-","-","Surface Mount","0603 (1608 Metric), 6 PC Pad"
https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=FI212P082935-T &u=M,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/FI212P.jpg,587-6073-6-ND,FI212P082935-T,Taiyo Yuden,RF DIPLEXER 829MHZ/2.2GHZ 0603,6000,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","Diplexer","-","-","-","-","Surface Mount","0603 (1608 Metric), 6 PC Pad"
https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=FI212P0829G2-T &u=M,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/FI212P.jpg,587-6074-2-ND,FI212P0829G2-T,Taiyo Yuden,RF DIPLEXER 829MHZ/2.2GHZ 0603,3000,0,"0.45600","0","3000","Tape & Reel (TR)","FI","Active","Diplexer","960MHz ~ 698MHz / 1.71GHz ~ 2.69GHz","-","19.00dB / -","-","Surface Mount","0603 (1608 Metric), 6 PC Pad"
https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=FI212P0829G2-T &u=M,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/FI212P.jpg,587-6074-1-ND,FI212P0829G2-T,Taiyo Yuden,RF DIPLEXER 829MHZ/2.2GHZ 0603,5899,0,"0.97000","0","1","Cut Tape (CT)","*","Active","Diplexer","-","-","-","-","Surface Mount","0603 (1608 Metric), 6 PC Pad"
https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=FI212P0829G2-T &u=M,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/FI212P.jpg,587-6074-6-ND,FI212P0829G2-T,Taiyo Yuden,RF DIPLEXER 829MHZ/2.2GHZ 0603,5899,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","Diplexer","-","-","-","-","Surface Mount","0603 (1608 Metric), 6 PC Pad"
https://www.yuden.co.jp/productdata/catalog/sawfilter01_e.pdf,-,587-6192-2-ND,D5DA740M0K2L4-Z,Taiyo Yuden,RF DUPLEXER 8SMD NO LEAD,3000,0,"1.03815","0","3000","Tape & Reel (TR)","D5","Active","Duplexer","-","-","-","-","Surface Mount","8-SMD, No Lead"
https://www.yuden.co.jp/productdata/catalog/sawfilter01_e.pdf,-,587-6192-1-ND,D5DA740M0K2L4-Z,Taiyo Yuden,RF DUPLEXER 8SMD NO LEAD,3000,0,"2.36000","0","1","Cut Tape (CT)","D5","Active","Duplexer","-","-","-","-","Surface Mount","8-SMD, No Lead"
https://www.yuden.co.jp/productdata/catalog/sawfilter01_e.pdf,-,587-6192-6-ND,D5DA740M0K2L4-Z,Taiyo Yuden,RF DUPLEXER 8SMD NO LEAD,3000,0,"Digi-Reel","0","1","Digi-Reel®","D5","Active","Duplexer","-","-","-","-","Surface Mount","8-SMD, No Lead"
https://www.yuden.co.jp/productdata/catalog/sawfilter01_e.pdf,-,587-6170-2-ND,D6DA1G960K2B1-Z,Taiyo Yuden,RF DUPLEXER 8SMD NO LEAD,3000,0,"1.27770","0","3000","Tape & Reel (TR)","D6","Active","Duplexer","-","-","-","-","Surface Mount","8-SMD, No Lead"
https://www.yuden.co.jp/productdata/catalog/sawfilter01_e.pdf,-,587-6170-1-ND,D6DA1G960K2B1-Z,Taiyo Yuden,RF DUPLEXER 8SMD NO LEAD,5595,0,"2.90000","0","1","Cut Tape (CT)","D6","Active","Duplexer","-","-","-","-","Surface Mount","8-SMD, No Lead"
https://www.yuden.co.jp/productdata/catalog/sawfilter01_e.pdf,-,587-6170-6-ND,D6DA1G960K2B1-Z,Taiyo Yuden,RF DUPLEXER 8SMD NO LEAD,5595,0,"Digi-Reel","0","1","Digi-Reel®","D6","Active","Duplexer","-","-","-","-","Surface Mount","8-SMD, No Lead"
https://www.yuden.co.jp/productdata/catalog/sawfilter01_e.pdf,-,587-6206-2-ND,D6DA1G960K2B2-Z,Taiyo Yuden,RF DUPLEXER 1GHZ-5GHZ 8SMD,3000,0,"1.27770","0","3000","Tape & Reel (TR)","D6","Active","Duplexer","1GHz ~ 5GHz","55.00dB / -","- / 55.00dB","-","Surface Mount","8-SMD, No Lead"
https://www.yuden.co.jp/productdata/catalog/sawfilter01_e.pdf,-,587-6206-1-ND,D6DA1G960K2B2-Z,Taiyo Yuden,RF DUPLEXER 1GHZ-5GHZ 8SMD,5972,0,"2.90000","0","1","Cut Tape (CT)","D6","Active","Duplexer","1GHz ~ 5GHz","55.00dB / -","- / 55.00dB","-","Surface Mount","8-SMD, No Lead"
https://www.yuden.co.jp/productdata/catalog/sawfilter01_e.pdf,-,587-6206-6-ND,D6DA1G960K2B2-Z,Taiyo Yuden,RF DUPLEXER 1GHZ-5GHZ 8SMD,5972,0,"Digi-Reel","0","1","Digi-Reel®","D6","Active","Duplexer","1GHz ~ 5GHz","55.00dB / -","- / 55.00dB","-","Surface Mount","8-SMD, No Lead"
//media.digikey.com/pdf/Data%20Sheets/Qualcomm%20PDFs/B39741B8017P810.pdf,-,B39741B8017P810TR-ND,B39741B8017P810,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),RF DUPLEXER 710MHZ/740MHZ 9SMD,2500,0,"2.39250","0","500","Tape & Reel (TR)","-","Active","Duplexer","704MHz ~ 716MHz / 734MHz ~ 746MHz","50.00dB / 55.00dB","50.00dB / 54.00dB","-","Surface Mount","9-SMD, No Lead"
//media.digikey.com/pdf/Data%20Sheets/Qualcomm%20PDFs/B39741B8017P810.pdf,-,B39741B8017P810CT-ND,B39741B8017P810,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),RF DUPLEXER 710MHZ/740MHZ 9SMD,2998,0,"5.26000","0","1","Cut Tape (CT)","-","Active","Duplexer","704MHz ~ 716MHz / 734MHz ~ 746MHz","50.00dB / 55.00dB","50.00dB / 54.00dB","-","Surface Mount","9-SMD, No Lead"
//media.digikey.com/pdf/Data%20Sheets/Qualcomm%20PDFs/B39741B8017P810.pdf,-,B39741B8017P810DKR-ND,B39741B8017P810,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),RF DUPLEXER 710MHZ/740MHZ 9SMD,2998,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Duplexer","704MHz ~ 716MHz / 734MHz ~ 746MHz","50.00dB / 55.00dB","50.00dB / 54.00dB","-","Surface Mount","9-SMD, No Lead"
-,-,B39791B8039P810TR-ND,B39791B8039P810,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),RF DUPLEXER 9SMD NO LEAD,1500,0,"2.53750","0","500","Tape & Reel (TR)","B8039","Active","Duplexer","758MHz ~ 768MHz / 788MHz ~ 798MHz","45.00dB / 55.00dB","50.00dB / 56.00dB","-","Surface Mount","9-SMD, No Lead"
-,-,B39791B8039P810CT-ND,B39791B8039P810,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),RF DUPLEXER 9SMD NO LEAD,1638,0,"5.58000","0","1","Cut Tape (CT)","B8039","Active","Duplexer","758MHz ~ 768MHz / 788MHz ~ 798MHz","45.00dB / 55.00dB","50.00dB / 56.00dB","-","Surface Mount","9-SMD, No Lead"
-,-,B39791B8039P810DKR-ND,B39791B8039P810,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),RF DUPLEXER 9SMD NO LEAD,1638,0,"Digi-Reel","0","1","Digi-Reel®","B8039","Active","Duplexer","758MHz ~ 768MHz / 788MHz ~ 798MHz","45.00dB / 55.00dB","50.00dB / 56.00dB","-","Surface Mount","9-SMD, No Lead"
-,-,B39781B8034P810TR-ND,B39781B8034P810,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),RF DIPLEXER 9SMD NO LEAD,2000,0,"2.82750","0","500","Tape & Reel (TR)","B8034","Active","-","746MHz ~ 756MHz / 777MHz ~ 787MHz","50.00dB / 58.00dB","50.00dB / 56.00dB","-","Surface Mount","9-SMD, No Lead"
-,-,B39781B8034P810CT-ND,B39781B8034P810,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),RF DIPLEXER 9SMD NO LEAD,2300,0,"6.22000","0","1","Cut Tape (CT)","B8034","Active","-","746MHz ~ 756MHz / 777MHz ~ 787MHz","50.00dB / 58.00dB","50.00dB / 56.00dB","-","Surface Mount","9-SMD, No Lead"
-,-,B39781B8034P810DKR-ND,B39781B8034P810,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),RF DIPLEXER 9SMD NO LEAD,2300,0,"Digi-Reel","0","1","Digi-Reel®","B8034","Active","-","746MHz ~ 756MHz / 777MHz ~ 787MHz","50.00dB / 58.00dB","50.00dB / 56.00dB","-","Surface Mount","9-SMD, No Lead"
https://cdn.macom.com/datasheets/MAFL-011055.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/MFG_MAFL-01105x.jpg,1465-1810-2-ND,MAFL-011055,M/A-Com Technology Solutions,RF DIPLEXER MODULE,1000,0,"4.95000","0","200","Tape & Reel (TR)","-","Active","Diplexer","-","-","-","-","Surface Mount","Module"
https://cdn.macom.com/datasheets/MAFL-011055.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/MFG_MAFL-01105x.jpg,1465-1810-1-ND,MAFL-011055,M/A-Com Technology Solutions,RF DIPLEXER MODULE,1000,200,"6.93000","0","1","Cut Tape (CT)","-","Active","Diplexer","-","-","-","-","Surface Mount","Module"
https://cdn.macom.com/datasheets/MAFL-011055.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/MFG_MAFL-01105x.jpg,1465-1810-6-ND,MAFL-011055,M/A-Com Technology Solutions,RF DIPLEXER MODULE,1000,200,"Digi-Reel","0","1","Digi-Reel®","-","Active","Diplexer","-","-","-","-","Surface Mount","Module"
https://cdn.macom.com/datasheets/MAFL-011081.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/MFG_MAFL-01105x.jpg,1465-1854-2-ND,MAFL-011081,M/A-Com Technology Solutions,RF DIPLEXER 204/258MHZ SMD,1000,0,"4.95000","0","200","Tape & Reel (TR)","-","Active","Diplexer","5MHz ~ 204MHz / 258MHz ~ 1.218GHz","-","-","19.0dB / 18.0dB","Surface Mount","20-SMD, No Lead"
https://cdn.macom.com/datasheets/MAFL-011081.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/MFG_MAFL-01105x.jpg,1465-1854-1-ND,MAFL-011081,M/A-Com Technology Solutions,RF DIPLEXER 204/258MHZ SMD,1000,0,"6.93000","0","1","Cut Tape (CT)","-","Active","Diplexer","5MHz ~ 204MHz / 258MHz ~ 1.218GHz","-","-","19.0dB / 18.0dB","Surface Mount","20-SMD, No Lead"
https://cdn.macom.com/datasheets/MAFL-011081.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/MFG_MAFL-01105x.jpg,1465-1854-6-ND,MAFL-011081,M/A-Com Technology Solutions,RF DIPLEXER 204/258MHZ SMD,1000,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Diplexer","5MHz ~ 204MHz / 258MHz ~ 1.218GHz","-","-","19.0dB / 18.0dB","Surface Mount","20-SMD, No Lead"
https://cdn.macom.com/datasheets/MAFL-011057.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/MFG_MAFL-01105x.jpg,1465-1812-2-ND,MAFL-011057,M/A-Com Technology Solutions,RF DIPLEXER MODULE,800,0,"4.95000","0","200","Tape & Reel (TR)","-","Active","Diplexer","-","-","-","-","Surface Mount","Module"
https://cdn.macom.com/datasheets/MAFL-011057.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/MFG_MAFL-01105x.jpg,1465-1812-1-ND,MAFL-011057,M/A-Com Technology Solutions,RF DIPLEXER MODULE,996,0,"6.93000","0","1","Cut Tape (CT)","-","Active","Diplexer","-","-","-","-","Surface Mount","Module"
https://cdn.macom.com/datasheets/MAFL-011057.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/MFG_MAFL-01105x.jpg,1465-1812-6-ND,MAFL-011057,M/A-Com Technology Solutions,RF DIPLEXER MODULE,996,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Diplexer","-","-","-","-","Surface Mount","Module"
https://cdn.macom.com/datasheets/MAFL-011078.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/MAFL-011078.jpg,1465-1853-2-ND,MAFL-011078,M/A-Com Technology Solutions,RF DIPLEXER 42/54MHZ SMD,1000,0,"7.12800","0","200","Tape & Reel (TR)","-","Active","Diplexer","5MHz ~ 42MHz / 54MHz ~ 1.218GHz","-","-","24.0dB / 24.0dB","Surface Mount","20-SMD, No Lead"
https://cdn.macom.com/datasheets/MAFL-011078.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/MAFL-011078.jpg,1465-1853-1-ND,MAFL-011078,M/A-Com Technology Solutions,RF DIPLEXER 42/54MHZ SMD,1000,0,"9.98000","0","1","Cut Tape (CT)","-","Active","Diplexer","5MHz ~ 42MHz / 54MHz ~ 1.218GHz","-","-","24.0dB / 24.0dB","Surface Mount","20-SMD, No Lead"
https://cdn.macom.com/datasheets/MAFL-011078.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/MAFL-011078.jpg,1465-1853-6-ND,MAFL-011078,M/A-Com Technology Solutions,RF DIPLEXER 42/54MHZ SMD,1000,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Diplexer","5MHz ~ 42MHz / 54MHz ~ 1.218GHz","-","-","24.0dB / 24.0dB","Surface Mount","20-SMD, No Lead"
https://cdn.macom.com/datasheets/MAFL-011077.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/MFG_MAFL-01105x.jpg,1465-1852-2-ND,MAFL-011077,M/A-Com Technology Solutions,RF DIPLEXER 85/102MHZ SMD,200,0,"7.12800","0","200","Tape & Reel (TR)","-","Active","Diplexer","5MHz ~ 85MHz / 102MHz ~ 1.218GHz","-","-","24.0dB / 24.0dB","Surface Mount","20-SMD, No Lead"
https://cdn.macom.com/datasheets/MAFL-011077.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/MFG_MAFL-01105x.jpg,1465-1852-1-ND,MAFL-011077,M/A-Com Technology Solutions,RF DIPLEXER 85/102MHZ SMD,200,0,"9.98000","0","1","Cut Tape (CT)","-","Active","Diplexer","5MHz ~ 85MHz / 102MHz ~ 1.218GHz","-","-","24.0dB / 24.0dB","Surface Mount","20-SMD, No Lead"
https://cdn.macom.com/datasheets/MAFL-011077.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/MFG_MAFL-01105x.jpg,1465-1852-6-ND,MAFL-011077,M/A-Com Technology Solutions,RF DIPLEXER 85/102MHZ SMD,200,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Diplexer","5MHz ~ 85MHz / 102MHz ~ 1.218GHz","-","-","24.0dB / 24.0dB","Surface Mount","20-SMD, No Lead"
https://www.johansontechnology.com/datasheets/2450DP15L5400/2450DP15L5400.pdf,//media.digikey.com/Renders/Johanson%20Tech%20Renders/Johanson-2450DP15L5400E.jpg,712-1625-2-ND,2450DP15L5400E,Johanson Technology Inc.,RF DIPLEXER 2.45/5.425GHZ 0805,4000,0,"0.18018","0","4000","Tape & Reel (TR)","-","Active","Diplexer","2.4GHz ~ 2.5GHz / 4.9GHz ~ 5.95GHz","20.00dB / 27.00dB","20.00dB / 23.00dB","10.0dB / 10.0dB","Surface Mount","0805 (2012 Metric), 6 PC Pad"
