Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Insertion Loss","Frequency","Specifications","Size / Dimension","Package / Case"
https://cdn.anaren.com/product-documents/Xinger/PowerDividers/PD0409J7575S2HF/PD0409J7575S2HF_DataSheet(Rev_A).pdf,//media.digikey.com/Renders/Anaren%20Renders/0805%20(2012%20Metric).jpg,1173-1092-1-ND,PD0409J7575S2HF,Anaren,RF POWER DVDR 400MHZ-900MHZ 0805,3330,0,"0.74000","0","1","Cut Tape (CT)","Xinger®","Discontinued at Digi-Key","0.5dB","400MHz ~ 900MHz","Isolation (Min) 8.2dB, 12dB Return Loss","0.079"" L x 0.050"" W (2.00mm x 1.27mm)","0805 (2012 Metric)"
https://cdn.anaren.com/product-documents/Xinger/PowerDividers/PD0409J7575S2HF/PD0409J7575S2HF_DataSheet(Rev_A).pdf,//media.digikey.com/Renders/Anaren%20Renders/0805%20(2012%20Metric).jpg,1173-1092-6-ND,PD0409J7575S2HF,Anaren,RF POWER DVDR 400MHZ-900MHZ 0805,0,0,"Digi-Reel","0","1","Digi-Reel®","Xinger®","Discontinued at Digi-Key","0.5dB","400MHz ~ 900MHz","Isolation (Min) 8.2dB, 12dB Return Loss","0.079"" L x 0.050"" W (2.00mm x 1.27mm)","0805 (2012 Metric)"
https://cdn.anaren.com/product-documents/Xinger/PowerDividers/PD1722J5050D2HF/PD1722J5050D2HF_DataSheet(Rev_A).pdf,//media.digikey.com/Renders/Anaren%20Renders/0805%20(2012%20Metric).jpg,1173-1096-2-ND,PD1722J5050D2HF,Anaren,RF POWER DVDR 1.7GHZ-2.2GHZ 0805,0,0,"0.36000","0","4000","Tape & Reel (TR)","Xinger®","Active","0.5dB","1.7GHz ~ 2.2GHz","Isolation (Min) 17dB, 14dB Return Loss","0.079"" L x 0.050"" W (2.00mm x 1.27mm)","0805 (2012 Metric)"
https://cdn.anaren.com/product-documents/Xinger/PowerDividers/PD1722J5050D2HF/PD1722J5050D2HF_DataSheet(Rev_A).pdf,//media.digikey.com/Renders/Anaren%20Renders/0805%20(2012%20Metric).jpg,1173-1096-1-ND,PD1722J5050D2HF,Anaren,RF POWER DVDR 1.7GHZ-2.2GHZ 0805,1765,0,"0.74000","0","1","Cut Tape (CT)","Xinger®","Discontinued at Digi-Key","0.5dB","1.7GHz ~ 2.2GHz","Isolation (Min) 17dB, 14dB Return Loss","0.079"" L x 0.050"" W (2.00mm x 1.27mm)","0805 (2012 Metric)"
https://cdn.anaren.com/product-documents/Xinger/PowerDividers/PD1722J5050D2HF/PD1722J5050D2HF_DataSheet(Rev_A).pdf,//media.digikey.com/Renders/Anaren%20Renders/0805%20(2012%20Metric).jpg,1173-1096-6-ND,PD1722J5050D2HF,Anaren,RF POWER DVDR 1.7GHZ-2.2GHZ 0805,0,0,"Digi-Reel","0","1","Digi-Reel®","Xinger®","Discontinued at Digi-Key","0.5dB","1.7GHz ~ 2.2GHz","Isolation (Min) 17dB, 14dB Return Loss","0.079"" L x 0.050"" W (2.00mm x 1.27mm)","0805 (2012 Metric)"
https://cdn.anaren.com/product-documents/Xinger/PowerDividers/PD4859J5050S2HF/PD4859J5050S2HF_DataSheet(Rev_D).pdf,//media.digikey.com/Renders/Anaren%20Renders/0805%20(2012%20Metric).jpg,1173-1101-2-ND,PD4859J5050S2HF,Anaren,RF POWER DVDR 4.8GHZ-5.9GHZ 0805,0,0,"0.36000","0","4000","Tape & Reel (TR)","Xinger®","Active","0.7dB","4.8GHz ~ 5.9GHz","Isolation (Min) 14dB, 10.3dB Return Loss","0.079"" L x 0.050"" W (2.00mm x 1.27mm)","0805 (2012 Metric)"
https://cdn.anaren.com/product-documents/Xinger/PowerDividers/PD4859J5050S2HF/PD4859J5050S2HF_DataSheet(Rev_D).pdf,//media.digikey.com/Renders/Anaren%20Renders/0805%20(2012%20Metric).jpg,1173-1101-1-ND,PD4859J5050S2HF,Anaren,RF POWER DVDR 4.8GHZ-5.9GHZ 0805,1580,0,"0.74000","0","1","Cut Tape (CT)","Xinger®","Active","0.7dB","4.8GHz ~ 5.9GHz","Isolation (Min) 14dB, 10.3dB Return Loss","0.079"" L x 0.050"" W (2.00mm x 1.27mm)","0805 (2012 Metric)"
https://cdn.anaren.com/product-documents/Xinger/PowerDividers/PD4859J5050S2HF/PD4859J5050S2HF_DataSheet(Rev_D).pdf,//media.digikey.com/Renders/Anaren%20Renders/0805%20(2012%20Metric).jpg,1173-1101-6-ND,PD4859J5050S2HF,Anaren,RF POWER DVDR 4.8GHZ-5.9GHZ 0805,1580,0,"Digi-Reel","0","1","Digi-Reel®","Xinger®","Active","0.7dB","4.8GHz ~ 5.9GHz","Isolation (Min) 14dB, 10.3dB Return Loss","0.079"" L x 0.050"" W (2.00mm x 1.27mm)","0805 (2012 Metric)"
https://cdn.anaren.com/product-documents/Xinger/PowerDividers/PD0922J7575D2HF/PD0922J7575D2HF_DataSheet_Rev_B.pdf,//media.digikey.com/Renders/Anaren%20Renders/0805%20(2012%20Metric).jpg,1173-1095-2-ND,PD0922J7575D2HF,Anaren,RF PWR DVDR 950MHZ-2.15GHZ 0805,0,0,"0.36000","0","4000","Tape & Reel (TR)","Xinger®","Active","0.8dB","950MHz ~ 2.15GHz","Isolation (Min) 14dB, 11dB Return Loss","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0805 (2012 Metric)"
https://cdn.anaren.com/product-documents/Xinger/PowerDividers/PD0922J7575D2HF/PD0922J7575D2HF_DataSheet_Rev_B.pdf,//media.digikey.com/Renders/Anaren%20Renders/0805%20(2012%20Metric).jpg,1173-1095-1-ND,PD0922J7575D2HF,Anaren,RF PWR DVDR 950MHZ-2.15GHZ 0805,1384,0,"0.74000","0","1","Cut Tape (CT)","Xinger®","Active","0.8dB","950MHz ~ 2.15GHz","Isolation (Min) 14dB, 11dB Return Loss","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0805 (2012 Metric)"
https://cdn.anaren.com/product-documents/Xinger/PowerDividers/PD0922J7575D2HF/PD0922J7575D2HF_DataSheet_Rev_B.pdf,//media.digikey.com/Renders/Anaren%20Renders/0805%20(2012%20Metric).jpg,1173-1095-6-ND,PD0922J7575D2HF,Anaren,RF PWR DVDR 950MHZ-2.15GHZ 0805,1384,0,"Digi-Reel","0","1","Digi-Reel®","Xinger®","Active","0.8dB","950MHz ~ 2.15GHz","Isolation (Min) 14dB, 11dB Return Loss","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0805 (2012 Metric)"
https://www.johansontechnology.com/datasheets/1575CH15A0030/1575CH15A0030.pdf,//media.digikey.com/Renders/Johanson%20Tech%20Renders/Splitter%200805.jpg,712-1543-2-ND,1575CH15A0030E,Johanson Technology Inc.,RF PWR DVDR 1.56GHZ-1.59GHZ 0805,0,0,"0.36000","0","4000","Tape & Reel (TR)","-","Active","3.3dB","1.56GHz ~ 1.59GHz","Isolation (Min) 16dB, 10dB Return Loss","1.102"" L x 0.150"" W (28.00mm x 3.81mm)","0805 (2012 Metric)"
https://www.johansontechnology.com/datasheets/1575CH15A0030/1575CH15A0030.pdf,//media.digikey.com/Renders/Johanson%20Tech%20Renders/Splitter%200805.jpg,712-1543-1-ND,1575CH15A0030E,Johanson Technology Inc.,RF PWR DVDR 1.56GHZ-1.59GHZ 0805,1005,0,"0.80000","0","1","Cut Tape (CT)","-","Discontinued at Digi-Key","3.3dB","1.56GHz ~ 1.59GHz","Isolation (Min) 16dB, 10dB Return Loss","1.102"" L x 0.150"" W (28.00mm x 3.81mm)","0805 (2012 Metric)"
https://www.johansontechnology.com/datasheets/1575CH15A0030/1575CH15A0030.pdf,//media.digikey.com/Renders/Johanson%20Tech%20Renders/Splitter%200805.jpg,712-1543-6-ND,1575CH15A0030E,Johanson Technology Inc.,RF PWR DVDR 1.56GHZ-1.59GHZ 0805,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Discontinued at Digi-Key","3.3dB","1.56GHz ~ 1.59GHz","Isolation (Min) 16dB, 10dB Return Loss","1.102"" L x 0.150"" W (28.00mm x 3.81mm)","0805 (2012 Metric)"
https://cdn.macom.com/datasheets/MAPD-009918-C209C0.pdf,-,1465-1815-2-ND,MAPD-009918-C209C0,M/A-Com Technology Solutions,RF POWER DIVIDER 5MHZ-1GHZ 6SMD,2000,0,"1.18500","0","2000","Tape & Reel (TR)","-","Active","1dB","5MHz ~ 1GHz","-","-","6-SMD, No Lead"
https://cdn.macom.com/datasheets/MAPD-009918-C209C0.pdf,-,1465-1815-1-ND,MAPD-009918-C209C0,M/A-Com Technology Solutions,RF POWER DIVIDER 5MHZ-1GHZ 6SMD,1040,0,"2.48000","0","1","Cut Tape (CT)","-","Discontinued at Digi-Key","1dB","5MHz ~ 1GHz","-","-","6-SMD, No Lead"
https://cdn.macom.com/datasheets/MAPD-009918-C209C0.pdf,-,1465-1815-6-ND,MAPD-009918-C209C0,M/A-Com Technology Solutions,RF POWER DIVIDER 5MHZ-1GHZ 6SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Discontinued at Digi-Key","1dB","5MHz ~ 1GHz","-","-","6-SMD, No Lead"
http://www.susumu.co.jp/common/pdf/n_catalog_partition31_en.pdf,//media.digikey.com/Renders/Susumu%20Renders/PS1608.JPG,408-2049-2-ND,PS1608GT2-R50-T1,Susumu,RF POWER DIVIDER 0HZ-20GHZ 0603,1000,0,"1.01500","0","1000","Tape & Reel (TR)","PS","Active","6dB","0Hz ~ 20GHz","-","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0603 (1608 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition31_en.pdf,//media.digikey.com/Renders/Susumu%20Renders/PS1608.JPG,408-2049-1-ND,PS1608GT2-R50-T1,Susumu,RF POWER DIVIDER 0HZ-20GHZ 0603,2338,0,"2.51000","0","1","Cut Tape (CT)","PS","Active","6dB","0Hz ~ 20GHz","-","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0603 (1608 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition31_en.pdf,//media.digikey.com/Renders/Susumu%20Renders/PS1608.JPG,408-2049-6-ND,PS1608GT2-R50-T1,Susumu,RF POWER DIVIDER 0HZ-20GHZ 0603,2338,0,"Digi-Reel","0","1","Digi-Reel®","PS","Active","6dB","0Hz ~ 20GHz","-","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0603 (1608 Metric)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADA4304-3_4304-4.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/16-VFQFN.jpg,ADA4304-3ACPZ-R7TR-ND,ADA4304-3ACPZ-R7,Analog Devices Inc.,RF POWER DVDR 54MHZ-865MHZ 16QFN,0,3000,"1.45642","0","1500","Tape & Reel (TR)","-","Active","-","54MHz ~ 865MHz","-","-","16-VFQFN Exposed Pad, CSP"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADA4304-3_4304-4.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/16-VFQFN.jpg,ADA4304-3ACPZ-R7CT-ND,ADA4304-3ACPZ-R7,Analog Devices Inc.,RF POWER DVDR 54MHZ-865MHZ 16QFN,1488,3000,"3.06000","0","1","Cut Tape (CT)","-","Active","-","54MHz ~ 865MHz","-","-","16-VFQFN Exposed Pad, CSP"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADA4304-3_4304-4.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/16-VFQFN.jpg,ADA4304-3ACPZ-R7DKR-ND,ADA4304-3ACPZ-R7,Analog Devices Inc.,RF POWER DVDR 54MHZ-865MHZ 16QFN,1488,3000,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","54MHz ~ 865MHz","-","-","16-VFQFN Exposed Pad, CSP"
http://productfinder.pulseeng.com/products/datasheets/C4036NL.pdf,//media.digikey.com/Photos/Pulse%20Photos/C4036NLT.JPG,553-2765-2-ND,C4036NLT,Pulse Electronics Network,RF PWR DVDR 5MHZ-1GHZ 6SMD MODUL,0,0,"1.98400","0","2200","Tape & Reel (TR)","-","Active","4dB","5MHz ~ 1GHz","Isolation (Min) 10dB","0.259"" L x 0.250"" W x 0.160"" H (6.58mm x 6.35mm x 4.06mm)","6-SMD Module"
http://productfinder.pulseeng.com/products/datasheets/C4036NL.pdf,//media.digikey.com/Photos/Pulse%20Photos/C4036NLT.JPG,553-2765-1-ND,C4036NLT,Pulse Electronics Network,RF PWR DVDR 5MHZ-1GHZ 6SMD MODUL,2502,0,"4.08000","0","1","Cut Tape (CT)","-","Active","4dB","5MHz ~ 1GHz","Isolation (Min) 10dB","0.259"" L x 0.250"" W x 0.160"" H (6.58mm x 6.35mm x 4.06mm)","6-SMD Module"
http://productfinder.pulseeng.com/products/datasheets/C4036NL.pdf,//media.digikey.com/Photos/Pulse%20Photos/C4036NLT.JPG,553-2765-6-ND,C4036NLT,Pulse Electronics Network,RF PWR DVDR 5MHZ-1GHZ 6SMD MODUL,2502,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","4dB","5MHz ~ 1GHz","Isolation (Min) 10dB","0.259"" L x 0.250"" W x 0.160"" H (6.58mm x 6.35mm x 4.06mm)","6-SMD Module"
http://productfinder.pulseeng.com/products/datasheets/CX4004LNL.pdf,//media.digikey.com/photos/Pulse%20Photos/CX4004LNL.JPG,553-2778-ND,CX4004LNL,Pulse Electronics Network,RF POWER DIVIDER 5MHZ-65MHZ 6SMD,116,0,"4.14000","0","1","Tray","-","Active","0.4dB","5MHz ~ 65MHz","-","0.259"" L x 0.250"" W x 0.160"" H (6.58mm x 6.35mm x 4.06mm)","6-SMD Module"
http://www.susumu.co.jp/common/pdf/n_catalog_partition31_en.pdf,//media.digikey.com/Renders/Susumu%20Renders/PS3216.JPG,408-1095-2-ND,PS3216GT2-R50-T5,Susumu,RF POWER DIVIDER 0HZ-15GHZ 1206,0,0,"2.27588","0","5000","Tape & Reel (TR)","PS","Active","6dB","0Hz ~ 15GHz","-","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","1206 (3216 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition31_en.pdf,//media.digikey.com/Renders/Susumu%20Renders/PS3216.JPG,408-1095-1-ND,PS3216GT2-R50-T5,Susumu,RF POWER DIVIDER 0HZ-15GHZ 1206,3357,0,"5.25000","0","1","Cut Tape (CT)","PS","Active","6dB","0Hz ~ 15GHz","-","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","1206 (3216 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition31_en.pdf,//media.digikey.com/Renders/Susumu%20Renders/PS3216.JPG,408-1095-6-ND,PS3216GT2-R50-T5,Susumu,RF POWER DIVIDER 0HZ-15GHZ 1206,3357,0,"Digi-Reel","0","1","Digi-Reel®","PS","Active","6dB","0Hz ~ 15GHz","-","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","1206 (3216 Metric)"
http://cdn.macom.com//datasheets/MAPD-011026.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/MFG_MAPD-011026.JPG,1465-1719-2-ND,MAPD-011026,M/A-Com Technology Solutions,RF PWR DIVIDER 5MHZ-300MHZ 8SMD,0,3000,"4.48876","0","500","Tape & Reel (TR)","-","Active","5.2dB","5MHz ~ 300MHz","-","-","8-SMD, No Lead"
http://cdn.macom.com//datasheets/MAPD-011026.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/MFG_MAPD-011026.JPG,1465-1719-1-ND,MAPD-011026,M/A-Com Technology Solutions,RF PWR DIVIDER 5MHZ-300MHZ 8SMD,331,0,"8.25000","0","1","Cut Tape (CT)","-","Discontinued at Digi-Key","5.2dB","5MHz ~ 300MHz","-","-","8-SMD, No Lead"
http://cdn.macom.com//datasheets/MAPD-011026.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/MFG_MAPD-011026.JPG,1465-1719-6-ND,MAPD-011026,M/A-Com Technology Solutions,RF PWR DIVIDER 5MHZ-300MHZ 8SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Discontinued at Digi-Key","5.2dB","5MHz ~ 300MHz","-","-","8-SMD, No Lead"
http://cdn.macom.com/datasheets/MAPD-011027%20(2).pdf,-,1465-1720-2-ND,MAPD-011027,M/A-Com Technology Solutions,RF PWR DIVIDER 5MHZ-1.5GHZ 8SMD,0,500,"4.48876","0","500","Tape & Reel (TR)","-","Active","4.6dB","5MHz ~ 1.5GHz","-","-","8-SMD, No Lead"
http://cdn.macom.com/datasheets/MAPD-011027%20(2).pdf,-,1465-1720-1-ND,MAPD-011027,M/A-Com Technology Solutions,RF PWR DIVIDER 5MHZ-1.5GHZ 8SMD,311,0,"8.25000","0","1","Cut Tape (CT)","-","Discontinued at Digi-Key","4.6dB","5MHz ~ 1.5GHz","-","-","8-SMD, No Lead"
http://cdn.macom.com/datasheets/MAPD-011027%20(2).pdf,-,1465-1720-6-ND,MAPD-011027,M/A-Com Technology Solutions,RF PWR DIVIDER 5MHZ-1.5GHZ 8SMD,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Discontinued at Digi-Key","4.6dB","5MHz ~ 1.5GHz","-","-","8-SMD, No Lead"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc862a.pdf,-,HMC862ALP3E-ND,HMC862ALP3E,Analog Devices Inc.,RF POWER DVDR 100MHZ-15GHZ 16QFN,83,0,"29.25000","0","1","Strip","-","Active","-","100MHz ~ 15GHz","-","0.118"" L x 0.118"" W (3.00mm x 3.00mm)","16-VFQFN Exposed Pad, CSP"
https://www.knowlescapacitors.com/getattachment/Products/Microwave-Products/Power-Dividers/PDW06407-Datasheet.pdf.aspx,-,1761-1071-ND,PDW06407,Knowles Dielectric Labs,RF PWR DIVIDER 2GHZ-18GHZ MODULE,76,0,"53.20000","0","1","Bulk","-","Active","2.5dB","2GHz ~ 18GHz","Isolation (Typ) 25dB, 18dB Return Loss, 5° Imbalance (Max)","0.600"" L x 0.180"" W x 0.020"" H (15.24mm x 4.57mm x 0.51mm)","Module"
https://belfuse.com/resources/cinchMidwestMicrowave/Drawings/pwd-5530-04-sma-79-01.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/MFG_PWD-5530-04-SMA-79.JPG,652-1073-ND,PWD-5530-04-SMA-79,Cinch Connectivity Solutions Midwest Microwave,RF PWR DVDR 500MHZ-18GHZ MODULE,1,0,"1209.74000","0","1","Bulk","-","Active","0.5dB","500MHz ~ 18GHz","-","5.200"" L x 2.000"" W (132.10mm x 50.80mm)","Module"
https://nardamiteq.com/docs/138-POWERDIVIDERS.PDF,//media.digikey.com/Photos/L3-Narda-MITEQ/MFG_4456-4.JPG,1949-1029-ND,4456-4,L3 Narda-MITEQ,RF PWR DIVIDER 2GHZ-18GHZ MODULE,25,0,"1768.50000","0","1","-","-","Active","1.8dB","2GHz ~ 18GHz","Isolation (Min) 20dB","1.940"" L x 3.448"" W x 0.380"" H (49.27mm x 87.57mm x 9.64mm)","Module"
https://cdn.macom.com/datasheets/DS-DSS-313.pdf,//media.digikey.com/photos/MACom%20Technology%20Solutions/DS-313-PIN.jpg,1465-1006-ND,DS-313-PIN,M/A-Com Technology Solutions,RF POWER DIVIDER 10MHZ-2GHZ 8SMD,4,0,"94.69000","0","1","Bulk","-","Active","1.8dB","10MHz ~ 2GHz","Isolation (Min) 12dB","0.385"" L x 0.510"" W (9.80mm x 12.95mm)","8-SMD"
https://belfuse.com/resources/cinchMidwestMicrowave/Drawings/pwd-5530-02-sma-79-01.pdf,//media.digikey.com/Photos/Cinch%20Connectivity%20Solutions%20Johnson/PWD-5530-02-SMA-79.jpg,652-1042-ND,PWD-5530-02-SMA-79,Cinch Connectivity Solutions Midwest Microwave,RF PWR DVDR 500MHZ-18GHZ MODULE,3,0,"846.81000","0","1","Bulk","-","Active","0.3dB","500MHz ~ 18GHz","Isolation (Min) 18dB","5.500"" L x 1.000"" W (139.70mm x 25.40mm)","Module"
https://www.knowlescapacitors.com/getattachment/Products/Microwave-Products/Power-Dividers/PDR05848_Datasheet.pdf.aspx?lang=en-US,//media.digikey.com/Photos/Knowles-Dielectric-Labs/PDR05848.jpg,1761-1122-ND,PDR05848,Knowles Dielectric Labs,RF PWR DIVIDER 0HZ-40GHZ MODULE,90,0,"11.88000","0","1","-","-","Active","0.5dB","0Hz ~ 40GHz","20dB Return Loss","0.075"" L x 0.065"" W x 0.010"" H (1.91mm x 1.65mm x 0.25mm)","Module"
https://www.knowlescapacitors.com/getattachment/Products/Microwave-Products/Power-Dividers/PDR06380_Datasheet.pdf.aspx?lang=en-US,//media.digikey.com/Photos/Knowles-Dielectric-Labs/MFG_PDR06380.JPG,1761-1123-ND,PDR06380,Knowles Dielectric Labs,RF PWR DIVIDER 0HZ-40GHZ MODULE,97,0,"13.45000","0","1","-","-","Active","0.5dB","0Hz ~ 40GHz","20dB Return Loss","0.075"" L x 0.065"" W x 0.010"" H (1.91mm x 1.65mm x 0.25mm)","Module"
https://www.knowlescapacitors.com/getattachment/Products/Microwave-Products/Power-Dividers/PDW07691_DataSheet.pdf.aspx,-,1761-1120-ND,PDW07691,Knowles Dielectric Labs,RF POWER DVDR 18GHZ-20GHZ MODULE,78,0,"16.04000","0","1","-","-","Active","0.5dB","18GHz ~ 20GHz","Isolation (Min) 15dB, 15dB Return Loss, 5° Imbalance (Max)","0.100"" L x 0.100"" W x 0.015"" H (2.54mm x 2.54mm x 0.38mm)","Module"
https://www.knowlescapacitors.com/getattachment/Products/Microwave-Products/Power-Dividers/PDW06401-16-GHz-2-way-Datasheet.pdf.aspx,//media.digikey.com/Photos/Knowles-Dielectric-Labs/PDW06401.jpg,1761-1070-ND,PDW06401,Knowles Dielectric Labs,RF POWER DVDR 15GHZ-17GHZ MODULE,49,0,"18.00000","0","1","Bulk","-","Active","0.5dB","15GHz ~ 17GHz","Isolation (Min) 18dB, 25dB Return Loss, 5° Imbalance (Max)","0.120"" L x 0.120"" W x 0.015"" H (3.05mm x 3.05mm x 0.38mm)","Module"
https://www.knowlescapacitors.com/getattachment/Products/Microwave-Products/Power-Dividers/PDW06400-12-GHz-2-way-Datasheet.pdf.aspx,//media.digikey.com/Photos/Knowles-Dielectric-Labs/PDW06400.JPG,1761-1069-ND,PDW06400,Knowles Dielectric Labs,RF POWER DVDR 11GHZ-13GHZ MODULE,65,0,"19.00000","0","1","Bulk","-","Active","0.5dB","11GHz ~ 13GHz","Isolation (Min) 18dB, 25dB Return Loss, 5° Imbalance (Max)","0.130"" L x 0.130"" W x 0.015"" H (3.30mm x 3.30mm x 0.38mm)","Module"
https://www.knowlescapacitors.com/getattachment/Products/Microwave-Products/Power-Dividers/PDW07630_DataSheet.pdf.aspx,//media.digikey.com/Photos/Knowles-Dielectric-Labs/PDW07630.jpg,1761-1121-ND,PDW07630,Knowles Dielectric Labs,RF POWER DVDR 25GHZ-32GHZ MODULE,75,0,"20.38000","0","1","-","-","Active","0.25dB","25GHz ~ 32GHz","Isolation (Min) 14dB, 20dB Return Loss, 5° Imbalance (Max)","0.070"" L x 0.070"" W x 0.010"" H (1.78mm x 1.78mm x 0.25mm)","Module"
https://www.knowlescapacitors.com/getattachment/Products/Microwave-Products/Power-Dividers/PDW06398-6-GHz-2-way-Datasheet.pdf.aspx,//media.digikey.com/Photos/Knowles-Dielectric-Labs/PDW06398.JPG,1761-1067-ND,PDW06398,Knowles Dielectric Labs,RF PWR DIVIDER 5GHZ-7GHZ MODULE,25,0,"27.08000","0","1","Bulk","-","Active","0.25dB","5GHz ~ 7GHz","Isolation (Min) 14dB, 14dB Return Loss, 5° Imbalance (Max)","0.240"" L x 0.120"" W x 0.015"" H (6.10mm x 3.05mm x 0.38mm)","Module"
https://www.knowlescapacitors.com/getattachment/Products/Microwave-Products/Power-Dividers/PDW06011-Datasheet.pdf.aspx,//media.digikey.com/Photos/Knowles-Dielectric-Labs/PDW06011.JPG,1761-1063-ND,PDW06011,Knowles Dielectric Labs,RF PWR DIVIDER 6GHZ-8GHZ MODULE,8,0,"38.78000","0","1","Bulk","-","Active","1.2dB","6GHz ~ 8GHz","Isolation (Typ) 25dB, 15dB Return Loss, 3° Imbalance (Max)","0.185"" L x 0.160"" W x 0.020"" H (4.70mm x 4.06mm x 0.51mm)","Module"
https://belfuse.com/resources/cinchMidwestMicrowave/Drawings/pwd-5526-02-sma-79-01.pdf,//media.digikey.com/Photos/Cinch-Connectivity-Solutions/PWD-5526-02-SMA-79.JPG,652-1093-ND,PWD-5526-02-SMA-79,Cinch Connectivity Solutions Midwest Microwave,RF PWR DIVIDER 6GHZ-18GHZ MODULE,23,0,"548.24000","0","1","Bulk","-","Active","0.5dB","6GHz ~ 18GHz","Isolation (Min) 18dB","1.000"" L x 1.000"" W (25.40mm x 25.40mm)","Module"
https://nardamiteq.com/docs/165-HYBRIDS.PDF,//media.digikey.com/Photos/L3-Narda-MITEQ/4033C.JPG,1949-1016-ND,4033C,L3 Narda-MITEQ,RF PWR DIVIDER 2GHZ-4GHZ MODULE,4,0,"565.78000","0","1","-","-","Active","0.2dB","2GHz ~ 4GHz","Isolation (Min) 22dB","1.160"" L x 0.507"" W x 0.375"" H (29.46mm x 12.88mm x 9.53mm)","Module"
https://nardamiteq.com/docs/165-HYBRIDS.PDF,//media.digikey.com/Photos/L3-Narda-MITEQ/4032C.jpg,1949-1006-ND,4032C,L3 Narda-MITEQ,RF PWR DIVIDER 1GHZ-2GHZ MODULE,5,0,"648.13000","0","1","-","-","Active","0.2dB","1GHz ~ 2GHz","Isolation (Min) 30dB","1.780"" L x 0.500"" W x 0.374"" H (45.21mm x 12.70mm x 9.50mm)","Module"
https://nardamiteq.com/docs/141-POWERDIVIDERS.PDF,//media.digikey.com/Photos/L3-Narda-MITEQ/4312B-2.jpg,1949-1024-ND,4316-2,L3 Narda-MITEQ,RF POWER DVDR 12GHZ-18GHZ MODULE,8,0,"739.63000","0","1","-","-","Active","0.7dB","12GHz ~ 18GHz","Isolation (Min) 19dB","0.750"" L x 1.000"" W x 0.375"" H (19.05mm x 25.40mm x 9.52mm)","Module"
https://belfuse.com/resources/cinchMidwestMicrowave/Drawings/pwd-5526-04-sma-79-01.pdf,//media.digikey.com/Photos/Cinch%20Connectivity%20Solutions%20Johnson/PWD-5526-04-SMA-79.jpg,652-1072-ND,PWD-5526-04-SMA-79,Cinch Connectivity Solutions Midwest Microwave,RF PWR DIVIDER 6GHZ-18GHZ MODULE,10,0,"743.45000","0","1","Bulk","-","Active","1dB","6GHz ~ 18GHz","Isolation (Min) 18dB","1.460"" L x 2.000"" W (37.10mm x 50.80mm)","Module"
https://nardamiteq.com/docs/141-POWERDIVIDERS.PDF,//media.digikey.com/Photos/L3-Narda-MITEQ/4312B-2.jpg,1949-1026-ND,4312B-2,L3 Narda-MITEQ,RF PWR DIVIDER 1GHZ-2GHZ MODULE,20,0,"1020.80000","0","1","-","-","Active","0.35dB","1GHz ~ 2GHz","Isolation (Min) 20dB","0.875"" L x 1.260"" W x 0.375"" H (22.22mm x 32.00mm x 9.52mm)","Module"
https://nardamiteq.com/docs/141-POWERDIVIDERS.PDF,//media.digikey.com/Photos/L3-Narda-MITEQ/4312C-4.JPG,1949-1027-ND,4312C-4,L3 Narda-MITEQ,RF PWR DIVIDER 1GHZ-2GHZ MODULE,10,0,"1203.50000","0","1","-","-","Active","0.8dB","1GHz ~ 2GHz","Isolation (Min) 20dB","1.439"" L x 2.260"" W x 0.380"" H (36.55mm x 57.40mm x 9.64mm)","Module"
