Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","RF Type","Frequency","Features","Package / Case","Supplier Device Package"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/TPS65040.pdf,-,296-21349-1-ND,TPS65040ZQER,Texas Instruments,IC RF PWR CNTRL PA MICROSTAR JR,0,0,"Obsolete","0","1","Cut Tape (CT)","-","Obsolete","Cellular, W-CDMA, CDMA, GSM, UMTS","-","-","71-VFBGA","71-BGA MicroStar Junior"
-,//media.digikey.com/photos/National%20Semi%20Photos/LMV243BL.JPG,LMV243BLX/NOPB-ND,LMV243BLX/NOPB,Texas Instruments,IC RF PWR CNTRL QUAD 2GHZ 8DSBGA,0,0,"Obsolete","0","3000","Tape & Reel (TR)","-","Obsolete","GSM","450MHz ~ 2GHz","Quad Band","8-VFBGA, DSBGA","8-DSBGA (1.51x1.51)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmv242,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/10-DFN%20PKG.jpg,LMV242LDX/NOPB-ND,LMV242LDX/NOPB,Texas Instruments,IC RF PWR CNTRL PA 2GHZ 10WSON,0,0,"Obsolete","0","4500","Tape & Reel (TR)","-","Obsolete","Cellular, GSM, GPRS, TDMA, TD-SCDMA, WLL","450MHz ~ 2GHz","Dual Output, Quad Band","10-WFDFN Exposed Pad","10-WSON (3x3)"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/TPS65040.pdf,-,TPS65040ZQE-ND,TPS65040ZQE,Texas Instruments,IC RF PWR CNTRL PA 71MICROST JR,0,0,"Obsolete","0","1800","Tray","-","Obsolete","Cellular, W-CDMA, CDMA, GSM, UMTS","-","-","71-VFBGA","71-BGA MicroStar Junior"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmv242,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/10-DFN%20PKG.jpg,LMV242LDX-ND,LMV242LDX,Texas Instruments,IC RF PWR CNTRL PA 2GHZ 10WSON,0,0,"Obsolete","0","4500","Tape & Reel (TR)","-","Obsolete","Cellular, GSM, GPRS, TDMA, TD-SCDMA, WLL","450MHz ~ 2GHz","Dual Output, Quad Band","10-WFDFN Exposed Pad","10-WSON (3x3)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmv242,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/10-DFN%20PKG.jpg,LMV242LDTR-ND,LMV242LD,Texas Instruments,IC RF PWR CNTRL PA 2GHZ 10WSON,0,0,"Obsolete","0","1000","Tape & Reel (TR)","-","Obsolete","Cellular, GSM, GPRS, TDMA, TD-SCDMA, WLL","450MHz ~ 2GHz","Dual Output, Quad Band","10-WFDFN Exposed Pad","10-WSON (3x3)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmv242,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/10-DFN%20PKG.jpg,LMV242LDCT-ND,LMV242LD,Texas Instruments,IC RF PWR CNTRL PA 2GHZ 10WSON,0,0,"Obsolete","0","1","Cut Tape (CT)","-","Obsolete","Cellular, GSM, GPRS, TDMA, TD-SCDMA, WLL","450MHz ~ 2GHz","Dual Output, Quad Band","10-WFDFN Exposed Pad","10-WSON (3x3)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmv242,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/10-DFN%20PKG.jpg,LMV242LDDKR-ND,LMV242LD,Texas Instruments,IC RF PWR CNTRL PA 2GHZ 10WSON,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Obsolete","Cellular, GSM, GPRS, TDMA, TD-SCDMA, WLL","450MHz ~ 2GHz","Dual Output, Quad Band","10-WFDFN Exposed Pad","10-WSON (3x3)"
https://datasheets.maximintegrated.com/en/ds/MAX4473.pdf,//media.digikey.com/Renders/Maxim%20Renders/8-SOIC.jpg,MAX4473ESA-T-ND,MAX4473ESA-T,Maxim Integrated,IC AMP PA PWR GSM CTRL 8-SOIC,0,0,"Obsolete","0","5000","Tape & Reel (TR)","-","Obsolete","GSM","-","-","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://datasheets.maximintegrated.com/en/ds/MAX4473.pdf,//media.digikey.com/Renders/Maxim%20Renders/MSOP-8.jpg,MAX4473EUA-T-ND,MAX4473EUA-T,Maxim Integrated,IC AMP PA PWR CONTROL 8-UMAX,0,0,"Obsolete","0","10000","Tape & Reel (TR)","-","Obsolete","GSM","-","-","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)","8-uMAX"
