Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Resistance","Tolerance","Power (Watts)","Composition","Temperature Coefficient","Operating Temperature","Features","Coating, Housing Type","Mounting Feature","Size / Dimension","Height - Seated (Max)","Lead Style","Package / Case","Failure Rate"
https://www.seielect.com/catalog/sei-kal.pdf,//media.digikey.com/Photos/Stackpole%20Photos/KAL%20SERIES%2027x27.4mm.JPG,KAL25FB1R00-ND,KAL25FB1R00,Stackpole Electronics Inc,RES CHAS MNT 1 OHM 1% 25W,2111,0,"3.08000","0","1","Bulk","KAL","Active","1 Ohms","±1%","25W","Wirewound","±50ppm/°C","-55°C ~ 275°C","Moisture Resistant","Aluminum","Flanges","1.062"" L x 1.080"" W (26.97mm x 27.43mm)","0.577"" (14.66mm)","Solder Lugs","Axial, Box","-"
https://www.seielect.com/catalog/sei-kal.pdf,//media.digikey.com/Photos/Stackpole%20Photos/KAL%20SERIES%2027x27.4mm.JPG,KAL25FB10R0-ND,KAL25FB10R0,Stackpole Electronics Inc,RES CHAS MNT 10 OHM 1% 25W,1203,0,"3.08000","0","1","Bulk","KAL","Active","10 Ohms","±1%","25W","Wirewound","±30ppm/°C","-55°C ~ 275°C","Moisture Resistant","Aluminum","Flanges","1.062"" L x 1.080"" W (26.97mm x 27.43mm)","0.577"" (14.66mm)","Solder Lugs","Axial, Box","-"
https://www.seielect.com/catalog/sei-kal.pdf,//media.digikey.com/Photos/Stackpole%20Photos/KAL%20SERIES%2050x29mm.JPG,KAL50FB6R00-ND,KAL50FB6R00,Stackpole Electronics Inc,RES CHAS MNT 6 OHM 1% 50W,2302,0,"3.64000","0","1","Bulk","KAL","Active","6 Ohms","±1%","50W","Wirewound","±50ppm/°C","-55°C ~ 275°C","Moisture Resistant","Aluminum","Flanges","1.968"" L x 1.140"" W (49.99mm x 28.96mm)","0.641"" (16.28mm)","Solder Lugs","Axial, Box","-"
https://www.seielect.com/catalog/sei-kal.pdf,//media.digikey.com/Photos/Stackpole%20Photos/KAL%20SERIES%2050x29mm.JPG,KAL50FB50R0-ND,KAL50FB50R0,Stackpole Electronics Inc,RES CHAS MNT 50 OHM 1% 50W,2210,0,"3.64000","0","1","Bulk","KAL","Active","50 Ohms","±1%","50W","Wirewound","±20ppm/°C","-55°C ~ 275°C","Moisture Resistant","Aluminum","Flanges","1.968"" L x 1.140"" W (49.99mm x 28.96mm)","0.641"" (16.28mm)","Solder Lugs","Axial, Box","-"
https://www.seielect.com/catalog/sei-kal.pdf,//media.digikey.com/Photos/Stackpole%20Photos/KAL%20SERIES%2050x29mm.JPG,KAL50FB10R0-ND,KAL50FB10R0,Stackpole Electronics Inc,RES CHAS MNT 10 OHM 1% 50W,1419,0,"3.64000","0","1","Bulk","KAL","Active","10 Ohms","±1%","50W","Wirewound","±30ppm/°C","-55°C ~ 275°C","Moisture Resistant","Aluminum","Flanges","1.968"" L x 1.140"" W (49.99mm x 28.96mm)","0.641"" (16.28mm)","Solder Lugs","Axial, Box","-"
https://www.seielect.com/catalog/sei-kal.pdf,//media.digikey.com/Photos/Stackpole%20Photos/KAL%20SERIES%2050x29mm.JPG,KAL50FB30R0-ND,KAL50FB30R0,Stackpole Electronics Inc,RES CHAS MNT 30 OHM 1% 50W,1242,0,"3.64000","0","1","Bulk","KAL","Active","30 Ohms","±1%","50W","Wirewound","±30ppm/°C","-55°C ~ 275°C","Moisture Resistant","Aluminum","Flanges","1.968"" L x 1.140"" W (49.99mm x 28.96mm)","0.641"" (16.28mm)","Solder Lugs","Axial, Box","-"
https://www.seielect.com/catalog/sei-kal.pdf,//media.digikey.com/Photos/Stackpole%20Photos/KAL%20SERIES%2050x29mm.JPG,KAL50FB5R00-ND,KAL50FB5R00,Stackpole Electronics Inc,RES CHAS MNT 5 OHM 1% 50W,1161,0,"3.64000","0","1","Bulk","KAL","Active","5 Ohms","±1%","50W","Wirewound","±50ppm/°C","-55°C ~ 275°C","Moisture Resistant","Aluminum","Flanges","1.968"" L x 1.140"" W (49.99mm x 28.96mm)","0.641"" (16.28mm)","Solder Lugs","Axial, Box","-"
https://www.seielect.com/catalog/sei-kal.pdf,//media.digikey.com/Photos/Stackpole%20Photos/KAL%20SERIES%2050x29mm.JPG,KAL50FB3R00-ND,KAL50FB3R00,Stackpole Electronics Inc,RES CHAS MNT 3 OHM 1% 50W,1101,0,"3.64000","0","1","Bulk","KAL","Active","3 Ohms","±1%","50W","Wirewound","±50ppm/°C","-55°C ~ 275°C","Moisture Resistant","Aluminum","Flanges","1.968"" L x 1.140"" W (49.99mm x 28.96mm)","0.641"" (16.28mm)","Solder Lugs","Axial, Box","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1625984&DocType=Customer+Drawing&DocLang=English,"//media.digikey.com/Photos/TE%20Connectivity/HS,-CGS-51.jpg",A102163-ND,HSA502K2J,TE Connectivity Passive Product,RES CHAS MNT 2.2K OHM 5% 50W,1575,0,"3.97000","0","1","Bulk","HS, CGS","Active","2.2 kOhms","±5%","50W","Wirewound","±30ppm/°C","-55°C ~ 200°C","-","Aluminum","Flanges","2.008"" L x 1.181"" W (51.00mm x 30.00mm)","0.669"" (17.00mm)","Solder Lugs","Axial, Box","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1625984&DocType=Customer+Drawing&DocLang=English,"//media.digikey.com/Photos/TE%20Connectivity/HS,-CGS-51.jpg",A102175-ND,HSA505R6J,TE Connectivity Passive Product,RES CHAS MNT 5.6 OHM 5% 50W,761,0,"3.97000","0","1","Bulk","HS, CGS","Active","5.6 Ohms","±5%","50W","Wirewound","±50ppm/°C","-55°C ~ 200°C","-","Aluminum","Flanges","2.008"" L x 1.181"" W (51.00mm x 30.00mm)","0.669"" (17.00mm)","Solder Lugs","Axial, Box","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1625984&DocType=Customer+Drawing&DocLang=English,"//media.digikey.com/Photos/TE%20Connectivity/HS,-CGS-51.jpg",A102432-ND,HSA5015RJ,TE Connectivity Passive Product,RES CHAS MNT 15 OHM 5% 50W,3623,0,"4.47000","0","1","Bulk","HS, CGS","Active","15 Ohms","±5%","50W","Wirewound","±50ppm/°C","-55°C ~ 200°C","-","Aluminum","Flanges","2.008"" L x 1.181"" W (51.00mm x 30.00mm)","0.669"" (17.00mm)","Solder Lugs","Axial, Box","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1625984&DocType=Customer+Drawing&DocLang=English,"//media.digikey.com/Photos/TE%20Connectivity/HS,-CGS-51.jpg",A103856-ND,HSA5050KJ,TE Connectivity Passive Product,RES CHAS MNT 50K OHM 5% 50W,1579,0,"4.97000","0","1","Bulk","HS, CGS","Active","50 kOhms","±5%","50W","Wirewound","±30ppm/°C","-55°C ~ 200°C","-","Aluminum","Flanges","2.008"" L x 1.181"" W (51.00mm x 30.00mm)","0.669"" (17.00mm)","Solder Lugs","Axial, Box","-"
http://www.vishay.com/docs/30201/rhnh.pdf,//media.digikey.com/Photos/Vishay%20Dale%20Photos/RH%20SERIES%2049.99x28.96mm.JPG,RHRD-10-ND,RH05010R00FE02,Vishay Dale,RES CHAS MNT 10 OHM 1% 50W,283,0,"5.10000","0","1","Bulk","RH","Active","10 Ohms","±1%","50W","Wirewound","±20ppm/°C","-55°C ~ 250°C","Moisture Resistant","Aluminum","Flanges","1.968"" L x 1.140"" W (49.99mm x 28.96mm)","0.625"" (15.87mm)","Solder Lugs","Axial, Box","-"
http://www.vishay.com/docs/31838/fvt.pdf,//media.digikey.com/photos/Huntington%20Electric%20Photos/FVT%20SERIES.jpg,FVT50-25-ND,FVT05006E25R00JE,Vishay Huntington Electric Inc.,RES CHAS MNT 25 OHM 5% 50W,1538,0,"6.05000","0","1","Bulk","FVT","Active","25 Ohms","±5%","50W","Wirewound","±260ppm/°C","-55°C ~ 350°C","-","Vitreous Enamel Coated","Brackets (not included)","0.563"" Dia x 4.000"" L (14.30mm x 101.60mm)","-","Solder Lugs","Radial, Tubular","-"
http://www.vishay.com/docs/31838/fvt.pdf,//media.digikey.com/photos/Huntington%20Electric%20Photos/FVT%20SERIES.jpg,FVT50-50-ND,FVT05006E50R00JE,Vishay Huntington Electric Inc.,RES CHAS MNT 50 OHM 5% 50W,490,0,"6.05000","0","1","Bulk","FVT","Active","50 Ohms","±5%","50W","Wirewound","±260ppm/°C","-55°C ~ 350°C","-","Vitreous Enamel Coated","Brackets (not included)","0.563"" Dia x 4.000"" L (14.30mm x 101.60mm)","-","Solder Lugs","Radial, Tubular","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1625999&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/HSC10010RJ.jpg,A102356-ND,HSC10010RJ,TE Connectivity Passive Product,RES CHAS MNT 10 OHM 5% 100W,808,0,"11.84000","0","1","Bulk","HS, CGS","Active","10 Ohms","±5%","100W","Wirewound","±50ppm/°C","-55°C ~ 200°C","-","Aluminum","Flanges","2.579"" L x 1.870"" W (65.50mm x 47.50mm)","1.024"" (26.00mm)","Solder Lugs","Axial, Box","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1625999&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/4-1625999-8.JPG,A102106-ND,HSC1001R0J,TE Connectivity Passive Product,RES CHAS MNT 1 OHM 5% 100W,400,0,"11.84000","0","1","Bulk","HS, CGS","Active","1 Ohms","±5%","100W","Wirewound","±50ppm/°C","-55°C ~ 200°C","-","Aluminum","Flanges","2.579"" L x 1.870"" W (65.50mm x 47.50mm)","1.024"" (26.00mm)","Solder Lugs","Axial, Box","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1625999&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/HSC1002R2J.jpg,A102360-ND,HSC1002R2J,TE Connectivity Passive Product,RES CHAS MNT 2.2 OHM 5% 100W,374,0,"11.84000","0","1","Bulk","HS, CGS","Active","2.2 Ohms","±5%","100W","Wirewound","±50ppm/°C","-55°C ~ 200°C","-","Aluminum","Flanges","2.579"" L x 1.870"" W (65.50mm x 47.50mm)","1.024"" (26.00mm)","Solder Lugs","Axial, Box","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1625999&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/4-1625999-8.JPG,A127592-ND,HSC10050RJ,TE Connectivity Passive Product,RES CHAS MNT 50 OHM 5% 100W,154,0,"11.59000","0","1","Bulk","HS, CGS","Active","50 Ohms","±5%","100W","Wirewound","±50ppm/°C","-55°C ~ 200°C","-","Aluminum","Flanges","2.579"" L x 1.870"" W (65.50mm x 47.50mm)","1.024"" (26.00mm)","Solder Lugs","Axial, Box","-"
http://www.vishay.com/docs/31806/tmc.pdf,//media.digikey.com/Photos/Vishay%20Dale%20Photos/TMC0506R000FE02.jpg,TMC50-6.0-ND,TMC0506R000FE02,Vishay Dale,RES CHAS MNT 6 OHM 1% 50W,1067,0,"12.54000","0","1","Bulk","TMC","Active","6 Ohms","±1%","50W","Wirewound","±50ppm/°C","-55°C ~ 250°C","Moisture Resistant","Aluminum","Flanges","1.968"" L x 1.140"" W (49.99mm x 28.96mm)","0.625"" (15.87mm)","Solder Lugs","Axial, Box","-"
http://www.vishay.com/docs/31806/tmc.pdf,//media.digikey.com/Photos/Vishay%20Dale%20Photos/TMC05050R00FE02.jpg,TMC50-50-ND,TMC05050R00FE02,Vishay Dale,RES CHAS MNT 50 OHM 1% 50W,534,0,"12.54000","0","1","Bulk","TMC","Active","50 Ohms","±1%","50W","Wirewound","±20ppm/°C","-55°C ~ 250°C","Moisture Resistant","Aluminum","Flanges","1.968"" L x 1.140"" W (49.99mm x 28.96mm)","0.625"" (15.87mm)","Solder Lugs","Axial, Box","-"
http://www.vishay.com/docs/31806/tmc.pdf,//media.digikey.com/Photos/Vishay%20Dale%20Photos/TMC0501R000FE02.jpg,TMC50-1.0-ND,TMC0501R000FE02,Vishay Dale,RES CHAS MNT 1 OHM 1% 50W,262,0,"12.54000","0","1","Bulk","TMC","Active","1 Ohms","±1%","50W","Wirewound","±50ppm/°C","-55°C ~ 250°C","Moisture Resistant","Aluminum","Flanges","1.968"" L x 1.140"" W (49.99mm x 28.96mm)","0.625"" (15.87mm)","Solder Lugs","Axial, Box","-"
http://www.vishay.com/docs/31806/tmc.pdf,//media.digikey.com/photos/Vishay%20Dale%20Photos/TMC%20SERIES%2049.99mm.JPG,TMC50-.20-ND,TMC050R2000FE02,Vishay Dale,RES CHAS MNT 0.2 OHM 1% 50W,222,0,"13.20000","0","1","Bulk","TMC","Active","200 mOhms","±1%","50W","Wirewound","-","-55°C ~ 250°C","Moisture Resistant","Aluminum","Flanges","1.968"" L x 1.140"" W (49.99mm x 28.96mm)","0.625"" (15.87mm)","Solder Lugs","Axial, Box","-"
http://www.vishay.com/docs/31842/fve.pdf,//media.digikey.com/photos/Huntington%20Electric%20Photos/FVE-300%20SERIES.jpg,FVE300-10-ND,FVE030020E10R0KE,Vishay Huntington Electric Inc.,RES CHAS MNT 10 OHM 10% 300W,491,0,"18.38000","0","1","Bulk","FVE","Active","10 Ohms","±10%","300W","Wirewound","±400ppm/°C","-55°C ~ 350°C","-","Vitreous Enamel Coated","Brackets (not included)","1.125"" Dia x 8.500"" L (28.58mm x 215.90mm)","-","Solder Lugs","Radial, Tubular","-"
https://www.murata-ps.com/data/meters/dpm_shunts.pdf,//media.digikey.com/photos/Murata%20Photos/3020-01096-0.JPG,811-1094-ND,3020-01096-0,Murata Power Solutions Inc.,RES CHAS MNT 0.001 OHM .25% 2.5W,458,0,"21.00000","0","1","Bulk","DMS","Active","1 mOhms","±0.25%","2.5W","Metal Element","±15ppm/°C","-40°C ~ 60°C","Current Sense","-","Flanges","2.000"" L x 1.248"" W (50.80mm x 31.70mm)","1.680"" (42.70mm)","-","Rectangular Case","-"
https://www.murata-ps.com/data/meters/dpm_shunts.pdf,//media.digikey.com/Photos/Murata%20Photos/3020-01098-0.JPG,811-1093-ND,3020-01098-0,Murata Power Solutions Inc.,RES CHAS MNT 0.0025 OHM .25% 1W,302,0,"21.00000","0","1","Bulk","DMS","Active","2.5 mOhms","±0.25%","1W","Metal Element","±15ppm/°C","-40°C ~ 60°C","Current Sense","-","Flanges","2.000"" L x 1.248"" W (50.80mm x 31.70mm)","1.680"" (42.70mm)","-","Rectangular Case","-"
https://riedon.com/media/pdf/PF2270.pdf,//media.digikey.com/Photos/Riedon%20Photos/PF2272%20SERIES.JPG,696-1368-ND,PF2272-5RJ1,Riedon,RES CHAS MNT 5 OHM 5% 200W,363,0,"22.83000","0","1","Tube","PF2270","Active","5 Ohms","±5%","200W","Thick Film","±100ppm/°C","-55°C ~ 155°C","Current Sense, Flame Proof, Moisture Resistant, Pulse Withstanding, Safety","Aluminum Oxide","Flanges","1.496"" L x 0.984"" W (38.00mm x 25.00mm)","0.484"" (12.30mm)","M4 Threaded","SOT-227-4","-"
https://riedon.com/media/pdf/PF2270.pdf,//media.digikey.com/Photos/Riedon%20Photos/PF2272%20SERIES.JPG,696-1361-ND,PF2272-1KJ1,Riedon,RES CHAS MNT 1K OHM 5% 200W,318,0,"22.83000","0","1","Tube","PF2270","Active","1 kOhms","±5%","200W","Thick Film","±100ppm/°C","-55°C ~ 155°C","Current Sense, Flame Proof, Moisture Resistant, Pulse Withstanding, Safety","Aluminum Oxide","Flanges","1.496"" L x 0.984"" W (38.00mm x 25.00mm)","0.484"" (12.30mm)","M4 Threaded","SOT-227-4","-"
https://riedon.com/media/pdf/PF2270.pdf,//media.digikey.com/Photos/Riedon%20Photos/PF2272%20SERIES.JPG,696-1365-ND,PF2272-2RJ1,Riedon,RES CHAS MNT 2 OHM 5% 200W,286,0,"22.83000","0","1","Tube","PF2270","Active","2 Ohms","±5%","200W","Thick Film","±100ppm/°C","-55°C ~ 155°C","Current Sense, Flame Proof, Moisture Resistant, Pulse Withstanding, Safety","Aluminum Oxide","Flanges","1.496"" L x 0.984"" W (38.00mm x 25.00mm)","0.484"" (12.30mm)","M4 Threaded","SOT-227-4","-"
https://riedon.com/media/pdf/PF2270.pdf,//media.digikey.com/Photos/Riedon%20Photos/PF2272%20SERIES.JPG,696-1362-ND,PF2272-1RJ1,Riedon,RES CHAS MNT 1 OHM 5% 200W,209,0,"22.83000","0","1","Tube","PF2270","Active","1 Ohms","±5%","200W","Thick Film","±100ppm/°C","-55°C ~ 155°C","Current Sense, Flame Proof, Moisture Resistant, Pulse Withstanding, Safety","Aluminum Oxide","Flanges","1.496"" L x 0.984"" W (38.00mm x 25.00mm)","0.484"" (12.30mm)","M4 Threaded","SOT-227-4","-"
https://riedon.com/media/pdf/PF2270.pdf,//media.digikey.com/Photos/Riedon%20Photos/PF2272%20SERIES.JPG,696-1358-ND,PF2272-0R5J1,Riedon,RES CHAS MNT 0.5 OHM 5% 200W,175,0,"22.83000","0","1","Tube","PF2270","Active","500 mOhms","±5%","200W","Thick Film","±100ppm/°C","-55°C ~ 155°C","Current Sense, Flame Proof, Moisture Resistant, Pulse Withstanding, Safety","Aluminum Oxide","Flanges","1.496"" L x 0.984"" W (38.00mm x 25.00mm)","0.484"" (12.30mm)","M4 Threaded","SOT-227-4","-"
https://riedon.com/media/pdf/PF2270.pdf,//media.digikey.com/Photos/Riedon%20Photos/PF2272%20SERIES.JPG,696-1367-ND,PF2272-50RJ1,Riedon,RES CHAS MNT 50 OHM 5% 200W,156,0,"22.83000","0","1","Tube","PF2270","Active","50 Ohms","±5%","200W","Thick Film","±100ppm/°C","-55°C ~ 155°C","Current Sense, Flame Proof, Moisture Resistant, Pulse Withstanding, Safety","Aluminum Oxide","Flanges","1.496"" L x 0.984"" W (38.00mm x 25.00mm)","0.484"" (12.30mm)","M4 Threaded","SOT-227-4","-"
https://www.murata-ps.com/data/meters/dpm_shunts.pdf,//media.digikey.com/photos/Murata%20Photos/3020-01103-0.JPG,811-1097-ND,3020-01103-0,Murata Power Solutions Inc.,RES CHAS MNT 100 UOHM .25% 25W,157,0,"27.00000","0","1","Bulk","DMS","Active","100 µOhms","±0.25%","25W","Metal Element","±15ppm/°C","-40°C ~ 60°C","Current Sense","-","Flanges","3.250"" L x 1.750"" W (82.55mm x 44.45mm)","1.750"" (44.45mm)","-","Rectangular Case","-"
https://www.ohmite.com/assets/docs/res_tghg.pdf?r=false,//media.digikey.com/Photos/Ohmite%20Photos/TGHG-SERIES.jpg,TGHGCR0010FE-ND,TGHGCR0010FE,Ohmite,RES CHAS MNT 0.001 OHM 1% 100W,556,0,"32.68000","0","1","Bulk","TGHG","Active","1 mOhms","±1%","100W","Thick Film","±60ppm/°C","-55°C ~ 155°C","Current Sense, Non-Inductive","Epoxy Coated","Flanges","1.500"" L x 0.980"" W (38.10mm x 24.90mm)","0.483"" (12.26mm)","M4 Threaded","SOT-227-4","-"
https://www.ohmite.com/assets/docs/res_tghg.pdf?r=false,//media.digikey.com/Photos/Ohmite%20Photos/TGHG-SERIES.jpg,TGHGCR0100FE-ND,TGHGCR0100FE,Ohmite,RES CHAS MNT 0.01 OHM 1% 100W,251,0,"32.68000","0","1","Bulk","TGHG","Active","10 mOhms","±1%","100W","Thick Film","±60ppm/°C","-55°C ~ 155°C","Current Sense, Non-Inductive","Epoxy Coated","Flanges","1.500"" L x 0.980"" W (38.10mm x 24.90mm)","0.483"" (12.26mm)","M4 Threaded","SOT-227-4","-"
https://www.ohmite.com/assets/docs/res_tghg.pdf?r=false,//media.digikey.com/Photos/Ohmite%20Photos/TGHG-SERIES.jpg,TGHGCR0200FE-ND,TGHGCR0200FE,Ohmite,RES CHAS MNT 0.02 OHM 1% 100W,167,0,"32.68000","0","1","Bulk","TGHG","Active","20 mOhms","±1%","100W","Thick Film","±60ppm/°C","-55°C ~ 155°C","Current Sense, Non-Inductive","Epoxy Coated","Flanges","1.500"" L x 0.980"" W (38.10mm x 24.90mm)","0.483"" (12.26mm)","M4 Threaded","SOT-227-4","-"
https://www.ohmite.com/assets/docs/res_tghg.pdf?r=false,//media.digikey.com/Photos/Ohmite%20Photos/TGHG-SERIES.jpg,TGHGCR1000FE-ND,TGHGCR1000FE,Ohmite,RES CHAS MNT 0.1 OHM 1% 100W,152,0,"42.58000","0","1","Bulk","TGHG","Active","100 mOhms","±1%","100W","Thick Film","±60ppm/°C","-55°C ~ 155°C","Current Sense, Non-Inductive","Epoxy Coated","Flanges","1.500"" L x 0.980"" W (38.10mm x 24.90mm)","0.483"" (12.26mm)","M4 Threaded","SOT-227-4","-"
http://www.ohmite.com/assets/docs/res_tgh.pdf?r=false,//media.digikey.com/Photos/Ohmite%20Photos/TGH-SERIES.jpg,TGHHV10R0JE-ND,TGHHV10R0JE,Ohmite,RES CHAS MNT 10 OHM 5% 120W,131,0,"43.58000","0","1","Bulk","TGH","Active","10 Ohms","±5%","120W","Thick Film","±250ppm/°C","-55°C ~ 155°C","Non-Inductive, Pulse Withstanding, RF, High Frequency","Epoxy Coated","Flanges","1.500"" L x 0.980"" W (38.10mm x 24.90mm)","0.483"" (12.26mm)","M4 Threaded","SOT-227-2","-"
http://www.ohmite.com/assets/docs/res_tgh.pdf?r=false,//media.digikey.com/Photos/Ohmite%20Photos/TGH-SERIES.jpg,TGHHV100RJE-ND,TGHHV100RJE,Ohmite,RES CHAS MNT 100 OHM 5% 120W,128,0,"43.58000","0","1","Bulk","TGH","Active","100 Ohms","±5%","120W","Thick Film","±250ppm/°C","-55°C ~ 155°C","Non-Inductive, Pulse Withstanding, RF, High Frequency","Epoxy Coated","Flanges","1.500"" L x 0.980"" W (38.10mm x 24.90mm)","0.483"" (12.26mm)","M4 Threaded","SOT-227-2","-"
http://www.ohmite.com/assets/docs/acl_hs1.pdf?r=false,//media.digikey.com/Photos/Ohmite%20Photos/HS250%201R5%20F.JPG,HS2501R5F-ND,HS250 1R5 F,Ohmite,RES CHAS MNT 1.5 OHM 1% 250W,147,0,"44.57000","0","1","Bulk","ARCOL, HS","Active","1.5 Ohms","±1%","250W","Wirewound","±100ppm/°C","-","-","Aluminum","Flanges","4.319"" x 1.791"" (109.70mm x 45.50mm)","1.646"" (41.80mm)","M6 Threaded","Axial, Box","-"
http://www.ohmite.com/assets/docs/res_tgh.pdf?r=false,//media.digikey.com/Photos/Ohmite%20Photos/TGH-SERIES.jpg,TGHHV5R00JE-ND,TGHHV5R00JE,Ohmite,RES CHAS MNT 5 OHM 5% 120W,307,0,"44.86000","0","1","Bulk","TGH","Active","5 Ohms","±5%","120W","Thick Film","±250ppm/°C","-55°C ~ 155°C","Non-Inductive, Pulse Withstanding, RF, High Frequency","Epoxy Coated","Flanges","1.500"" L x 0.980"" W (38.10mm x 24.90mm)","0.483"" (12.26mm)","M4 Threaded","SOT-227-2","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=9-1773453-2&DocType=DS&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/1-1879453-3.JPG,A105574-ND,TE1000B1R0J,TE Connectivity Passive Product,RES CHAS MNT 1 OHM 5% 1000W,292,0,"50.57000","0","1","Bulk","TE, CGS","Active","1 Ohms","±5%","1000W","Wirewound","±440ppm/°C","-25°C ~ 225°C","Flame Proof, Safety","Silicone Coated","Brackets","2.362"" Dia x 11.811"" L (60.00mm x 300.00mm)","-","Solder Lugs","Radial, Tubular","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1630027&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/HS-CGS128-SERIES.jpg,A102394-ND,HSC3001R0J,TE Connectivity Passive Product,RES CHAS MNT 1 OHM 5% 300W,251,0,"47.80000","0","1","Bulk","HS, CGS","Active","1 Ohms","±5%","300W","Wirewound","±50ppm/°C","-55°C ~ 200°C","-","Aluminum","Flanges","5.039"" L x 2.874"" W (128.00mm x 73.00mm)","1.654"" (42.00mm)","Terminal Screw Type","Axial, Box","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1630027&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/HS-CGS128-SERIES.jpg,A137242-ND,HSC300220RJ,TE Connectivity Passive Product,RES CHAS MNT 220 OHM 5% 300W,160,0,"47.80000","0","1","Box","HS, CGS","Active","220 Ohms","±5%","300W","Wirewound","±30ppm/°C","-55°C ~ 200°C","-","Aluminum","Flanges","5.039"" L x 2.874"" W (128.00mm x 73.00mm)","1.654"" (42.00mm)","Solder Lugs","Axial, Box","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=9-1773453-2&DocType=DS&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/1-1879453-3.JPG,A105661-ND,TE1000B10RJ,TE Connectivity Passive Product,RES CHAS MNT 10 OHM 5% 1000W,161,0,"54.00000","0","1","Bulk","TE, CGS","Active","10 Ohms","±5%","1000W","Wirewound","±440ppm/°C","-25°C ~ 225°C","Flame Proof, Safety","Silicone Coated","Brackets","2.362"" Dia x 11.811"" L (60.00mm x 300.00mm)","-","Solder Lugs","Radial, Tubular","-"
http://www.ohmite.com/assets/docs/res_tgh.pdf?r=false,//media.digikey.com/Photos/Ohmite%20Photos/TGH-SERIES.jpg,TGHLV10R0JE-ND,TGHLV10R0JE,Ohmite,RES CHAS MNT 10 OHM 5% 200W,1188,0,"51.54000","0","1","Bulk","TGH","Active","10 Ohms","±5%","200W","Thick Film","±250ppm/°C","-55°C ~ 155°C","Non-Inductive, Pulse Withstanding, RF, High Frequency","Epoxy Coated","Flanges","1.500"" L x 0.980"" W (38.10mm x 24.90mm)","0.483"" (12.26mm)","M4 Threaded","SOT-227-2","-"
http://www.ohmite.com/assets/docs/res_tgh.pdf?r=false,//media.digikey.com/Photos/Ohmite%20Photos/TGH-SERIES.jpg,TGHLV100RJE-ND,TGHLV100RJE,Ohmite,RES CHAS MNT 100 OHM 5% 200W,292,0,"51.54000","0","1","Bulk","TGH","Active","100 Ohms","±5%","200W","Thick Film","±250ppm/°C","-55°C ~ 155°C","Non-Inductive, Pulse Withstanding, RF, High Frequency","Epoxy Coated","Flanges","1.500"" L x 0.980"" W (38.10mm x 24.90mm)","0.483"" (12.26mm)","M4 Threaded","SOT-227-2","-"
http://www.ohmite.com/assets/docs/res_tgh.pdf?r=false,//media.digikey.com/Photos/Ohmite%20Photos/TGH-SERIES.jpg,TGHLV1K00JE-ND,TGHLV1K00JE,Ohmite,RES CHAS MNT 1K OHM 5% 200W,142,0,"51.54000","0","1","Bulk","TGH","Active","1 kOhms","±5%","200W","Thick Film","±250ppm/°C","-55°C ~ 155°C","Non-Inductive, Pulse Withstanding, RF, High Frequency","Epoxy Coated","Flanges","1.500"" L x 0.980"" W (38.10mm x 24.90mm)","0.483"" (12.26mm)","M4 Threaded","SOT-227-2","-"
