Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Resistance","Power (Watts)","Tolerance","Temperature Coefficient","Number of Turns","Adjustment Type","Resistive Material","Mounting Type","Termination Style","Size / Dimension"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314G%20SERIES.jpg,3314G-203ETR-ND,3314G-1-203E,Bourns Inc.,TRIMMER 20K OHM 0.25W GW TOP ADJ,6500,0,"1.14000","0","500","Tape & Reel (TR)","Trimpot® 3314 - Sealed","Active","20 kOhms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314G%20SERIES.jpg,3314G-203ECT-ND,3314G-1-203E,Bourns Inc.,TRIMMER 20K OHM 0.25W GW TOP ADJ,6914,0,"2.18000","0","1","Cut Tape (CT)","Trimpot® 3314 - Sealed","Active","20 kOhms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314G%20SERIES.jpg,3314G-203EDKR-ND,3314G-1-203E,Bourns Inc.,TRIMMER 20K OHM 0.25W GW TOP ADJ,6914,0,"Digi-Reel","0","1","Digi-Reel®","Trimpot® 3314 - Sealed","Active","20 kOhms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314J%20SERIES.jpg,3314J-104ETR-ND,3314J-1-104E,Bourns Inc.,TRIMMER 100KOHM 0.25W J LEAD TOP,6500,0,"1.14000","0","500","Tape & Reel (TR)","Trimpot® 3314 - Sealed","Active","100 kOhms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","J Lead","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314J%20SERIES.jpg,3314J-104ECT-ND,3314J-1-104E,Bourns Inc.,TRIMMER 100KOHM 0.25W J LEAD TOP,6940,0,"2.18000","0","1","Cut Tape (CT)","Trimpot® 3314 - Sealed","Active","100 kOhms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","J Lead","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314J%20SERIES.jpg,3314J-104EDKR-ND,3314J-1-104E,Bourns Inc.,TRIMMER 100KOHM 0.25W J LEAD TOP,6940,0,"Digi-Reel","0","1","Digi-Reel®","Trimpot® 3314 - Sealed","Active","100 kOhms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","J Lead","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314G%20SERIES.jpg,3314G-103ETR-ND,3314G-1-103E,Bourns Inc.,TRIMMER 10K OHM 0.25W GW TOP ADJ,5000,0,"1.14000","0","500","Tape & Reel (TR)","Trimpot® 3314 - Sealed","Active","10 kOhms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314G%20SERIES.jpg,3314G-103ECT-ND,3314G-1-103E,Bourns Inc.,TRIMMER 10K OHM 0.25W GW TOP ADJ,5012,0,"2.18000","0","1","Cut Tape (CT)","Trimpot® 3314 - Sealed","Active","10 kOhms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314G%20SERIES.jpg,3314G-103EDKR-ND,3314G-1-103E,Bourns Inc.,TRIMMER 10K OHM 0.25W GW TOP ADJ,5012,0,"Digi-Reel","0","1","Digi-Reel®","Trimpot® 3314 - Sealed","Active","10 kOhms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314J%20SERIES.jpg,3314J-101ETR-ND,3314J-1-101E,Bourns Inc.,TRIMMER 100 OHM 0.25W J LEAD TOP,5000,0,"1.14000","0","500","Tape & Reel (TR)","Trimpot® 3314 - Sealed","Active","100 Ohms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","J Lead","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314J%20SERIES.jpg,3314J-101ECT-ND,3314J-1-101E,Bourns Inc.,TRIMMER 100 OHM 0.25W J LEAD TOP,5397,0,"2.18000","0","1","Cut Tape (CT)","Trimpot® 3314 - Sealed","Active","100 Ohms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","J Lead","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314J%20SERIES.jpg,3314J-101EDKR-ND,3314J-1-101E,Bourns Inc.,TRIMMER 100 OHM 0.25W J LEAD TOP,5397,0,"Digi-Reel","0","1","Digi-Reel®","Trimpot® 3314 - Sealed","Active","100 Ohms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","J Lead","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314J%20SERIES.jpg,3314J-501ETR-ND,3314J-1-501E,Bourns Inc.,TRIMMER 500 OHM 0.25W J LEAD TOP,5000,0,"1.14000","0","500","Tape & Reel (TR)","Trimpot® 3314 - Sealed","Active","500 Ohms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","J Lead","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314J%20SERIES.jpg,3314J-501ECT-ND,3314J-1-501E,Bourns Inc.,TRIMMER 500 OHM 0.25W J LEAD TOP,5465,0,"2.18000","0","1","Cut Tape (CT)","Trimpot® 3314 - Sealed","Active","500 Ohms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","J Lead","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314J%20SERIES.jpg,3314J-501EDKR-ND,3314J-1-501E,Bourns Inc.,TRIMMER 500 OHM 0.25W J LEAD TOP,5465,0,"Digi-Reel","0","1","Digi-Reel®","Trimpot® 3314 - Sealed","Active","500 Ohms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","J Lead","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314G%20SERIES.jpg,3314G-502ETR-ND,3314G-1-502E,Bourns Inc.,TRIMMER 5K OHM 0.25W GW TOP ADJ,3000,0,"1.14000","0","500","Tape & Reel (TR)","Trimpot® 3314 - Sealed","Active","5 kOhms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314G%20SERIES.jpg,3314G-502ECT-ND,3314G-1-502E,Bourns Inc.,TRIMMER 5K OHM 0.25W GW TOP ADJ,3119,0,"2.18000","0","1","Cut Tape (CT)","Trimpot® 3314 - Sealed","Active","5 kOhms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314G%20SERIES.jpg,3314G-502EDKR-ND,3314G-1-502E,Bourns Inc.,TRIMMER 5K OHM 0.25W GW TOP ADJ,3119,0,"Digi-Reel","0","1","Digi-Reel®","Trimpot® 3314 - Sealed","Active","5 kOhms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314J%20SERIES.jpg,3314J-102ETR-ND,3314J-1-102E,Bourns Inc.,TRIMMER 1K OHM 0.25W J LEAD TOP,3000,0,"1.14000","0","500","Tape & Reel (TR)","Trimpot® 3314 - Sealed","Active","1 kOhms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","J Lead","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314J%20SERIES.jpg,3314J-102ECT-ND,3314J-1-102E,Bourns Inc.,TRIMMER 1K OHM 0.25W J LEAD TOP,3483,0,"2.18000","0","1","Cut Tape (CT)","Trimpot® 3314 - Sealed","Active","1 kOhms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","J Lead","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314J%20SERIES.jpg,3314J-102EDKR-ND,3314J-1-102E,Bourns Inc.,TRIMMER 1K OHM 0.25W J LEAD TOP,3483,0,"Digi-Reel","0","1","Digi-Reel®","Trimpot® 3314 - Sealed","Active","1 kOhms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","J Lead","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314G%20SERIES.jpg,3314G-202ETR-ND,3314G-1-202E,Bourns Inc.,TRIMMER 2K OHM 0.25W GW TOP ADJ,2000,0,"1.14000","0","500","Tape & Reel (TR)","Trimpot® 3314 - Sealed","Active","2 kOhms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314G%20SERIES.jpg,3314G-202ECT-ND,3314G-1-202E,Bourns Inc.,TRIMMER 2K OHM 0.25W GW TOP ADJ,2477,0,"2.18000","0","1","Cut Tape (CT)","Trimpot® 3314 - Sealed","Active","2 kOhms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314G%20SERIES.jpg,3314G-202EDKR-ND,3314G-1-202E,Bourns Inc.,TRIMMER 2K OHM 0.25W GW TOP ADJ,2477,0,"Digi-Reel","0","1","Digi-Reel®","Trimpot® 3314 - Sealed","Active","2 kOhms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314J%20SERIES.jpg,3314J-502ETR-ND,3314J-1-502E,Bourns Inc.,TRIMMER 5K OHM 0.25W J LEAD TOP,2000,0,"1.14000","0","500","Tape & Reel (TR)","Trimpot® 3314 - Sealed","Active","5 kOhms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","J Lead","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314J%20SERIES.jpg,3314J-502ECT-ND,3314J-1-502E,Bourns Inc.,TRIMMER 5K OHM 0.25W J LEAD TOP,2424,0,"2.18000","0","1","Cut Tape (CT)","Trimpot® 3314 - Sealed","Active","5 kOhms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","J Lead","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314J%20SERIES.jpg,3314J-502EDKR-ND,3314J-1-502E,Bourns Inc.,TRIMMER 5K OHM 0.25W J LEAD TOP,2424,0,"Digi-Reel","0","1","Digi-Reel®","Trimpot® 3314 - Sealed","Active","5 kOhms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","J Lead","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314G%20SERIES.jpg,3314G-503ETR-ND,3314G-1-503E,Bourns Inc.,TRIMMER 50K OHM 0.25W GW TOP ADJ,1500,0,"1.14000","0","500","Tape & Reel (TR)","Trimpot® 3314 - Sealed","Active","50 kOhms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314G%20SERIES.jpg,3314G-503ECT-ND,3314G-1-503E,Bourns Inc.,TRIMMER 50K OHM 0.25W GW TOP ADJ,1884,0,"2.18000","0","1","Cut Tape (CT)","Trimpot® 3314 - Sealed","Active","50 kOhms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314G%20SERIES.jpg,3314G-503EDKR-ND,3314G-1-503E,Bourns Inc.,TRIMMER 50K OHM 0.25W GW TOP ADJ,1884,0,"Digi-Reel","0","1","Digi-Reel®","Trimpot® 3314 - Sealed","Active","50 kOhms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314J%20SERIES.jpg,3314J-503ETR-ND,3314J-1-503E,Bourns Inc.,TRIMMER 50K OHM 0.25W J LEAD TOP,1500,0,"1.14000","0","500","Tape & Reel (TR)","Trimpot® 3314 - Sealed","Active","50 kOhms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","J Lead","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314J%20SERIES.jpg,3314J-503ECT-ND,3314J-1-503E,Bourns Inc.,TRIMMER 50K OHM 0.25W J LEAD TOP,1834,0,"2.18000","0","1","Cut Tape (CT)","Trimpot® 3314 - Sealed","Active","50 kOhms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","J Lead","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314J%20SERIES.jpg,3314J-503EDKR-ND,3314J-1-503E,Bourns Inc.,TRIMMER 50K OHM 0.25W J LEAD TOP,1834,0,"Digi-Reel","0","1","Digi-Reel®","Trimpot® 3314 - Sealed","Active","50 kOhms","0.25W, 1/4W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","J Lead","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
http://www.vishay.com/docs/51041/ts3.pdf,-,716-1181-2-ND,TS3YJ502MR15,Vishay Sfernice,TRIMMER 5K OHM 0.125W J LEAD TOP,4000,0,"1.16820","0","1000","Tape & Reel (TR)","TS3","Active","5 kOhms","0.125W, 1/8W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","J Lead","Square - 0.138"" x 0.126"" Face x 0.087"" H (3.50mm x 3.20mm x 2.20mm)"
http://www.vishay.com/docs/51041/ts3.pdf,-,716-1181-1-ND,TS3YJ502MR15,Vishay Sfernice,TRIMMER 5K OHM 0.125W J LEAD TOP,4550,0,"2.36000","0","1","Cut Tape (CT)","TS3","Active","5 kOhms","0.125W, 1/8W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","J Lead","Square - 0.138"" x 0.126"" Face x 0.087"" H (3.50mm x 3.20mm x 2.20mm)"
http://www.vishay.com/docs/51041/ts3.pdf,-,716-1181-6-ND,TS3YJ502MR15,Vishay Sfernice,TRIMMER 5K OHM 0.125W J LEAD TOP,4550,0,"Digi-Reel","0","1","Digi-Reel®","TS3","Active","5 kOhms","0.125W, 1/8W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","J Lead","Square - 0.138"" x 0.126"" Face x 0.087"" H (3.50mm x 3.20mm x 2.20mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314R-1.jpg,3314R-1-102ETR-ND,3314R-1-102E,Bourns Inc.,TRIMMER 1K OHM 0.25W GW BOTTOM,7000,0,"1.33000","0","500","Tape & Reel (TR)","Trimpot® 3314 - Sealed","Active","1 kOhms","0.25W, 1/4W","±20%","±100ppm/°C","1","Bottom Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314R-1.jpg,3314R-1-102ECT-ND,3314R-1-102E,Bourns Inc.,TRIMMER 1K OHM 0.25W GW BOTTOM,7110,0,"2.54000","0","1","Cut Tape (CT)","Trimpot® 3314 - Sealed","Active","1 kOhms","0.25W, 1/4W","±20%","±100ppm/°C","1","Bottom Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3314.pdf,//media.digikey.com/Photos/Bourns%20Photos/3314R-1.jpg,3314R-1-102EDKR-ND,3314R-1-102E,Bourns Inc.,TRIMMER 1K OHM 0.25W GW BOTTOM,7110,0,"Digi-Reel","0","1","Digi-Reel®","Trimpot® 3314 - Sealed","Active","1 kOhms","0.25W, 1/4W","±20%","±100ppm/°C","1","Bottom Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.177"" x 0.177"" Face x 0.100"" H (4.50mm x 4.50mm x 2.55mm)"
https://www.bourns.com/docs/Product-Datasheets/3312.pdf,//media.digikey.com/photos/Bourns%20Photos/3312J-1-201E.JPG,3312J-1-103ETR-ND,3312J-1-103E,Bourns Inc.,TRIMMER 10K OHM 0.1W J LEAD TOP,3500,0,"1.36800","0","500","Tape & Reel (TR)","Trimpot® 3312 - Sealed","Active","10 kOhms","0.1W, 1/10W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","J Lead","Rectangular - 0.110"" x 0.098"" Face x 0.067"" H (2.80mm x 2.50mm x 1.70mm)"
https://www.bourns.com/docs/Product-Datasheets/3312.pdf,//media.digikey.com/photos/Bourns%20Photos/3312J-1-201E.JPG,3312J-1-103ECT-ND,3312J-1-103E,Bourns Inc.,TRIMMER 10K OHM 0.1W J LEAD TOP,3783,0,"2.61000","0","1","Cut Tape (CT)","Trimpot® 3312 - Sealed","Active","10 kOhms","0.1W, 1/10W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","J Lead","Rectangular - 0.110"" x 0.098"" Face x 0.067"" H (2.80mm x 2.50mm x 1.70mm)"
https://www.bourns.com/docs/Product-Datasheets/3312.pdf,//media.digikey.com/photos/Bourns%20Photos/3312J-1-201E.JPG,3312J-1-103EDKR-ND,3312J-1-103E,Bourns Inc.,TRIMMER 10K OHM 0.1W J LEAD TOP,3783,0,"Digi-Reel","0","1","Digi-Reel®","Trimpot® 3312 - Sealed","Active","10 kOhms","0.1W, 1/10W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","J Lead","Rectangular - 0.110"" x 0.098"" Face x 0.067"" H (2.80mm x 2.50mm x 1.70mm)"
https://www.bourns.com/docs/Product-Datasheets/3312.pdf,//media.digikey.com/photos/Bourns%20Photos/3312J-1-201E.JPG,3312J-1-203ETR-ND,3312J-1-203E,Bourns Inc.,TRIMMER 20K OHM 0.1W J LEAD TOP,1500,0,"1.36800","0","500","Tape & Reel (TR)","Trimpot® 3312 - Sealed","Active","20 kOhms","0.1W, 1/10W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","J Lead","Rectangular - 0.110"" x 0.098"" Face x 0.067"" H (2.80mm x 2.50mm x 1.70mm)"
https://www.bourns.com/docs/Product-Datasheets/3312.pdf,//media.digikey.com/photos/Bourns%20Photos/3312J-1-201E.JPG,3312J-1-203ECT-ND,3312J-1-203E,Bourns Inc.,TRIMMER 20K OHM 0.1W J LEAD TOP,1618,0,"2.61000","0","1","Cut Tape (CT)","Trimpot® 3312 - Sealed","Active","20 kOhms","0.1W, 1/10W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","J Lead","Rectangular - 0.110"" x 0.098"" Face x 0.067"" H (2.80mm x 2.50mm x 1.70mm)"
https://www.bourns.com/docs/Product-Datasheets/3312.pdf,//media.digikey.com/photos/Bourns%20Photos/3312J-1-201E.JPG,3312J-1-203EDKR-ND,3312J-1-203E,Bourns Inc.,TRIMMER 20K OHM 0.1W J LEAD TOP,1618,0,"Digi-Reel","0","1","Digi-Reel®","Trimpot® 3312 - Sealed","Active","20 kOhms","0.1W, 1/10W","±20%","±100ppm/°C","1","Top Adjustment","Cermet","Surface Mount","J Lead","Rectangular - 0.110"" x 0.098"" Face x 0.067"" H (2.80mm x 2.50mm x 1.70mm)"
https://www.bourns.com/docs/Product-Datasheets/pv36.pdf,//media.digikey.com/photos/Murata%20Photos/PV36W%20SERIES.jpg,490-2875-ND,PV36W103C01B00,Bourns Inc.,TRIMMER 10K OHM 0.5W PC PIN TOP,11668,0,"1.50000","0","1","Bulk","PV36","Active","10 kOhms","0.5W, 1/2W","±10%","±100ppm/°C","25","Top Adjustment","Cermet","Through Hole","PC Pins","Rectangular - 0.378"" x 0.197"" Face x 0.394"" H (9.60mm x 5.00mm x 10.00mm)"
https://www.bourns.com/docs/Product-Datasheets/pv36.pdf,//media.digikey.com/photos/Murata%20Photos/PV36W%20SERIES.jpg,490-2881-ND,PV36W203C01B00,Bourns Inc.,TRIMMER 20K OHM 0.5W PC PIN TOP,5620,0,"1.50000","0","1","Bulk","PV36","Active","20 kOhms","0.5W, 1/2W","±10%","±100ppm/°C","25","Top Adjustment","Cermet","Through Hole","PC Pins","Rectangular - 0.378"" x 0.197"" Face x 0.394"" H (9.60mm x 5.00mm x 10.00mm)"
https://www.bourns.com/docs/Product-Datasheets/pv36.pdf,//media.digikey.com/photos/Murata%20Photos/PV36W%20SERIES.jpg,490-2888-ND,PV36W502C01B00,Bourns Inc.,TRIMMER 5K OHM 0.5W PC PIN TOP,3997,0,"1.50000","0","1","Tube","PV36","Active","5 kOhms","0.5W, 1/2W","±10%","±100ppm/°C","25","Top Adjustment","Cermet","Through Hole","PC Pins","Rectangular - 0.378"" x 0.197"" Face x 0.394"" H (9.60mm x 5.00mm x 10.00mm)"
https://www.bourns.com/docs/Product-Datasheets/pv36.pdf,//media.digikey.com/photos/Murata%20Photos/PV36W%20SERIES.jpg,490-2874-ND,PV36W102C01B00,Bourns Inc.,TRIMMER 1K OHM 0.5W PC PIN TOP,5830,0,"1.50000","0","1","Bulk","PV36","Active","1 kOhms","0.5W, 1/2W","±10%","±100ppm/°C","25","Top Adjustment","Cermet","Through Hole","PC Pins","Rectangular - 0.378"" x 0.197"" Face x 0.394"" H (9.60mm x 5.00mm x 10.00mm)"
https://www.bourns.com/docs/Product-Datasheets/pv36.pdf,//media.digikey.com/photos/Murata%20Photos/PV36W%20SERIES.jpg,490-2876-ND,PV36W104C01B00,Bourns Inc.,TRIMMER 100K OHM 0.5W PC PIN TOP,3773,0,"1.50000","0","1","Tube","PV36","Active","100 kOhms","0.5W, 1/2W","±10%","±100ppm/°C","25","Top Adjustment","Cermet","Through Hole","PC Pins","Rectangular - 0.378"" x 0.197"" Face x 0.394"" H (9.60mm x 5.00mm x 10.00mm)"
