Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Resistance","Power (Watts)","Tolerance","Temperature Coefficient","Number of Turns","Adjustment Type","Resistive Material","Mounting Type","Termination Style","Size / Dimension"
https://www.bourns.com/docs/Product-Datasheets/3223.pdf,//media.digikey.com/photos/Bourns%20Photos/3223W%20SERIES.jpg,3223W-1-502EDKR-ND,3223W-1-502E,Bourns Inc.,TRIMMER 5K OHM 0.125W J LEAD TOP,1129,0,"Digi-Reel","0","1","Digi-Reel®","Trimpot® 3223 - Sealed","Active","5 kOhms","0.125W, 1/8W","±20%","±100ppm/°C","11","Top Adjustment","Cermet","Surface Mount","J Lead","Rectangular - 0.154"" x 0.125"" Face x 0.164"" H (3.90mm x 3.18mm x 4.16mm)"
https://www.bourns.com/docs/Product-Datasheets/pvg5.pdf,//media.digikey.com/photos/Murata%20Photos/PVG5A%20SERIES.jpg,490-2660-2-ND,PVG5A102C03R00,Bourns Inc.,TRIMMER 1K OHM 0.25W J LEAD TOP,6000,0,"2.02388","0","250","Tape & Reel (TR)","PVG5","Active","1 kOhms","0.25W, 1/4W","±10%","±150ppm/°C","11","Top Adjustment","Cermet","Surface Mount","J Lead","Rectangular - 0.189"" x 0.138"" Face x 0.201"" H (4.80mm x 3.50mm x 5.10mm)"
https://www.bourns.com/docs/Product-Datasheets/pvg5.pdf,//media.digikey.com/photos/Murata%20Photos/PVG5A%20SERIES.jpg,490-2660-1-ND,PVG5A102C03R00,Bourns Inc.,TRIMMER 1K OHM 0.25W J LEAD TOP,6243,0,"3.19000","0","1","Cut Tape (CT)","PVG5","Active","1 kOhms","0.25W, 1/4W","±10%","±150ppm/°C","11","Top Adjustment","Cermet","Surface Mount","J Lead","Rectangular - 0.189"" x 0.138"" Face x 0.201"" H (4.80mm x 3.50mm x 5.10mm)"
https://www.bourns.com/docs/Product-Datasheets/pvg5.pdf,//media.digikey.com/photos/Murata%20Photos/PVG5A%20SERIES.jpg,490-2660-6-ND,PVG5A102C03R00,Bourns Inc.,TRIMMER 1K OHM 0.25W J LEAD TOP,6243,0,"Digi-Reel","0","1","Digi-Reel®","PVG5","Active","1 kOhms","0.25W, 1/4W","±10%","±150ppm/°C","11","Top Adjustment","Cermet","Surface Mount","J Lead","Rectangular - 0.189"" x 0.138"" Face x 0.201"" H (4.80mm x 3.50mm x 5.10mm)"
https://www.bourns.com/docs/Product-Datasheets/pvg5.pdf,//media.digikey.com/photos/Murata%20Photos/PVG5A%20SERIES.jpg,490-2666-2-ND,PVG5A202C03R00,Bourns Inc.,TRIMMER 2K OHM 0.25W J LEAD TOP,1500,0,"2.02396","0","250","Tape & Reel (TR)","PVG5","Active","2 kOhms","0.25W, 1/4W","±10%","±150ppm/°C","11","Top Adjustment","Cermet","Surface Mount","J Lead","Rectangular - 0.189"" x 0.138"" Face x 0.201"" H (4.80mm x 3.50mm x 5.10mm)"
https://www.bourns.com/docs/Product-Datasheets/pvg5.pdf,//media.digikey.com/photos/Murata%20Photos/PVG5A%20SERIES.jpg,490-2666-1-ND,PVG5A202C03R00,Bourns Inc.,TRIMMER 2K OHM 0.25W J LEAD TOP,1682,0,"3.19000","0","1","Cut Tape (CT)","PVG5","Active","2 kOhms","0.25W, 1/4W","±10%","±150ppm/°C","11","Top Adjustment","Cermet","Surface Mount","J Lead","Rectangular - 0.189"" x 0.138"" Face x 0.201"" H (4.80mm x 3.50mm x 5.10mm)"
https://www.bourns.com/docs/Product-Datasheets/pvg5.pdf,//media.digikey.com/photos/Murata%20Photos/PVG5A%20SERIES.jpg,490-2666-6-ND,PVG5A202C03R00,Bourns Inc.,TRIMMER 2K OHM 0.25W J LEAD TOP,1682,0,"Digi-Reel","0","1","Digi-Reel®","PVG5","Active","2 kOhms","0.25W, 1/4W","±10%","±150ppm/°C","11","Top Adjustment","Cermet","Surface Mount","J Lead","Rectangular - 0.189"" x 0.138"" Face x 0.201"" H (4.80mm x 3.50mm x 5.10mm)"
https://www.bourns.com/docs/Product-Datasheets/pvg5.pdf,//media.digikey.com/photos/Murata%20Photos/PVG5A%20SERIES.jpg,490-2661-2-ND,PVG5A103C03R00,Bourns Inc.,TRIMMER 10K OHM 0.25W J LEAD TOP,27500,0,"2.02400","0","250","Tape & Reel (TR)","PVG5","Active","10 kOhms","0.25W, 1/4W","±10%","±150ppm/°C","11","Top Adjustment","Cermet","Surface Mount","J Lead","Rectangular - 0.189"" x 0.138"" Face x 0.201"" H (4.80mm x 3.50mm x 5.10mm)"
https://www.bourns.com/docs/Product-Datasheets/pvg5.pdf,//media.digikey.com/photos/Murata%20Photos/PVG5A%20SERIES.jpg,490-2661-1-ND,PVG5A103C03R00,Bourns Inc.,TRIMMER 10K OHM 0.25W J LEAD TOP,27547,0,"3.19000","0","1","Cut Tape (CT)","PVG5","Active","10 kOhms","0.25W, 1/4W","±10%","±150ppm/°C","11","Top Adjustment","Cermet","Surface Mount","J Lead","Rectangular - 0.189"" x 0.138"" Face x 0.201"" H (4.80mm x 3.50mm x 5.10mm)"
https://www.bourns.com/docs/Product-Datasheets/pvg5.pdf,//media.digikey.com/photos/Murata%20Photos/PVG5A%20SERIES.jpg,490-2661-6-ND,PVG5A103C03R00,Bourns Inc.,TRIMMER 10K OHM 0.25W J LEAD TOP,27547,0,"Digi-Reel","0","1","Digi-Reel®","PVG5","Active","10 kOhms","0.25W, 1/4W","±10%","±150ppm/°C","11","Top Adjustment","Cermet","Surface Mount","J Lead","Rectangular - 0.189"" x 0.138"" Face x 0.201"" H (4.80mm x 3.50mm x 5.10mm)"
https://www.bourns.com/docs/Product-Datasheets/pvg5.pdf,//media.digikey.com/photos/Murata%20Photos/PVG5A%20SERIES.jpg,490-2673-2-ND,PVG5A503C03R00,Bourns Inc.,TRIMMER 50K OHM 0.25W J LEAD TOP,5500,0,"2.02400","0","250","Tape & Reel (TR)","PVG5","Active","50 kOhms","0.25W, 1/4W","±10%","±150ppm/°C","11","Top Adjustment","Cermet","Surface Mount","J Lead","Rectangular - 0.189"" x 0.138"" Face x 0.201"" H (4.80mm x 3.50mm x 5.10mm)"
https://www.bourns.com/docs/Product-Datasheets/pvg5.pdf,//media.digikey.com/photos/Murata%20Photos/PVG5A%20SERIES.jpg,490-2673-1-ND,PVG5A503C03R00,Bourns Inc.,TRIMMER 50K OHM 0.25W J LEAD TOP,5737,0,"3.19000","0","1","Cut Tape (CT)","PVG5","Active","50 kOhms","0.25W, 1/4W","±10%","±150ppm/°C","11","Top Adjustment","Cermet","Surface Mount","J Lead","Rectangular - 0.189"" x 0.138"" Face x 0.201"" H (4.80mm x 3.50mm x 5.10mm)"
https://www.bourns.com/docs/Product-Datasheets/pvg5.pdf,//media.digikey.com/photos/Murata%20Photos/PVG5A%20SERIES.jpg,490-2673-6-ND,PVG5A503C03R00,Bourns Inc.,TRIMMER 50K OHM 0.25W J LEAD TOP,5737,0,"Digi-Reel","0","1","Digi-Reel®","PVG5","Active","50 kOhms","0.25W, 1/4W","±10%","±150ppm/°C","11","Top Adjustment","Cermet","Surface Mount","J Lead","Rectangular - 0.189"" x 0.138"" Face x 0.201"" H (4.80mm x 3.50mm x 5.10mm)"
https://www.bourns.com/docs/Product-Datasheets/pvg5.pdf,//media.digikey.com/photos/Murata%20Photos/PVG5A%20SERIES.jpg,490-2672-2-ND,PVG5A502C03R00,Bourns Inc.,TRIMMER 5K OHM 0.25W J LEAD TOP,1750,0,"2.02400","0","250","Tape & Reel (TR)","PVG5","Active","5 kOhms","0.25W, 1/4W","±10%","±150ppm/°C","11","Top Adjustment","Cermet","Surface Mount","J Lead","Rectangular - 0.189"" x 0.138"" Face x 0.201"" H (4.80mm x 3.50mm x 5.10mm)"
https://www.bourns.com/docs/Product-Datasheets/pvg5.pdf,//media.digikey.com/photos/Murata%20Photos/PVG5A%20SERIES.jpg,490-2672-1-ND,PVG5A502C03R00,Bourns Inc.,TRIMMER 5K OHM 0.25W J LEAD TOP,1751,0,"3.19000","0","1","Cut Tape (CT)","PVG5","Active","5 kOhms","0.25W, 1/4W","±10%","±150ppm/°C","11","Top Adjustment","Cermet","Surface Mount","J Lead","Rectangular - 0.189"" x 0.138"" Face x 0.201"" H (4.80mm x 3.50mm x 5.10mm)"
https://www.bourns.com/docs/Product-Datasheets/pvg5.pdf,//media.digikey.com/photos/Murata%20Photos/PVG5A%20SERIES.jpg,490-2672-6-ND,PVG5A502C03R00,Bourns Inc.,TRIMMER 5K OHM 0.25W J LEAD TOP,1751,0,"Digi-Reel","0","1","Digi-Reel®","PVG5","Active","5 kOhms","0.25W, 1/4W","±10%","±150ppm/°C","11","Top Adjustment","Cermet","Surface Mount","J Lead","Rectangular - 0.189"" x 0.138"" Face x 0.201"" H (4.80mm x 3.50mm x 5.10mm)"
https://www.nidec-copal-electronics.com/e/catalog/trimmer/st-5.pdf,//media.digikey.com/photos/Copal%20Photos/ST5ETW%20SERIES.jpg,ST5ETW502TR-ND,ST5ETW502,Nidec Copal Electronics,TRIMMER 5K OHM 0.25W GW TOP ADJ,6500,0,"2.06274","0","500","Tape & Reel (TR)","ST5","Active","5 kOhms","0.25W, 1/4W","±10%","±100ppm/°C","14","Top Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.236"" L x 0.169"" W x 0.266"" H (6.00mm x 4.30mm x 6.75mm)"
https://www.nidec-copal-electronics.com/e/catalog/trimmer/st-5.pdf,//media.digikey.com/photos/Copal%20Photos/ST5ETW%20SERIES.jpg,ST5ETW502CT-ND,ST5ETW502,Nidec Copal Electronics,TRIMMER 5K OHM 0.25W GW TOP ADJ,6660,0,"4.03000","0","1","Cut Tape (CT)","ST5","Active","5 kOhms","0.25W, 1/4W","±10%","±100ppm/°C","14","Top Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.236"" L x 0.169"" W x 0.266"" H (6.00mm x 4.30mm x 6.75mm)"
https://www.nidec-copal-electronics.com/e/catalog/trimmer/st-5.pdf,//media.digikey.com/photos/Copal%20Photos/ST5ETW%20SERIES.jpg,ST5ETW502DKR-ND,ST5ETW502,Nidec Copal Electronics,TRIMMER 5K OHM 0.25W GW TOP ADJ,6660,0,"Digi-Reel","0","1","Digi-Reel®","ST5","Active","5 kOhms","0.25W, 1/4W","±10%","±100ppm/°C","14","Top Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.236"" L x 0.169"" W x 0.266"" H (6.00mm x 4.30mm x 6.75mm)"
https://www.nidec-copal-electronics.com/e/catalog/trimmer/st-5.pdf,//media.digikey.com/photos/Copal%20Photos/ST5ETW%20SERIES.jpg,ST5ETW103TR-ND,ST5ETW103,Nidec Copal Electronics,TRIMMER 10K OHM 0.25W GW TOP ADJ,5000,0,"2.06274","0","500","Tape & Reel (TR)","ST5","Active","10 kOhms","0.25W, 1/4W","±10%","±100ppm/°C","14","Top Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.236"" L x 0.169"" W x 0.266"" H (6.00mm x 4.30mm x 6.75mm)"
https://www.nidec-copal-electronics.com/e/catalog/trimmer/st-5.pdf,//media.digikey.com/photos/Copal%20Photos/ST5ETW%20SERIES.jpg,ST5ETW103CT-ND,ST5ETW103,Nidec Copal Electronics,TRIMMER 10K OHM 0.25W GW TOP ADJ,5717,0,"4.03000","0","1","Cut Tape (CT)","ST5","Active","10 kOhms","0.25W, 1/4W","±10%","±100ppm/°C","14","Top Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.236"" L x 0.169"" W x 0.266"" H (6.00mm x 4.30mm x 6.75mm)"
https://www.nidec-copal-electronics.com/e/catalog/trimmer/st-5.pdf,//media.digikey.com/photos/Copal%20Photos/ST5ETW%20SERIES.jpg,ST5ETW103DKR-ND,ST5ETW103,Nidec Copal Electronics,TRIMMER 10K OHM 0.25W GW TOP ADJ,5717,0,"Digi-Reel","0","1","Digi-Reel®","ST5","Active","10 kOhms","0.25W, 1/4W","±10%","±100ppm/°C","14","Top Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.236"" L x 0.169"" W x 0.266"" H (6.00mm x 4.30mm x 6.75mm)"
https://www.nidec-copal-electronics.com/e/catalog/trimmer/st-5.pdf,//media.digikey.com/photos/Copal%20Photos/ST5ETP%20SERIES.jpg,ST5ETP103TR-ND,ST5ETP103,Nidec Copal Electronics,TRIMMER 10K OHM 0.25W GW SIDE,4500,0,"2.06274","0","500","Tape & Reel (TR)","ST5","Active","10 kOhms","0.25W, 1/4W","±10%","±100ppm/°C","14","Side Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.266"" L x 0.236"" W x 0.169"" H (6.75mm x 6.00mm x 4.30mm)"
https://www.nidec-copal-electronics.com/e/catalog/trimmer/st-5.pdf,//media.digikey.com/photos/Copal%20Photos/ST5ETP%20SERIES.jpg,ST5ETP103CT-ND,ST5ETP103,Nidec Copal Electronics,TRIMMER 10K OHM 0.25W GW SIDE,4585,0,"4.03000","0","1","Cut Tape (CT)","ST5","Active","10 kOhms","0.25W, 1/4W","±10%","±100ppm/°C","14","Side Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.266"" L x 0.236"" W x 0.169"" H (6.75mm x 6.00mm x 4.30mm)"
https://www.nidec-copal-electronics.com/e/catalog/trimmer/st-5.pdf,//media.digikey.com/photos/Copal%20Photos/ST5ETP%20SERIES.jpg,ST5ETP103DKR-ND,ST5ETP103,Nidec Copal Electronics,TRIMMER 10K OHM 0.25W GW SIDE,4585,0,"Digi-Reel","0","1","Digi-Reel®","ST5","Active","10 kOhms","0.25W, 1/4W","±10%","±100ppm/°C","14","Side Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.266"" L x 0.236"" W x 0.169"" H (6.75mm x 6.00mm x 4.30mm)"
https://www.nidec-copal-electronics.com/e/catalog/trimmer/st-5.pdf,//media.digikey.com/photos/Copal%20Photos/ST5ETW%20SERIES.jpg,ST5ETW104TR-ND,ST5ETW104,Nidec Copal Electronics,TRIMMER 100K OHM 0.25W GW TOP,3000,0,"2.06274","0","500","Tape & Reel (TR)","ST5","Active","100 kOhms","0.25W, 1/4W","±10%","±100ppm/°C","14","Top Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.236"" L x 0.169"" W x 0.266"" H (6.00mm x 4.30mm x 6.75mm)"
https://www.nidec-copal-electronics.com/e/catalog/trimmer/st-5.pdf,//media.digikey.com/photos/Copal%20Photos/ST5ETW%20SERIES.jpg,ST5ETW104CT-ND,ST5ETW104,Nidec Copal Electronics,TRIMMER 100K OHM 0.25W GW TOP,3457,0,"4.03000","0","1","Cut Tape (CT)","ST5","Active","100 kOhms","0.25W, 1/4W","±10%","±100ppm/°C","14","Top Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.236"" L x 0.169"" W x 0.266"" H (6.00mm x 4.30mm x 6.75mm)"
https://www.nidec-copal-electronics.com/e/catalog/trimmer/st-5.pdf,//media.digikey.com/photos/Copal%20Photos/ST5ETW%20SERIES.jpg,ST5ETW104DKR-ND,ST5ETW104,Nidec Copal Electronics,TRIMMER 100K OHM 0.25W GW TOP,3457,0,"Digi-Reel","0","1","Digi-Reel®","ST5","Active","100 kOhms","0.25W, 1/4W","±10%","±100ppm/°C","14","Top Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.236"" L x 0.169"" W x 0.266"" H (6.00mm x 4.30mm x 6.75mm)"
https://www.nidec-copal-electronics.com/e/catalog/trimmer/st-5.pdf,//media.digikey.com/photos/Copal%20Photos/ST5ETW%20SERIES.jpg,ST5ETW503TR-ND,ST5ETW503,Nidec Copal Electronics,TRIMMER 50K OHM 0.25W GW TOP ADJ,3000,0,"2.06274","0","500","Tape & Reel (TR)","ST5","Active","50 kOhms","0.25W, 1/4W","±10%","±100ppm/°C","14","Top Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.236"" L x 0.169"" W x 0.266"" H (6.00mm x 4.30mm x 6.75mm)"
https://www.nidec-copal-electronics.com/e/catalog/trimmer/st-5.pdf,//media.digikey.com/photos/Copal%20Photos/ST5ETW%20SERIES.jpg,ST5ETW503CT-ND,ST5ETW503,Nidec Copal Electronics,TRIMMER 50K OHM 0.25W GW TOP ADJ,3484,0,"4.03000","0","1","Cut Tape (CT)","ST5","Active","50 kOhms","0.25W, 1/4W","±10%","±100ppm/°C","14","Top Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.236"" L x 0.169"" W x 0.266"" H (6.00mm x 4.30mm x 6.75mm)"
https://www.nidec-copal-electronics.com/e/catalog/trimmer/st-5.pdf,//media.digikey.com/photos/Copal%20Photos/ST5ETW%20SERIES.jpg,ST5ETW503DKR-ND,ST5ETW503,Nidec Copal Electronics,TRIMMER 50K OHM 0.25W GW TOP ADJ,3484,0,"Digi-Reel","0","1","Digi-Reel®","ST5","Active","50 kOhms","0.25W, 1/4W","±10%","±100ppm/°C","14","Top Adjustment","Cermet","Surface Mount","Gull Wing","Square - 0.236"" L x 0.169"" W x 0.266"" H (6.00mm x 4.30mm x 6.75mm)"
https://www.bourns.com/docs/Product-Datasheets/pv37.pdf,//media.digikey.com/photos/Murata%20Photos/PV37W%20SERIES.jpg,490-2970-ND,PV37W103C01B00,Bourns Inc.,TRIMMER 10K OHM 0.25W PC PIN TOP,8310,0,"2.08000","0","1","Bulk","PV37","Active","10 kOhms","0.25W, 1/4W","±10%","±150ppm/°C","12","Top Adjustment","Cermet","Through Hole","PC Pins","Rectangular - 0.252"" x 0.157"" Face x 0.264"" H (6.40mm x 4.00mm x 6.70mm)"
https://www.bourns.com/docs/Product-Datasheets/3006.pdf,//media.digikey.com/Photos/Bourns%20Photos/Trimpot-3006-Series.jpg,3006P-503LF-ND,3006P-1-503LF,Bourns Inc.,TRIMMER 50KOHM 0.75W PC PIN SIDE,6379,0,"2.08000","0","1","Tube","Trimpot® 3006 - Sealed","Active","50 kOhms","0.75W, 3/4W","±10%","±100ppm/°C","15","Side Adjustment","Cermet","Through Hole","PC Pins","Rectangular - 0.250"" x 0.190"" Face x 0.750"" L (6.35mm x 4.83mm x 19.05mm)"
https://www.bourns.com/docs/Product-Datasheets/pv37.pdf,//media.digikey.com/photos/Murata%20Photos/PV37W%20SERIES.jpg,490-2983-ND,PV37W502C01B00,Bourns Inc.,TRIMMER 5K OHM 0.25W PC PIN TOP,5665,0,"2.08000","0","1","Bulk","PV37","Active","5 kOhms","0.25W, 1/4W","±10%","±150ppm/°C","12","Top Adjustment","Cermet","Through Hole","PC Pins","Rectangular - 0.252"" x 0.157"" Face x 0.264"" H (6.40mm x 4.00mm x 6.70mm)"
https://www.bourns.com/docs/Product-Datasheets/3006.pdf,//media.digikey.com/Photos/Bourns%20Photos/Trimpot-3006-Series.jpg,3006P-203LF-ND,3006P-1-203LF,Bourns Inc.,TRIMMER 20KOHM 0.75W PC PIN SIDE,5298,0,"2.08000","0","1","Tube","Trimpot® 3006 - Sealed","Active","20 kOhms","0.75W, 3/4W","±10%","±100ppm/°C","15","Side Adjustment","Cermet","Through Hole","PC Pins","Rectangular - 0.250"" x 0.190"" Face x 0.750"" L (6.35mm x 4.83mm x 19.05mm)"
https://www.bourns.com/docs/Product-Datasheets/3006.pdf,//media.digikey.com/Photos/Bourns%20Photos/Trimpot-3006-Series.jpg,3006P-104LF-ND,3006P-1-104LF,Bourns Inc.,TRIMMER 100K OHM 0.75W PC PIN,4912,0,"2.08000","0","1","Tube","Trimpot® 3006 - Sealed","Active","100 kOhms","0.75W, 3/4W","±10%","±100ppm/°C","15","Side Adjustment","Cermet","Through Hole","PC Pins","Rectangular - 0.250"" x 0.190"" Face x 0.750"" L (6.35mm x 4.83mm x 19.05mm)"
https://www.bourns.com/docs/Product-Datasheets/3006.pdf,//media.digikey.com/Photos/Bourns%20Photos/Trimpot-3006-Series.jpg,3006P-502LF-ND,3006P-1-502LF,Bourns Inc.,TRIMMER 5K OHM 0.75W PC PIN SIDE,4073,0,"2.08000","0","1","Tube","Trimpot® 3006 - Sealed","Active","5 kOhms","0.75W, 3/4W","±10%","±100ppm/°C","15","Side Adjustment","Cermet","Through Hole","PC Pins","Rectangular - 0.250"" x 0.190"" Face x 0.750"" L (6.35mm x 4.83mm x 19.05mm)"
https://www.bourns.com/docs/Product-Datasheets/3006.pdf,//media.digikey.com/Photos/Bourns%20Photos/Trimpot-3006-Series.jpg,3006P-103LF-ND,3006P-1-103LF,Bourns Inc.,TRIMMER 10KOHM 0.75W PC PIN SIDE,2676,0,"2.08000","0","1","Tube","Trimpot® 3006 - Sealed","Active","10 kOhms","0.75W, 3/4W","±10%","±100ppm/°C","15","Side Adjustment","Cermet","Through Hole","PC Pins","Rectangular - 0.250"" x 0.190"" Face x 0.750"" L (6.35mm x 4.83mm x 19.05mm)"
https://www.bourns.com/docs/Product-Datasheets/pv37.pdf,//media.digikey.com/photos/Murata%20Photos/PV37W%20SERIES.jpg,490-2984-ND,PV37W503C01B00,Bourns Inc.,TRIMMER 50K OHM 0.25W PC PIN TOP,1956,0,"2.08000","0","1","Bulk","PV37","Active","50 kOhms","0.25W, 1/4W","±10%","±150ppm/°C","12","Top Adjustment","Cermet","Through Hole","PC Pins","Rectangular - 0.252"" x 0.157"" Face x 0.264"" H (6.40mm x 4.00mm x 6.70mm)"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Trimmers/Datasheets/64.pdf,//media.digikey.com/Photos/TT%20Electronics%20BI/64XR%20SERIES.JPG,987-1586-ND,64XR20KLF,TT Electronics/BI,TRIMMER 20KOHM 0.25W PC PIN SIDE,7981,0,"2.11000","0","1","Tube","64","Active","20 kOhms","0.25W, 1/4W","±10%","±100ppm/°C","12","Side Adjustment","Cermet","Through Hole","PC Pins","Rectangular - 0.250"" x 0.165"" Face x 0.270"" H (6.35mm x 4.19mm x 6.86mm)"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Trimmers/Datasheets/64.pdf,//media.digikey.com/Photos/TT%20Electronics%20BI/64XR%20SERIES.JPG,987-1587-ND,64XR2KLF,TT Electronics/BI,TRIMMER 2K OHM 0.25W PC PIN SIDE,4713,0,"2.11000","0","1","Tube","64","Active","2 kOhms","0.25W, 1/4W","±10%","±100ppm/°C","12","Side Adjustment","Cermet","Through Hole","PC Pins","Rectangular - 0.250"" x 0.165"" Face x 0.270"" H (6.35mm x 4.19mm x 6.86mm)"
https://www.bourns.com/docs/Product-Datasheets/3214.pdf,//media.digikey.com/photos/Bourns%20Photos/3214W%20SERIES.jpg,3214W-203ETR-ND,3214W-1-203E,Bourns Inc.,TRIMMER 20K OHM 0.25W J LEAD TOP,15000,0,"2.11600","0","250","Tape & Reel (TR)","Trimpot® 3214 - Sealed","Active","20 kOhms","0.25W, 1/4W","±10%","±100ppm/°C","5","Top Adjustment","Cermet","Surface Mount","J Lead","Rectangular - 0.189"" x 0.138"" Face x 0.209"" H (4.80mm x 3.50mm x 5.30mm)"
https://www.bourns.com/docs/Product-Datasheets/3214.pdf,//media.digikey.com/photos/Bourns%20Photos/3214W%20SERIES.jpg,3214W-203ECT-ND,3214W-1-203E,Bourns Inc.,TRIMMER 20K OHM 0.25W J LEAD TOP,15116,0,"3.24000","0","1","Cut Tape (CT)","Trimpot® 3214 - Sealed","Active","20 kOhms","0.25W, 1/4W","±10%","±100ppm/°C","5","Top Adjustment","Cermet","Surface Mount","J Lead","Rectangular - 0.189"" x 0.138"" Face x 0.209"" H (4.80mm x 3.50mm x 5.30mm)"
https://www.bourns.com/docs/Product-Datasheets/3214.pdf,//media.digikey.com/photos/Bourns%20Photos/3214W%20SERIES.jpg,3214W-203EDKR-ND,3214W-1-203E,Bourns Inc.,TRIMMER 20K OHM 0.25W J LEAD TOP,15116,0,"Digi-Reel","0","1","Digi-Reel®","Trimpot® 3214 - Sealed","Active","20 kOhms","0.25W, 1/4W","±10%","±100ppm/°C","5","Top Adjustment","Cermet","Surface Mount","J Lead","Rectangular - 0.189"" x 0.138"" Face x 0.209"" H (4.80mm x 3.50mm x 5.30mm)"
https://www.bourns.com/docs/Product-Datasheets/3214.pdf,//media.digikey.com/photos/Bourns%20Photos/3214W%20SERIES.jpg,3214W-502ETR-ND,3214W-1-502E,Bourns Inc.,TRIMMER 5K OHM 0.25W J LEAD TOP,11250,0,"2.11600","0","250","Tape & Reel (TR)","Trimpot® 3214 - Sealed","Active","5 kOhms","0.25W, 1/4W","±10%","±100ppm/°C","5","Top Adjustment","Cermet","Surface Mount","J Lead","Rectangular - 0.189"" x 0.138"" Face x 0.209"" H (4.80mm x 3.50mm x 5.30mm)"
https://www.bourns.com/docs/Product-Datasheets/3214.pdf,//media.digikey.com/photos/Bourns%20Photos/3214W%20SERIES.jpg,3214W-502ECT-ND,3214W-1-502E,Bourns Inc.,TRIMMER 5K OHM 0.25W J LEAD TOP,11372,0,"3.24000","0","1","Cut Tape (CT)","Trimpot® 3214 - Sealed","Active","5 kOhms","0.25W, 1/4W","±10%","±100ppm/°C","5","Top Adjustment","Cermet","Surface Mount","J Lead","Rectangular - 0.189"" x 0.138"" Face x 0.209"" H (4.80mm x 3.50mm x 5.30mm)"
https://www.bourns.com/docs/Product-Datasheets/3214.pdf,//media.digikey.com/photos/Bourns%20Photos/3214W%20SERIES.jpg,3214W-502EDKR-ND,3214W-1-502E,Bourns Inc.,TRIMMER 5K OHM 0.25W J LEAD TOP,11372,0,"Digi-Reel","0","1","Digi-Reel®","Trimpot® 3214 - Sealed","Active","5 kOhms","0.25W, 1/4W","±10%","±100ppm/°C","5","Top Adjustment","Cermet","Surface Mount","J Lead","Rectangular - 0.189"" x 0.138"" Face x 0.209"" H (4.80mm x 3.50mm x 5.30mm)"
https://www.bourns.com/docs/Product-Datasheets/3214.pdf,//media.digikey.com/photos/Bourns%20Photos/3214W%20SERIES.jpg,3214W-103ETR-ND,3214W-1-103E,Bourns Inc.,TRIMMER 10K OHM 0.25W J LEAD TOP,11000,0,"2.11600","0","250","Tape & Reel (TR)","Trimpot® 3214 - Sealed","Active","10 kOhms","0.25W, 1/4W","±10%","±100ppm/°C","5","Top Adjustment","Cermet","Surface Mount","J Lead","Rectangular - 0.189"" x 0.138"" Face x 0.209"" H (4.80mm x 3.50mm x 5.30mm)"
https://www.bourns.com/docs/Product-Datasheets/3214.pdf,//media.digikey.com/photos/Bourns%20Photos/3214W%20SERIES.jpg,3214W-103ECT-ND,3214W-1-103E,Bourns Inc.,TRIMMER 10K OHM 0.25W J LEAD TOP,11251,0,"3.24000","0","1","Cut Tape (CT)","Trimpot® 3214 - Sealed","Active","10 kOhms","0.25W, 1/4W","±10%","±100ppm/°C","5","Top Adjustment","Cermet","Surface Mount","J Lead","Rectangular - 0.189"" x 0.138"" Face x 0.209"" H (4.80mm x 3.50mm x 5.30mm)"
https://www.bourns.com/docs/Product-Datasheets/3214.pdf,//media.digikey.com/photos/Bourns%20Photos/3214W%20SERIES.jpg,3214W-103EDKR-ND,3214W-1-103E,Bourns Inc.,TRIMMER 10K OHM 0.25W J LEAD TOP,11251,0,"Digi-Reel","0","1","Digi-Reel®","Trimpot® 3214 - Sealed","Active","10 kOhms","0.25W, 1/4W","±10%","±100ppm/°C","5","Top Adjustment","Cermet","Surface Mount","J Lead","Rectangular - 0.189"" x 0.138"" Face x 0.209"" H (4.80mm x 3.50mm x 5.30mm)"
