Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Resistance","Power (Watts)","Tolerance","Number of Turns","Adjustment Type","Size / Dimension","Termination","Mounting Type"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352E%20SERIES.jpg,3352E-253LF-ND,3352E-1-253LF,Bourns Inc.,POT 25K OHM THUMBWHEEL CERM ST,52,0,"1.85000","0","1","Bulk","Trimpot® 3352 - Open Frame","Active","25 kOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352P%20SERIES.jpg,3352P-201LF-ND,3352P-1-201LF,Bourns Inc.,POT 200 OHM THUMBWHEEL CERM ST,0,0,"1.85000","0","1","Bulk","Trimpot® 3352 - Open Frame","Active","200 Ohms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352T%20SERIES.jpg,3352T-202LF-ND,3352T-1-202LF,Bourns Inc.,POT 2.0K OHM THUMBWHEEL CERM ST,0,0,"1.85000","0","1","Bulk","Trimpot® 3352 - Open Frame","Active","2 kOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.150"" H (8.89mm x 3.81mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352E%20SERIES.jpg,3352E-1-505LF-ND,3352E-1-505LF,Bourns Inc.,POT 5.0M OHM THUMBWHEEL CERM ST,0,0,"0.72000","0","2000","Bulk","Trimpot® 3352 - Open Frame","Active","5 MOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352H%20SERIES.jpg,3352H-1-505LF-ND,3352H-1-505LF,Bourns Inc.,POT 5.0M OHM THUMBWHEEL CERM ST,0,0,"0.72000","0","2000","Bulk","Trimpot® 3352 - Open Frame","Active","5 MOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.350"" H (8.89mm x 8.89mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352P%20SERIES.jpg,3352P-1-252LF-ND,3352P-1-252LF,Bourns Inc.,POT 2.5K OHM THUMBWHEEL CERM ST,0,0,"0.72000","0","2000","Bulk","Trimpot® 3352 - Open Frame","Active","2.5 kOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352P%20SERIES.jpg,3352P-1-505LF-ND,3352P-1-505LF,Bourns Inc.,POT 5.0M OHM THUMBWHEEL CERM ST,0,0,"0.72000","0","2000","Bulk","Trimpot® 3352 - Open Frame","Active","5 MOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352T%20SERIES.jpg,3352T-1-152LF-ND,3352T-1-152LF,Bourns Inc.,POT 1.5K OHM THUMBWHEEL CERM ST,0,0,"0.72000","0","2000","Bulk","Trimpot® 3352 - Open Frame","Active","1.5 kOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.150"" H (8.89mm x 3.81mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352T%20SERIES.jpg,3352T-1-252LF-ND,3352T-1-252LF,Bourns Inc.,POT 2.5K OHM THUMBWHEEL CERM ST,0,0,"0.72000","0","2000","Bulk","Trimpot® 3352 - Open Frame","Active","2.5 kOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.150"" H (8.89mm x 3.81mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352T%20SERIES.jpg,3352T-1-301LF-ND,3352T-1-301LF,Bourns Inc.,POT 300 OHM THUMBWHEEL CERM ST,0,0,"0.72000","0","2000","Bulk","Trimpot® 3352 - Open Frame","Active","300 Ohms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.150"" H (8.89mm x 3.81mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352T%20SERIES.jpg,3352T-1-505LF-ND,3352T-1-505LF,Bourns Inc.,POT 5.0M OHM THUMBWHEEL CERM ST,0,0,"0.72000","0","2000","Bulk","Trimpot® 3352 - Open Frame","Active","5 MOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.150"" H (8.89mm x 3.81mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/Photos/Bourns%20Photos/3352V-1-103LF.JPG,3352V-1-252LF-ND,3352V-1-252LF,Bourns Inc.,POT 2.5K OHM THUMBWHEEL CERM ST,0,0,"0.72000","0","2000","Bulk","Trimpot® 3352 - Open Frame","Active","2.5 kOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/Photos/Bourns%20Photos/3352V-1-103LF.JPG,3352V-1-505LF-ND,3352V-1-505LF,Bourns Inc.,POT 5.0M OHM THUMBWHEEL CERM ST,0,0,"0.72000","0","2000","Bulk","Trimpot® 3352 - Open Frame","Active","5 MOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352W%20SERIES.jpg,3352W-1-505LF-ND,3352W-1-505LF,Bourns Inc.,POT 5.0M OHM THUMBWHEEL CERM ST,0,0,"0.72000","0","2000","Bulk","Trimpot® 3352 - Open Frame","Active","5 MOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352E%20SERIES.jpg,3352E-201LF-ND,3352E-1-201LF,Bourns Inc.,POT 200 OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","200 Ohms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352E%20SERIES.jpg,3352E-204LF-ND,3352E-1-204LF,Bourns Inc.,POT 200K OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","200 kOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352E%20SERIES.jpg,3352E-254LF-ND,3352E-1-254LF,Bourns Inc.,POT 250K OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","250 kOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352H%20SERIES.jpg,3352H-101LF-ND,3352H-1-101LF,Bourns Inc.,POT 100 OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","100 Ohms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.350"" H (8.89mm x 8.89mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352H%20SERIES.jpg,3352H-105LF-ND,3352H-1-105LF,Bourns Inc.,POT 1.0M OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","1 MOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.350"" H (8.89mm x 8.89mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352H%20SERIES.jpg,3352H-201LF-ND,3352H-1-201LF,Bourns Inc.,POT 200 OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","200 Ohms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.350"" H (8.89mm x 8.89mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352H%20SERIES.jpg,3352H-202LF-ND,3352H-1-202LF,Bourns Inc.,POT 2.0K OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","2 kOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.350"" H (8.89mm x 8.89mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352H%20SERIES.jpg,3352H-204LF-ND,3352H-1-204LF,Bourns Inc.,POT 200K OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","200 kOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.350"" H (8.89mm x 8.89mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352H%20SERIES.jpg,3352H-254LF-ND,3352H-1-254LF,Bourns Inc.,POT 250K OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","250 kOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.350"" H (8.89mm x 8.89mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352H%20SERIES.jpg,3352H-501LF-ND,3352H-1-501LF,Bourns Inc.,POT 500 OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","500 Ohms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.350"" H (8.89mm x 8.89mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352H%20SERIES.jpg,3352H-504LF-ND,3352H-1-504LF,Bourns Inc.,POT 500K OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","500 kOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.350"" H (8.89mm x 8.89mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352P%20SERIES.jpg,3352P-101LF-ND,3352P-1-101LF,Bourns Inc.,POT 100 OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","100 Ohms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352P%20SERIES.jpg,3352P-253LF-ND,3352P-1-253LF,Bourns Inc.,POT 25K OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","25 kOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352W%20SERIES.jpg,3352W-254LF-ND,3352W-1-254LF,Bourns Inc.,POT 250K OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","250 kOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352E%20SERIES.jpg,3352E-101LF-ND,3352E-1-101LF,Bourns Inc.,THUMBWHEEL POT 100 0.5W TOP ADJ,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","100 Ohms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352E%20SERIES.jpg,3352E-202LF-ND,3352E-1-202LF,Bourns Inc.,POT 2.0K OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","2 kOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352E%20SERIES.jpg,3352E-504LF-ND,3352E-1-504LF,Bourns Inc.,POT 500K OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","500 kOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352H%20SERIES.jpg,3352H-253LF-ND,3352H-1-253LF,Bourns Inc.,POT 25K OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","25 kOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.350"" H (8.89mm x 8.89mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352P%20SERIES.jpg,3352P-104LF-ND,3352P-1-104LF,Bourns Inc.,POT 100K OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","100 kOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352P%20SERIES.jpg,3352P-105LF-ND,3352P-1-105LF,Bourns Inc.,POT 1.0M OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","1 MOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352P%20SERIES.jpg,3352P-203LF-ND,3352P-1-203LF,Bourns Inc.,POT 20K OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","20 kOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352P%20SERIES.jpg,3352P-254LF-ND,3352P-1-254LF,Bourns Inc.,POT 250K OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","250 kOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352P%20SERIES.jpg,3352P-501LF-ND,3352P-1-501LF,Bourns Inc.,POT 500 OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","500 Ohms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352P%20SERIES.jpg,3352P-503LF-ND,3352P-1-503LF,Bourns Inc.,POT 50K OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","50 kOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352P%20SERIES.jpg,3352P-504LF-ND,3352P-1-504LF,Bourns Inc.,POT 500K OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","500 kOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352W%20SERIES.jpg,3352W-204LF-ND,3352W-1-204LF,Bourns Inc.,POT 200K OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","200 kOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352W%20SERIES.jpg,3352W-253LF-ND,3352W-1-253LF,Bourns Inc.,POT 25K OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","25 kOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352E%20SERIES.jpg,3352E-1-100LF-ND,3352E-1-100LF,Bourns Inc.,THUMBWHEEL POT 10 0.5W TOP ADJ,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","10 Ohms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352E%20SERIES.jpg,3352E-1-200LF-ND,3352E-1-200LF,Bourns Inc.,POT 20 OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","20 Ohms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352E%20SERIES.jpg,3352E-1-205LF-ND,3352E-1-205LF,Bourns Inc.,POT 2.0M OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","2 MOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352E%20SERIES.jpg,3352E-1-500LF-ND,3352E-1-500LF,Bourns Inc.,POT 50 OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","50 Ohms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352H%20SERIES.jpg,3352H-1-100LF-ND,3352H-1-100LF,Bourns Inc.,POT 10 OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","10 Ohms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.350"" H (8.89mm x 8.89mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352H%20SERIES.jpg,3352H-1-200LF-ND,3352H-1-200LF,Bourns Inc.,POT 20 OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","20 Ohms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.350"" H (8.89mm x 8.89mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352H%20SERIES.jpg,3352H-1-205LF-ND,3352H-1-205LF,Bourns Inc.,POT 2.0M OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","2 MOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.350"" H (8.89mm x 8.89mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352H%20SERIES.jpg,3352H-1-500LF-ND,3352H-1-500LF,Bourns Inc.,POT 50 OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","50 Ohms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.350"" H (8.89mm x 8.89mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/Photos/Bourns%20Photos/3352K-SERIES.jpg,3352K-1-502LF-ND,3352K-1-502LF,Bourns Inc.,POT 5.0K OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","5 kOhms","0.5W, 1/2W","±20%","1","Side Adjustment","Round - 0.350"" Dia x 0.350"" H (8.89mm x 8.89mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352P%20SERIES.jpg,3352P-1-100LF-ND,3352P-1-100LF,Bourns Inc.,POT 10 OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","10 Ohms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352P%20SERIES.jpg,3352P-1-200LF-ND,3352P-1-200LF,Bourns Inc.,POT 20 OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","20 Ohms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352P%20SERIES.jpg,3352P-1-205LF-ND,3352P-1-205LF,Bourns Inc.,POT 2.0M OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","2 MOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352P%20SERIES.jpg,3352P-1-500LF-ND,3352P-1-500LF,Bourns Inc.,POT 50 OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","50 Ohms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.210"" H (8.89mm x 5.33mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352T%20SERIES.jpg,3352T-1-100LF-ND,3352T-1-100LF,Bourns Inc.,POT 10 OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","10 Ohms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.150"" H (8.89mm x 3.81mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352T%20SERIES.jpg,3352T-1-200LF-ND,3352T-1-200LF,Bourns Inc.,POT 20 OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","20 Ohms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.150"" H (8.89mm x 3.81mm)","PC Pins","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/3352.pdf,//media.digikey.com/photos/Bourns%20Photos/3352T%20SERIES.jpg,3352T-1-205LF-ND,3352T-1-205LF,Bourns Inc.,POT 2.0M OHM THUMBWHEEL CERM ST,0,0,"1.06400","0","500","Bulk","Trimpot® 3352 - Open Frame","Active","2 MOhms","0.5W, 1/2W","±20%","1","Top Adjustment","Round - 0.350"" Dia x 0.150"" H (8.89mm x 3.81mm)","PC Pins","Through Hole"
