Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Magnification Range","Field of View","Working Distance","Illumination","Camera Type","Interface"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/26800B-370.pdf,//media.digikey.com/Photos/Aven%20Photos/26800B-370.jpg,26800B-370-ND,26800B-370,Aven Tools,MICRO STEREO ZM 6.7X-50X W/LIGHT,0,0,"2629.64000","0","1","SPZ-50","Active","Microscope, Stereo Zoom (Binocular)","6.7x ~ 50x","1.35"" ~ 0.14"" (34.30mm ~ 3.60mm)","4.25"" (108.0mm)","LED","-","-"
http://www.aventools.com/wp-content/uploads/2016/02/2016-product-catalog.pdf,//media.digikey.com/Photos/Aven%20Photos/26800B-382.jpg,26800B-382-ND,26800B-382,Aven Tools,MICRO STEREO ZM 6.7X-50X W/LIGHT,0,0,"4629.41000","0","1","SPZV-50","Active","Microscope, Stereo Zoom (Trinocular)","6.7x ~ 50x","1.35"" ~ 0.14"" (34.30mm ~ 3.60mm)","4.25"" (108.0mm)","LED","CMOS 1/3""","HDMI"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electonics%20AMP%20PDFs/502970.pdf,-,A20224-ND,502970-1,TE Connectivity AMP Connectors,MICROSCOPE PRTBL 100X NON-ILLUM,0,0,"Obsolete","0","1","-","Obsolete","Microscope, Portable","100x","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electonics%20AMP%20PDFs/1278132.pdf,-,1278132-1-ND,1278132-1,TE Connectivity AMP Connectors,MICROSCOPE PRTBL 100X NON-ILLUM,0,0,"Obsolete","0","1","AMP","Obsolete","Microscope, Portable","100x","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=7-1773445-5&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/1754767-1.JPG,A36357-ND,1754767-1,TE Connectivity AMP Connectors,MICROSCOPE PRTBL 200X NON-ILLUM,0,0,"Discontinued at Digi-Key","0","1","AMP","Discontinued at Digi-Key","Microscope, Portable","200x","0.02"" (0.50mm)","-","-","-","-"
http://greenlee.ebizcdn.com/dba4c1a117472f6aca95211285d0587e,-,45651-ND,45651,Greenlee Communications,MICROSCOPE PRTBL 200X W/LIGHT,0,0,"Obsolete","0","1","-","Obsolete","Microscope, Portable","200x","-","-","LED","-","-"
-,-,26.860-ND,26800B-301,Aven Tools,MICRO STEREO ZM 10X-44X NON-ILL,0,0,"Obsolete","0","1","DSZ-44T","Obsolete","Microscope, Stereo Zoom (Binocular)","10x ~ 44x","0.91"" ~ 0.20"" (23.00mm ~ 5.20mm)","3.54"" (90.0mm)","-","-","-"
-,-,26.862A-ND,26800B-304,Aven Tools,MICRO STEREO ZM 10X-44X W/LIGHT,0,0,"Obsolete","0","1","DSZ-44","Obsolete","Microscope, Stereo Zoom (Binocular)","10x ~ 44x","0.91"" ~ 0.20"" (23.00mm ~ 5.20mm)","3.54"" (90.0mm)","Fluorescent Ring Light","-","-"
-,-,26.862B-ND,26800B-305,Aven Tools,MICRO STEREO ZM 10X-44X W/LIGHT,0,0,"Obsolete","0","1","DSZ-44P","Obsolete","Microscope, Stereo Zoom (Binocular)","10x ~ 44x","0.91"" ~ 0.20"" (23.00mm ~ 5.20mm)","3.54"" (90.0mm)","User Choice","-","-"
-,-,26.869-ND,26800B-340,Aven Tools,MICRO STEREO ZM 20X-70X W/LIGHT,0,0,"Obsolete","0","1","DSZ-70PFL","Obsolete","Microscope, Stereo Zoom (Binocular)","20x ~ 70x","0.39"" ~ 0.11"" (10.00mm ~ 2.80mm)","3.15"" (80.0mm)","Fluorescent, 9W","-","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/26800B-361.pdf,//media.digikey.com/Photos/Aven%20Photos/26800B-361.jpg,26.876-ND,26800B-361,Aven Tools,MICRO STEREO ZM 10X/30X W/LIGHT,0,0,"Obsolete","0","1","NSW-30PF","Obsolete","Microscope, Stereo Zoom (Binocular)","10x, 30x","0.91"", 0.30"" (23.00mm, 7.60mm)","4.21"" (107mm)","LED, White (60)","-","-"
-,-,26.701-ND,26.701,Aven Tools,MICROSCOPE STEREO ZOOM SYST 701,0,0,"Obsolete","0","1","-","Obsolete","-","-","-","-","-","-","-"
-,//media.digikey.com/photos/Aven%20Photos/26800C-533.JPG,243-1046-ND,26800C-533,Aven Tools,MICROSCOPE PRTBL 25X NON-ILLUM,0,0,"Obsolete","0","1","-","Obsolete","Microscope, Portable","25x","0.13"" (3.24mm)","0.12"" (3mm)","-","-","-"
-,-,243-1048-ND,26800C-531,Aven Tools,MICROSCOPE PRTBL 40X W/LIGHT,0,0,"Obsolete","0","1","-","Obsolete","Microscope, Portable","40x","0.18"" (4.50mm)","0.59"" (15mm)","Penlight","-","-"
-,-,243-1042-ND,26800C-532,Aven Tools,MICROSCOPE PRTBL 100X W/LIGHT,0,0,"Obsolete","0","1","-","Obsolete","Microscope, Portable","100x","0.07"" (1.80mm)","0.22"" (5.50mm)","Penlight","-","-"
-,-,26703A-ND,26703,Aven Tools,MICROSCOPE SERIES 703,0,0,"Obsolete","0","1","703","Obsolete","-","-","-","-","-","-","-"
-,-,26700-501S-ND,26700-501S,Aven Tools,MICROSCOPE PRTBL 10X-60X W/LIGHT,0,0,"Obsolete","0","1","iLoupe","Obsolete","Microscope, Portable","10x ~ 60x","-","-","LED, White (4) Adjustable","7MP","-"
//media.digikey.com/PDF/Data%20Sheets/Aven%20PDFs/Aven2007Catalog.pdf,//media.digikey.com/photos/Aven%20Photos/26700-501P.JPG,26700-501P-ND,26700-501P,Aven Tools,MICROSCOPE PRTBL 10X-150X W/LGT,0,0,"Obsolete","0","1","iLoupe","Obsolete","Microscope, Portable","10x ~ 150x","-","-","LED, White (4) Adjustable","7MP","-"
-,-,26800B-390-ND,26800B-390,Aven Tools,MICRO STEREO ZM 10X-44X W/LIGHT,0,0,"Obsolete","0","1","DSZ-44","Obsolete","Microscope, Stereo Zoom (Binocular)","10x ~ 44x","0.91"" ~ 0.21"" (23.00mm ~ 5.30mm)","3.54"" (90.0mm)","Fluorescent, 9W","-","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/SPZT-50.pdf,//media.digikey.com/Photos/Aven%20Photos/SPZT-50.jpg,SPZT-50-ND,SPZT-50,Aven Tools,MICRO STEREO ZM 6.7X-50X W/LIGHT,0,0,"Obsolete","0","1","SPZT-50","Obsolete","Microscope, Stereo Zoom (Trinocular)","6.7x ~ 50x","1.35"" ~ 0.14"" (34.30mm ~ 3.60mm)","4.25"" (108.0mm)","User Choice","User Choice","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/26700-520.pdf,//media.digikey.com/Photos/Aven%20Photos/26700-520.JPG,243-1066-ND,26700-520,Aven Tools,MICROSCOPE DGTL 10X-200X W/LIGHT,0,0,"Obsolete","0","1","iLoupe","Obsolete","Microscope, Digital","10x, 40x Optical, 15x ~ 200x Digital","-","-","LED, White (4) Adjustable","CMOS, 2MP","-"
//media.digikey.com/PDF/Data%20Sheets/Aven%20PDFs/26700-202.pdf,//media.digikey.com/Photos/Aven%20Photos/26700-202.JPG,243-1103-ND,26700-202,Aven Tools,MICROSCOPE DGTL 10X-200X W/LIGHT,0,0,"Obsolete","0","1","Mighty Scope","Obsolete","Microscope, Digital","10x ~ 200x","-","0.33"" ~ 4.41"" (8.5mm ~ 112mm)","LED, White (6)","CMOS 1/3""","-"
-,-,26800B-362-ND,26800B-362,Aven Tools,MICRO STEREO ZM 10X/30X NON-ILL,0,0,"Obsolete","0","1","NSW-30P","Obsolete","Microscope, Stereo Zoom (Binocular)","10x, 30x","0.91"", 0.30"" (23.00mm, 7.60mm)","3.25"" (82.50mm)","-","-","-"
-,-,26800C-536-ND,26800C-536,Aven Tools,MICROSCOPE PRTBL 20X NON-ILLUM,0,0,"Obsolete","0","1","-","Obsolete","Microscope, Portable","20x","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/26800C-538.pdf,-,26800C-538-ND,26800C-538,Aven Tools,MICROSCOPE PRTBL 30X NON-ILLUM,0,0,"Obsolete","0","1","-","Obsolete","Microscope, Portable","30x","-","0.16"" (4mm)","-","-","-"
-,-,26800C-540-ND,26800C-540,Aven Tools,MICROSCOPE PRTBL 50X NON-ILLUM,0,0,"Obsolete","0","1","-","Obsolete","Microscope, Portable","50x","-","0.16"" (4mm)","-","-","-"
-,-,DSZT-70-ND,DSZT-70,Aven Tools,MICRO STEREO ZM 20X-70X W/LIGHT,0,0,"Obsolete","0","1","DSZT-70","Obsolete","Microscope, Stereo Zoom (Trinocular)","20x ~ 70x","0.39"" ~ 0.11"" (10.00mm ~ 2.80mm)","3.15"" (80.0mm)","User Choice","User Choice","-"
-,-,NSW-1-ND,NSW-1,Aven Tools,MICRO STEREO ZM 10X W/LIGHT,0,0,"Obsolete","0","1","NSW","Obsolete","Microscope, Stereo Zoom (Binocular)","10x","0.91"" (23.00mm)","-","User Choice","User Choice","-"
-,-,NSW-2-ND,NSW-2,Aven Tools,MICRO STEREO ZM 20X W/LIGHT,0,0,"Obsolete","0","1","NSW","Obsolete","Microscope, Stereo Zoom (Binocular)","20x","0.45"" (11.50mm)","-","User Choice","User Choice","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/NSW-20.pdf,//media.digikey.com/Photos/Aven%20Photos/NSW-20.jpg,NSW-20-ND,NSW-20,Aven Tools,MICRO STEREO ZM 10X/20X W/LIGHT,0,0,"Obsolete","0","1","NSW","Obsolete","Microscope, Stereo Zoom (Binocular)","10x, 20x","0.91"", 0.45"" (23.00mm, 11.50mm)","3.25"" (82.50mm)","User Choice","User Choice","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/NSW-30.pdf,//media.digikey.com/Photos/Aven%20Photos/NSW-30.jpg,NSW-30-ND,NSW-30,Aven Tools,MICRO STEREO ZM 10X/30X W/LIGHT,0,0,"Obsolete","0","1","NSW","Obsolete","Microscope, Stereo Zoom (Binocular)","10x, 30x","0.91"", 0.30"" (23.00mm, 7.60mm)","3.25"" (82.50mm)","User Choice","User Choice","-"
-,-,NSW-40-ND,NSW-40,Aven Tools,MICRO STEREO ZM 20X/40X W/LIGHT,0,0,"Obsolete","0","1","NSW","Obsolete","Microscope, Stereo Zoom (Binocular)","20x, 40x","0.45"", 0.22"" (11.50mm, 5.70mm)","-","User Choice","User Choice","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/NSW-620.pdf,//media.digikey.com/Photos/Aven%20Photos/NSW-620.jpg,NSW-620-ND,NSW-620,Aven Tools,MICRO STEREO ZM 6X/20X W/LIGHT,0,0,"Obsolete","0","1","NSW","Obsolete","Microscope, Stereo Zoom (Binocular)","6x, 20x","1.51"", 0.45"" (38.30mm, 11.50mm)","4.45"" (113.0mm)","User Choice","User Choice","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/26700-208.pdf,//media.digikey.com/Photos/Aven%20Photos/243-1113.jpg,243-1113-ND,26700-208,Aven Tools,MICROSCOPE DGTL 1X-500X W/LIGHT,0,0,"Obsolete","0","1","Mighty Scope","Obsolete","Microscope, Digital","1x ~ 80x Optical, 200x, 500x Digital","-","0.00"" ~ 0.12"" (0.00mm ~ 3mm)","LED, White (6) Adjustable","CMOS 1/3""","-"
-,//media.digikey.com/Photos/Aven%20Photos/26700-300.jpg,243-1114-ND,26700-300,Aven Tools,MICROSCOPE DGTL 10X-200X W/LIGHT,0,0,"Obsolete","0","1","zipScope","Obsolete","Microscope, Digital","10x ~ 50x Optical, 200x Digital","-","0.33"" ~ 4.41"" (8.5mm ~ 112mm)","LED, White (8) Adjustable","CMOS 1/2""","-"
-,//media.digikey.com/Photos/Aven%20Photos/26700-301.jpg,243-1115-ND,26700-301,Aven Tools,MICROSCOPE DGTL 10X-120X W/LIGHT,0,0,"Obsolete","0","1","zipScope","Obsolete","Microscope, Digital","10x ~ 20x, 120x","-","0.39"" ~ 19.69"" (10mm ~ 500mm)","LED, White (8)","CMOS 1/2""","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/26800C-553.pdf,//media.digikey.com/Photos/Aven%20Photos/26800C-553.jpg,243-1128-ND,26800C-553,Aven Tools,MICROSCOPE PRTBL 50X W/LIGHT,0,0,"Obsolete","0","1","-","Obsolete","Microscope, Portable","50x","0.08"" (2.00mm)","-","LED","-","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/26700-203_Web.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_26700-203.jpg,243-1145-ND,26700-203,Aven Tools,MICROSCOPE DGTL 10X-200X W/LIGHT,0,0,"Obsolete","0","1","Mighty Scope","Obsolete","Microscope, Digital","10x ~ 50x Optical, 200x Digital","-","0.33"" ~ 4.41"" (8.5mm ~ 112mm)","LED, White (4) Adjustable","CMOS, 2MP","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/26700-201_Web.pdf,//media.digikey.com/Photos/Aven%20Photos/26700-201.jpg,243-1159-ND,26700-201,Aven Tools,MICROSCOPE DGTL 1X-80X W/LIGHT,0,0,"Obsolete","0","1","Mighty Scope","Obsolete","Microscope, Digital","1x ~ 80x","-","4.41"" ~ 0.33"" (112mm ~ 8.5mm)","LED (6)","CMOS 1/4""","-"
http://www.avenconnect.com/product_sheets/26800B-353.pdf,//media.digikey.com/Photos/Aven%20Photos/26800B-353.jpg,26800B-353-ND,26800B-353,Aven Tools,MICRO STEREO ZM 21X-135X W/LIGHT,0,0,"Obsolete","0","1","-","Obsolete","Microscope, Stereo Zoom (Trinocular)","21x ~ 135x","-","3.30"" (84.00mm)","LED","CMOS 1/3""","-"
http://www.avenconnect.com/product_sheets/26800B-354.pdf,//media.digikey.com/Photos/Aven%20Photos/26800B-354.jpg,26800B-354-ND,26800B-354,Aven Tools,MICRO STEREO ZM 21X-135X W/LIGHT,0,0,"Obsolete","0","1","-","Obsolete","Microscope, Stereo Zoom (Trinocular)","21x ~ 135x","-","3.30"" (84.00mm)","LED","CMOS 1/3""","-"
http://www.aventools.com/wp-content/uploads/2016/02/2016-product-catalog.pdf,//media.digikey.com/Photos/Aven%20Photos/26700-302.jpg,243-1279-ND,26700-302,Aven Tools,MICROSCOPE DGTL 10X-200X W/LIGHT,0,0,"Obsolete","0","1","zipScope","Obsolete","Microscope, Digital","10x ~ 200x","-","0.33"" ~ 4.41"" (8.50mm ~ 112.00mm)","LED, White (8)","CMOS 1/2""","-"
http://www.aventools.com/wp-content/uploads/2016/02/2016-product-catalog.pdf,//media.digikey.com/Photos/Aven%20Photos/26800B-372-2.jpg,26800B-308-ND,26800B-308,Aven Tools,MICRO STEREO ZM 10X-44X W/LIGHT,0,0,"Obsolete","0","1","DSZ-44","Obsolete","Microscope, Stereo Zoom (Binocular)","10x ~ 44x","0.91"" ~ 0.20"" (23.00mm ~ 5.20mm)","3.54"" (90.0mm)","LED, White (60) Adjustable, Ring Light","-","-"
http://www.aventools.com/wp-content/uploads/2016/02/2016-product-catalog.pdf,//media.digikey.com/Photos/Aven%20Photos/26800B-327.jpg,26800B-327-ND,26800B-327,Aven Tools,MICRO STEREO ZM 10X-44X W/LIGHT,0,0,"Obsolete","0","1","DSZV-44","Obsolete","Microscope, Stereo Zoom (Trinocular)","10x ~ 44x","0.91"" ~ 0.20"" (23.00mm ~ 5.20mm)","3.54"" (90.0mm)","LED, White (60)","CMOS 1/3""","-"
http://www.aventools.com/wp-content/uploads/2016/02/2016-product-catalog.pdf,//media.digikey.com/Photos/Aven%20Photos/26800B-360.jpg,26800B-360-ND,26800B-360,Aven Tools,MICRO STEREO ZM 10X-20X W/LIGHT,0,0,"Obsolete","0","1","NSW-20","Obsolete","Microscope, Stereo Zoom (Binocular)","10x ~ 20x","0.91"", 0.45"" (23.00mm, 11.50mm)","4.45"" (113.0mm)","LED, White (60)","-","-"
http://www.aventools.com/wp-content/uploads/2016/02/2016-product-catalog.pdf,//media.digikey.com/Photos/Aven%20Photos/26800B-365.jpg,26800B-365-ND,26800B-365,Aven Tools,MICRO STEREO ZM 6X-20X W/LIGHT,0,0,"Obsolete","0","1","NSW-620","Obsolete","Microscope, Stereo Zoom (Binocular)","6x ~ 20x","1.51"", 0.45"" (38.30mm, 11.50mm)","3.24"" (82.5mm)","LED, White (60)","-","-"
http://www.aventools.com/wp-content/uploads/2016/02/2016-product-catalog.pdf,//media.digikey.com/Photos/Aven%20Photos/26800B-372.jpg,26800B-372-ND,26800B-372,Aven Tools,MICRO STEREO ZM 6.7X-50X W/LIGHT,0,0,"Obsolete","0","1","SPZ-50","Obsolete","Microscope, Stereo Zoom (Binocular)","6.7x ~ 50x","1.35"" ~ 0.14"" (34.30mm ~ 3.60mm)","4.25"" (108.0mm)","LED, White (60)","-","-"
http://www.aventools.com/wp-content/uploads/2016/02/2016-product-catalog.pdf,//media.digikey.com/Photos/Aven%20Photos/26800B-381.jpg,26800B-381-ND,26800B-381,Aven Tools,MICRO STEREO ZM 6.7X-50X W/LIGHT,0,0,"Obsolete","0","1","SPZV-50","Obsolete","Microscope, Stereo Zoom (Trinocular)","6.7x ~ 50x","1.35"" ~ 0.14"" (34.30mm ~ 3.60mm)","4.25"" (108.0mm)","LED, White (60)","CMOS 1/3""","-"
http://www.aventools.com/wp-content/uploads/2016/02/2016-product-catalog.pdf,//media.digikey.com/Photos/Aven%20Photos/26800B-386.jpg,26800B-386-ND,26800B-386,Aven Tools,MICRO STEREO ZM 10X-44X W/LIGHT,0,0,"Obsolete","0","1","DSZ-44, Gemscope","Obsolete","Microscope, Stereo Zoom (Binocular)","10x ~ 44x","0.79"" ~ 0.18"" (20.00mm ~ 4.50mm)","3.54"" (90.0mm)","Fluorescent, Halogen","-","-"
http://www.aventools.com/wp-content/uploads/2016/02/2016-product-catalog.pdf,//media.digikey.com/Photos/Aven%20Photos/26800B-387.jpg,26800B-387-ND,26800B-387,Aven Tools,MICRO STEREO ZM 10X-44X W/LIGHT,0,0,"Obsolete","0","1","DSZV-44, Gemscope","Obsolete","Microscope, Stereo Zoom (Trinocular)","10x ~ 44x","0.79"" ~ 0.18"" (20.00mm ~ 4.50mm)","3.54"" (90.0mm)","Fluorescent, Halogen","-","-"
-,//media.digikey.com/Photos/Aven%20Photos/26800B-391.jpg,26800B-391-ND,26800B-391,Aven Tools,MICRO STEREO ZM 7X-30X W/LIGHT,0,0,"Obsolete","0","1","SSZ-30","Obsolete","Microscope, Stereo Zoom (Binocular)","7x ~ 30x","1.12"" ~ 0.26"" (28.50mm ~ 6.60mm)","3.82"" (97.0mm)","LED, White, Adjustable","-","-"
-,//media.digikey.com/Photos/Aven%20Photos/26800B-392.jpg,26800B-392-ND,26800B-392,Aven Tools,MICRO STEREO ZM 7X-30X NON-ILLUM,0,0,"Obsolete","0","1","SSZ-30","Obsolete","Microscope, Stereo Zoom (Binocular)","7x ~ 30x","1.12"" ~ 0.26"" (28.50mm ~ 6.60mm)","3.82"" (97.0mm)","-","-","-"
-,//media.digikey.com/Photos/Aven%20Photos/26800B-393.jpg,26800B-393-ND,26800B-393,Aven Tools,MICRO STEREO ZM 7X-30X W/LIGHT,0,0,"Obsolete","0","1","SSZ-30","Obsolete","Microscope, Stereo Zoom (Binocular)","7x ~ 30x","1.12"" ~ 0.26"" (28.50mm ~ 6.60mm)","3.82"" (97.0mm)","LED, Adjustable","-","-"
-,//media.digikey.com/Photos/Aven%20Photos/26800B-394.jpg,243-1281-ND,26800B-394,Aven Tools,MICRO STEREO ZM 7X-30X W/LIGHT,0,0,"Obsolete","0","1","SSZ-30","Obsolete","Microscope, Stereo Zoom (Binocular)","7x ~ 30x","1.12"" ~ 0.26"" (28.50mm ~ 6.60mm)","3.82"" (97.0mm)","LED, White (60)","-","-"
-,//media.digikey.com/Photos/Aven%20Photos/MFG_26800C-MM-100.jpg,26800C-MM-100-ND,26800C-MM-100,Aven Tools,MICROSCOPE PRTBL 60X-100X W/LGT,0,0,"Obsolete","0","1","MicroMax Plus™","Obsolete","Microscope, Portable","60x ~ 100x","-","-","LED","-","-"
-,//media.digikey.com/Photos/Aven%20Photos/26800C-MM-200.jpg,26800C-MM-200-ND,26800C-MM-200,Aven Tools,MICROSCOPE PRTBL 60X-100X W/LGT,0,0,"Obsolete","0","1","MicroMax Plus™","Obsolete","Microscope, Portable","60x ~ 100x","-","-","LED","-","-"
-,-,SPZT-50D-ND,SPZT-50D,Aven Tools,MICRO STEREO ZM 6.7X-50X W/LIGHT,0,0,"Obsolete","0","1","SPZT-50","Obsolete","Microscope, Stereo Zoom (Trinocular)","6.7x ~ 50x","-","-","Fluorescent, 9W","User Choice","-"
-,-,SSZ-30-ND,SSZ-30,Aven Tools,MICRO STEREO ZM 7X-30X NON-ILLUM,0,0,"Obsolete","0","1","SSZ-30","Obsolete","Microscope, Stereo Zoom (Binocular)","7x ~ 30x","1.12"" ~ 0.26"" (28.50mm ~ 6.60mm)","3.82"" (97.0mm)","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/404120004_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_404120004.jpg,1597-1269-ND,404120004,"Seeed Technology Co., Ltd",MICROSCOPE DGTL 20X-400X W/LIGHT,0,0,"Obsolete","0","2","-","Obsolete","Microscope, Digital","20x ~ 400x","-","-","LED, White (8) Adjustable","1.3MP","-"
-,//media.digikey.com/Photos/Aven%20Photos/MFG_26800B-A1.jpg,26800B-A1-ND,26800B-A1,Aven Tools,MICRO STEREO ZM 6.7X-50X W/LIGHT,0,0,"Obsolete","0","1","-","Obsolete","Microscope, Stereo Zoom (Binocular)","6.7x ~ 50x","1.35"" ~ 0.14"" (34.30mm ~ 3.60mm)","1.77"" (45.00mm)","LED","-","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/SPZ-50_Stereo_Zoom_Microscope.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_26800B-384.jpg,243-1253-ND,26800B-384,Aven Tools,MICRO STEREO ZM 6.7X-50X W/LIGHT,0,0,"Obsolete","0","1","SPZ-50","Obsolete","Microscope, Stereo Zoom (Binocular)","6.7x ~ 50x","1.35"" ~ 0.14"" (34.30mm ~ 3.60mm)","1.77"" (45.00mm)","LED","-","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/18712.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_1871x.jpg,18712-ND,18712,Luxo,MICRO STEREO ZM 6.5X-45X W/LIGHT,0,0,"Discontinued at Digi-Key","0","1","System 250","Discontinued at Digi-Key","Microscope, Stereo Zoom (Binocular)","6.5x ~ 45x","-","3.74"" (95.00mm)","Fluorescent, 17W","-","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/18714.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_1871x.jpg,18714-ND,18714,Luxo,MICRO STEREO ZM 6.5X-45X NON-ILL,0,0,"Discontinued at Digi-Key","0","1","System 250","Discontinued at Digi-Key","Microscope, Stereo Zoom (Binocular)","6.5x ~ 45x","-","3.74"" (95.00mm)","-","-","-"
-,-,23700-ESD-ND,23700-ESD,Luxo,MICRO STEREO ZM 7X-45X NON-ILLUM,0,0,"Discontinued at Digi-Key","0","1","System 273","Discontinued at Digi-Key","Microscope, Stereo Zoom (Binocular)","7x ~ 45x","1.29"" ~ 0.20"" (32.8 ~ 5.1mm)","4.65"" (118.1mm)","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/23711RB.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_23711RB.jpg,23711RB-ND,23711RB,Luxo,MICRO STEREO ZM 7X-45X W/LIGHT,0,0,"Discontinued at Digi-Key","0","1","System 273","Discontinued at Digi-Key","Microscope, Stereo Zoom (Binocular)","7x ~ 45x","-","4.65"" (118.1mm)","Fiber Optic, 150W","-","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/23712RB.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_23712RB.jpg,23712RB-ND,23712RB,Luxo,MICRO STEREO ZM 7X-45X W/LIGHT,0,0,"Discontinued at Digi-Key","0","1","System 273","Discontinued at Digi-Key","Microscope, Stereo Zoom (Binocular)","7x ~ 45x","-","4.65"" (118.1mm)","Fluorescent, 17W","-","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/23714AC.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_23714AC.jpg,23714AC-ND,23714AC,Luxo,MICRO STEREO ZM 7X-45X NON-ILLUM,0,0,"Discontinued at Digi-Key","0","1","System 273","Discontinued at Digi-Key","Microscope, Stereo Zoom (Binocular)","7x ~ 45x","-","4.65"" (118.1mm)","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/23714RB.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_23714RB.jpg,23714RB-ND,23714RB,Luxo,MICRO STEREO ZM 7X-45X NON-ILLUM,0,0,"Discontinued at Digi-Key","0","1","System 273","Discontinued at Digi-Key","Microscope, Stereo Zoom (Binocular)","7x ~ 45x","-","4.65"" (118.1mm)","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/23714RB-ESD.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_23714RB-ESD.jpg,23714RB-ESD-ND,23714RB-ESD,Luxo,MICRO STEREO ZM 7X-45X NON-ILLUM,0,0,"Discontinued at Digi-Key","0","1","System 273","Discontinued at Digi-Key","Microscope, Stereo Zoom (Binocular)","7x ~ 45x","-","4.65"" (118.1mm)","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/23720RB-ESD.pdf,-,23720RB-ESD-ND,23720RB-ESD,Luxo,MICRO STEREO ZM 7X-45X NON-ILLUM,0,0,"Discontinued at Digi-Key","0","1","System 373","Discontinued at Digi-Key","Microscope, Stereo Zoom (Trinocular)","7x ~ 45x","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/23720RB-TRT-ESD.pdf,-,23720RB-TRT-ESD-ND,23720RB-TRT-ESD,Luxo,MICRO STEREO ZM 7X-45X NON-ILLUM,0,0,"Discontinued at Digi-Key","0","1","System 273","Discontinued at Digi-Key","Microscope, Stereo Zoom (Trinocular)","7x ~ 45x","-","4.65"" (118.1mm)","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Microscope_Brochure.pdf,-,23725RB-USBSRTRT-ESD-ND,23725RB-USBSRTRT-ESD,Luxo,MICRO STEREO ZM 7X-45X W/LIGHT,0,0,"Discontinued at Digi-Key","0","1","System 373","Discontinued at Digi-Key","Microscope, Stereo Zoom (Trinocular)","7x ~ 45x","-","-","LED","-","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/23726RB-ESD.pdf,-,23726RB-ESD-ND,23726RB-ESD,Luxo,MICRO STEREO ZM 7X-45X W/LIGHT,0,0,"Discontinued at Digi-Key","0","1","System 273","Discontinued at Digi-Key","Microscope, Stereo Zoom (Binocular)","7x ~ 45x","-","4.65"" (118.1mm)","LED, White (40), 9W","-","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/23727RB.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_23727RB.jpg,23727RB-ND,23727RB,Luxo,MICRO STEREO ZM 7X-45X W/LIGHT,0,0,"Discontinued at Digi-Key","0","1","System 273","Discontinued at Digi-Key","Microscope, Stereo Zoom (Binocular)","7x ~ 45x","-","4.65"" (118.1mm)","LED, White (40), 9W","-","-"
