Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Lamp/Magnifier Type","Voltage","Lens Style/Size","Bulb","Arm","Color","Mounting Type","Cord Length"
//media.digikey.com/pdf/Data%20Sheets/Luxo/16346WT.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_16345LG.jpg,L346WT-ND,16346WT,Luxo,LAMP MAGNIFIER 5 DIOPT 115V 22W,0,0,"Discontinued at Digi-Key","0","9","IFM","Discontinued at Digi-Key","Lamp, Magnifier","115V","5 Diopter (2.25x), 5.00"" (127.00mm) Diameter","Fluorescent, 22W","45.00"" (1143.0mm)","White","Edge Clamp","-"
-,//media.digikey.com/photos/Luxo%20Photos/L296BK.jpg,L296BK-ND,L296BK,Luxo,LAMP MAGNIFIER 3 DIOPTER 60W,0,0,"Obsolete","0","1","IM","Obsolete","Lamp, Magnifier","-","3 Diopter (1.75x)","Incandescent, 60W","30.00"" (762.0mm)","Black","Edge Clamp","-"
-,//media.digikey.com/photos/Aven%20Photos/26.503.jpg,243-1026-ND,26503-SIV,Aven Tools,LAMP MAGNIFIER 3 DIOPT 115V 32W,0,0,"Obsolete","0","1","MaxiMag","Obsolete","Lamp, Magnifier","115V","3 Diopter (1.75x), 7.00"" (177.80mm) Diameter","Fluorescent, 32W","45.00"" (1143.0mm)","Ivory","Edge Clamp","5' (1.52m)"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/26505-SIV.pdf,//media.digikey.com/Photos/Aven%20Photos/26505-SIV.jpg,243-1027-ND,26505-SIV,Aven Tools,LAMP MAGNIFIER 3 DIOPTER 115V 9W,0,0,"Obsolete","0","1","Mighty Vue","Obsolete","Lamp, Magnifier","115V","3 Diopter (1.75x), 5.20"" L x 7.00"" W (132.08mm x 177.80mm)","Fluorescent, 9W (2)","30.00"" (762.0mm)","Ivory","Edge Clamp","5' (1.52m)"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/26501-DSG.pdf,//media.digikey.com/Photos/Aven%20Photos/26501-DSG.jpg,243-1043-ND,26501-DSG,Aven Tools,LAMP MAGNIFIER 5 DIOPT 115V 22W,0,0,"Obsolete","0","1","ProVue Deluxe","Obsolete","Lamp, Magnifier","115V","5 Diopter (2.25x), 5.00"" (127.00mm) Diameter","Fluorescent, 22W","35.00"" (889.0mm)","Silver Gray","Edge Clamp","5' (1.52m)"
-,-,243-1044-ND,26501-SCP,Aven Tools,LAMP MAGNIFIER 3 DIOPT 115V 22W,0,0,"Obsolete","0","1","ProVue","Obsolete","Lamp, Magnifier","115V","3 Diopter (1.75x), 5.00"" (127.00mm) Diameter","Fluorescent, 22W","45.00"" (1143.0mm)","Copper","Edge Clamp","5' (1.52m)"
-,-,243-1045-ND,26501-SSL,Aven Tools,LAMP MAGNIFIER 3 DIOPT 115V 22W,0,0,"Obsolete","0","1","ProVue","Obsolete","Lamp, Magnifier","115V","3 Diopter (1.75x), 5.00"" (127.00mm) Diameter","Fluorescent, 22W","45.00"" (1143.0mm)","Silver Gray","Edge Clamp","5' (1.52m)"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/26505-ESD.pdf,//media.digikey.com/Photos/Aven%20Photos/26505-ESD.jpg,243-1063-ND,26505-ESD,Aven Tools,LAMP MAGNIFIER 3 DIOPTER 115V 9W,0,0,"Obsolete","0","1","Mighty Vue","Obsolete","Lamp, Magnifier","115V","3 Diopter (1.75x), 5.20"" L x 7.00"" W (132.08mm x 177.80mm)","Fluorescent, 9W (2)","30.00"" (762.0mm)","Black","Edge Clamp","5' (1.52m)"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/26222.pdf,-,26222-ND,26222,Aven Tools,LAMP MAG 1.2X 1.8X 2X 3.5X 2.2V,0,0,"Obsolete","0","1","-","Obsolete","Lamp, Magnifier","-","1.2x, 1.8x, 2x, 3.5x","2.2V","-","-","Headband","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/26504-SBK.pdf,-,26504-SBK-ND,26504-SBK,Aven Tools,LAMP MAGNIFIER 3 DIOPT 115V 60W,0,0,"Obsolete","0","1","VuePlus","Obsolete","Lamp, Magnifier","115V","3 Diopter (1.75x), 4.00"" (101.60mm) Diameter","Incandescent, 60W","30.00"" (762.0mm)","Black","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/26506-SIV.pdf,-,26506-SIV-ND,26506-SIV,Aven Tools,LAMP MAGNIFIER 3 DIOPTER 115V 9W,0,0,"Obsolete","0","1","MaxiVue","Obsolete","Lamp, Magnifier","115V","3 Diopter (1.75x), 6.90"" L x 4.20"" W (175.26mm x 106.68mm)","Fluorescent, 9W (3)","35.00"" (889.0mm)","Ivory","Edge Clamp","5' (1.52m)"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/26507-SBK.pdf,//media.digikey.com/Photos/Aven%20Photos/26507-SBK.jpg,243-1277-ND,26507-SBK,Aven Tools,LAMP MAG 5 DIOPT 115V 24 LEDS,0,0,"Obsolete","0","1","OptiVue","Obsolete","Lamp, Magnifier","115V","5 Diopter (2.25x)","LED, White (24)","-","Black","Base, Weighted","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/26512-SBK.pdf,-,26512-SBK-ND,26512-SBK,Aven Tools,LAMP ARTICULATING 115V 150W,0,0,"Obsolete","0","1","Titan™","Obsolete","Lamp, Articulating","115V","-","Halogen, 150W","35.00"" (889.0mm)","Black","Edge Clamp","5' (1.52m)"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/26515-SIV.pdf,-,26515-SIV-ND,26515-SIV,Aven Tools,"LAMP ARTICULATING 115V 60W, 22W",0,0,"Obsolete","0","1","Aurora","Obsolete","Lamp, Articulating","115V","-","Incandescent, 60W and Fluorescent, 22W","42.00"" (1066.8mm)","Ivory","Edge Clamp","5' (1.52m)"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/26516-D155.pdf,-,26516-D155-ND,26516-D155,Aven Tools,LAMP ARTICULATING 115V 55W,0,0,"Obsolete","0","1","Magna","Obsolete","Lamp, Articulating","115V","-","Fluorescent, 55W","-","-","Edge Clamp","5' (1.52m)"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/26516-D3T.pdf,-,26516-D3T-ND,26516-D3T,Aven Tools,LAMP ARTICULATING 15W,0,0,"Obsolete","0","1","Magna","Obsolete","Lamp, Articulating","-","-","Fluorescent, 15W (3)","35.00"" (889.0mm)","-","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/26516-SIV.pdf,-,26516-SIV-ND,26516-SIV,Aven Tools,LAMP ARTICULATING 115V 15W,0,0,"Obsolete","0","1","Magna","Obsolete","Lamp, Articulating","115V","-","Fluorescent, 15W (2)","45.00"" (1143.0mm)","-","Edge Clamp","5' (1.52m)"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/26521.pdf,-,26521-ND,26521,Aven Tools,LAMP ARTICULATING HALOGEN 20W,0,0,"Obsolete","0","1","Sirus","Obsolete","Lamp, Articulating","-","-","Halogen, 20W","-","Black","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/26522.pdf,-,26522-ND,26522,Aven Tools,LAMP ARTICULATING HALOGEN 20W,0,0,"Obsolete","0","1","Sirus","Obsolete","Lamp, Articulating","-","-","Halogen, 20W","8.66"" (220.0mm)","Black","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/26523.pdf,-,26523AV-ND,26523,Aven Tools,LAMP ARTICULATING HALOGEN 20W,0,0,"Obsolete","0","1","Sirus","Obsolete","Lamp, Articulating","-","-","Halogen, 20W","17.32"" (439.9mm)","Black","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/26524.pdf,-,26524-ND,26524,Aven Tools,LAMP ARTICULATING HALOGEN 20W,0,0,"Obsolete","0","1","Sirus","Obsolete","Lamp, Articulating","-","-","Halogen, 20W","31.50"" (800.1mm)","Black","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/26525.pdf,-,26525AV-ND,26525,Aven Tools,LAMP FLEXIBLE HALOGEN 20W,0,0,"Obsolete","0","1","Sirus","Obsolete","Lamp, Flexible","-","-","Halogen, 20W","20.50"" (520.7mm)","Black","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Wave+Plus%205D.pdf,-,17945LG-ND,17945LG,Luxo,LAMP MAGNIFIER 5 DIOPT 120V 13W,0,0,"Obsolete","0","1","WAVE Plus 5D","Obsolete","Lamp, Magnifier","120V","5 Diopter (2.25x), 6.75"" L x 4.50"" W (171.45mm x 114.30mm)","Fluorescent, 13W (2)","45.00"" (1143.0mm)","Gray","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/CIR025720.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_CIR025720.jpg,CIR025720-ND,CIR025720,Luxo,LAMP MAGN3.5 DIOPTER 120V 22W,0,0,"Discontinued at Digi-Key","0","10","Circus","Discontinued at Digi-Key","Lamp, Magnifier","120V","3.5 Diopter (1.85x), 6.50"" (165.10mm) Diameter","Fluorescent, 22W","42.00"" (1066.8mm)","White","Edge Clamp","-"
-,//media.digikey.com/Photos/Aven%20Photos/26505-LED.jpg,243-1200-ND,26505-LED,Aven Tools,LAMP MAGNIFIER 3 DIOPT 115V LED,0,0,"Obsolete","0","1","Mighty Vue","Obsolete","Lamp, Magnifier","115V","3 Diopter (1.75x), 7.00"" L x 6.00"" W (177.80mm x 152.40mm)","LED, White","32.00"" (812.8mm)","White","Edge Clamp","-"
-,-,LFOD220-ND,LFOD220,Luxo,LAMP MAGNIFIER 220V HALOGEN 150W,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Lamp, Magnifier","220V","-","Halogen, 150W","-","-","-","-"
-,//media.digikey.com/Photos/Aven%20Photos/26502-LED.jpg,243-1154-ND,26502-LED,Aven Tools,LAMP MAG 5 DIOPT 110V/220V 60LED,0,0,"Obsolete","0","1","ProVue","Obsolete","Lamp, Magnifier","110V, 220V","5 Diopter (2.25x), 4.75"" (120.00mm) Diameter","LED, White (45)","32.00"" (812.8mm)","White","Edge Clamp","5' (1.52m)"
http://www.aventools.com/wp-content/uploads/2016/10/DigitalCatalog_10-2016_spread.pdf,//media.digikey.com/Photos/Aven%20Photos/26505-ESL5D.jpg,243-1160-ND,26505-ESL5D,Aven Tools,LAMP MAG 5 DIOPTER 115V 36 LEDS,0,0,"Obsolete","0","1","Mighty Vue","Obsolete","Lamp, Magnifier","115V","5 Diopter (2.25x), 7.00"" L x 6.00"" W (177.80mm x 152.40mm)","LED, White (36)","32.00"" (812.8mm)","Black","Edge Clamp","5' (1.52m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Wave_Led_Magnifiers.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_WAL025968.jpg,WAL025968-ND,WAL025968,Luxo,LAMP MAGNIFIER 3.5 DIOPT LED 6W,0,0,"Discontinued at Digi-Key","0","1","Wave® LED","Discontinued at Digi-Key","Lamp, Magnifier","-","3.5 Diopter (1.88x), 6.75"" L x 4.50"" W (171.45mm x 114.30mm)","LED, 6W","45.00"" (1143.0mm)","Light Gray","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Wave_Led_Magnifiers.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_WAL025970.jpg,WAL025970-ND,WAL025970,Luxo,LAMP MAGNIFIER 3.5 DIOPT LED 6W,0,0,"Discontinued at Digi-Key","0","1","Wave® LED","Discontinued at Digi-Key","Lamp, Magnifier","-","3.5 Diopter (1.88x), 6.75"" L x 4.50"" W (171.45mm x 114.30mm)","LED, 6W","30.00"" (762.0mm)","Light Gray","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Wave_Led_Magnifiers.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_WAL026133.jpg,WAL026133-ND,WAL026133,Luxo,LAMP MAGNIFIER 3.5 DIOPT LED 6W,0,0,"Discontinued at Digi-Key","0","2","Wave® LED","Discontinued at Digi-Key","Lamp, Magnifier","-","3.5 Diopter (1.88x), 6.75"" L x 4.50"" W (171.45mm x 114.30mm)","LED, 6W","30.00"" (762.0mm)","Light Gray","Base, Weighted","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Wave_Led_Magnifiers.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_WAL025972.jpg,WAL025972-ND,WAL025972,Luxo,LAMP MAGNIFIER 3.5 DIOPT LED 6W,0,0,"Discontinued at Digi-Key","0","1","Wave® LED","Discontinued at Digi-Key","Lamp, Magnifier","-","3.5 Diopter (1.88x), 6.75"" L x 4.50"" W (171.45mm x 114.30mm)","LED, 6W","45.00"" (1143.0mm)","Black","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Wave_Led_Magnifiers.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_WAL025974.jpg,WAL025974-ND,WAL025974,Luxo,LAMP MAGNIFIER 3.5 DIOPT LED 6W,0,0,"Discontinued at Digi-Key","0","1","Wave® LED","Discontinued at Digi-Key","Lamp, Magnifier","-","3.5 Diopter (1.88x), 6.75"" L x 4.50"" W (171.45mm x 114.30mm)","LED, 6W","30.00"" (762.0mm)","Black","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Wave_Led_Magnifiers.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_WAL026134.jpg,WAL026134-ND,WAL026134,Luxo,LAMP MAGNIFIER 3.5 DIOPT LED 6W,0,0,"Discontinued at Digi-Key","0","2","Wave® LED","Discontinued at Digi-Key","Lamp, Magnifier","-","3.5 Diopter (1.88x), 6.75"" L x 4.50"" W (171.45mm x 114.30mm)","LED, 6W","30.00"" (762.0mm)","Black","Base, Weighted","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/Wave_Led_Magnifiers.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_WAL025969.jpg,L969-ND,WAL025969,Luxo,LAMP MAGNIFIER 5 DIOPTER LED 6W,0,0,"Discontinued at Digi-Key","0","1","Wave® LED","Discontinued at Digi-Key","Lamp, Magnifier","120VAC","5 Diopter (2.25x), 6.75"" L x 4.50"" W (171.45mm x 114.30mm)","LED, 6W","45.00"" (1143.0mm)","Light Gray","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/KFM-LED.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_KFL026023.jpg,KFL026023-ND,KFL026023,Luxo,LAMP MAG 3 DIOPTER LED 9W,0,0,"Discontinued at Digi-Key","0","1","KFM™ LED","Discontinued at Digi-Key","Lamp, Magnifier","-","3 Diopter (1.75x), 5.00"" (127.00mm) Diameter","LED, 9W","45.00"" (1143.0mm)","Black","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/KFM-LED.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_KFL026022.jpg,KFL026022-ND,KFL026022,Luxo,LAMP MAG 3 DIOPTER LED 9W,0,0,"Discontinued at Digi-Key","0","1","KFM™ LED","Discontinued at Digi-Key","Lamp, Magnifier","-","3 Diopter (1.75x), 5.00"" (127.00mm) Diameter","LED, 9W","45.00"" (1143.0mm)","Light Gray","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/KFM-LED.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_KFL026025.jpg,KFL026025-ND,KFL026025,Luxo,LAMP MAG 5 DIOPTER LED 9W,0,0,"Discontinued at Digi-Key","0","1","KFM™ LED","Discontinued at Digi-Key","Lamp, Magnifier","-","5 Diopter (2.25x), 5.00"" (127.00mm) Diameter","LED, 9W","45.00"" (1143.0mm)","Black","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/KFM-LED.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_KFL026024.jpg,KFL026024-ND,KFL026024,Luxo,LAMP MAG 5 DIOPTER LED 9W,0,0,"Discontinued at Digi-Key","0","1","KFM™ LED","Discontinued at Digi-Key","Lamp, Magnifier","-","5 Diopter (2.25x), 5.00"" (127.00mm) Diameter","LED, 9W","45.00"" (1143.0mm)","Light Gray","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/KFM-LED.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_KFL026127.jpg,KFL026127-ND,KFL026127,Luxo,LAMP MAG 3 DIOPTER LED 9W,0,0,"Discontinued at Digi-Key","0","2","KFM™ LED","Discontinued at Digi-Key","Lamp, Magnifier","-","3 Diopter (1.75x), 5.00"" (127.00mm) Diameter","LED, 9W","30.00"" (762.0mm)","Black","Base, Weighted","-"
http://www.avenconnect.com/product_sheets/26530-LED.pdf,//media.digikey.com/Photos/Aven%20Photos/26530-LED.jpg,26530-LED-ND,26530-LED,Aven Tools,LAMP FLEXIBLE 100V 240V 24 LEDS,0,0,"Obsolete","0","1","Machine Tool","Obsolete","Lamp, Flexible","100V, 240V","-","LED, White (24)","18.00"" (457.2mm)","Black","Base, Magnetic","5' (1.52m)"
http://www.avenconnect.com/product_sheets/26531-LED.pdf,//media.digikey.com/Photos/Aven%20Photos/26531-LED.jpg,26531-LED-ND,26531-LED,Aven Tools,LAMP FLEXIBLE 100V 240V LED,0,0,"Obsolete","0","1","Machine Tool","Obsolete","Lamp, Flexible","100V, 240V","-","LED, White","18.00"" (457.2mm)","Black","Edge Clamp","5' (1.52m)"
http://www.avenconnect.com/product_sheets/26532-LED.pdf,//media.digikey.com/Photos/Aven%20Photos/26532-LED.jpg,26532-LED-ND,26532-LED,Aven Tools,LAMP FLEXIBLE 100V 240V 36 LEDS,0,0,"Obsolete","0","1","Machine Tool","Obsolete","Lamp, Flexible","100V, 240V","-","LED, White (36)","36.00"" (914.4mm)","Black","Edge Clamp","5' (1.52m)"
http://www.avenconnect.com/product_sheets/26533-LED.pdf,//media.digikey.com/Photos/Aven%20Photos/26533-LED.jpg,26533-LED-ND,26533-LED,Aven Tools,LAMP FLEXIBLE 100V 240V 36 LEDS,0,0,"Obsolete","0","1","Machine Tool","Obsolete","Lamp, Flexible","100V, 240V","-","LED, White (36)","23.00"" (584.2mm)","Black","Edge Clamp","5' (1.52m)"
http://www.avenconnect.com/product_sheets/26502-LED-STN.pdf,//media.digikey.com/Photos/Aven%20Photos/26502-LED-STN.jpg,26502-LED-STN-ND,26502-LED-STN,Aven Tools,LAMP MAG 5 DIOPT 110V/220V 45LED,0,0,"Obsolete","0","1","ProVue","Obsolete","Lamp, Magnifier","110V, 220V","5 Diopter (2.25x), 4.75"" (120.00mm) Diameter","LED, (45)","32.00"" (812.8mm)","White","Base, Weighted","-"
http://www.avenconnect.com/product_sheets/26505-LED-STN.pdf,//media.digikey.com/Photos/Aven%20Photos/26505-LED-STN.jpg,26505-LED-STN-ND,26505-LED-STN,Aven Tools,LAMP MAG 3 DIOPTER 115V 36 LEDS,0,0,"Obsolete","0","1","Mighty Vue","Obsolete","Lamp, Magnifier","115V","3 Diopter (1.75x), 7.00"" L x 6.00"" W (177.80mm x 152.40mm)","LED, White (36)","32.00"" (812.8mm)","White","Base, Weighted","-"
http://www.avenconnect.com/product_sheets/26506-ELV.pdf,-,26506-ELV-ND,26506-ELV,Aven Tools,LAMP MAG 3 DIOPTER 115V 78 LEDS,0,0,"Obsolete","0","1","MaxiVue","Obsolete","Lamp, Magnifier","115V","3 Diopter (1.75x), 6.25"" L x 4.25"" W (158.75mm x 107.95mm)","LED, White (48), UV (30)","32.00"" (812.8mm)","Black","Edge Clamp","5' (1.52m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/CIR025725.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_CIR025725.jpg,CIR025725-ND,CIR025725,Luxo,LAMP MAG 5 DIOPT 120V FLSNT 22W,0,0,"Discontinued at Digi-Key","0","11","Circus","Discontinued at Digi-Key","Lamp, Magnifier","120V","5 Diopter (2.25x), 6.50"" (165.10mm) Diameter","Fluorescent, 22W","39.40"" (1000.8mm)","Gray","Edge Clamp","6' (1.83m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/KEK025824.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_KFK025824.jpg,KFK025824-ND,KFK025824,Luxo,LAMP MAG 3 DIOPT 120V FLSNT  22W,0,0,"Discontinued at Digi-Key","0","1","KFM","Discontinued at Digi-Key","Lamp, Magnifier","120V","3 Diopter (1.75x), 5.00"" (127.00mm) Diameter","Fluorescent, 22W","30.00"" (762.0mm)","Gray","Edge Clamp","6' (1.83m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/KFK025827.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_KFK025827.jpg,KFK025827-ND,KFK025827,Luxo,LAMP MAG 5 DIOPT 120V FLSNT  22W,0,0,"Discontinued at Digi-Key","0","1","KFM","Discontinued at Digi-Key","Lamp, Magnifier","120V","5 Diopter (2.25x), 5.00"" (127.00mm) Diameter","Fluorescent, 22W","30.00"" (762.0mm)","Gray","Edge Clamp","6' (1.83m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/KFK025786.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_KFK025786.jpg,KFK025786-ND,KFK025786,Luxo,LAMP MAG 5 DIOPT 120V FLSNT  22W,0,0,"Discontinued at Digi-Key","0","2","KFM","Discontinued at Digi-Key","Lamp, Magnifier","120V","5 Diopter (2.25x), 5.00"" (127.00mm) Diameter","Fluorescent, 22W","30.00"" (762.0mm)","Black","Base, Weighted","6' (1.83m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/KFK025790.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_KFK025790.jpg,KFK025790-ND,KFK025790,Luxo,LAMP MAG 5 DIOPT 120V FLSNT  22W,0,0,"Discontinued at Digi-Key","0","2","KFM","Discontinued at Digi-Key","Lamp, Magnifier","120V","5 Diopter (2.25x), 5.00"" (127.00mm) Diameter","Fluorescent, 22W","30.00"" (762.0mm)","Light Gray","Base, Weighted","6' (1.83m)"
//media.digikey.com/pdf/Data%20Sheets/Luxo/KFL026152.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_KFL026152.jpg,KFL026152-ND,KFL026152,Luxo,LAMP MAG 5 DIOPT 120V LED 11W,0,0,"Discontinued at Digi-Key","0","2","KFM LED","Discontinued at Digi-Key","Lamp, Magnifier","120V","5 Diopter (2.25x), 5.00"" (127.00mm) Diameter","LED, 11W","30.00"" (762.0mm)","Black","Base, Weighted","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/KFL026128.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_KFL026128.jpg,KFL026128-ND,KFL026128,Luxo,LAMP MAG 5 DIOPT 120V LED 11W,0,0,"Discontinued at Digi-Key","0","2","KFM LED","Discontinued at Digi-Key","Lamp, Magnifier","120V","5 Diopter (2.25x), 5.00"" (127.00mm) Diameter","LED, 11W","30.00"" (762.0mm)","Gray","Base, Weighted","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/KFL026027.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_KFL026027.jpg,KFL026027-ND,KFL026027,Luxo,LAMP MAG 5 DIOPT 120V LED 11W,0,0,"Discontinued at Digi-Key","0","1","KFM LED","Discontinued at Digi-Key","Lamp, Magnifier","120V","5 Diopter (2.25x), 5.00"" (127.00mm) Diameter","LED, 11W","45.00"" (1143.0mm)","Black","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/LFL026106.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_LFL026106.jpg,LFG028206-ND,LFG028206,Luxo,LAMP MAG 3 DIOPT 120V LED 10W,0,0,"Discontinued at Digi-Key","0","1","LFM LED","Discontinued at Digi-Key","Lamp, Magnifier","120V","3 Diopter (1.75x), 5.00"" (127.00mm) Diameter","LED, 10W","45.00"" (1143.0mm)","Gray","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/18351LG.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_18351LG.jpg,18351LG-ND,18351LG,Luxo,LAMP MAGNIFIER 3 DIOPT 120V LED,0,0,"Discontinued at Digi-Key","0","2","LFM LED","Discontinued at Digi-Key","Lamp, Magnifier","120V","3 Diopter (1.75x), 5.00"" (127.00mm) Diameter","LED","30.00"" (762.0mm)","Gray","Base, Weighted","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/18353LG.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_18353LG.jpg,18353LG-ND,18353LG,Luxo,LAMP MAGNIFIER 5 DIOPT 120V LED,0,0,"Discontinued at Digi-Key","0","2","LFM LED","Discontinued at Digi-Key","Lamp, Magnifier","120V","5 Diopter (2.25x), 5.00"" (127.00mm) Diameter","LED","30.00"" (762.0mm)","Gray","Base, Weighted","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/WAL026135.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_WAL026135.jpg,WAL026135-ND,WAL026135,Luxo,LAMP MAG 5 DIOPT 120V LED 12W,0,0,"Discontinued at Digi-Key","0","2","Wave® LED","Discontinued at Digi-Key","Lamp, Magnifier","120V","5 Diopter (2.25x)","LED, 12W","30.00"" (762.0mm)","Gray","Base, Weighted","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/WAL025973.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_WAL025973.jpg,WAL025973-ND,WAL025973,Luxo,LAMP MAG 5 DIOPT 120V 2 LEDS 12W,0,0,"Discontinued at Digi-Key","0","1","Wave LED","Discontinued at Digi-Key","Lamp, Magnifier","120V","5 Diopter (2.25x)","LED, 12W","45.00"" (1143.0mm)","Black","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/KFL026028.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_KFL026028.jpg,KFL026028-ND,KFL026028,Luxo,LAMP MAG 3 DIOPTER 120V LED 11W,0,0,"Discontinued at Digi-Key","0","1","KFM LED","Discontinued at Digi-Key","Lamp, Magnifier","120V","3 Diopter (1.75x), 5.00"" (127.00mm) Diameter","LED, 11W","30.00"" (762.0mm)","Gray","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/KFL026029.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_KFL026029.jpg,KFL026029-ND,KFL026029,Luxo,LAMP MAG 5 DIOPTER 120V LED 11W,0,0,"Discontinued at Digi-Key","0","1","KFM LED","Discontinued at Digi-Key","Lamp, Magnifier","120V","5 Diopter (2.25x), 5.00"" (127.00mm) Diameter","LED, 11W","30.00"" (762.0mm)","Gray","Edge Clamp","-"
//media.digikey.com/pdf/Data%20Sheets/Luxo/LFL026107.pdf,//media.digikey.com/Photos/Luxo%20Photos/MFG_LFL026107.jpg,LFG028207-ND,LFG028207,Luxo,LAMP MAG 5 DIOPTER 120V LED 10W,0,0,"Discontinued at Digi-Key","0","1","LFM LED","Discontinued at Digi-Key","Lamp, Magnifier","120V","5 Diopter (2.25x), 5.00"" (127.00mm) Diameter","LED, 10W","45.00"" (1143.0mm)","Gray","Edge Clamp","-"
