Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Clothing Type","Size","Material","Color","Features"
http://documents.protektivepak.com/PDF/TB-2055.PDF,//media.digikey.com/photos/Desco%20Photos/MFG_73860.jpg,16-1466-ND,73866,Desco,SMOCK JCKT BLK 3XLARGE,2,0,"66.57000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","3XLarge","Polyester","Black","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.staticcontrol.com/PDF/Smocks-User-Guide.pdf,//media.digikey.com/Photos/SCS/770012.jpg,SCP577-ND,770011,SCS,SMOCK JACKET W/CUFFS BLUE SMALL,5,0,"35.28000","0","1","7700","Active","Smock, Jacket Length with Cuffs","Small","Polyester","Blue","4mm Snap Stud on Hip, Additional Grounding Required, Conductive Fabric on Cuff"
http://documents.staticcontrol.com/PDF/Smocks-User-Guide.pdf,//media.digikey.com/Photos/SCS/770012.jpg,SCP581-ND,770015,SCS,SMOCK JACKET W/CUFFS BLUE 2XL,5,0,"42.34000","0","1","7700","Active","Smock, Jacket Length with Cuffs","2XLarge","Polyester","Blue","4mm Snap Stud on Hip, Additional Grounding Required, Conductive Fabric on Cuff"
http://documents.staticcontrol.com/PDF/Smocks-User-Guide.pdf,//media.digikey.com/Photos/SCS/770023.JPG,SCP586-ND,770025,SCS,SMOCK JACKET W/CUFFS GRAY 2XL,5,0,"42.34000","0","1","7700","Active","Smock, Jacket Length with Cuffs","2XLarge","Polyester","Gray","4mm Snap Stud on Hip, Additional Grounding Required, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,//media.digikey.com/Photos/Desco%20Photos/73832.JPG,16-1282-ND,73834,Desco,ESD JACKET W/CUFFS WHITE XL,4,0,"54.87000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","XLarge","Polyester","White","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,//media.digikey.com/Photos/Desco%20Photos/73765.JPG,16-1314-ND,73771,Desco,ESD ESD JACKET W/CUFFS BLUE 3XL,3,0,"63.39000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","3XLarge","Polyester","Blue","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/68124.pdf,-,16-1604-ND,68129,Desco,GLOVES YARN GRAY 2XL 1PAIR,20,0,"7.78000","0","1","-","Active","Gloves, Non Gendered - Dissipative","2XLarge","Yarn","Gray","Static Dissipative"
//media.digikey.com/pdf/Data%20Sheets/ACL%20PDFs/Finger_Cots_Latex.pdf,//media.digikey.com/Photos/ACL%20Staticide%20Photos/70LA-x.JPG,ST1110-ND,70LA-M,ACL Staticide Inc,FINGER COTS PINK MED 720/PK,4,0,"19.50000","0","1","-","Active","Finger Cots","Medium","Latex","Pink","-"
https://www.aclstaticide.com/datasheets/Gloves%20Nitrile_TDS_18.pdf,-,ST1179-ND,GL9NI-S,ACL Staticide Inc,GLOVES NITRILE PWDR-FREE SM 9"",0,0,"27.50000","0","1","Staticide®","Active","Gloves, Non Gendered - Dissipative","Small","Nitrile Rubber","-","Chemical Resistant, Latex Free"
//media.digikey.com/pdf/Data%20Sheets/ACL%20PDFs/Finger_Cots_Latex.pdf,//media.digikey.com/Photos/ACL%20Staticide%20Photos/80LA-x.JPG,ST1116-ND,80LA-XL,ACL Staticide Inc,FINGER COTS BLACK XL 720/PK,3,0,"30.75000","0","1","-","Active","Finger Cots","XLarge","Latex","Black","-"
//media.digikey.com/pdf/Data%20Sheets/ACL%20PDFs/Finger_Cots_Nitrile.pdf,//media.digikey.com/Photos/ACL%20Staticide%20Photos/90NI-x.JPG,ST1117-ND,90NI-S,ACL Staticide Inc,FINGER COTS WHITE SM 720/PK,4,0,"40.75000","0","1","-","Active","Finger Cots","Small","Nitrile Rubber","White","-"
//media.digikey.com/pdf/Data%20Sheets/ACL%20PDFs/Finger_Cots_Nitrile.pdf,//media.digikey.com/Photos/ACL%20Staticide%20Photos/100NI-x.JPG,ST1124-ND,100NI-XL,ACL Staticide Inc,FINGER COTS BLUE XL 720/PK,3,0,"40.75000","0","1","-","Active","Finger Cots","XLarge","Nitrile Rubber","Blue","-"
//media.digikey.com/pdf/Data%20Sheets/ACL%20PDFs/Finger_Cots_Nitrile.pdf,//media.digikey.com/Photos/ACL%20Staticide%20Photos/90NI-x.JPG,ST1119-ND,90NI-L,ACL Staticide Inc,FINGER COTS WHITE LRG 720/PK,0,0,"40.75000","0","1","-","Active","Finger Cots","Large","Nitrile Rubber","White","-"
//media.digikey.com/pdf/Data%20Sheets/ACL%20PDFs/Finger_Cots_Nitrile.pdf,//media.digikey.com/Photos/ACL%20Staticide%20Photos/100NI-x.JPG,ST1122-ND,100NI-M,ACL Staticide Inc,FINGER COTS BLUE MED 720/PK,0,0,"40.75000","0","1","-","Active","Finger Cots","Medium","Nitrile Rubber","Blue","-"
http://documents.desco.com/PDF/TB-2055.PDF,//media.digikey.com/Photos/Desco%20Photos/MFG_74202.jpg,16-1569-ND,74202,Desco,ESD SMOCK JCKT KNTTD CFFS PK MD,3,0,"57.61000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","Medium","Polyester","Pink","4mm Snap Stud on Hip, Badge Tab, Pockets, Static Dissipative"
http://documents.desco.com/PDF/TB-2055.PDF,//media.digikey.com/Photos/Desco%20Photos/73612.JPG,16-1564-ND,73615,Desco,ESD LAB COAT W/CUFFS BLUE 2XL,5,0,"64.53000","0","1","Statshield®","Active","Smock, Lab Coat Length with Cuffs","2XLarge","Polyester","Blue","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,//media.digikey.com/Photos/Desco%20Photos/73612.JPG,16-1565-ND,73616,Desco,ESD LAB COAT W/CUFFS BLUE 3XL,1,0,"69.02000","0","1","Statshield®","Active","Smock, Lab Coat Length with Cuffs","3XLarge","Polyester","Blue","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/68124.pdf,-,68125-ND,68125,Desco,GLOVES ESD INSPECTION SM,0,0,"7.78000","0","1","-","Active","Gloves, Non Gendered - Dissipative","Small","Yarn","Gray","Static Dissipative"
http://documents.desco.com/PDF/68124.pdf,-,68126-ND,68126,Desco,GLOVES ESD INSPECTION MED,0,0,"7.78000","0","1","-","Active","Gloves, Non Gendered - Dissipative","Medium","Yarn","Green","Static Dissipative"
http://documents.desco.com/PDF/68124.pdf,-,68127-ND,68127,Desco,GLOVES ESD INSPECTION LRG,0,0,"7.78000","0","1","-","Active","Gloves, Non Gendered - Dissipative","Large","Yarn","Brown","Static Dissipative"
http://documents.desco.com/PDF/68124.pdf,-,68128-ND,68128,Desco,GLOVES ESD INSPECTION X-L,0,0,"7.78000","0","1","-","Active","Gloves, Non Gendered - Dissipative","XLarge","Yarn","Yellow","Static Dissipative"
http://documents.desco.com/PDF/68100.pdf,-,68104-ND,68104,Desco,GLOVES POLYESTER WHT MED 1PAIR,0,0,"11.33000","0","1","-","Active","Gloves, Men's - Dissipative","Medium","Polyester","White","4mm Snap Stud"
http://documents.desco.com/pdf/68110.pdf,-,68112-ND,68112,Desco,GLOVES POLYESTER WHT SMALL 1PAIR,0,0,"25.69000","0","1","-","Active","Gloves, Non Gendered - Dissipative","Small","Polyester","White","4mm Snap Stud"
http://documents.desco.com/pdf/68110.pdf,-,68111-ND,68111,Desco,GLOVES POLYESTER WHT MED 1PAIR,0,0,"25.69000","0","1","-","Active","Gloves, Non Gendered - Dissipative","Medium","Polyester","White","4mm Snap Stud"
http://documents.desco.com/pdf/68110.pdf,-,68110-ND,68110,Desco,GLOVES POLYESTER WHT LARGE 1PAIR,0,0,"25.69000","0","1","-","Active","Gloves, Non Gendered - Dissipative","Large","Polyester","White","4mm Snap Stud"
http://documents.desco.com/PDF/68110.pdf,-,17007-ND,17007,Desco,GLOVES STATIC DISSIPATIVE NOMEX,0,0,"28.05000","0","1","-","Active","Gloves, Non Gendered - Dissipative","Small","Polyester","Tan","4mm Snap Stud"
-,-,17008-ND,17008,Desco,GLOVES STATIC DISSIPATIVE NOMEX,0,0,"28.05000","0","1","-","Active","Gloves, Non Gendered - Dissipative","Medium","Polyester","Blue","4mm Snap Stud"
-,-,17009-ND,17009,Desco,GLOVES STATIC DISSIPATIVE NOMEX,0,0,"28.05000","0","1","-","Active","Gloves, Non Gendered - Dissipative","Large","Polyester","Brown","4mm Snap Stud"
-,-,04640-ND,04640,Desco,ESD SMOCK BL SNPS PKT SM,0,0,"31.25000","0","1","Trustat®","Active","Smock, Jacket Length with Snaps","Small","Polyester","Blue","Badge Tab, Pockets, Static Dissipative"
-,-,04641-ND,04641,Desco,ESD SMOCK BL SNPS PKT MD,0,0,"31.25000","0","1","Trustat®","Active","Smock, Jacket Length with Snaps","Medium","Polyester","Blue","Badge Tab, Pockets, Static Dissipative"
-,-,04642-ND,04642,Desco,ESD SMOCK BL SNPS PKT LG,0,0,"31.25000","0","1","Trustat®","Active","Smock, Jacket Length with Snaps","Large","Polyester","Blue","Badge Tab, Pockets, Static Dissipative"
-,-,04650-ND,04650,Desco,ESD SMOCK WH SNPS XS 1 PCKT,0,0,"31.25000","0","1","-","Active","Smock, Jacket Length with Snaps","XSmall","-","-","-"
-,-,04651-ND,04651,Desco,ESD SMOCK WH SNPS SM 1 PCKT,0,0,"31.25000","0","1","-","Active","Smock, Jacket Length with Snaps","Small","-","-","-"
-,-,04652-ND,04652,Desco,ESD SMOCK WH SNPS MD 1 PCKT,0,0,"31.25000","0","1","-","Active","Smock, Jacket Length with Snaps","Medium","-","-","-"
-,-,04653-ND,04653,Desco,ESD SMOCK WH SNPS LG 1 PCKT,0,0,"31.25000","0","1","-","Active","Smock, Jacket Length with Snaps","Large","-","-","-"
-,-,04643-ND,04643,Desco,ESD SMOCK BL SNPS PKT XL,0,0,"31.54000","0","1","Trustat®","Active","Smock, Jacket Length with Snaps","XLarge","Polyester","Blue","Badge Tab, Pockets, Static Dissipative"
-,-,04644-ND,04644,Desco,ESD SMOCK BL SNPS PKT 2XL,0,0,"31.54000","0","1","Trustat®","Active","Smock, Jacket Length with Snaps","2XLarge","Polyester","Blue","Badge Tab, Pockets, Static Dissipative"
-,-,04654-ND,04654,Desco,ESD SMOCK WH SNPS XL 1 PCKT,0,0,"31.54000","0","1","-","Active","Smock, Jacket Length with Snaps","XLarge","-","-","-"
-,-,04655-ND,04655,Desco,ESD SMOCK WH SNPS 2XL 1 PCKT,0,0,"31.54000","0","1","-","Active","Smock, Jacket Length with Snaps","2XLarge","-","-","-"
http://documents.staticcontrol.com/PDF/Smocks-User-Guide.pdf,//media.digikey.com/Photos/SCS/770023.JPG,770020SCS-ND,770020,SCS,SMOCK JACKET GRY KNITTED XS,0,0,"33.60000","0","1","-","Active","Smock, Jacket Length with Cuffs","XSmall","Polyester","Gray","4mm Snap Stud on Hip, Conductive Fabric on Cuff, Static Dissipative"
-,-,4656D-ND,4656,Desco,"SMOCK, TRUSTAT, JACKET, WHITE, S",0,0,"35.16000","0","1","Trustat®","Active","Smock, Jacket Length with Snaps","3XLarge","-","White","Snap Adjustable Cuffs"
http://documents.staticcontrol.com/PDF/Smocks-User-Guide.pdf,//media.digikey.com/Photos/SCS/770012.jpg,770010SCS-ND,770010,SCS,SMOCK JACKET BLU KNITTED XS,0,0,"35.28000","0","1","-","Active","Smock, Jacket Length with Cuffs","XSmall","Polyester","Blue","4mm Snap Stud on Hip, Conductive Fabric on Cuff, Static Dissipative"
-,-,74220D-ND,74220,Desco,"SMOCK, TRUSTAT, JACKET, XS,WH 1",0,0,"38.69000","0","1","Trustat®","Active","Smock, Jacket Length with Snaps","XSmall","-","White","Snap Adjustable Cuffs"
-,-,74221D-ND,74221,Desco,"SMOCK, TRUSTAT, JACKET, S,WHIT 1",0,0,"38.69000","0","1","Trustat®","Active","Smock, Jacket Length with Snaps","XSmall","-","White","Snap Adjustable Cuffs"
-,-,74222D-ND,74222,Desco,"SMOCK, TRUSTAT, JACKET, M,WH 1 P",0,0,"38.69000","0","1","Trustat®","Active","Smock, Jacket Length with Snaps","Medium","-","White","Snap Adjustable Cuffs"
-,-,74224D-ND,74224,Desco,"SMOCK, TRUSTAT, JACKET, XL,WH 1P",0,0,"38.69000","0","1","Trustat®","Active","Smock, Jacket Length with Snaps","XLarge","-","White","Snap Adjustable Cuffs"
-,-,74223-ND,74223,Desco,"SMOCK, TRUSTAT, JACKET, L,WH 1 P",0,0,"38.69000","0","1","Trustat®","Active","Smock, Jacket Length with Snaps","Large","-","White","Snap Adjustable Cuffs"
-,-,4657D-ND,4657,Desco,"SMOCK, TRUSTAT, JACKET, WHITE, S",0,0,"40.64000","0","1","Trustat®","Active","Smock, Jacket Length with Snaps","4XLarge","-","White","Snap Adjustable Cuffs"
-,-,74225D-ND,74225,Desco,"SMOCK, TRUSTAT, JACKET, 2XL,WH 1",0,0,"41.79000","0","1","Trustat®","Active","Smock, Jacket Length with Snaps","2XLarge","-","White","Snap Adjustable Cuffs"
http://documents.desco.com/PDF/TB-3042.pdf,-,73505-ND,73505,Desco,ESD SMOCK HD CTTN PLY 1%C BL SM,0,0,"42.18000","0","1","-","Active","Smock","Small","Cotton, Polyester","Blue","Static Dissipative"
http://documents.desco.com/PDF/TB-3042.pdf,-,73506-ND,73506,Desco,ESD SMOCK HD CTTN PLY 1%C BL MD,0,0,"42.18000","0","1","-","Active","Smock","Medium","Cotton, Polyester","Blue","Static Dissipative"
http://documents.staticcontrol.com/PDF/Smocks-User-Guide.pdf,//media.digikey.com/Photos/SCS/770012.jpg,770016-ND,770016,SCS,SMOCK JACKET BLU KNITTED 3XL,0,0,"42.34000","0","1","-","Active","Smock, Jacket Length with Cuffs","3XLarge","Polyester","Blue","4mm Snap Stud on Hip, Conductive Fabric on Cuff, Static Dissipative"
http://documents.staticcontrol.com/PDF/Smocks-User-Guide.pdf,//media.digikey.com/Photos/SCS/770012.jpg,770017-ND,770017,SCS,SMOCK JACKET BLU KNITTED 4XL,0,0,"42.34000","0","1","-","Active","Smock, Jacket Length with Cuffs","4XLarge","Polyester","Blue","4mm Snap Stud on Hip, Conductive Fabric on Cuff, Static Dissipative"
http://documents.staticcontrol.com/PDF/Smocks-User-Guide.pdf,//media.digikey.com/Photos/SCS/770012.jpg,770018-ND,770018,SCS,SMOCK JACKET BLU KNITTED 5XL,0,0,"42.34000","0","1","-","Active","Smock, Jacket Length with Cuffs","5XLarge","Polyester","Blue","4mm Snap Stud on Hip, Conductive Fabric on Cuff, Static Dissipative"
http://documents.staticcontrol.com/PDF/Smocks-User-Guide.pdf,//media.digikey.com/Photos/SCS/770012.jpg,770019-ND,770019,SCS,SMOCK JACKET BLU KNITTED 6XL,0,0,"42.34000","0","1","-","Active","Smock, Jacket Length with Cuffs","6XLarge","Polyester","Blue","4mm Snap Stud on Hip, Conductive Fabric on Cuff, Static Dissipative"
http://documents.staticcontrol.com/PDF/Smocks-User-Guide.pdf,//media.digikey.com/Photos/SCS/770023.JPG,770026-ND,770026,SCS,SMOCK JACKET GRY KNITTED 3XL,0,0,"42.34000","0","1","-","Active","Smock, Jacket Length with Cuffs","3XLarge","Polyester","Gray","4mm Snap Stud on Hip, Conductive Fabric on Cuff, Static Dissipative"
http://documents.staticcontrol.com/PDF/Smocks-User-Guide.pdf,//media.digikey.com/Photos/SCS/770023.JPG,770027-ND,770027,SCS,SMOCK JACKET GRY KNITTED 4XL,0,0,"42.34000","0","1","-","Active","Smock, Jacket Length with Cuffs","4XLarge","Polyester","Gray","4mm Snap Stud on Hip, Conductive Fabric on Cuff, Static Dissipative"
http://documents.staticcontrol.com/PDF/Smocks-User-Guide.pdf,//media.digikey.com/Photos/SCS/770023.JPG,770028-ND,770028,SCS,SMOCK JACKET GRY KNITTED 5XL,0,0,"42.34000","0","1","-","Active","Smock, Jacket Length with Cuffs","5XLarge","Polyester","Gray","4mm Snap Stud on Hip, Conductive Fabric on Cuff, Static Dissipative"
http://documents.staticcontrol.com/PDF/Smocks-User-Guide.pdf,//media.digikey.com/Photos/SCS/770023.JPG,770029-ND,770029,SCS,SMOCK JACKET GRY KNITTED 6XL,0,0,"42.34000","0","1","-","Active","Smock, Jacket Length with Cuffs","6XLarge","Polyester","Gray","4mm Snap Stud on Hip, Conductive Fabric on Cuff, Static Dissipative"
-,-,4658D-ND,4658,Desco,"SMOCK, TRUSTAT, JACKET, WHITE, S",0,0,"43.17000","0","1","Trustat®","Active","Smock, Jacket Length with Snaps","5XLarge","-","White","Snap Adjustable Cuffs"
http://documents.desco.com/PDF/TB-3042.pdf,-,73509-ND,73509,Desco,ESD SMOCK HD CTTN PLY 1%C BL 2XL,0,0,"45.51000","0","1","-","Active","Smock","2XLarge","Cotton, Polyester","Blue","Static Dissipative"
-,-,74226D-ND,74226,Desco,"SMOCK, TRUSTAT, JACKET, 3XL,WH 1",0,0,"45.96000","0","1","Trustat®","Active","Smock, Jacket Length with Snaps","3XLarge","-","White","Snap Adjustable Cuffs"
-,-,4659D-ND,4659,Desco,"SMOCK, TRUSTAT, JACKET, WHITE, S",0,0,"46.67000","0","1","Trustat®","Active","Smock, Jacket Length with Snaps","6XLarge","-","White","Snap Adjustable Cuffs"
//media.digikey.com/pdf/Data%20Sheets/Desco%20PDFs/ESD_Protective_Smock_Rev_Mar2010.pdf,-,73876-ND,73876,Desco,ESD JACKET W/CUFFS CAMO 3XL,0,0,"47.54000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","3XLarge","Polyester","Camo","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73903D-ND,73903,Desco,"SMOCK, STATSHIELD, JACKET, CUFFS",1,0,"48.15000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","Large","-","Burgundy","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73901D-ND,73901,Desco,"SMOCK, STATSHIELD, JACKET, CUFFS",0,0,"48.15000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","Small","-","Burgundy","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73902D-ND,73902,Desco,"SMOCK, STATSHIELD, JACKET, CUFFS",0,0,"48.15000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","Medium","-","Burgundy","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73904D-ND,73904,Desco,"SMOCK, STATSHIELD, JACKET, CUFFS",0,0,"48.15000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","XLarge","-","Burgundy","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
-,//media.digikey.com/Photos/Desco%20Photos/MFG_73900.JPG,73900-ND,73900,Desco,"SMOCK, STATSHIELD, JACKET, CUFFS",0,0,"48.15000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","XSmall","-","Burgundy","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73890-ND,73890,Desco,ESD SMOCK JCKT SNP GR XS,0,0,"48.40000","0","1","Statshield®","Active","Smock, Jacket Length with Snaps","XSmall","Polyester","Gray","4mm Snap Stud on Hip, Badge Tab, Pockets, Static Dissipative"
http://documents.desco.com/PDF/TB-2055.PDF,-,74212D-ND,74212,Desco,ESD SMOCK JCKT SNP PK MD,0,0,"48.40000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","Medium","Polyester","Pink","4mm Snap Stud on Hip, Badge Tab, Pockets, Static Dissipative"
http://documents.desco.com/PDF/TB-2055.PDF,-,73891-ND,73891,Desco,ESD SMOCK JCKT SNP GR SM,0,0,"48.40000","0","1","Statshield®","Active","Smock, Jacket Length with Snaps","Small","Polyester","Gray","4mm Snap Stud on Hip, Badge Tab, Pockets, Static Dissipative"
http://documents.desco.com/PDF/TB-2055.PDF,-,73892-ND,73892,Desco,ESD SMOCK JCKT SNP GR MD,0,0,"48.40000","0","1","Statshield®","Active","Smock, Jacket Length with Snaps","Medium","Polyester","Gray","4mm Snap Stud on Hip, Badge Tab, Pockets, Static Dissipative"
http://documents.desco.com/PDF/TB-2055.PDF,-,73893-ND,73893,Desco,ESD SMOCK JCKT SNP GR LG,0,0,"48.40000","0","1","Statshield®","Active","Smock, Jacket Length with Snaps","Large","Polyester","Gray","4mm Snap Stud on Hip, Badge Tab, Pockets, Static Dissipative"
http://documents.desco.com/PDF/TB-2055.PDF,-,73894-ND,73894,Desco,ESD SMOCK JCKT SNP GR XL,0,0,"48.40000","0","1","Statshield®","Active","Smock, Jacket Length with Snaps","XLarge","Polyester","Gray","4mm Snap Stud on Hip, Badge Tab, Pockets, Static Dissipative"
http://documents.desco.com/PDF/TB-2055.PDF,-,74210-ND,74210,Desco,ESD SMOCK JCKT SNP PK XS,0,0,"48.40000","0","1","Statshield®","Active","Smock, Jacket Length with Snaps","XSmall","Polyester","Pink","4mm Snap Stud on Hip, Badge Tab, Pockets, Static Dissipative"
http://documents.desco.com/PDF/TB-2055.PDF,-,74211-ND,74211,Desco,ESD SMOCK JCKT SNP PK SM,0,0,"48.40000","0","1","Statshield®","Active","Smock, Jacket Length with Snaps","Small","Polyester","Pink","4mm Snap Stud on Hip, Badge Tab, Pockets, Static Dissipative"
http://documents.desco.com/PDF/TB-2055.PDF,-,74213-ND,74213,Desco,ESD SMOCK JCKT SNP PK LG,0,0,"48.40000","0","1","Statshield®","Active","Smock, Jacket Length with Snaps","Large","Polyester","Pink","4mm Snap Stud on Hip, Badge Tab, Pockets, Static Dissipative"
http://documents.desco.com/PDF/TB-2055.PDF,-,74214-ND,74214,Desco,ESD SMOCK JCKT SNP PK XL,0,0,"48.40000","0","1","Statshield®","Active","Smock, Jacket Length with Snaps","XLarge","Polyester","Pink","4mm Snap Stud on Hip, Badge Tab, Pockets, Static Dissipative"
http://documents.desco.com/PDF/TB-2055.PDF,-,73860D-ND,73860,Desco,"SMOCK, STATSHIELD, JACKET, KNITT",0,0,"50.56000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","XSmall","Polyester","Black","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73910D-ND,73910,Desco,"SMOCK, STATSHIELD, JACKET, KNITT",0,0,"50.56400","0","5","Statshield®","Active","Smock, Jacket Length with Cuffs","XSmall","Polyester","Orange","4mm Snap Stud on Hip, Badge Tab, Conductive Fabric on Cuff, Pockets"
-,-,74227-ND,74227,Desco,"SMOCK, TRUSTAT, JACKET, 4XL,WH 1",0,0,"50.58000","0","1","Trustat®","Active","Smock, Jacket Length with Snaps","4XLarge","-","White","Snap Adjustable Cuffs"
http://documents.desco.com/PDF/TB-2055.PDF,-,74216D-ND,74216,Desco,"SMOCK, STATSHIELD, JACKET, SNAPS",0,0,"51.54000","0","1","Statshield®","Active","Smock, Jacket Length with Snaps","3XLarge","Polyester","Pink","4mm Snap Stud on Hip, Badge Tab, Conductive Fabric on Cuff, Pockets"
http://documents.desco.com/PDF/TB-2055.PDF,-,73896-ND,73896,Desco,"SMOCK, STATSHIELD, JACKET, SNAPS",0,0,"51.54000","0","1","Statshield®","Active","Smock, Jacket Length with Snaps","3XLarge","Polyester","Gray","4mm Snap Socket on Cuff, 4mm Snap Stud on Hip"
http://documents.desco.com/PDF/TB-2055.PDF,-,73905D-ND,73905,Desco,"SMOCK, STATSHIELD, JACKET, CUFFS",0,0,"52.08000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","2XLarge","-","Burgundy","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,73895-ND,73895,Desco,ESD SMOCK JCKT SNP GR 2XL,0,0,"52.42000","0","1","Statshield®","Active","Smock, Jacket Length with Snaps","2XLarge","Polyester","Gray","4mm Snap Stud on Hip, Badge Tab, Pockets, Static Dissipative"
http://documents.desco.com/PDF/TB-2055.PDF,-,74215-ND,74215,Desco,ESD SMOCK JCKT SNP PK 2XL,0,0,"52.42000","0","1","Statshield®","Active","Smock, Jacket Length with Snaps","2XLarge","Polyester","Pink","4mm Snap Stud on Hip, Badge Tab, Pockets, Static Dissipative"
http://documents.desco.com/PDF/TB-2055.PDF,//media.digikey.com/Photos/Desco%20Photos/73853.JPG,73851-ND,73851,Desco,ESD JACKET W/CUFFS TEAL S,0,0,"54.87000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","Small","Polyester","Teal","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,//media.digikey.com/Photos/Desco%20Photos/73853.JPG,73853-ND,73853,Desco,ESD JACKET W/CUFFS TEAL L,0,0,"54.87000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","Large","Polyester","Teal","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,//media.digikey.com/Photos/Desco%20Photos/73853.JPG,73854-ND,73854,Desco,ESD JACKET W/CUFFS TEAL XL,0,0,"54.87000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","XLarge","Polyester","Teal","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,//media.digikey.com/Photos/Desco%20Photos/73765.JPG,73749-ND,73749,Desco,ESD JACKET W/CUFFS BLUE XS,0,0,"54.87000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","XSmall","Polyester","Blue","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
http://documents.desco.com/PDF/TB-2055.PDF,-,74217D-ND,74217,Desco,"SMOCK, STATSHIELD, JACKET, SNAPS",0,0,"55.26000","0","1","Statshield®","Active","Smock, Jacket Length with Snaps","4XLarge","Polyester","Pink","4mm Snap Stud on Hip, Badge Tab, Conductive Fabric on Cuff, Pockets"
http://documents.desco.com/PDF/TB-2055.PDF,-,73897-ND,73897,Desco,"SMOCK, STATSHIELD, JACKET, SNAPS",0,0,"55.26000","0","1","Statshield®","Active","Smock, Jacket Length with Snaps","4XLarge","Polyester","Gray","4mm Snap Socket on Cuff, 4mm Snap Stud on Hip"
http://documents.desco.com/PDF/TB-2055.PDF,-,73906D-ND,73906,Desco,"SMOCK, STATSHIELD, JACKET, CUFFS",1,0,"55.63000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","3XLarge","-","Burgundy","4mm Snap Stud on Hip, Conductive Fabric on Cuff"
-,-,74228-ND,74228,Desco,"SMOCK, TRUSTAT, JACKET, 5XL,WH 1",0,0,"55.63000","0","1","Trustat®","Active","Smock, Jacket Length with Snaps","5XLarge","-","White","Snap Adjustable Cuffs"
http://documents.desco.com/PDF/TB-2055.PDF,-,74203D-ND,74203,Desco,ESD SMOCK JCKT KNTTD CFFS PK LG,0,0,"57.61000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","Large","Polyester","Pink","4mm Snap Stud on Hip, Badge Tab, Pockets, Static Dissipative"
http://documents.desco.com/PDF/TB-2055.PDF,-,73775-ND,73775,Desco,ESD SMOCK JCKT KNTTD CFFS GR XS,0,0,"57.61000","0","1","Statshield®","Active","Smock, Jacket Length with Cuffs","XSmall","Polyester","Gray","4mm Snap Stud on Hip, Badge Tab, Pockets, Static Dissipative"
