Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Tip - Material","Handle - Material","Features","Handle - Length","Quantity"
-,-,858MG-ND,858,MG Chemicals,BRUSH STAINLESS STEEL NO ESD,0,0,"Obsolete","0","5","-","Obsolete","Brush, Single Head","Steel, Stainless","Steel, Stainless","Abrasive","6.50"" (165.1mm)","1"
-,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_SW2PF.jpg,SW2PF-50-ND,SW2PF-50,MENDA/EasyBraid,SWAB SNGL HEAD FOAM 2"" 50/PKG,0,0,"Obsolete","0","1","-","Obsolete","Swab, Single Head","Foam","Plastic","Low Linting","2.00"" (50.8mm)","50"
-,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_SW3PF.jpg,SW3PF-50-ND,SW3PF-50,MENDA/EasyBraid,SWAB SNGL HEAD FOAM 3"" 50/PKG,0,0,"Obsolete","0","1","-","Obsolete","Swab, Single Head","Foam","Plastic","Low Linting","3.00"" (76.2mm)","50"
-,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_SW3WF.jpg,SW3WF-50-ND,SW3WF-50,MENDA/EasyBraid,SWAB SNGL HEAD FOAM 3"" 50/PKG,0,0,"Obsolete","0","1","-","Obsolete","Swab, Single Head","Foam","Wood","Low Linting","3.00"" (76.2mm)","50"
-,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_SW5PF.jpg,SW5PF-50-ND,SW5PF-50,MENDA/EasyBraid,SWAB SNGL HEAD FOAM 5"" 50/PKG,0,0,"Obsolete","0","1","-","Obsolete","Swab, Single Head","Foam","Plastic","Low Linting","5.00"" (127.0mm)","50"
-,-,SW5PFA-50-ND,SW5PFA-50,MENDA/EasyBraid,SWAB SNGLE HEAD FOAM 5"" 50/PKG,0,0,"Obsolete","0","1","-","Obsolete","Swab, Single Head","Foam","Plastic","Pre-Moistened (Isopropyl Alcohol)","5.00"" (127.0mm)","50"
-,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_SW5PFAS.jpg,SW5PFAS-50-ND,SW5PFAS-50,MENDA/EasyBraid,SWAB SNGL HEAD FOAM 5"" 50/PKG,0,0,"Obsolete","0","1","-","Obsolete","Swab, Single Head","Foam","Plastic","Dissipative, Low Linting","5.00"" (127.0mm)","50"
-,//media.digikey.com/photos/Easy%20Braid%20Photos/SW5PFR-100.jpg,SW5PFR-50-ND,SW5PFR-50,MENDA/EasyBraid,SWAB SNGL HEAD FOAM 5"" 50/PKG,0,0,"Obsolete","0","1","-","Obsolete","Swab, Single Head","Foam","Plastic","Low Linting","5.00"" (127.0mm)","50"
-,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_SW6BPF.jpg,SW6BPF-50-ND,SW6BPF-50,MENDA/EasyBraid,SWAB SNGL HEAD FOAM 6"" 50/PKG,0,0,"Obsolete","0","1","-","Obsolete","Swab, Single Head","Foam","Plastic","Low Linting","6.00"" (152.4mm)","50"
-,//media.digikey.com/Photos/Easy%20Braid%20Photos/SW6PF-10.JPG,SW6PF-50-ND,SW6PF-50,MENDA/EasyBraid,SWAB SNGL HEAD FOAM 6"" 50/PKG,0,0,"Obsolete","0","1","-","Obsolete","Swab, Single Head","Foam, Cotton","Plastic","Low Linting","6.00"" (152.4mm)","50"
-,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_SW6PFAS.jpg,SW6PFAS-50-ND,SW6PFAS-50,MENDA/EasyBraid,SWAB SNGL HEAD FOAM 6"" 50/PKG,0,0,"Obsolete","0","1","-","Obsolete","Swab, Single Head","Foam","Plastic","Dissipative, Low Linting","6.00"" (152.4mm)","50"
-,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_SW6PFG.jpg,SW6PFG-50-ND,SW6PFG-50,MENDA/EasyBraid,SWAB SNGL HEAD FOAM 6"" 50/PKG,0,0,"Obsolete","0","1","-","Obsolete","Swab, Single Head","Foam","Plastic","Low Linting","6.00"" (152.4mm)","50"
-,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_SW6WC.jpg,SW6WC-50-ND,SW6WC-50,MENDA/EasyBraid,SWAB SNGL HEAD COTTON 6"" 50/PKG,0,0,"Obsolete","0","1","-","Obsolete","Swab, Single Head","Cotton","Wood","Low Linting","6.00"" (152.4mm)","50"
-,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_SW6WF.jpg,SW6WF-50-ND,SW6WF-50,MENDA/EasyBraid,SWAB SNGL HEAD FOAM 6"" 50/PKG,0,0,"Obsolete","0","1","-","Obsolete","Swab, Single Head","Foam","Wood","Low Linting","6.00"" (152.4mm)","50"
-,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_SW6WFAS.jpg,SW6WFAS-50-ND,SW6WFAS-50,MENDA/EasyBraid,SWAB SNGL HEAD FOAM 6"" 50/PKG,0,0,"Obsolete","0","1","-","Obsolete","Swab, Single Head","Foam","Wood","Dissipative, Low Linting","6.00"" (152.4mm)","50"
-,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_SW6WFCAS.jpg,SW6WFCAS-50-ND,SW6WFCAS-50,MENDA/EasyBraid,SWAB SNGL HEAD FOAM/CTN 6"" 50/PK,0,0,"Obsolete","0","1","-","Obsolete","Swab, Single Head","Foam, Cotton","Wood","Dissipative, Low Linting","6.00"" (152.4mm)","50"
-,-,48062F-ND,48062F,Chemtronics,SWAB SGL HEAD FOAM 6"" 450PC,0,0,"Obsolete","0","9","FOCCUS™","Obsolete","Swab, Single Head","Foam","Polypropylene","Lint Free","6.00"" (152.4mm)","450"
//media.digikey.com/pdf/Data%20Sheets/ITW%20Chemtronics/MTP_Swabs_)CC5056(F).pdf,-,CC5056F-ND,CC5056F,Chemtronics,SWAB SGL HEAD SYN CHAMOIS 225PC,0,0,"Obsolete","0","9","FOCCUS™","Obsolete","Swab, Single Head","Synthetic Chamois","ABS","-","6.00"" (152.4mm)","225"
https://www.mgchemicals.com/downloads/catalogs/Elec%20Maint%20catalog%20Web.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_8113-25.jpg,8113-25-ND,8113-25,MG Chemicals,COTTON SWABS,0,0,"Obsolete","0","10","-","Obsolete","Swab, Double Head","Cotton","Paper","Lint Free","3.00"" (76.2mm)","25"
-,-,CF4050BLK-ND,CF4050BLK,Chemtronics,SWAB SGL HEAD FOAM 3"" 1200PC,0,0,"Obsolete","0","1","Foamtips™","Obsolete","Swab, Single Head","Foam","Polypropylene","Lint Free, Sealed Head","3.00"" (76.2mm)","1200"
http://documents.desco.com/PDF/36091.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_36091.jpg,16-1481-ND,36091,MENDA/EasyBraid,"ESD BRUSH, CONDUCTIVE, ROUND HAN",0,0,"Obsolete","0","1","Menda®","Obsolete","Brush, Single Head","Hair, Horse","Polypropylene","Conductive Handle","-","1"
