Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Tip - Material","Handle - Material","Features","Handle - Length","Quantity"
https://www.chemtronics.com/content/msds/TDS_Cottontips.pdf,"//media.digikey.com/photos/ITW%20Chemtronics%20Photos/CT100,%20CT1000.jpg",CT100-ND,CT100,Chemtronics,COTTONTIP SINGLSIDED 6"" 100 PCS,613,0,"5.98000","0","1","Cottontips™","Active","Swab, Single Head","Cotton","Wood","Low Linting","6.00"" (152.4mm)","100"
https://www.chemtronics.com/content/msds/TDS_Cottontips.pdf,"//media.digikey.com/photos/ITW%20Chemtronics%20Photos/CT200,%20CT2000.jpg",CT200-ND,CT200,Chemtronics,COTTONTIP DBL SIDE 6""1=100PC PK,1432,0,"6.38000","0","1","Cottontips™","Active","Swab, Double Head","Cotton","Wood","Low Linting","6.00"" (152.4mm)","100"
//media.digikey.com/pdf/Data%20Sheets/Techspray/Techspray%20Aviation%20Catalog_2017.pdf,//media.digikey.com/Photos/Techspray/2032-1.JPG,1873-1084-ND,2032-1,Techspray,BRUSH 1/4 X 3/8"" HORSE HAIR,140,0,"12.16000","0","1","-","Active","Brush, Double Head","Hair, Horse","Steel, Zinc Plated","-","4.50"" (114.3mm)","1"
https://www.mgchemicals.com/downloads/tds/tds-brushes.pdf,//media.digikey.com/photos/MG%20Chemicals%20Photos/856.JPG,473-1049-ND,856,MG Chemicals,BRUSH CLEANING HORSE DOUBLE END,129,0,"14.23000","0","1","-","Active","Brush, Double Head","Hair, Horse","Steel, Cad Plated","-","4.50"" (114.3mm)","1"
https://www.chemtronics.com/content/msds/TDS_CS25.pdf,//media.digikey.com/photos/ITW%20Chemtronics%20Photos/CS25.JPG,CS25-ND,CS25,Chemtronics,FOAM SWAB PRESATURATED 25 PCS,165,0,"53.74000","0","1","Chemswab™, Foamtips™","Active","Swab, Single Head","Foam","Polypropylene","Lint Free, Pre-Moistened (Isopropyl Alcohol)","4.12"" (104.6mm)","25"
https://www.chemtronics.com/content/msds/TDS_COVESDswabs.pdf,//media.digikey.com/photos/ITW%20Chemtronics%20Photos/41050ESD.JPG,41050ESD-ND,41050ESD,Chemtronics,SWAB CLNRM ESD 2.8""POLYTIP 500PC,54,0,"128.04000","0","1","Coventry™","Active","Swab, Single Head","Foam","Plastic","Dissipative, Sealed Head","2.40"" (60.9mm)","500"
https://www.chemtronics.com/content/msds/TDS_COVESDswabs.pdf,//media.digikey.com/photos/ITW%20Chemtronics%20Photos/44070ESD.JPG,44070ESD-ND,44070ESD,Chemtronics,SWAB CLNRM ESD 3.2""POLYTIP 500PC,69,0,"128.45000","0","1","Coventry™","Active","Swab, Single Head","Foam","Plastic","Dissipative, Sealed Head","2.81"" (71.4mm)","500"
http://www.panduit.com/heiler/PartDrawings/C-COFSWB--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/FSWB-C.JPG,298-16262-ND,FSWB-C,Panduit Corp,SWAB SINGLE HEAD 100PC,1000,0,"0.35160","0","100","-","Active","Swab, Single Head","-","-","Lint Free","-","100"
https://www.mgchemicals.com/downloads/catalogs/Elec%20Maint%20catalog%20Web.pdf,//media.digikey.com/photos/MG%20Chemicals%20Photos/855-5.jpg,473-1048-ND,855-5,MG Chemicals,BRUSH CLEANING HORSE MED 5PCS,0,0,"3.54000","0","1","-","Active","Brush, Single Head","Hair, Horse","Tin","-","6.00"" (152.4mm)","5"
https://www.techspray.com/content/msds/TS-2300_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/MFG_2301-100.jpg,1873-1091-ND,2301-100,Techspray,SINGLE-TIP COTTON STICK,109,0,"5.02000","0","1","-","Active","Swab, Single Head","Cotton","Wood","Abrasion Resistant, Wrapped Head","6.00"" (152.4mm)","100"
https://www.techspray.com/content/msds/TS-2300_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/MFG_2300-100.jpg,1873-1090-ND,2300-100,Techspray,DOUBLE-TIP COTTON STICK,129,0,"5.80000","0","1","-","Active","Swab, Double Head","Cotton","Wood","Abrasion Resistant, Wrapped Head","6.00"" (152.4mm)","100"
//media.digikey.com/pdf/Data%20Sheets/MG%20Chemicals%20PDFs/811-100.pdf,//media.digikey.com/photos/MG%20Chemicals%20Photos/811-100.jpg,473-1051-ND,811-100,MG Chemicals,SWAB COTTON DOUBLE ENDED 100PCS,145,0,"5.94000","0","1","-","Active","Swab, Double Head","Cotton","Birch","Low Linting","6.00"" (152.4mm)","100"
//media.digikey.com/pdf/Data%20Sheets/MG%20Chemicals%20PDFs/811-100.pdf,//media.digikey.com/photos/MG%20Chemicals%20Photos/8112-100.jpg,473-1052-ND,8112-100,MG Chemicals,SWAB COTTON TAPER DBL END 100PCS,128,0,"5.94000","0","1","-","Active","Swab, Double Head","Cotton","Birch","Low Linting","6.00"" (152.4mm)","100"
https://www.mgchemicals.com/downloads/tds/tds-brushes.pdf,//media.digikey.com/photos/MG%20Chemicals%20Photos/852.jpg,473-1045-ND,852,MG Chemicals,BRUSH CLEANING HOG HAIR SMALL,135,0,"7.13000","0","1","-","Active","Brush, Single Head","Hair, Hog","Wood","Non-Abrasive","7.75"" (196.9mm)","1"
//media.digikey.com/pdf/Data%20Sheets/Techspray/Techspray%20Aviation%20Catalog_2017.pdf,//media.digikey.com/Photos/Techspray/2031-1.JPG,1873-1083-ND,2031-1,Techspray,BRUSH 1/8 X 3/16"" HORSE HAIR,236,0,"12.66000","0","1","-","Active","Brush, Double Head","Hair, Horse","Steel, Stainless","-","4.50"" (114.3mm)","1"
https://www.chemtronics.com/content/msds/TDS_COV5000.pdf,//media.digikey.com/photos/ITW%20Chemtronics%20Photos/52121.JPG,52121-ND,52121,Chemtronics,SWAB CLEANROOM 6.3"" POLYTIP 25PC,112,0,"24.86000","0","1","Coventry™, Pillow-Tip™","Active","Swab, Single Head","Polyester, Knit","Nylon, Glass Filled","Lint Free","6.30"" (159.0mm)","25"
https://www.mgchemicals.com/downloads/catalogs/Elec%20Maint%20catalog%20Web.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/855-144.JPG,473-1155-ND,855-144,MG Chemicals,BRUSH HORSE HAIR 1=144 PC BAG,87,0,"92.61000","0","1","-","Active","Brush, Single Head","Hair, Horse","Tin","-","6.00"" (152.4mm)","144"
//media.digikey.com/pdf/Data%20Sheets/MG%20Chemicals%20PDFs/811-100.pdf,//media.digikey.com/photos/MG%20Chemicals%20Photos/812-10.JPG,473-1053-ND,812-10,MG Chemicals,SWAB FOAM OVR CTTN SNGL END 10PC,644,0,"9.04000","0","1","-","Active","Swab, Single Head","Foam, Cotton","Birch","Shred Resistant","6.00"" (152.4mm)","10"
https://www.chemtronics.com/content/msds/TDS_Flextips.pdf,//media.digikey.com/photos/ITW%20Chemtronics%20Photos/CX50.JPG,CX50-ND,CX50,Chemtronics,SWAB FLEXTIP FOAM 4.45"",464,0,"47.54000","0","1","Flextips™","Active","Swab, Single Head","Foam","Nylon, Polypropylene","-","4.45"" (113.0mm)","50"
//media.digikey.com/pdf/Data%20Sheets/Techspray/Techspray%20Aviation%20Catalog_2017.pdf,-,1873-1082-ND,2030-1,Techspray,BRUSH 1/8 X 1/8"" GOAT HAIR,110,0,"12.01000","0","1","-","Active","Brush, Single Head","Hair, Goat","Steel, Stainless","-","3.50"" (88.9mm)","1"
//media.digikey.com/pdf/Data%20Sheets/MG%20Chemicals%20PDFs/811-100.pdf,//media.digikey.com/photos/MG%20Chemicals%20Photos/812-50.JPG,473-1054-ND,812-50,MG Chemicals,SWAB FOAM OVR CTTN SNGL END 50PC,31,0,"23.85000","0","1","-","Active","Swab, Single Head","Foam, Cotton","Birch","Shred Resistant","6.00"" (152.4mm)","50"
https://www.chemtronics.com/content/msds/TDS_COV4000.pdf,//media.digikey.com/photos/ITW%20Chemtronics%20Photos/44070.JPG,44070-ND,44070,Chemtronics,SWAB CLEANRM 3.2"" POLYTIP 500PC,88,0,"83.58000","0","1","Coventry™","Active","Swab, Single Head","Foam","Polypropylene","Sealed Head","2.81"" (71.4mm)","500"
https://www.mgchemicals.com/downloads/tds/tds-brushes.pdf,//media.digikey.com/photos/MG%20Chemicals%20Photos/859.JPG,473-1047-ND,859,MG Chemicals,BRUSH CLEANING HORSE HAIR SMALL,69,0,"5.82000","0","1","-","Active","Brush, Single Head","Hair, Hog","Wood","Non-Abrasive","7.75"" (196.9mm)","1"
https://www.techspray.com/Content/msds/231330_eng_usa_tds.pdf,//media.digikey.com/Photos/Techspray/MFG_2313-30.jpg,1873-1116-ND,2313-30,Techspray,DOUBLE-TIP POINTED COTTON STICK,21,0,"8.19000","0","1","-","Active","Swab, Double Head","Cotton","Paper","Abrasion Resistant, Wrapped Head","2.13"" (54.0mm)","30"
https://www.mgchemicals.com/downloads/tds/tds-brushes.pdf,//media.digikey.com/photos/MG%20Chemicals%20Photos/857.JPG,473-1050-ND,857,MG Chemicals,BRUSH CLEANING HOG CHISEL MED,38,0,"10.18000","0","1","-","Active","Brush, Single Head","Hair, Hog","Wood","-","5.00"" (127.0mm)","1"
http://documents.desco.com/PDF/35686.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_36097.jpg,16-1488-ND,36097,MENDA/EasyBraid,"ESD BRUSH, DISSIPATIVE, LONG HAN",26,0,"18.30000","0","1","Menda®","Active","Brush, Single Head","Nylon","Polypropylene","Abrasion Resistant, Conductive Handle, Dissipative Head","5.20"" (132.1mm)","1"
//media.digikey.com/pdf/Data%20Sheets/MG%20Chemicals%20PDFs/811-100.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_813.jpg,473-1057-ND,813-50,MG Chemicals,SWAB FOAM SINGLE ENDED 50PCS,30,0,"22.71000","0","1","-","Active","Swab, Single Head","Foam","Birch","Shred Resistant","6.00"" (152.4mm)","50"
http://documents.mendatools.com/PDF/35698.pdf,//media.digikey.com/Photos/Desco%20Photos/35698.jpg,16-1333-ND,35698,MENDA/EasyBraid,BRUSH DOUBLE HEAD NYLON 5"",60,0,"23.22000","0","1","-","Active","Brush, Double Head","Nylon","Aluminum","Abrasion Resistant, Anti-Static, Dissipative Head","5.00"" (127.0mm)","1"
http://documents.mendapump.com/PDF/35690.pdf,//media.digikey.com/photos/Desco%20Photos/35693.JPG,16-1134-ND,35693,MENDA/EasyBraid,BRUSH CONDUCTIVE FLAT FIRM 2"",61,0,"23.26000","0","1","Menda®","Active","Brush, Single Head","Hair, Hog and Horse, Yarn","Polypropylene","Conductive Head, Dissipative Handle","-","1"
https://www.techspray.com/content/msds/TS-2306_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/MFG_2306-50.jpg,1873-1094-ND,2306-50,Techspray,SUPER-TIP FOAM SWAB 50/PK,8,0,"23.90000","0","1","-","Active","Swab, Single Head","Foam","Polypropylene","Sealed Head","5.00"" (127.0mm)","50"
https://www.techspray.com/content/msds/TS-2303_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/MFG_2303-50.jpg,1873-1093-ND,2303-50,Techspray,TIP FOAM SWAB,78,0,"25.39000","0","1","-","Active","Swab, Single Head","Foam","Polypropylene","Sealed Head","5.38"" (130.5mm)","50"
//media.digikey.com/pdf/Data%20Sheets/MG%20Chemicals%20PDFs/811-100.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_814.jpg,473-1059-ND,814-50,MG Chemicals,SWAB FOAM RECTANGULAR HEAD 50PCS,49,0,"26.47000","0","1","-","Active","Swab, Single Head","Foam","Polypropylene","Shred Resistant","5.00"" (127.0mm)","50"
https://www.techspray.com/content/msds/TS-2040-2043_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/MFG_2042-1.jpg,1873-1087-ND,2042-1,Techspray,BRUSH 1-3/16 X 5/16"" HORSE HAIR,30,0,"29.57000","0","1","-","Active","Brush, Single Head","Hair, Horse","Aluminum","Conductive Handle","6.44"" (163.6mm)","1"
https://www.techspray.com/content/msds/TS-2300_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/MFG_2301-100.jpg,1873-1114-ND,2301-1000,Techspray,"SINGLE-TIP COTTON STICK, 6"" X 3/",20,0,"30.49000","0","1","-","Active","Swab, Single Head","Cotton","Wood","Abrasion Resistant, Wrapped Head","6.00"" (152.4mm)","1000"
https://www.chemtronics.com/content/msds/TDS_Foamtips.pdf,//media.digikey.com/photos/ITW%20Chemtronics%20Photos/CF4050.JPG,CF4050-ND,CF4050,Chemtronics,SWAB FOAM 2.87"" 1=50 PCS,97,0,"31.08000","0","1","Foamtips™","Active","Swab, Single Head","Foam","Polypropylene","Lint Free","3.00"" (76.2mm)","50"
https://www.chemtronics.com/content/msds/TDS_Cottontips.pdf,"//media.digikey.com/photos/ITW%20Chemtronics%20Photos/CT200,%20CT2000.jpg",CT2000-ND,CT2000,Chemtronics,COTTONTIP DBLSIDED 6"" 1000PC PK,41,0,"50.66000","0","1","Cottontips™","Active","Swab, Double Head","Cotton","Wood","Low Linting","6.00"" (152.4mm)","1000"
-,//media.digikey.com/photos/ITW%20Chemtronics%20Photos/MFG_CFP50.jpg,CFP50-ND,CFP50,Chemtronics,SWABS FOAM TIPS 6 3/4"" LONG 1=50,42,0,"65.76000","0","1","Foamtips™","Active","Swab, Double Head","Foam","Polypropylene","Additional Scrubber","6.75"" (171.0mm)","50"
https://www.chemtronics.com/content/msds/TDS_Chamois%20Tips.pdf,//media.digikey.com/photos/ITW%20Chemtronics%20Photos/CC50.jpg,CC50-ND,CC50,Chemtronics,CHAMOIS TIP 3.25"" 50 PIECE PACK,94,0,"66.38000","0","1","Chamois Tips™","Active","Swab, Single Head","Synthetic Chamois","ABS","Lint Free","3.25"" (82.6mm)","50"
https://www.chemtronics.com/content/msds/TDS_COV4000.pdf,//media.digikey.com/photos/ITW%20Chemtronics%20Photos/41050.jpg,41050-ND,41050,Chemtronics,SWAB CLEANRM 2.8"" POLYTIP 500PC,37,0,"76.34000","0","1","Coventry™","Active","Swab, Single Head","Foam","Polypropylene","Sealed Head","2.40"" (60.9mm)","500"
http://documents.mendapump.com/PDF/35690.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35692.jpg,16-1348-ND,35692,MENDA/EasyBraid,BRUSH CONDUCTIVE LONG HANDL 60MM,39,0,"17.94000","0","1","Menda®","Active","Brush, Single Head","Hair, Hog and Horse, Yarn","Polypropylene","Conductive Head, Dissipative Handle","-","1"
http://documents.mendatools.com/PDF/35699.pdf,//media.digikey.com/Photos/Desco%20Photos/35699.jpg,16-1334-ND,35699,MENDA/EasyBraid,BRUSH DBL HEAD HORSEHAIR YARN 5"",32,0,"22.56000","0","1","-","Active","Brush, Double Head","Hair, Horse, Yarn","Aluminum","Anti-Static, Conductive Head","5.00"" (127.0mm)","1"
http://documents.desco.com/PDF/35686.pdf,//media.digikey.com/Photos/Desco%20Photos/35687.jpg,16-1346-ND,35687,MENDA/EasyBraid,BRUSH DISSIPATIVE FLAT NYLON 2"",38,0,"23.92000","0","1","Menda®","Active","Brush, Single Head","Nylon","Polypropylene","Conductive Handle, Dissipative Head","-","1"
http://documents.mendapump.com/PDF/35690.pdf,//media.digikey.com/photos/Desco%20Photos/35695.JPG,16-1135-ND,35695,MENDA/EasyBraid,BRUSH CONDUCTIVE CURVE HNDL FIRM,12,0,"38.97000","0","1","Menda®","Active","Brush, Single Head","Hair, Hog and Horse, Yarn","Polypropylene","Conductive Head, Dissipative Handle","-","1"
//media.digikey.com/pdf/Data%20Sheets/MG%20Chemicals%20PDFs/Swabs.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/810D-50.jpg,473-1184-ND,810D-50,MG Chemicals,SWAB CHAMOIS DOUBLE ENDED 50PCS,63,0,"47.77000","0","1","-","Active","Swab, Double Head","Synthetic Chamois","-","Lint Free","3.00"" (76.2mm)","50"
https://www.chemtronics.com/content/msds/TDS_Flextips.pdf,//media.digikey.com/photos/ITW%20Chemtronics%20Photos/CXM50.JPG,CXM50-ND,CXM50,Chemtronics,SWAB FLEXTIP MINI 4.13"",13,0,"49.96000","0","1","Flextips™","Active","Swab, Single Head","Foam","Nylon, Polypropylene","-","4.13"" (105.0mm)","50"
//media.digikey.com/pdf/Data%20Sheets/MG%20Chemicals%20PDFs/811-100.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/812-250.jpg,473-1185-ND,812-250,MG Chemicals,SWAB FOAM OVR CTTN SGL END 250PC,5,0,"101.84000","0","1","-","Active","Swab, Single Head","Foam, Cotton","Birch","Shred Resistant","6.00"" (152.4mm)","250"
https://www.chemtronics.com/content/msds/TDS_COVESDswabs.pdf,//media.digikey.com/photos/ITW%20Chemtronics%20Photos/31040ESD.JPG,31040ESD-ND,31040ESD,Chemtronics,SWAB CLNRM ESD 2.8""POLYTIP 500PC,8,0,"142.56000","0","1","Coventry™","Active","Swab, Single Head","Polyester, Knit","Plastic","Dissipative, Sealed Head","2.36"" (59.9mm)","500"
//media.digikey.com/pdf/Data%20Sheets/MG%20Chemicals%20PDFs/Swabs.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/810-500.jpg,473-1182-ND,810-500,MG Chemicals,SWAB CHAMOIS SINGLE ENDED 500PCS,5,0,"276.00000","0","1","-","Active","Swab, Single Head","Synthetic Chamois","-","Lint Free","3.00"" (76.2mm)","500"
//media.digikey.com/pdf/Data%20Sheets/Techspray/Techspray%20Aviation%20Catalog_2017.pdf,-,1873-1078-ND,2021-1,Techspray,BRUSH 1 3/8 X 1/4"" HOG HAIR,70,0,"6.68000","0","1","-","Active","Brush, Single Head","Hair, Hog","Wood","-","7.75"" (196.9mm)","1"
https://www.techspray.com/content/msds/TS-2020-2027_ENG_TDS.pdf,-,1873-1081-ND,2027-1,Techspray,BRUSH HB WOOD GENERAL CLEANING,34,0,"10.95000","0","1","-","Active","Brush, Single Head","Hair, Hog","Wood","-","4.94"" (125.4mm)","1"
https://www.techspray.com/content/msds/TS-2020-2027_ENG_TDS.pdf,-,1873-1080-ND,2025-1,Techspray,BRUSH 1 3/8 X 1/4 SOFT BRASS,29,0,"15.38000","0","1","-","Active","Brush, Single Head","Brass","Wood","-","7.75"" (196.9mm)","1"
http://documents.mendapump.com/PDF/35690.pdf,//media.digikey.com/Photos/Menda-EasyBraid/MFG_35696.jpg,EB1531-ND,35696,MENDA/EasyBraid,ESD BRUSH COND FLAT BLACK 1/2"",45,0,"16.30000","0","1","Menda®","Active","Brush, Single Head","Hair, Horse, Yarn","Polypropylene","Conductive Head, Dissipative Handle","-","1"
http://documents.mendapump.com/PDF/35690.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35694.jpg,16-1447-ND,35694,MENDA/EasyBraid,BRUSH CONDUCTIVE SEMI-FINE 1/2"",10,0,"16.77000","0","1","Menda®","Active","Brush, Single Head","Hair, Horse, Yarn","Polypropylene","Conductive Head, Dissipative Handle","-","1"
https://www.techspray.com/content/msds/TS-2040-2043_ENG_TDS.pdf,-,1873-1086-ND,2040-1,Techspray,BRUSH 13/16 X 3/16"" HORSE HAIR,9,0,"18.09000","0","1","-","Active","Brush, Single Head","Hair, Horse","Aluminum","Conductive Handle","6.44"" (163.6mm)","1"
http://documents.desco.com/PDF/36090.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_36090.jpg,16-1484-ND,36090,MENDA/EasyBraid,"ESD BRUSH, CONDUCTIVE, ROUND ALU",19,0,"18.30000","0","1","Menda®","Active","Brush, Single Head","Synthetic Yarn","Aluminum","Conductive Handle","-","1"
http://documents.mendapump.com/PDF/35690.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_36086.jpg,16-1483-ND,36086,MENDA/EasyBraid,"ESD BRUSH, CONDUCTIVE, FLAT HAND",13,0,"18.30000","0","1","Menda®","Active","Brush, Single Head","Hair, Hog, Yarn","Polypropylene","Conductive Handle","-","1"
http://documents.mendapump.com/PDF/35690.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_36087.jpg,16-1486-ND,36087,MENDA/EasyBraid,"ESD BRUSH, CONDUCTIVE, FLAT HAND",15,0,"20.64000","0","1","Menda®","Active","Brush, Single Head","Hair, Hog, Yarn","Polypropylene","Conductive Handle","-","1"
http://documents.desco.com/PDF/35686.pdf,//media.digikey.com/Photos/Desco%20Photos/35686.jpg,16-1445-ND,35686,MENDA/EasyBraid,BRUSH DISSIPATIVE FLAT NYLON 1"",15,0,"20.78000","0","1","Menda®","Active","Brush, Single Head","Nylon","Polypropylene","Conductive Handle, Dissipative Head","-","1"
http://documents.mendapump.com/PDF/35690.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_36088.jpg,16-1478-ND,36088,MENDA/EasyBraid,"ESD BRUSH, CONDUCTIVE, FLAT HAND",21,0,"22.30000","0","1","Menda®","Active","Brush, Single Head","Hair, Hog, Yarn","Polypropylene","Conductive Handle","-","1"
http://documents.desco.com/PDF/35686.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_36095.jpg,16-1487-ND,36095,MENDA/EasyBraid,"ESD BRUSH, DISSIPATIVE, FLAT HAN",8,0,"22.30000","0","1","Menda®","Active","Brush, Single Head","Nylon","Polypropylene","Abrasion Resistant, Conductive Handle, Dissipative Head","5.10"" (129.5mm)","1"
https://www.techspray.com/content/msds/TS-2302_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/MFG_2302-50.jpg,1873-1092-ND,2302-50,Techspray,ABSORB-TIP FOAM SWAB,18,0,"25.39000","0","1","-","Active","Swab, Single Head","Foam","Polypropylene","Sealed Head","6.00"" (152.4mm)","50"
http://documents.desco.com/PDF/36092.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_36092.jpg,16-1480-ND,36092,MENDA/EasyBraid,"ESD BRUSH, CONDUCTIVE, FLAT HAND",19,0,"25.48000","0","1","Menda®","Active","Brush, Single Head","Nylon","Polypropylene","Conductive Handle","-","1"
https://www.techspray.com/content/msds/TS-2040-2043_ENG_TDS.pdf,-,1873-1088-ND,2043-1,Techspray,BRUSH 1 3/16 X 5/16"" STAINLESS S,11,0,"30.71000","0","1","-","Active","Brush, Single Head","Steel, Stainless","Aluminum","Conductive Handle","6.44"" (163.6mm)","1"
http://documents.desco.com/PDF/35686.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35689.jpg,EB1542-ND,35689,MENDA/EasyBraid,BRUSH DISSIPAT CURVE HNDL 3X1.5"",8,0,"31.38000","0","1","Menda®","Active","Brush, Single Head","Nylon","Polypropylene","Conductive Handle, Dissipative Head","-","1"
https://www.techspray.com/content/msds/TS-2307_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/MFG_2307-50.jpg,1873-1095-ND,2307-50,Techspray,MINI-TIP FOAM SWAB,12,0,"36.74000","0","1","-","Active","Swab, Single Head","Foam","Polypropylene","Sealed Head","3.66"" (93.3mm)","50"
https://www.mgchemicals.com/downloads/tds/tds-brushes.pdf,//media.digikey.com/photos/MG%20Chemicals%20Photos/MG%20CHEMICALS-%20853.jpg,473-1046-ND,853,MG Chemicals,BRUSH CLEANING HOG HAIR LARGE,11,0,"17.29000","0","1","-","Obsolete","Brush, Single Head","Hair, Hog","Wood","Non-Abrasive","8.38"" (212.7mm)","1"
//media.digikey.com/pdf/Data%20Sheets/Techspray/Techspray%20Aviation%20Catalog_2017.pdf,//media.digikey.com/Photos/Techspray/2033-1.jpg,1873-1085-ND,2033-1,Techspray,BRUSH 7/16 X 3/8"" HORSE HAIR,18,0,"9.19000","0","1","-","Active","Brush, Single Head","Hair, Horse","Steel, Zinc Plated","-","4.50"" (114.3mm)","1"
https://www.mgchemicals.com/downloads/tds/tds-brushes.pdf,//media.digikey.com/photos/MG%20Chemicals%20Photos/850.jpg,473-1043-ND,850,MG Chemicals,BRUSH CLEANING STAINLESS STEEL,16,0,"10.18000","0","1","-","Active","Brush, Single Head","Steel, Stainless","Wood","Abrasive","7.75"" (196.9mm)","1"
https://www.mgchemicals.com/downloads/tds/tds-brushes.pdf,//media.digikey.com/photos/MG%20Chemicals%20Photos/851.jpg,473-1044-ND,851,MG Chemicals,BRUSH CLEANING BRASS,15,0,"10.18000","0","1","-","Active","Brush, Single Head","Brass","Wood","Abrasive","7.75"" (196.9mm)","1"
http://documents.mendapump.com/PDF/35690.pdf,//media.digikey.com/photos/Desco%20Photos/35690.JPG,16-1133-ND,35690,MENDA/EasyBraid,BRUSH CONDUCTIVE ROUND FIRM 1/4"",20,0,"14.61000","0","1","Menda®","Active","Brush, Single Head","Hair, Hog and Horse, Yarn","Polypropylene","Conductive Head, Dissipative Handle","-","1"
http://documents.mendatools.com/PDF/35697.pdf,//media.digikey.com/Photos/Desco%20Photos/35697.jpg,16-1332-ND,35697,MENDA/EasyBraid,BRUSH SINGLE HEAD NYLON 6"",14,0,"14.91000","0","1","-","Active","Brush, Single Head","Nylon","Polypropylene","Anti-Static, Conductive Handle, Dissipative Head","6.00"" (152.4mm)","1"
http://documents.mendapump.com/PDF/35690.pdf,//media.digikey.com/photos/Desco%20Photos/MFG_35691.jpg,16-1347-ND,35691,MENDA/EasyBraid,BRUSH CONDUCTIVE LONG HANDL 30MM,11,0,"16.26000","0","1","Menda®","Active","Brush, Single Head","Hair, Hog and Horse, Yarn","Polypropylene","Conductive Head, Dissipative Handle","-","1"
http://documents.desco.com/PDF/35686.pdf,//media.digikey.com/photos/Desco%20Photos/MFG_35688.jpg,16-1446-ND,35688,MENDA/EasyBraid,BRUSH DISSIPATIVE LONG HNDL 30MM,20,0,"16.43000","0","1","Menda®","Active","Brush, Single Head","Nylon","Polypropylene","Conductive Handle, Dissipative Head","-","1"
https://www.techspray.com/content/msds/TS-2300_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/MFG_2300-100.jpg,1873-1113-ND,2300-1000,Techspray,"DOUBLE-TIP COTTON STICK, 6X3/16",3,0,"44.24000","0","1","-","Active","Swab, Double Head","Cotton","Wood","Abrasion Resistant, Wrapped Head","6.00"" (152.4mm)","1000"
//media.digikey.com/pdf/Data%20Sheets/MG%20Chemicals%20PDFs/811-100.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_813.jpg,473-1056-ND,813-10,MG Chemicals,SWAB FOAM SINGLE ENDED 10PCS,1,0,"8.70000","0","1","-","Active","Swab, Single Head","Foam","Birch","Shred Resistant","6.00"" (152.4mm)","10"
//media.digikey.com/pdf/Data%20Sheets/MG%20Chemicals%20PDFs/811-100.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_812AS.jpg,473-1055-ND,812AS-10,MG Chemicals,SWAB ANTISTAT FOAM OVR CTTN 10PC,10,0,"9.62000","0","1","-","Active","Swab, Single Head","Foam, Cotton","Birch","Antistatic, Shred Resistant","6.00"" (152.4mm)","10"
//media.digikey.com/pdf/Data%20Sheets/MG%20Chemicals%20PDFs/Swabs.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/810-15.jpg,473-1180-ND,810-15,MG Chemicals,SWAB CHAMOIS SINGLE ENDED 15PCS,2,0,"11.32000","0","1","-","Active","Swab, Single Head","Synthetic Chamois","-","Lint Free","3.00"" (76.2mm)","15"
//media.digikey.com/pdf/Data%20Sheets/MG%20Chemicals%20PDFs/Swabs.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/810D-15.jpg,473-1183-ND,810D-15,MG Chemicals,SWAB CHAMOIS DOUBLE ENDED 15PCS,9,0,"15.88000","0","1","-","Active","Swab, Double Head","Synthetic Chamois","-","Lint Free","3.00"" (76.2mm)","15"
