Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Mat Type","Shape","Length","Width","Thickness","Color","Material","Number of Layers","Features"
http://documents.staticcontrol.com/PDF/8800_Dissipative_Rubber_Mat.pdf,//media.digikey.com/renders/3M%20Renders/Blue%20Mats.jpg,8881-ND,8881,SCS,FLOOR RUNNER BLUE 4' X 24',0,0,"Obsolete","0","1","8800","Obsolete","Floor Runner","Rectangle","24' (7.32m)","4' (1.22m)","0.07"" (1.78mm)","Blue","Rubber","2","Dissipative"
-,//media.digikey.com/renders/3M%20Renders/Black%20Mats.jpg,18644X8-ND,1864 4X8,SCS,FLOOR MAT 0.125"" X 4' X 8',0,0,"Obsolete","0","1","-","Obsolete","Floor","Rectangle","8' (2.44m)","4' (1.22m)","0.13"" (3.30mm)","Black","Plastic, Rubber","-","Conductive"
http://documents.staticcontrol.com/pdf/Dissipative-Laminate-Worksurface.pdf,//media.digikey.com/renders/3M%20Renders/Beige%20Mats.jpg,83603X12-ND,8360 3X12,SCS,LAMINATE HARD DISSP 3X12' BEIGE,0,0,"Obsolete","0","5","8300","Obsolete","Table, Workbench Runner","Rectangle","12' (3.66m)","3' (0.91m)","0.04"" (1.02mm)","Beige","Laminate","1","Dissipative"
http://documents.staticcontrol.com/pdf/Dissipative-Laminate-Worksurface.pdf,//media.digikey.com/renders/3M%20Renders/Beige%20Mats.jpg,83604X8-ND,8360 4X8,SCS,LAMINATE HARD DISSP 4X8' BEIGE,0,0,"Obsolete","0","5","8300","Obsolete","Table, Workbench","Rectangle","8' (2.44m)","4' (1.22m)","0.04"" (1.02mm)","Beige","Laminate","1","Dissipative"
http://documents.staticcontrol.com/pdf/Dissipative-Laminate-Worksurface.pdf,//media.digikey.com/renders/3M%20Renders/Beige%20Mats.jpg,83605X12-ND,8360 5X12,SCS,LAMINATE HARD DISSP 5X12' BEIGE,0,0,"Obsolete","0","5","8300","Obsolete","Table, Workbench Runner","Rectangle","12' (3.66m)","5' (1.52m)","0.04"" (1.02mm)","Beige","Laminate","1","Dissipative"
http://documents.staticcontrol.com/pdf/Dissipative-Laminate-Worksurface.pdf,//media.digikey.com/renders/3M%20Renders/Gray%20Mats.jpg,83654X8-ND,8365 4X8,SCS,LAMINATE HARD DISSP 4X8' GRAY,0,0,"Obsolete","0","5","8300","Obsolete","Table, Workbench","Rectangle","8' (2.44m)","4' (1.22m)","0.04"" (1.02mm)","Gray","Laminate","1","Dissipative"
http://documents.staticcontrol.com/pdf/Dissipative-Laminate-Worksurface.pdf,//media.digikey.com/renders/3M%20Renders/Gray%20Mats.jpg,83655X12-ND,8365 5X12,SCS,LAMINATE HARD DISSP 5X12' GRAY,0,0,"Obsolete","0","5","8300","Obsolete","Table, Workbench Runner","Rectangle","12' (3.66m)","5' (1.52m)","0.04"" (1.02mm)","Gray","Laminate","1","Dissipative"
http://documents.staticcontrol.com/pdf/Dissipative-Laminate-Worksurface.pdf,//media.digikey.com/renders/3M%20Renders/Gray%20Mats.jpg,83653X12-ND,8365 3X12,SCS,LAMINATE HARD DISSP 3X12' GRAY,0,0,"Obsolete","0","5","8300","Obsolete","Table, Workbench Runner","Rectangle","12' (3.66m)","3' (0.91m)","0.04"" (1.02mm)","Gray","Laminate","1","Dissipative"
http://documents.desco.com/PDF/PM-118.pdf,//media.digikey.com/renders/Desco%20Renders/Black.jpg,15000-ND,15000,Desco,MAT CONDUCTIVE VINYL BLK 48X40',0,0,"Obsolete","0","1","Statfree CV™","Obsolete","Table, Workbench Runner","Rectangle","40' (12.19m)","4' (1.22m)","0.06"" (1.52mm)","Black","Vinyl","1","Conductive"
http://documents.desco.com/PDF/PM-118.pdf,//media.digikey.com/renders/Desco%20Renders/Black.jpg,15001-ND,15001,Desco,MAT CONDUCTIVE VINYL BLK 48X100',0,0,"Obsolete","0","1","Statfree CV™","Obsolete","Table, Workbench Runner","Rectangle","100' (30.48m)","4' (1.22m)","0.06"" (1.52mm)","Black","Vinyl","1","Conductive"
http://documents.desco.com/PDF/pm-078.pdf,//media.digikey.com/renders/Desco%20Renders/Beige.jpg,16280-ND,16280,Desco,MAT DISS VINYL BEIGE .100 36X40',0,0,"Obsolete","0","1","Statfree B™","Obsolete","Table, Workbench Runner","Rectangle","40' (12.19m)","3' (0.91m)","0.10"" (2.54mm)","Beige","Vinyl","1","Dissipative"
