Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Mat Type","Shape","Length","Width","Thickness","Color","Material","Number of Layers","Features"
https://www.descoindustries.com/PDF/Premium-Quality-Vinyl-Table-Mat.pdf,//media.digikey.com/Photos/SCS/MFG_Blue%20Vinyl.jpg,TM301200L3BL-ND,TM301200L3BL,SCS,ROLL VINYL ESD 3LAYER 2.5'X100',0,0,"1533.48000","0","1","-","Active","Table, Workbench Runner","Rectangle","100' (30.48m)","2.5' (0.76m)","0.13"" (3.30mm)","Blue","Vinyl","3","Dissipative"
https://www.descoindustries.com/PDF/Premium-Quality-Vinyl-Table-Mat.pdf,//media.digikey.com/Photos/SCS/MFG_Blue%20Vinyl.jpg,TM361200L3BL-ND,TM361200L3BL,SCS,ROLL VINYL ESD 3LAYER 3'X100',0,0,"1699.41000","0","1","-","Active","Table, Workbench Runner","Rectangle","100' (30.48m)","3' (0.91m)","0.13"" (3.30mm)","Blue","Vinyl","3","Dissipative"
http://www.aclstaticide.com/datasheets/6800TDS_1215.pdf,//media.digikey.com/Photos/ACL%20Staticide%20Photos/MFG_6800_Roll-Black.jpg,6848ST-ND,6848,ACL Staticide Inc,CONDUCTIVE STIPPLE MATTING 48""X7,0,0,"1903.01000","0","1","-","Active","Floor Runner","Rectangle","75' (22.86m)","4' (1.22m)","0.090"" (2.29mm)","Black","Vinyl","1","Conductive, Dissipative"
-,-,40982-ND,40982,Desco,VINYL ANTIFATIGUE BLK .45X36X60"",0,0,"3503.88000","0","1","Statfree DPL Plus™","Active","Floor Runner","Rectangle","60' (18.29m)","3' (0.91m)","0.45"" (11.43mm)","Black, Yellow","Foam Rubber, Vinyl","2","Anti Fatigue, Conductive"
-,//media.digikey.com/renders/Desco%20Renders/Blue.jpg,16-1009-ND,16350,Desco,MAT ESD SAFE BENCH 24""X40' BLUE,0,0,"Obsolete","0","1","Statfree®","Obsolete","Floor Runner","Rectangle","40' (12.19m)","2' (0.61m)","0.10"" (2.54mm)","Blue","Vinyl","1","Dissipative"
-,//media.digikey.com/renders/3M%20Renders/Black%20Mats.jpg,SCP209-ND,1864 4X6,SCS,FLOOR MAT ESD 4'X6' VELOSTAT,0,0,"Obsolete","0","1","-","Obsolete","Floor","Rectangle","6' (1.83m)","4' (1.22m)","0.13"" (3.30mm)","Black","Plastic, Rubber","-","Conductive"
-,//media.digikey.com/renders/3M%20Renders/Black%20Mats%20+%20accs.jpg,SCP210-ND,1864R 2X50,SCS,FLOOR RUNNER ESD 2'X50' W/CORD,0,0,"Obsolete","0","1","-","Obsolete","Floor Runner","Rectangle","50' (15.24m)","2' (0.61m)","0.13"" (3.30mm)","Black","Plastic, Rubber","-","Conductive"
//media.digikey.com/pdf/Data%20Sheets/SCS%20PDFs/8200_Series.pdf,//media.digikey.com/renders/3M%20Renders/Brown%20Mats.jpg,SCP214-ND,8201,SCS,FLOOR MAT ESD BROWN 4X6',0,0,"Obsolete","0","1","8200","Obsolete","Floor","Rectangle","6' (1.83m)","4' (1.22m)","0.14"" (3.56mm)","Brown","Vinyl","3","Conductive, Dissipative"
http://documents.staticcontrol.com/pdf/8200-Series_Dissipative-Three-Layer-Vinyl-Mat.pdf,//media.digikey.com/renders/3M%20Renders/Beige%20Mats.jpg,SCP220-ND,8212,SCS,TABLE MAT ESD BEIGE 2X4',0,0,"Obsolete","0","1","8200","Obsolete","Table, Workbench","Rectangle","4' (1.22m)","2' (0.61m)","0.14"" (3.56mm)","Beige","Vinyl","3","Dissipative"
http://documents.staticcontrol.com/PDF/8800_Dissipative_Rubber_Mat.pdf,//media.digikey.com/photos/3M%20Photos/8811.jpg,SCP225-ND,8811,SCS,TABLE MAT ESD BLUE 2X4'RUBBER,0,0,"Obsolete","0","1","8800","Obsolete","Table, Workbench","Rectangle","4' (1.22m)","2' (0.61m)","0.07"" (1.78mm)","Blue","Rubber","2","Dissipative"
http://documents.desco.com/pdf/pm-078.pdf,//media.digikey.com/renders/Desco%20Renders/Beige.jpg,16-1042-ND,16201,Desco,MAT TABLE ESD BEIGE 24""X36"",0,0,"Obsolete","0","5","Statfree B™","Obsolete","Table, Workbench","Rectangle","3' (0.91m)","2' (0.61m)","-","Beige","Vinyl","1","Dissipative"
http://documents.desco.com/pdf/pm-078.pdf,//media.digikey.com/renders/Desco%20Renders/Beige.jpg,16-1043-ND,16202,Desco,MAT TABLE ESD BEIGE 24""X48"",0,0,"Obsolete","0","5","Statfree B™","Obsolete","Table, Workbench","Rectangle","4' (1.22m)","2' (0.61m)","-","Beige","Vinyl","1","Dissipative"
http://documents.desco.com/pdf/pm-078.pdf,//media.digikey.com/renders/Desco%20Renders/Blue.jpg,16-1044-ND,16213,Desco,MAT TABLE ESD BLUE 24""X36"",0,0,"Obsolete","0","5","Statfree B™","Obsolete","Table, Workbench","Rectangle","3' (0.91m)","2' (0.61m)","-","Blue","Vinyl","1","Dissipative"
http://documents.desco.com/pdf/pm-078.pdf,//media.digikey.com/renders/Desco%20Renders/Blue.jpg,16-1045-ND,16214,Desco,MAT TABLE ESD BLUE 24""X48"",0,0,"Obsolete","0","5","Statfree B™","Obsolete","Table, Workbench","Rectangle","4' (1.22m)","2' (0.61m)","-","Blue","Vinyl","1","Dissipative"
http://documents.desco.com/pdf/pm-078.pdf,//media.digikey.com/renders/Desco%20Renders/Brown.jpg,16-1046-ND,16224,Desco,MAT TABLE ESD BROWN 24""X36"",0,0,"Obsolete","0","5","Statfree®","Obsolete","Table, Workbench","Rectangle","3' (0.91m)","2' (0.61m)","-","Brown","Vinyl","1","Dissipative"
//media.digikey.com/pdf/Data%20Sheets/Desco%20PDFs/16250_16255_16260_16270_16275.pdf,//media.digikey.com/renders/Desco%20Renders/Brown.jpg,16-1047-ND,16226,Desco,MAT TABLE ESD BROWN 24""X48"",0,0,"Obsolete","0","5","Statfree®","Obsolete","Table, Workbench","Rectangle","4' (1.22m)","2' (0.61m)","-","Brown","Vinyl","1","Dissipative"
http://documents.desco.com/PDF/10200.pdf,//media.digikey.com/renders/Desco%20Renders/Blue.jpg,10190-ND,10190,Desco,LAMINATE MICA ESD BLUE 60X12',0,0,"Obsolete","0","1","Micastat®","Obsolete","Table, Workbench Runner","Rectangle","12' (3.66m)","5' (1.52m)","0.04"" (1.02mm)","Blue","Laminate","3","Dissipative"
http://documents.desco.com/PDF/PM-074.pdf,-,16005-ND,16005,Desco,KIT BROWN VGRV W/GROUND 48X72,0,0,"Obsolete","0","1","Statfree F™","Obsolete","Floor","Rectangle","6' (1.83m)","4' (1.22m)","0.13"" (3.30mm)","Brown","Vinyl","1","Dissipative"
http://documents.desco.com/PDF/PM-074.pdf,//media.digikey.com/renders/Desco%20Renders/Brown.jpg,16006X-ND,16006X,Desco,VINYL DISS BRN VGRV .125 48X40',0,0,"Obsolete","0","1","Statfree F™","Obsolete","Floor Runner","Rectangle","40' (12.19m)","4' (1.22m)","0.13"" (3.30mm)","Brown","Vinyl","1","Dissipative"
http://documents.desco.com/pdf/pm-078.pdf,//media.digikey.com/renders/Desco%20Renders/Beige.jpg,16-1076-ND,16250,Desco,MAT VINYL DISS 24""X40'.100"" BEIG,0,0,"Obsolete","0","1","Statfree B™","Obsolete","Table, Workbench Runner","Rectangle","40' (12.19m)","2' (0.61m)","0.10"" (2.54mm)","Beige","Vinyl","1","Dissipative"
http://documents.desco.com/pdf/pm-078.pdf,//media.digikey.com/renders/Desco%20Renders/Beige.jpg,16251-ND,16251,Desco,VINYL DISS BEIGE .100 24X100',0,0,"Obsolete","0","1","Statfree B™","Obsolete","Table, Workbench Runner","Rectangle","100' (30.48m)","2' (0.61m)","0.10"" (2.54mm)","Beige","Vinyl","1","Dissipative"
http://documents.desco.com/pdf/pm-078.pdf,//media.digikey.com/renders/Desco%20Renders/Beige.jpg,16-1079-ND,16255,Desco,MAT VINYL DISS 30""X40'.100"" BEIG,0,0,"Obsolete","0","1","Statfree B™","Obsolete","Table, Workbench Runner","Rectangle","40' (12.19m)","2.5' (0.76m)","0.10"" (2.54mm)","Beige","Vinyl","1","Dissipative"
//media.digikey.com/pdf/Data%20Sheets/Desco%20PDFs/16250_16255_16260_16270_16275.pdf,//media.digikey.com/renders/Desco%20Renders/Blue.jpg,16-1077-ND,16260,Desco,MAT VINYL DISS 24""X40'.100"" BLUE,0,0,"Obsolete","0","1","Statfree B™","Obsolete","Table, Workbench Runner","Rectangle","40' (12.19m)","2' (0.61m)","0.10"" (2.54mm)","Blue","Vinyl","1","Dissipative"
http://documents.desco.com/pdf/pm-078.pdf,//media.digikey.com/renders/Desco%20Renders/Blue.jpg,16261-ND,16261,Desco,VINYL DISS BLUE .100 24X100',0,0,"Obsolete","0","1","Statfree B™","Obsolete","Table, Workbench Runner","Rectangle","100' (30.48m)","2' (0.61m)","0.10"" (2.54mm)","Blue","Vinyl","1","Dissipative"
http://documents.desco.com/pdf/pm-078.pdf,//media.digikey.com/renders/Desco%20Renders/Blue.jpg,16-1080-ND,16265,Desco,MAT VINYL DISS 30""X40'.100"" BLUE,0,0,"Obsolete","0","1","Statfree B™","Obsolete","Table, Workbench Runner","Rectangle","40' (12.19m)","2.5' (0.76m)","0.10"" (2.54mm)","Blue","Vinyl","1","Dissipative"
http://documents.desco.com/pdf/pm-078.pdf,//media.digikey.com/renders/Desco%20Renders/Blue.jpg,16266-ND,16266,Desco,VINYL DISS BLUE .100 30X100',0,0,"Obsolete","0","1","Statfree B™","Obsolete","Table, Workbench Runner","Rectangle","100' (30.48m)","2.5' (0.76m)","0.10"" (2.54mm)","Blue","Vinyl","1","Dissipative"
http://documents.desco.com/pdf/pm-078.pdf,//media.digikey.com/renders/Desco%20Renders/Blue.jpg,16267-ND,16267,Desco,VINYL DISS BLUE .100 36X100',0,0,"Obsolete","0","1","Statfree B™","Obsolete","Table, Workbench Runner","Rectangle","100' (30.48m)","3' (0.91m)","0.10"" (2.54mm)","Blue","Vinyl","1","Dissipative"
//media.digikey.com/pdf/Data%20Sheets/Desco%20PDFs/16250_16255_16260_16270_16275.pdf,//media.digikey.com/renders/Desco%20Renders/Blue.jpg,16268-ND,16268,Desco,VINYL DISS BLUE .100 48X100',0,0,"Obsolete","0","1","Statfree B™","Obsolete","Table, Workbench Runner","Rectangle","100' (30.48m)","4' (1.22m)","0.10"" (2.54mm)","Blue","Vinyl","1","Dissipative"
//media.digikey.com/pdf/Data%20Sheets/Desco%20PDFs/16250_16255_16260_16270_16275.pdf,//media.digikey.com/renders/Desco%20Renders/Brown.jpg,16-1078-ND,16270,Desco,MAT VINYL DISS 24""X40'.100"" BRWN,0,0,"Obsolete","0","1","Statfree B™","Obsolete","Table, Workbench Runner","Rectangle","40' (12.19m)","2' (0.61m)","0.10"" (2.54mm)","Brown","Vinyl","1","Dissipative"
//media.digikey.com/pdf/Data%20Sheets/Desco%20PDFs/16250_16255_16260_16270_16275.pdf,//media.digikey.com/renders/Desco%20Renders/Brown.jpg,16-1081-ND,16275,Desco,MAT VINYL DISS 30""X40'.100"" BRWN,0,0,"Obsolete","0","1","Statfree B™","Obsolete","Table, Workbench Runner","Rectangle","40' (12.19m)","2' (0.61m)","0.10"" (2.54mm)","Brown","Vinyl","1","Dissipative"
http://documents.desco.com/PDF/pm-095.pdf,//media.digikey.com/renders/Desco%20Renders/Black.jpg,40910-ND,40910,Desco,MAT ANTIFATIG RUBBER BLK 28X36,0,0,"Obsolete","0","2","Statfree A™","Obsolete","Floor","Rectangle","3' (0.91m)","2.33' (0.71m)","0.5"" (12.7mm)","Black","Rubber","1","Anti Fatigue, Conductive"
http://documents.desco.com/PDF/pm-095.pdf,//media.digikey.com/renders/Desco%20Renders/Black.jpg,40915-ND,40915,Desco,MAT INTRLCK RUBBR BLK 28X36,0,0,"Obsolete","0","2","Statfree A™","Obsolete","Floor","Rectangle","3' (0.91m)","2.33' (0.71m)","0.5"" (12.7mm)","Black","Rubber","1","Anti Fatigue, Conductive"
http://documents.desco.com/PDF/pm-095.pdf,//media.digikey.com/renders/Desco%20Renders/Black.jpg,40920-ND,40920,Desco,MAT INTRLCK RUBBR BLK 28X36,0,0,"Obsolete","0","2","Statfree A™","Obsolete","Floor","Rectangle","3' (0.91m)","2.33' (0.71m)","0.5"" (12.7mm)","Black","Rubber","1","Anti Fatigue, Conductive"
http://documents.desco.com/PDF/pm-113.pdf,"//media.digikey.com/renders/Desco%20Renders/Gray,%20Yellow%20Border.jpg",40975-ND,40975,Desco,MAT ANTIFATIGUE TYPE DPL 36X48,0,0,"Obsolete","0","1","Statfree DPL™","Obsolete","Floor","Rectangle","4' (1.22m)","3' (0.91m)","0.45"" (11.43mm)","Gray with Yellow Border","Vinyl","2","Anti Fatigue, Dissipative"
//media.digikey.com/pdf/Data%20Sheets/Desco%20PDFs/66030_66040.pdf,//media.digikey.com/renders/Desco%20Renders/Beige.jpg,16-1096-ND,66030,Desco,MAT KIT DUAL RUBBER BEIGE 24X36"",0,0,"Obsolete","0","5","Statfree T2™","Obsolete","Table, Workbench","Rectangle","3' (0.91m)","2' (0.61m)","0.06"" (1.52mm)","Beige","Rubber","2","Conductive, Dissipative"
//media.digikey.com/pdf/Data%20Sheets/Desco%20PDFs/66030_66040.pdf,//media.digikey.com/renders/Desco%20Renders/Beige.jpg,66035-ND,66035,Desco,MATTOP RUBBER BEIGE .060 24X48,0,0,"Obsolete","0","5","Statfree T2™","Obsolete","Table, Workbench","Rectangle","4' (1.22m)","2' (0.61m)","0.06"" (1.52mm)","Beige","Rubber","2","Conductive, Dissipative"
//media.digikey.com/pdf/Data%20Sheets/Desco%20PDFs/66030_66040.pdf,//media.digikey.com/renders/Desco%20Renders/Beige.jpg,66060-ND,66060,Desco,RUBBER DISS BEIGE .060 24X40',0,0,"Obsolete","0","1","Statfree®","Obsolete","Table, Workbench Runner","Rectangle","40' (12.19m)","2' (0.61m)","0.06"" (1.52mm)","Beige","Rubber","2","Dissipative"
//media.digikey.com/pdf/Data%20Sheets/Desco%20PDFs/66030_66040.pdf,//media.digikey.com/renders/Desco%20Renders/Beige.jpg,66065-ND,66065,Desco,RUBBER DISS BEIGE .060 36X40',0,0,"Obsolete","0","1","Statfree®","Obsolete","Table, Workbench Runner","Rectangle","40' (12.19m)","3' (0.91m)","0.06"" (1.52mm)","Beige","Rubber","2","Dissipative"
//media.digikey.com/pdf/Data%20Sheets/Desco%20PDFs/66030_66040.pdf,//media.digikey.com/renders/Desco%20Renders/Beige.jpg,66090-ND,66090,Desco,RUBBER DISS BEIGE .060 48X40',0,0,"Obsolete","0","1","Statfree T2™","Obsolete","Table, Workbench Runner","Rectangle","40' (12.19m)","4' (1.22m)","0.06"" (1.52mm)","Beige","Rubber","2","Conductive, Dissipative"
//media.digikey.com/pdf/Data%20Sheets/Desco%20PDFs/66030_66040.pdf,//media.digikey.com/renders/Desco%20Renders/Beige.jpg,66115-ND,66115,Desco,RUBBER DISS BEIGE .060 30X40',0,0,"Obsolete","0","1","Statfree T2™","Obsolete","Table, Workbench Runner","Rectangle","40' (12.19m)","2.5' (0.76m)","0.06"" (1.52mm)","Beige","Rubber","2","Conductive, Dissipative"
http://documents.desco.com/PDF/pm-071.pdf,//media.digikey.com/renders/Desco%20Renders/Brown.jpg,82063-ND,82063,Desco,VINYL ANTIFATIG BRN .375 36X60',0,0,"Obsolete","0","1","Statfree S™","Obsolete","Floor Runner","Rectangle","60' (18.29m)","3' (0.91m)","0.38"" (9.65mm)","Brown","Vinyl","1","Anti Fatigue, Dissipative"
http://documents.desco.com/PDF/pm-071.pdf,//media.digikey.com/renders/Desco%20Renders/Gray.jpg,82064-ND,82064,Desco,VINYL ANTIFATIG GRY .375 36X60',0,0,"Obsolete","0","1","Statfree S™","Obsolete","Floor Runner","Rectangle","60' (18.29m)","3' (0.91m)","0.38"" (9.65mm)","Gray, Light","Vinyl","1","Anti Fatigue, Dissipative"
http://documents.desco.com/PDF/pm-113.pdf,"//media.digikey.com/renders/Desco%20Renders/Gray,%20Yellow%20Border.jpg",40977DC-ND,40977,Desco,MAT ANTIFATIGUE TYPE DPL 36X60',0,0,"Obsolete","0","1","Statfree DPL™","Obsolete","Floor Runner","Rectangle","60' (18.29m)","3' (0.91m)","0.45"" (11.43mm)","Gray with Yellow Border","Vinyl","2","Anti Fatigue, Dissipative"
http://documents.desco.com/PDF/pm-113.pdf,"//media.digikey.com/renders/Desco%20Renders/Gray,%20Yellow%20Border.jpg",40976DC-ND,40976,Desco,MAT ANTIFATIGUE TYPE DPL 36X60,0,0,"Obsolete","0","1","Statfree DPL™","Obsolete","Floor","Rectangle","5' (1.52m)","3' (0.91m)","0.45"" (11.43mm)","Gray with Yellow Border","Vinyl","2","Anti Fatigue, Dissipative"
http://documents.desco.com/PDF/PM-118.pdf,//media.digikey.com/renders/Desco%20Renders/Black.jpg,15005-ND,15005,Desco,MAT 48""X40' CONDUCTIVE VINYL ROL,0,0,"Obsolete","0","1","Statfree CV™","Obsolete","Floor Runner","Rectangle","40' (12.19m)","4' (1.22m)","0.13"" (3.30mm)","Black","Vinyl","1","Conductive"
-,-,95003M-ND,9500,SCS,FLOOR RUNNER ANTI-FATIGUE 3'X 5',0,0,"Obsolete","0","1","9500","Obsolete","Floor","Rectangle","5' (1.52m)","3' (0.91m)","0.5"" (12.7mm)","Black","Rubber","-","Anti Fatigue, Dissipative"
http://documents.staticcontrol.com/pdf/8200-Series_Dissipative-Three-Layer-Vinyl-Mat.pdf,//media.digikey.com/renders/3M%20Renders/Brown%20Mats.jpg,82813M-ND,8281,SCS,FLOOR RUNNER ESD 2'X 40' BROWN,0,0,"Obsolete","0","1","8200","Obsolete","Floor Runner","Rectangle","40' (12.19m)","2' (0.61m)","0.14"" (3.56mm)","Brown","Vinyl","3","Conductive, Dissipative"
http://documents.staticcontrol.com/pdf/8200-Series_Dissipative-Three-Layer-Vinyl-Mat.pdf,//media.digikey.com/renders/3M%20Renders/Gray%20Mats.jpg,82833M-ND,8283,SCS,FLOOR RUNNER ESD 2' X 40' GRAY,0,0,"Obsolete","0","1","8200","Obsolete","Floor Runner","Rectangle","40' (12.19m)","2' (0.61m)","0.14"" (3.56mm)","Gray","Vinyl","3","Conductive, Dissipative"
//media.digikey.com/pdf/Data%20Sheets/SCS%20PDFs/8200_Series.pdf,//media.digikey.com/renders/3M%20Renders/Blue%20Mats.jpg,SCP280-ND,8284,SCS,FLOOR RUNNER ESD BLUE 2' X 40',0,0,"Obsolete","0","1","8200","Obsolete","Floor Runner","Rectangle","40' (12.19m)","2' (0.61m)","0.14"" (3.56mm)","Blue","Vinyl","3","Conductive, Dissipative"
//media.digikey.com/pdf/Data%20Sheets/SCS%20PDFs/8200_Series.pdf,//media.digikey.com/renders/3M%20Renders/Brown%20Mats.jpg,SCP281-ND,8291,SCS,FLOOR RUNNER ESD BROWN 4' X 40',0,0,"Obsolete","0","1","8200","Obsolete","Floor Runner","Rectangle","40' (12.19m)","4' (1.22m)","0.14"" (3.56mm)","Brown","Vinyl","3","Conductive, Dissipative"
http://documents.staticcontrol.com/pdf/8200-Series_Dissipative-Three-Layer-Vinyl-Mat.pdf,//media.digikey.com/renders/3M%20Renders/Gray%20Mats.jpg,82933M-ND,8293,SCS,FLOOR RUNNER ESD 4'X 40' GRAY,0,0,"Obsolete","0","1","8200","Obsolete","Floor Runner","Rectangle","40' (12.19m)","4' (1.22m)","0.14"" (3.56mm)","Gray","Vinyl","3","Conductive, Dissipative"
//media.digikey.com/pdf/Data%20Sheets/SCS%20PDFs/8200_Series.pdf,//media.digikey.com/renders/3M%20Renders/Blue%20Mats.jpg,82943M-ND,8294,SCS,FLOOR RUNNER ESD 4'X 40' BLUE,0,0,"Obsolete","0","1","8200","Obsolete","Floor Runner","Rectangle","40' (12.19m)","4' (1.22m)","0.14"" (3.56mm)","Blue","Vinyl","3","Conductive, Dissipative"
http://documents.desco.com/PDF/PM-118.pdf,//media.digikey.com/renders/Desco%20Renders/Black.jpg,16-1071-ND,15006,Desco,MAT FLOOR KIT 4'X6'.125"" BLACK,0,0,"Obsolete","0","1","Statfree CV™","Obsolete","Floor","Rectangle","6' (1.83m)","4' (1.22m)","0.13"" (3.30mm)","Black","Vinyl","1","Conductive"
http://documents.desco.com/PDF/pm-117.pdf,//media.digikey.com/renders/Desco%20Renders/Black.jpg,16-1067-ND,40935,Desco,FLOOR MAT ERGONOMIC 3X5',0,0,"Discontinued at Digi-Key","0","1","Statfree EB™","Discontinued at Digi-Key","Floor","Rectangle","5' (1.52m)","3' (0.91m)","0.5"" (12.7mm)","Black","Rubber","1","Anti Fatigue, Conductive"
http://www.aclstaticide.com/datasheets/Dualmat%20TDS_0815.pdf,//media.digikey.com/renders/ACL%20Staticide%20Renders/8385DGYR3040.jpg,8385DGYR3040-ND,8385DGYR3040,ACL Staticide Inc,MATTABLE ESD 30""X40' DK GRAY,0,0,"Obsolete","0","1","Dualmat™","Obsolete","Table, Workbench Runner","Rectangle","40' (12.19m)","2.5' (0.76m)","0.08"" (2.03mm)","Gray, Dark","Elastomer","2","Dissipative"
http://documents.staticcontrol.com/pdf/Dissipative-Laminate-Worksurface.pdf,//media.digikey.com/Photos/SCS/MFG_8343.jpg,8343-ND,8343,SCS,WORKSURFACE RIGID ESD DISSP BGE,0,0,"Obsolete","0","1","8300","Obsolete","Table, Workbench","Rectangle","3' (0.91m)","2' (0.61m)","0.13"" (3.30mm)","Beige","Laminate","1","Dissipative"
http://documents.staticcontrol.com/pdf/Dissipative-Laminate-Worksurface.pdf,//media.digikey.com/renders/3M%20Renders/Gray%20Mats.jpg,8344-ND,8344,SCS,WORKSURFACE RIGID ESD DISSP GRAY,0,0,"Obsolete","0","1","8300","Obsolete","Table, Workbench","Rectangle","3' (0.91m)","2' (0.61m)","0.13"" (3.30mm)","Gray","Laminate","1","Dissipative"
http://documents.staticcontrol.com/pdf/Dissipative-Laminate-Worksurface.pdf,//media.digikey.com/renders/3M%20Renders/Beige%20Mats.jpg,SCP654-ND,8353,SCS,WORKSURFACE RIGID ESD DISSP BGE,0,0,"Obsolete","0","1","8300","Obsolete","Table, Workbench","Rectangle","4' (1.22m)","2' (0.61m)","0.13"" (3.30mm)","Beige","Laminate","1","Dissipative"
http://documents.staticcontrol.com/pdf/Dissipative-Laminate-Worksurface.pdf,//media.digikey.com/renders/3M%20Renders/Gray%20Mats.jpg,83543M-ND,8354,SCS,WORKSURFACE RIGID ESD DISSP GRAY,0,0,"Obsolete","0","1","8300","Obsolete","Table, Workbench","Rectangle","4' (1.22m)","2' (0.61m)","0.13"" (3.30mm)","Gray","Laminate","1","Dissipative"
-,//media.digikey.com/renders/3M%20Renders/White%20Mats.jpg,8375-ND,8375,SCS,SHEETS HARD LAM DISSP WHT 5X12',0,0,"Obsolete","0","5","8300","Obsolete","Table, Workbench Runner","Rectangle","12' (3.66m)","5' (1.52m)","0.04"" (1.02mm)","White","Laminate","1","Dissipative"
http://documents.staticcontrol.com/PDF/8400_Series_Static_Control_Vinyl_Floor_Tile.pdf,//media.digikey.com/Photos/SCS/MFG_8425.jpg,84253M-ND,8425,SCS,FLOOR TILE DISS REV GRN .125X12"",0,0,"Obsolete","0","1","8400","Obsolete","Floor, Tile","Square","1' (0.30m)","1' (0.30m)","0.13"" (3.30mm)","Green, Reverse","Vinyl","1","Dissipative"
http://documents.staticcontrol.com/PDF/8400_Series_Static_Control_Vinyl_Floor_Tile.pdf,//media.digikey.com/Photos/SCS/MFG_8432.jpg,84323M-ND,8432,SCS,FLOOR TILE COND WHT 0.125 X12"",0,0,"Obsolete","0","1","8400","Obsolete","Floor, Tile","Square","1' (0.30m)","1' (0.30m)","0.13"" (3.30mm)","White","Vinyl","1","Conductive"
http://documents.staticcontrol.com/PDF/8400_Series_Static_Control_Vinyl_Floor_Tile.pdf,-,84473M-ND,8447,SCS,FLOOR TILE COND REV BLK .125X12"",0,0,"Obsolete","0","45","8400","Obsolete","Floor, Tile","Square","1' (0.30m)","1' (0.30m)","0.13"" (3.30mm)","Black, Reverse","Vinyl","1","Conductive"
http://documents.staticcontrol.com/PDF/8800_Dissipative_Rubber_Mat.pdf,//media.digikey.com/renders/3M%20Renders/Green%20Mats.jpg,88123M-ND,8812,SCS,TABLE MAT GREEN,0,0,"Obsolete","0","1","8800","Obsolete","Table, Workbench","Rectangle","4' (1.22m)","2' (0.61m)","0.07"" (1.78mm)","Green","Rubber","2","Dissipative"
http://documents.staticcontrol.com/PDF/8800_Dissipative_Rubber_Mat.pdf,//media.digikey.com/renders/3M%20Renders/Gray%20Mats.jpg,SCP663-ND,8830,SCS,TABLE MAT GRAY 3' X 4',0,0,"Obsolete","0","1","8800","Obsolete","Table, Workbench","Rectangle","4' (1.22m)","3' (0.91m)","0.07"" (1.78mm)","Gray","Rubber","2","Dissipative"
http://documents.staticcontrol.com/PDF/8800_Dissipative_Rubber_Mat.pdf,//media.digikey.com/renders/3M%20Renders/Gray%20Mats.jpg,88403M-ND,8840,SCS,TABLE RUNNER GRAY 2' X 24',0,0,"Obsolete","0","1","8800","Obsolete","Table, Workbench Runner","Rectangle","24' (7.32m)","2' (0.61m)","0.07"" (1.78mm)","Gray","Rubber","2","Dissipative"
http://documents.staticcontrol.com/PDF/8800_Dissipative_Rubber_Mat.pdf,//media.digikey.com/renders/3M%20Renders/Blue%20Mats.jpg,SCP282-ND,8841,SCS,TABLE RUNNER ESD BLUE 2' X 24',0,0,"Obsolete","0","1","8800","Obsolete","Table, Workbench Runner","Rectangle","24' (7.32m)","2' (0.61m)","0.07"" (1.78mm)","Blue","Rubber","2","Dissipative"
http://documents.staticcontrol.com/PDF/8800_Dissipative_Rubber_Mat.pdf,//media.digikey.com/renders/3M%20Renders/Green%20Mats.jpg,88423M-ND,8842,SCS,TABLE RUNNER GREEN,0,0,"Obsolete","0","1","8800","Obsolete","Table, Workbench Runner","Rectangle","24' (7.32m)","2' (0.61m)","0.07"" (1.78mm)","Green","Rubber","2","Dissipative"
http://documents.staticcontrol.com/PDF/8800_Dissipative_Rubber_Mat.pdf,//media.digikey.com/renders/3M%20Renders/Gray%20Mats.jpg,8860-ND,8860,SCS,TABLE RUNNER GRAY 3' X 24',0,0,"Obsolete","0","1","8800","Obsolete","Table, Workbench","Rectangle","24' (7.32m)","3' (0.91m)","0.07"" (1.78mm)","Gray","Rubber","2","Dissipative"
http://documents.staticcontrol.com/PDF/8800_Dissipative_Rubber_Mat.pdf,//media.digikey.com/renders/3M%20Renders/Gray%20Mats.jpg,SCP534-ND,8870,SCS,FLOOR MAT GRAY 4' X 6',0,0,"Obsolete","0","1","8800","Obsolete","Floor","Rectangle","6' (1.83m)","4' (1.22m)","0.07"" (1.78mm)","Gray","Rubber","2","Dissipative"
http://documents.staticcontrol.com/PDF/8800_Dissipative_Rubber_Mat.pdf,//media.digikey.com/renders/3M%20Renders/Blue%20Mats.jpg,SCP535-ND,8871,SCS,FLOOR MAT BLUE 4' X 6',0,0,"Obsolete","0","1","8800","Obsolete","Floor","Rectangle","6' (1.83m)","4' (1.22m)","0.07"" (1.78mm)","Blue","Rubber","2","Dissipative"
http://documents.staticcontrol.com/PDF/8800_Dissipative_Rubber_Mat.pdf,-,8880-ND,8880,SCS,FLOOR RUNNER GRAY 4' X 24',0,0,"Obsolete","0","1","8800","Obsolete","Floor Runner","Rectangle","24' (7.32m)","4' (1.22m)","0.07"" (1.78mm)","Gray","Rubber","2","Dissipative"
