Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Metal Layer","Static Discharge Shielding","Closure System","Thickness","Length - Inside","Width - Inside","Tensile Strength","Color"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/100618.JPG,SCP349-ND,100618,SCS,BAG 6X18"" STATIC SHIELD 1=1EA,1937,0,"0.21000","0","1","1000","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","18"" (457.2mm)","6"" (152.4mm)","4600 psi","Silver"
http://documents.desco.com/PDF/13605.pdf,//media.digikey.com/photos/Desco%20Photos/136XX%20SERIES.jpg,16-1393-ND,13640,Desco,BAG SHIELD MET-IN ZIP 6X8,16873,0,"0.22000","0","1","Statshield®","Active","Static Shielding Bag","In","<25nJ","Zip Lock","3.0 mil (76.2 microns)","8"" (203.2mm)","6"" (152.4mm)","-","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/100715.JPG,SCP394-ND,100715,SCS,BAG 7X15"" STATIC SHIELD 1=1EA,4147,0,"0.22000","0","1","1000","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","15"" (381mm)","7"" (177.8mm)","4600 psi","Silver"
http://documents.desco.com/PDF/13880.pdf,//media.digikey.com/Photos/Desco%20Photos/13880.JPG,16-1432-ND,13881,Desco,BAG DISS CLEAR ZIP 5X8,2084,0,"0.22000","0","1","Statfree®","Active","Static Dissipative Bag","None","-","Zip Lock","3.5 mil (88.9 microns)","8"" (203.2mm)","5"" (127mm)","5300 psi","Clear"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/100424.JPG,SCP473-ND,100424,SCS,BAG STATIC METAL-IN 4X24"" 1=1EA,6894,0,"0.23000","0","1","1000","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","24"" (609.6mm)","4"" (101.6mm)","4600 psi","Silver"
http://documents.staticcontrol.com/PDF/Dri-Shield-2000-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/3M%20Photos/70068.JPG,SCP412-ND,70068,SCS,BAG 6X8"" MOISTURE BARRIER 1=1EA,3401,0,"0.24000","0","1","Dri-Shield 2000","Active","Moisture Barrier Bag","Dual Layer","<10nJ","User Defined - Clips, Heat Seal, Tape","3.6 mil (91.44 microns)","8"" (203.2mm)","6"" (152.4mm)","7800 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/30088.JPG,SCP357-ND,30088,SCS,BAG 8X8"" ZIP STATIC SHIELD 1=1EA,2022,0,"0.24000","0","1","1000 ZipTop™","Active","Static Shielding Bag","In","<10nJ","Zip Lock","2.8 mil (71.12 microns)","8"" (203.2mm)","8"" (203.2mm)","4600 psi","Silver"
http://documents.desco.com/PDF/13605.pdf,//media.digikey.com/photos/Desco%20Photos/136XX%20SERIES.jpg,16-1035-ND,13645,Desco,BAG ESD SHLD 6""X10"" METAL-IN ZIP,1809,0,"0.24000","0","1","Statshield®","Active","Static Shielding Bag","In","<25nJ","Zip Lock","3.0 mil (76.2 microns)","10"" (254mm)","6"" (152.4mm)","-","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/100818.JPG,SCP405-ND,100818,SCS,BAG 8X18"" STATIC SHIELD 1=1EA,16671,0,"0.30000","0","1","1000","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","18"" (457.2mm)","8"" (203.2mm)","4600 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/300812.jpg,SCP475-ND,300812,SCS,BAG STATIC ZIP-TOP 8X12"" 1=1EA,6809,0,"0.31000","0","1","1000 ZipTop™","Active","Static Shielding Bag","In","<10nJ","Zip Lock","2.8 mil (71.12 microns)","12"" (304.8mm)","8"" (203.2mm)","4600 psi","Silver"
http://documents.desco.com/PDF/13405.pdf,//media.digikey.com/photos/Desco%20Photos/134XX%20SERIES.jpg,16-1500-ND,13475,Desco,BAG SHIELD METAL-IN 10X14,2600,0,"0.32000","0","1","Statshield®","Active","Static Shielding Bag","In","<25nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","14"" (355.6mm)","10"" (254mm)","-","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-3400-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/3M%20Photos/D3458.JPG,SCP509-ND,D3458,SCS,BAG 5X8"" MOISTURE BARRIER 1=1EA,3507,0,"0.33000","0","1","Dri-Shield 3400","Active","Moisture Barrier Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","4.0 mil (101.6 microns)","8"" (203.2mm)","5"" (127mm)","6000 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/1001212.jpg,SCP391-ND,1001212,SCS,BAG 12X12"" STATIC SHIELD 1=1EA,2572,0,"0.33000","0","1","1000","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","12"" (304.8mm)","12"" (304.8mm)","4600 psi","Silver"
http://documents.desco.com/PDF/13605.pdf,//media.digikey.com/photos/Desco%20Photos/136XX%20SERIES.jpg,16-1036-ND,13660,Desco,BAG ESD SHLD 8""X10"" METAL-IN ZIP,3535,0,"0.34000","0","1","Statshield®","Active","Static Shielding Bag","In","<25nJ","Zip Lock","3.0 mil (76.2 microns)","10"" (254mm)","8"" (203.2mm)","-","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/100626.JPG,SCP382-ND,100626,SCS,BAG 6X26"" STATIC SHIELD 1=1EA,2155,0,"0.34000","0","1","1000","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","26"" (660.4mm)","6"" (152.4mm)","4600 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/300912.JPG,SCP416-ND,300912,SCS,BAG 9X12"" ZIP STATIC SHLD 1=1EA,3062,0,"0.36000","0","1","1000 ZipTop™","Active","Static Shielding Bag","In","<10nJ","Zip Lock","2.8 mil (71.12 microns)","12"" (304.8mm)","9"" (228.6mm)","4600 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/300715.jpg,SCP421-ND,300715,SCS,BAG 7X15"" ZIP STATIC SHLD 1=1EA,1913,0,"0.36000","0","1","1000 ZipTop™","Active","Static Shielding Bag","In","<10nJ","Zip Lock","2.8 mil (71.12 microns)","15"" (381mm)","7"" (177.8mm)","4600 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/1001214.JPG,SCP377-ND,1001214,SCS,BAG 12X14"" STATIC SHIELD 1=1EA,1030,0,"0.36000","0","1","1000","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","14"" (355.6mm)","12"" (304.8mm)","4600 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/SCS/MFG_3001010.jpg,SCP536-ND,3001010,SCS,STAT BAG MET-IN 10""X10""ZIP 1=1EA,2622,0,"0.38000","0","1","1000 ZipTop™","Active","Static Shielding Bag","In","<10nJ","Zip Lock","2.8 mil (71.12 microns)","10"" (254mm)","10"" (254mm)","4600 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/1001416.jpg,SCP381-ND,1001416,SCS,BAG 14X16"" STATIC SHIELD 1=1EA,1110,0,"0.44000","0","1","1000","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","16"" (406.4mm)","14"" (355.6mm)","4600 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/3001212.jpg,SCP370-ND,3001212,SCS,BAG 12X12"" ZIP STATIC SLD 1=1EA,3601,0,"0.45000","0","1","1000 ZipTop™","Active","Static Shielding Bag","In","<10nJ","Zip Lock","2.8 mil (71.12 microns)","12"" (304.8mm)","12"" (304.8mm)","4600 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/3001014.jpg,SCP299-ND,3001014,SCS,BAG STATIC ZIP-TOP 10X14"" 1=1EA,1550,0,"0.45000","0","1","1000 ZipTop™","Active","Static Shielding Bag","In","<10nJ","Zip Lock","2.8 mil (71.12 microns)","14"" (355.6mm)","10"" (254mm)","4600 psi","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-3400-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/3M%20Photos/D34810.JPG,SCP512-ND,D34810,SCS,BAG 8X10"" MOISTURE BARRIER 1=1EA,1284,0,"0.47000","0","1","Dri-Shield 3400","Active","Moisture Barrier Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","4.0 mil (101.6 microns)","10"" (254mm)","8"" (203.2mm)","6000 psi","Silver"
http://documents.desco.com/PDF/13880.pdf,//media.digikey.com/Photos/Desco%20Photos/13880.JPG,16-1395-ND,13883,Desco,BAG DISS CLEAR ZIP 10X12,1515,0,"0.48000","0","1","Statfree®","Active","Static Dissipative Bag","None","-","Zip Lock","3.5 mil (88.9 microns)","12"" (304.8mm)","10"" (254mm)","5300 psi","Clear"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/1001518.JPG,SCP411-ND,1001518,SCS,BAG 15X18"" STATIC SHIELD 1=1EA,2203,0,"0.51000","0","1","1000","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","15"" (381mm)","18"" (457.2mm)","4600 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/1001618.JPG,SCP353-ND,1001618,SCS,BAG 16X18"" STATIC SHIELD 1=1EA,2766,0,"0.52000","0","1","1000","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","18"" (457.2mm)","16"" (406.4mm)","4600 psi","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-3400-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/3M%20Photos/D34610.JPG,SCP510-ND,D34610,SCS,BAG 6X10"" MOISTURE BARRIER 1=1EA,3437,0,"0.54000","0","1","Dri-Shield 3400","Active","Moisture Barrier Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","4.0 mil (101.6 microns)","10"" (254mm)","6"" (152.4mm)","6000 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/1001224.jpg,SCP406-ND,1001224,SCS,BAG 12X24"" STATIC SHIELD 1=1EA,1225,0,"0.59000","0","1","1000","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","24"" (609.6mm)","12"" (304.8mm)","4600 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/1001820.jpg,SCP420-ND,1001820,SCS,BAG 18X20"" STATIC SHIELD 1=1EA,1474,0,"0.63000","0","1","1000","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","20"" (508mm)","18"" (457.2mm)","4600 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/1001818.JPG,SCP380-ND,1001818,SCS,BAG 18X18"" STATIC SHIELD 1=1EA,1545,0,"0.64000","0","1","1000","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","18"" (457.2mm)","18"" (457.2mm)","4600 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/3001518.JPG,SCP469-ND,3001518,SCS,BAG STATIC ZIP-TOP 15X18"" 1=1EA,1613,0,"0.71000","0","1","1000 ZipTop™","Active","Static Shielding Bag","In","<10nJ","Zip Lock","2.8 mil (71.12 microns)","18"" (457.2mm)","15"" (381mm)","4600 psi","Silver"
http://documents.staticcontrol.com/PDF/Dri-Shield-2000-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/3M%20Photos/7001518.jpg,SCP342-ND,7001518,SCS,BAG STATIC/MOISTURE 15X18"" 1=1EA,1126,0,"0.99000","0","1","Dri-Shield 2000","Active","Moisture Barrier Bag","Dual Layer","<10nJ","User Defined - Clips, Heat Seal, Tape","3.6 mil (91.44 microns)","18"" (457.2mm)","15"" (381mm)","7800 psi","Silver"
http://documents.staticcontrol.com/PDF/Dri-Shield-2000-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/3M%20Photos/7001719.JPG,SCP364-ND,7001719,SCS,BAG 17X19"" MOIST BARRIER 1=1EA,1065,0,"1.05000","0","1","Dri-Shield 2000","Active","Moisture Barrier Bag","Dual Layer","<10nJ","User Defined - Clips, Heat Seal, Tape","3.6 mil (91.44 microns)","19"" (482.6mm)","17"" (431.8mm)","7800 psi","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-3400-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_D341030.jpg,SCP503-ND,D341618,SCS,BAG MOISTURE BARR 16""X18"" 1=1EA,1019,0,"1.20000","0","1","Dri-Shield 3400","Active","Moisture Barrier Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","4.0 mil (101.6 microns)","18"" (457.2mm)","16"" (406.4mm)","6000 psi","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-3000-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/SCS/MFG_D3000-SERIES.jpg,SCP464-ND,D301030,SCS,BAG STATIC/MOISTURE 10X30"" 1=1EA,3405,0,"1.35000","0","1","Dri-Shield 3000","Active","Moisture Barrier Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","6.0 mil (152.4 microns)","30"" (762mm)","10"" (254mm)","3800 psi","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-3000-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/SCS/MFG_D3000-SERIES.jpg,SCP466-ND,D301618,SCS,BAG STATIC/MOISTURE 16X18"" 1=1EA,3539,0,"1.36000","0","1","Dri-Shield 3000","Active","Moisture Barrier Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","6.0 mil (152.4 microns)","18"" (457.2mm)","16"" (406.4mm)","3800 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/1003024.jpg,SCP374-ND,1003024,SCS,BAG 30X24"" STATIC SHIELD 1=1EA,1138,0,"1.47000","0","1","1000","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","24"" (609.6mm)","30"" (762mm)","4600 psi","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-3400-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_D341030.jpg,SCP637-ND,D341820,SCS,BAG MOIST BARR MTLIN 20X18 1=1EA,629,0,"1.61000","0","1","Dri-Shield® 3400","Active","Moisture Barrier Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","4.0 mil (101.6 microns)","20"" (508mm)","18"" (457.2mm)","6000 psi","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-3400-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/SCS/MFG_D3400-SERIES.jpg,SCP620-ND,D341824,SCS,BAG MOISTURE BARR MTL IN 24""X18"",474,0,"1.69000","0","1","Dri-Shield® 3400","Active","Moisture Barrier Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","4.0 mil (101.6 microns)","24"" (609.6mm)","18"" (457.2mm)","6000 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/1002436.jpg,SCP407-ND,1002436,SCS,BAG 24X36"" STATIC SHIELD 1=1EA,1001,0,"1.85000","0","1","1000","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","36"" (914.4mm)","24"" (609.6mm)","4600 psi","Silver"
http://documents.staticcontrol.com/pdf/2120R_Cushioned_Shielding_Bag.pdf,//media.digikey.com/Photos/3M%20Photos/2120R-Series.jpg,SCP270-ND,21267,SCS,ESD SHIELD BAG 6X7"" CUSH 1=1EA,237,0,"2.05000","0","1","2120R","Active","Static Shielding Bag (Cushioned)","Out","<25nJ","User Defined - Clips, Heat Seal, Tape","125.0 mil (3175 microns)","7"" (177.8mm)","6"" (152.4mm)","6469 psi","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-3400-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/3M%20Photos/D342020.JPG,SCP515-ND,D342020,SCS,BAG 20X20"" MOIST BARRIER 1=1EA,384,0,"2.52000","0","1","Dri-Shield 3400","Active","Moisture Barrier Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","4.0 mil (101.6 microns)","20"" (508mm)","20"" (508mm)","6000 psi","Silver"
http://documents.staticcontrol.com/pdf/2120R_Cushioned_Shielding_Bag.pdf,//media.digikey.com/Photos/3M%20Photos/2120R-Series.jpg,SCP271-ND,212811,SCS,ESD SHIELD BAG 8X11"" CUSH 1=1EA,121,0,"3.01000","0","1","2120R","Active","Static Shielding Bag (Cushioned)","Out","<25nJ","User Defined - Clips, Heat Seal, Tape","125.0 mil (3175 microns)","11"" (279.4mm)","8"" (203.2mm)","6469 psi","Silver"
http://documents.staticcontrol.com/PDF/2300R-Series-Cushion-Shielding-Bags.pdf,//media.digikey.com/Photos/SCS/2301211.jpg,SCP573-ND,2301211,SCS,BAG STATIC CUSH METAL IN 11""X12"",342,0,"3.57000","0","1","2300R","Active","Static Shielding Bag (Cushioned)","In","<20nJ","User Defined - Clips, Heat Seal, Tape","150 mil (3810 microns)","11"" (279.4mm)","12"" (304.8mm)","20 lbs (9.1 kg)","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-3400-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/SCS/MFG_D3400-SERIES.jpg,SCP621-ND,D342424,SCS,BAG MOISTURE BARR MTL IN 24""X24"",865,0,"3.64000","0","1","Dri-Shield® 3400","Active","Moisture Barrier Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","4.0 mil (101.6 microns)","24"" (609.6mm)","24"" (609.6mm)","6000 psi","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-3400-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/SCS/MFG_D3400-SERIES.jpg,SCP622-ND,D342436,SCS,BAG MOISTURE BARR MTL IN 36""X24"",1186,0,"3.97000","0","1","Dri-Shield® 3400","Active","Moisture Barrier Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","4.0 mil (101.6 microns)","36"" (914.4mm)","24"" (609.6mm)","6000 psi","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-3000-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/SCS/MFG_D3000-SERIES.jpg,SCP614-ND,D302630,SCS,BAG MOISTURE BARR MTL IN 30""X26"",207,0,"4.41000","0","1","Dri-Shield® 3000","Active","Moisture Barrier Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","6.0 mil (152.4 microns)","30"" (762mm)","26"" (660.4mm)","3800 psi","Silver"
http://documents.desco.com/PDF/12910.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_Statshield-81705.JPG,16-1367-ND,12910,Desco,BAG STATIC SHIELD MTL IN 3""X5"",4008,0,"0.10000","0","1","Statshield® 81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","5"" (127mm)","3"" (76.2mm)","4600 psi","Silver"
http://documents.staticcontrol.com/PDF/81705-Bags.pdf,//media.digikey.com/Photos/SCS/MFG_Series-M.JPG,SCP693-ND,81735,SCS,STAT SHLD BAG MTL IN 3X5 1=1EA,2639,0,"0.10000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","5"" (127mm)","3"" (76.2mm)","4600 psi","Silver"
http://documents.desco.com/PDF/13405.pdf,//media.digikey.com/photos/Desco%20Photos/134XX%20SERIES.jpg,16-1029-ND,13430,Desco,BAG ESD SHIELD 5""X8"" METAL-IN,3947,0,"0.12000","0","1","Statshield®","Active","Static Shielding Bag","In","<25nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","8"" (203.2mm)","5"" (127mm)","-","Silver"
http://documents.staticcontrol.com/PDF/81705-Bags.pdf,//media.digikey.com/Photos/SCS/MFG_Series-M.JPG,SCP694-ND,81748,SCS,STATIC SHIELD BAG MTL IN 4""X8"",1300,0,"0.13000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","8"" (203.2mm)","4"" (101.6mm)","4600 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/10078.JPG,SCP355-ND,10078,SCS,BAG 7X8"" STATIC SHIELD 1=1EA,4100,0,"0.14000","0","1","1000","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","8"" (203.2mm)","7"" (177.8mm)","4600 psi","Silver"
http://documents.desco.com/PDF/13405.pdf,//media.digikey.com/photos/Desco%20Photos/134XX%20SERIES.jpg,16-1030-ND,13445,Desco,BAG ESD SHIELD 6""X10"" METAL-IN,2410,0,"0.14000","0","1","Statshield®","Active","Static Shielding Bag","In","<25nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","10"" (254mm)","6"" (152.4mm)","-","Silver"
http://documents.staticcontrol.com/PDF/81705-Bags.pdf,//media.digikey.com/Photos/SCS/MFG_Series-M.JPG,SCP713-ND,817Z35,SCS,STAT SHLD BAG MTL IN 3X5 1=1EA,1054,0,"0.16000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","Zip Lock","2.8 mil (71.12 microns)","5"" (127mm)","3"" (76.2mm)","4600 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1500_Series.pdf,//media.digikey.com/photos/3M%20Photos/150610.JPG,SCP476-ND,150610,SCS,STATIC BAG MET-OUT 6""X10"" 1=1EA,4000,0,"0.17000","0","1","1500","Active","Static Shielding Bag","Out","<10nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","10"" (254mm)","6"" (152.4mm)","4900 psi","Silver"
http://documents.desco.com/PDF/12910.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_Statshield-81705.JPG,16-1368-ND,12911,Desco,BAG STATIC SHIELD MTL IN 4""X8"",2700,0,"0.17000","0","1","Statshield® 81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","8"" (203.2mm)","4"" (101.6mm)","4600 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/100711.JPG,SCP387-ND,100711,SCS,BAG 7X11"" STATIC SHIELD 1=1EA,4256,0,"0.18000","0","1","1000","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","11"" (279.4mm)","7"" (177.8mm)","4600 psi","Silver"
http://documents.desco.com/PDF/13405.pdf,//media.digikey.com/photos/Desco%20Photos/134XX%20SERIES.jpg,16-1031-ND,13460,Desco,BAG ESD SHIELD 8""X10"" METAL-IN,2293,0,"0.20000","0","1","Statshield®","Active","Static Shielding Bag","In","<25nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","10"" (254mm)","8"" (203.2mm)","-","Silver"
http://documents.desco.com/PDF/12910.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_Statshield-81705.JPG,16-1369-ND,12912,Desco,BAG STATIC SHIELD MTL IN 5""X8"",2798,0,"0.21000","0","1","Statshield® 81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","8"" (203.2mm)","5"" (127mm)","4600 psi","Silver"
http://documents.desco.com/PDF/12910.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_Statshield-81705.JPG,16-1370-ND,12913,Desco,BAG STATIC SHIELD MTL IN 6""X8"",2580,0,"0.21000","0","1","Statshield® 81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","8"" (203.2mm)","6"" (152.4mm)","4600 psi","Silver"
http://documents.staticcontrol.com/PDF/81705-Bags.pdf,//media.digikey.com/Photos/SCS/MFG_Series-M.JPG,SCP697-ND,81788,SCS,STAT SHLD BAG MTL IN 8X8 1=1EA,1495,0,"0.22000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","8"" (203.2mm)","8"" (203.2mm)","4600 psi","Silver"
http://documents.desco.com/PDF/12910.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_Statshield-81705.JPG,16-1371-ND,12914,Desco,BAG STATIC SHIELD MTL IN 8""X8"",2332,0,"0.29000","0","1","Statshield® 81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","8"" (203.2mm)","8"" (203.2mm)","4600 psi","Silver"
http://documents.staticcontrol.com/PDF/Dri-Shield-2000-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/3M%20Photos/700610.JPG,SCP339-ND,700610,SCS,BAG STATIC/MOISTURE 6X10"" 1=1EA,1053,0,"0.29000","0","1","Dri-Shield 2000","Active","Moisture Barrier Bag","Dual Layer","<10nJ","User Defined - Clips, Heat Seal, Tape","3.6 mil (91.44 microns)","10"" (254mm)","6"" (152.4mm)","7800 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/1001115.JPG,SCP375-ND,1001115,SCS,BAG 11X15"" STATIC SHIELD 1=1EA,2393,0,"0.31000","0","1","1000","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","15"" (381mm)","11"" (279.4mm)","4600 psi","Silver"
