Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Metal Layer","Static Discharge Shielding","Closure System","Thickness","Length - Inside","Width - Inside","Tensile Strength","Color"
http://documents.desco.com/PDF/12910.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_Statshield-81705.JPG,16-1372-ND,12915,Desco,BAG STATIC SHIELD MTL IN 8""X10"",2340,0,"0.34000","0","1","Statshield® 81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","10"" (254mm)","8"" (203.2mm)","4600 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/300424.JPG,SCP462-ND,300424,SCS,BAG STATIC ZIP-TOP 4X24"" 1=1EA,1622,0,"0.35000","0","1","1000 ZipTop™","Active","Static Shielding Bag","In","<10nJ","Zip Lock","2.8 mil (71.12 microns)","24"" (609.6mm)","4"" (101.6mm)","4600 psi","Silver"
http://documents.desco.com/PDF/12910.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_Statshield-81705.JPG,16-1373-ND,12916,Desco,BAG STATIC SHIELD MTL IN 8""X12"",1505,0,"0.37000","0","1","Statshield® 81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","12"" (304.8mm)","8"" (203.2mm)","4600 psi","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-3400-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/3M%20Photos/D34412.JPG,SCP506-ND,D34412,SCS,BAG 4X12"" MOISTURE BARRIER 1=1EA,1018,0,"0.37000","0","1","Dri-Shield 3400","Active","Moisture Barrier Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","4.0 mil (101.6 microns)","12"" (304.8mm)","4"" (101.6mm)","6000 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/100630.JPG,SCP409-ND,100630,SCS,BAG 6X30"" STATIC SHIELD 1=1EA,2215,0,"0.39000","0","1","1000","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","30"" (762mm)","6"" (152.4mm)","4600 psi","Silver"
http://documents.staticcontrol.com/PDF/Dri-Shield-2000-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/3M%20Photos/700810.JPG,SCP372-ND,700810,SCS,BAG 8X10"" MOISTURE BARRIER 1=1EA,1500,0,"0.39000","0","1","Dri-Shield 2000","Active","Moisture Barrier Bag","Dual Layer","<10nJ","User Defined - Clips, Heat Seal, Tape","3.6 mil (91.44 microns)","10"" (254mm)","8"" (203.2mm)","7800 psi","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-3400-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/SCS/MFG_D3400-SERIES.jpg,SCP623-ND,D348.57,SCS,BAG MOISTURE BARR MTL IN 7""X8.5"",1083,0,"0.39000","0","1","Dri-Shield® 3400","Active","Moisture Barrier Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","4.0 mil (101.6 microns)","7"" (177.8mm)","8.5"" (215.9mm)","6000 psi","Silver"
http://documents.desco.com/PDF/12910.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_Statshield-81705.JPG,16-1374-ND,12917,Desco,BAG STATIC SHIELD MTL IN 9""X12"",1700,0,"0.45000","0","1","Statshield® 81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","12"" (304.8mm)","9"" (228.6mm)","4600 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/1001024.jpg,SCP346-ND,1001024,SCS,BAG 10X24"" STATIC SHIELD 1=1EA,1257,0,"0.47000","0","1","1000","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","24"" (609.6mm)","10"" (254mm)","4600 psi","Silver"
http://documents.desco.com/PDF/12910.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_Statshield-81705.JPG,16-1375-ND,12918,Desco,BAG STATIC SHIELD MTL IN 10""X12"",1989,0,"0.48000","0","1","Statshield® 81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","12"" (304.8mm)","10"" (254mm)","4600 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1500_Series.pdf,//media.digikey.com/Photos/SCS/MFG_150Z812.jpg,SCP568-ND,150Z812,SCS,BAG STAT SHLD MTLOUT 8X12"" 1=1EA,1252,0,"0.50000","0","1","1500","Active","Static Shielding Bag","Out","<10nJ","Zip Lock","3.0 mil (76.2 microns)","12"" (304.8mm)","8"" (203.2mm)","4900 psi","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-3400-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/SCS/MFG_D3400-SERIES.jpg,SCP624-ND,D34912,SCS,BAG MOISTURE BARR MTL IN 12""X9"",1598,0,"0.52000","0","1","Dri-Shield® 3400","Active","Moisture Barrier Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","4.0 mil (101.6 microns)","12"" (304.8mm)","9"" (228.6mm)","6000 psi","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-2700-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/SCS/MFG_D2700-SERIES.jpg,SCP633-ND,D27810,SCS,BAG MOISTURE BARR 10X8 1=1EA,1500,0,"0.53000","0","1","Dri-Shield® 2700","Active","Moisture Barrier Bag","Dual Layer","<10nJ","User Defined - Clips, Heat Seal, Tape","7.0 mil (177.8 microns)","10"" (254mm)","8"" (203.2mm)","6550 psi","Silver"
http://documents.staticcontrol.com/PDF/81705-Bags.pdf,//media.digikey.com/Photos/SCS/MFG_Series-M.JPG,SCP703-ND,8171216,SCS,STATIC SHIELD BAG MTL IN 12""X16"",1054,0,"0.54000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","16"" (406.4mm)","12"" (304.8mm)","4600 psi","Silver"
http://documents.desco.com/PDF/12910.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_Statshield-81705.JPG,16-1386-ND,12929,Desco,BAG STATIC SHIELD MTL IN 8""X10"",4990,0,"0.57000","0","1","Statshield® 81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","10"" (254mm)","8"" (203.2mm)","4600 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/300630.jpg,SCP461-ND,300630,SCS,BAG STATIC ZIP-TOP 6X30"" 1=1EA,1236,0,"0.59000","0","1","1000 ZipTop™","Active","Static Shielding Bag","In","<10nJ","Zip Lock","2.8 mil (71.12 microns)","30"" (762mm)","6"" (152.4mm)","4600 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1000_Series.pdf,//media.digikey.com/Photos/3M%20Photos/1001030.JPG,SCP378-ND,1001030,SCS,BAG 10X30"" STATIC SHIELD 1=1EA,1126,0,"0.59000","0","1","1000","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","30"" (762mm)","10"" (254mm)","4600 psi","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-3000-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/SCS/MFG_D3000-SERIES.jpg,SCP636-ND,D30810,SCS,BAG MOIST BARR MTLIN 10X8 1=1EA,1060,0,"0.63000","0","1","Dri-Shield® 3000","Active","Moisture Barrier Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","6.0 mil (152.4 microns)","10"" (254mm)","8"" (203.2mm)","3800 psi","Silver"
http://documents.desco.com/PDF/13806.pdf,//media.digikey.com/photos/Desco%20Photos/138XX%20VAPOR%20BARRIER%20SERIES.jpg,16-1019-ND,13824,Desco,BAG ESD VAPOR BARRIER 12""X16"",16905,0,"0.64000","0","1","Statshield®","Active","Moisture Barrier Bag","Dual Layer","<10nJ","User Defined - Clips, Heat Seal, Tape","3.5 mil (88.9 microns)","16"" (406.4mm)","12"" (304.8mm)","9000 psi","Silver"
http://documents.desco.com/PDF/12910.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_Statshield-81705.JPG,16-1376-ND,12919,Desco,BAG STATIC SHIELD MTL IN 12""X12"",1988,0,"0.67000","0","1","Statshield® 81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","12"" (304.8mm)","12"" (304.8mm)","4600 psi","Silver"
http://documents.desco.com/PDF/12910.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_Statshield-81705.JPG,16-1377-ND,12920,Desco,BAG STATIC SHIELD MTL IN 12""X16"",1839,0,"0.72000","0","1","Statshield® 81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","16"" (406.4mm)","12"" (304.8mm)","4600 psi","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-3000-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/SCS/MFG_D3000-SERIES.jpg,SCP634-ND,D301012,SCS,BAG MOIST BARR MTLIN 12X10 1=1EA,1070,0,"0.81000","0","1","Dri-Shield® 3000","Active","Moisture Barrier Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","6.0 mil (152.4 microns)","12"" (304.8mm)","10"" (254mm)","3800 psi","Silver"
http://documents.staticcontrol.com/PDF/Static_Shielding_Bag_1500_Series.pdf,//media.digikey.com/Photos/SCS/1501028.jpg,SCP560-ND,1501028,SCS,BAG STAT SHLD MTLOUT 10X28""1=1EA,1888,0,"0.82000","0","1","1500","Active","Static Shielding Bag","Out","<10nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","28"" (711.2mm)","10"" (254mm)","4900 psi","Silver"
http://documents.desco.com/PDF/12910.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_Statshield-81705.JPG,16-1378-ND,12921,Desco,BAG STATIC SHIELD MTL IN 12""X18"",1922,0,"0.83000","0","1","Statshield® 81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","18"" (457.2mm)","12"" (304.8mm)","4600 psi","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-2700-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/SCS/MFG_D2700-SERIES.jpg,SCP609-ND,D27820,SCS,BAG MOISTURE BAR DUAL LAYER 20X8,1148,0,"0.93000","0","1","Dri-Shield® 2700","Active","Moisture Barrier Bag","Dual Layer","<10nJ","User Defined - Clips, Heat Seal, Tape","7.0 mil (177.8 microns)","20"" (508mm)","8"" (203.2mm)","6550 psi","Silver"
http://documents.desco.com/PDF/12910.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_Statshield-81705.JPG,16-1379-ND,12922,Desco,BAG STATIC SHIELD MTL IN 15""X18"",1999,0,"1.04000","0","1","Statshield® 81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","18"" (457.2mm)","15"" (381mm)","4600 psi","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-3400-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_D341030.jpg,SCP502-ND,D341030,SCS,BAG MOISTURE BARR 10""X30"" 1=1EA,1842,0,"1.21000","0","1","Dri-Shield 3400","Active","Moisture Barrier Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","4.0 mil (101.6 microns)","30"" (762mm)","10"" (254mm)","6000 psi","Silver"
http://documents.desco.com/PDF/12910.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_Statshield-81705.JPG,16-1381-ND,12924,Desco,BAG STATIC SHIELD MTL IN 18""X20"",1987,0,"1.30000","0","1","Statshield® 81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","20"" (508mm)","18"" (457.2mm)","4600 psi","Silver"
http://documents.desco.com/PDF/12910.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_Statshield-81705.JPG,16-1380-ND,12923,Desco,BAG STATIC SHIELD MTL IN 16""X24"",1965,0,"1.41000","0","1","Statshield® 81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","24"" (609.6mm)","16"" (406.4mm)","4600 psi","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-2700-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/SCS/MFG_D2700-SERIES.jpg,SCP632-ND,D271818,SCS,BAG MOISTURE BARR 18X18 1=1EA,852,0,"1.52000","0","1","Dri-Shield® 2700","Active","Moisture Barrier Bag","Dual Layer","<10nJ","User Defined - Clips, Heat Seal, Tape","7.0 mil (177.8 microns)","18"" (457.2mm)","18"" (457.2mm)","6550 psi","Silver"
http://documents.staticcontrol.com/PDF/Dri-Shield-3700-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/SCS/MFG_D3700-SERIES.jpg,SCP626-ND,D371518,SCS,BAG MOISTURE BARR MTL IN 18""X15"",853,0,"1.56000","0","1","Dri-Shield® 3700","Active","Moisture Barrier Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","4.0 mil (101.6 microns)","18"" (457.2mm)","15"" (381mm)","9900 psi","Silver"
http://documents.desco.com/PDF/12910.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_Statshield-81705.JPG,16-1382-ND,12925,Desco,BAG STATIC SHIELD MTL IN 18""X24"",1399,0,"1.59000","0","1","Statshield® 81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","24"" (609.6mm)","18"" (457.2mm)","4600 psi","Silver"
http://documents.staticcontrol.com/PDF/Dri-Shield-3700-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/SCS/MFG_D3700-SERIES.jpg,SCP627-ND,D371618,SCS,BAG MOISTURE BARR MTL IN 18""X16"",821,0,"1.59000","0","1","Dri-Shield® 3700","Active","Moisture Barrier Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","4.0 mil (101.6 microns)","18"" (457.2mm)","16"" (406.4mm)","9900 psi","Silver"
http://documents.staticcontrol.com/PDF/2300R-Series-Cushion-Shielding-Bags.pdf,//media.digikey.com/Photos/SCS/23067.jpg,SCP575-ND,23067,SCS,BAG STATIC CUSH METAL IN 7""X6"",166,0,"1.97000","0","1","2300R","Active","Static Shielding Bag (Cushioned)","In","<20nJ","User Defined - Clips, Heat Seal, Tape","150 mil (3810 microns)","7"" (177.8mm)","6"" (152.4mm)","20 lbs (9.1 kg)","Silver"
http://documents.staticcontrol.com/PDF/Dri-Shield-3700-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/SCS/MFG_D3700-SERIES.jpg,SCP628-ND,D371824,SCS,BAG MOISTURE BARR MTL IN 24""X18"",460,0,"2.07000","0","1","Dri-Shield® 3700","Active","Moisture Barrier Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","4.0 mil (101.6 microns)","24"" (609.6mm)","18"" (457.2mm)","9900 psi","Silver"
http://documents.staticcontrol.com/PDF/81705-Bags.pdf,//media.digikey.com/Photos/SCS/MFG_Series-M.JPG,SCP709-ND,8172430,SCS,STAT SHLD BAG MTL IN 24X30 1=1EA,242,0,"2.13000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","30"" (762mm)","24"" (609.6mm)","4600 psi","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-3000-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/SCS/MFG_D3000-SERIES.jpg,SCP612-ND,D301818,SCS,BAG MOISTURE BARR MTL IN 18""X18"",738,0,"2.15000","0","1","Dri-Shield® 3000","Active","Moisture Barrier Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","6.0 mil (152.4 microns)","18"" (457.2mm)","18"" (457.2mm)","3800 psi","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-2700-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/SCS/MFG_D2700-SERIES.jpg,SCP605-ND,D271924,SCS,BAG MOIST BARR DUAL LAYER 24X19"",2480,0,"2.48000","0","1","Dri-Shield® 2700","Active","Moisture Barrier Bag","Dual Layer","<10nJ","User Defined - Clips, Heat Seal, Tape","7.0 mil (177.8 microns)","24"" (609.6mm)","19"" (482.6mm)","6550 psi","Silver"
http://documents.staticcontrol.com/PDF/2300R-Series-Cushion-Shielding-Bags.pdf,//media.digikey.com/Photos/SCS/23087.jpg,SCP571-ND,23087,SCS,BAG STATIC CUSH METAL IN 7""X8"",1257,0,"2.68000","0","1","2300R","Active","Static Shielding Bag (Cushioned)","In","<20nJ","User Defined - Clips, Heat Seal, Tape","150 mil (3810 microns)","7"" (177.8mm)","8"" (203.2mm)","20 lbs (9.1 kg)","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-2700-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/SCS/MFG_D2700-SERIES.jpg,SCP606-ND,D272124,SCS,BAG MOIST BARR DUAL LAYER 24X21"",5485,0,"2.81000","0","1","Dri-Shield® 2700","Active","Moisture Barrier Bag","Dual Layer","<10nJ","User Defined - Clips, Heat Seal, Tape","7.0 mil (177.8 microns)","24"" (609.6mm)","21"" (533.4mm)","6550 psi","Silver"
http://documents.desco.com/PDF/12910.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_Statshield-81705.JPG,16-1383-ND,12926,Desco,BAG STATIC SHIELD MTL IN 24""X30"",1913,0,"2.86000","0","1","Statshield® 81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","30"" (762mm)","24"" (609.6mm)","4600 psi","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-3000-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/SCS/MFG_D3000-SERIES.jpg,SCP613-ND,D302024,SCS,BAG MOISTURE BARR MTL IN 24""X20"",2273,0,"3.05000","0","1","Dri-Shield® 3000","Active","Moisture Barrier Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","6.0 mil (152.4 microns)","24"" (609.6mm)","20"" (508mm)","3800 psi","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-2700-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/SCS/MFG_D2700-SERIES.jpg,SCP607-ND,D272430,SCS,BAG MOIST BARR DUAL LAYER 30X24"",866,0,"3.59000","0","1","Dri-Shield® 2700","Active","Moisture Barrier Bag","Dual Layer","<10nJ","User Defined - Clips, Heat Seal, Tape","7.0 mil (177.8 microns)","30"" (762mm)","24"" (609.6mm)","6550 psi","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-3000-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/SCS/MFG_D3000-SERIES.jpg,SCP615-ND,D303230,SCS,BAG MOISTURE BARR MTL IN 30""X32"",193,0,"4.21000","0","1","Dri-Shield® 3000","Active","Moisture Barrier Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","6.0 mil (152.4 microns)","30"" (762mm)","32"" (812.8mm)","3800 psi","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-2700-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/SCS/MFG_D2700-SERIES.jpg,SCP608-ND,D273232,SCS,BAG MOIST BARR DUAL LAYER 32X32"",420,0,"4.86000","0","1","Dri-Shield® 2700","Active","Moisture Barrier Bag","Dual Layer","<10nJ","User Defined - Clips, Heat Seal, Tape","7.0 mil (177.8 microns)","32"" (812.8mm)","32"" (812.8mm)","6550 psi","Silver"
http://documents.staticcontrol.com/PDF/2300R-Series-Cushion-Shielding-Bags.pdf,//media.digikey.com/Photos/SCS/2301415.jpg,SCP574-ND,2301415,SCS,BAG STATIC CUSH METAL IN 15""X14"",221,0,"5.67000","0","1","2300R","Active","Static Shielding Bag (Cushioned)","In","<20nJ","User Defined - Clips, Heat Seal, Tape","150 mil (3810 microns)","15"" (381mm)","14"" (355.6mm)","20 lbs (9.1 kg)","Silver"
http://documents.staticcontrol.com/pdf/2120R_Cushioned_Shielding_Bag.pdf,//media.digikey.com/Photos/3M%20Photos/2120R-Series.jpg,SCP269-ND,2121415,SCS,ESD SHIELD BAG 14X15"" CUSH 1=1EA,203,0,"5.79000","0","1","2120R","Active","Static Shielding Bag (Cushioned)","Out","<25nJ","User Defined - Clips, Heat Seal, Tape","125.0 mil (3175 microns)","15"" (381mm)","14"" (355.6mm)","6469 psi","Silver"
http://documents.desco.com/PDF/12910.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_Statshield-81705.JPG,16-1384-ND,12927,Desco,BAG STATIC SHIELD MTL IN 3""X5"",5000,0,"0.22000","0","1","Statshield® 81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","5"" (127mm)","3"" (76.2mm)","4600 psi","Silver"
http://documents.desco.com/PDF/12910.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_Statshield-81705.JPG,16-1385-ND,12928,Desco,BAG STATIC SHIELD MTL IN 4""X6"",5000,0,"0.23000","0","1","Statshield® 81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","6"" (152.4mm)","4"" (101.6mm)","4600 psi","Silver"
http://documents.staticcontrol.com/pdf/Dri-Shield-3000-Moisture-Barrier-Bag.pdf,//media.digikey.com/Photos/SCS/MFG_D3000-SERIES.jpg,SCP616-ND,D30729,SCS,BAG MOISTURE BARR MTL IN 29""X7"",894,0,"1.58000","0","1","Dri-Shield® 3000","Active","Moisture Barrier Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","6.0 mil (152.4 microns)","29"" (736.6mm)","7"" (177.8mm)","3800 psi","Silver"
-,//media.digikey.com/Photos/SCS/MFG_Series-M.JPG,SCP798-ND,81744,SCS,STATIC SHIELD BAG 4X4 1=1EA,7500,0,"0.12000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","4"" (101.6mm)","4"" (101.6mm)","4600 psi","Silver"
-,//media.digikey.com/Photos/SCS/MFG_Series-M.JPG,SCP799-ND,81746,SCS,STATIC SHIELD BAG 4X6 1=1EA,4800,0,"0.12000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","6"" (152.4mm)","4"" (101.6mm)","4600 psi","Silver"
-,//media.digikey.com/Photos/SCS/MFG_Series-M.JPG,SCP801-ND,81755,SCS,STATIC SHIELD BAG 5X5 1=1EA,2295,0,"0.14000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","5"" (127mm)","5"" (127mm)","4600 psi","Silver"
-,//media.digikey.com/Photos/SCS/MFG_817Z1012.jpg,SCP814-ND,817Z23,SCS,STATIC SHIELD BAG ZIP 2X3 1=1EA,7999,0,"0.15000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","Zip Lock","2.8 mil (71.12 microns)","3"" (76.2mm)","2"" (50.8mm)","4600 psi","Silver"
-,//media.digikey.com/Photos/SCS/MFG_817Z1012.jpg,SCP815-ND,817Z33,SCS,STATIC SHIELD BAG ZIP 3X3 1=1EA,7750,0,"0.18000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","Zip Lock","2.8 mil (71.12 microns)","3"" (76.2mm)","3"" (76.2mm)","4600 psi","Silver"
-,//media.digikey.com/Photos/SCS/MFG_Series-M.JPG,SCP803-ND,817610,SCS,STATIC SHIELD BAG 6X10 1=1EA,8375,0,"0.20000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","10"" (254mm)","6"" (152.4mm)","4600 psi","Silver"
-,//media.digikey.com/Photos/SCS/MFG_817Z1012.jpg,SCP816-ND,817Z44,SCS,STATIC SHIELD BAG ZIP 4X4 1=1EA,7855,0,"0.20000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","Zip Lock","2.8 mil (71.12 microns)","4"" (101.6mm)","4"" (101.6mm)","4600 psi","Silver"
-,//media.digikey.com/Photos/SCS/MFG_Series-M.JPG,SCP802-ND,81757,SCS,STATIC SHIELD BAG 5X7 1=1EA,4950,0,"0.20000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","7"" (177.8mm)","5"" (127mm)","4600 psi","Silver"
http://documents.desco.com/PDF/13405.pdf,//media.digikey.com/photos/Desco%20Photos/134XX%20SERIES.jpg,16-1473-ND,13470,Desco,BAG ESD SHLD 10X12"" MET-IN,24232,0,"0.26000","0","1","Statshield®","Active","Static Shielding Bag","In","<25nJ","User Defined - Clips, Heat Seal, Tape","3.0 mil (76.2 microns)","12"" (304.8mm)","10"" (254mm)","-","Silver"
-,//media.digikey.com/Photos/SCS/MFG_817Z1012.jpg,SCP819-ND,817Z68,SCS,STATIC SHIELD BAG ZIP 6X8 1=1EA,4154,0,"0.28000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","Zip Lock","2.8 mil (71.12 microns)","8"" (203.2mm)","6"" (152.4mm)","4600 psi","Silver"
-,//media.digikey.com/Photos/SCS/MFG_Series-M.JPG,SCP795-ND,817414,SCS,STATIC SHIELD BAG 4X14 1=1EA,4000,0,"0.31000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","14"" (355.6mm)","4"" (101.6mm)","4600 psi","Silver"
https://www.descoindustries.com/PDF/81705-Bags.pdf,//media.digikey.com/Photos/SCS/MFG_Series-M.JPG,SCP807-ND,81785,SCS,STATIC SHIELD BAG 8X5 1=1EA,3500,0,"0.31000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","8"" (203.2mm)","5"" (127mm)","4600 psi","Silver"
-,//media.digikey.com/Photos/SCS/MFG_Series-M.JPG,SCP796-ND,817426,SCS,STATIC SHIELD BAG 4X26,4000,0,"0.39000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","26"" (660.4mm)","4"" (101.6mm)","4600 psi","Silver"
-,//media.digikey.com/Photos/SCS/MFG_Series-M.JPG,SCP797-ND,817430,SCS,STATIC SHIELD BAG 4X30 1=1EA,3500,0,"0.39000","0","1","81705","Active","Static Shielding Bag","In","<10nJ","User Defined - Clips, Heat Seal, Tape","2.8 mil (71.12 microns)","30"" (762mm)","4"" (101.6mm)","4600 psi","Silver"
