Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","For Use With/Related Products","Specifications"
https://multimedia.3m.com/mws/media/1565482O/3m-self-stick-liquid-protection-fabric-brochure.pdf,//media.digikey.com/Photos/3M%20Photos/TCDTBL-RW-56%5E-X-10FT.JPG,3M162750-ND,TCDTBL-RW-28"" X 10FT,3M (TC),LIQUID PROTECTION FABRIC 28""X10',6,0,"24.75000","0","1","-","Active","Self Stick Fabric","Liquids","28"" W x 10' L, Adhesive Back, Blue"
http://documents.desco.com/PDF/TB-3073.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_19653.jpg,16-1389-ND,19653,Desco,REMOTE ALARM FOR 19651/19652,14,0,"25.04000","0","1","-","Active","Remote Alarm","19651, 19652","-"
http://www.panduit.com/heiler/Flyers/D-GRFL02--SA-ENG-StructuredGrndTelecm-W.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_RGESD2(A)-1.jpg,298-15747-ND,RGESD2-1,Panduit Corp,ESD PORT KITS 2 HOLE 5/8 15.9MM,8,0,"27.68000","0","1","StructuredGround™","Active","ESD Port Kit","Cabinets","Includes Hardware"
http://documents.desco.com/PDF/TB-3076.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_19296.jpg,16-1583-ND,19296,Desco,MEASUREMENT LOC LABELS 25/PK,10,0,"29.29000","0","1","D","Active","Label","Surface Resistance Meter","25 Pack"
-,//media.digikey.com/Photos/Desco%20Photos/MFG_60469.jpg,16-1418-ND,60469,Desco,MOUNTING BRACKETS W/ANGLE ADJUST,24,0,"31.56000","0","1","-","Active","Mounting Bracket","Overhead Ionizer","-"
https://www.descoindustries.com/PDF/770042-Multi-Ground-Hub.pdf,-,1569-770042-ND,770042,SCS,MULTI-GOUND HUB,10,0,"32.18000","0","1","-","Active","Multiple Grounding Hub","#10 Ring Terminal (6), Banana Plug (6)","Common Ground Point"
http://documents.desco.com/PDF/37710.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_37711.jpg,16-1449-ND,37711,Desco,FOAM PINK STATIC DISS 1/2X40X48,9,0,"33.55000","0","1","Protektive Pak®","Active","Foam","Electronic Equipment","1/2"", Antistatic, Dissipative, Open Cell"
http://documents.desco.com/PDF/TB-3043.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_60507.jpg,16-1458-ND,60507,Desco,EMITTER POINTS ZVI IONIZERS 8/PK,11,0,"33.67000","0","1","-","Active","Emitter Pins","-","-"
http://documents.desco.com/PDF/07451.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_07451.jpg,16-1424-ND,07451,Desco,SHOP TRAVELER 10X12 3MIL 25PK,35,0,"35.12000","0","1","Statfree®","Active","Protective Sleeve","Storing Required Documents in ESD Area","8.5"" x 11"", 25 Clear Sheets, Dissipative"
http://documents.desco.com/PDF/TB-3076.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_19293.jpg,16-1580-ND,19293,Desco,ELECT SPACERS PAIR 10+36"" PAIR,8,0,"35.15000","0","1","D","Active","Electrode Spacers","Digital Surface Resistance Meter Electrodes","10"", 36"""
http://documents.desco.com/PDF/14361.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_14361.jpg,16-1409-ND,14361,Desco,PCB EDGE PROTECTORS 50/PK 1.5"",28,0,"39.45000","0","1","-","Active","Edge Protector","PCB Board","1.5"", Dissipative"
http://documents.desco.com/PDF/12100.pdf,//media.digikey.com/Photos/Desco%20Photos/Statfree-High-Density-Foam.jpg,16-1431-ND,12350,Desco,FOAM HIGH DENSITY 3/8"" 24X36,6,0,"41.18000","0","1","Statfree®","Active","Foam","Electronic Equipment","3/8"", Conductive"
http://documents.desco.com/PDF/13859.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_13861.jpg,16-1533-ND,13861,Desco,HUMIDITY INDICATOR 6 SPOT 200PCS,10,0,"43.40000","0","1","-","Active","Humidity Card","Moisture","Meets IPC/JEDEC J-STD-033A"
http://documents.protektivepak.com/PDF/37700.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_37700.jpg,16-1448-ND,37700,Desco,FOAM LOW DENSITY DISS 1/8X40X75,8,0,"47.39000","0","1","Protektive Pak®","Active","Foam","Electronic Equipment","1/8"", Closed-Cell, Dissipative"
http://documents.desco.com/PDF/14361.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_14362.jpg,16-1410-ND,14362,Desco,PCB EDGE PROTECTORS 50/PK 3"",7,0,"51.64000","0","1","-","Active","Edge Protector","PCB Board","3"", Dissipative"
http://documents.desco.com/PDF/41400.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_41400.jpg,16-1497-ND,41401,Desco,"ESD WORKSTATION COVER, 36"" X 48""",22,0,"52.05000","0","1","-","Active","Cover","Workstation Monitor","36"" x 48"", White, Dissipative, Imprinted, With 10mm Snap"
http://documents.desco.com/PDF/TB-5536.pdf,//media.digikey.com/photos/Desco%20Photos/94340.jpg,16-1575-ND,94340,Desco,REMOTE OP MOD UNDR BNCH,8,0,"60.65000","0","1","-","Active","Remote Input Jack","94390, 94391, 94392, 94393, SPI-20686","-"
http://documents.desco.com/PDF/14361.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_14363.jpg,16-1411-ND,14363,Desco,PCB EDGE PROTECTORS 50/PK 4"",9,0,"67.67000","0","1","-","Active","Edge Protector","PCB Board","4"", Dissipative"
http://www.aclstaticide.com/datasheets/5075TDS_0510.pdf,//media.digikey.com/Photos/ACL%20Staticide%20Photos/MFG_5075.jpg,ST1126-ND,5075,ACL Staticide Inc,ESD WASTEBASKET 11 GAL,9,0,"72.00000","0","1","Staticide®","Active","Wastebasket","5076, 5076B","11 Gallon, 13"" Dia x 21.75"" H, Dissipative"
http://documents.desco.com/PDF/14361.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_14364.jpg,16-1412-ND,14364,Desco,PCB EDGE PROTECTORS 20/PK 12"",10,0,"80.58000","0","1","-","Active","Edge Protector","PCB Board","12"", Dissipative"
http://www.aclstaticide.com/datasheets/5075TDS_0510.pdf,//media.digikey.com/Photos/ACL%20Staticide%20Photos/MFG_5078.jpg,ST1164-ND,5078,ACL Staticide Inc,PNK TRASHCAN LINER 40""X46"" 25PK,4,0,"91.00000","0","1","-","Active","Liner","Trash Receptacles","46"" L x 40"" W, 24 Pack, Pink, Static Dissipative"
-,//media.digikey.com/Photos/SCS/MFG_3052.jpg,SCP824-ND,3052,SCS,DIE SET FOR 3050 SNAPS,2,0,"98.75000","0","1","-","Active","Snap Die Set","Snap Attaching Tool","-"
https://www3.panasonic.biz/ac/e_download/fasys/staticsys/staticsys/catalog/er-q_e_cata.pdf,//media.digikey.com/photos/Panasonic%20Photos/ER-VAPS1.jpg,1110-3423-ND,ER-VAPS1,Panasonic Industrial Automation Sales,AC ADAPTER FOR IONIZER,14,0,"110.70000","0","1","ER","Active","AC Adapter","-","-"
http://www.panduit.com/heiler/PartDrawings/C-GRRGS134B--ENG.PDF,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_RGS134B-1.jpg,298-15751-ND,RGS134B-1,Panduit Corp,GROUNDING STRIP KITS 1 78.65 2M,25,0,"126.61000","0","1","StructuredGround™","Active","Grounding Hardware","Cabinet Racks","78.70"", Includes Hardware"
http://www.panduit.com/heiler/PartDrawings/C-GRRGS134--ENG.PDF,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_RGS134-1Y.jpg,298-13073-ND,RGS134-1Y,Panduit Corp,GROUNDING STRIP KITS 1 78.65 2M,4,0,"126.61000","0","1","StructuredGround™","Active","Grounding Hardware","Cabinet Racks","78.65"", Includes Hardware"
-,//media.digikey.com/Photos/ACL%20Staticide%20Photos/MFG_ACL-255.jpg,ST1170-ND,ACL 255,ACL Staticide Inc,RESISTANCE PROBES,4,0,"134.00000","0","1","-","Active","Resistivity Probes","ACL381, ACL396, ACL800 Meters","2.50"" Dia"
http://www.panduit.com/heiler/Flyers/D-GRFL02--SA-ENG-StructuredGrndTelecm-W.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_RGRB19CN.jpg,298-15749-ND,RGRB19CN,Panduit Corp,GROUNDING BUSBAR KITS 19 483MM,17,0,"134.30000","0","1","StructuredGround™","Active","Grounding Hardware","Cabinet Racks","19"", Includes Hardware"
http://www.panduit.com/heiler/PartDrawings/RGRB19U.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_RGRB19U.JPG,298-13070-ND,RGRB19U,Panduit Corp,GROUNDING BUSBAR KITS 19 483MM,10,0,"134.30000","0","1","StructuredGround™","Active","Grounding Hardware","Cabinet Racks","19"", Includes Hardware"
http://documents.protektivepak.com/PDF/37640.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_37707.jpg,16-1545-ND,37707,Desco,FOAM BLK LEAD INS GRD 1/2X36X60,4,0,"141.32000","0","1","Protektive Pak®","Active","Foam","Electronic Equipment","1/2"", Conductive, Crosslinked"
-,-,1569-770767-ND,770767,SCS,"ELECT SURFACE RESIST METER, PAIR",4,0,"151.55000","0","1","-","Active","Electrodes","Surface Resistance Meter","-"
https://www3.panasonic.biz/ac/e_download/fasys/staticsys/staticsys/catalog/er-v_e_cata.pdf,-,1110-4161-ND,ER-VAB-AT,Panasonic Industrial Automation Sales,TUBE JOINT FOR ER-VS01,19,0,"194.00000","0","1","ER-V","Active","Joint","-","-"
http://documents.desco.com/PDF/09867.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_09867.jpg,16-1430-ND,09867,Desco,TOOL HOOVER SNAP ATTACHING,3,0,"235.65000","0","1","-","Active","Snap Attaching Tool","Installing Snaps, Studs and Inserts","10mm Snap, Rivet Style"
http://www.aclstaticide.com/datasheets/380TDS_061614.pdf,//media.digikey.com/Photos/ACL%20Staticide%20Photos/MFG_ACL381.jpg,ST1140-ND,ACL 381,ACL Staticide Inc,WEIGHT KIT W/CARRYING CASE,4,0,"265.00000","0","1","-","Active","Probe","ACL 380","Case, Test Leads"
http://documents.desco.com/PDF/TB-3080.pdf,-,16-19273-ND,19273,Desco,FOOT PLATE COMBO TESTER X3,4,0,"312.30000","0","1","-","Active","Footplate","Combo Tester X3","-"
http://documents.desco.com/PDF/770758-Dual-Combination-Tester-User-Guide.pdf,-,1569-770759-ND,770759,SCS,ACCY STAND FOR DUAL COMBO TESTER,3,0,"323.28000","0","1","-","Active","Stand","Dual Combination Tester","Includes Hardware"
http://www.aclstaticide.com/datasheets/5075TDS_0510.pdf,//media.digikey.com/Photos/ACL%20Staticide%20Photos/MFG_5078.jpg,ST1156-ND,5078C,ACL Staticide Inc,PNK TRASHCAN LINER 40""X46"" 100PK,7,0,"325.00000","0","1","-","Active","Liner","Trash Receptacles","46"" L x 40"" W, 100 Pack, Pink, Static Dissipative"
http://documents.desco.com/PDF/Two-Point-Resistance-Probe-User-Guide.pdf,-,1569-770757-ND,770757,SCS,"TWO-POINT RESISTANCE PROBE, WITH",5,0,"337.50000","0","1","-","Active","Two Point Resistance Probe","701-M, SRMETER2, Resistance Pro Surface Resistance Meters","Adapter Included"
http://documents.desco.com/PDF/TB-3079.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_19297.jpg,16-1603-ND,19297,Desco,RESISTANCE PROBE,2,0,"344.25000","0","1","-","Active","Two Point Resistance Probe","Surface Resistance Meter","Adapter Included"
http://documents.desco.com/PDF/TB-3080.pdf,-,16-19272-ND,19272,Desco,STAND COMBO TESTER X3,4,0,"346.25000","0","1","-","Active","Pedestal Stand","Combo Tester X3","-"
http://documents.staticcontrol.com/PDF/Concentric-Ring-Probe-User-Guide.pdf,//media.digikey.com/Photos/SCS/770007.jpg,SCP742-ND,770007,SCS,CONCENTRIC RING PROBE,10,0,"365.00000","0","1","-","Active","Concentric Ring Probe","Surface Resistance Meter","-"
http://documents.desco.com/PDF/TB-3062.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_50005.jpg,16-1454-ND,50005,Desco,CONCENTRIC RING PROBE,2,0,"372.30000","0","1","-","Active","Concentric Ring Probe","Resistance Meters","Adapter Included"
http://documents.desco.com/PDF/14361.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_14365.jpg,16-1413-ND,14365,Desco,PCB EDGE PROTECTORS 1000',5,0,"454.22000","0","1","-","Active","Edge Protector","PCB Board","1000', Dissipative"
-,-,ST1176-ND,ACL 807,ACL Staticide Inc,CONCENTRIC POINT PEN PROBE W/CAB,2,0,"692.00000","0","1","-","Active","Concentric Point Probe","ACL Resistivity Meters","-"
-,-,2079-DH4021KS-PVC-ND,DH4021KS-PVC,"Conductive Containers, Inc.",DOCMENT HOLDER PVC 4 X 2"" W/PSA,100,0,"1.98000","0","1","-","Active","Document Holder","Documents","4"" L x 2"" W, Static Dissipative"
-,-,2079-DH4023KS-PVC-ND,DH4023KS-PVC,"Conductive Containers, Inc.",DOCMENT HOLDER PVC 5 X 4"" W/PSA,100,0,"2.96000","0","1","-","Active","Document Holder","Documents","4.75"" L x 3.75"" W, Static Dissipative"
-,-,2079-DH4022KS-PVC-ND,DH4022KS-PVC,"Conductive Containers, Inc.",DOCMENT HOLDER PVC 7 X 4.125"" W/,100,0,"3.29000","0","1","-","Active","Document Holder","Documents","7.5"" L x 4"" W, Static Dissipative"
-,-,2079-DH4025KS-PVC-ND,DH4025KS-PVC,"Conductive Containers, Inc.",DOCMENT HOLDER PVC 9 X 12"" W/O P,50,0,"9.19000","0","1","-","Active","Document Holder","Documents","8.5"" L x 11"" W, Static Dissipative"
-,-,2071-B7401-ND,B7401,Botron Company Inc.,B7401 BLUE DISSIPATIVE BINDER 1',14,0,"19.84000","0","1","-","Active","Binder","Storing Required Documents in ESD Area","11.5"" L x 10.75"" W, Blue, Dissipative"
https://corstat.com/wp-content/uploads/2019/03/CCI_SpecSheet_CCISDPU.pdf,-,2079-SDPU2436-25-ND,SDPU2436-25,"Conductive Containers, Inc.",STATIC DISS. URETHANE SOFT FOAM,29,0,"20.26000","0","1","-","Active","Foam","Electronic Equipment","24"" L x 36"" W x 0.25"" H, Static Dissipative, Urethane Foam"
-,-,2071-B7415-ND,B7415,Botron Company Inc.,B7415 BLUE DISSIPATIVE BINDER 1.,20,0,"20.35000","0","1","-","Active","Binder","Storing Required Documents in ESD Area","11.5"" L x 10.75"" W, Blue, Dissipative"
-,-,2079-KSB2416-SB-15-PVC-ND,KSB2416-SB-15-PVC,"Conductive Containers, Inc.",KLEANSTAT SMALL BUBBLE TRAY LINE,20,0,"22.80000","0","1","-","Active","Liner","Trays","24.25"" L x 16.125"" W x 0.25"" H, Static Dissipative, PVC"
https://corstat.com/wp-content/uploads/2019/03/CCI_SpecSheet_CCISDPU.pdf,-,2079-SDPU2436-38-ND,SDPU2436-38,"Conductive Containers, Inc.",STATIC DISS. URETHANE SOFT FOAM,19,0,"24.86000","0","1","-","Active","Foam","Electronic Equipment","24"" L x 36"" W x 0.375"" H, Static Dissipative, Urethane Foam"
-,//media.digikey.com/photos/Botron-Company/B9867.JPG,2071-B9867-ND,B9867,Botron Company Inc.,B9867 SILVER PUSH & CLINCH SNAPS,10,0,"28.00000","0","1","-","Active","Snap Fastener, Female","Multi-layer Mats with Conductive inner layer","10mm Diameter"
-,//media.digikey.com/photos/Botron-Company/B9868.JPG,2071-B9868-ND,B9868,Botron Company Inc.,B9868 SILVER PUSH & CLINCH SNAPS,10,0,"28.00000","0","1","-","Active","Snap Fastener, Male","Multi-layer Mats with Conductive inner layer","10mm Diameter"
https://corstat.com/wp-content/uploads/2019/03/CCI_SpecSheet_CCISDPU.pdf,-,2079-SDPU2436-50-ND,SDPU2436-50,"Conductive Containers, Inc.",STATIC DISS. URETHANE SOFT FOAM,20,0,"29.01000","0","1","-","Active","Foam","Electronic Equipment","24"" L x 36"" W x 0.5"" H, Static Dissipative, Urethane Foam"
https://corstat.com/wp-content/uploads/2019/03/CCI_SpecSheet_CCICFM_LD50CN.pdf,-,2079-CFM2436-25-ND,CFM2436-25,"Conductive Containers, Inc.",CONDUCTIVE CROSSLINK PIN FOAM 24,50,0,"29.23000","0","1","-","Active","Foam","Electronic Equipment","24"" L x 36"" W x 0.25"" H, Conductive, Crosslinked"
-,-,2071-B17156-ND,B17156,Botron Company Inc.,B17156 BLACK CONDUCTIVE WASTE BI,8,0,"31.01000","0","1","-","Active","Waste Bin","Manufacturing Areas","11"" L x 8"" W x 12.5"" H, Antistatic, Conductive"
-,-,2071-B9844-ND,B9844,Botron Company Inc.,B9844 BLUE SNAP TOOL,39,0,"33.34000","0","1","-","Active","Snap Attaching Tool","Installing Snaps, Studs and Inserts","Blue, Gray"
-,-,2071-BE2018-ND,BE2018,Botron Company Inc.,PINK ANTI-STATIC BANDS 1/BAG,19,0,"34.60000","0","1","-","Active","Rubber Band","Bundling IC Tubes and Trays, Static Sensitive Components","2"" Dia x 1/8"" T, Antistatic, Dissipative, Pink"
-,-,2071-BE3512-ND,BE3512,Botron Company Inc.,PINK ANTI-STATIC BANDS 1/BAG,10,0,"34.60000","0","1","-","Active","Rubber Band","Bundling IC Tubes and Trays, Static Sensitive Components","3 1/2"" Dia x 1/8"" T, Antistatic, Dissipative, Pink"
-,-,2071-BE5014-ND,BE5014,Botron Company Inc.,PINK ANTI-STATIC BANDS 1/BAG,9,0,"34.60000","0","1","-","Active","Rubber Band","Bundling IC Tubes and Trays, Static Sensitive Components","5"" Dia x 1/4"" T, Antistatic, Dissipative, Pink"
-,//media.digikey.com/photos/Botron-Company/B9865.jpg,2071-B9865-ND,B9865,Botron Company Inc.,B9865 SILVER UNIVERSAL SCREW-IN,10,0,"34.95000","0","1","-","Active","Snap Kit","Mats","9.53mm Snap Socket, 9.53mm Snap Stud"
-,-,2071-BE3016-ND,BE3016,Botron Company Inc.,BLACK DISSIPATIVE BANDS 1/BAG,10,0,"42.08000","0","1","-","Active","Rubber Band","Bundling IC Tubes and Trays, Static Sensitive Components","3"" Dia x 1/16"" T, Black, Conductive"
-,-,2071-BE5114-ND,BE5114,Botron Company Inc.,BLACK DISSIPATIVE BANDS 1/BAG,9,0,"42.08000","0","1","-","Active","Rubber Band","Bundling IC Tubes and Trays, Static Sensitive Components","5"" Dia x 1/4"" T, Black, Conductive"
-,-,2071-BE8014-ND,BE8014,Botron Company Inc.,PINK ANTI-STATIC BANDS 1=1BAG,9,0,"42.08000","0","1","-","Active","Rubber Band","Bundling IC Tubes and Trays, Static Sensitive Components","8"" Dia x 1/4"" T, Antistatic, Dissipative, Pink"
https://corstat.com/wp-content/uploads/2019/03/CCI_SpecSheet_CCISDFM_LD30.pdf,-,2079-SDFM3740-25-ND,SDFM3740-25,"Conductive Containers, Inc.",DISS. CROSSLINK POLYETH FOAM 37,24,0,"43.59000","0","1","-","Active","Foam","Electronic Equipment","37.5"" L x 40"" W x 0.25"" H, Crosslinked, Dissipatve"
-,-,2071-BE4518-ND,BE4518,Botron Company Inc.,BLACK DISSIPATIVE BANDS 1/BAG,10,0,"44.23000","0","1","-","Active","Rubber Band","Bundling IC Tubes and Trays, Static Sensitive Components","4 1/2"" Dia x 1/8"" T, Black, Conductive"
-,-,2071-BE7518-ND,BE7518,Botron Company Inc.,BLACK DISSIPATIVE BANDS 1/BAG,9,0,"45.47000","0","1","-","Active","Rubber Band","Bundling IC Tubes and Trays, Static Sensitive Components","7 1/2"" Dia x 1/8"" T, Black, Conductive"
https://corstat.com/wp-content/uploads/2019/03/CCI_SpecSheet_CCICFM_LD50CN.pdf,-,2079-CFM2436-50-ND,CFM2436-50,"Conductive Containers, Inc.",CONDUCTIVE CROSSLINK PIN FOAM 24,25,0,"57.42000","0","1","-","Active","Foam","Electronic Equipment","24"" L x 36"" W x 0.5"" H, Conductive, Crosslinked"
http://documents.mendapump.com/PDF/34454.pdf,//media.digikey.com/photos/Desco%20Photos/MFG_34454.jpg,34454-ND,34454,MENDA/EasyBraid,ESD SHP TRVLR 10X12 CLR/RD 10PK,8,0,"65.41000","0","1","Menda®","Active","Protective Sleeve","Storing Required Documents in ESD Area","10"" x 12"", 10 Clear Sheets, Dissipative, Includes Liner, Red Top, Zip"
-,//media.digikey.com/Photos/SCS/MFG_CTA101.jpg,SCP257-ND,CTA101,SCS,ACCESSORY CABLE SCANEM PROBES,3,0,"94.08000","0","1","ScanEM® Probes","Obsolete","Adapters, Cable","Scan EM® Probes","-"
http://www.aclstaticide.com/datasheets/680TDS_0812.pdf,//media.digikey.com/Photos/ACL%20Staticide%20Photos/MFG_ACL682.jpg,ST1171-ND,ACL 682,ACL Staticide Inc,FOOTPLATE,2,0,"100.00000","0","1","-","Obsolete","Footplate","680 Testers","-"
http://documents.staticcontrol.com/PDF/960-Mini-Air-Ionizer-User-Guide.pdf,//media.digikey.com/Photos/SCS/MFG_770754.jpg,770754-ND,770754,SCS,ADAPTER 230VAC IN 24VAC OUT EURO,10,0,"185.00000","0","1","-","Active","AC Adapter","960, 980, 980E","24VAC, European Plug"
http://documents.desco.com/PDF/12100.pdf,//media.digikey.com/Photos/Desco%20Photos/Statfree-High-Density-Foam.jpg,16-1231-ND,12250,Desco,FOAM HIGH DENSITY 1/4"" 24X36,5,0,"26.95000","0","1","Statfree®","Active","Foam","Electronic Equipment","1/4"", Conductive"
http://documents.protektivepak.com/PDF/37640.pdf,//media.digikey.com/photos/Desco%20Photos/MFG_37640.jpg,16-1543-ND,37640,Desco,FOAM BLACK COND LEAD INS GRADE,81,0,"0.57000","0","1","Protektive Pak®","Active","Foam","Electronic Equipment","1/4"", Conductive, Crosslinked"
http://documents.protektivepak.com/PDF/37640.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_37645.jpg,16-1544-ND,37645,Desco,FOAM BLACK COND LEAD INS GRADE,20,0,"2.01000","0","1","Protektive Pak®","Active","Foam","Electronic Equipment","1/4"", Conductive, Crosslinked"
http://documents.staticcontrol.com/PDF/Snaps_Pres-N-Snap_Tool.pdf,//media.digikey.com/Photos/3M%20Photos/SNAPSOCKET3%5E8.jpg,SCP641-ND,SNAPSOCKET3/8,SCS,SNAP 3/8"" FEMALE FOR MATS 10PC,20,0,"3.87000","0","1","-","Active","Snap Fastener, Female","1800/880 Series Mats and Runners","10mm Diameter"
http://documents.desco.com/PDF/41400.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_41400.jpg,16-1450-ND,41400,Desco,"ESD WORKSTATION COVER, 18"" X 24""",4,0,"25.72000","0","1","-","Active","Cover","Workstation Monitor","18"" x 24"", White, Dissipative, Imprinted, With 10mm Snap"
http://documents.desco.com/PDF/09839.pdf,//media.digikey.com/Photos/Desco%20Photos/09839.jpg,16-1326-ND,09839,Desco,USB GROUND ADAPTER,19,0,"7.96000","0","1","-","Active","Ground Point Adapter","Ground Cords and Wrist Straps","6.50"", Banana Jack to USB"
-,//media.digikey.com/photos/3M%20Photos/CTA245.jpg,SCP253-ND,CTA245,SCS,REPLACEMENT JACKS FOR WS AWARE,6,0,"12.39000","0","1","WS Aware®","Active","Replacement Jacks","Workstation Monitor","-"
https://www3.panasonic.biz/ac/e_download/fasys/staticsys/staticsys/catalog/er-q_e_cata.pdf,//media.digikey.com/photos/Panasonic%20Photos/ER-QMS1.jpg,1110-2582-ND,ER-QMS1,Panasonic Industrial Automation Sales,MOUNTING BRACKET FOR ER-Q,25,0,"14.00000","0","1","ER-Q","Active","Mounting Bracket","ER-Q","-"
https://www3.panasonic.biz/ac/e_download/fasys/staticsys/staticsys/catalog/er-v_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ER-VCCJx.jpg,1110-2590-ND,ER-VCCJ2,Panasonic Industrial Automation Sales,2M CABLE FOR ER-V,17,0,"16.00000","0","1","ER-V","Active","Cable","-","-"
https://www3.panasonic.biz/ac/e_download/fasys/staticsys/staticsys/catalog/er-q_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/ER-QCC2.jpg,1110-1008-ND,ER-QCC2,Panasonic Industrial Automation Sales,ER-Q CABLE WITH CONNECTOR,9,0,"18.00000","0","1","ER-Q","Active","Adapters, Cable","Ionizer","6' (2m)"
https://www3.panasonic.biz/ac/e_download/fasys/staticsys/staticsys/catalog/er-v_e_cata.pdf,//media.digikey.com/photos/Panasonic%20Photos/ER-VAK10.JPG,1110-2587-ND,ER-VAK10,Panasonic Industrial Automation Sales,SHAPE-PRESERVING TUBE 112MM,5,0,"29.00000","0","1","ER-V","Active","Tube","ER-VS01","-"
https://www3.panasonic.biz/ac/e_download/fasys/staticsys/staticsys/catalog/er-v_e_cata.pdf,//media.digikey.com/photos/Panasonic%20Photos/ER-VAK30.jpg,1110-2588-ND,ER-VAK30,Panasonic Industrial Automation Sales,SHAPE-PRESERVING TUBE 312MM,4,0,"33.00000","0","1","ER-V","Active","Tube","ER-VS01","-"
-,//media.digikey.com/photos/Panasonic%20Photos/ER-VANT2.JPG,1110-3422-ND,ER-VANT2,Panasonic Industrial Automation Sales,DISCHARGE NEEDLE FOR ER-VS02,5,0,"58.00000","0","1","ER-V","Active","Discharge Electrode Module","-","-"
https://www3.panasonic.biz/ac/e_download/fasys/staticsys/staticsys/catalog/er-vw_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/ER-VWCC2.jpg,1110-1002-ND,ER-VWCC2,Panasonic Industrial Automation Sales,CABLE W/ CONNECTOR 2M LENGTH,5,0,"59.00000","0","1","ER-VW","Active","Adapters, Cable","Ionizer","6' (2m)"
https://www3.panasonic.biz/ac/e_download/fasys/staticsys/staticsys/catalog/er-v_e_cata.pdf,//media.digikey.com/photos/Panasonic%20Photos/ER-AF10.JPG,1110-2576-ND,ER-AF10,Panasonic Industrial Automation Sales,MINI LINE FILTER 40 L/MIN,5,0,"64.00000","0","1","ER-V","Active","Filter","-","-"
https://www3.panasonic.biz/ac/e_download/fasys/staticsys/staticsys/catalog/er-x_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ER-XANT.jpg,1110-1502-ND,ER-XANT,Panasonic Industrial Automation Sales,IONIZER EMITTER PIN FOR ER-X SER,0,2,"80.00000","0","1","ER-X","Active","Emitter Pins","-","-"
https://www3.panasonic.biz/ac/e_download/fasys/staticsys/staticsys/catalog/er-x_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ER-XCC2.jpg,1110-1506-ND,ER-XCC2,Panasonic Industrial Automation Sales,CABLE 2M CONNECTOR FOR ER-X,5,0,"90.00000","0","1","ER-X","Active","Cable","ER-X Ionizers","6.56'"
https://www3.panasonic.biz/ac/e_download/fasys/staticsys/staticsys/catalog/er-x_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ER-XCCJ5H.jpg,1110-1509-ND,ER-XCCJ5H,Panasonic Industrial Automation Sales,5M SENSOR HEAD CONNECTION CABLE,1,0,"110.00000","0","1","ER-X","Active","Cable","ER-X Ionizers","16.40'"
https://www3.panasonic.biz/ac/e_download/fasys/staticsys/staticsys/catalog/er-q_e_cata.pdf,//media.digikey.com/photos/Panasonic%20Photos/ER-QFX5.JPG,1110-2581-ND,ER-QFX5,Panasonic Industrial Automation Sales,REPLACEMENT FILTERS- ER-Q 5PCS,10,0,"12.50000","0","1","ER-Q","Active","Filter","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Desco%20PDFs/0970050,80,82.pdf",//media.digikey.com/Photos/Desco%20Photos/MFG_09780.jpg,16-1522-ND,09780,Desco,RING TERMINAL BANANA JACK .200,0,0,"1.93000","0","1","-","Active","Ring Terminal Banana Jack","Banana Plug Adapters","#10 Ring Terminal"
