Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","For Use With/Related Products","Specifications"
http://documents.desco.com/PDF/PS-2049.PDF,//media.digikey.com/Photos/Desco%20Photos/MFG_12140.jpg,16-1528-ND,12140,Desco,WRSTBND CNNCT 10MM STD-4MM SKT,24,0,"3.88000","0","1","-","Active","Adapter","Ground Cords, Wristbands","-"
http://documents.protektivepak.com/PDF/37150.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_37453.jpg,16-1541-ND,37453,Desco,FOAM STATIC DISS 44 BTM PAD,20,0,"6.69000","0","1","Protektive Pak®","Active","Foam, Bottom","Electronic Equipment","1/4"" Crosslinked, Dissipative"
https://multimedia.3m.com/mws/media/1565482O/3m-self-stick-liquid-protection-fabric-brochure.pdf,//media.digikey.com/Photos/3M%20Photos/TCDTBL-RW-56%5E-X-10FT.JPG,3M162751-ND,TCDTBL-RW-14"" X 10FT,3M (TC),LIQUID PROTECTION FABRIC 14""X10',12,0,"14.98000","0","1","-","Active","Self Stick Fabric","Liquids","14"" W x 10' L, Adhesive Back, Blue"
-,//media.digikey.com/photos/Panasonic%20Photos/ER-XACVR.jpg,1110-3425-ND,ER-XACVR,Panasonic Industrial Automation Sales,DISCHARGE PART PROTECTIVE COVER,5,0,"18.00000","0","1","ER-X","Active","Cover","ER-XC02","-"
http://documents.desco.com/PDF/37710.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_37710.jpg,16-1546-ND,37710,Desco,FOAM PINK STATIC DISS 1/4X40X48,4,0,"20.09000","0","1","Protektive Pak®","Active","Foam","Electronic Equipment","1/4"", Antistatic, Dissipative, Open Cell"
http://documents.desco.com/PDF/Resistance-Pro-Surface-Resistance-Meter-User-Guide.pdf,//media.digikey.com/Photos/SCS/MFG_770764.jpg,1569-770764-ND,770764,SCS,TEST LEAD RESIST PRO M 1=1 PAIR,5,0,"21.09000","0","1","-","Active","Test Leads","Resistance Pro Surface Resistance Meter","2 Test Leads"
http://documents.desco.com/PDF/TB-3076.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_19294.jpg,16-1581-ND,19294,Desco,TEST LEADS PAIR DIG SUR RES KIT,3,0,"22.23000","0","1","-","Active","Test Leads","Digital Surface Resistance Meter","5'"
http://documents.desco.com/PDF/Resistance-Pro-Surface-Resistance-Meter-User-Guide.pdf,//media.digikey.com/Photos/SCS/MFG_770763.jpg,1569-770763-ND,770763,SCS,CBL SPACERS 10 AND 36 IN 1=1 SET,5,0,"29.40000","0","1","-","Active","Electrode Spacers","Resistance Pro Surface Resistance Meter","10"", 36"""
http://documents.staticcontrol.com/PDF/Ion-Pro-Overhead-Ionizer-User-Guide.pdf,//media.digikey.com/Photos/SCS/770114.JPG,SCP771-ND,770114,SCS,EMITTER POINTS FOR ION PRO 8/PK,5,0,"33.01000","0","1","-","Active","Emitter Pins","Ion Pro™ Overhead Ionizer","8 Pieces"
http://documents.desco.com/PDF/Resistance-Pro-Surface-Resistance-Meter-User-Guide.pdf,//media.digikey.com/Photos/SCS/MFG_770765.jpg,1569-770765-ND,770765,SCS,"HANDHELD ELECTRODE, FOR SURFACE",5,0,"34.29000","0","1","-","Active","Handheld Electrode","Resistance Pro Surface Resistance Meter","-"
http://documents.desco.com/PDF/Resistance-Pro-Surface-Resistance-Meter-User-Guide.pdf,-,1569-770762-ND,770762,SCS,"CARRYING CASE, FOR RESISTANCE PR",2,0,"34.29000","0","1","-","Active","Case","Resistance Pro Surface Resistance Meter","Polyurethane Foam"
http://documents.desco.com/PDF/TB-3076.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_19292.jpg,16-1579-ND,19292,Desco,CASE SURFACE RESIST METER KIT,2,0,"40.51000","0","1","D","Active","Case","Digital Surface Resistance Meter","Polyethylene"
http://documents.desco.com/PDF/TB-3076.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_19295.jpg,16-1582-ND,19295,Desco,HH ELECTRODE DIG SUR RES KIT,2,0,"40.51000","0","1","D","Active","Handheld Electrode","Digital Surface Resistance Meter","-"
-,//media.digikey.com/Photos/SCS/MFG_770009.jpg,SCP823-ND,770009,SCS,CARRY CASE FOR ION TEST KIT,5,0,"42.50000","0","1","-","Active","Case","Air Ionizer Test Kit, Static Sensor","Polypropylene, Polyurethane Foam"
https://multimedia.3m.com/mws/media/1565482O/3m-self-stick-liquid-protection-fabric-brochure.pdf,//media.digikey.com/Photos/3M%20Photos/TCDTBL-RW-56%5E-X-10FT.JPG,3M162749-ND,TCDTBL-RW-56"" X 10FT,3M (TC),LIQUID PROTECTION FABRIC 56""X10',3,0,"43.12000","0","1","-","Active","Self Stick Fabric","Liquids","56"" W x 10' L, Adhesive Back, Blue"
http://documents.desco.com/PDF/37710.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_37713.jpg,16-1547-ND,37713,Desco,FOAM PINK STATIC DISS 1X40X48,5,0,"61.63000","0","1","Protektive Pak®","Active","Foam","Electronic Equipment","1"", Antistatic, Dissipative, Open Cell"
https://www3.panasonic.biz/ac/e_download/fasys/staticsys/staticsys/catalog/er-vw_e_cata.pdf,-,1110-4162-ND,ER-VWCC5,Panasonic Industrial Automation Sales,CABLE WITH CONNECTOR LENGTH 5M,3,0,"76.00000","0","1","ER-VW","Active","Cable","-","-"
https://www3.panasonic.biz/ac/e_download/fasys/staticsys/staticsys/catalog/er-vw_e_cata.pdf,-,1110-4381-ND,ER-VWAR80,Panasonic Industrial Automation Sales,JOINT KIT CONNECT CBL/AIR TUBE,2,0,"76.00000","0","1","ER-VW","Active","Joint Kit","-","-"
http://www.panduit.com/heiler/Flyers/D-GRFL02--SA-ENG-StructuredGrndTelecm-W.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_RGRB19Y.JPG,298-13071-ND,RGRB19Y,Panduit Corp,GROUNDING BUSBAR KITS 19 483MM,2,0,"81.81000","0","1","StructuredGround™","Active","Grounding Hardware","Cabinet Racks","19"", Includes Hardware"
-,//media.digikey.com/Photos/Omron%20Auto/ZJ-BAS-FC05A.jpg,Z10286-ND,ZJ-BAS-FC05A,Omron Automation and Safety,I/O CABLE,1,0,"155.34000","0","1","ZJ-BAS","Active","I/O Cable","ZJ-BAS Series Ionizers","16' (5m)"
http://www.omron.com.au/data_pdf/cat/ks1_ds_e_2_2_csm1762.pdf,-,Z9686-ND,KS1-ANSW90,Omron Automation and Safety,SHOWER NOZZLE 90DEG,1,0,"345.00000","0","1","KS1","Active","Nozzle","KS1-AA1T","-"
https://www3.panasonic.biz/ac/e_download/fasys/staticsys/staticsys/catalog/ef-s1_e_cata.pdf,//media.digikey.com/photos/Panasonic%20Photos/EF-S1HS.jpg,1110-4159-ND,EF-S1HS10K,Panasonic Industrial Automation Sales,IN-LINE STATIC DETEC SENSOR HD,1,0,"554.63000","0","1","EF-S1","Active","Sensor","EF-S1HC-10K","-"
//media.digikey.com/PDF/Data%20Sheets/Omron%20PDFs/ZN_Series.pdf,-,Z10289-ND,ZN-A2502,Omron Automation and Safety,IONIZER,1,0,"1298.00000","0","1","ZN","Active","-","-","-"
http://documents.desco.com/PDF/35064.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35099.jpg,35099D-ND,35099,MENDA/EasyBraid,STRP CLP 2-3/4"" CLEAR VINYL,0,0,"0.19000","0","1","Menda®","Active","Strap Clip","Badge, Card Holder","2-3/4"""
http://documents.desco.com/PDF/35068.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35068.jpg,35068-ND,35068,MENDA/EasyBraid,CHAIN BEAD METAL 30"",0,0,"0.32000","0","1","Menda®","Active","Lanyard","Badge, Card Holder","30"", Metal"
http://documents.desco.com/PDF/35060.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35060.jpg,35060-ND,35060,MENDA/EasyBraid,HLDR SPCL SLT/CHN HLS 4X3"",0,0,"0.37000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","4"" x 3"", Clear"
http://documents.desco.com/PDF/47120.pdf,-,47120-ND,47120,Desco,SHOP TRAVELER 9-1/2X11,0,0,"0.39490","0","100","Protektive Pak®","Active","Protective Sleeve","Storing Required Documents in ESD Area","9.5"" x 11"", 100 Clear Sheets, Dissipative"
http://documents.desco.com/PDF/35066.pdf,-,35066-ND,35066,Desco,LNYRD BRKWY NCK STRP 27"",0,0,"0.40000","0","1","Menda®","Active","Lanyard","Badge, Card Holder","27"", Breakaway, Clear, Vinyl"
http://documents.desco.com/PDF/35058.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35058.jpg,35058-ND,35058,MENDA/EasyBraid,HLDR SPCL ONE PCKT 4-1/4X5-1/16"",0,0,"0.42000","0","1","Menda®","Active","Protective Sleeve","Storing Required Documents in ESD Area","4-1/4"" x 5-1/16"""
http://documents.desco.com/PDF/35040.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35040.jpg,35040D-ND,35040,MENDA/EasyBraid,HLDR BDG TP VRT RD 2-3/8X3-3/8"",0,0,"0.46000","0","1","Menda®","Not For New Designs","Badge Holder","Badge, Card Holder","2-3/8"" x 3-3/8"", Red"
http://documents.desco.com/PDF/35021.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_3502x.jpg,35021D-ND,35021,MENDA/EasyBraid,HOLDER BADGE CLIP-ON HORIZ,0,0,"0.46250","0","500","Menda®","Active","Badge Holder","Badge, Card Holder","3-7/8"" x 2-9/16"", Dissipative"
http://documents.desco.com/PDF/35040.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35041.jpg,35041D-ND,35041,MENDA/EasyBraid,HLDR BDG TP VRT BL 2-3/8X3-3/8"",0,0,"0.47000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","2-3/8"" x 3-3/8"", Blue"
http://documents.desco.com/PDF/35069.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35074.jpg,35074-ND,35074,MENDA/EasyBraid,LNYRD BRKWY FLT 3/8"" CLP RD,0,0,"0.47000","0","1","Menda®","Not For New Designs","Lanyard","Badge, Card Holder","34"", Breakaway, Clip, Red, Woven"
http://documents.desco.com/PDF/35036.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35036.jpg,35036D-ND,35036,MENDA/EasyBraid,HLDR BDG TP HRZ RD 3-1/2X2-3/8"",0,0,"0.49000","0","1","Menda®","Not For New Designs","Badge Holder","Badge, Card Holder","3-1/2"" x 2-3/8"", Red"
http://documents.desco.com/PDF/35038.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35036.jpg,35038D-ND,35038,MENDA/EasyBraid,HLDR BDG TP HRZ RD 4X3"",0,0,"0.49000","0","1","Menda®","Not For New Designs","Badge Holder","Badge, Card Holder","4"" x 3"", Red"
http://documents.desco.com/PDF/35042.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35036.jpg,35042D-ND,35042,MENDA/EasyBraid,HLDR BDG TP HRZ RD 4-1/4X3-3/8"",0,0,"0.49000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","4-1/4"" x 3-3/8"", Red"
http://documents.desco.com/PDF/35064.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35064.jpg,35064-ND,35064,MENDA/EasyBraid,STRP CLP 3-1/2"" CLR VNYL,0,0,"0.49000","0","1","Menda®","Active","Strap Clip","Badge, Card Holder","3-1/2"""
http://documents.desco.com/PDF/35069.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35070.jpg,35070-ND,35070,MENDA/EasyBraid,LNYRD BRKWY FLT 3/8"" HK BL,0,0,"0.49000","0","1","Menda®","Active","Lanyard","Badge, Card Holder","34"", Blue, Breakaway, Swivel Hook, Woven"
http://documents.desco.com/PDF/35069.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35071.jpg,35071-ND,35071,MENDA/EasyBraid,LNYRD BRKWY FLT 3/8"" HK RD,0,0,"0.49000","0","1","Menda®","Active","Lanyard","Badge, Card Holder","34"", Breakaway, Red, Swivel Hook, Woven"
http://documents.desco.com/PDF/35069.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35073.jpg,35073-ND,35073,MENDA/EasyBraid,LNYRD BRKWY FLT 3/8"" CLP BL,0,0,"0.49000","0","1","Menda®","Active","Lanyard","Badge, Card Holder","34"", Blue, Breakaway, Clip, Woven"
http://documents.desco.com/PDF/35036.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35037.jpg,35037D-ND,35037,MENDA/EasyBraid,HLDR BDG TP HRZ BL 3-1/2X2-3/8"",0,0,"0.51000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","3-1/2"" x 2-3/8"", Blue"
http://documents.desco.com/PDF/35038.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35037.jpg,35039D-ND,35039,MENDA/EasyBraid,HLDR BDG TP HRZ BL 4X3"",0,0,"0.51000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","4"" x 3"", Blue"
http://documents.desco.com/PDF/35042.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35037.jpg,35043D-ND,35043,MENDA/EasyBraid,HLDR BDG TP HRZ BL 4-1/4X3-3/8"",0,0,"0.51000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","4-1/4"" x 3-3/8"", Blue"
http://documents.desco.com/PDF/35059.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35059.jpg,35059-ND,35059,MENDA/EasyBraid,HLDR SPCL ONE PCKT 3-3/4X7-3/8"",0,0,"0.51000","0","1","Menda®","Not For New Designs","Badge Holder","Badge, Card Holder","3-3/4"" x 7-3/8"", Clear"
http://documents.desco.com/PDF/35025.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35025.jpg,35025D-ND,35025,MENDA/EasyBraid,HLDR VNL SGL PKT VERT FRMT 2-3/8,0,0,"0.56000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","2-3/8"" x 3-3/8"", Clear"
http://documents.desco.com/PDF/35057.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35057.jpg,35057-ND,35057,MENDA/EasyBraid,HLDR SPCL ONE PCKT 3-1/2X5-1/2"",0,0,"0.56000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","3-1/2"" x 5-1/2"", Clear"
http://documents.desco.com/PDF/35027.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35027.jpg,35027D-ND,35027,MENDA/EasyBraid,HLDR VNL SGL PKT HORZ FRMT 3-3/8,0,0,"0.60000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","3-3/8"" x 2-3/8"", Clear"
http://documents.desco.com/PDF/35029.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35027.jpg,35029D-ND,35029,MENDA/EasyBraid,HLDR VNL SGL PKT HORZ FRMT 4X3"",0,0,"0.63000","0","1","Menda®","Not For New Designs","Badge Holder","Badge, Card Holder","4"" x 3"", Clear"
http://documents.desco.com/PDF/35028.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35027.jpg,35028D-ND,35028,MENDA/EasyBraid,HLDR VNL SGL PKT HORZ FRMT 3-7/8,0,0,"0.67000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","3-7/8"" x 2-5/8"", Clear"
http://documents.desco.com/PDF/35052.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35052.jpg,35052D-ND,35052,MENDA/EasyBraid,HLDR PROX CRD VRT 2-1/8X3-3/8"",0,0,"0.68000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","2-1/8"" x 3-3/8"", Clear"
http://documents.desco.com/PDF/35026.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35025.jpg,35026D-ND,35026,MENDA/EasyBraid,HLDR VNL SGL PKT VERT FRMT 2-3/4,0,0,"0.70000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","2-3/4"" x 3-7/8"", Clear"
http://documents.desco.com/PDF/35054.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35054.jpg,35054D-ND,35054,MENDA/EasyBraid,HLDR PROX CRD HRZ 3-3/8X2-3/8"",0,0,"0.70000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","3-3/8"" x 2-3/8"", Clear"
http://documents.desco.com/PDF/35096.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35096.jpg,35096D-ND,35096,MENDA/EasyBraid,ID TAG VINYL WHT 1 3/4"" X 3 1/8"",0,0,"0.70000","0","1000","Menda®","Not For New Designs","Tag","General Purpose","3-1/2"" x 2"", White"
http://documents.desco.com/PDF/35096.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35098.jpg,35098D-ND,35098,MENDA/EasyBraid,ID TAG VINYL BLK 1 3/4"" X 3 1/8"",0,0,"0.70000","0","1000","Menda®","Not For New Designs","Tag","General Purpose","3-1/2"" x 2"", Black"
http://www.keyelco.com/product-pdf.cfm?p=2557,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_8896.jpg,36-8896-ND,8896,Keystone Electronics,CLIP TRAY YELLOW,0,1300,"0.70720","0","100","-","Active","Anti-Static IC Tray Clip","JEDEC Tray","Reusable"
http://www.keyelco.com/product-pdf.cfm?p=2555,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_889x.jpg,36-8894-ND,8894,Keystone Electronics,ANTI STATIC IC TRAY CLIP WH,0,0,"0.70720","0","100","-","Active","Clip","IC Trays","White"
http://www.keyelco.com/product-pdf.cfm?p=2555,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_889x.jpg,36-8895-ND,8895,Keystone Electronics,ANTI STATIC IC TRAY CLIP BL,0,0,"0.70720","0","100","-","Active","Clip","IC Trays","Blue"
http://documents.desco.com/PDF/35096.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35097.jpg,35097D-ND,35097,MENDA/EasyBraid,ID TAG VINYL RED SHOE KID 1 3/4"",0,0,"0.71250","0","1000","Menda®","Active","Tag","General Purpose","3-1/2"" x 2"", Red"
http://documents.desco.com/PDF/35034.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35034.jpg,35034D-ND,35034,MENDA/EasyBraid,HLDR BDG BRDRS RD 3-3/8X2-1/8"",0,0,"0.75000","0","1","Menda®","Not For New Designs","Badge Holder","Badge, Card Holder","3-3/8"" x 2-1/8"", Red"
http://documents.desco.com/PDF/35035.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35035.jpg,35035D-ND,35035,MENDA/EasyBraid,HLDR BDG BRDRS BL 3-3/8X2-1/8"",0,0,"0.75000","0","1","Menda®","Not For New Designs","Badge Holder","Badge, Card Holder","3-3/8"" x 2-1/8"", Blue"
http://documents.desco.com/PDF/35053.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35052.jpg,35053D-ND,35053,MENDA/EasyBraid,HLDR PROX CRD VRT 2-3/8X3-3/8"",48,0,"0.77000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","2-3/8"" x 3-3/8"", Clear"
http://documents.desco.com/PDF/35032.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35032.jpg,35032D-ND,35032,MENDA/EasyBraid,HLDR BDG BRDRS RD 2-1/8X3-3/8"",0,0,"0.84000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","2-1/8"" x 3-3/8"", Red"
http://documents.desco.com/PDF/35046.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35046.jpg,35046D-ND,35046,MENDA/EasyBraid,HLDR BDG ZIP VRT 2-5/8X3-7/8"",0,0,"0.88000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","2-5/8"" x 3-7/8"", Clear, Zip Closure"
http://documents.desco.com/PDF/35033.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35033.jpg,35033D-ND,35033,MENDA/EasyBraid,HLDR BDG BRDRS BL 2-1/8X3-3/8"",0,0,"0.89000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","2-1/8"" x 3-3/8"", Blue"
http://documents.protektivepak.com/PDF/37640.pdf,-,37641-ND,37641,Desco,FOAM BLACK COND LEAD INS GRADE,0,0,"0.90000","0","1","Protektive Pak®","Active","Foam","Electronic Equipment","1/4"", Conductive, Crosslinked"
http://documents.desco.com/PDF/35055.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35052.jpg,35055D-ND,35055,MENDA/EasyBraid,HLDR PROX CRD HD VRT 2-1/8X3-3/8,0,0,"0.93000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","2-1/8"" x 3-3/8"", Clear"
http://documents.desco.com/PDF/35069.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35069.jpg,35069-ND,35069,MENDA/EasyBraid,LNYRD BRKWY FLT 3/8"" HK BK,0,0,"0.93000","0","1","Menda®","Active","Lanyard","Badge, Card Holder","34"", Black, Breakaway, Swivel Hook, Woven"
http://documents.desco.com/PDF/35069.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35075.jpg,35075-ND,35075,MENDA/EasyBraid,LNYRD BRKWY FLT 3/8"" RNG BK,0,0,"0.93000","0","1","Menda®","Active","Lanyard","Badge, Card Holder","34"", Black, Breakaway, Ring, Woven"
http://documents.desco.com/PDF/35069.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35072.jpg,35072-ND,35072,MENDA/EasyBraid,LNYRD BRKWY FLT 3/8"" CLP BK,0,0,"0.95000","0","1","Menda®","Active","Lanyard","Badge, Card Holder","34"", Black, Breakaway, Clip, Woven"
http://documents.protektivepak.com/PDF/37640.pdf,-,37642-ND,37642,Desco,FOAM BLACK COND LEAD INS GRADE,0,0,"0.96000","0","1","Protektive Pak®","Active","Foam","Electronic Equipment","1/4"", Conductive, Crosslinked"
http://documents.desco.com/PDF/35018.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35030.jpg,35030-ND,35030,MENDA/EasyBraid,BDG HLDR OR ZIP VERT 3X5'' OD,0,0,"0.96000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","2-5/8"" x 3-7/8"", Orange, Zip Closure"
http://documents.desco.com/PDF/35018.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35031.jpg,35031-ND,35031,MENDA/EasyBraid,BDG HLDR GN ZIP VERT 3X5'' OD,0,0,"0.96000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","2-5/8"" x 3-7/8"", Green, Zip Closure"
http://documents.protektivepak.com/PDF/37640.pdf,-,37643-ND,37643,Desco,FOAM BLACK COND LEAD INS GRADE,0,0,"0.97000","0","1","Protektive Pak®","Active","Foam","Electronic Equipment","1/4"", Conductive, Crosslinked"
http://documents.desco.com/PDF/35056.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35054.jpg,35056D-ND,35056,MENDA/EasyBraid,HLDR PROX CRD HD HRZ 3-3/8X2-3/8,0,0,"0.98000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","3-3/8"" x 2-3/8"", Clear"
http://documents.desco.com/PDF/35044.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35044.jpg,35044D-ND,35044,MENDA/EasyBraid,HLDR BDG FLP VRT 2-5/8X3-7/8"",0,0,"1.00000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","2-5/8"" x 3-7/8"", Clear"
http://documents.desco.com/PDF/35045.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35045.jpg,35045D-ND,35045,MENDA/EasyBraid,HLDR BDG FLP VRT 3-7/8X2-5/8"",0,0,"1.00000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","3-7/8"" x 2-5/8"", Clear"
http://documents.desco.com/PDF/35084.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35086.jpg,35086-ND,35086,MENDA/EasyBraid,BDG RL RND SLD CLP STRP END BL,0,0,"1.00000","0","1","Menda®","Active","Clip","Badge, Card Holder","36"", Blue, Retractable, Slide Clip"
http://documents.desco.com/PDF/35084.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35087.jpg,35087-ND,35087,MENDA/EasyBraid,BDG RL RND SWVL CLP STRP END RD,0,0,"1.00000","0","1","Menda®","Active","Clip","Badge, Card Holder","36"", Red, Retractable, Swivel Clip"
http://documents.desco.com/PDF/35084.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35089.jpg,35089-ND,35089,MENDA/EasyBraid,BDG RL RND SWVL CLP STRP END BL,0,0,"1.03000","0","1","Menda®","Active","Clip","Badge, Card Holder","36"", Blue, Retractable, Swivel Clip"
http://documents.desco.com/PDF/35092.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35092.jpg,35092D-ND,35092,MENDA/EasyBraid,BDG HLDR PK HORIZ 4-1/4X3-5/8"",0,0,"1.05000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","3-7/8"" x 2-5/8"", Pink, Zip Closure"
http://documents.desco.com/PDF/35092.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35094.jpg,35094D-ND,35094,MENDA/EasyBraid,BDG HLDR OR HORIZ 4-1/4X3-5/8"",0,0,"1.07000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","3-7/8"" x 2-5/8"", Orange, Zip Closure"
http://documents.desco.com/PDF/35023.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_3502x.jpg,35023D-ND,35023,MENDA/EasyBraid,HOLDER BADGE CLIP-ON HORIZ,0,0,"1.07000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","4-5/16"" x 3-38"", Dissipative"
http://documents.desco.com/PDF/35092.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35095.jpg,35095D-ND,35095,MENDA/EasyBraid,BDG HLDR GN HORIZ 4-1/4X3-5/8"",0,0,"1.09000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","3-7/8"" x 2-5/8"", Green, Zip Closure"
http://documents.desco.com/PDF/35090.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35090.jpg,35090D-ND,35090,MENDA/EasyBraid,SHOP TRAVELER 10X12"",0,0,"1.12000","0","1","Menda®","Active","Protective Sleeve","Document Storage","10"" x 12"", Clear"
https://www.descoindustries.com/PDF/34433.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_34431.jpg,16-1221-ND,34431,MENDA/EasyBraid,ESD STRAP CLIP 2-7/8"",0,0,"1.19620","0","50","-","Active","ESD Clip","ESD Badge, Card Holder","2 7/8"" Dissipative"
https://www.descoindustries.com/PDF/34433.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_34432.jpg,16-1222-ND,34432,MENDA/EasyBraid,ESD STRAP CLIP 3-1/2"",0,0,"1.26500","0","50","-","Active","ESD Clip","ESD Badge, Card Holder","3 1/2"" Dissipative"
//media.digikey.com/PDF/Data%20Sheets/Desco%20PDFs/35013-.pdf,//media.digikey.com/Photos/Menda-EasyBraid/MFG_35012.jpg,35013DES-ND,35013,MENDA/EasyBraid,ESD BADGE HOLDER CLIP-ON HORIZ,0,0,"1.33380","0","50","Menda®","Active","Badge Holder","ESD Badge, Card Holder","3 3/8"" x 4 5/16"" Dissipative"
"//media.digikey.com/PDF/Data%20Sheets/Desco%20PDFs/35010,11,12,13.pdf",//media.digikey.com/Photos/Desco%20Photos/MFG_35010.jpg,35010DES-ND,35010,MENDA/EasyBraid,ESD BADGE HOLDER CLIP-ON VERT,0,0,"1.37500","0","50","Menda®","Active","Badge Holder","ESD Badge, Card Holder","2 11/16"" x 3 11/16"" Dissipative"
http://documents.protektivepak.com/PDF/37640.pdf,-,37644-ND,37644,Desco,FOAM BLACK COND LEAD INS GRADE,0,0,"1.66000","0","1","Protektive Pak®","Active","Foam","Electronic Equipment","1/4"", Conductive, Crosslinked"
