Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Mounting Type","Voltage - Input"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Inustrial/ER-F_Series.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/ER-F12.jpg,1110-1009-ND,ER-F12,Panasonic Industrial Automation Sales,FAN TYPE IONIZER MAIN BODY,0,0,"Obsolete","0","1","ER-F","Obsolete","Ionizer","Benchtop","24VDC"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Inustrial/ER-TF_Series_Cat.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/ER-TF04.jpg,1110-1012-ND,ER-TF04,Panasonic Industrial Automation Sales,WIDE FAN TYPE IONIZER 400MM,0,0,"Obsolete","0","1","ER-TF","Obsolete","Ionizer","Benchtop","24VDC"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Inustrial/ER-TF_Series_Cat.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ER-TF06.jpg,1110-1013-ND,ER-TF06,Panasonic Industrial Automation Sales,WIDE FAN TYPE IONIZER 600MM,0,0,"Obsolete","0","1","ER-TF","Obsolete","Ionizer","Benchtop","24VDC"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Inustrial/ER-TF_Series_Cat.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/ER-TF08.jpg,1110-1014-ND,ER-TF08,Panasonic Industrial Automation Sales,WIDE FAN TYPE IONIZER 800MM,0,0,"Obsolete","0","1","ER-TF","Obsolete","Ionizer","Benchtop","24VDC"
-,-,ZJ-FA10-ND,ZJ-FA10,Omron Automation and Safety,ADVANCED TYPE IONIZER FAN,0,0,"Obsolete","0","1","ZJ-FA10","Obsolete","Ionizer","Benchtop, Portable","24VDC"
-,-,963E-G-ND,963E-G,SCS,BNCHTP AIR IONIZER N.AM PWR CORD,0,0,"Obsolete","0","1","963E","Obsolete","Ionizer","Benchtop","100 ~ 240 VAC"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Inustrial/ER-F_Series.pdf,//media.digikey.com/photos/Panasonic%20Photos/ER-F12S.jpg,1110-2580-ND,ER-F12S,Panasonic Industrial Automation Sales,FAN TYPE IONIZER LOW VOLUME,0,0,"Obsolete","0","1","ER-F","Obsolete","Ionizer","Benchtop, Wall Mount","24VDC"
http://documents.descoemit.com/PDF/TB-6559.pdf,-,50645-ND,50645,Desco,CHARGEBUSTER ION GUN 120VAC,0,0,"Obsolete","0","1","EMIT","Obsolete","Ionizer, Air Gun","Benchtop, Portable","120VAC"
http://documents.desco.com/PDF/TB-3006.pdf,-,60600-ND,60600,Desco,IONZR OH 40"" W/LT-HEATER,0,0,"Obsolete","0","1","-","Obsolete","Ionizer","Overhead","120VAC"
http://documents.staticcontrol.com/pdf/Overhead_Air_Ionizer_991A_User_Guide.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_991A.jpg,991A-U-ND,991A-U,SCS,IONIZER W/230V UK POWER CORD,0,0,"Obsolete","0","1","991A","Obsolete","Ionizer","Overhead","120 ~ 240 VAC"
http://documents.staticcontrol.com/pdf/Overhead_Air_Ionizer_991A_User_Guide.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_991A.jpg,991A-E-ND,991A-E,SCS,IONIZER W/230V EUROPE POWER CORD,0,0,"Obsolete","0","1","991A","Obsolete","Ionizer","Overhead","120 ~ 240 VAC"
http://documents.descoemit.com/PDF/TB-6590.pdf,-,50643-ND,50643,Desco,MINI ZERO VOLT IONIZER 2 ERP,0,0,"Obsolete","0","1","Mini ZVi2","Obsolete","Ionizer","Benchtop","24VDC"
http://documents.descoemit.com/PDF/TB-6590.pdf,-,50649-ND,50649,Desco,MINI ZERO VOLT IONIZER 2 ASIA,0,0,"Obsolete","0","1","Mini ZVi2","Obsolete","Ionizer","Benchtop","24VDC"
http://documents.desco.com/PDF/TB-3068.pdf,-,60601D-ND,60601,Desco,IONZR OH 40"" W/LT-HEATER,0,0,"Obsolete","0","1","-","Obsolete","Ionizer","Overhead","120 VAC"
http://documents.desco.com/PDF/TB-6528.pdf,-,50610-ND,50610,Desco,TESTER AUTO CALIBRATION IONIZER,0,0,"Obsolete","0","1","EMIT","Obsolete","Ionizer","Overhead","-"
-,-,200ST-ND,200,ACL Staticide Inc,IONIZING GUN FOR CLOSE PROXIMITY,0,0,"Obsolete","0","1","-","Obsolete","Ionizer, Air Gun","Benchtop, Portable","120VAC"
-,-,250ST-ND,250,ACL Staticide Inc,IONIZING GUN FOR AIR BLASTING,0,0,"Obsolete","0","1","-","Obsolete","Ionizer, Air Gun","Benchtop, Portable","110VAC"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Inustrial/ER-TF_Series_Cat.pdf,-,ER-TF04-EX-ND,ER-TF04-EX,Panasonic Industrial Automation Sales,WIDE-AREA FAN TYPE IONIZER 400MM,0,0,"Obsolete","0","1","ER-TF","Obsolete","Ionizer","Overhead","100 ~ 240 VAC"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Inustrial/ER-TF_Series_Cat.pdf,-,ER-TF06-EX-ND,ER-TF06-EX,Panasonic Industrial Automation Sales,WIDE-AREA FAN TYPE IONIZER 600MM,0,0,"Obsolete","0","1","ER-TF","Obsolete","Ionizer","Overhead","100 ~ 240 VAC"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Inustrial/ER-TF_Series_Cat.pdf,-,ER-TF08-EX-ND,ER-TF08-EX,Panasonic Industrial Automation Sales,WIDE-AREA FAN TYPE IONIZER 800MM,0,0,"Obsolete","0","1","ER-TF","Obsolete","Ionizer","Overhead","100 ~ 240 VAC"
http://documents.desco.com/PDF/TB-8002.pdf,-,04622-ND,04622,Desco,IONIZER BENCHTOP 120V W/FAN,0,0,"Obsolete","0","1","Trustat®","Obsolete","Ionizer","Benchtop","120 VAC"
http://documents.desco.com/PDF/TB-8002.pdf,-,04623-ND,04623,Desco,IONIZER BENCHTOP 220V W/FAN,0,0,"Obsolete","0","1","Trustat®","Obsolete","Ionizer","Benchtop","220VAC"
-,-,9110-CP-ND,9110-CP,SCS,IONIZER BENCHTOP 100-240V W/FAN,0,0,"Obsolete","0","0","9110","Obsolete","Ionizer","Benchtop","100 ~ 240 VAC"
-,-,9110-GP-ND,9110-GP,SCS,IONIZER BENCHTOP 100-240V W/FAN,0,0,"Obsolete","0","0","9110","Obsolete","Ionizer","Benchtop","100 ~ 240 VAC"
-,-,9110-T-ND,9110-T,SCS,IONIZER BENCHTOP 100-240V W/FAN,0,0,"Obsolete","0","0","9110","Obsolete","Ionizer","Benchtop","100 ~ 240 VAC"
-,-,9110-UK-ND,9110-UK,SCS,IONIZER BENCHTOP 100-240V W/FAN,0,0,"Obsolete","0","0","9110","Obsolete","Ionizer","Benchtop","100 ~ 240 VAC"
-,-,9310-CP-ND,9310-CP,SCS,IONIZER OVERHEAD 100-240V W/FAN,0,0,"Obsolete","0","0","9310","Obsolete","Ionizer","Overhead","100 ~ 240 VAC"
-,-,9310-GP-ND,9310-GP,SCS,IONIZER OVERHEAD 100-240V W/FAN,0,0,"Obsolete","0","0","9310","Obsolete","Ionizer","Overhead","100 ~ 240 VAC"
-,-,9310-T-ND,9310-T,SCS,IONIZER OVERHEAD 100-240V W/FAN,0,0,"Obsolete","0","0","9310","Obsolete","Ionizer","Overhead","100 ~ 240 VAC"
-,-,9310-UK-ND,9310-UK,SCS,IONIZER OVERHEAD 100-240V W/FAN,0,0,"Obsolete","0","0","9310","Obsolete","Ionizer","Overhead","100 ~ 240 VAC"
-,-,9110-US-ND,9110-US,SCS,IONIZER BENCHTOP 100-240V W/FAN,0,0,"Obsolete","0","1","9110","Obsolete","Ionizer","Benchtop","100 ~ 240 VAC"
-,-,9310-US-ND,9310-US,SCS,IONIZER OVERHEAD 100-240V W/FAN,0,0,"Obsolete","0","1","9310","Obsolete","Ionizer","Overhead","100 ~ 240 VAC"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/17703.pdf,//media.digikey.com/Photos/Aven%20Photos/17703.jpg,17703-ND,17703,Aven Tools,BENCHTOP AIR IONIZER 110-120VAC,0,0,"Obsolete","0","1","-","Obsolete","Ionizer","Benchtop","110 ~ 120 VAC"
