Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Frequency","Voltage - Rated","Beam Angle","Operating Temperature"
https://www.maxbotix.com/documents/HRXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_30mmHousing.jpg,MB7389-720-ND,MB7389-720,MaxBotix Inc.,ULTRASONIC SENSOR HRXL-MAXSONAR,0,0,"151.29000","0","1","Bulk","HRXL-MaxSonar-WR","Active","42kHz","2.8 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/SCXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_NPS-Housing.jpg,MB7589-500-ND,MB7589-500,MaxBotix Inc.,ULTRASONIC SENSOR SCXL-MAXSONAR,0,0,"152.26000","0","1","Bulk","SCXL-MaxSonar-WR","Active","42kHz","2.8 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/SCXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_BSPPHousing.jpg,MB7589-600-ND,MB7589-600,MaxBotix Inc.,ULTRASONIC SENSOR SCXL-MAXSONAR,0,0,"152.26000","0","1","Bulk","SCXL-MaxSonar-WR","Active","42kHz","2.8 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/SCXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_NPS-Housing.jpg,MB7560-500-ND,MB7560-500,MaxBotix Inc.,ULTRASONIC SENSOR SCXL-MAXSONAR,0,0,"152.26000","0","1","Bulk","SCXL-MaxSonar-WR","Active","42kHz","2.8 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/SCXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_BSPPHousing.jpg,MB7560-600-ND,MB7560-600,MaxBotix Inc.,ULTRASONIC SENSOR SCXL-MAXSONAR,0,0,"152.26000","0","1","Bulk","SCXL-MaxSonar-WR","Active","42kHz","2.8 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/SCXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_NPS-Housing.jpg,MB7569-500-ND,MB7569-500,MaxBotix Inc.,ULTRASONIC SENSOR SCXL-MAXSONAR,0,0,"152.26000","0","1","Bulk","SCXL-MaxSonar-WR","Active","42kHz","2.8 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/SCXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_BSPPHousing.jpg,MB7569-600-ND,MB7569-600,MaxBotix Inc.,ULTRASONIC SENSOR SCXL-MAXSONAR,0,0,"152.26000","0","1","Bulk","SCXL-MaxSonar-WR","Active","42kHz","2.8 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/SCXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_NPS-Housing.jpg,MB7580-500-ND,MB7580-500,MaxBotix Inc.,ULTRASONIC SENSOR SCXL-MAXSONAR,0,0,"152.26000","0","1","Bulk","SCXL-MaxSonar-WR","Active","42kHz","2.8 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/SCXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_BSPPHousing.jpg,MB7580-600-ND,MB7580-600,MaxBotix Inc.,ULTRASONIC SENSOR SCXL-MAXSONAR,0,0,"152.26000","0","1","Bulk","SCXL-MaxSonar-WR","Active","42kHz","2.8 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040.jpg,MB7066-110-ND,MB7066-110,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"154.95000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040.jpg,MB7066-120-ND,MB7066-120,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"154.95000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040.jpg,MB7076-110-ND,MB7076-110,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"154.95000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040.jpg,MB7076-120-ND,MB7076-120,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"154.95000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/SCXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_30mmHousing.jpg,MB7580-700-ND,MB7580-700,MaxBotix Inc.,ULTRASONIC SENSOR SCXL-MAXSONAR,0,0,"154.96000","0","1","Bulk","SCXL-MaxSonar-WR","Active","42kHz","2.8 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/SCXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_30mmHousing.jpg,MB7560-700-ND,MB7560-700,MaxBotix Inc.,ULTRASONIC SENSOR SCXL-MAXSONAR,0,0,"154.96000","0","1","Bulk","SCXL-MaxSonar-WR","Active","42kHz","2.8 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/SCXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_30mmHousing.jpg,MB7569-700-ND,MB7569-700,MaxBotix Inc.,ULTRASONIC SENSOR SCXL-MAXSONAR,0,0,"154.96000","0","1","Bulk","SCXL-MaxSonar-WR","Active","42kHz","2.8 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/SCXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_30mmHousing.jpg,MB7589-700-ND,MB7589-700,MaxBotix Inc.,ULTRASONIC SENSOR SCXL-MAXSONAR,0,0,"154.96000","0","1","Bulk","SCXL-MaxSonar-WR","Active","42kHz","2.8 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/HRXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_Ultrasonic-Sensor.jpg,MB7363-110-ND,MB7363-110,MaxBotix Inc.,ULTRASONIC SENSOR HRXL-MAXSONAR,0,0,"159.95000","0","1","Bulk","HRXL-MaxSonar-WR","Active","42kHz","2.5 V ~ 5.5 V","17°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/HRXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_Ultrasonic-Sensor.jpg,MB7363-120-ND,MB7363-120,MaxBotix Inc.,ULTRASONIC SENSOR HRXL-MAXSONAR,0,0,"159.95000","0","1","Bulk","HRXL-MaxSonar-WR","Active","42kHz","2.5 V ~ 5.5 V","17°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/HRXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MaxSonar.jpg,MB7363-800-ND,MB7363-800,MaxBotix Inc.,ULTRASONIC SENSOR HRXL-MAXSONAR,0,0,"159.95000","0","1","Bulk","HRXL-MaxSonar-WR","Active","42kHz","2.5 V ~ 5.5 V","17°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/HRXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_Ultrasonic-Sensor.jpg,MB7366-110-ND,MB7366-110,MaxBotix Inc.,ULTRASONIC SENSOR HRXL-MAXSONAR,0,0,"159.95000","0","1","Bulk","HRXL-MaxSonar-WR","Active","42kHz","2.5 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/HRXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_Ultrasonic-Sensor.jpg,MB7366-120-ND,MB7366-120,MaxBotix Inc.,ULTRASONIC SENSOR HRXL-MAXSONAR,0,0,"159.95000","0","1","Bulk","HRXL-MaxSonar-WR","Active","42kHz","2.5 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/HRXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_Ultrasonic-Sensor.jpg,MB7383-110-ND,MB7383-110,MaxBotix Inc.,ULTRASONIC SENSOR HRXL-MAXSONAR,0,0,"159.95000","0","1","Bulk","HRXL-MaxSonar-WR","Active","42kHz","2.5 V ~ 5.5 V","17°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/HRXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_Ultrasonic-Sensor.jpg,MB7383-120-ND,MB7383-120,MaxBotix Inc.,ULTRASONIC SENSOR HRXL-MAXSONAR,0,0,"159.95000","0","1","Bulk","HRXL-MaxSonar-WR","Active","42kHz","2.5 V ~ 5.5 V","17°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/HRXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MaxSonar.jpg,MB7383-800-ND,MB7383-800,MaxBotix Inc.,ULTRASONIC SENSOR HRXL-MAXSONAR,0,0,"159.95000","0","1","Bulk","HRXL-MaxSonar-WR","Active","42kHz","2.5 V ~ 5.5 V","17°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/HRXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_Ultrasonic-Sensor.jpg,MB7386-110-ND,MB7386-110,MaxBotix Inc.,ULTRASONIC SENSOR HRXL-MAXSONAR,0,0,"159.95000","0","1","Bulk","HRXL-MaxSonar-WR","Active","42kHz","2.5 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/HRXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_Ultrasonic-Sensor.jpg,MB7386-120-ND,MB7386-120,MaxBotix Inc.,ULTRASONIC SENSOR HRXL-MAXSONAR,0,0,"159.95000","0","1","Bulk","HRXL-MaxSonar-WR","Active","42kHz","2.5 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/I2CXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_7040-Wire.jpg,MB7040-101-ND,MB7040-101,MaxBotix Inc.,ULTRASONIC SENSOR I2CXL-MAXSONAR,0,0,"173.37000","0","1","Bulk","I2CXL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/I2CXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_7040-2xx-Wire.jpg,MB7040-201-ND,MB7040-201,MaxBotix Inc.,ULTRASONIC SENSOR I2CXL-MAXSONAR,0,0,"173.37000","0","1","Bulk","I2CXL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/I2CXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040-Wire.jpg,MB7040-501-ND,MB7040-501,MaxBotix Inc.,ULTRASONIC SENSOR I2CXL-MAXSONAR,0,0,"173.37000","0","1","Bulk","I2CXL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/I2CXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040-Wire.jpg,MB7040-601-ND,MB7040-601,MaxBotix Inc.,ULTRASONIC SENSOR I2CXL-MAXSONAR,0,0,"173.37000","0","1","Bulk","I2CXL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/I2CXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040-Wire.jpg,MB7040-701-ND,MB7040-701,MaxBotix Inc.,ULTRASONIC SENSOR I2CXL-MAXSONAR,0,0,"173.37000","0","1","Bulk","I2CXL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_7040-Wire.jpg,MB7052-101-ND,MB7052-101,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"173.37000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_7040-2xx-Wire.jpg,MB7052-201-ND,MB7052-201,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"173.37000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040-Wire.jpg,MB7052-501-ND,MB7052-501,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"173.37000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040-Wire.jpg,MB7052-601-ND,MB7052-601,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"173.37000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040-Wire.jpg,MB7052-701-ND,MB7052-701,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"173.37000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_7040-Wire.jpg,MB7060-101-ND,MB7060-101,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"173.37000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_7040-2xx-Wire.jpg,MB7060-201-ND,MB7060-201,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"173.37000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040-Wire.jpg,MB7060-501-ND,MB7060-501,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"173.37000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040-Wire.jpg,MB7060-601-ND,MB7060-601,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"173.37000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040-Wire.jpg,MB7060-701-ND,MB7060-701,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"173.37000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_7040-Wire.jpg,MB7062-101-ND,MB7062-101,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"173.37000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_7040-2xx-Wire.jpg,MB7062-201-ND,MB7062-201,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"173.37000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040-Wire.jpg,MB7062-501-ND,MB7062-501,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"173.37000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040-Wire.jpg,MB7062-601-ND,MB7062-601,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"173.37000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040-Wire.jpg,MB7062-701-ND,MB7062-701,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"173.37000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_7040-Wire.jpg,MB7070-101-ND,MB7070-101,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"173.37000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_7040-2xx-Wire.jpg,MB7070-201-ND,MB7070-201,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"173.37000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040-Wire.jpg,MB7070-501-ND,MB7070-501,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"173.37000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040-Wire.jpg,MB7070-601-ND,MB7070-601,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"173.37000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040-Wire.jpg,MB7070-701-ND,MB7070-701,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"173.37000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_7040-Wire.jpg,MB7072-101-ND,MB7072-101,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"173.37000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_7040-2xx-Wire.jpg,MB7072-201-ND,MB7072-201,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"173.37000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040-Wire.jpg,MB7072-501-ND,MB7072-501,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"173.37000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040-Wire.jpg,MB7072-601-ND,MB7072-601,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"173.37000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040-Wire.jpg,MB7072-701-ND,MB7072-701,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"173.37000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_7040-Wire.jpg,MB7092-101-ND,MB7092-101,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"173.37000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_7040-2xx-Wire.jpg,MB7092-201-ND,MB7092-201,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"173.37000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040-Wire.jpg,MB7092-501-ND,MB7092-501,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"173.37000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040-Wire.jpg,MB7092-601-ND,MB7092-601,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"173.37000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040-Wire.jpg,MB7092-701-ND,MB7092-701,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"173.37000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-TrashSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_7040-Wire.jpg,MB7137-101-ND,MB7137-101,MaxBotix Inc.,ULTRASONIC SENSOR XL-TRASHSONAR,0,0,"173.37000","0","1","Bulk","I2CXL-TrashSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-TrashSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_7040-2xx-Wire.jpg,MB7137-201-ND,MB7137-201,MaxBotix Inc.,ULTRASONIC SENSOR XL-TRASHSONAR,0,0,"173.37000","0","1","Bulk","I2CXL-TrashSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-TrashSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040-Wire.jpg,MB7137-501-ND,MB7137-501,MaxBotix Inc.,ULTRASONIC SENSOR XL-TRASHSONAR,0,0,"173.37000","0","1","Bulk","I2CXL-TrashSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
