Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Frequency","Voltage - Rated","Beam Angle","Operating Temperature"
https://www.maxbotix.com/documents/XL-TrashSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040-Wire.jpg,MB7137-601-ND,MB7137-601,MaxBotix Inc.,ULTRASONIC SENSOR XL-TRASHSONAR,0,0,"173.37000","0","1","Bulk","I2CXL-TrashSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-TrashSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040-Wire.jpg,MB7137-701-ND,MB7137-701,MaxBotix Inc.,ULTRASONIC SENSOR XL-TRASHSONAR,0,0,"173.37000","0","1","Bulk","I2CXL-TrashSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-TrashSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_7040-Wire.jpg,MB7138-101-ND,MB7138-101,MaxBotix Inc.,ULTRASONIC SENSOR XL-TRASHSONAR,0,0,"173.37000","0","1","Bulk","XL-TrashSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-TrashSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_7040-2xx-Wire.jpg,MB7138-201-ND,MB7138-201,MaxBotix Inc.,ULTRASONIC SENSOR XL-TRASHSONAR,0,0,"173.37000","0","1","Bulk","XL-TrashSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-TrashSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040-Wire.jpg,MB7138-501-ND,MB7138-501,MaxBotix Inc.,ULTRASONIC SENSOR XL-TRASHSONAR,0,0,"173.37000","0","1","Bulk","XL-TrashSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-TrashSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040-Wire.jpg,MB7138-601-ND,MB7138-601,MaxBotix Inc.,ULTRASONIC SENSOR XL-TRASHSONAR,0,0,"173.37000","0","1","Bulk","XL-TrashSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-TrashSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040-Wire.jpg,MB7138-701-ND,MB7138-701,MaxBotix Inc.,ULTRASONIC SENSOR XL-TRASHSONAR,0,0,"173.37000","0","1","Bulk","XL-TrashSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-TrashSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_7040-Wire.jpg,MB7139-101-ND,MB7139-101,MaxBotix Inc.,ULTRASONIC SENSOR XL-TRASHSONAR,0,0,"173.37000","0","1","Bulk","XL-TrashSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-TrashSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_7040-2xx-Wire.jpg,MB7139-201-ND,MB7139-201,MaxBotix Inc.,ULTRASONIC SENSOR XL-TRASHSONAR,0,0,"173.37000","0","1","Bulk","XL-TrashSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-TrashSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040-Wire.jpg,MB7139-501-ND,MB7139-501,MaxBotix Inc.,ULTRASONIC SENSOR XL-TRASHSONAR,0,0,"173.37000","0","1","Bulk","XL-TrashSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-TrashSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040-Wire.jpg,MB7139-601-ND,MB7139-601,MaxBotix Inc.,ULTRASONIC SENSOR XL-TRASHSONAR,0,0,"173.37000","0","1","Bulk","XL-TrashSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-TrashSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040-Wire.jpg,MB7139-701-ND,MB7139-701,MaxBotix Inc.,ULTRASONIC SENSOR XL-TRASHSONAR,0,0,"173.37000","0","1","Bulk","XL-TrashSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/SCXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_Ultrasonic-Sensor.jpg,MB7583-100-ND,MB7583-100,MaxBotix Inc.,ULTRASONIC SENSOR SCXL-MAXSONAR,0,0,"174.95000","0","1","Bulk","SCXL-MaxSonar-WR","Active","42kHz","2.5 V ~ 5.5 V","17°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/SCXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_Ultrasonic-Sensor.jpg,MB7566-100-ND,MB7566-100,MaxBotix Inc.,ULTRASONIC SENSOR SCXL-MAXSONAR,0,0,"174.95000","0","1","Bulk","SCXL-MaxSonar-WR","Active","42kHz","2.5 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/SCXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_Ultrasonic-Sensor.jpg,1863-1071-ND,MB7586-100,MaxBotix Inc.,ULTRASONIC SENSOR SCXL-MAXSONAR,0,0,"174.95000","0","1","Bulk","SCXL-MaxSonar-WR","Active","42kHz","2.5 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/I2CXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040.jpg,MB7040-130-ND,MB7040-130,MaxBotix Inc.,ULTRASONIC SENSOR I2CXL-MAXSONAR,0,0,"179.95000","0","1","Bulk","I2CXL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/I2CXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_7040-2xx.jpg,MB7040-230-ND,MB7040-230,MaxBotix Inc.,ULTRASONIC SENSOR I2CXL-MAXSONAR,0,0,"179.95000","0","1","Bulk","I2CXL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/I2CXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_NPS-Housing.jpg,MB7040-530-ND,MB7040-530,MaxBotix Inc.,ULTRASONIC SENSOR I2CXL-MAXSONAR,0,0,"179.95000","0","1","Bulk","I2CXL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/I2CXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_BSPPHousing.jpg,MB7040-630-ND,MB7040-630,MaxBotix Inc.,ULTRASONIC SENSOR I2CXL-MAXSONAR,0,0,"179.95000","0","1","Bulk","I2CXL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/I2CXL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_30mmHousing.jpg,MB7040-730-ND,MB7040-730,MaxBotix Inc.,ULTRASONIC SENSOR I2CXL-MAXSONAR,0,0,"179.95000","0","1","Bulk","I2CXL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040.jpg,MB7052-130-ND,MB7052-130,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"179.95000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_7040-2xx.jpg,MB7052-230-ND,MB7052-230,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"179.95000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_NPS-Housing.jpg,MB7052-530-ND,MB7052-530,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"179.95000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_BSPPHousing.jpg,MB7052-630-ND,MB7052-630,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"179.95000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_30mmHousing.jpg,MB7052-730-ND,MB7052-730,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"179.95000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040.jpg,MB7060-130-ND,MB7060-130,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"179.95000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_7040-2xx.jpg,MB7060-230-ND,MB7060-230,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"179.95000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_NPS-Housing.jpg,MB7060-530-ND,MB7060-530,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"179.95000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_BSPPHousing.jpg,MB7060-630-ND,MB7060-630,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"179.95000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_30mmHousing.jpg,MB7060-730-ND,MB7060-730,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"179.95000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040.jpg,MB7062-130-ND,MB7062-130,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"179.95000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_7040-2xx.jpg,MB7062-230-ND,MB7062-230,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"179.95000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_NPS-Housing.jpg,MB7062-530-ND,MB7062-530,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"179.95000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_BSPPHousing.jpg,MB7062-630-ND,MB7062-630,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"179.95000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_30mmHousing.jpg,MB7062-730-ND,MB7062-730,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"179.95000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040.jpg,MB7070-130-ND,MB7070-130,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"179.95000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_7040-2xx.jpg,MB7070-230-ND,MB7070-230,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"179.95000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_NPS-Housing.jpg,MB7070-530-ND,MB7070-530,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"179.95000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_BSPPHousing.jpg,MB7070-630-ND,MB7070-630,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"179.95000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_30mmHousing.jpg,MB7070-730-ND,MB7070-730,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"179.95000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040.jpg,MB7072-130-ND,MB7072-130,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"179.95000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_7040-2xx.jpg,MB7072-230-ND,MB7072-230,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"179.95000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_NPS-Housing.jpg,MB7072-530-ND,MB7072-530,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"179.95000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_BSPPHousing.jpg,MB7072-630-ND,MB7072-630,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"179.95000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_30mmHousing.jpg,MB7072-730-ND,MB7072-730,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"179.95000","0","1","Bulk","XL-MaxSonar-WRC","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040.jpg,MB7092-130-ND,MB7092-130,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"179.95000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_7040-2xx.jpg,MB7092-230-ND,MB7092-230,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"179.95000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_NPS-Housing.jpg,MB7092-530-ND,MB7092-530,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"179.95000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_BSPPHousing.jpg,MB7092-630-ND,MB7092-630,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"179.95000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-MaxSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_30mmHousing.jpg,MB7092-730-ND,MB7092-730,MaxBotix Inc.,ULTRASONIC SENSOR XL-MAXSONAR-WR,0,0,"179.95000","0","1","Bulk","XL-MaxSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-TrashSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040.jpg,MB7137-130-ND,MB7137-130,MaxBotix Inc.,ULTRASONIC SENSOR XL-TRASHSONAR,0,0,"179.95000","0","1","Bulk","I2CXL-TrashSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-TrashSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_7040-2xx.jpg,MB7137-230-ND,MB7137-230,MaxBotix Inc.,ULTRASONIC SENSOR XL-TRASHSONAR,0,0,"179.95000","0","1","Bulk","I2CXL-TrashSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-TrashSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_NPS-Housing.jpg,MB7137-530-ND,MB7137-530,MaxBotix Inc.,ULTRASONIC SENSOR XL-TRASHSONAR,0,0,"179.95000","0","1","Bulk","I2CXL-TrashSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-TrashSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_BSPPHousing.jpg,MB7137-630-ND,MB7137-630,MaxBotix Inc.,ULTRASONIC SENSOR XL-TRASHSONAR,0,0,"179.95000","0","1","Bulk","I2CXL-TrashSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-TrashSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_30mmHousing.jpg,MB7137-730-ND,MB7137-730,MaxBotix Inc.,ULTRASONIC SENSOR XL-TRASHSONAR,0,0,"179.95000","0","1","Bulk","I2CXL-TrashSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","23°","-40°C ~ 65°C (TA)"
https://www.maxbotix.com/documents/XL-TrashSonar-WR_Datasheet.pdf,//media.digikey.com/Photos/MaxBotix-Inc/MFG_MB7040.jpg,MB7138-130-ND,MB7138-130,MaxBotix Inc.,ULTRASONIC SENSOR XL-TRASHSONAR,0,0,"179.95000","0","1","Bulk","XL-TrashSonar-WR","Active","42kHz","3.2 V ~ 5.5 V","11°","-40°C ~ 65°C (TA)"
